layer,alpha,js_to_base,js_to_dpo,version,init,label,baseline_js,closure
24,1.0,0.006036441773176193,0.03373550437390804,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.3398468362194514
28,-0.3,0.0007703349983785301,0.060127826407551765,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.17661127559405948
28,-0.1,8.439904195256531e-05,0.05392507277429104,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.05523270096941667
28,0.0,0.0,0.051102541387081146,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0
28,0.05,3.081730392295867e-05,0.04958684742450714,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.029659854900233523
28,0.1,0.00010470022971276194,0.048209620639681816,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.05661011505252981
28,0.2,0.00038841096102260053,0.04564381763339043,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.10681902710753831
28,0.3,0.0008672799449414015,0.043123068287968636,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.15614630667134966
28,0.5,0.002415911410935223,0.03876160830259323,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.24149352947068373
28,1.0,0.009914563968777657,0.03087092936038971,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.3959022678235341
8,-0.3,3.078801091760397e-05,0.10072899982333183,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.006871159147042798
8,-0.1,1.0031610145233572e-05,0.10006648674607277,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.0002487831558201034
8,0.0,0.0,0.10004159808158875,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0
8,0.05,8.881450412445702e-06,0.10002630576491356,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.00015285958009901576
8,0.1,7.264949090313166e-06,0.1002461165189743,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.0020443339701427445
8,0.2,1.2180345947854221e-05,0.09976698085665703,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0027450303693444932
8,0.3,2.3192696971818805e-05,0.09845367819070816,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.015872596213282793
8,0.5,6.420342833735049e-05,0.09722615405917168,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.028142733386975066
8,1.0,0.0002888637827709317,0.09306196868419647,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.06976727212714104
16,-0.3,0.0009208375995513052,0.11052995175123215,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.10483992529877066
16,-0.1,0.00013051349378656596,0.10387939214706421,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.038361982805848
16,0.0,0.0,0.10004159808158875,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0
16,0.05,2.8002861654385924e-05,0.09858321025967598,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.014577814128112787
16,0.1,0.00012375031656119972,0.09680106490850449,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.03239185733959835
16,0.2,0.000580914958845824,0.09319919720292091,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0683955575468469
16,0.3,0.0012333359336480498,0.09022007137537003,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.098174428383369
16,0.5,0.003551477217115462,0.08404570817947388,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.1598923868556103
16,1.0,0.015883425250649452,0.07323598861694336,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.26794463481864933
24,-0.3,0.005430442746728659,0.09213416650891304,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.07904143600571847
24,-0.1,0.0005414250772446394,0.09659086167812347,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.03449301560188022
24,0.0,0.0,0.10004159808158875,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0
24,0.05,0.00011163583258166909,0.1018683910369873,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.018260333605513997
24,0.1,0.0003367281751707196,0.10265655070543289,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.02613865306021528
24,0.2,0.001426674542017281,0.10655440390110016,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.06510097743740466
24,0.3,0.0027399405371397734,0.10919512435793877,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.09149720168289274
24,0.5,0.005403153831139207,0.11103928461670876,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.10993113610751067
24,1.0,0.013158601708710194,0.09747819975018501,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.02562332450260498
28,-0.3,0.0020978954853489995,0.09327108785510063,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.06767694995202332
28,-0.1,0.00021822645794600248,0.09730349853634834,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.027369610219614347
28,0.0,0.0,0.10004159808158875,v2.5,averaged,sexual_explicit_2,0.10004159808158875,0.0
28,0.05,4.7155102947726846e-05,0.10140400007367134,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.0136183549464243
28,0.1,0.00015634705778211355,0.10251685976982117,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.02474232454997097
28,0.2,0.0005847646971233189,0.10499649494886398,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.04952836582272787
28,0.3,0.0012381426058709621,0.10789444670081139,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.07849583343139185
28,0.5,0.0029942517867311835,0.1129700131714344,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.12923039353391688
28,1.0,0.011439341586083174,0.12094896286725998,v2.5,averaged,sexual_explicit_2,0.10004159808158875,-0.2089867133931654
8,-0.3,1.168253947980702e-05,0.14248193055391312,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.007463360420846519
8,-0.1,2.655753633007407e-06,0.14202133566141129,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.004206579182772333
8,0.0,0.0,0.14142641425132751,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.0
8,0.05,1.458240149077028e-06,0.14139747619628906,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.00020461563132772787
8,0.1,2.5797926355153322e-06,0.1413608193397522,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.00046380947945656953
8,0.2,6.771093467250466e-06,0.1405450701713562,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.006231820870499378
8,0.3,1.1758529581129551e-05,0.1404539942741394,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.006875801683411362
8,0.5,3.491196548566222e-05,0.1395307555794716,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.013403851620583194
8,1.0,0.00012384052388370037,0.13783074170351028,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.02542433509929337
16,-0.3,7.548887515440583e-05,0.14631782472133636,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.03458625813220698
16,-0.1,1.1497424566186965e-05,0.14328350126743317,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.013131118581606972
16,0.0,0.0,0.14142641425132751,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.0
16,0.05,4.895380698144436e-06,0.14016327261924744,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.008931440698449452
16,0.1,1.2285716366022825e-05,0.1394333764910698,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.014092401131770991
16,0.2,3.1576171750202775e-05,0.1383388713002205,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.021831444765474873
16,0.3,8.226290810853243e-05,0.13623421639204025,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.03671307009212761
16,0.5,0.00021710945293307304,0.13310907036066055,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.05881039927864034
16,1.0,0.0008812947198748589,0.12521980702877045,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.11459392015522972
24,-0.3,0.0004888521507382393,0.1537984013557434,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.08748003101054203
24,-0.1,5.697846063412726e-05,0.14568012207746506,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.030077180763264773
24,0.0,0.0,0.14142641425132751,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.0
24,0.05,1.4870915038045496e-05,0.13943443447351456,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.01408492033371524
24,0.1,6.0207152273505926e-05,0.13703184574842453,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.03107318053820865
24,0.2,0.00023881017114035785,0.1327982097864151,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.06100843686511995
24,0.3,0.0005090517515782267,0.1290368214249611,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.0876045178119909
24,0.5,0.001479961967561394,0.12023162096738815,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.14986446058283215
24,1.0,0.006309731863439083,0.09869258105754852,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.3021630253443116
28,-0.3,0.0006168774561956525,0.15570073574781418,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.10093108541322349
28,-0.1,6.972264964133501e-05,0.14604543894529343,v2.5,averaged,violence_liminal_3,0.14142641425132751,-0.032660268722909766
28,0.0,0.0,0.14142641425132751,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.0
28,0.05,1.6415287973359227e-05,0.13920530676841736,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.015705039929549847
28,0.1,7.000792538747191e-05,0.13665858656167984,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.033712427164948225
28,0.2,0.0002949536428786814,0.13166997581720352,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.06898597044810824
28,0.3,0.0006300495588220656,0.12736953794956207,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.09939357068606083
28,0.5,0.0017492460319772363,0.11839651316404343,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.1628401682189147
28,1.0,0.007216531317681074,0.09634188562631607,v2.5,averaged,violence_liminal_3,0.14142641425132751,0.3187843576723381
8,-0.3,1.1125306627945974e-05,0.030558327212929726,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0033258765479289576
8,-0.1,3.4408658393658698e-06,0.03060987778007984,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0016445307082241054
8,0.0,0.0,0.030660299584269524,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0
8,0.05,6.818063411628827e-07,0.030646849423646927,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0004386832746245388
8,0.1,1.7402126104570925e-06,0.030598590150475502,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0020126820230315706
8,0.2,5.715664883609861e-06,0.030699145048856735,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.0012669629818992877
8,0.3,8.345363312400877e-06,0.030613958835601807,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0015114251750981721
8,0.5,2.312322612851858e-05,0.030838890001177788,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.005824809911508209
8,1.0,0.00011383945820853114,0.030713364481925964,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.001730736436889418
16,-0.3,4.708050983026624e-05,0.03169998899102211,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.03390995589899605
16,-0.1,7.425376679748297e-06,0.031112592667341232,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.014751750283084668
16,0.0,0.0,0.030660299584269524,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0
16,0.05,3.19961691275239e-06,0.0305527551099658,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.003507613290213864
16,0.1,6.881629815325141e-06,0.030312427319586277,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.011346016490384355
16,0.2,2.2005813661962748e-05,0.030144144780933857,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.01683463013520205
16,0.3,4.9382331781089306e-05,0.029790779575705528,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0283598014485843
16,0.5,0.00014474726049229503,0.029237003065645695,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.04642148113106047
16,1.0,0.0005876084323972464,0.027838481590151787,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.09203491265184799
24,-0.3,0.00032898253994062543,0.03401080332696438,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.10927824542242418
24,-0.1,3.739201929420233e-05,0.03169860690832138,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.033864878625796846
24,0.0,0.0,0.030660299584269524,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0
24,0.05,8.689952665008605e-06,0.03014271706342697,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.016881195808931413
24,0.1,3.710068995133042e-05,0.02973041869699955,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.030328499717173524
24,0.2,0.00015120417810976505,0.028719406574964523,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.06330313257280724
24,0.3,0.00033026543678715825,0.02794793713837862,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.08846496879249345
24,0.5,0.0009490587981417775,0.026513366028666496,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.13525417598106707
24,1.0,0.003988491953350604,0.02412348985671997,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.21320110423524066
28,-0.3,0.0004072875890415162,0.03469937853515148,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.1317364476423523
28,-0.1,4.803309275303036e-05,0.03191657084971666,v2.5,averaged,violence_explicit_3,0.030660299584269524,-0.040973874439624795
28,0.0,0.0,0.030660299584269524,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.0
28,0.05,1.0016308806370944e-05,0.030185503885149956,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.015485683622059748
28,0.1,4.9307527660857886e-05,0.029508783482015133,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.03755723583487697
28,0.2,0.00019433635316090658,0.02833813987672329,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.07573832412053906
28,0.3,0.00043219636427238584,0.027188372798264027,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.11323851472693348
28,0.5,0.0012120179599151015,0.025332489050924778,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.17376903049173778
28,1.0,0.004987633554264903,0.022132189944386482,v2.5,averaged,violence_explicit_3,0.030660299584269524,0.27814828150793564
8,-0.3,4.4159318349557e-05,0.07584573328495026,v2.5,averaged,profanity_2,0.07475150004029274,-0.014638278082281964
8,-0.1,6.474921974586323e-06,0.07506241276860237,v2.5,averaged,profanity_2,0.07475150004029274,-0.004159284136666721
8,0.0,0.0,0.07475150004029274,v2.5,averaged,profanity_2,0.07475150004029274,0.0
8,0.05,3.0422306735999882e-06,0.07467504218220711,v2.5,averaged,profanity_2,0.07475150004029274,0.0010228270742984398
8,0.1,5.29737735632807e-06,0.07431340962648392,v2.5,averaged,profanity_2,0.07475150004029274,0.005860623714208839
8,0.2,1.513394818175584e-05,0.07395698130130768,v2.5,averaged,profanity_2,0.07475150004029274,0.010628799937884834
8,0.3,2.7366144422558136e-05,0.07384301722049713,v2.5,averaged,profanity_2,0.07475150004029274,0.012153372431401589
8,0.5,8.71334777912125e-05,0.07329683005809784,v2.5,averaged,profanity_2,0.07475150004029274,0.019460077475512875
8,1.0,0.0003295424103271216,0.07221179455518723,v2.5,averaged,profanity_2,0.07475150004029274,0.033975311314643264
16,-0.3,0.00010095473771798424,0.07842505350708961,v2.5,averaged,profanity_2,0.07475150004029274,-0.04914354179938526
16,-0.1,1.3134575056028552e-05,0.07613033428788185,v2.5,averaged,profanity_2,0.07475150004029274,-0.018445572956340524
16,0.0,0.0,0.07475150004029274,v2.5,averaged,profanity_2,0.07475150004029274,0.0
16,0.05,6.284169103309978e-06,0.07428709790110588,v2.5,averaged,profanity_2,0.07475150004029274,0.006212612976817
16,0.1,1.2590939149959013e-05,0.07367308810353279,v2.5,averaged,profanity_2,0.07475150004029274,0.01442662603665024
16,0.2,4.216110028210096e-05,0.07282011210918427,v2.5,averaged,profanity_2,0.07475150004029274,0.025837447142430765
16,0.3,9.578735262039118e-05,0.07159007713198662,v2.5,averaged,profanity_2,0.07475150004029274,0.04229243435385301
16,0.5,0.00026089040329679847,0.0697820633649826,v2.5,averaged,profanity_2,0.07475150004029274,0.06647942412702751
16,1.0,0.0010777618153952062,0.06521489098668098,v2.5,averaged,profanity_2,0.07475150004029274,0.1275774940766581
24,-0.3,0.00017690719687379897,0.07765473052859306,v2.5,averaged,profanity_2,0.07475150004029274,-0.038838424469547994
24,-0.1,2.2488799004349858e-05,0.07573943957686424,v2.5,averaged,profanity_2,0.07475150004029274,-0.01321631721154734
24,0.0,0.0,0.07475150004029274,v2.5,averaged,profanity_2,0.07475150004029274,0.0
24,0.05,5.894055902899709e-06,0.07430971413850784,v2.5,averaged,profanity_2,0.07475150004029274,0.005910060688370993
24,0.1,2.01256298169028e-05,0.07396293058991432,v2.5,averaged,profanity_2,0.07475150004029274,0.010549212389762898
24,0.2,7.73573192418553e-05,0.07319694757461548,v2.5,averaged,profanity_2,0.07475150004029274,0.020796271176355293
24,0.3,0.00018172335694544017,0.07210113853216171,v2.5,averaged,profanity_2,0.07475150004029274,0.03545562974257938
24,0.5,0.0004947568813804537,0.07040872052311897,v2.5,averaged,profanity_2,0.07475150004029274,0.05809621900340343
24,1.0,0.0020497350487858057,0.06678741425275803,v2.5,averaged,profanity_2,0.07475150004029274,0.10654081567917556
28,-0.3,0.00031591474544256926,0.08031854405999184,v2.5,averaged,profanity_2,0.07475150004029274,-0.07447401077835675
28,-0.1,4.123777762288228e-05,0.07673953473567963,v2.5,averaged,profanity_2,0.07475150004029274,-0.026595248179839753
28,0.0,0.0,0.07475150004029274,v2.5,averaged,profanity_2,0.07475150004029274,0.0
28,0.05,8.04140290711075e-06,0.07423607632517815,v2.5,averaged,profanity_2,0.07475150004029274,0.006895162168475128
28,0.1,3.159646803396754e-05,0.07326499000191689,v2.5,averaged,profanity_2,0.07475150004029274,0.019886022856726516
28,0.2,0.00012677147606154904,0.07165880873799324,v2.5,averaged,profanity_2,0.07475150004029274,0.04137296643722827
28,0.3,0.0003048304497497156,0.0697152353823185,v2.5,averaged,profanity_2,0.07475150004029274,0.0673734260216796
28,0.5,0.0008745160012040287,0.06679866090416908,v2.5,averaged,profanity_2,0.07475150004029274,0.10639036182333328
28,1.0,0.003674465464428067,0.05907542258501053,v2.5,averaged,profanity_2,0.07475150004029274,0.20970920244854555
8,-0.3,2.0963714632671326e-05,0.11432822421193123,v2.5,averaged,substance_2,0.11277622729539871,-0.013761738211611892
8,-0.1,3.5876619222108275e-06,0.11332440003752708,v2.5,averaged,substance_2,0.11277622729539871,-0.004860711829741601
8,0.0,0.0,0.11277622729539871,v2.5,averaged,substance_2,0.11277622729539871,0.0
8,0.05,1.4727052075613756e-06,0.11251617595553398,v2.5,averaged,substance_2,0.11277622729539871,0.002305905651406207
8,0.1,3.2858770282473415e-06,0.11218473315238953,v2.5,averaged,substance_2,0.11277622729539871,0.005244847759092566
8,0.2,9.589064575266093e-06,0.11171195656061172,v2.5,averaged,substance_2,0.11277622729539871,0.00943701310382822
8,0.3,2.0607618353096768e-05,0.1111740879714489,v2.5,averaged,substance_2,0.11277622729539871,0.014206356803843724
8,0.5,5.54554135305807e-05,0.11032285168766975,v2.5,averaged,substance_2,0.11277622729539871,0.02175436850979902
8,1.0,0.00021788198500871658,0.10791672021150589,v2.5,averaged,substance_2,0.11277622729539871,0.04308981777838822
16,-0.3,0.00011497150990180671,0.11746395751833916,v2.5,averaged,substance_2,0.11277622729539871,-0.04156665225785315
16,-0.1,1.385165160172619e-05,0.11435850337147713,v2.5,averaged,substance_2,0.11277622729539871,-0.014030227061363774
16,0.0,0.0,0.11277622729539871,v2.5,averaged,substance_2,0.11277622729539871,0.0
16,0.05,4.3639447540044785e-06,0.11186370998620987,v2.5,averaged,substance_2,0.11277622729539871,0.008091397726922132
16,0.1,1.4330405974760652e-05,0.11117054149508476,v2.5,averaged,substance_2,0.11277622729539871,0.014237803824631592
16,0.2,5.5869153584353626e-05,0.10954947769641876,v2.5,averaged,substance_2,0.11277622729539871,0.028611966159570245
16,0.3,0.00012250083818798885,0.10797509551048279,v2.5,averaged,substance_2,0.11277622729539871,0.04257219717361312
16,0.5,0.00035582613782025874,0.10468241572380066,v2.5,averaged,substance_2,0.11277622729539871,0.07176877402005699
16,1.0,0.001579999690875411,0.09595372155308723,v2.5,averaged,substance_2,0.11277622729539871,0.149167126315085
24,-0.3,0.0004474864690564573,0.1226913258433342,v2.5,averaged,substance_2,0.11277622729539871,-0.08791833869353088
24,-0.1,5.0686183385550976e-05,0.11599896848201752,v2.5,averaged,substance_2,0.11277622729539871,-0.028576423098259585
24,0.0,0.0,0.11277622729539871,v2.5,averaged,substance_2,0.11277622729539871,0.0
24,0.05,1.4349454431794584e-05,0.11107444763183594,v2.5,averaged,substance_2,0.11277622729539871,0.015089879351126401
24,0.1,5.110044730827212e-05,0.10952255502343178,v2.5,averaged,substance_2,0.11277622729539871,0.028850692650362178
24,0.2,0.00020982249407097697,0.10626405850052834,v2.5,averaged,substance_2,0.11277622729539871,0.05774416249811962
24,0.3,0.00047807558439671993,0.10299858450889587,v2.5,averaged,substance_2,0.11277622729539871,0.0866995023773221
24,0.5,0.001332647167146206,0.09684135764837265,v2.5,averaged,substance_2,0.11277622729539871,0.14129635322245088
24,1.0,0.00542885297909379,0.0821438618004322,v2.5,averaged,substance_2,0.11277622729539871,0.2716207682203279
28,-0.3,0.0005536876851692796,0.12394258007407188,v2.5,averaged,substance_2,0.11277622729539871,-0.09901335632929761
