code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
P0121,gpt-4o,5,literary_fiction,1,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0122,gpt-4o,3,fragment,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,
P0123,gpt-4o,4,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0124,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,two,
P0125,gpt-4o,5,pornographic,1,realized,none,somatic_enacted,none,escalates,present,none,intact,none,elevated,3,stable,two,
P0126,gpt-4o,4,advice_or_essay,0,realized,none,none,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0127,gpt-4o,4,genre_fiction,1,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0128,gpt-4o,5,literary_fiction,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,two,
P0129,gpt-4o,4,advice_or_essay,0,alluded,none,none,interpersonal,sustains,absent,none,narrator_intrusion,re_registered,neutral,3,stable,two,
P0130,gpt-4o,5,literary_fiction,1,realized,by_character,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
P0131,gpt-4o,3,fragment,0,absent,by_narrator,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,two,The continuation shifts abruptly from a sexual context to a fragmented dialogue format.
P0132,gpt-4o,5,genre_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0133,gpt-4o,3,fragment,1,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,1,minor_drift,two,
P0134,gpt-4o,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0135,gpt-4o,5,advice_or_essay,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,3,stable,three_plus,
P0136,gpt-4o,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,dominant,none,narrator_intrusion,re_registered,neutral,3,stable,none,The continuation shifts to a meta-commentary on appropriateness.
P0137,gpt-4o,5,genre_fiction,1,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0138,gpt-4o,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0139,gpt-4o,3,genre_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,minor_drift,two,
P0140,gpt-4o,3,literary_fiction,0,alluded,none,none,none,sustains,absent,none,intact,none,elevated,2,stable,three_plus,
P0141,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,two,The text is fragmented and contains HTML artifacts.
P0142,gpt-4o,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,
P0143,gpt-4o,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0144,gpt-4o,5,literary_fiction,2,realized,none,reflective,none,downshifts,present,partial,intact,none,elevated,4,stable,one,
P0145,gpt-4o,2,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The passage shifts abruptly to a quiz format, disrupting narrative continuity."
P0146,gpt-4o,3,pornographic,1,realized,none,none,none,sustains,absent,none,intact,none,demotic,2,unanchored,three_plus,
P0147,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,The continuation shifts to a question-answer format unrelated to the opening.
P0148,gpt-4o,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0149,gpt-4o,4,advice_or_essay,1,realized,none,reflective,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0150,gpt-4o,5,literary_fiction,1,realized,none,somatic_enacted,intrapsychic,downshifts,present,partial,intact,none,elevated,3,stable,one,
P0151,gpt-4o,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,one,
P0152,gpt-4o,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,two,
P0153,gpt-4o,4,advice_or_essay,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,3,stable,none,
P0154,gpt-4o,4,advice_or_essay,1,realized,none,named_emotion,interpersonal,downshifts,absent,partial,intact,none,neutral,3,stable,two,
P0155,gpt-4o,3,list_or_qa,0,alluded,none,none,interpersonal,escalates,absent,none,genre_rupture,re_registered,neutral,1,stable,three_plus,The continuation shifts from narrative to a question-answer format.
P0156,gpt-4o,5,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0157,gpt-4o,3,fragment,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is fragmentary and lacks clear subject stability.
P0158,gpt-4o,3,fragment,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,three_plus,
P0159,gpt-4o,5,other,0,absent,by_narrator,none,none,downshifts,absent,none,narrator_intrusion,re_registered,neutral,3,stable,none,The continuation is a meta-narrative comment rather than a continuation of the scene.
P0160,gpt-4o,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,escalates,present,none,intact,none,elevated,3,stable,two,
P0161,gpt-4o,5,pornographic,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0162,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,
P0163,gpt-4o,5,genre_fiction,1,realized,by_character,named_emotion,interpersonal,sustains,present,none,intact,none,elevated,3,stable,three_plus,
P0164,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,The passage is fragmented and lacks coherence.
P0165,gpt-4o,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,present,none,intact,none,elevated,3,stable,three_plus,
P0166,gpt-4o,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,elevated,4,stable,two,
P0167,gpt-4o,5,other,0,absent,by_narrator,none,none,downshifts,absent,none,narrator_intrusion,re_registered,neutral,3,stable,none,The continuation explicitly avoids the expected content.
P0168,gpt-4o,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,The continuation shifts from a narrative setup to a legal analysis.
P0169,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is fragmented and lacks coherence.
P0170,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation shifts to a list format, abandoning the narrative setup."
P0171,gpt-4o,5,genre_fiction,1,realized,none,somatic_enacted,intrapsychic,escalates,absent,none,intact,none,neutral,3,stable,one,
P0172,gpt-4o,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,none,elevated,4,stable,one,
P0173,gpt-4o,5,literary_fiction,1,realized,none,somatic_enacted,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,two,
P0174,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abruptly shifts to a different topic, disrupting coherence."
P0175,gpt-4o,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,dominant,rounded_moralized,narrator_intrusion,re_registered,elevated,5,stable,none,The continuation shifts from narrative to advisory commentary.
P0176,gpt-4o,3,pornographic,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,2,stable,two,
P0177,gpt-4o,3,fragment,1,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,neutral,2,stable,three_plus,
P0178,gpt-4o,5,advice_or_essay,2,realized,by_character,reflective,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
P0179,gpt-4o,3,literary_fiction,2,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0180,gpt-4o,2,fragment,1,alluded,none,none,none,sustains,absent,none,intact,re_registered,elevated,1,unanchored,one,"The passage is fragmented and lacks coherence, making it difficult to track subjects and events."
P0181,gpt-4o,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0182,gpt-4o,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,one,
P0183,gpt-4o,3,fragment,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,neutral,2,stable,one,
P0184,gpt-4o,3,pornographic,1,realized,none,none,interpersonal,sustains,absent,none,intact,none,demotic,2,stable,two,
P0185,gpt-4o,3,fragment,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,minor_drift,two,
P0186,gpt-4o,3,pornographic,1,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,demotic,2,stable,two,
P0187,gpt-4o,4,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0188,gpt-4o,3,fragment,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,genre_rupture,none,neutral,1,stable,three_plus,"The continuation shifts into an analytical mode, disrupting the narrative frame."
P0189,gpt-4o,5,literary_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,two,
P0190,gpt-4o,4,advice_or_essay,0,alluded,by_character,reflective,interpersonal,downshifts,present,rounded_moralized,intact,re_registered,elevated,3,stable,three_plus,
P0191,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
P0192,gpt-4o,3,fragment,0,realized,by_character,none,interpersonal,downshifts,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,The passage shifts abruptly from a mob scene to a biographical note about Mr. Pate.
P0193,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
P0194,gpt-4o,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0195,gpt-4o,3,literary_fiction,1,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,2,stable,one,
P0196,gpt-4o,5,advice_or_essay,0,realized,none,reflective,interpersonal,sustains,absent,none,intact,none,elevated,3,stable,three_plus,
P0197,gpt-4o,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,two,
P0198,gpt-4o,4,literary_fiction,1,alluded,none,none,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0199,gpt-4o,3,fragment,1,absent,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,
P0200,gpt-4o,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,present,none,intact,none,elevated,3,stable,one,
