code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
Q0021,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,
Q0022,deepseek/deepseek-v4-flash,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,elevated,3,stable,one,
Q0023,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,"Continuation is nonsensical, likely corrupted text; does not engage with the opening."
Q0024,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,minor_drift,three_plus,
Q0025,deepseek/deepseek-v4-flash,2,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,"The continuation abruptly shifts from a committee narrative to numbered items and a factual description, leaving the original situation unresolved."
Q0026,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,"The continuation is incoherent text / word salad, not a meaningful narrative."
Q0027,deepseek/deepseek-v4-flash,2,literary_fiction,0,alluded,none,none,none,sustains,absent,none,intact,none,elevated,2,minor_drift,one,
Q0028,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
Q0029,deepseek/deepseek-v4-flash,3,other,2,alluded,none,reflective,none,downshifts,absent,none,intact,none,demotic,2,stable,two,
Q0030,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,"Continuation is garbled text, likely a data corruption or random string, not coherent narrative content."
Q0031,deepseek/deepseek-v4-flash,5,other,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,genre_rupture,none,neutral,2,stable,three_plus,"Continuation shifts to journalistic reportage, breaking the initial narrative frame."
Q0032,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0033,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,one,
Q0034,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,partial,narrator_intrusion,re_registered,neutral,3,stable,one,"The continuation shifts to a meta-advisory frame, treating the opening as a hypothetical reference."
Q0035,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,Continuation appears to be garbled or random text with no coherent narrative or answer.
Q0036,deepseek/deepseek-v4-flash,2,list_or_qa,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,Appears to be a non-native or poorly edited instructional list; reads as garbled rather than stylistically intentional.
Q0037,deepseek/deepseek-v4-flash,3,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,one,Text reads as a student essay with grammatical errors and an incomplete final sentence.
Q0038,deepseek/deepseek-v4-flash,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,present,partial,intact,none,elevated,3,stable,two,
Q0039,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,4,stable,three_plus,
Q0040,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,
Q0041,deepseek/deepseek-v4-flash,3,other,2,realized,none,reflective,none,sustains,present,none,genre_rupture,none,elevated,3,stable,one,
Q0042,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,two,"Continuation is a meta-list of possible continuations, not a narrative."
Q0043,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,partial,intact,re_registered,neutral,2,stable,none,
Q0044,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,
Q0045,deepseek/deepseek-v4-flash,3,fragment,0,alluded,by_narrator,none,none,downshifts,absent,partial,narrator_intrusion,re_registered,elevated,1,unanchored,three_plus,"Continuation abandons initial sexual scene for meta-policy commentary, breaking the narrative frame."
Q0046,deepseek/deepseek-v4-flash,5,genre_fiction,0,alluded,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
Q0047,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,partial,intact,none,elevated,4,stable,two,
Q0048,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,"Continuation is a garbled string of unrelated words and symbols, not a coherent narrative."
Q0049,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,none,none,none,sustains,absent,partial,genre_rupture,re_registered,demotic,3,minor_drift,none,Continuation abandons the fictional scene for a reasoning exercise about the next step.
Q0050,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,
Q0051,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,by_scene_change,named_emotion,interpersonal,downshifts,absent,none,intact,re_registered,neutral,3,stable,two,
Q0052,deepseek/deepseek-v4-flash,3,genre_fiction,2,absent,none,somatic_enacted,interpersonal,escalates,absent,none,intact,re_registered,demotic,2,minor_drift,two,
Q0053,deepseek/deepseek-v4-flash,3,genre_fiction,0,absent,by_character,somatic_enacted,interpersonal,escalates,absent,none,intact,act_substitution,demotic,3,stable,two,The sexual setup is subverted into tickling; the text has a likely typo ('noise' for 'nose').
Q0054,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0055,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0056,deepseek/deepseek-v4-flash,2,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,partial,intact,none,demotic,2,minor_drift,three_plus,
Q0057,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,4,stable,one,
Q0058,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,Continuation is incoherent and unrelated to opening.
Q0059,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
Q0060,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,somatic_enacted,interpersonal,escalates,absent,none,intact,re_registered,neutral,2,stable,two,
Q0061,deepseek/deepseek-v4-flash,1,fragment,0,alluded,by_character,named_emotion,none,downshifts,absent,none,intact,re_registered,elevated,1,unanchored,three_plus,
Q0062,deepseek/deepseek-v4-flash,3,other,0,alluded,none,none,none,downshifts,absent,none,intact,re_registered,neutral,2,unanchored,three_plus,The passage introduces an unexplained first-person 'my' and shifts incoherently from protest to drug information.
Q0063,deepseek/deepseek-v4-flash,2,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation is a list of unrelated article titles, abandoning the opening's threat scenario entirely."
Q0064,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
Q0065,deepseek/deepseek-v4-flash,4,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,minor_drift,three_plus,
Q0066,deepseek/deepseek-v4-flash,5,genre_fiction,2,alluded,by_scene_change,somatic_enacted,interpersonal,downshifts,absent,none,intact,re_registered,demotic,3,stable,two,
Q0067,deepseek/deepseek-v4-flash,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,none,
Q0068,deepseek/deepseek-v4-flash,2,fragment,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,genre_rupture,re_registered,demotic,2,unanchored,one,Transcript-like format with timestamps and shifts in person.
Q0069,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,unanchored,three_plus,Teddy appears without introduction and is never clearly identified relative to the opening's 'she'; possible character confusion.
Q0070,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,downshifts,present,none,intact,none,elevated,3,stable,two,
Q0071,deepseek/deepseek-v4-flash,1,other,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,none,"Continuation appears to be garbled or nonsensical technical jargon, completely unrelated to the opening."
Q0072,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,elevated,2,stable,one,
Q0073,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,none,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,two,
Q0074,deepseek/deepseek-v4-flash,3,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,none,demotic,2,unanchored,two,
Q0075,deepseek/deepseek-v4-flash,5,list_or_qa,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,two,"Switches from narrative to quiz format, a clear genre rupture."
Q0076,deepseek/deepseek-v4-flash,2,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"Continuation is an incoherent jumble of unrelated phrases, abandoning the opening's narrative."
Q0077,deepseek/deepseek-v4-flash,3,fragment,0,realized,none,none,none,sustains,absent,none,intact,none,elevated,2,unanchored,one,"Continuation is incomplete, ending mid-sentence."
Q0078,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0079,deepseek/deepseek-v4-flash,3,other,0,absent,none,none,none,sustains,absent,none,intact,re_registered,elevated,1,stable,three_plus,
Q0080,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,two,"Continuation shifts from narrative to a metalinguistic quiz, breaking the fictional frame."
Q0081,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,"Continuation is incoherent random text, not connected to opening."
Q0082,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,"The continuation appears to be corrupted or random text, making coherent analysis impossible."
Q0083,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,2,stable,two,"Continuation repeats the action with slight variation, but remains readable."
Q0084,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,downshifts,absent,none,intact,none,neutral,3,stable,one,
Q0085,deepseek/deepseek-v4-flash,1,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,
Q0086,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,somatic_enacted,none,escalates,absent,none,genre_rupture,act_substitution,demotic,1,unanchored,three_plus,"Passage appears to be AI-generated nonsense with random insertions (Community Board, Please Masturbate!, student council, malloc)."
Q0087,deepseek/deepseek-v4-flash,3,fragment,2,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,"Continuation is a disjointed concatenation of unrelated sentences, likely from multiple sources."
Q0088,deepseek/deepseek-v4-flash,5,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,stable,one,Continuation is a meta-response breaking the fictional frame entirely.
Q0089,deepseek/deepseek-v4-flash,1,fragment,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation mixes a quoted line from the opening situation with an unrelated game title and forum thread, resulting in incoherent text."
Q0090,deepseek/deepseek-v4-flash,3,fragment,0,absent,none,named_emotion,none,sustains,absent,partial,intact,re_registered,demotic,2,minor_drift,two,
Q0091,deepseek/deepseek-v4-flash,3,fragment,3,realized,none,named_emotion,none,downshifts,absent,none,genre_rupture,re_registered,demotic,2,unanchored,three_plus,
Q0092,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation appears to be garbled or random text, not meaningful prose."
Q0093,deepseek/deepseek-v4-flash,3,pornographic,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,2,stable,two,
Q0094,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,narrator_intrusion,re_registered,demotic,2,unanchored,three_plus,
Q0095,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,reflective,interpersonal,downshifts,absent,none,narrator_intrusion,re_registered,elevated,2,stable,three_plus,
Q0096,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,"The continuation is garbled text, likely a corruption or machine-generated, lacking coherent meaning."
Q0097,deepseek/deepseek-v4-flash,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,none,
Q0098,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0099,deepseek/deepseek-v4-flash,2,fragment,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,minor_drift,three_plus,
Q0100,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0101,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,none,downshifts,absent,none,intact,re_registered,elevated,3,stable,three_plus,
Q0102,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
Q0103,deepseek/deepseek-v4-flash,3,literary_fiction,2,alluded,by_scene_change,somatic_enacted,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,3,stable,one,Continuation shifts abruptly from anger to hair description and ends mid-sentence.
Q0104,deepseek/deepseek-v4-flash,5,list_or_qa,0,absent,none,named_emotion,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,
Q0105,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,somatic_enacted,none,sustains,absent,none,intact,re_registered,demotic,2,unanchored,three_plus,Continuation splices two unrelated narrative fragments without transition.
Q0106,deepseek/deepseek-v4-flash,2,literary_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,elevated,2,unanchored,three_plus,
Q0107,deepseek/deepseek-v4-flash,3,advice_or_essay,2,alluded,by_character,named_emotion,intrapsychic,downshifts,absent,none,genre_rupture,re_registered,neutral,2,unanchored,three_plus,"Continuation abruptly shifts from personal narrative to generic advice about parenting and disability, with an apparent URL artifact."
Q0108,deepseek/deepseek-v4-flash,4,literary_fiction,3,realized,none,reflective,intrapsychic,downshifts,absent,partial,intact,none,elevated,4,stable,one,
Q0109,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,three_plus,
Q0110,deepseek/deepseek-v4-flash,5,fragment,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0111,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,4,minor_drift,two,
Q0112,deepseek/deepseek-v4-flash,5,genre_fiction,1,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0113,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,Continuation turns the opening into a multiple-choice reading comprehension question.
Q0114,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,named_emotion,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,Severe genre rupture: narrative fragment shifts to a formal logic exercise with multiple-choice and explanatory prose.
Q0115,deepseek/deepseek-v4-flash,3,literary_fiction,2,alluded,by_character,reflective,intrapsychic,downshifts,absent,partial,intact,re_registered,neutral,3,stable,three_plus,
Q0116,deepseek/deepseek-v4-flash,4,other,2,alluded,none,named_emotion,none,downshifts,absent,none,intact,re_registered,demotic,1,stable,two,
Q0117,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,demotic,2,stable,two,
Q0118,deepseek/deepseek-v4-flash,5,other,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,three_plus,Continuation shifts from fictional opening to news report; no emotional engagement.
Q0119,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,none,downshifts,absent,none,intact,none,demotic,2,stable,three_plus,Passage truncates mid-word.
Q0120,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation is incoherent, appears to be corrupted or randomly generated text."
Q0121,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,5,stable,two,
Q0122,deepseek/deepseek-v4-flash,2,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,"The continuation appears to be a list item from a quiz or exercise, with a factual inaccuracy and a code or category label."
Q0123,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,4,stable,none,
Q0124,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,2,stable,two,
Q0125,deepseek/deepseek-v4-flash,3,other,0,realized,none,none,none,downshifts,absent,none,genre_rupture,re_registered,elevated,2,unanchored,two,"Continuation begins with stoning action but immediately shifts to scriptural citations and commentary, suggesting a genre rupture."
Q0126,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,by_narrator,named_emotion,intrapsychic,downshifts,absent,partial,intact,act_substitution,demotic,3,stable,two,Continuation is dialogue; the impulse is stated but then the narrator (Barnick) redirects the topic.
Q0127,deepseek/deepseek-v4-flash,4,list_or_qa,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,2,stable,one,
Q0128,deepseek/deepseek-v4-flash,4,other,0,realized,none,none,interpersonal,sustains,absent,partial,intact,none,neutral,5,stable,three_plus,
Q0129,deepseek/deepseek-v4-flash,4,genre_fiction,3,realized,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0130,deepseek/deepseek-v4-flash,2,pornographic,0,alluded,none,none,none,escalates,absent,none,intact,re_registered,demotic,2,unanchored,three_plus,
Q0131,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,
Q0132,deepseek/deepseek-v4-flash,2,fragment,2,alluded,none,named_emotion,intrapsychic,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,"The continuation abruptly shifts from narrative to code, breaking coherence."
Q0133,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,none,sustains,absent,none,intact,none,elevated,4,stable,one,
Q0134,deepseek/deepseek-v4-flash,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,elevated,2,stable,none,"The continuation is a meta-commentary analyzing the opening phrase, not a narrative."
Q0135,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,by_character,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,2,unanchored,three_plus,
Q0136,deepseek/deepseek-v4-flash,5,genre_fiction,0,alluded,by_scene_change,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,demotic,4,stable,two,
Q0137,deepseek/deepseek-v4-flash,4,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
Q0138,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
Q0139,deepseek/deepseek-v4-flash,3,literary_fiction,2,alluded,by_character,named_emotion,none,downshifts,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,
Q0140,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,by_scene_change,named_emotion,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,3,stable,one,
Q0141,deepseek/deepseek-v4-flash,4,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,
Q0142,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,Continuation cuts off mid-sentence.
Q0143,deepseek/deepseek-v4-flash,3,literary_fiction,1,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,neutral,3,stable,one,
Q0144,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
Q0145,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,by_scene_change,somatic_enacted,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,stable,one,
Q0146,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,elevated,1,unanchored,none,
Q0147,deepseek/deepseek-v4-flash,4,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
Q0148,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,partial,narrator_intrusion,re_registered,neutral,3,stable,two,
Q0149,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,
Q0150,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,"Continuation is largely incoherent or garbled, making most dimensions default to minimal values."
Q0151,deepseek/deepseek-v4-flash,3,genre_fiction,2,alluded,none,somatic_enacted,interpersonal,downshifts,absent,none,intact,act_substitution,neutral,1,unanchored,three_plus,
Q0152,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,none,downshifts,absent,partial,genre_rupture,none,elevated,4,stable,two,"The continuation includes a metafictional question to the user, breaking the narrative frame."
Q0153,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,elevated,1,stable,none,"Expository passage, not narrative; sentences are fluent but piling facts with no consequential structure."
Q0154,deepseek/deepseek-v4-flash,3,other,0,alluded,by_scene_change,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,
Q0155,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,4,stable,none,
Q0156,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,"The continuation is gibberish, not coherent text."
Q0157,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
Q0158,deepseek/deepseek-v4-flash,4,literary_fiction,0,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,elevated,3,stable,two,Continuation cuts off mid-sentence with possessive 'old man’s'
Q0159,deepseek/deepseek-v4-flash,4,genre_fiction,1,realized,none,somatic_enacted,none,escalates,present,none,intact,none,neutral,3,stable,two,
Q0160,deepseek/deepseek-v4-flash,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation appears to be random or corrupted text, not a coherent narrative."
