family,stage,prompt_key,side,layer,n_layers,depth,h_residual
olmo,base,institutional_labor_worker_2,individual,5,32,early,9.958109855651855
olmo,base,institutional_labor_worker_2,individual,6,32,early,10.042204856872559
olmo,base,institutional_labor_worker_2,individual,7,32,early,10.027120590209961
olmo,base,institutional_labor_worker_2,individual,8,32,early,10.03437614440918
olmo,base,institutional_labor_worker_2,individual,9,32,early,10.104860305786133
olmo,base,institutional_labor_worker_2,individual,10,32,mid,10.023736953735352
olmo,base,institutional_labor_worker_2,individual,11,32,mid,9.487405776977539
olmo,base,institutional_labor_worker_2,individual,12,32,mid,10.021089553833008
olmo,base,institutional_labor_worker_2,individual,13,32,mid,9.514846801757812
olmo,base,institutional_labor_worker_2,individual,14,32,mid,9.719964981079102
olmo,base,institutional_labor_worker_2,individual,15,32,mid,9.507062911987305
olmo,base,institutional_labor_worker_2,individual,16,32,mid,7.419692039489746
olmo,base,institutional_labor_worker_2,individual,17,32,mid,5.29723596572876
olmo,base,institutional_labor_worker_2,individual,18,32,mid,4.128884315490723
olmo,base,institutional_labor_worker_2,individual,19,32,mid,2.890213966369629
olmo,base,institutional_labor_worker_2,individual,20,32,late,0.9192782640457153
olmo,base,institutional_labor_worker_2,individual,21,32,late,0.7575557827949524
olmo,base,institutional_labor_worker_2,individual,22,32,late,0.8940587043762207
olmo,base,institutional_labor_worker_2,individual,23,32,late,1.988158941268921
olmo,base,institutional_labor_worker_2,individual,24,32,late,2.296764612197876
olmo,base,institutional_labor_worker_2,individual,25,32,late,3.5948846340179443
olmo,base,institutional_labor_worker_2,individual,26,32,late,4.037285327911377
olmo,base,institutional_labor_worker_2,individual,27,32,late,3.6168694496154785
olmo,base,institutional_labor_worker_2,individual,28,32,late,3.4999196529388428
olmo,base,institutional_labor_worker_2,individual,29,32,late,3.4696366786956787
olmo,base,institutional_labor_worker_2,individual,30,32,late,4.129627704620361
olmo,base,institutional_labor_worker_2,individual,31,32,late,4.513319492340088
olmo,base,institutional_labor_mgmt_2,institution,0,32,early,8.40876579284668
olmo,base,institutional_labor_mgmt_2,institution,1,32,early,9.540156364440918
olmo,base,institutional_labor_mgmt_2,institution,2,32,early,9.987276077270508
olmo,base,institutional_labor_mgmt_2,institution,3,32,early,9.925360679626465
olmo,base,institutional_labor_mgmt_2,institution,4,32,early,9.573770523071289
olmo,base,institutional_labor_mgmt_2,institution,5,32,early,9.800002098083496
olmo,base,institutional_labor_mgmt_2,institution,6,32,early,9.954874038696289
olmo,base,institutional_labor_mgmt_2,institution,7,32,early,10.037637710571289
olmo,base,institutional_labor_mgmt_2,institution,8,32,early,9.867267608642578
olmo,base,institutional_labor_mgmt_2,institution,9,32,early,9.93487548828125
olmo,base,institutional_labor_mgmt_2,institution,10,32,mid,9.99842643737793
olmo,base,institutional_labor_mgmt_2,institution,11,32,mid,9.880680084228516
olmo,base,institutional_labor_mgmt_2,institution,12,32,mid,10.099770545959473
olmo,base,institutional_labor_mgmt_2,institution,13,32,mid,9.889815330505371
olmo,base,institutional_labor_mgmt_2,institution,14,32,mid,9.855195999145508
olmo,base,institutional_labor_mgmt_2,institution,15,32,mid,9.523502349853516
olmo,base,institutional_labor_mgmt_2,institution,16,32,mid,6.14943265914917
olmo,base,institutional_labor_mgmt_2,institution,17,32,mid,2.481809616088867
olmo,base,institutional_labor_mgmt_2,institution,18,32,mid,2.34127140045166
olmo,base,institutional_labor_mgmt_2,institution,19,32,mid,1.937294840812683
olmo,base,institutional_labor_mgmt_2,institution,20,32,late,0.6881226897239685
olmo,base,institutional_labor_mgmt_2,institution,21,32,late,0.6852415800094604
olmo,base,institutional_labor_mgmt_2,institution,22,32,late,1.2460079193115234
olmo,base,institutional_labor_mgmt_2,institution,23,32,late,3.4066734313964844
olmo,base,institutional_labor_mgmt_2,institution,24,32,late,3.607424020767212
olmo,base,institutional_labor_mgmt_2,institution,25,32,late,3.2840561866760254
olmo,base,institutional_labor_mgmt_2,institution,26,32,late,1.6463961601257324
olmo,base,institutional_labor_mgmt_2,institution,27,32,late,2.6505825519561768
olmo,base,institutional_labor_mgmt_2,institution,28,32,late,3.6910626888275146
olmo,base,institutional_labor_mgmt_2,institution,29,32,late,3.392277479171753
olmo,base,institutional_labor_mgmt_2,institution,30,32,late,4.149668216705322
olmo,base,institutional_labor_mgmt_2,institution,31,32,late,4.388088703155518
olmo,base,institutional_labor_worker_3,individual,0,32,early,8.958381652832031
olmo,base,institutional_labor_worker_3,individual,1,32,early,9.584744453430176
olmo,base,institutional_labor_worker_3,individual,2,32,early,9.985906600952148
olmo,base,institutional_labor_worker_3,individual,3,32,early,9.884502410888672
olmo,base,institutional_labor_worker_3,individual,4,32,early,9.364860534667969
olmo,base,institutional_labor_worker_3,individual,5,32,early,9.719654083251953
olmo,base,institutional_labor_worker_3,individual,6,32,early,10.091704368591309
olmo,base,institutional_labor_worker_3,individual,7,32,early,9.98664379119873
olmo,base,institutional_labor_worker_3,individual,8,32,early,10.089004516601562
olmo,base,institutional_labor_worker_3,individual,9,32,early,10.159184455871582
olmo,base,institutional_labor_worker_3,individual,10,32,mid,10.120260238647461
olmo,base,institutional_labor_worker_3,individual,11,32,mid,10.086520195007324
olmo,base,institutional_labor_worker_3,individual,12,32,mid,9.994410514831543
olmo,base,institutional_labor_worker_3,individual,13,32,mid,9.689900398254395
olmo,base,institutional_labor_worker_3,individual,14,32,mid,9.941410064697266
olmo,base,institutional_labor_worker_3,individual,15,32,mid,9.576516151428223
olmo,base,institutional_labor_worker_3,individual,16,32,mid,8.609724044799805
olmo,base,institutional_labor_worker_3,individual,17,32,mid,8.039239883422852
olmo,base,institutional_labor_worker_3,individual,18,32,mid,6.311196327209473
olmo,base,institutional_labor_worker_3,individual,19,32,mid,7.460344314575195
olmo,base,institutional_labor_worker_3,individual,20,32,late,6.019705772399902
olmo,base,institutional_labor_worker_3,individual,21,32,late,5.921854496002197
olmo,base,institutional_labor_worker_3,individual,22,32,late,3.9507639408111572
olmo,base,institutional_labor_worker_3,individual,23,32,late,3.71598219871521
olmo,base,institutional_labor_worker_3,individual,24,32,late,1.471747636795044
olmo,base,institutional_labor_worker_3,individual,25,32,late,1.3557803630828857
olmo,base,institutional_labor_worker_3,individual,26,32,late,1.956583023071289
olmo,base,institutional_labor_worker_3,individual,27,32,late,2.3723011016845703
olmo,base,institutional_labor_worker_3,individual,28,32,late,2.647461175918579
olmo,base,institutional_labor_worker_3,individual,29,32,late,3.8813698291778564
olmo,base,institutional_labor_worker_3,individual,30,32,late,4.445707321166992
olmo,base,institutional_labor_worker_3,individual,31,32,late,5.124462127685547
olmo,base,institutional_labor_mgmt_3,institution,0,32,early,8.529970169067383
olmo,base,institutional_labor_mgmt_3,institution,1,32,early,9.457836151123047
olmo,base,institutional_labor_mgmt_3,institution,2,32,early,10.12472152709961
olmo,base,institutional_labor_mgmt_3,institution,3,32,early,10.114151000976562
olmo,base,institutional_labor_mgmt_3,institution,4,32,early,10.001352310180664
olmo,base,institutional_labor_mgmt_3,institution,5,32,early,9.943083763122559
olmo,base,institutional_labor_mgmt_3,institution,6,32,early,10.07096004486084
olmo,base,institutional_labor_mgmt_3,institution,7,32,early,10.065237045288086
olmo,base,institutional_labor_mgmt_3,institution,8,32,early,10.03207778930664
olmo,base,institutional_labor_mgmt_3,institution,9,32,early,10.006250381469727
olmo,base,institutional_labor_mgmt_3,institution,10,32,mid,10.095219612121582
olmo,base,institutional_labor_mgmt_3,institution,11,32,mid,10.111653327941895
olmo,base,institutional_labor_mgmt_3,institution,12,32,mid,10.08150863647461
olmo,base,institutional_labor_mgmt_3,institution,13,32,mid,9.759709358215332
olmo,base,institutional_labor_mgmt_3,institution,14,32,mid,9.382682800292969
olmo,base,institutional_labor_mgmt_3,institution,15,32,mid,9.294805526733398
olmo,base,institutional_labor_mgmt_3,institution,16,32,mid,9.094596862792969
olmo,base,institutional_labor_mgmt_3,institution,17,32,mid,7.911206245422363
olmo,base,institutional_labor_mgmt_3,institution,18,32,mid,8.37918758392334
olmo,base,institutional_labor_mgmt_3,institution,19,32,mid,7.370357513427734
olmo,base,institutional_labor_mgmt_3,institution,20,32,late,3.829909324645996
olmo,base,institutional_labor_mgmt_3,institution,21,32,late,2.312821626663208
olmo,base,institutional_labor_mgmt_3,institution,22,32,late,3.3159966468811035
olmo,base,institutional_labor_mgmt_3,institution,23,32,late,3.1103715896606445
olmo,base,institutional_labor_mgmt_3,institution,24,32,late,3.6900992393493652
olmo,base,institutional_labor_mgmt_3,institution,25,32,late,3.731703758239746
olmo,base,institutional_labor_mgmt_3,institution,26,32,late,2.8985536098480225
olmo,base,institutional_labor_mgmt_3,institution,27,32,late,2.700638771057129
olmo,base,institutional_labor_mgmt_3,institution,28,32,late,2.970876693725586
olmo,base,institutional_labor_mgmt_3,institution,29,32,late,2.368624210357666
olmo,base,institutional_labor_mgmt_3,institution,30,32,late,3.021528720855713
olmo,base,institutional_labor_mgmt_3,institution,31,32,late,3.7164411544799805
olmo,base,institutional_labor_worker_4,individual,0,32,early,8.878509521484375
olmo,base,institutional_labor_worker_4,individual,1,32,early,9.755373001098633
olmo,base,institutional_labor_worker_4,individual,2,32,early,9.997957229614258
olmo,base,institutional_labor_worker_4,individual,3,32,early,9.888798713684082
olmo,base,institutional_labor_worker_4,individual,4,32,early,9.753225326538086
olmo,base,institutional_labor_worker_4,individual,5,32,early,9.852058410644531
olmo,base,institutional_labor_worker_4,individual,6,32,early,9.927827835083008
olmo,base,institutional_labor_worker_4,individual,7,32,early,9.86490249633789
olmo,base,institutional_labor_worker_4,individual,8,32,early,9.374311447143555
olmo,base,institutional_labor_worker_4,individual,9,32,early,9.944249153137207
olmo,base,institutional_labor_worker_4,individual,10,32,mid,10.034860610961914
olmo,base,institutional_labor_worker_4,individual,11,32,mid,10.086587905883789
olmo,base,institutional_labor_worker_4,individual,12,32,mid,9.973033905029297
olmo,base,institutional_labor_worker_4,individual,13,32,mid,9.648131370544434
olmo,base,institutional_labor_worker_4,individual,14,32,mid,9.884354591369629
olmo,base,institutional_labor_worker_4,individual,15,32,mid,9.636526107788086
olmo,base,institutional_labor_worker_4,individual,16,32,mid,5.112485885620117
olmo,base,institutional_labor_worker_4,individual,17,32,mid,2.830867290496826
olmo,base,institutional_labor_worker_4,individual,18,32,mid,2.371152400970459
olmo,base,institutional_labor_worker_4,individual,19,32,mid,3.8281362056732178
olmo,base,institutional_labor_worker_4,individual,20,32,late,1.6683732271194458
olmo,base,institutional_labor_worker_4,individual,21,32,late,1.2197654247283936
olmo,base,institutional_labor_worker_4,individual,22,32,late,2.543813705444336
olmo,base,institutional_labor_worker_4,individual,23,32,late,3.4899890422821045
olmo,base,institutional_labor_worker_4,individual,24,32,late,1.8790488243103027
olmo,base,institutional_labor_worker_4,individual,25,32,late,1.568066120147705
olmo,base,institutional_labor_worker_4,individual,26,32,late,1.5171935558319092
olmo,base,institutional_labor_worker_4,individual,27,32,late,1.725752353668213
olmo,base,institutional_labor_worker_4,individual,28,32,late,2.3426928520202637
olmo,base,institutional_labor_worker_4,individual,29,32,late,2.7606637477874756
olmo,base,institutional_labor_worker_4,individual,30,32,late,2.6918118000030518
olmo,base,institutional_labor_worker_4,individual,31,32,late,3.8597517013549805
olmo,base,institutional_labor_mgmt_4,institution,0,32,early,8.57217025756836
olmo,base,institutional_labor_mgmt_4,institution,1,32,early,9.604741096496582
olmo,base,institutional_labor_mgmt_4,institution,2,32,early,10.076356887817383
olmo,base,institutional_labor_mgmt_4,institution,3,32,early,10.022912979125977
olmo,base,institutional_labor_mgmt_4,institution,4,32,early,9.703330993652344
olmo,base,institutional_labor_mgmt_4,institution,5,32,early,9.90549087524414
olmo,base,institutional_labor_mgmt_4,institution,6,32,early,9.928730010986328
olmo,base,institutional_labor_mgmt_4,institution,7,32,early,10.093688011169434
olmo,base,institutional_labor_mgmt_4,institution,8,32,early,10.106179237365723
olmo,base,institutional_labor_mgmt_4,institution,9,32,early,10.152748107910156
olmo,base,institutional_labor_mgmt_4,institution,10,32,mid,10.274370193481445
olmo,base,institutional_labor_mgmt_4,institution,11,32,mid,10.129293441772461
olmo,base,institutional_labor_mgmt_4,institution,12,32,mid,10.12800407409668
olmo,base,institutional_labor_mgmt_4,institution,13,32,mid,9.81505298614502
olmo,base,institutional_labor_mgmt_4,institution,14,32,mid,9.538200378417969
olmo,base,institutional_labor_mgmt_4,institution,15,32,mid,9.570566177368164
olmo,base,institutional_labor_mgmt_4,institution,16,32,mid,4.843500137329102
olmo,base,institutional_labor_mgmt_4,institution,17,32,mid,4.116229057312012
olmo,base,institutional_labor_mgmt_4,institution,18,32,mid,1.8794209957122803
olmo,base,institutional_labor_mgmt_4,institution,19,32,mid,1.115880012512207
olmo,base,institutional_labor_mgmt_4,institution,20,32,late,1.5795382261276245
olmo,base,institutional_labor_mgmt_4,institution,21,32,late,2.727719306945801
olmo,base,institutional_labor_mgmt_4,institution,22,32,late,3.7071220874786377
olmo,base,institutional_labor_mgmt_4,institution,23,32,late,3.8139607906341553
olmo,base,institutional_labor_mgmt_4,institution,24,32,late,3.670522451400757
olmo,base,institutional_labor_mgmt_4,institution,25,32,late,3.041721820831299
olmo,base,institutional_labor_mgmt_4,institution,26,32,late,2.676889419555664
olmo,base,institutional_labor_mgmt_4,institution,27,32,late,1.9971824884414673
olmo,base,institutional_labor_mgmt_4,institution,28,32,late,1.4671905040740967
olmo,base,institutional_labor_mgmt_4,institution,29,32,late,3.2523930072784424
olmo,base,institutional_labor_mgmt_4,institution,30,32,late,4.567214012145996
olmo,base,institutional_labor_mgmt_4,institution,31,32,late,5.196289539337158
olmo,base,institutional_labor_worker_5,individual,0,32,early,10.219968795776367
olmo,base,institutional_labor_worker_5,individual,1,32,early,10.236244201660156
olmo,base,institutional_labor_worker_5,individual,2,32,early,10.240655899047852
olmo,base,institutional_labor_worker_5,individual,3,32,early,10.252304077148438
olmo,base,institutional_labor_worker_5,individual,4,32,early,10.221822738647461
olmo,base,institutional_labor_worker_5,individual,5,32,early,10.158431053161621
olmo,base,institutional_labor_worker_5,individual,6,32,early,10.156875610351562
olmo,base,institutional_labor_worker_5,individual,7,32,early,10.157970428466797
olmo,base,institutional_labor_worker_5,individual,8,32,early,10.151473999023438
olmo,base,institutional_labor_worker_5,individual,9,32,early,10.253640174865723
olmo,base,institutional_labor_worker_5,individual,10,32,mid,10.231843948364258
olmo,base,institutional_labor_worker_5,individual,11,32,mid,10.256169319152832
olmo,base,institutional_labor_worker_5,individual,12,32,mid,10.249079704284668
olmo,base,institutional_labor_worker_5,individual,13,32,mid,10.135965347290039
olmo,base,institutional_labor_worker_5,individual,14,32,mid,10.173290252685547
olmo,base,institutional_labor_worker_5,individual,15,32,mid,9.837114334106445
olmo,base,institutional_labor_worker_5,individual,16,32,mid,8.765486717224121
olmo,base,institutional_labor_worker_5,individual,17,32,mid,6.627890586853027
olmo,base,institutional_labor_worker_5,individual,18,32,mid,3.542473077774048
olmo,base,institutional_labor_worker_5,individual,19,32,mid,3.7504286766052246
olmo,base,institutional_labor_worker_5,individual,20,32,late,2.733858108520508
olmo,base,institutional_labor_worker_5,individual,21,32,late,1.7727150917053223
olmo,base,institutional_labor_worker_5,individual,22,32,late,0.4022609293460846
olmo,base,institutional_labor_worker_5,individual,23,32,late,0.4204410910606384
olmo,base,institutional_labor_worker_5,individual,24,32,late,0.48942551016807556
olmo,base,institutional_labor_worker_5,individual,25,32,late,0.7708688974380493
olmo,base,institutional_labor_worker_5,individual,26,32,late,1.1924688816070557
olmo,base,institutional_labor_worker_5,individual,27,32,late,1.8418010473251343
olmo,base,institutional_labor_worker_5,individual,28,32,late,1.9799752235412598
olmo,base,institutional_labor_worker_5,individual,29,32,late,1.5344445705413818
olmo,base,institutional_labor_worker_5,individual,30,32,late,2.0087313652038574
olmo,base,institutional_labor_worker_5,individual,31,32,late,3.715224504470825
olmo,base,institutional_labor_mgmt_5,institution,0,32,early,10.204647064208984
olmo,base,institutional_labor_mgmt_5,institution,1,32,early,10.210517883300781
olmo,base,institutional_labor_mgmt_5,institution,2,32,early,10.24091911315918
olmo,base,institutional_labor_mgmt_5,institution,3,32,early,10.238133430480957
olmo,base,institutional_labor_mgmt_5,institution,4,32,early,10.224079132080078
olmo,base,institutional_labor_mgmt_5,institution,5,32,early,10.197766304016113
olmo,base,institutional_labor_mgmt_5,institution,6,32,early,10.186749458312988
olmo,base,institutional_labor_mgmt_5,institution,7,32,early,10.275924682617188
olmo,base,institutional_labor_mgmt_5,institution,8,32,early,10.254735946655273
olmo,base,institutional_labor_mgmt_5,institution,9,32,early,10.277168273925781
olmo,base,institutional_labor_mgmt_5,institution,10,32,mid,10.212600708007812
olmo,base,institutional_labor_mgmt_5,institution,11,32,mid,10.254842758178711
olmo,base,institutional_labor_mgmt_5,institution,12,32,mid,10.27995491027832
olmo,base,institutional_labor_mgmt_5,institution,13,32,mid,10.214923858642578
olmo,base,institutional_labor_mgmt_5,institution,14,32,mid,10.25286865234375
olmo,base,institutional_labor_mgmt_5,institution,15,32,mid,10.088653564453125
olmo,base,institutional_labor_mgmt_5,institution,16,32,mid,8.514699935913086
olmo,base,institutional_labor_mgmt_5,institution,17,32,mid,6.188036918640137
olmo,base,institutional_labor_mgmt_5,institution,18,32,mid,4.560764312744141
olmo,base,institutional_labor_mgmt_5,institution,19,32,mid,4.584723949432373
olmo,base,institutional_labor_mgmt_5,institution,20,32,late,3.9215993881225586
olmo,base,institutional_labor_mgmt_5,institution,21,32,late,2.8491315841674805
olmo,base,institutional_labor_mgmt_5,institution,22,32,late,0.5168477296829224
olmo,base,institutional_labor_mgmt_5,institution,23,32,late,0.9294174909591675
olmo,base,institutional_labor_mgmt_5,institution,24,32,late,0.9560143947601318
olmo,base,institutional_labor_mgmt_5,institution,25,32,late,0.9617264270782471
olmo,base,institutional_labor_mgmt_5,institution,26,32,late,0.7794926762580872
olmo,base,institutional_labor_mgmt_5,institution,27,32,late,0.5751180648803711
olmo,base,institutional_labor_mgmt_5,institution,28,32,late,0.4888799786567688
olmo,base,institutional_labor_mgmt_5,institution,29,32,late,1.0401418209075928
olmo,base,institutional_labor_mgmt_5,institution,30,32,late,1.2763326168060303
olmo,base,institutional_labor_mgmt_5,institution,31,32,late,3.6242446899414062
olmo,base,institutional_housing_tenant_1,individual,0,32,early,8.750823974609375
olmo,base,institutional_housing_tenant_1,individual,1,32,early,9.739026069641113
olmo,base,institutional_housing_tenant_1,individual,2,32,early,10.09929084777832
olmo,base,institutional_housing_tenant_1,individual,3,32,early,10.070592880249023
olmo,base,institutional_housing_tenant_1,individual,4,32,early,9.808061599731445
olmo,base,institutional_housing_tenant_1,individual,5,32,early,9.706933975219727
olmo,base,institutional_housing_tenant_1,individual,6,32,early,9.772310256958008
olmo,base,institutional_housing_tenant_1,individual,7,32,early,10.059927940368652
olmo,base,institutional_housing_tenant_1,individual,8,32,early,10.084635734558105
olmo,base,institutional_housing_tenant_1,individual,9,32,early,10.029447555541992
olmo,base,institutional_housing_tenant_1,individual,10,32,mid,10.006904602050781
olmo,base,institutional_housing_tenant_1,individual,11,32,mid,9.927267074584961
olmo,base,institutional_housing_tenant_1,individual,12,32,mid,9.43807601928711
olmo,base,institutional_housing_tenant_1,individual,13,32,mid,8.871345520019531
olmo,base,institutional_housing_tenant_1,individual,14,32,mid,9.280763626098633
olmo,base,institutional_housing_tenant_1,individual,15,32,mid,8.837522506713867
olmo,base,institutional_housing_tenant_1,individual,16,32,mid,6.12094783782959
olmo,base,institutional_housing_tenant_1,individual,17,32,mid,2.1322522163391113
olmo,base,institutional_housing_tenant_1,individual,18,32,mid,3.3964998722076416
olmo,base,institutional_housing_tenant_1,individual,19,32,mid,4.440253734588623
olmo,base,institutional_housing_tenant_1,individual,20,32,late,2.0153541564941406
olmo,base,institutional_housing_tenant_1,individual,21,32,late,1.4126250743865967
olmo,base,institutional_housing_tenant_1,individual,22,32,late,1.5043503046035767
olmo,base,institutional_housing_tenant_1,individual,23,32,late,2.0482265949249268
olmo,base,institutional_housing_tenant_1,individual,24,32,late,2.46651029586792
olmo,base,institutional_housing_tenant_1,individual,25,32,late,3.2974202632904053
olmo,base,institutional_housing_tenant_1,individual,26,32,late,2.254765748977661
olmo,base,institutional_housing_tenant_1,individual,27,32,late,2.5886669158935547
olmo,base,institutional_housing_tenant_1,individual,28,32,late,1.8461437225341797
olmo,base,institutional_housing_tenant_1,individual,29,32,late,2.7371435165405273
olmo,base,institutional_housing_tenant_1,individual,30,32,late,3.0254626274108887
olmo,base,institutional_housing_tenant_1,individual,31,32,late,3.880323648452759
olmo,base,institutional_housing_landlord_1,institution,0,32,early,8.472885131835938
olmo,base,institutional_housing_landlord_1,institution,1,32,early,9.366806983947754
olmo,base,institutional_housing_landlord_1,institution,2,32,early,10.0651216506958
olmo,base,institutional_housing_landlord_1,institution,3,32,early,9.972272872924805
olmo,base,institutional_housing_landlord_1,institution,4,32,early,9.535810470581055
olmo,base,institutional_housing_landlord_1,institution,5,32,early,9.708579063415527
olmo,base,institutional_housing_landlord_1,institution,6,32,early,9.748336791992188
olmo,base,institutional_housing_landlord_1,institution,7,32,early,9.956592559814453
olmo,base,institutional_housing_landlord_1,institution,8,32,early,9.976069450378418
olmo,base,institutional_housing_landlord_1,institution,9,32,early,10.0599946975708
olmo,base,institutional_housing_landlord_1,institution,10,32,mid,10.049893379211426
olmo,base,institutional_housing_landlord_1,institution,11,32,mid,9.930591583251953
olmo,base,institutional_housing_landlord_1,institution,12,32,mid,9.975631713867188
olmo,base,institutional_housing_landlord_1,institution,13,32,mid,9.519330978393555
olmo,base,institutional_housing_landlord_1,institution,14,32,mid,9.500733375549316
olmo,base,institutional_housing_landlord_1,institution,15,32,mid,9.29511833190918
olmo,base,institutional_housing_landlord_1,institution,16,32,mid,5.182300090789795
olmo,base,institutional_housing_landlord_1,institution,17,32,mid,1.1686906814575195
olmo,base,institutional_housing_landlord_1,institution,18,32,mid,1.4798005819320679
olmo,base,institutional_housing_landlord_1,institution,19,32,mid,1.0583032369613647
olmo,base,institutional_housing_landlord_1,institution,20,32,late,0.4644410014152527
olmo,base,institutional_housing_landlord_1,institution,21,32,late,0.5503739714622498
olmo,base,institutional_housing_landlord_1,institution,22,32,late,1.1890501976013184
olmo,base,institutional_housing_landlord_1,institution,23,32,late,2.1027374267578125
olmo,base,institutional_housing_landlord_1,institution,24,32,late,3.093700408935547
olmo,base,institutional_housing_landlord_1,institution,25,32,late,4.504888534545898
olmo,base,institutional_housing_landlord_1,institution,26,32,late,4.226978302001953
olmo,base,institutional_housing_landlord_1,institution,27,32,late,3.577627182006836
olmo,base,institutional_housing_landlord_1,institution,28,32,late,2.654877185821533
