family,pair,pos,pos_name,js_to_A,js_to_B,js_to_mean,ratio,pole_bias
olmo,rational/irrational,2,ALIGNED,0.13897202908992767,0.1942811906337738,0.13848546147346497,0.996498809007474,-0.05530916154384613
olmo,faithful/unfaithful,0,BASE,0.09430180490016937,0.030338481068611145,0.03512398153543472,1.1577369828107433,0.06396332383155823
olmo,faithful/unfaithful,1,SFT,0.19070667028427124,0.16662099957466125,0.11047284305095673,0.663018727129019,0.024085670709609985
olmo,faithful/unfaithful,2,ALIGNED,0.27171528339385986,0.19067424535751343,0.1518286168575287,0.79627228403527,0.08104103803634644
olmo,rich/poor,0,BASE,0.10574139654636383,0.05693086236715317,0.045801423490047455,0.804509568020755,0.04881053417921066
olmo,rich/poor,1,SFT,0.13305169343948364,0.22412142157554626,0.10907036066055298,0.8197592818325294,-0.09106972813606262
olmo,rich/poor,2,ALIGNED,0.17865116894245148,0.32528144121170044,0.168893963098526,0.9453840358186039,-0.14663027226924896
olmo-tiny,innocent/guilty,0,BASE,0.019054420292377472,0.05221662297844887,0.019831130281090736,1.0407627194527656,-0.033162202686071396
olmo-tiny,innocent/guilty,1,SFT,0.05168040841817856,0.046337056905031204,0.030824631452560425,0.6652263547021592,0.005343351513147354
olmo-tiny,innocent/guilty,2,ALIGNED,0.07325894385576248,0.06459460407495499,0.04306770861148834,0.6667384873435088,0.008664339780807495
olmo-tiny,rational/irrational,0,BASE,0.1079929769039154,0.15191859006881714,0.12332768738269806,1.141997293883531,-0.04392561316490173
olmo-tiny,rational/irrational,1,SFT,0.10173358768224716,0.1762767732143402,0.12585285305976868,1.2370826187006714,-0.07454318553209305
olmo-tiny,rational/irrational,2,ALIGNED,0.13973915576934814,0.2278164029121399,0.16675134003162384,1.1933043327302026,-0.08807724714279175
olmo-tiny,faithful/unfaithful,0,BASE,0.10663433372974396,0.0424548014998436,0.04090668261051178,0.9635348927650146,0.06417953222990036
olmo-tiny,faithful/unfaithful,1,SFT,0.10859394073486328,0.05388200655579567,0.04683308303356171,0.8691785259530992,0.05471193417906761
olmo-tiny,faithful/unfaithful,2,ALIGNED,0.15412554144859314,0.06419806182384491,0.0679367333650589,1.0582365173495836,0.08992747962474823
olmo-tiny,rich/poor,0,BASE,0.1081918254494667,0.07216063886880875,0.056736819446086884,0.7862571664482758,0.03603118658065796
olmo-tiny,rich/poor,1,SFT,0.10123512148857117,0.09378361701965332,0.06282924115657806,0.6699383448114563,0.007451504468917847
olmo-tiny,rich/poor,2,ALIGNED,0.1359286606311798,0.13508599996566772,0.09020325541496277,0.6677468830070329,0.000842660665512085
pythia,innocent/guilty,0,BASE,0.056714966893196106,0.058143191039562225,0.04326438158750534,0.7628388758293645,-0.0014282241463661194
pythia,innocent/guilty,1,SFT,0.05838898569345474,0.05995037406682968,0.04439586400985718,0.7603465530800245,-0.001561388373374939
pythia,innocent/guilty,2,ALIGNED,0.06121649220585823,0.06256396323442459,0.04562210291624069,0.7452583653898874,-0.0013474710285663605
pythia,rational/irrational,0,BASE,0.07547123730182648,0.09232720732688904,0.07353691756725311,0.9743701070271634,-0.01685597002506256
pythia,rational/irrational,1,SFT,0.08148258924484253,0.10357291251420975,0.08031542599201202,0.9856759184551271,-0.022090323269367218
pythia,rational/irrational,2,ALIGNED,0.08554893732070923,0.11176057159900665,0.08434247970581055,0.9858974564420845,-0.026211634278297424
pythia,faithful/unfaithful,0,BASE,0.060590215027332306,0.044406235218048096,0.022882867604494095,0.5153075349020755,0.01618397980928421
pythia,faithful/unfaithful,1,SFT,0.07514917105436325,0.04820798337459564,0.026433732360601425,0.5483268643535776,0.02694118767976761
pythia,faithful/unfaithful,2,ALIGNED,0.08937671780586243,0.052273210138082504,0.0318082720041275,0.6085004521456447,0.03710350766777992
pythia,rich/poor,0,BASE,0.06644172966480255,0.09498511254787445,0.06147843599319458,0.9252985481165571,-0.0285433828830719
pythia,rich/poor,1,SFT,0.068168044090271,0.098891481757164,0.06150820106267929,0.9023025654253413,-0.030723437666893005
pythia,rich/poor,2,ALIGNED,0.073123499751091,0.11129997670650482,0.06884235888719559,0.9414532827549527,-0.03817647695541382
qwen,innocent/guilty,0,BASE,0.06713445484638214,0.06829991936683655,0.04613931477069855,0.687267288850041,-0.0011654645204544067
qwen,innocent/guilty,2,ALIGNED,0.083767831325531,0.07609114795923233,0.05248852074146271,0.6898111297990234,0.0076766833662986755
qwen,rational/irrational,0,BASE,0.07643415033817291,0.13823921978473663,0.0834290087223053,1.0915148314357463,-0.06180506944656372
qwen,rational/irrational,2,ALIGNED,0.0979340523481369,0.14546218514442444,0.09332142770290375,0.9529007068058805,-0.04752813279628754
qwen,faithful/unfaithful,0,BASE,0.10723242163658142,0.15156996250152588,0.07860880345106125,0.7330693670005166,-0.04433754086494446
qwen,faithful/unfaithful,2,ALIGNED,0.17880816757678986,0.22822339832782745,0.13890187442302704,0.7768206357988379,-0.0494152307510376
qwen,rich/poor,0,BASE,0.10566340386867523,0.1667594313621521,0.0822514146566391,0.7784285915951189,-0.06109602749347687
qwen,rich/poor,2,ALIGNED,0.11344033479690552,0.2660486102104187,0.12725035846233368,1.1217382132215363,-0.15260827541351318
qwen-tiny,innocent/guilty,0,BASE,0.06580770015716553,0.07205389440059662,0.0566992312669754,0.8615896184118761,-0.006246194243431091
qwen-tiny,innocent/guilty,2,ALIGNED,0.06732884794473648,0.09618189930915833,0.06566902250051498,0.9753474848465566,-0.028853051364421844
qwen-tiny,rational/irrational,0,BASE,0.09593621641397476,0.11265495419502258,0.08757143467664719,0.9128089260761267,-0.01671873778104782
qwen-tiny,rational/irrational,2,ALIGNED,0.08562926948070526,0.10114562511444092,0.0677993893623352,0.7917782059043766,-0.015516355633735657
qwen-tiny,faithful/unfaithful,0,BASE,0.10010991245508194,0.06385083496570587,0.05001143366098404,0.7832541843477075,0.03625907748937607
qwen-tiny,faithful/unfaithful,2,ALIGNED,0.12214690446853638,0.08581508696079254,0.06447568535804749,0.7513327509358038,0.036331817507743835
qwen-tiny,rich/poor,0,BASE,0.08588755130767822,0.1071622297167778,0.06151406466960907,0.716216305308844,-0.02127467840909958
qwen-tiny,rich/poor,2,ALIGNED,0.0679568499326706,0.1000291109085083,0.05091994255781174,0.749298159173969,-0.03207226097583771
smol,innocent/guilty,0,BASE,0.036309801042079926,0.027383293956518173,0.01840314269065857,0.672057303255074,0.008926507085561752
smol,innocent/guilty,2,ALIGNED,0.06840822845697403,0.078126922249794,0.04435131698846817,0.6483330732115556,-0.009718693792819977
smol,rational/irrational,0,BASE,0.03708736225962639,0.03547990322113037,0.022493217140436172,0.6339706453043574,0.0016074590384960175
smol,rational/irrational,2,ALIGNED,0.060654155910015106,0.08838547766208649,0.05636509880423546,0.9292866739066853,-0.02773132175207138
smol,faithful/unfaithful,0,BASE,0.06772080063819885,0.06777648627758026,0.030203919857740402,0.4460065382142494,-5.568563938140869e-05
smol,faithful/unfaithful,2,ALIGNED,0.06302183866500854,0.09260670840740204,0.03417400270700455,0.5422565166442675,-0.029584869742393494
smol,rich/poor,0,BASE,0.06365996599197388,0.05795387178659439,0.03551910072565079,0.6128857249856238,0.005706094205379486
smol,rich/poor,2,ALIGNED,0.10907965898513794,0.0887676477432251,0.06795834749937057,0.7655756261104404,0.020312011241912842
tulu,innocent/guilty,0,BASE,0.06699095666408539,0.09351502358913422,0.06915776431560516,1.032344778450991,-0.026524066925048828
tulu,innocent/guilty,1,SFT,0.0905587449669838,0.13200818002223969,0.09978979825973511,1.1019344216410774,-0.04144943505525589
tulu,innocent/guilty,2,ALIGNED,0.15516525506973267,0.19133663177490234,0.15913188457489014,1.0255639028426489,-0.03617137670516968
tulu,rational/irrational,0,BASE,0.06738494336605072,0.0742960274219513,0.056264542043209076,0.834972016486932,-0.006911084055900574
tulu,rational/irrational,1,SFT,0.06545126438140869,0.1004294753074646,0.07000342011451721,1.0695503100838728,-0.03497821092605591
tulu,rational/irrational,2,ALIGNED,0.10605788230895996,0.1551116704940796,0.11313675343990326,1.0667453561850466,-0.04905378818511963
tulu,faithful/unfaithful,0,BASE,0.06563882529735565,0.04447377473115921,0.02430438995361328,0.5464881292521623,0.02116505056619644
tulu,faithful/unfaithful,1,SFT,0.06402381509542465,0.06428588926792145,0.03301268070936203,0.5156312640875602,-0.00026207417249679565
tulu,faithful/unfaithful,2,ALIGNED,0.08368442952632904,0.10337737202644348,0.05499099940061569,0.6571234303905276,-0.01969294250011444
tulu,rich/poor,0,BASE,0.07775405049324036,0.08324506878852844,0.041876062750816345,0.5385708202360068,-0.005491018295288086
tulu,rich/poor,1,SFT,0.10487291216850281,0.08208844065666199,0.049798496067523956,0.6066444394504709,0.02278447151184082
tulu,rich/poor,2,ALIGNED,0.12807774543762207,0.1374538540840149,0.07022623717784882,0.5483094423461039,-0.009376108646392822
zephyr,innocent/guilty,0,BASE,0.06453986465930939,0.12186086922883987,0.06918169558048248,1.0719219190445506,-0.05732100456953049
zephyr,innocent/guilty,1,SFT,0.08718512952327728,0.13806548714637756,0.09863758087158203,1.1313578520892957,-0.05088035762310028
zephyr,innocent/guilty,2,ALIGNED,0.1031220406293869,0.1623278111219406,0.1181388720870018,1.1456219384911543,-0.05920577049255371
zephyr,rational/irrational,0,BASE,0.10760217905044556,0.12749746441841125,0.10486353933811188,0.9745484734928113,-0.019895285367965698
zephyr,rational/irrational,1,SFT,0.11219318211078644,0.16576559841632843,0.1252157986164093,1.1160731540064843,-0.05357241630554199
zephyr,rational/irrational,2,ALIGNED,0.12932679057121277,0.1873626410961151,0.14211054146289825,1.098848435310441,-0.058035850524902344
zephyr,faithful/unfaithful,0,BASE,0.06372153013944626,0.04610510915517807,0.030367646366357803,0.6586611966181021,0.01761642098426819
zephyr,faithful/unfaithful,1,SFT,0.08290079981088638,0.04399626702070236,0.03685852512717247,0.8377648292258241,0.03890453279018402
zephyr,faithful/unfaithful,2,ALIGNED,0.08345545828342438,0.05966532975435257,0.04360887408256531,0.7308913612328448,0.023790128529071808
zephyr,rich/poor,0,BASE,0.09619765728712082,0.12063886225223541,0.07723086327314377,0.802835177603474,-0.024441204965114594
zephyr,rich/poor,1,SFT,0.13840168714523315,0.13765385746955872,0.10028087347745895,0.728500278313199,0.0007478296756744385
zephyr,rich/poor,2,ALIGNED,0.17285367846488953,0.18407860398292542,0.1382281482219696,0.7996830003825858,-0.011224925518035889
