prompt_key,prompt,category,lexname,n_words,mean_bits,mean_agree_filtered,mean_agree_all,n_repressed,n_promoted,dir_consistency,dominant_direction
death_2,He sat beside the body and,death,verb.stative,4,-0.21285,80.64999999999999,53.400000000000006,1,2,66.66666666666666,promoted
death_3,As she lay dying she whispered,death,adj.all,4,2.8229249999999997,100.0,44.175,2,2,50.0,mixed
death_3,As she lay dying she whispered,death,adv.all,7,-5.119185714285714,95.41428571428571,28.571428571428573,2,5,71.42857142857143,promoted
death_3,As she lay dying she whispered,death,noun.communication,4,-6.170075,83.125,31.4,1,3,75.0,promoted
death_3,As she lay dying she whispered,death,noun.quantity,4,0.30439999999999995,61.849999999999994,59.900000000000006,2,0,100.0,repressed
death_4,The funeral was over and he stood alone at the,death,adj.all,3,-6.009266666666668,100.0,33.36666666666667,1,2,66.66666666666666,promoted
death_4,The funeral was over and he stood alone at the,death,noun.act,3,-19.584500000000002,100.0,19.7,0,3,100.0,promoted
death_4,The funeral was over and he stood alone at the,death,noun.artifact,32,-0.181384375,87.728125,46.009375000000006,14,13,51.85185185185185,repressed
death_4,The funeral was over and he stood alone at the,death,noun.body,4,-0.020925000000000027,82.925,66.45,3,1,75.0,repressed
death_4,The funeral was over and he stood alone at the,death,noun.communication,3,-9.806933333333333,76.2,25.733333333333334,1,2,66.66666666666666,promoted
death_4,The funeral was over and he stood alone at the,death,noun.event,3,1.0008,64.3,43.166666666666664,2,1,66.66666666666666,repressed
death_4,The funeral was over and he stood alone at the,death,noun.group,6,-4.650233333333333,62.800000000000004,54.51666666666667,1,4,80.0,promoted
death_4,The funeral was over and he stood alone at the,death,noun.location,17,-0.1540294117647055,77.95882352941175,57.082352941176474,11,5,68.75,repressed
death_4,The funeral was over and he stood alone at the,death,noun.object,4,-15.900675,100.0,16.475,0,4,100.0,promoted
death_4,The funeral was over and he stood alone at the,death,noun.person,4,1.582275,85.675,22.75,1,2,66.66666666666666,promoted
death_4,The funeral was over and he stood alone at the,death,noun.time,4,-5.838075,90.35,35.800000000000004,1,3,75.0,promoted
death_5,He knew he was going to die and felt,death,adj.all,35,-4.280082857142858,79.32000000000001,46.822857142857146,13,21,61.76470588235294,promoted
death_5,He knew he was going to die and felt,death,adv.all,10,-8.42059,98.06,32.02,0,9,100.0,promoted
death_5,He knew he was going to die and felt,death,noun.attribute,4,0.19785000000000003,61.425,65.925,2,1,66.66666666666666,repressed
death_5,He knew he was going to die and felt,death,noun.communication,4,0.48094999999999993,78.75,63.650000000000006,1,2,66.66666666666666,promoted
death_5,He knew he was going to die and felt,death,noun.feeling,3,-2.525066666666667,87.5,45.46666666666666,0,3,100.0,promoted
death_5,He knew he was going to die and felt,death,noun.person,3,-8.286966666666666,78.53333333333333,45.46666666666667,0,2,100.0,promoted
death_5,He knew he was going to die and felt,death,noun.state,5,-4.61346,91.58,35.44,2,2,50.0,mixed
death_5,He knew he was going to die and felt,death,noun.substance,3,0.7759666666666667,62.300000000000004,66.66666666666667,3,0,100.0,repressed
death_5,He knew he was going to die and felt,death,verb.emotion,4,-2.68435,96.425,39.225,0,4,100.0,promoted
death_5,He knew he was going to die and felt,death,verb.social,4,0.5382,81.25,45.475,1,2,66.66666666666666,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,adv.all,5,5.83902,77.11999999999999,48.86,4,0,100.0,repressed
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.act,8,-8.083675,89.1875,34.0125,2,6,75.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.cognition,8,-0.43433749999999993,80.5125,70.3375,4,3,57.14285714285714,repressed
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.communication,14,-5.021628571428571,68.19285714285715,32.90714285714286,6,6,50.0,mixed
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.event,3,-3.989899999999999,86.66666666666667,44.199999999999996,0,2,100.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.person,5,-0.7557200000000001,77.64000000000001,40.92,1,3,75.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.possession,5,-8.23836,83.92,41.4,0,5,100.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,noun.time,5,-8.155299999999999,81.66,27.0,1,3,75.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,verb.cognition,12,-3.974258333333333,88.01666666666667,34.300000000000004,1,9,90.0,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,verb.communication,24,-4.1816375,79.49166666666666,34.12083333333334,6,15,71.42857142857143,promoted
institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,verb.creation,3,-10.692433333333332,93.73333333333333,27.900000000000002,0,3,100.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,adv.all,5,3.18566,81.84,62.260000000000005,4,1,80.0,repressed
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.act,13,-2.5109769230769237,82.75384615384617,38.10769230769231,4,9,69.23076923076923,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.artifact,7,-5.5250714285714295,100.0,16.9,1,6,85.71428571428571,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.attribute,4,-2.9684249999999994,75.0,40.35,2,2,50.0,mixed
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.cognition,12,-3.97,82.97500000000001,47.541666666666664,3,7,70.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.communication,14,-7.640050000000001,85.6,36.02857142857143,2,11,84.61538461538461,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.event,5,-0.79476,70.52000000000001,54.54,1,3,75.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.person,4,0.794675,60.8,59.099999999999994,3,1,75.0,repressed
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,noun.possession,6,-9.777,88.38333333333333,23.099999999999998,2,4,66.66666666666666,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.change,5,-15.778139999999999,100.0,11.36,0,5,100.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.cognition,8,-5.870675,90.0,30.9625,2,6,75.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.communication,21,-9.137942857142857,91.79047619047618,37.990476190476194,2,17,89.47368421052632,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.creation,3,-14.891133333333334,90.46666666666665,23.5,0,3,100.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.possession,3,-8.333766666666666,100.0,21.2,0,3,100.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.social,4,-3.0355499999999997,93.75,18.75,0,4,100.0,promoted
institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,verb.stative,3,-6.094033333333333,100.0,15.166666666666666,1,2,66.66666666666666,promoted
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,adv.all,7,-7.876585714285713,86.38571428571429,44.52857142857143,4,3,57.14285714285714,repressed
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,noun.act,5,-10.879760000000001,95.67999999999999,37.22,1,4,80.0,promoted
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,noun.cognition,4,-9.851699999999997,84.1,29.075,1,3,75.0,promoted
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,noun.communication,8,-4.997599999999999,95.4875,35.75,2,6,75.0,promoted
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,noun.event,4,-7.29615,87.5,36.625,0,3,100.0,promoted
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,noun.person,3,0.6714666666666668,80.76666666666667,38.0,2,1,66.66666666666666,repressed
institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,verb.communication,3,-8.675600000000001,100.0,25.599999999999998,0,3,100.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,adv.all,5,0.03532000000000011,77.5,43.64,2,2,50.0,mixed
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.act,15,-3.2909066666666664,81.82666666666668,49.24,4,8,66.66666666666666,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.artifact,3,-9.517766666666668,68.06666666666666,42.43333333333333,0,2,100.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.attribute,3,-0.28343333333333326,86.66666666666667,43.93333333333334,1,2,66.66666666666666,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.cognition,6,-2.7329166666666667,83.81666666666666,45.46666666666667,2,4,66.66666666666666,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.communication,11,-2.5951818181818185,71.13636363636364,42.36363636363637,2,8,80.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.event,4,1.102125,70.95,48.275000000000006,3,1,75.0,repressed
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.person,4,0.287575,76.85,59.650000000000006,2,2,50.0,mixed
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.possession,4,-10.53985,88.75,32.95,0,2,100.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.substance,3,0.5671333333333333,72.23333333333333,62.86666666666667,2,0,100.0,repressed
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,noun.time,4,-1.855375,78.325,40.325,0,3,100.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,verb.cognition,5,-13.2326,96.0,30.46,1,4,80.0,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,verb.communication,7,-8.252885714285714,82.54285714285716,37.0,3,4,57.14285714285714,promoted
institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,verb.social,3,-8.842466666666667,88.16666666666667,44.73333333333334,0,3,100.0,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,adv.all,10,-5.35517,85.25,36.06,3,5,62.5,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.act,12,-2.436491666666667,80.97500000000001,50.20000000000001,5,6,54.54545454545454,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.artifact,5,-5.7201,100.0,30.72,0,5,100.0,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.attribute,4,-4.07135,63.2,32.55,1,2,66.66666666666666,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.cognition,8,-4.7152625,83.11250000000001,45.9375,3,4,57.14285714285714,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.communication,13,-3.758953846153846,83.52307692307691,37.21538461538462,2,10,83.33333333333334,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.event,6,-2.679133333333334,83.91666666666667,36.81666666666666,2,4,66.66666666666666,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.person,6,-0.37878333333333325,68.71666666666665,38.36666666666667,4,1,80.0,repressed
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.possession,4,0.08989999999999992,73.575,36.650000000000006,2,1,66.66666666666666,repressed
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,noun.time,4,-6.5692,94.0,47.075,1,3,75.0,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,verb.change,3,-1.2291,100.0,37.2,0,3,100.0,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,verb.cognition,7,1.1534571428571427,96.95714285714287,32.55714285714286,2,5,71.42857142857143,promoted
institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,verb.communication,13,-2.675176923076923,90.26153846153846,36.669230769230765,2,10,83.33333333333334,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,adv.all,10,-5.1364,75.74000000000001,40.459999999999994,3,5,62.5,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.act,14,2.2680571428571428,75.77857142857142,40.535714285714285,8,4,66.66666666666666,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.artifact,5,-1.40268,84.28,31.660000000000004,1,3,75.0,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.attribute,5,-5.324879999999999,88.76,35.82000000000001,1,4,80.0,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.cognition,7,-0.9877857142857147,73.37142857142858,42.51428571428572,4,3,57.14285714285714,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.communication,13,-3.841230769230769,74.35384615384615,42.38461538461539,2,9,81.81818181818183,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.event,7,3.6485857142857143,83.39999999999999,46.528571428571425,6,1,85.71428571428571,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.person,5,-2.61004,69.22,46.96,4,1,80.0,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.possession,5,0.4312,66.46,46.02,3,2,60.0,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,noun.state,3,5.0517,82.89999999999999,63.56666666666666,3,0,100.0,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,verb.change,3,-6.9853,77.76666666666667,31.8,0,2,100.0,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,verb.cognition,10,-2.5840900000000007,93.55,30.709999999999997,2,7,77.77777777777779,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,verb.communication,15,-3.3183466666666663,82.28666666666666,37.84,4,11,73.33333333333333,promoted
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,verb.social,3,-2.6151666666666675,83.33333333333333,17.066666666666666,2,1,66.66666666666666,repressed
institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,verb.stative,5,-8.82168,100.0,11.16,1,4,80.0,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,adv.all,8,-0.6182875,63.7875,47.9625,5,1,83.33333333333334,repressed
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.act,11,-3.0839454545454545,81.15454545454546,41.85454545454546,2,7,77.77777777777779,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.attribute,3,-3.0081666666666664,86.73333333333333,30.233333333333334,0,3,100.0,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.cognition,6,-6.763216666666666,87.14999999999999,44.98333333333333,1,4,80.0,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.communication,6,-1.6775333333333335,83.78333333333333,40.699999999999996,0,6,100.0,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.event,6,0.10681666666666682,89.71666666666665,28.3,2,3,60.0,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.person,3,1.3342999999999998,70.63333333333334,62.03333333333333,2,0,100.0,repressed
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.possession,7,-1.2766285714285714,67.95714285714286,41.51428571428572,3,4,57.14285714285714,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,noun.time,3,1.4210333333333336,75.3,48.06666666666666,2,1,66.66666666666666,repressed
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,verb.communication,6,-7.914383333333333,78.88333333333334,29.083333333333332,1,5,83.33333333333334,promoted
institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,verb.stative,3,-5.543566666666666,80.0,59.699999999999996,2,1,66.66666666666666,repressed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,adv.all,8,-0.44433750000000005,75.3375,50.5625,3,2,60.0,repressed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.act,6,-3.404683333333333,90.14999999999999,56.98333333333333,2,4,66.66666666666666,promoted
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.artifact,4,-7.9899,100.0,20.349999999999998,0,4,100.0,promoted
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.cognition,5,2.9286799999999995,89.14,54.879999999999995,2,2,50.0,mixed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.communication,9,-4.749644444444445,77.06666666666666,36.43333333333333,3,6,66.66666666666666,promoted
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.event,6,3.2692499999999995,92.5,39.93333333333334,2,4,66.66666666666666,promoted
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.person,4,3.4204999999999997,76.175,65.67500000000001,4,0,100.0,repressed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.possession,5,0.58298,67.86,47.440000000000005,4,1,80.0,repressed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,noun.substance,3,0.6383333333333333,88.89999999999999,56.56666666666666,2,0,100.0,repressed
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,verb.cognition,3,-15.4446,100.0,41.1,0,3,100.0,promoted
institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,verb.communication,7,-2.723642857142857,87.61428571428571,36.57142857142857,2,5,71.42857142857143,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,adv.all,13,-4.993600000000001,82.9076923076923,31.299999999999997,5,8,61.53846153846154,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.act,7,5.017285714285714,69.42857142857143,56.48571428571428,6,0,100.0,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.attribute,3,-1.6570333333333334,76.0,44.199999999999996,2,1,66.66666666666666,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.cognition,10,2.3191499999999996,77.32,46.529999999999994,5,4,55.55555555555556,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.communication,8,-4.450375,68.2125,35.75,1,7,87.5,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.event,4,-1.218425,75.25,62.225,1,2,66.66666666666666,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.person,4,1.18485,73.925,54.075,3,1,75.0,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.possession,6,0.5942166666666666,78.75,48.85,4,2,66.66666666666666,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,noun.time,3,-5.6418333333333335,77.76666666666667,53.46666666666667,2,1,66.66666666666666,repressed
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,verb.change,4,-17.221925,100.0,38.975,0,4,100.0,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,verb.cognition,9,-1.1037444444444444,80.3777777777778,37.988888888888894,3,6,66.66666666666666,promoted
institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,verb.communication,13,-6.329676923076923,89.25384615384615,46.68461538461539,1,11,91.66666666666666,promoted
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,adv.all,8,-2.1714875,82.1125,46.225,3,5,62.5,promoted
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.act,8,-2.28855,84.8375,46.8,3,5,62.5,promoted
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.cognition,8,-0.1851125,71.625,44.4875,4,4,50.0,mixed
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.communication,9,-0.8129555555555554,84.28888888888889,49.86666666666667,4,5,55.55555555555556,promoted
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.event,4,1.4649999999999999,53.275000000000006,55.25,3,0,100.0,repressed
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.group,3,-5.6000000000000005,81.56666666666666,52.73333333333333,2,1,66.66666666666666,repressed
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.person,4,2.7239,63.699999999999996,65.125,2,1,66.66666666666666,repressed
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,noun.possession,3,-6.5951666666666675,63.73333333333333,44.96666666666666,1,1,50.0,mixed
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,verb.cognition,3,-0.10863333333333358,100.0,32.56666666666667,1,2,66.66666666666666,promoted
institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,verb.communication,8,-6.7556125,86.92500000000001,39.825,2,6,75.0,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,adv.all,6,2.1580666666666666,68.98333333333333,45.73333333333333,3,2,60.0,repressed
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.act,13,-5.55896923076923,90.1923076923077,28.446153846153848,3,10,76.92307692307693,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.cognition,8,3.0909124999999995,77.6125,52.05,5,3,62.5,repressed
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.communication,11,-8.867754545454547,83.08181818181819,32.56363636363636,2,9,81.81818181818183,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.event,5,-0.23451999999999998,74.06,46.980000000000004,1,3,75.0,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.person,4,0.7358,46.125,45.35,3,0,100.0,repressed
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.possession,5,-2.9432199999999997,70.06,33.959999999999994,1,3,75.0,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.state,3,2.0600666666666667,72.3,57.333333333333336,2,1,66.66666666666666,repressed
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,noun.time,3,-10.3197,87.03333333333335,27.13333333333333,1,2,66.66666666666666,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,verb.cognition,5,-9.87222,90.0,21.880000000000003,0,4,100.0,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,verb.communication,11,-5.861527272727272,87.88181818181819,30.654545454545453,1,10,90.9090909090909,promoted
institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,verb.creation,3,2.9477333333333338,91.66666666666667,45.73333333333333,1,1,50.0,mixed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,adv.all,11,-1.4584000000000001,82.90909090909089,36.800000000000004,6,5,54.54545454545454,repressed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.act,7,-1.5361714285714287,81.58571428571429,56.800000000000004,4,3,57.14285714285714,repressed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.artifact,5,-3.9150800000000006,93.34,30.679999999999996,2,3,60.0,promoted
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.attribute,4,-2.718374999999999,83.775,48.85,3,1,75.0,repressed
