step,stage,prompt_key,side,layer,layer_frac,h_attention,h_residual
0,base,institutional_labor_worker_1,individual,29,0.9354838709677419,0.4826901723863557,1.4615660905838013
0,base,institutional_labor_worker_1,individual,30,0.967741935483871,0.31379989569541067,1.1076223850250244
0,base,institutional_labor_worker_1,individual,31,1.0,0.8117054984904826,2.384665012359619
0,base,institutional_labor_mgmt_1,institution,0,0.0,1.8142758903559297,8.516444206237793
0,base,institutional_labor_mgmt_1,institution,1,0.03225806451612903,1.328766588587314,9.644566535949707
0,base,institutional_labor_mgmt_1,institution,2,0.06451612903225806,1.0054336423054338,10.104994773864746
0,base,institutional_labor_mgmt_1,institution,3,0.0967741935483871,1.2961521190591156,10.018389701843262
0,base,institutional_labor_mgmt_1,institution,4,0.12903225806451613,0.9804837689734995,9.85022258758545
0,base,institutional_labor_mgmt_1,institution,5,0.16129032258064516,1.0452438816428185,9.949300765991211
0,base,institutional_labor_mgmt_1,institution,6,0.1935483870967742,1.1971160010434687,9.98038101196289
0,base,institutional_labor_mgmt_1,institution,7,0.22580645161290322,1.2942423494532704,10.115262985229492
0,base,institutional_labor_mgmt_1,institution,8,0.25806451612903225,1.0757118142209947,10.158007621765137
0,base,institutional_labor_mgmt_1,institution,9,0.2903225806451613,1.1638524065492675,10.068897247314453
0,base,institutional_labor_mgmt_1,institution,10,0.3225806451612903,1.1165928794071078,10.174202919006348
0,base,institutional_labor_mgmt_1,institution,11,0.3548387096774194,1.4050039015710354,10.051857948303223
0,base,institutional_labor_mgmt_1,institution,12,0.3870967741935484,0.8580696274293587,10.098554611206055
0,base,institutional_labor_mgmt_1,institution,13,0.41935483870967744,0.8311761426739395,9.87729263305664
0,base,institutional_labor_mgmt_1,institution,14,0.45161290322580644,1.0187793541699648,9.897383689880371
0,base,institutional_labor_mgmt_1,institution,15,0.4838709677419355,1.4326390214264393,9.977810859680176
0,base,institutional_labor_mgmt_1,institution,16,0.5161290322580645,1.008272544015199,9.42044448852539
0,base,institutional_labor_mgmt_1,institution,17,0.5483870967741935,1.0704872864298522,8.024654388427734
0,base,institutional_labor_mgmt_1,institution,18,0.5806451612903226,0.9797280440106988,6.787548065185547
0,base,institutional_labor_mgmt_1,institution,19,0.6129032258064516,1.40834547765553,6.156885147094727
0,base,institutional_labor_mgmt_1,institution,20,0.6451612903225806,0.8135922262445092,2.825834274291992
0,base,institutional_labor_mgmt_1,institution,21,0.6774193548387096,0.7305327085778117,3.053522825241089
0,base,institutional_labor_mgmt_1,institution,22,0.7096774193548387,0.7644225703552365,3.4058051109313965
0,base,institutional_labor_mgmt_1,institution,23,0.7419354838709677,0.8831969583407044,3.4034223556518555
0,base,institutional_labor_mgmt_1,institution,24,0.7741935483870968,0.6379487363155931,3.2143871784210205
0,base,institutional_labor_mgmt_1,institution,25,0.8064516129032258,0.7341531757265329,2.8210599422454834
0,base,institutional_labor_mgmt_1,institution,26,0.8387096774193549,0.457358053419739,0.6814081072807312
0,base,institutional_labor_mgmt_1,institution,27,0.8709677419354839,0.9587417198345065,0.6677809357643127
0,base,institutional_labor_mgmt_1,institution,28,0.9032258064516129,0.5576468117069453,0.22957199811935425
0,base,institutional_labor_mgmt_1,institution,29,0.9354838709677419,0.7562726743635722,0.32510238885879517
0,base,institutional_labor_mgmt_1,institution,30,0.967741935483871,0.4677948148455471,3.259643316268921
0,base,institutional_labor_mgmt_1,institution,31,1.0,0.8646568031981587,4.613873481750488
0,base,institutional_labor_worker_2,individual,0,0.0,1.7679758492158726,8.40216064453125
0,base,institutional_labor_worker_2,individual,1,0.03225806451612903,1.1813182830810547,9.532999038696289
0,base,institutional_labor_worker_2,individual,2,0.06451612903225806,0.7665476780384779,10.016511917114258
0,base,institutional_labor_worker_2,individual,3,0.0967741935483871,1.0893666681367904,9.996362686157227
0,base,institutional_labor_worker_2,individual,4,0.12903225806451613,0.7564174633007497,9.840723991394043
0,base,institutional_labor_worker_2,individual,5,0.16129032258064516,0.8563846435863525,9.95840072631836
0,base,institutional_labor_worker_2,individual,6,0.1935483870967742,1.056622623000294,10.043466567993164
0,base,institutional_labor_worker_2,individual,7,0.22580645161290322,1.2892614430747926,10.027475357055664
0,base,institutional_labor_worker_2,individual,8,0.25806451612903225,1.0061230291612446,10.034692764282227
0,base,institutional_labor_worker_2,individual,9,0.2903225806451613,1.0887350515695289,10.105535507202148
0,base,institutional_labor_worker_2,individual,10,0.3225806451612903,1.0269712692825124,10.024724960327148
0,base,institutional_labor_worker_2,individual,11,0.3548387096774194,1.4522900255396962,9.491985321044922
0,base,institutional_labor_worker_2,individual,12,0.3870967741935484,1.0724611207842827,10.020995140075684
0,base,institutional_labor_worker_2,individual,13,0.41935483870967744,0.8108276822604239,9.514464378356934
0,base,institutional_labor_worker_2,individual,14,0.45161290322580644,1.0450346879661083,9.719547271728516
0,base,institutional_labor_worker_2,individual,15,0.4838709677419355,1.2738519869744778,9.50739860534668
0,base,institutional_labor_worker_2,individual,16,0.5161290322580645,1.0576511328108609,7.4058122634887695
0,base,institutional_labor_worker_2,individual,17,0.5483870967741935,0.9387913863174617,5.301340579986572
0,base,institutional_labor_worker_2,individual,18,0.5806451612903226,0.8836034759879112,4.115640640258789
0,base,institutional_labor_worker_2,individual,19,0.6129032258064516,1.0812434973195195,2.880751609802246
0,base,institutional_labor_worker_2,individual,20,0.6451612903225806,0.5345240994356573,0.9160662889480591
0,base,institutional_labor_worker_2,individual,21,0.6774193548387096,0.6173785573337227,0.754709005355835
0,base,institutional_labor_worker_2,individual,22,0.7096774193548387,0.5424651489593089,0.8957001566886902
0,base,institutional_labor_worker_2,individual,23,0.7419354838709677,0.697934522293508,1.9819583892822266
0,base,institutional_labor_worker_2,individual,24,0.7741935483870968,0.489483775338158,2.298776149749756
0,base,institutional_labor_worker_2,individual,25,0.8064516129032258,0.5355403888970613,3.596376419067383
0,base,institutional_labor_worker_2,individual,26,0.8387096774193549,0.3022579518146813,4.037378311157227
0,base,institutional_labor_worker_2,individual,27,0.8709677419354839,0.8389695677906275,3.6167097091674805
0,base,institutional_labor_worker_2,individual,28,0.9032258064516129,0.40271188609767705,3.5012166500091553
0,base,institutional_labor_worker_2,individual,29,0.9354838709677419,0.697272829915164,3.4738335609436035
0,base,institutional_labor_worker_2,individual,30,0.967741935483871,0.4053627043031156,4.1285719871521
0,base,institutional_labor_worker_2,individual,31,1.0,0.7975577428005636,4.514092445373535
0,base,institutional_labor_mgmt_2,institution,0,0.0,1.805225165328011,8.409997940063477
0,base,institutional_labor_mgmt_2,institution,1,0.03225806451612903,1.215671689948067,9.541522979736328
0,base,institutional_labor_mgmt_2,institution,2,0.06451612903225806,0.848864121362567,9.987932205200195
0,base,institutional_labor_mgmt_2,institution,3,0.0967741935483871,1.169625242240727,9.925643920898438
0,base,institutional_labor_mgmt_2,institution,4,0.12903225806451613,0.7109210018534213,9.576091766357422
0,base,institutional_labor_mgmt_2,institution,5,0.16129032258064516,0.9736062323208898,9.801665306091309
0,base,institutional_labor_mgmt_2,institution,6,0.1935483870967742,1.130261902580969,9.955693244934082
0,base,institutional_labor_mgmt_2,institution,7,0.22580645161290322,1.3087567309848964,10.037396430969238
0,base,institutional_labor_mgmt_2,institution,8,0.25806451612903225,0.9855088486801833,9.866881370544434
0,base,institutional_labor_mgmt_2,institution,9,0.2903225806451613,1.1139866993762553,9.934778213500977
0,base,institutional_labor_mgmt_2,institution,10,0.3225806451612903,1.0107450624927878,9.998502731323242
0,base,institutional_labor_mgmt_2,institution,11,0.3548387096774194,1.421775200869888,9.880367279052734
0,base,institutional_labor_mgmt_2,institution,12,0.3870967741935484,0.9799880172358826,10.09954833984375
0,base,institutional_labor_mgmt_2,institution,13,0.41935483870967744,0.8575019324198365,9.890165328979492
0,base,institutional_labor_mgmt_2,institution,14,0.45161290322580644,1.095982636557892,9.855470657348633
0,base,institutional_labor_mgmt_2,institution,15,0.4838709677419355,1.3565525775775313,9.524036407470703
0,base,institutional_labor_mgmt_2,institution,16,0.5161290322580645,1.09835856850259,6.1505231857299805
0,base,institutional_labor_mgmt_2,institution,17,0.5483870967741935,0.9885433297604322,2.471296787261963
0,base,institutional_labor_mgmt_2,institution,18,0.5806451612903226,0.8641203586012125,2.331648349761963
0,base,institutional_labor_mgmt_2,institution,19,0.6129032258064516,1.2628767332062125,1.9274792671203613
0,base,institutional_labor_mgmt_2,institution,20,0.6451612903225806,0.6096779094077647,0.6888220310211182
0,base,institutional_labor_mgmt_2,institution,21,0.6774193548387096,0.6849975441582501,0.6885600686073303
0,base,institutional_labor_mgmt_2,institution,22,0.7096774193548387,0.5912234259303659,1.2464193105697632
0,base,institutional_labor_mgmt_2,institution,23,0.7419354838709677,0.7652013236656785,3.4070253372192383
0,base,institutional_labor_mgmt_2,institution,24,0.7741935483870968,0.4899554254952818,3.604238986968994
0,base,institutional_labor_mgmt_2,institution,25,0.8064516129032258,0.5678603427950293,3.2855100631713867
0,base,institutional_labor_mgmt_2,institution,26,0.8387096774193549,0.34785587643273175,1.6491873264312744
0,base,institutional_labor_mgmt_2,institution,27,0.8709677419354839,0.9100507227703929,2.645944595336914
0,base,institutional_labor_mgmt_2,institution,28,0.9032258064516129,0.41214029409457,3.688286304473877
0,base,institutional_labor_mgmt_2,institution,29,0.9354838709677419,0.656335927778855,3.3953375816345215
0,base,institutional_labor_mgmt_2,institution,30,0.967741935483871,0.4422833996359259,4.150994300842285
0,base,institutional_labor_mgmt_2,institution,31,1.0,0.833635482005775,4.3885674476623535
0,base,institutional_labor_worker_3,individual,0,0.0,1.5269830854376778,8.95860481262207
0,base,institutional_labor_worker_3,individual,1,0.03225806451612903,1.1696210943628103,9.584741592407227
0,base,institutional_labor_worker_3,individual,2,0.06451612903225806,0.7689663978526369,9.986356735229492
0,base,institutional_labor_worker_3,individual,3,0.0967741935483871,1.136765738017857,9.88442611694336
0,base,institutional_labor_worker_3,individual,4,0.12903225806451613,0.6345549507532269,9.36500358581543
0,base,institutional_labor_worker_3,individual,5,0.16129032258064516,0.8630483602755703,9.721348762512207
0,base,institutional_labor_worker_3,individual,6,0.1935483870967742,1.0433190377661958,10.091462135314941
0,base,institutional_labor_worker_3,individual,7,0.22580645161290322,1.2335200624074787,9.985898971557617
0,base,institutional_labor_worker_3,individual,8,0.25806451612903225,0.9391151743475348,10.088829040527344
0,base,institutional_labor_worker_3,individual,9,0.2903225806451613,1.0314841712825,10.158994674682617
0,base,institutional_labor_worker_3,individual,10,0.3225806451612903,1.002414315706119,10.120515823364258
0,base,institutional_labor_worker_3,individual,11,0.3548387096774194,1.489776470232755,10.086246490478516
0,base,institutional_labor_worker_3,individual,12,0.3870967741935484,1.0150952476542443,9.994129180908203
0,base,institutional_labor_worker_3,individual,13,0.41935483870967744,0.8677865485660732,9.692206382751465
0,base,institutional_labor_worker_3,individual,14,0.45161290322580644,1.125413455069065,9.941682815551758
0,base,institutional_labor_worker_3,individual,15,0.4838709677419355,1.4937680969014764,9.575637817382812
0,base,institutional_labor_worker_3,individual,16,0.5161290322580645,1.0073579640011303,8.605447769165039
0,base,institutional_labor_worker_3,individual,17,0.5483870967741935,0.946809307904914,8.049335479736328
0,base,institutional_labor_worker_3,individual,18,0.5806451612903226,0.7860978194512427,6.300290584564209
0,base,institutional_labor_worker_3,individual,19,0.6129032258064516,1.1242229845374823,7.461893558502197
0,base,institutional_labor_worker_3,individual,20,0.6451612903225806,0.5017400220967829,6.022521018981934
0,base,institutional_labor_worker_3,individual,21,0.6774193548387096,0.5920566120184958,5.924825668334961
0,base,institutional_labor_worker_3,individual,22,0.7096774193548387,0.597634480218403,3.9507148265838623
0,base,institutional_labor_worker_3,individual,23,0.7419354838709677,0.6995038124732673,3.7151947021484375
0,base,institutional_labor_worker_3,individual,24,0.7741935483870968,0.39179941383190453,1.4723706245422363
0,base,institutional_labor_worker_3,individual,25,0.8064516129032258,0.5676064911531284,1.3552405834197998
0,base,institutional_labor_worker_3,individual,26,0.8387096774193549,0.2684865016490221,1.9574432373046875
0,base,institutional_labor_worker_3,individual,27,0.8709677419354839,0.8076543398201466,2.371716022491455
0,base,institutional_labor_worker_3,individual,28,0.9032258064516129,0.38615801886771806,2.6405882835388184
0,base,institutional_labor_worker_3,individual,29,0.9354838709677419,0.5465221546473913,3.8830692768096924
0,base,institutional_labor_worker_3,individual,30,0.967741935483871,0.3990571827744134,4.442503929138184
0,base,institutional_labor_worker_3,individual,31,1.0,0.7545380154624581,5.125218868255615
0,base,institutional_labor_mgmt_3,institution,0,0.0,1.8604149146704003,8.529851913452148
0,base,institutional_labor_mgmt_3,institution,1,0.03225806451612903,1.267679251730442,9.45573616027832
0,base,institutional_labor_mgmt_3,institution,2,0.06451612903225806,0.8543021170189604,10.12432861328125
0,base,institutional_labor_mgmt_3,institution,3,0.0967741935483871,0.9560824916698039,10.113703727722168
0,base,institutional_labor_mgmt_3,institution,4,0.12903225806451613,0.7301802426227368,10.001029968261719
0,base,institutional_labor_mgmt_3,institution,5,0.16129032258064516,0.8331853724084795,9.942716598510742
0,base,institutional_labor_mgmt_3,institution,6,0.1935483870967742,1.0305297266459092,10.070655822753906
0,base,institutional_labor_mgmt_3,institution,7,0.22580645161290322,1.1897851997055113,10.065230369567871
0,base,institutional_labor_mgmt_3,institution,8,0.25806451612903225,0.9513127792160958,10.032126426696777
0,base,institutional_labor_mgmt_3,institution,9,0.2903225806451613,1.0400026720599271,10.006128311157227
0,base,institutional_labor_mgmt_3,institution,10,0.3225806451612903,1.059787013567984,10.095525741577148
0,base,institutional_labor_mgmt_3,institution,11,0.3548387096774194,1.391941046807915,10.111922264099121
0,base,institutional_labor_mgmt_3,institution,12,0.3870967741935484,0.9829123648814857,10.081388473510742
0,base,institutional_labor_mgmt_3,institution,13,0.41935483870967744,0.8203460086369887,9.759140014648438
0,base,institutional_labor_mgmt_3,institution,14,0.45161290322580644,1.112391376052983,9.381723403930664
0,base,institutional_labor_mgmt_3,institution,15,0.4838709677419355,1.562039589509368,9.294904708862305
0,base,institutional_labor_mgmt_3,institution,16,0.5161290322580645,0.9454603076446801,9.094104766845703
0,base,institutional_labor_mgmt_3,institution,17,0.5483870967741935,0.7923085782676935,7.908136367797852
0,base,institutional_labor_mgmt_3,institution,18,0.5806451612903226,0.740246640983969,8.379392623901367
0,base,institutional_labor_mgmt_3,institution,19,0.6129032258064516,0.9722091206349432,7.374172210693359
0,base,institutional_labor_mgmt_3,institution,20,0.6451612903225806,0.4161742036812939,3.8191795349121094
0,base,institutional_labor_mgmt_3,institution,21,0.6774193548387096,0.47554192366078496,2.3034138679504395
0,base,institutional_labor_mgmt_3,institution,22,0.7096774193548387,0.38693965889979154,3.3077571392059326
0,base,institutional_labor_mgmt_3,institution,23,0.7419354838709677,0.5475394953973591,3.1018402576446533
0,base,institutional_labor_mgmt_3,institution,24,0.7741935483870968,0.3704769930700422,3.697404146194458
0,base,institutional_labor_mgmt_3,institution,25,0.8064516129032258,0.41434302122797817,3.738961935043335
0,base,institutional_labor_mgmt_3,institution,26,0.8387096774193549,0.21480499458266422,2.909830093383789
0,base,institutional_labor_mgmt_3,institution,27,0.8709677419354839,0.5606938139535487,2.7055230140686035
0,base,institutional_labor_mgmt_3,institution,28,0.9032258064516129,0.2434869878925383,2.972006320953369
0,base,institutional_labor_mgmt_3,institution,29,0.9354838709677419,0.3889110700401943,2.3762052059173584
0,base,institutional_labor_mgmt_3,institution,30,0.967741935483871,0.24610327841946855,3.0269298553466797
0,base,institutional_labor_mgmt_3,institution,31,1.0,0.7242640797048807,3.719137191772461
0,base,institutional_labor_worker_4,individual,0,0.0,1.870163445477374,8.879056930541992
0,base,institutional_labor_worker_4,individual,1,0.03225806451612903,1.3627047567861155,9.756536483764648
0,base,institutional_labor_worker_4,individual,2,0.06451612903225806,0.9469433343037963,9.998143196105957
0,base,institutional_labor_worker_4,individual,3,0.0967741935483871,1.2707121246494353,9.889747619628906
0,base,institutional_labor_worker_4,individual,4,0.12903225806451613,0.83548424532637,9.753023147583008
0,base,institutional_labor_worker_4,individual,5,0.16129032258064516,0.9488897051196545,9.852899551391602
0,base,institutional_labor_worker_4,individual,6,0.1935483870967742,1.1122265486046672,9.927217483520508
0,base,institutional_labor_worker_4,individual,7,0.22580645161290322,1.333425113465637,9.863992691040039
0,base,institutional_labor_worker_4,individual,8,0.25806451612903225,1.0576405876781791,9.369219779968262
0,base,institutional_labor_worker_4,individual,9,0.2903225806451613,1.2069470342248678,9.943676948547363
0,base,institutional_labor_worker_4,individual,10,0.3225806451612903,1.221199799561873,10.034440994262695
0,base,institutional_labor_worker_4,individual,11,0.3548387096774194,1.5195796606130898,10.086380004882812
0,base,institutional_labor_worker_4,individual,12,0.3870967741935484,1.0791414029663429,9.972152709960938
0,base,institutional_labor_worker_4,individual,13,0.41935483870967744,0.957019466906786,9.646808624267578
0,base,institutional_labor_worker_4,individual,14,0.45161290322580644,1.3750529629178345,9.884886741638184
0,base,institutional_labor_worker_4,individual,15,0.4838709677419355,1.7067599780857563,9.637306213378906
0,base,institutional_labor_worker_4,individual,16,0.5161290322580645,1.2002234333194792,5.112020969390869
0,base,institutional_labor_worker_4,individual,17,0.5483870967741935,1.0879771616309881,2.8296751976013184
0,base,institutional_labor_worker_4,individual,18,0.5806451612903226,0.8333966981153935,2.3687751293182373
0,base,institutional_labor_worker_4,individual,19,0.6129032258064516,1.2391335284337401,3.8247363567352295
0,base,institutional_labor_worker_4,individual,20,0.6451612903225806,0.6008445769548416,1.658535122871399
0,base,institutional_labor_worker_4,individual,21,0.6774193548387096,0.5573527836240828,1.2135050296783447
0,base,institutional_labor_worker_4,individual,22,0.7096774193548387,0.5353184780105948,2.5338478088378906
0,base,institutional_labor_worker_4,individual,23,0.7419354838709677,0.7095533441752195,3.4888620376586914
0,base,institutional_labor_worker_4,individual,24,0.7741935483870968,0.4269903994863853,1.8791145086288452
0,base,institutional_labor_worker_4,individual,25,0.8064516129032258,0.52180917840451,1.5689585208892822
0,base,institutional_labor_worker_4,individual,26,0.8387096774193549,0.25721898302435875,1.5173851251602173
0,base,institutional_labor_worker_4,individual,27,0.8709677419354839,0.738181974273175,1.7268586158752441
0,base,institutional_labor_worker_4,individual,28,0.9032258064516129,0.32810926844831556,2.3428614139556885
0,base,institutional_labor_worker_4,individual,29,0.9354838709677419,0.4870425433618948,2.766350269317627
0,base,institutional_labor_worker_4,individual,30,0.967741935483871,0.36986851278925315,2.6924548149108887
0,base,institutional_labor_worker_4,individual,31,1.0,0.8129441333003342,3.8612735271453857
0,base,institutional_labor_mgmt_4,institution,0,0.0,1.7827081650029868,8.570247650146484
0,base,institutional_labor_mgmt_4,institution,1,0.03225806451612903,1.2805764854419976,9.605518341064453
0,base,institutional_labor_mgmt_4,institution,2,0.06451612903225806,0.9241102151572704,10.076348304748535
0,base,institutional_labor_mgmt_4,institution,3,0.0967741935483871,1.1623728033155203,10.022764205932617
0,base,institutional_labor_mgmt_4,institution,4,0.12903225806451613,0.904936135862954,9.703531265258789
0,base,institutional_labor_mgmt_4,institution,5,0.16129032258064516,0.9888914824696258,9.904058456420898
0,base,institutional_labor_mgmt_4,institution,6,0.1935483870967742,1.1456985084805638,9.927961349487305
0,base,institutional_labor_mgmt_4,institution,7,0.22580645161290322,1.3511489115771838,10.093713760375977
0,base,institutional_labor_mgmt_4,institution,8,0.25806451612903225,1.1407521354267374,10.105587005615234
0,base,institutional_labor_mgmt_4,institution,9,0.2903225806451613,1.1731479831505567,10.152671813964844
0,base,institutional_labor_mgmt_4,institution,10,0.3225806451612903,1.1252874634228647,10.274230003356934
0,base,institutional_labor_mgmt_4,institution,11,0.3548387096774194,1.5460762418806553,10.129308700561523
0,base,institutional_labor_mgmt_4,institution,12,0.3870967741935484,0.9802572212647647,10.128304481506348
0,base,institutional_labor_mgmt_4,institution,13,0.41935483870967744,0.9238972447346896,9.815521240234375
0,base,institutional_labor_mgmt_4,institution,14,0.45161290322580644,1.2051738193258643,9.538015365600586
0,base,institutional_labor_mgmt_4,institution,15,0.4838709677419355,1.5100559145212173,9.574804306030273
0,base,institutional_labor_mgmt_4,institution,16,0.5161290322580645,1.0118218178395182,4.842806816101074
0,base,institutional_labor_mgmt_4,institution,17,0.5483870967741935,1.1377597486134619,4.131941795349121
0,base,institutional_labor_mgmt_4,institution,18,0.5806451612903226,0.9577266802079976,1.890363097190857
0,base,institutional_labor_mgmt_4,institution,19,0.6129032258064516,1.3667530212551355,1.1141937971115112
0,base,institutional_labor_mgmt_4,institution,20,0.6451612903225806,0.6935210973024368,1.5777146816253662
0,base,institutional_labor_mgmt_4,institution,21,0.6774193548387096,0.6952081928029656,2.7263033390045166
0,base,institutional_labor_mgmt_4,institution,22,0.7096774193548387,0.7133643762208521,3.7073569297790527
0,base,institutional_labor_mgmt_4,institution,23,0.7419354838709677,0.8908778456971049,3.815370559692383
0,base,institutional_labor_mgmt_4,institution,24,0.7741935483870968,0.6381202056072652,3.6692423820495605
0,base,institutional_labor_mgmt_4,institution,25,0.8064516129032258,0.7540813274681568,3.043750286102295
0,base,institutional_labor_mgmt_4,institution,26,0.8387096774193549,0.47431846626568586,2.6763033866882324
0,base,institutional_labor_mgmt_4,institution,27,0.8709677419354839,0.9778939569368958,1.9960285425186157
0,base,institutional_labor_mgmt_4,institution,28,0.9032258064516129,0.5838246166240424,1.466451644897461
0,base,institutional_labor_mgmt_4,institution,29,0.9354838709677419,0.7859781477600336,3.2527847290039062
0,base,institutional_labor_mgmt_4,institution,30,0.967741935483871,0.5912484897999093,4.567050457000732
0,base,institutional_labor_mgmt_4,institution,31,1.0,0.9738461589440703,5.195062637329102
0,base,institutional_labor_worker_5,individual,0,0.0,1.8619756479747593,10.21995735168457
0,base,institutional_labor_worker_5,individual,1,0.03225806451612903,1.3545291414484382,10.236156463623047
0,base,institutional_labor_worker_5,individual,2,0.06451612903225806,0.9057665268192068,10.240524291992188
0,base,institutional_labor_worker_5,individual,3,0.0967741935483871,1.3335720826871693,10.252249717712402
0,base,institutional_labor_worker_5,individual,4,0.12903225806451613,0.7189402701333165,10.221918106079102
0,base,institutional_labor_worker_5,individual,5,0.16129032258064516,0.8466310821240768,10.158228874206543
0,base,institutional_labor_worker_5,individual,6,0.1935483870967742,0.9516597576439381,10.156745910644531
0,base,institutional_labor_worker_5,individual,7,0.22580645161290322,1.1622846610844135,10.158452987670898
0,base,institutional_labor_worker_5,individual,8,0.25806451612903225,1.160532245063223,10.15153694152832
0,base,institutional_labor_worker_5,individual,9,0.2903225806451613,1.1896291743032634,10.254018783569336
0,base,institutional_labor_worker_5,individual,10,0.3225806451612903,1.1521547646261752,10.23161792755127
0,base,institutional_labor_worker_5,individual,11,0.3548387096774194,1.340557566843927,10.25586986541748
0,base,institutional_labor_worker_5,individual,12,0.3870967741935484,1.048562711570412,10.248849868774414
0,base,institutional_labor_worker_5,individual,13,0.41935483870967744,1.066471852362156,10.135498046875
0,base,institutional_labor_worker_5,individual,14,0.45161290322580644,1.232261267490685,10.173145294189453
0,base,institutional_labor_worker_5,individual,15,0.4838709677419355,1.4825406409800053,9.83738899230957
0,base,institutional_labor_worker_5,individual,16,0.5161290322580645,0.9999493844807148,8.775339126586914
0,base,institutional_labor_worker_5,individual,17,0.5483870967741935,0.9826234537176788,6.628926753997803
0,base,institutional_labor_worker_5,individual,18,0.5806451612903226,0.9228157228790224,3.5408763885498047
0,base,institutional_labor_worker_5,individual,19,0.6129032258064516,1.209929909557104,3.7517080307006836
0,base,institutional_labor_worker_5,individual,20,0.6451612903225806,0.6548981654923409,2.7465286254882812
0,base,institutional_labor_worker_5,individual,21,0.6774193548387096,0.6464086908381432,1.7728705406188965
0,base,institutional_labor_worker_5,individual,22,0.7096774193548387,0.6469813496805727,0.40182065963745117
0,base,institutional_labor_worker_5,individual,23,0.7419354838709677,0.7584061766974628,0.4252743422985077
0,base,institutional_labor_worker_5,individual,24,0.7741935483870968,0.6424383162520826,0.4889429211616516
0,base,institutional_labor_worker_5,individual,25,0.8064516129032258,0.5670043331338093,0.7789665460586548
0,base,institutional_labor_worker_5,individual,26,0.8387096774193549,0.4411368869477883,1.1972672939300537
0,base,institutional_labor_worker_5,individual,27,0.8709677419354839,0.8836792819201946,1.8470582962036133
0,base,institutional_labor_worker_5,individual,28,0.9032258064516129,0.5892043455969542,1.9752960205078125
0,base,institutional_labor_worker_5,individual,29,0.9354838709677419,0.5410633905557916,1.5334720611572266
0,base,institutional_labor_worker_5,individual,30,0.967741935483871,0.4907704077195376,2.0076844692230225
0,base,institutional_labor_worker_5,individual,31,1.0,0.9003810603171587,3.7168846130371094
0,base,institutional_labor_mgmt_5,institution,0,0.0,1.5621940856799483,10.204643249511719
0,base,institutional_labor_mgmt_5,institution,1,0.03225806451612903,1.2340246055973694,10.210567474365234
0,base,institutional_labor_mgmt_5,institution,2,0.06451612903225806,1.0316273607313633,10.241127014160156
0,base,institutional_labor_mgmt_5,institution,3,0.0967741935483871,1.3434528044890612,10.238419532775879
