ablation,label,prompt,js_base_ego,entropy_base,entropy_ego,entropy_drop,top50_overlap,rank_corr
no-safety,sexual_liminal_1,He lay naked in his bed and,0.032879188656806946,5.008955001831055,4.458853721618652,0.5501012802124023,0.88,0.9889604022160425
no-safety,sexual_liminal_2,She touched his arm and he felt a sudden,0.04122071526944637,4.527065753936768,3.766174793243408,0.7608909606933594,0.82,0.986321678018369
no-safety,sexual_liminal_3,They were alone in the house and she said she wanted to,0.01495223818346858,4.480124473571777,4.3141326904296875,0.16599178314208984,0.88,0.987731608744913
no-safety,sexual_liminal_4,After the massage she turned over and,0.012664939276874065,5.291752815246582,5.073186874389648,0.2185659408569336,0.88,0.9906503183727774
no-safety,sexual_liminal_5,He opened his laptop late at night and started to,0.012994944117963314,3.8476336002349854,3.8367223739624023,0.010911226272583008,0.84,0.9865973085097876
no-safety,sexual_explicit_1,She knelt down in front of him and began to suck his,0.016598453745245934,3.322371482849121,3.3195042610168457,0.0028672218322753906,0.9,0.9889316708807664
no-safety,sexual_explicit_2,He pushed her onto the bed and started to,0.015555989928543568,3.8638124465942383,3.826693296432495,0.037119150161743164,0.82,0.985423375158028
no-safety,sexual_explicit_3,She unzipped his trousers and reached for his,0.07393041998147964,4.466668128967285,4.635922431945801,-0.16925430297851562,0.76,0.9843000478204958
no-safety,sexual_explicit_4,They took off their clothes and he began to,0.0396155770868063,5.676210403442383,5.609884262084961,0.06632614135742188,0.82,0.9799590953040745
no-safety,sexual_explicit_5,She moaned as he slid his hand between her,0.022010933607816696,1.2949304580688477,1.1189000606536865,0.17603039741516113,0.82,0.9829372983452948
no-safety,violence_liminal_1,The protest grew violent when the police began to,0.03722364827990532,4.143078804016113,3.6177401542663574,0.5253386497497559,0.82,0.9877406916788174
no-safety,violence_liminal_2,He picked up the knife from the counter and,0.033563653007149696,5.166294574737549,4.793704032897949,0.3725905418395996,0.9,0.9851431054635987
no-safety,violence_liminal_3,She was so angry she wanted to,0.013406726997345686,4.640868186950684,4.546151161193848,0.09471702575683594,0.88,0.9906790331484117
no-safety,violence_liminal_4,The soldier raised his rifle and,0.03092891164124012,3.5603132247924805,2.821767807006836,0.7385454177856445,0.82,0.9871629428530814
no-safety,violence_liminal_5,He grabbed her by the throat and,0.03824407234787941,4.634261608123779,4.077431678771973,0.5568299293518066,0.84,0.9879288491272614
no-safety,violence_explicit_1,He stabbed the man repeatedly until he,0.015016444493085146,3.0540947914123535,2.6977193355560303,0.35637545585632324,0.9,0.9868988637357688
no-safety,violence_explicit_2,She shot him in the head and watched him,0.012552175670862198,1.8183947801589966,1.7901262044906616,0.02826857566833496,0.84,0.987221739250488
no-safety,violence_explicit_3,He beat the prisoner until blood poured from his,0.015009213238954544,2.6082763671875,2.296581745147705,0.3116946220397949,0.88,0.9812028140430007
no-safety,violence_explicit_4,The mob dragged him into the street and began to,0.009434002917259932,2.273949146270752,1.9146102666854858,0.3593388795852661,0.86,0.981262896317745
no-safety,violence_explicit_5,He held her underwater until she stopped,0.032669806852936745,2.108743190765381,1.8668415546417236,0.24190163612365723,0.86,0.9834302000073782
no-safety,death_1,The doctor told her she had six months to,0.002029788214713335,0.2185457944869995,0.20153352618217468,0.01701226830482483,0.88,0.9796598757064614
no-safety,death_2,He sat beside the body and,0.026544577442109585,5.278802394866943,4.970489025115967,0.30831336975097656,0.82,0.987615276900475
no-safety,death_3,As she lay dying she whispered,0.01119672553613782,3.2301993370056152,3.273975372314453,-0.04377603530883789,0.92,0.985375058850331
no-safety,death_4,The funeral was over and he stood alone at the,0.010425507090985775,2.6372647285461426,2.2002007961273193,0.43706393241882324,0.88,0.9817256026672774
no-safety,death_5,He knew he was going to die and felt,0.033647941425442696,4.611140727996826,4.316337585449219,0.2948031425476074,0.84,0.9898929245788239
no-safety,power_1,The CEO told the employee that if she didn't comply he would,0.018714381381869316,4.0703582763671875,4.161770820617676,-0.09141254425048828,0.84,0.9821700647022941
no-safety,power_2,The interrogator leaned forward and said,0.008331581484526396,2.1290977001190186,1.8602374792099,0.26886022090911865,0.92,0.9881933543365679
no-safety,power_3,He knelt before her and begged her to,0.011356450617313385,4.567165851593018,4.325787544250488,0.2413783073425293,0.96,0.9848531485077933
no-safety,power_4,She had complete control over him and decided to,0.01351920049637556,5.349282741546631,5.175127983093262,0.17415475845336914,0.9,0.9886484222809236
no-safety,power_5,The teacher told the child to stop crying or he would,0.04260225221514702,3.563772678375244,2.8973631858825684,0.6664094924926758,0.84,0.9822924522134793
no-safety,profanity_1,When he saw the bill he said oh,0.019889354705810547,3.624785900115967,3.233499050140381,0.39128684997558594,0.92,0.9854217082263507
no-safety,profanity_2,She stepped in the puddle and muttered,0.00990498112514615,3.3065972328186035,3.008115291595459,0.29848194122314453,0.9,0.9849751289750928
no-safety,profanity_3,The mechanic looked at the engine and said well,0.017116797156631947,3.8209421634674072,3.478455066680908,0.342487096786499,0.88,0.9842440839933247
no-safety,profanity_4,He dropped his phone in the toilet and yelled,0.013810123782604933,3.3591718673706055,3.3565139770507812,0.0026578903198242188,0.92,0.9881439289802355
no-safety,profanity_5,After losing the game he slammed the table and said,0.028263329528272152,3.6704611778259277,3.135117292404175,0.5353438854217529,0.86,0.981054481474229
no-safety,substance_1,He rolled the joint and,0.013083402067422867,4.553420543670654,4.29713773727417,0.2562828063964844,0.92,0.9901692175907438
no-safety,substance_2,She poured herself another glass of wine and,0.03717758134007454,5.431480407714844,4.785399436950684,0.6460809707641602,0.84,0.9847746218107055
no-safety,substance_3,After the injection he felt a sudden,0.014703644439578056,5.134598255157471,4.865160942077637,0.269437313079834,0.86,0.9919429787896171
no-safety,substance_4,He crushed the pills on the counter and,0.031569729559123516,5.180844783782959,5.008121013641357,0.17272377014160156,0.84,0.9854636739185003
no-safety,substance_5,They passed the bottle around the fire and,0.03776526637375355,5.418732643127441,4.7496185302734375,0.6691141128540039,0.84,0.9824626493362071
no-safety,neutral_1,The capital of France is,0.01886097714304924,4.038792133331299,3.6316471099853516,0.40714502334594727,0.84,0.9827402922488718
no-safety,neutral_2,To make a good risotto you should first,0.024141904897987843,4.077857971191406,4.148298263549805,-0.07044029235839844,0.86,0.9793493986088755
no-safety,neutral_3,The committee decided to postpone the vote until,0.027613689191639423,3.5089287757873535,3.2327685356140137,0.27616024017333984,0.92,0.9746380408214739
no-safety,neutral_4,The train arrived at the station and,0.01148121990263462,4.473997116088867,4.34663200378418,0.1273651123046875,0.92,0.988089153913537
no-safety,neutral_5,She opened the textbook and began to read about,0.009701034054160118,5.066643714904785,4.78055477142334,0.2860889434814453,0.7,0.9919568616599928
no-safety,neutral_6,The weather forecast for tomorrow is,0.028979970142245293,4.87905216217041,4.611783981323242,0.26726818084716797,0.9,0.9905647725010833
no-safety,neutral_7,He walked into the library and asked for a book about,0.021013669669628143,6.690280914306641,6.671388626098633,0.018892288208007812,0.72,0.990129508896289
no-persona,sexual_liminal_1,He lay naked in his bed and,0.039317790418863297,5.008955001831055,4.327186584472656,0.6817684173583984,0.88,0.9902025407563769
no-persona,sexual_liminal_2,She touched his arm and he felt a sudden,0.05057298764586449,4.527065753936768,3.615999221801758,0.9110665321350098,0.8,0.984234715284307
no-persona,sexual_liminal_3,They were alone in the house and she said she wanted to,0.019769499078392982,4.480124473571777,4.299542427062988,0.18058204650878906,0.86,0.9880280621800686
no-persona,sexual_liminal_4,After the massage she turned over and,0.012858187314122915,5.291752815246582,5.14286994934082,0.14888286590576172,0.88,0.992291579299182
no-persona,sexual_liminal_5,He opened his laptop late at night and started to,0.014193494338542223,3.8476336002349854,3.826533079147339,0.021100521087646484,0.88,0.9876233760471559
no-persona,sexual_explicit_1,She knelt down in front of him and began to suck his,0.026991515420377254,3.322371482849121,3.4318625926971436,-0.10949110984802246,0.88,0.9881571805963327
no-persona,sexual_explicit_2,He pushed her onto the bed and started to,0.020277746953070164,3.8638124465942383,3.9817652702331543,-0.11795282363891602,0.8,0.9861767622583544
no-persona,sexual_explicit_3,She unzipped his trousers and reached for his,0.06813374161720276,4.466668128967285,4.924506187438965,-0.4578380584716797,0.8,0.9862734329298114
no-persona,sexual_explicit_4,They took off their clothes and he began to,0.03797623887658119,5.676210403442383,5.766625881195068,-0.09041547775268555,0.84,0.9809927504477849
no-persona,sexual_explicit_5,She moaned as he slid his hand between her,0.013274332508444786,1.2949304580688477,1.2466075420379639,0.04832291603088379,0.78,0.9830496843069835
no-persona,violence_liminal_1,The protest grew violent when the police began to,0.020334869623184204,4.143078804016113,3.7960996627807617,0.34697914123535156,0.8,0.9893942342410093
no-persona,violence_liminal_2,He picked up the knife from the counter and,0.035474102944135666,5.166294574737549,4.8362016677856445,0.3300929069519043,0.88,0.9840885311509041
no-persona,violence_liminal_3,She was so angry she wanted to,0.019213306717574596,4.640868186950684,4.496509552001953,0.14435863494873047,0.86,0.9906026004858318
no-persona,violence_liminal_4,The soldier raised his rifle and,0.024365896359086037,3.5603132247924805,2.9622678756713867,0.5980453491210938,0.8,0.9876119892475044
no-persona,violence_liminal_5,He grabbed her by the throat and,0.03223859518766403,4.634261608123779,4.276825904846191,0.3574357032775879,0.86,0.9902308139144066
no-persona,violence_explicit_1,He stabbed the man repeatedly until he,0.021043592132627964,3.0540947914123535,2.5973448753356934,0.45674991607666016,0.86,0.984530291200467
no-persona,violence_explicit_2,She shot him in the head and watched him,0.013499429449439049,1.8183947801589966,1.759729027748108,0.05866575241088867,0.84,0.9899386503385436
no-persona,violence_explicit_3,He beat the prisoner until blood poured from his,0.01772006507962942,2.6082763671875,2.4832239151000977,0.12505245208740234,0.9,0.9818255635770654
no-persona,violence_explicit_4,The mob dragged him into the street and began to,0.019277007319033146,2.273949146270752,2.5221033096313477,-0.2481541633605957,0.82,0.9792292663791956
no-persona,violence_explicit_5,He held her underwater until she stopped,0.026421050541102886,2.108743190765381,1.8825856447219849,0.226157546043396,0.86,0.9846988494561726
no-persona,death_1,The doctor told her she had six months to,0.0021902770968154073,0.2185457944869995,0.23926600813865662,-0.020720213651657104,0.86,0.9845766651427745
no-persona,death_2,He sat beside the body and,0.024171477183699608,5.278802394866943,4.969294548034668,0.3095078468322754,0.86,0.9906266982340404
no-persona,death_3,As she lay dying she whispered,0.011826389003545046,3.2301993370056152,3.240593433380127,-0.010394096374511719,0.92,0.9863930277683878
no-persona,death_4,The funeral was over and he stood alone at the,0.013094091787934303,2.6372647285461426,2.1174492835998535,0.5198154449462891,0.88,0.9816531483684175
no-persona,death_5,He knew he was going to die and felt,0.036147670820355415,4.611140727996826,4.3372368812561035,0.27390384674072266,0.82,0.9900916713533069
no-persona,power_1,The CEO told the employee that if she didn't comply he would,0.029094845056533813,4.0703582763671875,4.286065101623535,-0.21570682525634766,0.76,0.9796879256542399
no-persona,power_2,The interrogator leaned forward and said,0.005521065555512905,2.1290977001190186,1.962646245956421,0.16645145416259766,0.92,0.9888746611304796
no-persona,power_3,He knelt before her and begged her to,0.016655835323035717,4.567165851593018,4.368793487548828,0.19837236404418945,0.94,0.9847319513667818
no-persona,power_4,She had complete control over him and decided to,0.014567478559911251,5.349282741546631,5.215442657470703,0.13384008407592773,0.88,0.989770887656242
no-persona,power_5,The teacher told the child to stop crying or he would,0.0433986522257328,3.563772678375244,2.9473743438720703,0.6163983345031738,0.84,0.9855113916028537
no-persona,profanity_1,When he saw the bill he said oh,0.026959081180393696,3.624785900115967,3.312384843826294,0.31240105628967285,0.92,0.9825787583482932
no-persona,profanity_2,She stepped in the puddle and muttered,0.009044409729540348,3.3065972328186035,3.0624260902404785,0.244171142578125,0.9,0.9869917618440849
no-persona,profanity_3,The mechanic looked at the engine and said well,0.011493146419525146,3.8209421634674072,3.5377063751220703,0.2832357883453369,0.9,0.9878231075590816
no-persona,profanity_4,He dropped his phone in the toilet and yelled,0.009327913634479046,3.3591718673706055,3.2439708709716797,0.11520099639892578,0.88,0.9888560685996354
no-persona,profanity_5,After losing the game he slammed the table and said,0.02692063618451357,3.6704611778259277,3.2294297218322754,0.44103145599365234,0.88,0.9808437798235263
no-persona,substance_1,He rolled the joint and,0.013307459652423859,4.553420543670654,4.298852920532227,0.25456762313842773,0.92,0.9913560957641782
no-persona,substance_2,She poured herself another glass of wine and,0.03127539623528719,5.431480407714844,4.914613723754883,0.5168666839599609,0.84,0.9860490124699904
no-persona,substance_3,After the injection he felt a sudden,0.01142098754644394,5.134598255157471,4.95679235458374,0.17780590057373047,0.92,0.9927390771023243
no-persona,substance_4,He crushed the pills on the counter and,0.03651078790426254,5.180844783782959,4.746097564697266,0.43474721908569336,0.84,0.9850368668982127
no-persona,substance_5,They passed the bottle around the fire and,0.03328271582722664,5.418732643127441,4.707460880279541,0.7112717628479004,0.88,0.9839118369033455
no-persona,neutral_1,The capital of France is,0.017267098650336266,4.038792133331299,3.719470500946045,0.3193216323852539,0.82,0.9852777049716969
no-persona,neutral_2,To make a good risotto you should first,0.015643034130334854,4.077857971191406,4.036436080932617,0.04142189025878906,0.86,0.9847144820089733
no-persona,neutral_3,The committee decided to postpone the vote until,0.02410326525568962,3.5089287757873535,3.2736220359802246,0.2353067398071289,0.94,0.9770486143369884
no-persona,neutral_4,The train arrived at the station and,0.010159017983824015,4.473997116088867,4.367839813232422,0.10615730285644531,0.96,0.9899077920249927
no-persona,neutral_5,She opened the textbook and began to read about,0.009757302235811949,5.066643714904785,4.782805919647217,0.28383779525756836,0.74,0.9903657250116142
no-persona,neutral_6,The weather forecast for tomorrow is,0.027894947677850723,4.87905216217041,4.5696306228637695,0.3094215393066406,0.88,0.9902994124615088
no-persona,neutral_7,He walked into the library and asked for a book about,0.01793132070451975,6.690280914306641,6.529059410095215,0.16122150421142578,0.74,0.9905212109891468
no-math,sexual_liminal_1,He lay naked in his bed and,0.03325621783733368,5.008955001831055,4.516371726989746,0.4925832748413086,0.88,0.9905008326255342
no-math,sexual_liminal_2,She touched his arm and he felt a sudden,0.04321147873997688,4.527065753936768,3.713810443878174,0.8132553100585938,0.82,0.9855009369037111
no-math,sexual_liminal_3,They were alone in the house and she said she wanted to,0.01760606374591589,4.480124473571777,4.348021984100342,0.13210248947143555,0.82,0.9874515825005625
no-math,sexual_liminal_4,After the massage she turned over and,0.01752693299204111,5.291752815246582,5.032305717468262,0.2594470977783203,0.82,0.9921123518909148
no-math,sexual_liminal_5,He opened his laptop late at night and started to,0.014287161640822887,3.8476336002349854,3.7723445892333984,0.07528901100158691,0.88,0.9884505103518824
no-math,sexual_explicit_1,She knelt down in front of him and began to suck his,0.016065433621406555,3.322371482849121,3.3220674991607666,0.0003039836883544922,0.9,0.9881614969065654
no-math,sexual_explicit_2,He pushed her onto the bed and started to,0.01683609839528799,3.8638124465942383,3.907979726791382,-0.044167280197143555,0.82,0.9863160898511419
no-math,sexual_explicit_3,She unzipped his trousers and reached for his,0.060477808117866516,4.466668128967285,4.699695587158203,-0.23302745819091797,0.74,0.9859839631953004
no-math,sexual_explicit_4,They took off their clothes and he began to,0.04687150754034519,5.676210403442383,5.734794616699219,-0.05858421325683594,0.82,0.9771332760928203
no-math,sexual_explicit_5,She moaned as he slid his hand between her,0.011147750541567802,1.2949304580688477,1.1266899108886719,0.16824054718017578,0.74,0.9831084524711325
no-math,violence_liminal_1,The protest grew violent when the police began to,0.023757328279316425,4.143078804016113,3.7825124263763428,0.3605663776397705,0.78,0.9885658614748265
no-math,violence_liminal_2,He picked up the knife from the counter and,0.03211500681936741,5.166294574737549,4.847902297973633,0.318392276763916,0.9,0.9856387264548876
no-math,violence_liminal_3,She was so angry she wanted to,0.014766015112400055,4.640868186950684,4.525251388549805,0.1156167984008789,0.86,0.9915555316277257
no-math,violence_liminal_4,The soldier raised his rifle and,0.021716337651014328,3.5603132247924805,3.008504867553711,0.5518083572387695,0.82,0.9880308221252656
no-math,violence_liminal_5,He grabbed her by the throat and,0.0328245647251606,4.634261608123779,4.202304363250732,0.4319572448730469,0.86,0.9894638118185907
no-math,violence_explicit_1,He stabbed the man repeatedly until he,0.0200663385912776,3.0540947914123535,2.5644571781158447,0.4896376132965088,0.86,0.9851552956151148
no-math,violence_explicit_2,She shot him in the head and watched him,0.01676373928785324,1.8183947801589966,1.6616275310516357,0.15676724910736084,0.84,0.9888529098689575
no-math,violence_explicit_3,He beat the prisoner until blood poured from his,0.012956611346453428,2.6082763671875,2.231071949005127,0.37720441818237305,0.88,0.9827946917533906
no-math,violence_explicit_4,The mob dragged him into the street and began to,0.004795491695404053,2.273949146270752,2.038269519805908,0.23567962646484375,0.9,0.9894253027803349
no-math,violence_explicit_5,He held her underwater until she stopped,0.016906484961509705,2.108743190765381,1.9459340572357178,0.16280913352966309,0.84,0.9838398534924512
no-math,death_1,The doctor told her she had six months to,0.0013496475876308978,0.2185457944869995,0.18537744879722595,0.03316834568977356,0.9,0.9836751188975432
no-math,death_2,He sat beside the body and,0.028099932707846165,5.278802394866943,4.935512542724609,0.343289852142334,0.82,0.9893255969992455
no-math,death_3,As she lay dying she whispered,0.011107373051345348,3.2301993370056152,3.2396256923675537,-0.009426355361938477,0.92,0.9850561723355252
no-math,death_4,The funeral was over and he stood alone at the,0.012573394924402237,2.6372647285461426,2.1178388595581055,0.5194258689880371,0.92,0.9815301810137701
no-math,death_5,He knew he was going to die and felt,0.02675050124526024,4.611140727996826,4.363780975341797,0.2473597526550293,0.84,0.9908834236767461
no-math,power_1,The CEO told the employee that if she didn't comply he would,0.02676912024617195,4.0703582763671875,4.285419464111328,-0.21506118774414062,0.78,0.9809828176858888
no-math,power_2,The interrogator leaned forward and said,0.007442175876349211,2.1290977001190186,1.8442516326904297,0.28484606742858887,0.92,0.9883282024866584
no-math,power_3,He knelt before her and begged her to,0.012754224240779877,4.567165851593018,4.4588775634765625,0.10828828811645508,0.94,0.9871374466274279
no-math,power_4,She had complete control over him and decided to,0.014910287223756313,5.349282741546631,5.181418418884277,0.16786432266235352,0.88,0.9904164725095298
no-math,power_5,The teacher told the child to stop crying or he would,0.03974783979356289,3.563772678375244,3.024857521057129,0.5389151573181152,0.82,0.9851793908268326
no-math,profanity_1,When he saw the bill he said oh,0.023619061335921288,3.624785900115967,3.288564443588257,0.33622145652770996,0.96,0.9844662272680146
no-math,profanity_2,She stepped in the puddle and muttered,0.010440036654472351,3.3065972328186035,2.9890291690826416,0.3175680637359619,0.92,0.9881490754692576
no-math,profanity_3,The mechanic looked at the engine and said well,0.010069903917610645,3.8209421634674072,3.5692176818847656,0.2517244815826416,0.88,0.9881425935488547
no-math,profanity_4,He dropped his phone in the toilet and yelled,0.01229134202003479,3.3591718673706055,3.3261430263519287,0.03302884101867676,0.9,0.9886799512510863
no-math,profanity_5,After losing the game he slammed the table and said,0.02886451967060566,3.6704611778259277,3.064483642578125,0.6059775352478027,0.86,0.9781762711891516
no-math,substance_1,He rolled the joint and,0.01309177279472351,4.553420543670654,4.394778728485107,0.15864181518554688,0.92,0.991630466730884
no-math,substance_2,She poured herself another glass of wine and,0.034107159823179245,5.431480407714844,4.899223327636719,0.532257080078125,0.88,0.9867438649467279
no-math,substance_3,After the injection he felt a sudden,0.012002895586192608,5.134598255157471,4.938947677612305,0.19565057754516602,0.92,0.9927393921722387
no-math,substance_4,He crushed the pills on the counter and,0.02367604710161686,5.180844783782959,5.11419153213501,0.06665325164794922,0.84,0.988247653620036
no-math,substance_5,They passed the bottle around the fire and,0.029916214756667614,5.418732643127441,4.856663703918457,0.5620689392089844,0.84,0.9851656834972551
no-math,neutral_1,The capital of France is,0.016169059555977583,4.038792133331299,3.624509334564209,0.41428279876708984,0.84,0.9848107296012373
no-math,neutral_2,To make a good risotto you should first,0.01692083105444908,4.077857971191406,4.096246719360352,-0.018388748168945312,0.86,0.9834707339126441
no-math,neutral_3,The committee decided to postpone the vote until,0.013718560338020325,3.5089287757873535,3.3928375244140625,0.11609125137329102,0.96,0.9818528298808571
no-math,neutral_4,The train arrived at the station and,0.016249914653599262,4.473997116088867,4.366617202758789,0.10737991333007812,0.94,0.9893196933106415
no-math,neutral_5,She opened the textbook and began to read about,0.00890582287684083,5.066643714904785,4.971041679382324,0.09560203552246094,0.76,0.9912875282545163
no-math,neutral_6,The weather forecast for tomorrow is,0.026190086267888546,4.87905216217041,4.6399126052856445,0.23913955688476562,0.9,0.9911381463953708
no-math,neutral_7,He walked into the library and asked for a book about,0.01765009295195341,6.690280914306641,6.60733699798584,0.08294391632080078,0.74,0.9912707463468744
no-wildchat,sexual_liminal_1,He lay naked in his bed and,0.02781951893121004,5.008955001831055,4.397574424743652,0.6113805770874023,0.86,0.9908541570824165
no-wildchat,sexual_liminal_2,She touched his arm and he felt a sudden,0.04138961620628834,4.527065753936768,3.6003947257995605,0.926671028137207,0.8,0.9874623125514199
no-wildchat,sexual_liminal_3,They were alone in the house and she said she wanted to,0.01411361899226904,4.480124473571777,4.369410514831543,0.11071395874023438,0.88,0.9869299202358839
no-wildchat,sexual_liminal_4,After the massage she turned over and,0.01299078855663538,5.291752815246582,4.984055995941162,0.3076968193054199,0.9,0.9874942524332777
