layer,word,probability,logit,source,model,model_id
2,fuck,1e-08,-2.6836,tracked,base,meta-llama/Llama-3.1-8B
2,kiss,1.51e-06,2.3906,tracked,base,meta-llama/Llama-3.1-8B
2,said,2e-08,-2.1289,tracked,base,meta-llama/Llama-3.1-8B
2,the,2.6e-07,0.6382,tracked,base,meta-llama/Llama-3.1-8B
2,scream,4.9e-07,1.2617,tracked,base,meta-llama/Llama-3.1-8B
3,/or,0.86817443,15.6016,top_k,base,meta-llama/Llama-3.1-8B
3,rog,0.00199026,9.5234,top_k,base,meta-llama/Llama-3.1-8B
3,olan,0.00168912,9.3594,top_k,base,meta-llama/Llama-3.1-8B
3,inson,0.00101653,8.8516,top_k,base,meta-llama/Llama-3.1-8B
3,�장,0.00100077,8.8359,top_k,base,meta-llama/Llama-3.1-8B
3,kill,3.59e-06,3.2051,tracked,base,meta-llama/Llama-3.1-8B
3,fuck,1.4e-07,-0.0563,tracked,base,meta-llama/Llama-3.1-8B
3,kiss,1.5e-07,0.0436,tracked,base,meta-llama/Llama-3.1-8B
3,said,0.0,-4.0312,tracked,base,meta-llama/Llama-3.1-8B
3,the,3.62e-06,3.2148,tracked,base,meta-llama/Llama-3.1-8B
3,scream,3.9e-07,0.9756,tracked,base,meta-llama/Llama-3.1-8B
4,/or,0.21445765,12.0625,top_k,base,meta-llama/Llama-3.1-8B
4,klä,0.01414502,9.3438,top_k,base,meta-llama/Llama-3.1-8B
4,entiful,0.01219377,9.1953,top_k,base,meta-llama/Llama-3.1-8B
4,oom,0.00470112,8.2422,top_k,base,meta-llama/Llama-3.1-8B
4,zwar,0.00441629,8.1797,top_k,base,meta-llama/Llama-3.1-8B
4,kill,8.43e-06,1.918,tracked,base,meta-llama/Llama-3.1-8B
4,fuck,1.11e-06,-0.1058,tracked,base,meta-llama/Llama-3.1-8B
4,kiss,6.5e-07,-0.6514,tracked,base,meta-llama/Llama-3.1-8B
4,said,3e-08,-3.7109,tracked,base,meta-llama/Llama-3.1-8B
4,the,1.877e-05,2.7188,tracked,base,meta-llama/Llama-3.1-8B
4,scream,8.5e-07,-0.3701,tracked,base,meta-llama/Llama-3.1-8B
5,/or,0.3312341,12.7969,top_k,base,meta-llama/Llama-3.1-8B
5,наче,0.03033191,10.4062,top_k,base,meta-llama/Llama-3.1-8B
5,_authenticated,0.00597271,8.7812,top_k,base,meta-llama/Llama-3.1-8B
5,zwar,0.00491302,8.5859,top_k,base,meta-llama/Llama-3.1-8B
5,NECT,0.00487478,8.5781,top_k,base,meta-llama/Llama-3.1-8B
5,kill,3.69e-06,1.3916,tracked,base,meta-llama/Llama-3.1-8B
5,fuck,7e-07,-0.2725,tracked,base,meta-llama/Llama-3.1-8B
5,kiss,2.77e-06,1.1045,tracked,base,meta-llama/Llama-3.1-8B
5,said,1.1e-07,-2.1211,tracked,base,meta-llama/Llama-3.1-8B
5,the,3.68e-06,1.3896,tracked,base,meta-llama/Llama-3.1-8B
5,scream,6.4e-07,-0.3621,tracked,base,meta-llama/Llama-3.1-8B
6,/or,0.04372709,10.75,top_k,base,meta-llama/Llama-3.1-8B
6,наче,0.0091657,9.1875,top_k,base,meta-llama/Llama-3.1-8B
6,zwar,0.00691863,8.9062,top_k,base,meta-llama/Llama-3.1-8B
6,rog,0.00655043,8.8516,top_k,base,meta-llama/Llama-3.1-8B
6,kill,6.4e-07,-0.3799,tracked,base,meta-llama/Llama-3.1-8B
6,fuck,4.5e-06,1.5684,tracked,base,meta-llama/Llama-3.1-8B
6,kiss,1.41e-06,0.406,tracked,base,meta-llama/Llama-3.1-8B
6,said,1.45e-06,0.4365,tracked,base,meta-llama/Llama-3.1-8B
6,the,2.01e-06,0.7612,tracked,base,meta-llama/Llama-3.1-8B
6,scream,5e-06,1.6738,tracked,base,meta-llama/Llama-3.1-8B
7,/or,0.03415123,10.2734,top_k,base,meta-llama/Llama-3.1-8B
7,rne,0.01961141,9.7188,top_k,base,meta-llama/Llama-3.1-8B
7,NECT,0.01074616,9.1172,top_k,base,meta-llama/Llama-3.1-8B
7,наче,0.00476858,8.3047,top_k,base,meta-llama/Llama-3.1-8B
7,šit,0.00424126,8.1875,top_k,base,meta-llama/Llama-3.1-8B
7,kill,1.385e-05,2.4629,tracked,base,meta-llama/Llama-3.1-8B
7,fuck,7.43e-06,1.8408,tracked,base,meta-llama/Llama-3.1-8B
7,kiss,3.43e-06,1.0664,tracked,base,meta-llama/Llama-3.1-8B
7,said,1.37e-06,0.1506,tracked,base,meta-llama/Llama-3.1-8B
7,the,7.86e-06,1.8965,tracked,base,meta-llama/Llama-3.1-8B
7,scream,1.88e-06,0.4661,tracked,base,meta-llama/Llama-3.1-8B
8,rne,0.08365354,11.1016,top_k,base,meta-llama/Llama-3.1-8B
8,pper,0.02434457,9.8672,top_k,base,meta-llama/Llama-3.1-8B
8,errat,0.01282869,9.2266,top_k,base,meta-llama/Llama-3.1-8B
8,وو,0.01088757,9.0625,top_k,base,meta-llama/Llama-3.1-8B
8,/or,0.00714024,8.6406,top_k,base,meta-llama/Llama-3.1-8B
8,kill,9.1e-06,1.9756,tracked,base,meta-llama/Llama-3.1-8B
8,fuck,2.55e-06,0.7046,tracked,base,meta-llama/Llama-3.1-8B
8,kiss,5.49e-06,1.4697,tracked,base,meta-llama/Llama-3.1-8B
8,said,4e-07,-1.1592,tracked,base,meta-llama/Llama-3.1-8B
8,the,3.84e-06,1.1133,tracked,base,meta-llama/Llama-3.1-8B
8,scream,1.1e-06,-0.1412,tracked,base,meta-llama/Llama-3.1-8B
9,pper,0.03686843,10.0938,top_k,base,meta-llama/Llama-3.1-8B
9,наче,0.01455112,9.1641,top_k,base,meta-llama/Llama-3.1-8B
9,then,0.01345759,9.0859,top_k,base,meta-llama/Llama-3.1-8B
9,inson,0.0096177,8.75,top_k,base,meta-llama/Llama-3.1-8B
9,rog,0.00924926,8.7109,top_k,base,meta-llama/Llama-3.1-8B
9,kill,4.5e-07,-1.2246,tracked,base,meta-llama/Llama-3.1-8B
9,fuck,2.92e-06,0.6499,tracked,base,meta-llama/Llama-3.1-8B
9,kiss,6.86e-06,1.5039,tracked,base,meta-llama/Llama-3.1-8B
9,said,4.8e-07,-1.1553,tracked,base,meta-llama/Llama-3.1-8B
9,the,2.28e-06,0.4028,tracked,base,meta-llama/Llama-3.1-8B
9,scream,1.18e-06,-0.2561,tracked,base,meta-llama/Llama-3.1-8B
10,/Dk,0.02789668,10.0938,top_k,base,meta-llama/Llama-3.1-8B
10,наче,0.01829509,9.6719,top_k,base,meta-llama/Llama-3.1-8B
10,edriver,0.00857474,8.9141,top_k,base,meta-llama/Llama-3.1-8B
10,ccess,0.00694403,8.7031,top_k,base,meta-llama/Llama-3.1-8B
10,pper,0.00632261,8.6094,top_k,base,meta-llama/Llama-3.1-8B
10,kill,6.7e-07,-0.5386,tracked,base,meta-llama/Llama-3.1-8B
10,fuck,2.28e-06,0.6812,tracked,base,meta-llama/Llama-3.1-8B
10,kiss,9.92e-06,2.1523,tracked,base,meta-llama/Llama-3.1-8B
10,said,5.7e-07,-0.7119,tracked,base,meta-llama/Llama-3.1-8B
10,the,3.78e-06,1.1865,tracked,base,meta-llama/Llama-3.1-8B
10,scream,3.76e-06,1.1807,tracked,base,meta-llama/Llama-3.1-8B
11,наче,0.06963461,10.5234,top_k,base,meta-llama/Llama-3.1-8B
11,then,0.01933683,9.2422,top_k,base,meta-llama/Llama-3.1-8B
11,/or,0.01288111,8.8359,top_k,base,meta-llama/Llama-3.1-8B
11,frog,0.00481332,7.8516,top_k,base,meta-llama/Llama-3.1-8B
11,/Dk,0.00445159,7.7734,top_k,base,meta-llama/Llama-3.1-8B
11,kill,6.3e-07,-1.0908,tracked,base,meta-llama/Llama-3.1-8B
11,fuck,2.89e-06,0.4321,tracked,base,meta-llama/Llama-3.1-8B
11,kiss,2.64e-06,0.343,tracked,base,meta-llama/Llama-3.1-8B
11,said,6.08e-06,1.1777,tracked,base,meta-llama/Llama-3.1-8B
11,the,4.916e-05,3.2676,tracked,base,meta-llama/Llama-3.1-8B
11,scream,1.02e-06,-0.6035,tracked,base,meta-llama/Llama-3.1-8B
12,/or,0.02567639,9.5547,top_k,base,meta-llama/Llama-3.1-8B
12,наче,0.01878525,9.2422,top_k,base,meta-llama/Llama-3.1-8B
12,/Dk,0.01569566,9.0625,top_k,base,meta-llama/Llama-3.1-8B
12,then,0.01222379,8.8125,top_k,base,meta-llama/Llama-3.1-8B
12,edException,0.00944582,8.5547,top_k,base,meta-llama/Llama-3.1-8B
12,kill,3.61e-06,0.6841,tracked,base,meta-llama/Llama-3.1-8B
12,fuck,4.08e-06,0.8086,tracked,base,meta-llama/Llama-3.1-8B
12,kiss,3.53e-06,0.6631,tracked,base,meta-llama/Llama-3.1-8B
12,said,2.337e-05,2.5527,tracked,base,meta-llama/Llama-3.1-8B
12,the,3.44e-05,2.9395,tracked,base,meta-llama/Llama-3.1-8B
12,scream,3.2e-07,-1.7236,tracked,base,meta-llama/Llama-3.1-8B
13,/or,0.04986982,10.2188,top_k,base,meta-llama/Llama-3.1-8B
13,rog,0.02078884,9.3438,top_k,base,meta-llama/Llama-3.1-8B
13,then,0.00801481,8.3906,top_k,base,meta-llama/Llama-3.1-8B
13,/Dk,0.00614517,8.125,top_k,base,meta-llama/Llama-3.1-8B
13,Shelf,0.00600282,8.1016,top_k,base,meta-llama/Llama-3.1-8B
13,kill,4.5e-06,0.9067,tracked,base,meta-llama/Llama-3.1-8B
13,fuck,2.75e-06,0.4124,tracked,base,meta-llama/Llama-3.1-8B
13,kiss,1.569e-05,2.1543,tracked,base,meta-llama/Llama-3.1-8B
13,said,9.48e-06,1.6504,tracked,base,meta-llama/Llama-3.1-8B
13,the,9.4e-06,1.6426,tracked,base,meta-llama/Llama-3.1-8B
13,scream,4e-08,-3.7676,tracked,base,meta-llama/Llama-3.1-8B
14,/or,0.27999914,11.9766,top_k,base,meta-llama/Llama-3.1-8B
14,then,0.04981041,10.25,top_k,base,meta-llama/Llama-3.1-8B
14,rog,0.01052272,8.6953,top_k,base,meta-llama/Llama-3.1-8B
14,Shelf,0.0039784,7.7227,top_k,base,meta-llama/Llama-3.1-8B
14,kill,2.81e-06,0.4663,tracked,base,meta-llama/Llama-3.1-8B
14,fuck,3.6e-07,-1.5791,tracked,base,meta-llama/Llama-3.1-8B
14,kiss,1.721e-05,2.2793,tracked,base,meta-llama/Llama-3.1-8B
14,said,1.188e-05,1.9092,tracked,base,meta-llama/Llama-3.1-8B
14,the,2.548e-05,2.6719,tracked,base,meta-llama/Llama-3.1-8B
14,scream,6e-08,-3.4336,tracked,base,meta-llama/Llama-3.1-8B
15,/or,0.43385333,12.5703,top_k,base,meta-llama/Llama-3.1-8B
15,then,0.03761467,10.125,top_k,base,meta-llama/Llama-3.1-8B
15,pper,0.00695801,8.4375,top_k,base,meta-llama/Llama-3.1-8B
15,/of,0.00525218,8.1562,top_k,base,meta-llama/Llama-3.1-8B
15,THEN,0.00318561,7.6562,top_k,base,meta-llama/Llama-3.1-8B
15,kill,1.73e-06,0.1356,tracked,base,meta-llama/Llama-3.1-8B
15,fuck,1.71e-06,0.1285,tracked,base,meta-llama/Llama-3.1-8B
15,kiss,1.865e-05,2.5156,tracked,base,meta-llama/Llama-3.1-8B
15,said,7.74e-06,1.6367,tracked,base,meta-llama/Llama-3.1-8B
15,the,2.427e-05,2.7793,tracked,base,meta-llama/Llama-3.1-8B
15,scream,1.2e-07,-2.5,tracked,base,meta-llama/Llama-3.1-8B
16,/or,0.95472467,16.0,top_k,base,meta-llama/Llama-3.1-8B
16,then,0.00497095,10.7422,top_k,base,meta-llama/Llama-3.1-8B
16,/of,0.00187208,9.7656,top_k,base,meta-llama/Llama-3.1-8B
16,pper,0.00060304,8.6328,top_k,base,meta-llama/Llama-3.1-8B
16,hell,0.00033044,8.0312,top_k,base,meta-llama/Llama-3.1-8B
16,kill,2.2e-07,0.707,tracked,base,meta-llama/Llama-3.1-8B
16,fuck,6e-08,-0.5454,tracked,base,meta-llama/Llama-3.1-8B
16,kiss,1.06e-06,2.293,tracked,base,meta-llama/Llama-3.1-8B
16,said,1.68e-06,2.748,tracked,base,meta-llama/Llama-3.1-8B
16,the,2.63e-06,3.1992,tracked,base,meta-llama/Llama-3.1-8B
16,scream,3e-08,-1.123,tracked,base,meta-llama/Llama-3.1-8B
17,/or,0.89360398,15.0234,top_k,base,meta-llama/Llama-3.1-8B
17,then,0.02827952,11.5703,top_k,base,meta-llama/Llama-3.1-8B
17,then,0.00269278,9.2188,top_k,base,meta-llama/Llama-3.1-8B
17,rog,0.00106278,8.2891,top_k,base,meta-llama/Llama-3.1-8B
17,kill,8.9e-07,1.209,tracked,base,meta-llama/Llama-3.1-8B
17,fuck,5.3e-07,0.6855,tracked,base,meta-llama/Llama-3.1-8B
17,kiss,4.46e-06,2.8145,tracked,base,meta-llama/Llama-3.1-8B
17,said,7.32e-06,3.3105,tracked,base,meta-llama/Llama-3.1-8B
17,the,1.304e-05,3.8887,tracked,base,meta-llama/Llama-3.1-8B
17,scream,9e-08,-1.0352,tracked,base,meta-llama/Llama-3.1-8B
18,/or,0.88098568,14.7031,top_k,base,meta-llama/Llama-3.1-8B
18,then,0.00905137,10.125,top_k,base,meta-llama/Llama-3.1-8B
18,hra,0.00099589,7.918,top_k,base,meta-llama/Llama-3.1-8B
18,kill,1.15e-06,1.1543,tracked,base,meta-llama/Llama-3.1-8B
18,fuck,1.6e-07,-0.7974,tracked,base,meta-llama/Llama-3.1-8B
18,kiss,5.48e-06,2.7148,tracked,base,meta-llama/Llama-3.1-8B
18,said,1.182e-05,3.4844,tracked,base,meta-llama/Llama-3.1-8B
18,the,7.19e-06,2.9863,tracked,base,meta-llama/Llama-3.1-8B
18,scream,1.1e-07,-1.2041,tracked,base,meta-llama/Llama-3.1-8B
19,/or,0.93329066,15.4688,top_k,base,meta-llama/Llama-3.1-8B
19,then,0.00432199,10.0938,top_k,base,meta-llama/Llama-3.1-8B
19,thrott,0.00090594,8.5312,top_k,base,meta-llama/Llama-3.1-8B
19,hold,0.00083134,8.4453,top_k,base,meta-llama/Llama-3.1-8B
19,vice,0.00064241,8.1875,top_k,base,meta-llama/Llama-3.1-8B
19,kill,1.9e-07,0.0601,tracked,base,meta-llama/Llama-3.1-8B
19,fuck,1.5e-07,-0.1608,tracked,base,meta-llama/Llama-3.1-8B
19,kiss,4.9e-07,1.0078,tracked,base,meta-llama/Llama-3.1-8B
19,said,2.63e-06,2.6875,tracked,base,meta-llama/Llama-3.1-8B
19,the,5.7e-07,1.1514,tracked,base,meta-llama/Llama-3.1-8B
19,scream,4e-08,-1.5264,tracked,base,meta-llama/Llama-3.1-8B
20,/or,0.89306843,14.9297,top_k,base,meta-llama/Llama-3.1-8B
20,hold,0.0083544,10.2578,top_k,base,meta-llama/Llama-3.1-8B
20,then,0.0031463,9.2812,top_k,base,meta-llama/Llama-3.1-8B
20,rog,0.00309752,9.2656,top_k,base,meta-llama/Llama-3.1-8B
20,she,0.00150961,8.5469,top_k,base,meta-llama/Llama-3.1-8B
20,kill,5.4e-07,0.6113,tracked,base,meta-llama/Llama-3.1-8B
20,fuck,1.9e-07,-0.4551,tracked,base,meta-llama/Llama-3.1-8B
20,kiss,8.9e-07,1.1055,tracked,base,meta-llama/Llama-3.1-8B
20,said,1.291e-05,3.7852,tracked,base,meta-llama/Llama-3.1-8B
20,the,3.8e-07,0.2588,tracked,base,meta-llama/Llama-3.1-8B
20,scream,6e-08,-1.5518,tracked,base,meta-llama/Llama-3.1-8B
21,/or,0.79245031,14.2891,top_k,base,meta-llama/Llama-3.1-8B
21,began,0.01157176,10.0625,top_k,base,meta-llama/Llama-3.1-8B
21,thrott,0.00944459,9.8594,top_k,base,meta-llama/Llama-3.1-8B
21,suff,0.00463903,9.1484,top_k,base,meta-llama/Llama-3.1-8B
21,then,0.00463903,9.1484,top_k,base,meta-llama/Llama-3.1-8B
21,kill,3.11e-06,1.8398,tracked,base,meta-llama/Llama-3.1-8B
21,fuck,1.8e-07,-0.9814,tracked,base,meta-llama/Llama-3.1-8B
21,kiss,2.48e-06,1.6143,tracked,base,meta-llama/Llama-3.1-8B
21,said,9.666e-05,5.2773,tracked,base,meta-llama/Llama-3.1-8B
21,the,7e-07,0.3455,tracked,base,meta-llama/Llama-3.1-8B
21,scream,3e-07,-0.5142,tracked,base,meta-llama/Llama-3.1-8B
22,/or,0.66129386,13.6328,top_k,base,meta-llama/Llama-3.1-8B
22,compress,0.0183249,10.0469,top_k,base,meta-llama/Llama-3.1-8B
22,thrott,0.01438338,9.8047,top_k,base,meta-llama/Llama-3.1-8B
22,suff,0.0129943,9.7031,top_k,base,meta-llama/Llama-3.1-8B
22,began,0.01220702,9.6406,top_k,base,meta-llama/Llama-3.1-8B
22,kill,5.45e-06,1.9268,tracked,base,meta-llama/Llama-3.1-8B
22,fuck,1.8e-07,-1.5088,tracked,base,meta-llama/Llama-3.1-8B
22,kiss,1.28e-06,0.48,tracked,base,meta-llama/Llama-3.1-8B
22,said,0.00041445,6.2578,tracked,base,meta-llama/Llama-3.1-8B
22,the,1.09e-06,0.3167,tracked,base,meta-llama/Llama-3.1-8B
22,scream,3.7e-07,-0.7676,tracked,base,meta-llama/Llama-3.1-8B
23,began,0.30775774,13.1094,top_k,base,meta-llama/Llama-3.1-8B
23,/or,0.23596604,12.8438,top_k,base,meta-llama/Llama-3.1-8B
23,suff,0.12434536,12.2031,top_k,base,meta-llama/Llama-3.1-8B
23,threatened,0.02626863,10.6484,top_k,base,meta-llama/Llama-3.1-8B
23,compress,0.00943983,9.625,top_k,base,meta-llama/Llama-3.1-8B
23,kill,3.61e-06,1.7568,tracked,base,meta-llama/Llama-3.1-8B
23,fuck,1.5e-07,-1.4395,tracked,base,meta-llama/Llama-3.1-8B
23,kiss,3.6e-06,1.752,tracked,base,meta-llama/Llama-3.1-8B
23,said,0.00026674,6.0586,tracked,base,meta-llama/Llama-3.1-8B
23,the,4.4e-07,-0.3394,tracked,base,meta-llama/Llama-3.1-8B
23,scream,2.1e-07,-1.0908,tracked,base,meta-llama/Llama-3.1-8B
24,suff,0.38878804,13.3203,top_k,base,meta-llama/Llama-3.1-8B
24,began,0.12138555,12.1562,top_k,base,meta-llama/Llama-3.1-8B
24,/or,0.05601023,11.3828,top_k,base,meta-llama/Llama-3.1-8B
24,threatened,0.0345069,10.8984,top_k,base,meta-llama/Llama-3.1-8B
24,strang,0.03292672,10.8516,top_k,base,meta-llama/Llama-3.1-8B
24,kill,1.167e-05,2.9062,tracked,base,meta-llama/Llama-3.1-8B
24,fuck,1.6e-07,-1.4072,tracked,base,meta-llama/Llama-3.1-8B
24,kiss,2.57e-06,1.3916,tracked,base,meta-llama/Llama-3.1-8B
24,said,0.00155208,7.7969,tracked,base,meta-llama/Llama-3.1-8B
24,the,4.6e-07,-0.3176,tracked,base,meta-llama/Llama-3.1-8B
24,scream,3.6e-07,-0.5649,tracked,base,meta-llama/Llama-3.1-8B
25,suff,0.39771912,13.3672,top_k,base,meta-llama/Llama-3.1-8B
25,/or,0.07243003,11.6641,top_k,base,meta-llama/Llama-3.1-8B
25,began,0.06751221,11.5938,top_k,base,meta-llama/Llama-3.1-8B
25,threatened,0.06492586,11.5547,top_k,base,meta-llama/Llama-3.1-8B
25,thrott,0.03189051,10.8438,top_k,base,meta-llama/Llama-3.1-8B
25,kill,2.014e-05,3.4766,tracked,base,meta-llama/Llama-3.1-8B
25,fuck,3.2e-07,-0.6602,tracked,base,meta-llama/Llama-3.1-8B
25,kiss,3.44e-06,1.708,tracked,base,meta-llama/Llama-3.1-8B
25,said,0.00106595,7.4453,tracked,base,meta-llama/Llama-3.1-8B
25,the,4.3e-07,-0.3789,tracked,base,meta-llama/Llama-3.1-8B
25,scream,2.4e-07,-0.9673,tracked,base,meta-llama/Llama-3.1-8B
26,suff,0.35357052,13.1562,top_k,base,meta-llama/Llama-3.1-8B
26,threw,0.07706471,11.6328,top_k,base,meta-llama/Llama-3.1-8B
26,began,0.05594298,11.3125,top_k,base,meta-llama/Llama-3.1-8B
26,throw,0.04189936,11.0234,top_k,base,meta-llama/Llama-3.1-8B
26,thrott,0.03697605,10.8984,top_k,base,meta-llama/Llama-3.1-8B
26,kill,1.65e-05,3.1836,tracked,base,meta-llama/Llama-3.1-8B
26,fuck,4.4e-07,-0.4358,tracked,base,meta-llama/Llama-3.1-8B
26,kiss,4.38e-06,1.8574,tracked,base,meta-llama/Llama-3.1-8B
26,said,0.00238234,8.1562,tracked,base,meta-llama/Llama-3.1-8B
26,the,1.53e-06,0.8037,tracked,base,meta-llama/Llama-3.1-8B
26,scream,2.9e-07,-0.8662,tracked,base,meta-llama/Llama-3.1-8B
27,suff,0.18177883,12.1875,top_k,base,meta-llama/Llama-3.1-8B
27,began,0.09806232,11.5703,top_k,base,meta-llama/Llama-3.1-8B
27,threw,0.09579072,11.5469,top_k,base,meta-llama/Llama-3.1-8B
27,thrott,0.05087406,10.9141,top_k,base,meta-llama/Llama-3.1-8B
27,throw,0.02831568,10.3281,top_k,base,meta-llama/Llama-3.1-8B
27,kill,1.56e-05,2.8242,tracked,base,meta-llama/Llama-3.1-8B
27,fuck,7.7e-07,-0.1871,tracked,base,meta-llama/Llama-3.1-8B
27,kiss,1.515e-05,2.7949,tracked,base,meta-llama/Llama-3.1-8B
27,said,0.00437641,8.4609,tracked,base,meta-llama/Llama-3.1-8B
27,the,1.17e-06,0.231,tracked,base,meta-llama/Llama-3.1-8B
27,scream,1.07e-06,0.1451,tracked,base,meta-llama/Llama-3.1-8B
28,began,0.22316794,12.2344,top_k,base,meta-llama/Llama-3.1-8B
28,threw,0.15949094,11.8984,top_k,base,meta-llama/Llama-3.1-8B
28,suff,0.05686824,10.8672,top_k,base,meta-llama/Llama-3.1-8B
28,throw,0.02837262,10.1719,top_k,base,meta-llama/Llama-3.1-8B
28,threatened,0.02503875,10.0469,top_k,base,meta-llama/Llama-3.1-8B
28,kill,1.206e-05,2.4082,tracked,base,meta-llama/Llama-3.1-8B
28,fuck,1.95e-06,0.584,tracked,base,meta-llama/Llama-3.1-8B
28,kiss,2.995e-05,3.3184,tracked,base,meta-llama/Llama-3.1-8B
28,said,0.00590094,8.6016,tracked,base,meta-llama/Llama-3.1-8B
28,the,2.78e-06,0.9399,tracked,base,meta-llama/Llama-3.1-8B
28,scream,1.92e-06,0.5693,tracked,base,meta-llama/Llama-3.1-8B
29,threw,0.23348485,12.7734,top_k,base,meta-llama/Llama-3.1-8B
29,suff,0.15432407,12.3594,top_k,base,meta-llama/Llama-3.1-8B
29,began,0.15432407,12.3594,top_k,base,meta-llama/Llama-3.1-8B
29,str,0.0268175,10.6094,top_k,base,meta-llama/Llama-3.1-8B
29,thrott,0.02293822,10.4531,top_k,base,meta-llama/Llama-3.1-8B
29,kill,6.9e-06,2.3438,tracked,base,meta-llama/Llama-3.1-8B
29,fuck,1.12e-06,0.5229,tracked,base,meta-llama/Llama-3.1-8B
29,kiss,9.05e-06,2.6152,tracked,base,meta-llama/Llama-3.1-8B
29,said,0.00448165,8.8203,tracked,base,meta-llama/Llama-3.1-8B
29,the,5.39e-06,2.0977,tracked,base,meta-llama/Llama-3.1-8B
29,scream,9.3e-07,0.3369,tracked,base,meta-llama/Llama-3.1-8B
30,began,0.1537144,11.9531,top_k,base,meta-llama/Llama-3.1-8B
30,suff,0.08622596,11.375,top_k,base,meta-llama/Llama-3.1-8B
30,thrott,0.05834341,10.9844,top_k,base,meta-llama/Llama-3.1-8B
30,tried,0.04268495,10.6719,top_k,base,meta-llama/Llama-3.1-8B
30,str,0.03456732,10.4609,top_k,base,meta-llama/Llama-3.1-8B
30,kill,8.87e-06,2.1934,tracked,base,meta-llama/Llama-3.1-8B
30,fuck,3.1e-06,1.1426,tracked,base,meta-llama/Llama-3.1-8B
30,kiss,1.083e-05,2.3926,tracked,base,meta-llama/Llama-3.1-8B
30,said,0.01385777,9.5469,tracked,base,meta-llama/Llama-3.1-8B
30,the,2.915e-05,3.3828,tracked,base,meta-llama/Llama-3.1-8B
30,scream,7.1e-07,-0.333,tracked,base,meta-llama/Llama-3.1-8B
31,began,0.22370079,14.0469,top_k,base,meta-llama/Llama-3.1-8B
31,threw,0.12846056,13.4922,top_k,base,meta-llama/Llama-3.1-8B
31,held,0.06020825,12.7344,top_k,base,meta-llama/Llama-3.1-8B
31,threatened,0.05190276,12.5859,top_k,base,meta-llama/Llama-3.1-8B
31,pushed,0.0440493,12.4219,top_k,base,meta-llama/Llama-3.1-8B
31,kill,3.47e-06,2.9727,tracked,base,meta-llama/Llama-3.1-8B
31,fuck,4.75e-06,3.2871,tracked,base,meta-llama/Llama-3.1-8B
31,kiss,3.15e-06,2.877,tracked,base,meta-llama/Llama-3.1-8B
31,said,0.00378931,9.9688,tracked,base,meta-llama/Llama-3.1-8B
31,the,1.927e-05,4.6875,tracked,base,meta-llama/Llama-3.1-8B
31,scream,6.9e-07,1.3584,tracked,base,meta-llama/Llama-3.1-8B
32,threw,0.09119845,16.1875,top_k,base,meta-llama/Llama-3.1-8B
32,choked,0.08303714,16.0938,top_k,base,meta-llama/Llama-3.1-8B
32,slammed,0.06122774,15.7891,top_k,base,meta-llama/Llama-3.1-8B
32,pushed,0.05488419,15.6797,top_k,base,meta-llama/Llama-3.1-8B
32,began,0.05075958,15.6016,top_k,base,meta-llama/Llama-3.1-8B
32,kill,3.28e-06,5.9531,tracked,base,meta-llama/Llama-3.1-8B
32,fuck,4.99e-06,6.375,tracked,base,meta-llama/Llama-3.1-8B
