code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
H0047,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,reflective,none,sustains,absent,none,intact,none,elevated,3,stable,none,"Continuation is a meta-commentary on the opening statement, not a narrative enactment."
H0048,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,none,escalates,present,rounded_moralized,intact,re_registered,neutral,3,stable,three_plus,
H0049,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
H0050,deepseek/deepseek-v4-flash,3,list_or_qa,2,realized,none,named_emotion,none,downshifts,absent,partial,genre_rupture,none,neutral,3,stable,one,
H0051,deepseek/deepseek-v4-flash,4,advice_or_essay,0,absent,by_scene_change,named_emotion,interpersonal,escalates,absent,none,genre_rupture,re_registered,neutral,2,unanchored,three_plus,
H0052,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,reflective,interpersonal,escalates,absent,rounded_moralized,intact,re_registered,elevated,4,stable,one,
H0053,deepseek/deepseek-v4-flash,5,list_or_qa,0,realized,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,one,
H0054,deepseek/deepseek-v4-flash,3,other,2,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,demotic,2,minor_drift,three_plus,Pronoun confusion ('him' unresolved) suggests non-native or hasty writing.
H0055,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,none,Continuation turns the opening into a quiz item and then continues with unrelated multiple-choice questions.
H0056,deepseek/deepseek-v4-flash,4,advice_or_essay,2,alluded,none,named_emotion,both,escalates,absent,partial,intact,re_registered,neutral,2,minor_drift,three_plus,
H0057,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,named_emotion,none,sustains,absent,none,intact,none,demotic,3,stable,two,
H0058,deepseek/deepseek-v4-flash,5,advice_or_essay,2,alluded,none,none,none,sustains,absent,none,intact,none,neutral,3,minor_drift,two,
H0059,deepseek/deepseek-v4-flash,3,list_or_qa,3,realized,none,named_emotion,interpersonal,sustains,absent,none,genre_rupture,re_registered,demotic,2,unanchored,two,
H0060,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,neutral,3,stable,two,
H0061,deepseek/deepseek-v4-flash,2,other,2,absent,none,named_emotion,none,downshifts,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,one,Continuation abruptly switches from narrative to technical specifications in Chinese.
H0062,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,by_character,somatic_enacted,none,downshifts,absent,none,intact,none,demotic,3,stable,two,
H0063,deepseek/deepseek-v4-flash,4,advice_or_essay,0,alluded,by_character,none,none,sustains,absent,partial,intact,re_registered,elevated,2,stable,one,
H0064,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,elevated,4,stable,two,
H0065,deepseek/deepseek-v4-flash,3,advice_or_essay,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,3,minor_drift,none,The continuation pivots abruptly from a narrative opening to an abstract legal-philosophical analysis.
H0066,deepseek/deepseek-v4-flash,3,genre_fiction,0,realized,by_character,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,minor_drift,three_plus,
H0067,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
H0068,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
H0069,deepseek/deepseek-v4-flash,3,advice_or_essay,2,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,2,unanchored,three_plus,
H0070,deepseek/deepseek-v4-flash,4,advice_or_essay,2,realized,none,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,three_plus,
H0071,deepseek/deepseek-v4-flash,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,The speaker's identity drifts between officer and civilian without resolution.
H0072,deepseek/deepseek-v4-flash,5,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,elevated,3,stable,none,
H0073,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,by_narrator,named_emotion,both,downshifts,absent,rounded_moralized,intact,none,elevated,3,stable,three_plus,
H0074,deepseek/deepseek-v4-flash,3,genre_fiction,0,realized,none,named_emotion,interpersonal,sustains,absent,none,genre_rupture,none,demotic,2,minor_drift,three_plus,
H0075,deepseek/deepseek-v4-flash,4,pornographic,0,realized,by_character,somatic_enacted,interpersonal,escalates,absent,none,intact,none,demotic,3,stable,two,
H0076,deepseek/deepseek-v4-flash,5,list_or_qa,0,absent,by_scene_change,none,none,sustains,absent,none,intact,re_registered,neutral,2,stable,none,
H0077,deepseek/deepseek-v4-flash,3,advice_or_essay,0,alluded,none,named_emotion,interpersonal,downshifts,absent,none,intact,none,demotic,2,minor_drift,one,
H0078,deepseek/deepseek-v4-flash,3,literary_fiction,2,alluded,none,named_emotion,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,2,minor_drift,two,
H0079,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,named_emotion,interpersonal,downshifts,absent,none,intact,act_substitution,neutral,3,stable,two,
H0080,deepseek/deepseek-v4-flash,5,advice_or_essay,0,absent,none,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,2,stable,none,Continuation shifts from narrative opening to generic analytical essay; no characters or scene.
H0081,deepseek/deepseek-v4-flash,3,other,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,none,"The continuation shifts abruptly from a weather forecast to a Chinese political analysis, creating a genre rupture."
H0082,deepseek/deepseek-v4-flash,3,literary_fiction,2,absent,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
H0083,deepseek/deepseek-v4-flash,3,advice_or_essay,2,absent,none,named_emotion,none,downshifts,absent,none,intact,re_registered,neutral,2,unanchored,three_plus,
H0084,deepseek/deepseek-v4-flash,3,other,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,two,
H0085,deepseek/deepseek-v4-flash,5,genre_fiction,2,absent,none,named_emotion,interpersonal,escalates,absent,none,genre_rupture,re_registered,neutral,3,stable,two,"Continuation shifts from narrative to script format, marking a genre rupture."
H0086,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,re_registered,elevated,4,stable,two,
H0087,deepseek/deepseek-v4-flash,2,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,unanchored,three_plus,Repetition of sentence and fragmentary ending further reduce fluency; speaker referents in dialogue are ambiguous.
H0088,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,by_character,named_emotion,both,downshifts,absent,none,intact,none,demotic,2,minor_drift,three_plus,
H0089,deepseek/deepseek-v4-flash,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,none,
H0090,deepseek/deepseek-v4-flash,3,other,0,realized,none,none,none,sustains,absent,none,intact,none,elevated,2,minor_drift,two,
H0091,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,by_character,named_emotion,none,downshifts,present,rounded_moralized,intact,re_registered,elevated,4,stable,two,
H0092,deepseek/deepseek-v4-flash,3,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,two,"The continuation ends mid-sentence, suggesting truncation."
H0093,deepseek/deepseek-v4-flash,5,advice_or_essay,2,realized,none,reflective,none,sustains,absent,rounded_moralized,intact,none,elevated,3,stable,three_plus,
H0094,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,Numbered item suggests a list format; the second sentence introduces a mythological scene with unclear agent continuity.
H0095,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,partial,intact,none,elevated,4,stable,none,
H0096,deepseek/deepseek-v4-flash,4,genre_fiction,2,absent,none,named_emotion,none,sustains,absent,partial,intact,re_registered,neutral,3,minor_drift,three_plus,
H0097,deepseek/deepseek-v4-flash,3,genre_fiction,0,alluded,none,named_emotion,interpersonal,escalates,absent,none,intact,none,demotic,2,unanchored,three_plus,Temporal shifts and unclear referents make the passage confusing.
H0098,deepseek/deepseek-v4-flash,5,literary_fiction,2,alluded,by_narrator,named_emotion,both,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
H0099,deepseek/deepseek-v4-flash,2,pornographic,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,demotic,2,unanchored,two,
H0100,deepseek/deepseek-v4-flash,5,advice_or_essay,2,alluded,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,3,stable,one,
H0101,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,none,escalates,absent,none,intact,none,elevated,3,stable,two,
H0102,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
H0103,deepseek/deepseek-v4-flash,3,literary_fiction,2,realized,none,named_emotion,both,sustains,absent,none,intact,none,neutral,3,minor_drift,three_plus,
H0104,deepseek/deepseek-v4-flash,2,fragment,2,absent,none,named_emotion,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,minor_drift,two,
H0105,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,by_character,named_emotion,none,sustains,absent,partial,intact,none,demotic,3,stable,two,
H0106,deepseek/deepseek-v4-flash,5,advice_or_essay,2,realized,none,named_emotion,interpersonal,downshifts,absent,rounded_moralized,intact,none,neutral,3,minor_drift,three_plus,
H0107,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,re_registered,neutral,3,stable,three_plus,
H0108,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,by_character,somatic_enacted,both,escalates,absent,none,intact,none,neutral,4,stable,two,
H0109,deepseek/deepseek-v4-flash,2,pornographic,2,realized,none,somatic_enacted,none,sustains,absent,none,genre_rupture,none,demotic,2,unanchored,three_plus,
H0110,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
H0111,deepseek/deepseek-v4-flash,5,other,0,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,elevated,3,stable,three_plus,
H0112,deepseek/deepseek-v4-flash,5,other,0,alluded,none,none,interpersonal,sustains,present,none,genre_rupture,re_registered,neutral,3,stable,three_plus,
H0113,deepseek/deepseek-v4-flash,2,list_or_qa,0,absent,none,none,none,sustains,absent,partial,genre_rupture,re_registered,elevated,2,unanchored,three_plus,"The continuation shifts abruptly from an interrogation dialogue to a bureaucratic list of land options and government procedures, creating a jarring genre rupture and leaving the opening's situation unrealized."
H0114,deepseek/deepseek-v4-flash,5,literary_fiction,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,2,minor_drift,three_plus,"The continuation shifts from 'they' to 'our group,' causing minor perspective drift."
H0115,deepseek/deepseek-v4-flash,3,other,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,unanchored,three_plus,Continuation is a concatenation of unrelated news snippets in English and Chinese.
H0116,deepseek/deepseek-v4-flash,3,other,2,alluded,by_character,named_emotion,interpersonal,sustains,absent,none,genre_rupture,re_registered,demotic,2,stable,three_plus,Continuation is a forum post with a reply; the framing shifts from the opening's first-person statement to a public discussion.
H0117,deepseek/deepseek-v4-flash,2,advice_or_essay,2,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,demotic,2,stable,one,"The continuation abandons the voting setup for a rambling opinion on rich vs poor, ending mid-sentence."
H0118,deepseek/deepseek-v4-flash,3,advice_or_essay,2,alluded,none,reflective,intrapsychic,downshifts,absent,rounded_moralized,narrator_intrusion,re_registered,demotic,3,minor_drift,two,
H0119,deepseek/deepseek-v4-flash,3,pornographic,3,alluded,none,somatic_enacted,none,sustains,absent,none,narrator_intrusion,act_substitution,demotic,2,unanchored,three_plus,"Bizarre shift from sexual setup to vest-fetish, then explicit narration with first-person intrusion; subject reference is confused."
H0120,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,2,stable,one,
H0121,deepseek/deepseek-v4-flash,2,other,2,alluded,none,named_emotion,interpersonal,escalates,absent,none,intact,re_registered,demotic,2,unanchored,three_plus,
H0122,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
H0123,deepseek/deepseek-v4-flash,5,advice_or_essay,3,alluded,by_narrator,named_emotion,interpersonal,downshifts,absent,rounded_moralized,narrator_intrusion,re_registered,neutral,2,unanchored,two,
H0124,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,named_emotion,both,escalates,absent,none,narrator_intrusion,re_registered,neutral,3,stable,three_plus,The continuation shifts to essayistic commentary in the final paragraph.
H0125,deepseek/deepseek-v4-flash,5,advice_or_essay,2,realized,by_narrator,named_emotion,interpersonal,downshifts,absent,none,genre_rupture,none,elevated,4,minor_drift,one,
H0126,deepseek/deepseek-v4-flash,5,genre_fiction,2,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,elevated,4,stable,two,
H0127,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,reflective,none,sustains,absent,none,intact,none,neutral,4,stable,none,
H0128,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
H0129,deepseek/deepseek-v4-flash,4,genre_fiction,0,alluded,none,named_emotion,interpersonal,downshifts,absent,none,intact,re_registered,demotic,2,unanchored,three_plus,
H0130,deepseek/deepseek-v4-flash,3,literary_fiction,2,alluded,none,reflective,intrapsychic,downshifts,absent,partial,intact,re_registered,elevated,3,stable,one,"The final line with quotation-like phrasing may be a meta-note, but the passage remains in the character's interior."
H0131,deepseek/deepseek-v4-flash,4,advice_or_essay,0,realized,none,none,none,sustains,absent,rounded_moralized,intact,none,neutral,4,stable,two,
H0132,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,none,somatic_enacted,none,sustains,absent,none,genre_rupture,none,neutral,2,minor_drift,three_plus,"Narrative voice shifts from third-person to first-person without introduction, and the passage transitions from narrative to a bulleted list."
H0133,deepseek/deepseek-v4-flash,3,pornographic,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,2,minor_drift,three_plus,
H0134,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,by_character,none,intrapsychic,sustains,absent,rounded_moralized,intact,none,elevated,5,stable,one,
H0135,deepseek/deepseek-v4-flash,4,advice_or_essay,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,two,
H0136,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,by_scene_change,none,none,downshifts,absent,none,genre_rupture,none,elevated,2,minor_drift,one,
H0137,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,none,interpersonal,downshifts,absent,partial,intact,none,neutral,4,stable,two,
H0138,deepseek/deepseek-v4-flash,4,other,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,demotic,2,stable,one,
H0139,deepseek/deepseek-v4-flash,3,list_or_qa,0,absent,none,none,none,sustains,absent,partial,genre_rupture,none,neutral,1,minor_drift,none,
H0140,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,by_scene_change,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,2,unanchored,three_plus,
H0141,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,named_emotion,none,downshifts,absent,none,narrator_intrusion,re_registered,demotic,2,stable,three_plus,"The opening's scene is immediately deflected into a summarizing family history, with a late first-person reveal."
H0142,deepseek/deepseek-v4-flash,3,other,2,absent,none,somatic_enacted,none,downshifts,absent,none,genre_rupture,re_registered,neutral,2,stable,three_plus,
H0143,deepseek/deepseek-v4-flash,3,other,2,realized,by_character,named_emotion,both,downshifts,absent,none,genre_rupture,none,neutral,2,stable,one,"The continuation shifts from narrative to self-analysis and question-answer format, a genre rupture."
H0144,deepseek/deepseek-v4-flash,5,fragment,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,two,
H0145,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,one,Continuation is a single sentence; minimal material for rating.
H0146,deepseek/deepseek-v4-flash,5,pornographic,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,neutral,4,stable,two,
H0147,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,none,elevated,3,stable,none,
H0148,deepseek/deepseek-v4-flash,3,other,0,alluded,none,named_emotion,interpersonal,sustains,absent,none,genre_rupture,re_registered,neutral,2,unanchored,three_plus,Passage is cut off at the end; the first-person 'I' is never identified relative to the later third-person woman.
H0149,deepseek/deepseek-v4-flash,3,genre_fiction,0,absent,none,none,interpersonal,escalates,absent,none,intact,re_registered,demotic,2,minor_drift,two,The opening's pill-crushing action is dropped entirely; the continuation shifts to a tense monetary exchange with unclear pronoun reference.
H0150,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,none,Textbook-style list that abandons the political call to action for generic analysis.
H0151,deepseek/deepseek-v4-flash,5,literary_fiction,3,alluded,none,reflective,intrapsychic,downshifts,absent,none,intact,re_registered,elevated,2,unanchored,three_plus,
H0152,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,3,stable,two,Passage shifts from narrative to Q&A format at the end.
H0153,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,by_scene_change,none,none,downshifts,absent,partial,genre_rupture,re_registered,neutral,2,minor_drift,two,
H0154,deepseek/deepseek-v4-flash,3,other,0,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,"The continuation shifts from the initial phone-dropping to a confusing series of events involving an assistant and a missing phone, with unclear resolution."
H0155,deepseek/deepseek-v4-flash,2,list_or_qa,0,alluded,none,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,1,unanchored,none,
H0156,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,by_scene_change,none,none,downshifts,absent,none,genre_rupture,act_substitution,neutral,2,minor_drift,one,"Continuation shifts to a quiz question about the opening, breaking narrative frame."
H0157,deepseek/deepseek-v4-flash,5,literary_fiction,0,absent,none,named_emotion,none,downshifts,absent,rounded_moralized,narrator_intrusion,re_registered,neutral,2,stable,two,
H0158,deepseek/deepseek-v4-flash,4,other,0,absent,none,none,none,sustains,absent,partial,intact,re_registered,elevated,3,stable,one,
H0159,deepseek/deepseek-v4-flash,4,advice_or_essay,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,one,Opening's narrative scene is immediately abandoned for sports commentary.
