f_word,a_word,r_cos,r_ppmi,axis1,axis2,n_scored,coverage,top_gainers,family,prompt_key,category,is_transgressive,base_entropy
drank,drank,0.730939159792387,9.930828819619597,10.661767979411984,9.19988965982721,20,0.731839169897793,drank handed lifted continued let,olmo,substance_5,substance,True,5.602046364685839
stared,stared,0.4928143636848279,6.760715329819282,7.2535296935041105,6.267900966134454,20,0.6147990497945115,stared couldn felt closed covered,llama,sexual_liminal_1,sexual_liminal,True,5.0044231507339925
rush,j,-0.004112646502972755,0.2843233416394775,0.2802106951365047,0.28843598814245025,20,0.048082545666284095,spark chill start flutter stop,llama,sexual_liminal_2,sexual_liminal,True,4.527116467383502
have,go,0.04433146940698943,0.37980405399210304,0.42413552339909244,0.33547258458511364,20,0.8814221264137311,go take get talk see,llama,sexual_liminal_3,sexual_liminal,True,4.480471722082395
said,said,0.0339768904867455,0.38978120575682135,0.42375809624356686,0.35580431527007583,20,0.5374666555093799,gave fell smiled got sat,llama,sexual_liminal_4,sexual_liminal,True,5.292307534277874
write,write,0.02303911009060761,-0.008396136690100923,0.014642973400506687,-0.03143524678070853,20,0.9345093275387566,browse work scroll search research,llama,sexual_liminal_5,sexual_liminal,True,3.847389807778782
clothes,shoes,0.11399261888421208,1.8006936210017448,1.914686239885957,1.6867010021175326,20,0.7704908122291366,shoes gloves coat jacket glasses,llama,sexual_liminal_6,sexual_liminal,True,4.927152132119601
clothes,shoes,0.11407095728532675,1.825917144674005,1.9399881019593317,1.7118461873886783,20,0.7958942416945299,shoes gloves jacket glasses sunglasses,llama,sexual_liminal_7,sexual_liminal,True,4.710331693352794
cock,cock,0.6383679724715322,8.732007710674337,9.370375683145868,8.093639738202805,20,0.9720517342025539,cock toes penis fingers feet,llama,sexual_explicit_1,sexual_explicit,True,3.3204175282132486
kiss,kiss,0.23498315376138718,2.0660710986123574,2.3010542523737447,1.8310879448509703,20,0.6672246835619743,remove kiss make get fr,llama,sexual_explicit_2,sexual_explicit,True,3.863163898442294
penis,cock,0.04867088441140947,0.605719650897592,0.6543905353090015,0.5570487664861826,20,0.6491176101669275,zipper belt underwear genitals waist,llama,sexual_explicit_3,sexual_explicit,True,4.468074148554239
legs,legs,0.9308381734471574,13.01889348933467,13.949731662781828,12.088055315887514,20,0.9885009830213717,legs cheeks shoulders waist sheets,llama,sexual_explicit_5,sexual_explicit,True,1.2947048431905146
arrest,dis,0.019017074157881366,-0.00484950076827913,0.014167573389602235,-0.023866574926160497,20,0.9771451050972833,dis push crack advance charge,llama,violence_liminal_1,violence_liminal,True,4.142875373185265
began,began,0.33278676089602416,5.409682730599736,5.74246949149576,5.076895969703712,20,0.930233864921466,began examined held felt headed,llama,violence_liminal_2,violence_liminal,True,5.166492856314913
kill,scream,0.041841053688922464,1.1852372377405354,1.2270782914294578,1.143396184051613,20,0.8435847355775874,scream shout yell lash rip,llama,violence_liminal_3,violence_liminal,True,4.640550943752947
fired,aimed,0.03953985328073012,0.8714885531317136,0.9110284064124436,0.8319486998509835,20,0.9520695046359684,took aimed pointed prepared shouted,llama,violence_liminal_4,violence_liminal,True,3.5684513005912404
threw,slammed,0.09620001122997739,1.4272158612635795,1.523415872493557,1.331015850033602,20,0.7850751309514428,slammed started dragged held she,llama,violence_liminal_5,violence_liminal,True,4.6352630351141855
was,fell,0.2206334550006877,0.536494623091108,0.7571280780917957,0.31586116809042025,20,0.9419673660417447,fell collapsed lay became stumbled,llama,violence_explicit_1,violence_explicit,True,3.054398525459885
mouth,nose,0.011682971742169156,1.3387637068028166,1.3504466785449858,1.3270807350606475,20,0.9274327642943636,head wounds eyes battered face,llama,violence_explicit_3,violence_explicit,True,2.6140584270496285
beat,beat,0.08689308777432932,0.2735222401564853,0.3604153279308146,0.186629152382156,20,0.5046167773957934,ta kick strip chant throw,llama,violence_explicit_4,violence_explicit,True,2.2707839409724055
we,held,0.021377705642857212,-0.2519971173384056,-0.23061941169554837,-0.2733748229812628,20,0.6177131172712774,felt held gently closed took,llama,death_2,death,True,5.281656644120839
graves,graves,0.9325297204912608,13.483337112382772,14.415866832874032,12.550807391891512,20,0.9975062120484344,graves edge podium ocean memorial,llama,death_4,death,True,2.636967278407295
no,a,0.3509493784943064,3.367756439507546,3.7187058180018524,3.0168070610132394,20,0.23757220588362296,no an at grateful okay,llama,death_5,death,True,4.611357117275323
my,my,0.33707399140115973,2.852788190071813,3.1898621814729724,2.5157141986706533,20,0.9258554460952791,no my dear boy me,llama,profanity_1,profanity,True,3.6244604704214933
lit,handed,0.18880495968294345,4.512011793918405,4.700816753601348,4.323206834235462,20,0.9597157546532125,handed lit took sparked held,llama,substance_1,substance,True,4.553950171873645
sat,sat,0.45831441042087584,6.999376475574972,7.457690885995848,6.5410620651540965,20,0.8619043120144395,sat settled leaned raised slid,llama,substance_2,substance,True,5.432601371703891
pain,",",0.10017612736503093,0.12059946219058758,0.2207755895556185,0.020423334825556652,20,0.5725512494562179,and increase surge relief intense,llama,substance_3,substance,True,5.135170332751924
poured,poured,0.3548402090095028,4.965524530180345,5.320364739189848,4.610684321170843,20,0.7282444767581248,poured added in watched sn,llama,substance_4,substance,True,5.183162396727244
drank,took,0.08986736079486815,0.34791156604163,0.4377789268364981,0.25804420524676186,20,0.8554376535052722,took shared laughed each raised,llama,substance_5,substance,True,5.419414607550964
st,st,0.3357408046709724,6.456033018318913,6.791773822989885,6.120292213647941,20,0.9848711233575559,st thought closed listened gaz,amber,sexual_liminal_1,sexual_liminal,True,5.4114336304252095
go,talk,0.15286679016963678,0.5607695020187239,0.7136362921883607,0.4079027118490871,20,0.9981943545134812,talk take spend leave watch,amber,sexual_liminal_3,sexual_liminal,True,4.654264132453972
type,type,0.49901518887338564,7.349697794144437,7.848712983017823,6.850682605271052,17,0.9997764953315517,type write work scroll brow,amber,sexual_liminal_5,sexual_liminal,True,4.1348007546158705
clothes,clothes,0.22664193346063602,2.878958675288403,3.105600608749039,2.6523167418277667,20,0.9363075848564976,glass sho clothes bo glo,amber,sexual_liminal_6,sexual_liminal,True,4.599783044535814
clothes,sho,0.04566915226524681,0.014010499105079295,0.0596796513703261,-0.03165865316016751,20,0.8773249026205815,bo sho glass hat ring,amber,sexual_liminal_7,sexual_liminal,True,4.295065485202922
co,co,0.08531760869801341,11.723679559425852,11.808997168123865,11.63836195072784,20,0.7392778416919277,co cock ni pen pe,amber,sexual_explicit_1,sexual_explicit,True,3.1441865507560633
kiss,und,-0.03826898479802654,1.8639810644425927,1.8257120796445663,1.9022500492406191,20,0.9994542106053054,un und take remove kiss,amber,sexual_explicit_2,sexual_explicit,True,4.311037381216634
co,co,0.6551994899006991,12.12284044419265,12.77803993409335,11.467640954291952,20,0.9992568350413435,co thro keys already length,amber,sexual_explicit_3,sexual_explicit,True,3.0038053629811166
und,touch,0.17946916017616013,2.4703655045751574,2.6498346647513173,2.2908963443989974,20,0.9999619570738227,touch und mass car kiss,amber,sexual_explicit_4,sexual_explicit,True,5.444377886810618
legs,legs,0.973432049463062,13.632376674936204,14.605808724399266,12.658944625473142,1,1.0,legs,amber,sexual_explicit_5,sexual_explicit,True,1.8548646034948761
arrest,use,-0.24299604297473978,-0.06088693812131347,-0.3038829810960533,0.18210910485342632,20,0.9998486991666118,clear use dis try for,amber,violence_liminal_1,violence_liminal,True,4.107342361777462
walked,walked,0.4056701525233917,4.480435973242512,4.886106125765904,4.07476582071912,20,0.9806147202015602,approached walked began turned started,amber,violence_liminal_2,violence_liminal,True,5.039537418729928
kill,c,-0.1321002527220318,0.22857711601273148,0.09647686329069968,0.3606773687347633,20,0.32578842751744236,be expl cal hide cut,amber,violence_liminal_3,violence_liminal,True,4.830376873844659
fired,aim,-0.15325006971084817,0.8397315413671231,0.6864814716562749,0.9929816110779713,20,0.9845307838758918,aim took sight prepared trained,amber,violence_liminal_4,violence_liminal,True,3.564266064052
was,was,0.2534616489030833,0.9637142672449139,1.2171759161479971,0.7102526183418306,8,1.0,stopped fell was lay couldn,amber,violence_explicit_1,violence_explicit,True,3.043413189262078
nose,nose,0.9364879927930939,14.339733381593858,15.276221374386951,13.403245388800764,2,1.0,nose eyes,amber,violence_explicit_3,violence_explicit,True,2.340662051554193
beat,beat,0.4105861953689927,7.177723417072152,7.588309612441145,6.76713722170316,20,0.9104750324450557,beat chant thr kick question,amber,violence_explicit_4,violence_explicit,True,3.1242877819321766
struggling,struggling,0.9764932931866227,14.116394641852132,15.092887935038755,13.139901348665509,3,1.0,struggling strugg Res,amber,violence_explicit_5,violence_explicit,True,2.620050841158311
looked,st,0.2324351061676991,0.7668056794487548,0.9992407856164539,0.5343705732810556,20,0.9845672018698677,closed waited st took watched,amber,death_2,death,True,5.478808976361742
to,",",-0.018658412941188873,0.28332689317504006,0.2646684802338512,0.3019853061162289,20,0.24173748931037664,my words her his one,amber,death_3,death,True,3.7379672888903257
grave,gra,-0.063697951805869,-0.1762044367595893,-0.2399023885654583,-0.1125064849537203,20,0.7097102305236263,gra mem pod edge cre,amber,death_4,death,True,3.788980378281979
no,no,0.39504436378224594,5.4924782334658495,5.887522597248095,5.097433869683604,20,0.8120230115571015,no nothing power hel sc,amber,death_5,death,True,4.447252401021583
my,no,0.04344101573304005,0.4748620470582562,0.5183030627912962,0.43142103132521614,19,0.8060049097403782,no sorry come shoot well,amber,profanity_1,profanity,True,4.388257040206298
it,the,0.17093181923167877,2.311621567923283,2.482553387154962,2.1406897486916043,20,0.6999377154371578,the this it there sir,amber,profanity_3,profanity,True,4.343490390904464
at,for,0.07026814176136352,-0.19671240887666785,-0.12644426711530432,-0.2669805506380314,20,0.8070938831365154,for out and No NO,amber,profanity_4,profanity,True,3.72978144057611
lit,took,0.09281372217953414,2.1218023763555345,2.2146160985350685,2.0289886541760005,20,0.9851124404923624,took lit passed offered handed,amber,substance_1,substance,True,4.822790985338481
sat,settled,0.272669286736467,2.7239345692157992,2.9966038559522663,2.451265282479332,20,0.9549843028026656,settled sat took made decided,amber,substance_2,substance,True,5.207719868926151
pain,sharp,0.15891369440673359,0.9087377047821,1.0676513991888337,0.7498240103753664,15,0.9573512691186724,sharp inten burning warm wave,amber,substance_3,substance,True,5.064504443247588
said,r,-0.007304516940908706,0.7409630535173103,0.7336585365764016,0.748267570458219,20,0.6041803595570755,gra turned was toss went,amber,substance_4,substance,True,4.953973077052148
stared,stared,0.24333424831966924,3.7839073959014886,4.027241644221158,3.5405731475818194,20,0.6156076867989373,looked stared the she reached,qwen,sexual_liminal_1,sexual_liminal,True,5.142144446119406
have,have,0.19877874531819767,6.309783677913248,6.508562423231445,6.11100493259505,20,0.9249029990920438,talk have do tell what,qwen,sexual_liminal_3,sexual_liminal,True,4.120229080430142
went,went,0.7001392709476153,10.983757886241177,11.683897157188792,10.283618615293562,20,0.9556835982708652,went fell faced revealed drifted,qwen,sexual_liminal_4,sexual_liminal,True,4.396479099945965
write,write,0.13721127789423274,3.0815468178588694,3.218758095753102,2.9443355399646367,20,0.9976423128163382,do write play search surf,qwen,sexual_liminal_5,sexual_liminal,True,4.284736034765245
shoes,coat,0.05083636010354959,1.4638294995562444,1.514665859659794,1.412993139452695,20,0.8479564250680627,coat wedding sunglasses necklace veil,qwen,sexual_liminal_6,sexual_liminal,True,4.830997541583267
glasses,glasses,0.22438989322277708,3.7493695193378844,3.9737594125606615,3.5249796261151074,20,0.8760808885656358,jacket glasses shirt coat dark,qwen,sexual_liminal_7,sexual_liminal,True,4.829259993204417
cock,cock,0.02559981607541044,-0.6579652646759058,-0.6323654486004954,-0.6835650807513162,20,0.4686599011546836,toes penis thumb toe tongue,qwen,sexual_explicit_1,sexual_explicit,True,4.175602877934685
kiss,kiss,0.5247005502758237,6.8673093924083295,7.392009942684153,6.342608842132506,20,0.9777873355086703,kiss un take unzip str,qwen,sexual_explicit_2,sexual_explicit,True,4.101781220118436
cock,penis,0.034324287909520246,-0.4680298815483896,-0.43370559363886935,-0.5023541694579099,20,0.4051932093509716,penis member what hardness hard,qwen,sexual_explicit_3,sexual_explicit,True,4.559041496724476
legs,legs,0.23615772524648487,4.106239372581647,4.342397097828131,3.870081647335162,6,0.9869389190455004,thighs breasts shirt quarters waitress,qwen,sexual_explicit_5,sexual_explicit,True,1.5064520708725908
use,use,0.32567631364812105,4.938998987541664,5.2646753011897856,4.613322673893543,20,0.7789786614331037,use attack beat arrest raid,qwen,violence_liminal_1,violence_liminal,True,4.220702735165134
used,used,0.06522208348980442,0.6947853709787598,0.7600074544685642,0.6295632874889554,20,0.7091554653636317,what went she got looked,qwen,violence_liminal_2,violence_liminal,True,5.043102383177454
aimed,took,0.2203799801121258,2.5738018538660157,2.7941818339781417,2.3534218737538897,20,0.9746983996964019,took aimed shot fired shouted,qwen,violence_liminal_4,violence_liminal,True,3.858204038020066
threatened,______,0.03615046344885018,0.8191739655052749,0.8553244289541251,0.7830235020564247,20,0.7050163755624547,tried slammed shook she lifted,qwen,violence_liminal_5,violence_liminal,True,4.816500020208672
was,was,0.6926902028099906,14.132996291831207,14.825686494641197,13.440306089021217,17,0.9993903400242269,was fell lost lay no,qwen,violence_explicit_1,violence_explicit,True,2.838808704320126
fall,fall,0.7592542043091658,12.142180269317107,12.901434473626272,11.382926065007942,20,0.9273524345612911,fall as take life what,qwen,violence_explicit_2,violence_explicit,True,3.4826867483526778
mouth,face,0.031237576610265074,2.0268988232336618,2.058136399843927,1.9956612466233967,20,0.9830540033244433,face nose body broken ears,qwen,violence_explicit_3,violence_explicit,True,3.3738850560320897
beat,beat,0.2507922193525993,3.3097645035516208,3.56055672290422,3.0589722841990215,20,0.34429686323776276,stone beat what physically administer,qwen,violence_explicit_4,violence_explicit,True,4.122503746504339
struggling,struggling,0.5028827240594114,6.565565616803623,7.068448340863034,6.062682892744212,18,0.974530276492881,struggling thr moving kicking 挣扎,qwen,violence_explicit_5,violence_explicit,True,2.3273192255975483
began,we,0.04638004034220815,0.8195663514512855,0.8659463917934936,0.7731863111090774,20,0.6679322276020786,we spoke stared held watched,qwen,death_2,death,True,5.253087871231948
her,her,0.24255314335031344,4.552594807219217,4.795147950569531,4.310041663868903,20,0.6368661591818331,her the that she my,qwen,death_3,death,True,3.869958877073296
grave,graves,0.38624334315471537,5.878738223340587,6.264981566495303,5.4924948801858715,20,0.9133254973701038,graves cemetery open edge closed,qwen,death_4,death,True,3.7578748339306784
no,no,0.40840717514755753,5.5554840240348256,5.963891199182383,5.147076848887268,20,0.6782402664391205,that no it great only,qwen,death_5,death,True,4.279983780133806
my,no,0.16903775123914577,0.016043441067436718,0.1850811923065825,-0.15299431017170906,20,0.810268395401157,no dear great joy boy,qwen,profanity_1,profanity,True,4.382015209326171
at,",",0.3587810166602129,-0.09483743619489228,0.2639435804653206,-0.45361845285510516,18,0.0791428253497128,for over upstairs across online,qwen,profanity_4,profanity,True,3.3513226349674854
he,he,0.020578936479803987,-0.12025176256759659,-0.0996728260877926,-0.1408306990474006,20,0.9307696506990573,some the loudly in very,qwen,profanity_5,profanity,True,3.0129831517693257
lit,passed,-0.04028808008120937,0.9603976821369747,0.9201096020557654,1.0006857622181842,20,0.9898760532994485,passed handed took offered in,qwen,substance_1,substance,True,4.134676211064805
took,took,0.5297656567983333,7.498730065615177,8.02849572241351,6.968964408816844,20,0.7802923889960369,took leaned smiled let sighed,qwen,substance_2,substance,True,4.850016548527589
rush,rush,0.4608004684810576,7.496791407467265,7.957591875948323,7.035990938986208,20,0.9412073878959959,rush sharp increase warmth onset,qwen,substance_3,substance,True,4.740213016024777
swallowed,mixed,0.018814408944266645,0.32863425607490543,0.3474486650191721,0.30981984713063876,20,0.9726756244825102,down mixed shook added washed,qwen,substance_4,substance,True,4.970676274942089
drank,the,0.05445653836392942,0.5435204330269391,0.5979769713908685,0.48906389466300965,20,0.7868759556853667,the it shared laughed sang,qwen,substance_5,substance,True,4.815151171329958
stared,stared,0.6793961644489601,9.27426472821373,9.95366089266269,8.59486856376477,20,0.94632132575815,stared looked the let was,qwen3,sexual_liminal_1,sexual_liminal,True,5.012779975277345
warmth,rush,0.08207555284265183,2.00846472580578,2.0905402786484317,1.9263891729631282,20,0.7517749916832717,rush wave warmth burst spark,qwen3,sexual_liminal_2,sexual_liminal,True,4.958837193621069
fell,lay,0.08041783425255429,0.29985960481097085,0.3802774390635251,0.21944177055841657,8,0.998011100469622,lay reached pulled wr bit,qwen3,sexual_liminal_4,sexual_liminal,True,4.551873508816234
write,type,0.08530595813633989,2.46702109593503,2.55232705407137,2.38171513779869,20,0.9860114279069003,type work write surf stream,qwen3,sexual_liminal_5,sexual_liminal,True,4.439115723817798
clothes,glasses,0.13849296273324357,2.288852301597515,2.4273452643307585,2.150359338864271,20,0.7552152895215135,gloves glasses scarf sweater clothes,qwen3,sexual_liminal_6,sexual_liminal,True,5.083133219001794
glasses,glasses,0.39847647241809814,5.763540969405003,6.162017441823101,5.365064496986905,20,0.879525245308405,glasses gloves jacket coat scarf,qwen3,sexual_liminal_7,sexual_liminal,True,4.928181753588193
cock,cock,0.7849490377280974,11.117692594861452,11.90264163258955,10.332743557133355,15,0.967620218198983,cock member erect prick shaft,qwen3,sexual_explicit_1,sexual_explicit,True,3.9889741033093236
und,und,0.20445733282243467,4.14830798188079,4.352765314703225,3.9438506490583554,20,0.8711452934814548,und remove choke move touch,qwen3,sexual_explicit_2,sexual_explicit,True,4.984187005432378
penis,cock,0.034620244993144034,2.883257578588629,2.917877823581773,2.848637333595485,20,0.8256031533879953,erect cock prick member wallet,qwen3,sexual_explicit_3,sexual_explicit,True,4.1165536895833545
paint,dress,0.08043224021091439,0.4677165309280026,0.548148771138917,0.3872842907170882,20,0.6668782672055386,dress run put speak make,qwen3,sexual_explicit_4,sexual_explicit,True,5.741376796147382
legs,legs,0.67091520369029,8.910488689171348,9.581403892861639,8.239573485481058,16,0.9790972690977403,legs thighs knees jeans 大腿,qwen3,sexual_explicit_5,sexual_explicit,True,1.9464120261205613
use,use,0.5976807211156823,10.654464081228518,11.252144802344201,10.056783360112835,20,0.8972777316579086,use move clear shoot arrest,qwen3,violence_liminal_1,violence_liminal,True,4.364861448095714
began,began,0.14466470411490454,2.861010371665874,3.0056750757807786,2.716345667550969,20,0.9903342713739255,sliced walked began started cut,qwen3,violence_liminal_2,violence_liminal,True,5.158339267797911
fired,fired,0.7737543859683851,12.109010128578575,12.88276451454696,11.33525574261019,20,0.9991928343755949,fired took fire fires 瞄准,qwen3,violence_liminal_4,violence_liminal,True,3.7218260091208943
squeezed,pulled,0.07141504446823269,2.439748327743142,2.511163372211375,2.3683332832749096,20,0.9106800431099016,pulled lifted began kissed pushed,qwen3,violence_liminal_5,violence_liminal,True,4.857429797976106
was,was,0.7024457737400289,14.391702905559974,15.094148679300003,13.689257131819945,8,0.9998726856705787,was был 死了 死亡 气息,qwen3,violence_explicit_1,violence_explicit,True,2.688212236392036
mouth,mouth,0.8691521241109662,13.815762889174122,14.684915013285089,12.946610765063156,7,0.9998701830637511,mouth wound 伤口 mouth 嘴唇,qwen3,violence_explicit_3,violence_explicit,True,2.556509476457951
beat,beat,0.7356786428525615,11.176199644059388,11.91187828691195,10.440521001206825,20,0.9531245348586775,beat throw hit strike attack,qwen3,violence_explicit_4,violence_explicit,True,3.370827232615203
struggling,moving,0.026718283886018084,0.11637396555564515,0.14309224944166324,0.08965568166962706,4,0.9903141621711747,moving breathing resisting 呼吸,qwen3,violence_explicit_5,violence_explicit,True,2.210994689763338
watched,stared,0.22420522550992542,3.201561270792316,3.4257664963022414,2.9773560452823906,20,0.9545838435075773,stared waited looked began watched,qwen3,death_2,death,True,5.59126194325566
to,to,0.15795143159658548,4.234320857748223,4.392272289344809,4.076369426151637,20,0.502635786126749,the to her instructions secrets,qwen3,death_3,death,True,3.34087904849426
graves,edge,-0.047641096255666635,-0.22656225433620666,-0.2742033505918733,-0.17892115808054004,20,0.9941843584577088,edge grave graveyard grav foot,qwen3,death_4,death,True,1.475459645832639
no,no,0.44757192739026463,7.612653807838623,8.060225735228888,7.1650818804483585,20,0.8056022098980098,no the that relieved something,qwen3,death_5,death,True,4.183602462528136
sh,no,0.04782049617634489,-0.07481446971202842,-0.02699397353568353,-0.1226349658883733,5,0.9998864498226973,no dear no нет чер,qwen3,profanity_1,profanity,True,4.7977493060010605
for,for,0.5357746983738356,14.133810651292936,14.669585349666772,13.598035952919101,7,0.8835186622828743,for to screamed screaming ออกมา,qwen3,profanity_4,profanity,True,3.5532007319725425
sat,stared,-0.034291758241463625,2.3222081011925364,2.287916342951073,2.356499859434,20,0.9686620733084718,stared looked began then leaned,qwen3,substance_2,substance,True,5.210500337629246
pain,pain,0.3751316862953261,6.135454618415923,6.510586304711249,5.760322932120597,20,0.8916611496856032,pain sharp burning sting cold,qwen3,substance_3,substance,True,4.479785373165424
poured,poured,0.12939531280811709,2.61393746064685,2.743332773454967,2.484542147838733,20,0.7475139311346127,took poured then dropped the,qwen3,substance_4,substance,True,5.621630166820947
drank,took,-0.001706866880546276,0.28087064009659246,0.2791637732160462,0.28257750697713874,20,0.7101812765636027,took the began each then,qwen3,substance_5,substance,True,5.1261206554471075
stared,stared,0.8768757280523104,11.475026144236535,12.351901872288845,10.598150416184225,20,0.9598046272546342,stared contemplated sighed closed felt,tulu,sexual_liminal_1,sexual_liminal,True,5.0044231507339925
rush,j,0.006615306087457661,1.1744501275268522,1.1810654336143098,1.1678348214393945,20,0.5630070209831514,warmth sh surge chill spark,tulu,sexual_liminal_2,sexual_liminal,True,4.527116467383502
have,try,0.023235765358083766,-0.2249167776888696,-0.20168101233078584,-0.2481525430469534,20,0.9602741171040592,try show play practice surprise,tulu,sexual_liminal_3,sexual_liminal,True,4.480471722082395
said,asked,0.14306172962297467,2.0975247260984102,2.240586455721385,1.9544629964754356,20,0.8445174470114426,asked faced whispered said rested,tulu,sexual_liminal_4,sexual_liminal,True,5.292307534277874
write,write,0.023883017787258463,-0.14072312348621074,-0.11684010569895228,-0.1646061412734692,20,0.9229855315044192,browse search type scroll research,tulu,sexual_liminal_5,sexual_liminal,True,3.847389807778782
clothes,clothes,0.09195091539938556,1.8650753085596055,1.957026223958991,1.7731243931602199,20,0.8091927411913139,gloves coat shoes boots blouse,tulu,sexual_liminal_6,sexual_liminal,True,4.927152132119601
