model,group,role,candidate,filtered,tail,unresolved
01-ai/Yi-1.5-9B,f11_beauty_zh,control_b,0.6052457780787217,0.0,0.3744354123186615,0.3947542219212783
01-ai/Yi-1.5-9B,f11_captive,pole_a,0.8315902867239008,0.0,0.16806268987332174,0.16840971327609922
01-ai/Yi-1.5-9B,f11_captive,pole_b,0.8004402087609702,0.0,0.19953042613145833,0.19955979123902978
01-ai/Yi-1.5-9B,f11_captive,both,0.8806487184680954,0.0,0.11935078339081429,0.11935128153190455
01-ai/Yi-1.5-9B,f11_captive,control_a,0.7926325490406959,0.0,0.20732654284473107,0.2073674509593041
01-ai/Yi-1.5-9B,f11_captive,control_b,0.7989481712183913,0.0,0.2010512262155363,0.20105182878160865
01-ai/Yi-1.5-9B,f11_captive_b,pole_a,0.8589228316603517,0.0,0.14103475540781252,0.14107716833964834
01-ai/Yi-1.5-9B,f11_captive_b,pole_b,0.8357490533188213,0.0,0.1642469632558543,0.16425094668117868
01-ai/Yi-1.5-9B,f11_captive_b,both,0.8451480883823352,0.0,0.15485028479564278,0.15485191161766476
01-ai/Yi-1.5-9B,f11_captive_b,control_a,0.8040266017716281,0.0,0.19593229676189788,0.1959733982283719
01-ai/Yi-1.5-9B,f11_captive_b,control_b,0.7964684930967841,0.0,0.2015079511662874,0.20353150690321586
01-ai/Yi-1.5-9B,f11_captive_b_zh,pole_a,0.4153191520893967,0.0,0.5727561399667622,0.5846808479106034
01-ai/Yi-1.5-9B,f11_captive_b_zh,pole_b,0.42906395020187305,0.0,0.5612528793033713,0.570936049798127
01-ai/Yi-1.5-9B,f11_captive_b_zh,both,0.571347836794854,0.0,0.4232717607837486,0.428652163205146
01-ai/Yi-1.5-9B,f11_captive_b_zh,control_a,0.4089243587758224,0.0,0.584643231084207,0.5910756412241776
01-ai/Yi-1.5-9B,f11_captive_b_zh,control_b,0.4970034245282009,0.0,0.49328539687847045,0.5029965754717991
01-ai/Yi-1.5-9B,f11_captive_zh,pole_a,0.5098547249856688,0.0,0.48416216878653384,0.49014527501433125
01-ai/Yi-1.5-9B,f11_captive_zh,pole_b,0.4152157385498023,0.0,0.5658589489398774,0.5847842614501977
01-ai/Yi-1.5-9B,f11_captive_zh,both,0.458481930430061,0.0,0.5278988416008894,0.541518069569939
01-ai/Yi-1.5-9B,f11_captive_zh,control_a,0.48528310830878263,0.0,0.5051924503715524,0.5147168916912174
01-ai/Yi-1.5-9B,f11_captive_zh,control_b,0.4082151294012368,0.0,0.5723783785852826,0.5917848705987632
01-ai/Yi-1.5-9B,f11_class,pole_a,0.8562095183589088,0.0,0.1437805068391918,0.1437904816410912
01-ai/Yi-1.5-9B,f11_class,pole_b,0.8434604930183335,0.0,0.15653683037317023,0.15653950698166652
01-ai/Yi-1.5-9B,f11_class,both,0.8485667030180953,0.0,0.15143352334683868,0.15143329698190466
01-ai/Yi-1.5-9B,f11_class,control_a,0.8529664503946918,0.0,0.14702503937376807,0.14703354960530823
01-ai/Yi-1.5-9B,f11_class,control_b,0.8447200173801666,0.0,0.15527187334795728,0.15527998261983345
01-ai/Yi-1.5-9B,f11_class_zh,pole_a,0.6065379984083787,0.0,0.3845886788636209,0.39346200159162126
01-ai/Yi-1.5-9B,f11_class_zh,pole_b,0.5916342410138486,0.0,0.39975252745597784,0.40836575898615135
01-ai/Yi-1.5-9B,f11_class_zh,both,0.5601961654015193,0.0,0.4344983922653358,0.4398038345984807
01-ai/Yi-1.5-9B,f11_class_zh,control_a,0.5820442389461491,0.0,0.40351718600721165,0.4179557610538509
01-ai/Yi-1.5-9B,f11_class_zh,control_b,0.648930446167647,0.0,0.3406780396332305,0.35106955383235305
01-ai/Yi-1.5-9B,f11_create,pole_a,0.8492318688824954,0.0,0.15076739312334553,0.15076813111750464
01-ai/Yi-1.5-9B,f11_create,pole_b,0.8351305729993371,0.0,0.16483558680653942,0.16486942700066287
01-ai/Yi-1.5-9B,f11_create,both,0.7565448247313947,0.0,0.24278041537969264,0.24345517526860527
01-ai/Yi-1.5-9B,f11_create,control_a,0.8308172409108591,0.0,0.16846120144626298,0.16918275908914093
01-ai/Yi-1.5-9B,f11_create,control_b,0.739314139787755,0.0,0.26067901799287085,0.26068586021224505
01-ai/Yi-1.5-9B,f11_create,both_matched,0.8281855060027301,0.0,0.17181376229281398,0.1718144939972699
01-ai/Yi-1.5-9B,f11_create_zh,pole_a,0.6855867366899101,0.0,0.3101549388728838,0.3144132633100899
01-ai/Yi-1.5-9B,f11_create_zh,pole_b,0.7074227505130617,0.0,0.28752787536967683,0.2925772494869383
01-ai/Yi-1.5-9B,f11_create_zh,both,0.5824975305067754,0.0,0.4088254743713724,0.41750246949322456
01-ai/Yi-1.5-9B,f11_create_zh,control_a,0.639940572208253,0.0,0.3558560673461606,0.36005942779174704
01-ai/Yi-1.5-9B,f11_create_zh,control_b,0.5791041780091964,0.0,0.4154750649645173,0.42089582199080355
01-ai/Yi-1.5-9B,f11_create_zh,both_matched,0.5934426329332034,0.0,0.39809737740794704,0.40655736706679657
01-ai/Yi-1.5-9B,f11_desire,pole_a,0.7651701485934965,0.0,0.23465884791205838,0.23482985140650348
01-ai/Yi-1.5-9B,f11_desire,pole_b,0.7562659061095266,0.0,0.24274415542582517,0.2437340938904734
01-ai/Yi-1.5-9B,f11_desire,both,0.7667791946768409,0.0,0.23304392721564682,0.23322080532315914
01-ai/Yi-1.5-9B,f11_desire,control_a,0.788386512974211,0.0,0.21038987564438827,0.21161348702578897
01-ai/Yi-1.5-9B,f11_desire,control_b,0.7900422485409351,0.0,0.2094880259507623,0.20995775145906492
01-ai/Yi-1.5-9B,f11_desire_zh,pole_a,0.44417307440513065,0.0,0.5206953742250874,0.5558269255948693
01-ai/Yi-1.5-9B,f11_desire_zh,pole_b,0.4794823343018788,0.0,0.4787755460558673,0.5205176656981212
01-ai/Yi-1.5-9B,f11_desire_zh,both,0.5013760616102167,0.0,0.4741202048201684,0.49862393838978325
01-ai/Yi-1.5-9B,f11_desire_zh,control_a,0.5192679789828238,0.0,0.4597440070927043,0.48073202101717616
01-ai/Yi-1.5-9B,f11_desire_zh,control_b,0.6745819214566947,0.0,0.31009791375990226,0.3254180785433053
01-ai/Yi-1.5-9B,f11_faithful,pole_a,0.7813491069085329,0.0,0.21806716495684952,0.21865089309146712
01-ai/Yi-1.5-9B,f11_faithful,pole_b,0.7813341423052527,0.0,0.21863040859919636,0.21866585769474733
01-ai/Yi-1.5-9B,f11_faithful,both,0.7649719287674032,0.0,0.234625012294984,0.23502807123259684
01-ai/Yi-1.5-9B,f11_faithful,control_a,0.7644577297896904,0.0,0.23503771071003143,0.2355422702103096
01-ai/Yi-1.5-9B,f11_faithful,control_b,0.7501941937171231,0.0,0.24835778317919477,0.24980580628287685
01-ai/Yi-1.5-9B,f11_faithful_zh,pole_a,0.5397870833738798,0.0,0.45161679250198633,0.4602129166261202
01-ai/Yi-1.5-9B,f11_faithful_zh,pole_b,0.6116018833483046,0.0,0.3746505756896632,0.38839811665169544
01-ai/Yi-1.5-9B,f11_faithful_zh,both,0.6088080113164792,0.0,0.3828920572430382,0.3911919886835208
01-ai/Yi-1.5-9B,f11_faithful_zh,control_a,0.576143959530127,0.0,0.4149633611540686,0.423856040469873
01-ai/Yi-1.5-9B,f11_faithful_zh,control_b,0.5801192845289751,0.0,0.391924370009465,0.4198807154710249
01-ai/Yi-1.5-9B,f11_gender,pole_a,0.8087279765750239,0.0,0.1912721901802748,0.19127202342497607
01-ai/Yi-1.5-9B,f11_gender,pole_b,0.8232273864273802,0.0,0.1767727966932713,0.17677261357261975
01-ai/Yi-1.5-9B,f11_gender,both,0.8385436482448811,0.0,0.1614565524580177,0.16145635175511885
01-ai/Yi-1.5-9B,f11_gender_he,pole_a,0.8485942290226162,0.0,0.1514058896481513,0.15140577097738384
01-ai/Yi-1.5-9B,f11_gender_he,pole_b,0.8457128847988344,0.0,0.15428701960806523,0.15428711520116556
01-ai/Yi-1.5-9B,f11_gender_he,both,0.8453539323104118,0.0,0.1546461827906454,0.15464606768958822
01-ai/Yi-1.5-9B,f11_gender_he_zh,pole_a,0.5455682279398448,0.0,0.4413523325653914,0.45443177206015517
01-ai/Yi-1.5-9B,f11_gender_he_zh,pole_b,0.5668772600337763,0.0,0.42582292044356396,0.43312273996622375
01-ai/Yi-1.5-9B,f11_gender_he_zh,both,0.5874025141984108,0.0,0.4063874441275413,0.41259748580158917
01-ai/Yi-1.5-9B,f11_gender_she,pole_a,0.8536383456372321,0.0,0.14636183539971542,0.14636165436276793
01-ai/Yi-1.5-9B,f11_gender_she,pole_b,0.8449746043774502,0.0,0.15502558146547868,0.1550253956225498
01-ai/Yi-1.5-9B,f11_gender_she,both,0.858038546072776,0.0,0.14196161861865164,0.14196145392722403
01-ai/Yi-1.5-9B,f11_gender_she_zh,pole_a,0.5298704328547312,0.0,0.4632672373462481,0.47012956714526877
01-ai/Yi-1.5-9B,f11_gender_she_zh,pole_b,0.605716487236674,0.0,0.3908162925971176,0.39428351276332596
01-ai/Yi-1.5-9B,f11_gender_she_zh,both,0.597073630607768,0.0,0.39389356924424895,0.40292636939223203
01-ai/Yi-1.5-9B,f11_gender_zh,pole_a,0.4606718316909472,0.0,0.5266515062820093,0.5393281683090527
01-ai/Yi-1.5-9B,f11_gender_zh,pole_b,0.49971262020786894,0.0,0.4904096418726871,0.500287379792131
01-ai/Yi-1.5-9B,f11_gender_zh,both,0.5078348247042823,0.0,0.4827124360504373,0.4921651752957177
01-ai/Yi-1.5-9B,f11_guilt,pole_a,0.7808082318351233,0.0,0.2187974822399923,0.21919176816487673
01-ai/Yi-1.5-9B,f11_guilt,pole_b,0.7683678454737934,0.0,0.23028757318249404,0.23163215452620656
01-ai/Yi-1.5-9B,f11_guilt,both,0.7721179612989046,0.0,0.2273640859175856,0.22788203870109536
01-ai/Yi-1.5-9B,f11_guilt,control_a,0.7470896832827999,0.0,0.2508530057795209,0.2529103167172001
01-ai/Yi-1.5-9B,f11_guilt,control_b,0.741650348001972,0.0,0.2557296163288356,0.25834965199802795
01-ai/Yi-1.5-9B,f11_guilt_zh,pole_a,0.45768262268317483,0.0,0.5208863689647152,0.5423173773168252
01-ai/Yi-1.5-9B,f11_guilt_zh,pole_b,0.47971020178802204,0.0,0.48220675692753856,0.520289798211978
01-ai/Yi-1.5-9B,f11_guilt_zh,both,0.5325844647365854,0.0,0.4444623411319988,0.4674155352634146
01-ai/Yi-1.5-9B,f11_guilt_zh,control_a,0.461012893161586,0.0,0.5201084637714869,0.538987106838414
01-ai/Yi-1.5-9B,f11_guilt_zh,control_b,0.505339810883174,0.0,0.44966613498875674,0.49466018911682597
01-ai/Yi-1.5-9B,f11_holy,pole_a,0.7076728872592206,0.0,0.2904744577199654,0.2923271127407794
01-ai/Yi-1.5-9B,f11_holy,pole_b,0.7255404667636074,0.0,0.2740209365165003,0.2744595332363926
01-ai/Yi-1.5-9B,f11_holy,both,0.6645591272629232,0.0,0.3340028656814922,0.3354408727370768
01-ai/Yi-1.5-9B,f11_holy,control_a,0.7154942091585137,0.0,0.28206388341095096,0.2845057908414863
01-ai/Yi-1.5-9B,f11_holy,control_b,0.6876238014829863,0.0,0.3113058050023028,0.3123761985170137
01-ai/Yi-1.5-9B,f11_holy_b,pole_a,0.6881419452699576,0.0,0.31063661907445594,0.31185805473004236
01-ai/Yi-1.5-9B,f11_holy_b,pole_b,0.6909233667208142,0.0,0.3084135233249472,0.3090766332791858
01-ai/Yi-1.5-9B,f11_holy_b,both,0.6645591272629232,0.0,0.3340028656814922,0.3354408727370768
01-ai/Yi-1.5-9B,f11_holy_b,control_a,0.7154942091585137,0.0,0.28206388341095096,0.2845057908414863
01-ai/Yi-1.5-9B,f11_holy_b,control_b,0.6876238014829863,0.0,0.3113058050023028,0.3123761985170137
01-ai/Yi-1.5-9B,f11_holy_b_zh,pole_a,0.46155666578516497,0.0,0.5205097254938693,0.538443334214835
01-ai/Yi-1.5-9B,f11_holy_b_zh,pole_b,0.4160591149700589,0.0,0.5500498257896468,0.5839408850299411
01-ai/Yi-1.5-9B,f11_holy_b_zh,both,0.4501694181634805,0.0,0.519256938842774,0.5498305818365194
01-ai/Yi-1.5-9B,f11_holy_b_zh,control_a,0.4923370499748653,0.0,0.4834909725526835,0.5076629500251346
01-ai/Yi-1.5-9B,f11_holy_b_zh,control_b,0.46686579589138416,0.0,0.5152094142218291,0.5331342041086158
01-ai/Yi-1.5-9B,f11_holy_zh,pole_a,0.46273331910584614,0.0,0.5170291789079955,0.5372666808941539
01-ai/Yi-1.5-9B,f11_holy_zh,pole_b,0.4144873683620739,0.0,0.549806641074257,0.5855126316379261
01-ai/Yi-1.5-9B,f11_holy_zh,both,0.4501694181634805,0.0,0.519256938842774,0.5498305818365194
01-ai/Yi-1.5-9B,f11_holy_zh,control_a,0.4923370499748653,0.0,0.4834909725526835,0.5076629500251346
01-ai/Yi-1.5-9B,f11_holy_zh,control_b,0.46686579589138416,0.0,0.5152094142218291,0.5331342041086158
01-ai/Yi-1.5-9B,f11_love,pole_a,0.9127688503228646,0.0,0.08723131603857581,0.08723114967713541
01-ai/Yi-1.5-9B,f11_love,pole_b,0.8478551575156767,0.0,0.1521307056740966,0.15214484248432325
01-ai/Yi-1.5-9B,f11_love,both,0.8608935044326985,0.0,0.1390940089314654,0.13910649556730148
01-ai/Yi-1.5-9B,f11_love,control_a,0.918064648859448,0.0,0.08193540620540318,0.08193535114055195
01-ai/Yi-1.5-9B,f11_love,control_b,0.8563862926433046,0.0,0.14358756135737138,0.14361370735669543
01-ai/Yi-1.5-9B,f11_love,both_matched,0.8544639388335752,0.0,0.14552544281679758,0.1455360611664248
01-ai/Yi-1.5-9B,f11_love_he,pole_a,0.916360848958782,0.0,0.08363938302630203,0.083639151041218
01-ai/Yi-1.5-9B,f11_love_he,pole_b,0.8481735729199142,0.0,0.15181867045674782,0.15182642708008576
01-ai/Yi-1.5-9B,f11_love_he,both,0.850199244119706,0.0,0.14978708511886296,0.14980075588029396
01-ai/Yi-1.5-9B,f11_love_he,control_a,0.9224749648425359,0.0,0.07752510202621465,0.07752503515746412
01-ai/Yi-1.5-9B,f11_love_he,control_b,0.8638663523702153,0.0,0.1360242796580593,0.13613364762978475
01-ai/Yi-1.5-9B,f11_love_he,both_matched,0.8527097779864442,0.0,0.14727849947583138,0.1472902220135558
01-ai/Yi-1.5-9B,f11_love_he_zh,pole_a,0.8288883408007232,0.0,0.16747131765944712,0.17111165919927684
01-ai/Yi-1.5-9B,f11_love_he_zh,pole_b,0.7562447216475509,0.0,0.2288591946865992,0.24375527835244915
01-ai/Yi-1.5-9B,f11_love_he_zh,both,0.7576502734864596,0.0,0.2356562044267818,0.24234972651354036
01-ai/Yi-1.5-9B,f11_love_he_zh,control_a,0.7147850454330453,0.0,0.2758966216079656,0.28521495456695467
01-ai/Yi-1.5-9B,f11_love_he_zh,control_b,0.7234780648896578,0.0,0.2626124321904051,0.2765219351103422
01-ai/Yi-1.5-9B,f11_love_he_zh,both_matched,0.7466519076739788,0.0,0.24651620524904505,0.2533480923260212
01-ai/Yi-1.5-9B,f11_love_zh,pole_a,0.8110601497079001,0.0,0.1867020785530764,0.18893985029209992
01-ai/Yi-1.5-9B,f11_love_zh,pole_b,0.7432852246935098,0.0,0.240646672845447,0.25671477530649023
01-ai/Yi-1.5-9B,f11_love_zh,both,0.735761758870308,0.0,0.2569110435530746,0.26423824112969196
01-ai/Yi-1.5-9B,f11_love_zh,control_a,0.6701941146839149,0.0,0.3164241256328312,0.3298058853160851
01-ai/Yi-1.5-9B,f11_love_zh,control_b,0.73300373147666,0.0,0.2537911827490831,0.26699626852334
01-ai/Yi-1.5-9B,f11_love_zh,both_matched,0.7272197428437459,0.0,0.26498819485729097,0.2727802571562541
01-ai/Yi-1.5-9B,f11_loyal,pole_a,0.8669935259380206,0.0,0.1329904642142429,0.1330064740619794
01-ai/Yi-1.5-9B,f11_loyal,pole_b,0.8137473031307516,0.0,0.18623930062823227,0.1862526968692484
01-ai/Yi-1.5-9B,f11_loyal,both,0.8125041365451364,0.0,0.18749136944201192,0.18749586345486358
01-ai/Yi-1.5-9B,f11_loyal,control_a,0.8597297141698046,0.0,0.14025051732448496,0.1402702858301954
01-ai/Yi-1.5-9B,f11_loyal,control_b,0.7989148065780773,0.0,0.20104835402350932,0.20108519342192266
01-ai/Yi-1.5-9B,f11_loyal_zh,pole_a,0.4336805950251085,0.0,0.5454816001450377,0.5663194049748915
01-ai/Yi-1.5-9B,f11_loyal_zh,pole_b,0.4430183907920533,0.0,0.5431316462484027,0.5569816092079467
01-ai/Yi-1.5-9B,f11_loyal_zh,both,0.4985551538028698,0.0,0.4861796568882773,0.5014448461971301
01-ai/Yi-1.5-9B,f11_loyal_zh,control_a,0.5639021137222577,0.0,0.42107713919397183,0.43609788627774226
01-ai/Yi-1.5-9B,f11_loyal_zh,control_b,0.53592221808282,0.0,0.4514850759215477,0.46407778191717997
01-ai/Yi-1.5-9B,f11_parent,pole_a,0.8509705945239967,0.0,0.1485369403154179,0.1490294054760033
01-ai/Yi-1.5-9B,f11_parent,pole_b,0.862345341763172,0.0,0.13765465250472458,0.137654658236828
01-ai/Yi-1.5-9B,f11_parent,both,0.8735396409763897,0.0,0.12646051735358854,0.1264603590236103
01-ai/Yi-1.5-9B,f11_parent_zh,pole_a,0.6127571723024271,0.0,0.3768496751581149,0.3872428276975729
01-ai/Yi-1.5-9B,f11_parent_zh,pole_b,0.5866415132435872,0.0,0.3970376908653883,0.41335848675641285
01-ai/Yi-1.5-9B,f11_parent_zh,both,0.5941133794746889,0.0,0.3968179162380687,0.4058866205253111
01-ai/Yi-1.5-9B,f11_sensation,pole_a,0.8177640030138366,0.0,0.18202423312927607,0.18223599698616344
01-ai/Yi-1.5-9B,f11_sensation,pole_b,0.835228529567345,0.0,0.16456873620437307,0.16477147043265505
01-ai/Yi-1.5-9B,f11_sensation,both,0.837354381075904,0.0,0.16083269219580387,0.162645618924096
01-ai/Yi-1.5-9B,f11_sensation,control_a,0.7945835917840931,0.0,0.2052174562387279,0.2054164082159069
01-ai/Yi-1.5-9B,f11_sensation,control_b,0.8369547181820796,0.0,0.16285065832583,0.16304528181792044
01-ai/Yi-1.5-9B,f11_sensation,both_matched,0.842492838650414,0.0,0.1572581212519566,0.15750716134958598
01-ai/Yi-1.5-9B,f11_sensation_zh,pole_a,0.5395249038602139,0.0,0.43997549854263873,0.4604750961397861
01-ai/Yi-1.5-9B,f11_sensation_zh,pole_b,0.5865956640769592,0.0,0.3912222062674289,0.4134043359230408
01-ai/Yi-1.5-9B,f11_sensation_zh,both,0.5396849804781206,0.0,0.3996879987635946,0.46031501952187936
01-ai/Yi-1.5-9B,f11_sensation_zh,control_a,0.5347791030833788,0.0,0.41731917055062695,0.46522089691662116
01-ai/Yi-1.5-9B,f11_sensation_zh,control_b,0.6335425030307213,0.0,0.35030906117739313,0.36645749696927865
01-ai/Yi-1.5-9B,f11_sensation_zh,both_matched,0.5450133780909693,0.0,0.4187064957417803,0.4549866219090307
01-ai/Yi-1.5-9B,f11_species,pole_a,0.7598791012423911,0.0,0.23890112933763968,0.2401208987576089
01-ai/Yi-1.5-9B,f11_species,pole_b,0.7427004412419468,0.0,0.2550072838759472,0.2572995587580532
01-ai/Yi-1.5-9B,f11_species,both,0.741090595262065,0.0,0.2570385957591509,0.258909404737935
01-ai/Yi-1.5-9B,f11_trust,pole_a,0.8586290808032994,0.0,0.1413709396734859,0.14137091919670064
01-ai/Yi-1.5-9B,f11_trust,pole_b,0.793407519145824,0.0,0.20559696674646943,0.20659248085417603
01-ai/Yi-1.5-9B,f11_trust,both,0.8433901735641273,0.0,0.15660994040467102,0.15660982643587273
01-ai/Yi-1.5-9B,f11_trust,control_a,0.8486178903066806,0.0,0.15138201371477322,0.15138210969331944
01-ai/Yi-1.5-9B,f11_trust,control_b,0.8059868660197218,0.0,0.19401278247541476,0.1940131339802782
01-ai/Yi-1.5-9B,f11_trust,both_matched,0.8185732767003354,0.0,0.18142696896142496,0.18142672329966458
01-ai/Yi-1.5-9B,f11_trust_zh,pole_a,0.6883543248644705,0.0,0.30037908294904836,0.31164567513552954
01-ai/Yi-1.5-9B,f11_trust_zh,pole_b,0.6103000630686741,0.0,0.37137591020251276,0.3896999369313259
01-ai/Yi-1.5-9B,f11_trust_zh,both,0.5844292270069843,0.0,0.3974382639194038,0.4155707729930157
01-ai/Yi-1.5-9B,f11_trust_zh,control_a,0.6296218542160958,0.0,0.3570880967618492,0.37037814578390416
01-ai/Yi-1.5-9B,f11_trust_zh,control_b,0.5549264274758163,0.0,0.4309558158068064,0.44507357252418367
01-ai/Yi-1.5-9B,f11_trust_zh,both_matched,0.5771214454616468,0.0,0.40618301881863333,0.4228785545383532
01-ai/Yi-1.5-9B-Chat,f11_beauty,pole_a,0.8797872524811984,0.0,0.12020857054614023,0.12021274751880162
01-ai/Yi-1.5-9B-Chat,f11_beauty,pole_b,0.877744490181065,0.0,0.12218905533423907,0.12225550981893496
01-ai/Yi-1.5-9B-Chat,f11_beauty,both,0.8622474155721972,0.0,0.13774037321914803,0.1377525844278028
01-ai/Yi-1.5-9B-Chat,f11_beauty,control_a,0.8821335369827858,0.0,0.11786471203994192,0.11786646301721415
01-ai/Yi-1.5-9B-Chat,f11_beauty,control_b,0.8781323208533429,0.0,0.12176989588784756,0.12186767914665708
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly,pole_a,0.8797872524811984,0.0,0.12020857054614023,0.12021274751880162
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly,pole_b,0.8584974355998437,0.0,0.14150152865821436,0.1415025644001563
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly,both,0.8542720250125356,0.0,0.14572380336826996,0.14572797498746437
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly,control_a,0.8821335369827858,0.0,0.11786471203994192,0.11786646301721415
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly,control_b,0.847258723969247,0.0,0.15272557786054936,0.15274127603075305
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly_zh,pole_a,0.6337805748119797,0.0,0.36318619593566853,0.3662194251880203
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly_zh,pole_b,0.7235390868680982,0.0,0.27369585937552976,0.2764609131319018
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly_zh,both,0.5589219892100233,0.0,0.43565337925595127,0.44107801078997666
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly_zh,control_a,0.6427905140019425,0.0,0.34826468449272796,0.35720948599805746
01-ai/Yi-1.5-9B-Chat,f11_beauty_ugly_zh,control_b,0.5784326482158544,0.0,0.4129328575995874,0.4215673517841456
01-ai/Yi-1.5-9B-Chat,f11_beauty_zh,pole_a,0.6337805748119797,0.0,0.36318619593566853,0.3662194251880203
01-ai/Yi-1.5-9B-Chat,f11_beauty_zh,pole_b,0.610914669513951,0.0,0.37260344739468537,0.389085330486049
01-ai/Yi-1.5-9B-Chat,f11_beauty_zh,both,0.6163038894742409,0.0,0.3777165874534513,0.38369611052575914
01-ai/Yi-1.5-9B-Chat,f11_beauty_zh,control_a,0.6427905140019425,0.0,0.34826468449272796,0.35720948599805746
01-ai/Yi-1.5-9B-Chat,f11_beauty_zh,control_b,0.654477519134737,0.0,0.3316175953398171,0.34552248086526305
01-ai/Yi-1.5-9B-Chat,f11_captive,pole_a,0.8442364519288648,0.0,0.15535209004257325,0.15576354807113524
01-ai/Yi-1.5-9B-Chat,f11_captive,pole_b,0.8148742142416228,0.0,0.1841258827770079,0.18512578575837724
01-ai/Yi-1.5-9B-Chat,f11_captive,both,0.9036314324943869,0.0,0.09636879402763299,0.09636856750561307
01-ai/Yi-1.5-9B-Chat,f11_captive,control_a,0.8216864820161822,0.0,0.17831354310218317,0.17831351798381778
01-ai/Yi-1.5-9B-Chat,f11_captive,control_b,0.8159372847875344,0.0,0.1837689343949212,0.18406271521246564
01-ai/Yi-1.5-9B-Chat,f11_captive_b,pole_a,0.8381498777220425,0.0,0.16184900846816674,0.16185012227795748
01-ai/Yi-1.5-9B-Chat,f11_captive_b,pole_b,0.8633845641539963,0.0,0.13661552066965643,0.13661543584600366
01-ai/Yi-1.5-9B-Chat,f11_captive_b,both,0.8399252212487098,0.0,0.15995444362802777,0.16007477875129017
01-ai/Yi-1.5-9B-Chat,f11_captive_b,control_a,0.773247184163709,0.0,0.2266416675873558,0.22675281583629103
01-ai/Yi-1.5-9B-Chat,f11_captive_b,control_b,0.8060882625238602,0.0,0.19379931002566975,0.19391173747613977
01-ai/Yi-1.5-9B-Chat,f11_captive_b_zh,pole_a,0.49440660892966193,0.0,0.48973814122234993,0.5055933910703381
01-ai/Yi-1.5-9B-Chat,f11_captive_b_zh,pole_b,0.5776096345128521,0.0,0.41524665031102115,0.4223903654871479
01-ai/Yi-1.5-9B-Chat,f11_captive_b_zh,both,0.6205427237089944,0.0,0.3724305348277818,0.37945727629100556
01-ai/Yi-1.5-9B-Chat,f11_captive_b_zh,control_a,0.46676421012532676,0.0,0.5273221476549793,0.5332357898746732
01-ai/Yi-1.5-9B-Chat,f11_captive_b_zh,control_b,0.609346608130057,0.0,0.38098906833886725,0.39065339186994297
01-ai/Yi-1.5-9B-Chat,f11_captive_zh,pole_a,0.6262523269926551,0.0,0.37047797039236224,0.3737476730073449
