family,label,blt_bits_per_char,blt_nats_per_token
waking,waking,,
waking,waking,,
waking,waking,1.3750894052433724,0.9531
waking,waking,0.9379688645756846,0.6502
waking,waking,1.0575485483331597,0.733
waking,waking,1.2004479163219122,0.8321
waking,waking,0.9898536774830731,0.6861
waking,waking,1.8249568341151603,1.265
waking,waking,1.2761499151237063,0.8846
waking,waking,1.2976801443622743,0.8995
waking,waking,1.390822821321871,0.964
waking,waking,1.208731169437513,0.8378
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.042278613448135,0.7225
waking,waking,1.3148889067474425,0.9114
waking,waking,,
waking,waking,1.660822867795177,1.1512
waking,waking,1.0964903368811043,0.76
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.2579903931342378,0.872
waking,waking,1.0429840037502758,0.7229
waking,waking,1.2707537626331384,0.8808
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.1189683399901291,0.7756
waking,waking,,
waking,waking,1.0097475631440709,0.6999
waking,waking,,
waking,waking,0.9175958577937712,0.636
waking,waking,1.2949550906648422,0.8976
waking,waking,,
waking,waking,0.9681714369741035,0.6711
waking,waking,1.2674492793329395,0.8785
waking,waking,1.2300488293987153,0.8526
waking,waking,1.2017480183354823,0.833
waking,waking,,
waking,waking,1.6210400095137343,1.1236
waking,waking,1.9444606695813837,1.3478
waking,waking,1.7114003269510998,1.1863
waking,waking,1.2894218245573508,0.8938
waking,waking,1.1798230461003043,0.8178
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.3292089124962705,0.9213
waking,waking,1.100638831646114,0.7629
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,0.8749585666976287,0.6065
waking,waking,,
waking,waking,,
waking,waking,1.1802507025241527,0.8181
waking,waking,,
waking,waking,0.8865850446858827,0.6145
waking,waking,1.048205225370833,0.7266
waking,waking,1.200274572006168,0.832
waking,waking,,
waking,waking,,
waking,waking,1.3141595473295433,0.9109
waking,waking,1.8310924922688756,1.2692
waking,waking,0.9806044847239522,0.6797
waking,waking,1.1033699293029586,0.7648
waking,waking,1.201756038091206,0.833
waking,waking,1.4929468648727549,1.0348
waking,waking,,
waking,waking,0.8792675680458656,0.6095
waking,waking,1.37279889376974,0.9516
waking,waking,1.222448061073622,0.8473
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.0020148450215278,0.6945
waking,waking,1.4972664529483855,1.0378
waking,waking,1.3606041823869461,0.9431
waking,waking,1.747167614634894,1.211
waking,waking,1.1165306987109276,0.7739
waking,waking,2.380605781087035,1.6501
waking,waking,1.2754781992085167,0.8841
waking,waking,1.7809838418071258,1.2345
waking,waking,1.077042754203236,0.7466
waking,waking,1.2887094919084645,0.8933
waking,waking,1.8391025996760033,1.2748
waking,waking,0.8788007232951334,0.6091
waking,waking,1.147624585082169,0.7955
waking,waking,2.075719421415929,1.4388
waking,waking,0.9813890583440088,0.6802
waking,waking,1.3500733589915614,0.9358
waking,waking,1.2776166792042176,0.8856
waking,waking,1.0443875500286763,0.7239
waking,waking,,
waking,waking,,
waking,waking,1.313984268110248,0.9108
waking,waking,,
waking,waking,1.1010376821153958,0.7632
waking,waking,0.8500135507268025,0.5892
waking,waking,1.8136903917400808,1.2572
waking,waking,,
waking,waking,1.0823408197336297,0.7502
waking,waking,1.1608259318133896,0.8046
waking,waking,1.1618386336933455,0.8053
waking,waking,1.2472751200077863,0.8645
waking,waking,0.9634720453313119,0.6678
waking,waking,1.6423629891168052,1.1384
waking,waking,,
waking,waking,,
waking,waking,1.0261300899606696,0.7113
waking,waking,1.0293314899790051,0.7135
waking,waking,1.2109359834184723,0.8394
waking,waking,0.9559629759142457,0.6626
waking,waking,1.0639432545101455,0.7375
waking,waking,1.661522814589782,1.1517
waking,waking,,
waking,waking,,
waking,waking,0.9074019904474481,0.629
waking,waking,0.9167261958667338,0.6354
waking,waking,1.7516819849191838,1.2142
waking,waking,0.927245885883481,0.6427
waking,waking,1.2657726540887309,0.8774
waking,waking,1.7530645149659325,1.2151
waking,waking,1.256571991867184,0.871
waking,waking,1.2010325475482768,0.8325
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.5768174717000996,1.093
waking,waking,2.4477229341241125,1.6966
waking,waking,0.948819797952203,0.6577
waking,waking,1.8767755835200262,1.3009
waking,waking,1.2243067935806549,0.8486
waking,waking,1.2811570597215707,0.888
waking,waking,1.564412906052279,1.0844
waking,waking,1.073125729910901,0.7438
waking,waking,1.0100877934860029,0.7001
waking,waking,0.9930142416189699,0.6883
waking,waking,1.3559918082259184,0.9399
waking,waking,0.9590471682665587,0.6648
waking,waking,1.0553934075489686,0.7315
waking,waking,1.1029603345371026,0.7645
waking,waking,0.9574571638426492,0.6637
waking,waking,1.2828474756250439,0.8892
waking,waking,1.1151041655926783,0.7729
waking,waking,0.9152228036876525,0.6344
waking,waking,1.2165973434924615,0.8433
waking,waking,1.039601960400201,0.7206
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.0636165669833635,0.7372
waking,waking,1.005495062965044,0.697
waking,waking,0.9678644195469619,0.6709
waking,waking,0.9971328802077009,0.6912
waking,waking,1.9902522056045877,1.3795
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,0.993017251093919,0.6883
waking,waking,3.1033000597809695,2.151
waking,waking,1.1836551291077686,0.8204
waking,waking,1.3956604081424413,0.9674
waking,waking,1.3467704673200087,0.9335
waking,waking,0.9349102444252914,0.648
waking,waking,1.8370995074259258,1.2734
waking,waking,1.466967302097675,1.0168
waking,waking,1.0213918439015603,0.708
waking,waking,0.8106370076389965,0.5619
waking,waking,1.5993332739775605,1.1086
waking,waking,,
waking,waking,1.0722518249261572,0.7432
waking,waking,0.966455285047842,0.6699
waking,waking,1.0534400151322616,0.7302
waking,waking,1.0674150863285101,0.7399
waking,waking,1.0931918622690338,0.7577
waking,waking,1.1312985799338697,0.7842
waking,waking,1.0906943048260869,0.756
waking,waking,,
waking,waking,1.1452687210022965,0.7938
waking,waking,1.324689014393437,0.9182
waking,waking,1.5442958554878594,1.0704
waking,waking,1.3611574264361272,0.9435
waking,waking,0.9173412202356414,0.6359
waking,waking,1.846239126288279,1.2797
waking,waking,1.1429242172711505,0.7922
waking,waking,1.1701861507194942,0.8111
waking,waking,,
waking,waking,1.21513654895919,0.8423
waking,waking,0.9018642965142458,0.6251
waking,waking,,
waking,waking,,
waking,waking,1.0437807980305533,0.7235
waking,waking,0.9391400302964177,0.651
waking,waking,1.0695172991023767,0.7413
waking,waking,,
waking,waking,,
waking,waking,1.3462590185980254,0.9332
waking,waking,1.0895386627178236,0.7552
waking,waking,0.889501855031278,0.6166
waking,waking,,
waking,waking,0.8709360586602637,0.6037
waking,waking,1.0635912393406144,0.7372
waking,waking,,
waking,waking,,
waking,waking,1.3376576192042233,0.9272
waking,waking,,
waking,waking,,
waking,waking,1.245474740133564,0.8633
waking,waking,1.661601176713818,1.1517
waking,waking,1.624615079874691,1.1261
waking,waking,2.089226616043777,1.4481
waking,waking,0.9317121136624334,0.6458
waking,waking,1.388687372376695,0.9626
waking,waking,1.079989716351932,0.7486
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.2459242477116501,0.8636
waking,waking,1.0003532806908673,0.6934
waking,waking,1.0605368220848348,0.7351
waking,waking,1.225088429593132,0.8492
waking,waking,1.9113319155218487,1.3248
waking,waking,,
waking,waking,,
waking,waking,1.298741165715127,0.9002
waking,waking,1.2871137005753908,0.8922
waking,waking,1.4480575764126509,1.0037
waking,waking,1.0993408865280998,0.762
waking,waking,1.0437387963923614,0.7235
waking,waking,1.3108123282435253,0.9086
waking,waking,1.520346533318028,1.0538
waking,waking,,
waking,waking,1.1765929213718709,0.8156
waking,waking,1.0892934417711355,0.755
waking,waking,1.1525389711267915,0.7989
waking,waking,0.9716977866197695,0.6735
waking,waking,1.0140220157469273,0.7029
waking,waking,1.29358837569292,0.8966
waking,waking,1.24247002141589,0.8612
waking,waking,1.8391385370116748,1.2748
waking,waking,,
waking,waking,0.8408991881602885,0.5829
waking,waking,1.207574263183578,0.837
waking,waking,1.7366839368779678,1.2038
waking,waking,1.0551008775948099,0.7313
waking,waking,,
waking,waking,1.3755322550365177,0.9534
waking,waking,1.2808919426581713,0.8878
waking,waking,1.1516809090316464,0.7983
waking,waking,1.4862656104385579,1.0302
waking,waking,0.9844665938786502,0.6824
waking,waking,1.1809116825819554,0.8185
waking,waking,,
waking,waking,1.0143959902611686,0.7031
waking,waking,0.9435255313703329,0.654
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.1935908052228423,0.8273
waking,waking,0.6954427226366824,0.482
waking,waking,1.1051219386689202,0.766
waking,waking,0.7506036271524487,0.5203
waking,waking,1.2999467144511803,0.9011
waking,waking,,
waking,waking,1.2688066138228888,0.8795
waking,waking,1.3136842783328133,0.9106
waking,waking,1.0949813865742555,0.759
waking,waking,1.0724428160916777,0.7434
waking,waking,0.9537814972815586,0.6611
waking,waking,1.0732327088456575,0.7439
waking,waking,1.6360641340878508,1.134
waking,waking,1.2042867530750692,0.8347
waking,waking,1.3999912676786495,0.9704
waking,waking,,
waking,waking,1.6266202055262,1.1275
waking,waking,1.3961686422982325,0.9678
waking,waking,1.28539593148972,0.891
waking,waking,1.2205960335081003,0.8461
waking,waking,1.1473834528746019,0.7953
waking,waking,1.0925451752272468,0.7573
waking,waking,,
waking,waking,,
waking,waking,0.938359605917049,0.6504
waking,waking,1.762095127985074,1.2214
waking,waking,1.0952228264671722,0.7591
waking,waking,0.8744985145659968,0.6062
waking,waking,0.9101982433863244,0.6309
waking,waking,1.0767892569324982,0.7464
waking,waking,1.862248455038812,1.2908
waking,waking,1.697660157396521,1.1767
waking,waking,,
waking,waking,1.7304757426171766,1.1995
waking,waking,0.9107755272462645,0.6313
waking,waking,1.5847087962201276,1.0984
waking,waking,,
waking,waking,,
waking,waking,0.8851584891616693,0.6135
waking,waking,,
waking,waking,0.9711547322650409,0.6732
waking,waking,1.5721603515733589,1.0897
waking,waking,1.0569753642783872,0.7326
waking,waking,1.0615439166110432,0.7358
waking,waking,0.8317487413641533,0.5765
waking,waking,1.539150816308085,1.0669
waking,waking,1.0193481728507952,0.7066
waking,waking,1.0591022899937752,0.7341
waking,waking,0.9795522644857756,0.679
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.1886003768123952,0.8239
waking,waking,1.4371224658468502,0.9961
waking,waking,1.0026572107386418,0.695
waking,waking,1.367830519420702,0.9481
waking,waking,1.0238271189578234,0.7097
waking,waking,1.333081628356975,0.924
waking,waking,0.88146697965714,0.611
waking,waking,1.2577005586892638,0.8718
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.4041565078245994,0.9733
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,0.9942348839724369,0.6892
waking,waking,1.263072369963449,0.8755
waking,waking,,
waking,waking,1.388435780344955,0.9624
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.0392511928677322,0.7204
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.3629650231491575,0.9447
waking,waking,1.114309446521685,0.7724
waking,waking,1.2997887540303208,0.9009
waking,waking,1.2189908178824613,0.8449
waking,waking,,
waking,waking,1.9208811211750805,1.3315
waking,waking,0.921732916903052,0.6389
waking,waking,0.9373714297034099,0.6497
waking,waking,1.0419412562341606,0.7222
waking,waking,,
waking,waking,,
waking,waking,0.8996868228066798,0.6236
waking,waking,1.3367564901577642,0.9266
waking,waking,1.6657141077509319,1.1546
waking,waking,1.0181558090914056,0.7057
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,0.8118736596313143,0.5627
waking,waking,,
waking,waking,,
waking,waking,1.4253301812367196,0.988
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.6640621679629661,1.1534
waking,waking,2.010551037505582,1.3936
waking,waking,,
waking,waking,,
waking,waking,1.1498333442033697,0.797
waking,waking,1.3480667627389653,0.9344
waking,waking,1.2308752227766275,0.8532
waking,waking,,
waking,waking,1.6121136049306355,1.1174
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,0.7184431626589785,0.498
waking,waking,1.481449015255908,1.0269
waking,waking,1.3348217130874234,0.9252
waking,waking,1.0459144769539395,0.725
waking,waking,1.2643557113931378,0.8764
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.0575342803381877,0.733
waking,waking,1.3127665596581704,0.9099
waking,waking,1.0559929691000096,0.732
waking,waking,,
waking,waking,1.0864641718032069,0.7531
waking,waking,,
waking,waking,,
waking,waking,0.859218032858346,0.5956
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.1687558299700063,0.8101
waking,waking,,
waking,waking,1.1425910970720041,0.792
waking,waking,0.9665684564787723,0.67
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.1554593134716657,0.8009
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,,
waking,waking,1.194121955937088,0.8277
waking,waking,1.6514252567567131,1.1447
