gen_id,producer,scorer,prompt_key,category,token_idx,token,logp
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,22,know,-0.48454922437667847
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,23,it,-0.3541082739830017
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,24,.,-0.4027600884437561
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,25,And,-4.771650791168213
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,26,all,-4.113084316253662
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,27,because,-1.4672877788543701
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,28,he,-1.239915370941162
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,29,was,-1.934567928314209
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,30,forced,-5.51979923248291
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,31,to,-0.12590746581554413
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,32,use,-5.0115861892700195
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,33,the,-1.184463620185852
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,34,public,-3.3271484375
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,35,hospital,-5.694506645202637
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,36,.,-1.260709524154663
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,37,"
",-0.8224436044692993
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,38,S,-4.379587173461914
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,39,ometimes,-2.766072988510132
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,40,there,-4.513889789581299
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,41,’,-1.9116281270980835
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,42,s,-0.012284569442272186
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,43,nothing,-1.9715865850448608
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,44,to,-2.0731396675109863
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,45,be,-1.6124167442321777
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,46,done,-0.27849072217941284
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,47,about,-2.2073311805725098
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,48,it,-0.8561236262321472
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,49,.,-0.3889332413673401
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,50,For,-4.76801872253418
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,51,example,-2.158165693283081
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,52,",",-0.19353656470775604
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,53,if,-1.7476627826690674
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,54,an,-5.114292144775391
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,55,accident,-2.2082901000976562
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,56,happens,-1.382697343826294
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,57,on,-2.4684131145477295
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,58,the,-0.8358242511749268
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,59,streets,-4.394289016723633
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,60,of,-1.1783033609390259
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,61,M,-4.224477767944336
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,62,umb,-0.29457083344459534
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,63,ai,-0.0011123190633952618
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,64,",",-0.8673892021179199
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,65,you,-2.0012450218200684
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,66,don,-3.6916027069091797
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,67,’,-0.006458718329668045
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,68,t,-0.001035749795846641
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,69,have,-0.710809588432312
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,70,a,-1.117180585861206
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,71,choice,-0.0633292868733406
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,72,on,-4.753722190856934
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,73,the,-2.7167744636535645
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,74,nature,-5.5737996101379395
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,75,of,-0.06305298209190369
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,76,treatment,-1.9157507419586182
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,77,.,-1.1575210094451904
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,78,But,-2.8258440494537354
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,79,I,-4.98774528503418
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,80,’,-1.7574427127838135
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,81,d,-2.339550256729126
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,82,thought,-4.800980567932129
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,83,I,-1.403200387954712
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,84,’,-0.7106205224990845
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,85,d,-0.009420230984687805
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,86,be,-1.2996889352798462
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,87,able,-1.937247395515442
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,88,to,-0.005571076646447182
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,89,get,-2.2220702171325684
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,90,some,-2.651285171508789
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,91,private,-2.976212978363037
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,92,care,-2.075594663619995
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,93,after,-3.826406478881836
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,94,so,-5.595412254333496
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,95,many,-0.4293672740459442
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,96,years,-0.613854706287384
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,97,of,-0.5701712965965271
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,98,planning,-5.443617343902588
huggyllama/llama-7b|sexual_liminal_1|0,base,base,sexual_liminal_1,sexual_liminal,99,for,-1.451434850692749
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,0,he,-15.166400909423828
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,1,knew,-3.3396997451782227
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,2,he,-1.6520352363586426
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,3,was,-0.982379674911499
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,4,dead,-3.5901684761047363
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,5,",",-2.3480677604675293
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,6,for,-3.634505033493042
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,7,death,-4.653880596160889
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,8,had,-1.5480870008468628
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,9,come,-1.1963894367218018
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,10,to,-0.8628835678100586
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,11,him,-0.43804076313972473
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,12,that,-4.941012382507324
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,13,day,-2.130714178085327
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,14,",",-1.8374955654144287
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,15,and,-1.5118287801742554
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,16,with,-3.8854222297668457
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,17,it,-0.83220374584198
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,18,he,-3.897313117980957
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,19,had,-0.8544018864631653
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,20,lost,-1.722260594367981
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,21,hope,-4.644872665405273
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,22,of,-2.7269866466522217
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,23,ever,-1.2453440427780151
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,24,returning,-2.9083547592163086
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,25,to,-0.3867793679237366
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,26,life,-0.5824621915817261
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,27,.,-0.45860064029693604
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,28,His,-2.965963363647461
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,29,body,-1.9082835912704468
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,30,tw,-5.687684535980225
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,31,isted,-2.6402578353881836
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,32,in,-1.477136254310608
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,33,pain,-1.4017391204833984
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,34,and,-1.7386341094970703
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,35,he,-1.036361575126648
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,36,cried,-2.4070863723754883
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,37,out,-0.2973639965057373
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,38,for,-2.3637115955352783
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,39,his,-1.7206779718399048
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,40,children,-4.080379962921143
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,41,",",-0.9468576312065125
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,42,and,-3.339993715286255
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,43,felt,-6.1066083908081055
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,44,a,-2.1959352493286133
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,45,presence,-4.29211950302124
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,46,next,-3.442870616912842
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,47,to,-0.00865730457007885
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,48,him,-0.1723821610212326
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,49,.,-0.9691756963729858
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,50,He,-1.3689041137695312
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,51,called,-3.876969575881958
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,52,for,-2.1926145553588867
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,53,his,-0.5240484476089478
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,54,wife,-0.6631117463111877
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,55,.,-2.9474685192108154
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,56,"
",-1.0606160163879395
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,57,He,-2.3966879844665527
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,58,could,-3.445526599884033
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,59,only,-4.492270469665527
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,60,turn,-5.104692459106445
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,61,his,-0.2776300609111786
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,62,head,-0.20174863934516907
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,63,towards,-3.3357677459716797
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,64,the,-0.5509350299835205
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,65,side,-4.076185703277588
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,66,of,-1.1328800916671753
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,67,the,-0.2610708773136139
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,68,room,-2.262037515640259
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,69,where,-1.3714169263839722
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,70,she,-1.1458954811096191
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,71,lay,-1.5687364339828491
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,72,",",-1.010258674621582
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,73,and,-0.9556687474250793
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,74,that,-5.380204200744629
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,75,was,-0.7050637006759644
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,76,when,-2.0059139728546143
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,77,he,-0.10811889171600342
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,78,was,-4.926621437072754
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,79,drawn,-5.7621684074401855
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,80,from,-3.590121030807495
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,81,his,-0.6637123227119446
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,82,own,-3.852776527404785
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,83,life,-3.0901198387145996
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,84,into,-1.9014922380447388
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,85,a,-2.012054204940796
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,86,world,-1.8942312002182007
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,87,he,-2.0136709213256836
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,88,had,-0.7023040056228638
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,89,never,-0.41780737042427063
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,90,thought,-3.97090744972229
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,91,about,-3.793630838394165
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,92,",",-1.3752188682556152
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,93,and,-2.150970220565796
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,94,all,-5.398076057434082
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,95,the,-1.7088682651519775
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,96,while,-1.5950276851654053
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,97,he,-0.75676029920578
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,98,knew,-2.808445692062378
huggyllama/llama-7b|sexual_liminal_1|1,base,base,sexual_liminal_1,sexual_liminal,99,he,-0.9579311013221741
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,0,wait,-14.967182159423828
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,1,ed,-0.11810765415430069
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,2,for,-0.5172669291496277
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,3,his,-2.169617176055908
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,4,wife,-1.4562089443206787
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,5,to,-0.39798784255981445
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,6,take,-5.120603084564209
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,7,her,-1.9133167266845703
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,8,turn,-2.4805378913879395
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,9,.,-0.896396279335022
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,10,He,-2.0902082920074463
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,11,could,-3.026319742202759
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,12,hardly,-4.576539039611816
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,13,wait,-0.8378785252571106
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,14,for,-1.61513352394104
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,15,her,-0.694430947303772
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,16,next,-5.84685754776001
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,17,wh,-6.492325782775879
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,18,ack,-1.6923490762710571
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,19,to,-2.849458932876587
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,20,his,-0.8692327737808228
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,21,ch,-4.793520927429199
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,22,est,-0.19273093342781067
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,23,.,-0.6844879388809204
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,24,He,-1.5135104656219482
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,25,had,-1.7004852294921875
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,26,been,-1.60591459274292
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,27,on,-4.969926834106445
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,28,his,-2.205679416656494
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,29,way,-2.5445213317871094
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,30,to,-0.617128312587738
huggyllama/llama-7b|sexual_liminal_1|2,base,base,sexual_liminal_1,sexual_liminal,31,being,-6.265632629394531
