step,stage,prompt,layer,h_attention
1000,step1000,The capital of France is,8,0.6012333914986812
1000,step1000,The capital of France is,9,0.706542712985538
1000,step1000,The capital of France is,10,0.6477126320824027
1000,step1000,The capital of France is,11,0.9448553253896534
1000,step1000,The capital of France is,12,0.6125994044705294
1000,step1000,The capital of France is,13,0.6135929633746855
1000,step1000,The capital of France is,14,0.5607995075406507
1000,step1000,The capital of France is,15,0.8937300993129611
1000,step1000,The capital of France is,16,0.5991606572060846
1000,step1000,The capital of France is,17,0.5316793761448935
1000,step1000,The capital of France is,18,0.5031717200472485
1000,step1000,The capital of France is,19,0.6261599059216678
1000,step1000,The capital of France is,20,0.26955569442361593
1000,step1000,The capital of France is,21,0.3520340482646134
1000,step1000,The capital of France is,22,0.42214068575412966
1000,step1000,The capital of France is,23,0.43796650087460876
1000,step1000,The capital of France is,24,0.19641679493361153
1000,step1000,The capital of France is,25,0.35770159016828984
1000,step1000,The capital of France is,26,0.2799485900395666
1000,step1000,The capital of France is,27,0.4982758443802595
1000,step1000,The capital of France is,28,0.15561539004738734
1000,step1000,The capital of France is,29,0.36866705818101764
1000,step1000,The capital of France is,30,0.2928217232692987
1000,step1000,The capital of France is,31,0.5451410761743318
1000,step1000,She loved him and hated him and wanted to,0,1.4911086596548557
1000,step1000,She loved him and hated him and wanted to,1,1.3203434283332172
1000,step1000,She loved him and hated him and wanted to,2,1.148273809114471
1000,step1000,She loved him and hated him and wanted to,3,1.4680648455396295
1000,step1000,She loved him and hated him and wanted to,4,1.2715691081248224
1000,step1000,She loved him and hated him and wanted to,5,1.2338330335915089
1000,step1000,She loved him and hated him and wanted to,6,1.1972843604162335
1000,step1000,She loved him and hated him and wanted to,7,1.4465897176414728
1000,step1000,She loved him and hated him and wanted to,8,1.1224182699806988
1000,step1000,She loved him and hated him and wanted to,9,1.0934970666421577
1000,step1000,She loved him and hated him and wanted to,10,0.9751217730809003
1000,step1000,She loved him and hated him and wanted to,11,1.3191973161883652
1000,step1000,She loved him and hated him and wanted to,12,0.9082288171630353
1000,step1000,She loved him and hated him and wanted to,13,0.8955900279106572
1000,step1000,She loved him and hated him and wanted to,14,0.8256193357228767
1000,step1000,She loved him and hated him and wanted to,15,1.313436879310757
1000,step1000,She loved him and hated him and wanted to,16,0.9116902669193223
1000,step1000,She loved him and hated him and wanted to,17,0.8465081896720221
1000,step1000,She loved him and hated him and wanted to,18,0.7809429152403027
1000,step1000,She loved him and hated him and wanted to,19,0.947125393897295
1000,step1000,She loved him and hated him and wanted to,20,0.4528514569683466
1000,step1000,She loved him and hated him and wanted to,21,0.49079266704211477
1000,step1000,She loved him and hated him and wanted to,22,0.5581083954020869
1000,step1000,She loved him and hated him and wanted to,23,0.6416248846799135
1000,step1000,She loved him and hated him and wanted to,24,0.2691641741839703
1000,step1000,She loved him and hated him and wanted to,25,0.3008439596160315
1000,step1000,She loved him and hated him and wanted to,26,0.2273351570183877
1000,step1000,She loved him and hated him and wanted to,27,0.6382901791948825
1000,step1000,She loved him and hated him and wanted to,28,0.28649309581123816
1000,step1000,She loved him and hated him and wanted to,29,0.38696711424563546
1000,step1000,She loved him and hated him and wanted to,30,0.24734810546215158
1000,step1000,She loved him and hated him and wanted to,31,0.6127908625931013
1000,step1000,Our company cut our health benefits and incre,0,1.8640852360986173
1000,step1000,Our company cut our health benefits and incre,1,1.3649459121515974
1000,step1000,Our company cut our health benefits and incre,2,0.9581995708867908
1000,step1000,Our company cut our health benefits and incre,3,1.3125480790622532
1000,step1000,Our company cut our health benefits and incre,4,0.8536554231541231
1000,step1000,Our company cut our health benefits and incre,5,0.9779568987432867
1000,step1000,Our company cut our health benefits and incre,6,1.1391235366463661
1000,step1000,Our company cut our health benefits and incre,7,1.3512460347265005
1000,step1000,Our company cut our health benefits and incre,8,1.0308882197132334
1000,step1000,Our company cut our health benefits and incre,9,1.186856214189902
1000,step1000,Our company cut our health benefits and incre,10,1.194908925681375
1000,step1000,Our company cut our health benefits and incre,11,1.5264577637426555
1000,step1000,Our company cut our health benefits and incre,12,1.0409148448961787
1000,step1000,Our company cut our health benefits and incre,13,0.959273093380034
1000,step1000,Our company cut our health benefits and incre,14,1.3801252208650112
1000,step1000,Our company cut our health benefits and incre,15,1.732457679696381
1000,step1000,Our company cut our health benefits and incre,16,1.2324423447716981
1000,step1000,Our company cut our health benefits and incre,17,1.0906430566683412
1000,step1000,Our company cut our health benefits and incre,18,0.8885452232789248
1000,step1000,Our company cut our health benefits and incre,19,1.2189436657354236
1000,step1000,Our company cut our health benefits and incre,20,0.6094374975655228
1000,step1000,Our company cut our health benefits and incre,21,0.562065348494798
1000,step1000,Our company cut our health benefits and incre,22,0.5182181193958968
1000,step1000,Our company cut our health benefits and incre,23,0.7327736895531416
1000,step1000,Our company cut our health benefits and incre,24,0.4607859856332652
1000,step1000,Our company cut our health benefits and incre,25,0.5335624252911657
1000,step1000,Our company cut our health benefits and incre,26,0.28753771202173084
1000,step1000,Our company cut our health benefits and incre,27,0.7878522807732224
1000,step1000,Our company cut our health benefits and incre,28,0.39149237278616056
1000,step1000,Our company cut our health benefits and incre,29,0.5938724522711709
1000,step1000,Our company cut our health benefits and incre,30,0.4093113428680226
1000,step1000,Our company cut our health benefits and incre,31,0.8218900170177221
5000,step5000,She was so angry she wanted to,0,1.1952791430521756
5000,step5000,She was so angry she wanted to,1,0.8644536776650966
5000,step5000,She was so angry she wanted to,2,0.8344327073718887
5000,step5000,She was so angry she wanted to,3,1.3203434946481138
5000,step5000,She was so angry she wanted to,4,1.153195432969369
5000,step5000,She was so angry she wanted to,5,1.1275118496268988
5000,step5000,She was so angry she wanted to,6,0.9910578397102654
5000,step5000,She was so angry she wanted to,7,1.2010072187986225
5000,step5000,She was so angry she wanted to,8,0.9943534601479769
5000,step5000,She was so angry she wanted to,9,1.0031257816590369
5000,step5000,She was so angry she wanted to,10,0.8493550640996546
5000,step5000,She was so angry she wanted to,11,1.1012122444808483
5000,step5000,She was so angry she wanted to,12,0.8421656580176204
5000,step5000,She was so angry she wanted to,13,0.725921219913289
5000,step5000,She was so angry she wanted to,14,0.7727773420047015
5000,step5000,She was so angry she wanted to,15,1.098490978591144
5000,step5000,She was so angry she wanted to,16,0.7010135324671865
5000,step5000,She was so angry she wanted to,17,0.6870116372010671
5000,step5000,She was so angry she wanted to,18,0.670529245689977
5000,step5000,She was so angry she wanted to,19,0.8316672574728727
5000,step5000,She was so angry she wanted to,20,0.4612032744626049
5000,step5000,She was so angry she wanted to,21,0.5127833479709807
5000,step5000,She was so angry she wanted to,22,0.5285262020188384
5000,step5000,She was so angry she wanted to,23,0.751506561646238
5000,step5000,She was so angry she wanted to,24,0.3322434932924807
5000,step5000,She was so angry she wanted to,25,0.493621138331946
5000,step5000,She was so angry she wanted to,26,0.280350232089404
5000,step5000,She was so angry she wanted to,27,0.675488649867475
5000,step5000,She was so angry she wanted to,28,0.3395028881423059
5000,step5000,She was so angry she wanted to,29,0.402519889496034
5000,step5000,She was so angry she wanted to,30,0.2695760410570074
5000,step5000,She was so angry she wanted to,31,0.692915222258307
5000,step5000,She kneeled and reached for his,0,1.3873443722259253
5000,step5000,She kneeled and reached for his,1,1.138181909918785
5000,step5000,She kneeled and reached for his,2,0.9752046703360975
5000,step5000,She kneeled and reached for his,3,1.1739872805774212
5000,step5000,She kneeled and reached for his,4,1.100491193588823
5000,step5000,She kneeled and reached for his,5,1.0388451064936817
5000,step5000,She kneeled and reached for his,6,1.0740531563060358
5000,step5000,She kneeled and reached for his,7,1.2421821784228086
5000,step5000,She kneeled and reached for his,8,0.9116786122322083
5000,step5000,She kneeled and reached for his,9,0.947725877224002
5000,step5000,She kneeled and reached for his,10,0.690592746483162
5000,step5000,She kneeled and reached for his,11,1.1992384167388082
5000,step5000,She kneeled and reached for his,12,0.8738876599818468
5000,step5000,She kneeled and reached for his,13,0.7842171353986487
5000,step5000,She kneeled and reached for his,14,0.5857293048175052
5000,step5000,She kneeled and reached for his,15,0.9783576223999262
5000,step5000,She kneeled and reached for his,16,0.6450604664860293
5000,step5000,She kneeled and reached for his,17,0.6894360697478987
5000,step5000,She kneeled and reached for his,18,0.4771218626119662
5000,step5000,She kneeled and reached for his,19,0.8463686099275947
5000,step5000,She kneeled and reached for his,20,0.530945558246458
5000,step5000,She kneeled and reached for his,21,0.5076509219798027
5000,step5000,She kneeled and reached for his,22,0.5111737809493206
5000,step5000,She kneeled and reached for his,23,0.7448815358802676
5000,step5000,She kneeled and reached for his,24,0.3568107757891994
5000,step5000,She kneeled and reached for his,25,0.5359295553644188
5000,step5000,She kneeled and reached for his,26,0.2844213609205326
5000,step5000,She kneeled and reached for his,27,0.6269574008183554
5000,step5000,She kneeled and reached for his,28,0.3630034562665969
5000,step5000,She kneeled and reached for his,29,0.3149710398283787
5000,step5000,She kneeled and reached for his,30,0.3315120906336233
5000,step5000,She kneeled and reached for his,31,0.7956290850415826
5000,step5000,The capital of France is,0,1.0410934486426413
5000,step5000,The capital of France is,1,0.967161328997463
5000,step5000,The capital of France is,2,0.7547659364063293
5000,step5000,The capital of France is,3,0.90719292499125
5000,step5000,The capital of France is,4,0.6072108076186851
5000,step5000,The capital of France is,5,0.558380565373227
5000,step5000,The capital of France is,6,0.6088313650107011
5000,step5000,The capital of France is,7,1.028298242483288
5000,step5000,The capital of France is,8,0.6055801941547543
5000,step5000,The capital of France is,9,0.7818882430437952
5000,step5000,The capital of France is,10,0.6821128240553662
5000,step5000,The capital of France is,11,1.03799579013139
5000,step5000,The capital of France is,12,0.6962215737439692
5000,step5000,The capital of France is,13,0.6272111311554909
5000,step5000,The capital of France is,14,0.5614963646512479
5000,step5000,The capital of France is,15,0.9738593525253236
5000,step5000,The capital of France is,16,0.616685938264709
5000,step5000,The capital of France is,17,0.5831406854558736
5000,step5000,The capital of France is,18,0.53063916641986
5000,step5000,The capital of France is,19,0.758302164496854
5000,step5000,The capital of France is,20,0.3621851608622819
5000,step5000,The capital of France is,21,0.42628262625657953
5000,step5000,The capital of France is,22,0.44201511595747434
5000,step5000,The capital of France is,23,0.5396307241171598
5000,step5000,The capital of France is,24,0.2574538523767842
5000,step5000,The capital of France is,25,0.46269440930336714
5000,step5000,The capital of France is,26,0.2787793641546159
5000,step5000,The capital of France is,27,0.5457736640819348
5000,step5000,The capital of France is,28,0.22154545818921179
5000,step5000,The capital of France is,29,0.3663228021323448
5000,step5000,The capital of France is,30,0.3454757491708733
5000,step5000,The capital of France is,31,0.6512314495630562
5000,step5000,She loved him and hated him and wanted to,0,1.5004576626233757
5000,step5000,She loved him and hated him and wanted to,1,1.3547972176456824
5000,step5000,She loved him and hated him and wanted to,2,1.1288581091212109
5000,step5000,She loved him and hated him and wanted to,3,1.5049107279628515
5000,step5000,She loved him and hated him and wanted to,4,1.2877875617705286
5000,step5000,She loved him and hated him and wanted to,5,1.2864824747666717
5000,step5000,She loved him and hated him and wanted to,6,1.216988314408809
5000,step5000,She loved him and hated him and wanted to,7,1.4416181014385074
5000,step5000,She loved him and hated him and wanted to,8,1.1414601053111255
5000,step5000,She loved him and hated him and wanted to,9,1.0828643036074936
5000,step5000,She loved him and hated him and wanted to,10,1.0486354562453926
5000,step5000,She loved him and hated him and wanted to,11,1.4118062383495271
5000,step5000,She loved him and hated him and wanted to,12,1.000220036599785
5000,step5000,She loved him and hated him and wanted to,13,0.9854099347721785
5000,step5000,She loved him and hated him and wanted to,14,0.9575240515405312
5000,step5000,She loved him and hated him and wanted to,15,1.4849904016591609
5000,step5000,She loved him and hated him and wanted to,16,0.976740314392373
5000,step5000,She loved him and hated him and wanted to,17,0.9782030927308369
5000,step5000,She loved him and hated him and wanted to,18,0.911847859271802
5000,step5000,She loved him and hated him and wanted to,19,1.2254571970552206
5000,step5000,She loved him and hated him and wanted to,20,0.6340905371762346
5000,step5000,She loved him and hated him and wanted to,21,0.6115777961094864
5000,step5000,She loved him and hated him and wanted to,22,0.6920873582130298
5000,step5000,She loved him and hated him and wanted to,23,0.9106519655324519
5000,step5000,She loved him and hated him and wanted to,24,0.4818837509374134
5000,step5000,She loved him and hated him and wanted to,25,0.4875392150715925
5000,step5000,She loved him and hated him and wanted to,26,0.3171551790292142
5000,step5000,She loved him and hated him and wanted to,27,0.7794130946276709
5000,step5000,She loved him and hated him and wanted to,28,0.40735833922371967
5000,step5000,She loved him and hated him and wanted to,29,0.49518564375466667
5000,step5000,She loved him and hated him and wanted to,30,0.3504824673727853
5000,step5000,She loved him and hated him and wanted to,31,0.8006941226776689
5000,step5000,Our company cut our health benefits and incre,0,1.8953161740209907
5000,step5000,Our company cut our health benefits and incre,1,1.4022850263863802
5000,step5000,Our company cut our health benefits and incre,2,0.9230144790490158
5000,step5000,Our company cut our health benefits and incre,3,1.2731803162023425
5000,step5000,Our company cut our health benefits and incre,4,0.8139315998414531
5000,step5000,Our company cut our health benefits and incre,5,0.9640703772893175
5000,step5000,Our company cut our health benefits and incre,6,1.1388603979721665
5000,step5000,Our company cut our health benefits and incre,7,1.3583979667164385
5000,step5000,Our company cut our health benefits and incre,8,1.019706983526703
5000,step5000,Our company cut our health benefits and incre,9,1.1209509384352714
5000,step5000,Our company cut our health benefits and incre,10,1.242508188530337
5000,step5000,Our company cut our health benefits and incre,11,1.4527658931910992
5000,step5000,Our company cut our health benefits and incre,12,0.9010447394102812
5000,step5000,Our company cut our health benefits and incre,13,0.8599356554914266
5000,step5000,Our company cut our health benefits and incre,14,1.0958894547075033
5000,step5000,Our company cut our health benefits and incre,15,1.5778131876140833
5000,step5000,Our company cut our health benefits and incre,16,1.0509613631293178
5000,step5000,Our company cut our health benefits and incre,17,1.0055828669574112
5000,step5000,Our company cut our health benefits and incre,18,0.8247412936761975
5000,step5000,Our company cut our health benefits and incre,19,1.1213471973314881
5000,step5000,Our company cut our health benefits and incre,20,0.5256738925818354
5000,step5000,Our company cut our health benefits and incre,21,0.4814681813586503
5000,step5000,Our company cut our health benefits and incre,22,0.48941338364966214
5000,step5000,Our company cut our health benefits and incre,23,0.6739765235688537
5000,step5000,Our company cut our health benefits and incre,24,0.3904668717586901
5000,step5000,Our company cut our health benefits and incre,25,0.5126067483797669
5000,step5000,Our company cut our health benefits and incre,26,0.22529114244389348
5000,step5000,Our company cut our health benefits and incre,27,0.7657962688244879
5000,step5000,Our company cut our health benefits and incre,28,0.3317382214299869
5000,step5000,Our company cut our health benefits and incre,29,0.6245062528760172
5000,step5000,Our company cut our health benefits and incre,30,0.35515169508289546
5000,step5000,Our company cut our health benefits and incre,31,0.8782748784869909
10000,step10000,She was so angry she wanted to,0,1.2061169717926532
10000,step10000,She was so angry she wanted to,1,0.8945014636257156
10000,step10000,She was so angry she wanted to,2,0.9163836140651256
10000,step10000,She was so angry she wanted to,3,1.3703705319203436
10000,step10000,She was so angry she wanted to,4,1.1593221405055374
10000,step10000,She was so angry she wanted to,5,1.162333244457841
10000,step10000,She was so angry she wanted to,6,1.0412893826141953
10000,step10000,She was so angry she wanted to,7,1.2085790655110031
10000,step10000,She was so angry she wanted to,8,1.0565727758221328
10000,step10000,She was so angry she wanted to,9,1.0516175078228116
10000,step10000,She was so angry she wanted to,10,0.8776221335865557
10000,step10000,She was so angry she wanted to,11,1.106140841729939
10000,step10000,She was so angry she wanted to,12,0.8736487566493452
