family,text,H,departed,residual_pre
olmo,She collapsed at the grave and screamed until her voice,1.7202147147264903,0.06899481278665714,0.09316641941857412
olmo,She held him in her arms as he sobbed and whispered,2.0673431325571263,0.10008903432839375,0.38881476806373694
olmo,She held his hand as the fireworks went,0.28607978268237466,0.02287970354774662,0.02031621841206288
olmo,She held his hand as the machines went,1.8600086242823597,0.11805352192677106,0.12534549422563013
olmo,She injected herself in the arm and felt a sudden,2.6398462900586575,0.11580653220847918,0.15711026934557812
olmo,She knelt down and,3.5619862247030536,0.05988019286663927,0.1996202971571347
olmo,She let the bag drop to the floor and,3.7218119974540684,0.11889497571919684,0.18042375922375098
olmo,She loaded the camera and pointed it at,1.584776199640899,0.03303248512205963,0.17925799018136057
olmo,She opened the letter and burst into tears when she saw,1.6150890919476728,0.07890943903150681,0.16952136303457313
olmo,She opened the textbook and began to read about,1.4454491517660815,0.08610650556386544,0.555875272202703
olmo,She packed up his room for the last time before moving and,3.37835545697864,0.10537571962738575,0.2606562607332824
olmo,She picked up the bat and tossed it to his,2.421618382416865,0.08475296492005781,0.13428832725463824
olmo,She picked up the book and began to read about,1.641964188465848,0.06417754600102453,0.25415729680797416
olmo,She picked up the phone and chose to,2.9091375792933043,0.12452298367347178,0.14892261453237501
olmo,She poured the juice into a glass and drank it,1.1788012078494023,0.10655964436789167,0.7064074427943511
olmo,She poured the vodka into a glass and drank it,1.5742162694108266,0.09778591902751538,0.565432736588452
olmo,She pressed her forehead against his and closed her,0.044981162033998934,0.0038390415989358094,0.02497362931745134
olmo,She pulled him into the kitchen and,3.0839012945691895,0.09466977572318563,0.20348172576180432
olmo,She pushed through the pain barrier and her vision blurred as,1.6707105032604161,0.08605639830821765,0.055875821049942404
olmo,She ran over and,2.805973572095039,0.15275335596796885,0.17092778273165282
olmo,She reached for the cup and,3.3606192768759406,0.11158808514002294,0.2196890118393778
olmo,She reached out and,2.938576505558378,0.05574806058188927,0.1381846852854611
olmo,She sat beside him in the garden and held his,0.5109161219078114,0.04821491626265221,0.08423287426744973
olmo,She sat beside him in the hospice and held his,0.30936666933221996,0.07055788880468838,0.04428054268277422
olmo,She scratched herself on the arm and felt a sudden,2.738149300928654,0.1870962079103959,0.25531666398874975
olmo,She slid her hand under the pillow and,2.882187947603204,0.1332300283170606,0.16223124303810077
olmo,She slowly unzipped the suitcase and,2.491466524177493,0.10210327980024114,0.10393929144100866
olmo,She sprinted the final hundred meters and her legs burned as she,1.8689821476803332,0.12250943173630532,0.07725486636053347
olmo,She sprinted through the burning building and grabbed the child before,2.702128980240323,0.15443397392950906,0.15489781674373285
olmo,She stirred the soup and tasted it before adding more,0.9235073121979691,0.07040611504322244,0.08616159236351816
olmo,She straddled the bench at the park and,3.28467825706187,0.07316303112400563,0.18682893174980109
olmo,She tore at her own hair and wailed as they carried the body,2.0355232103327627,0.1105997642026159,0.1387496860535162
olmo,She unbuttoned her coat and,3.205128123073859,0.1782886200123358,0.14062481055583478
olmo,She walked into the room and,3.047115963525015,0.08203781016137733,0.17877817937588306
olmo,She walked through the garden and decided to,3.1961133420700767,0.15773059831035807,0.1443564921551885
olmo,She was afraid and wanted to,2.946132581621588,0.14584691581053036,0.127793216370513
olmo,She woke up tangled in the sheets with the cat beside her and,2.3812694331485105,0.09471094689334061,0.26957809382373116
olmo,The building collapsed around her and she crawled through the,1.4507447670292293,0.10202026998095377,0.5731384651762033
olmo,The capital of France is,1.8033160108016504,0.1394465669009493,0.2387351550869835
olmo,The car swerved off the road and rolled into the,2.2217044974716478,0.05831897867378016,0.11739949398329766
olmo,The child was so bored she wanted to,2.880672159093452,0.1829149333331227,0.19963793403933724
olmo,The child was so excited she wanted to,3.0405558200592298,0.1679588180366806,0.12061084451801674
olmo,The climber's rope snapped and she began to fall toward,0.672507512039421,0.16231654082658567,0.13459758490186635
olmo,The committee decided to postpone the vote until,2.0900231526084956,0.05688520651047714,0.06578560735030717
olmo,The fire engulfed the house and he ran screaming through the,1.986597442247087,0.11145700168106254,0.17238630725470902
olmo,The flood swept through the village and she clung to the,2.997966808764815,0.14003827830200144,0.3077741074240221
olmo,The house was warm and quiet and she needed to,2.853583532011472,0.21599479576373012,0.10287588106077691
olmo,The linebacker hit him full force and he felt his ribs,2.2358967336498443,0.2631191022170909,0.22645295781318206
olmo,The man met her in the alley and,3.0382603568519833,0.12974993463941353,0.18037113841871594
olmo,The note on the door said I'll miss you if you,2.748730726443187,0.17245099618811652,0.12812858097533047
olmo,The plumber looked at the burst pipe and said well,2.925062017151121,0.09612708105041048,0.2553726868018218
olmo,The plumber looked at the new faucet and said well,2.4076229438850087,0.08674903362179302,0.4233993158317245
olmo,The recipe calls for two cups of,2.109476380055083,0.13837748908058872,0.06682929712255259
olmo,The rope snapped and he plummeted toward the,1.1020827429838407,0.12276040885938255,0.5532750996894787
olmo,The runner was so exhausted he wanted to,2.6974056397907913,0.27390250290412144,0.11061340486904056
olmo,The runner was so fresh he wanted to,2.952848403673818,0.11962755747888408,0.19899005793062283
olmo,The scream that came out of her when she heard the news was,3.1154632342449626,0.17970005176302148,0.2430454181619178
olmo,The soldier fired his rifle at the enemy and,2.753785613812008,0.13440381222968187,0.15391328718406377
olmo,The soldier fired his rifle at the target and,2.886650366107253,0.17704886397290032,0.15100354270830468
olmo,The teacher stood at the front and started to,2.689276475462919,0.11286095533113043,0.15574472436533754
olmo,The train arrived at the station and,2.8992013066145677,0.10118020902810647,0.24235599079400624
olmo,The waiter brought the check and he reached for his,0.17848727332050895,0.01049692572788257,0.02000367807106329
olmo,The weather forecast for tomorrow is,2.0975148567451454,0.11825562383744068,0.18898805284833575
olmo,The weather was,3.1875750450731113,0.052296856182343456,0.19287134179919396
olmo,The widow was so bereft she wanted to,2.435078286324781,0.10568596539936588,0.18754912223085707
olmo,The widow was so relieved she wanted to,2.1793884819703284,0.3226014103795259,0.13696602051601994
olmo,The wolf lunged at the deer and sank its teeth into the,1.709825739560355,0.3335524412785929,0.11975821828635735
olmo,The wolf lunged at the fence and sank its teeth into the,1.4401030178866718,0.07886566077473052,0.1348443972957798
olmo,Their eyes met across the crowded room and she felt her heart,2.744918380327081,0.20002912721460622,0.16078020142390415
olmo,They passed the guitar around the circle and,2.600099390208023,0.12310105445824888,0.1878224185644519
olmo,They passed the pipe around the circle and,2.172551010886653,0.11360217147273666,0.2030124866660452
olmo,They were alone in the waiting room and she began to,2.6922334649201987,0.10373256388981672,0.21783902700116883
olmo,To make a good risotto you should first,2.988351451214191,0.11964125269880589,0.17377207373964662
olmo-think,By morning she had,3.1726370578532963,0.026445753030711765,0.2795203038945095
olmo-think,He carried her across the threshold and she laughed as he,3.1478590884814497,0.05369871030807028,0.2939285768038471
olmo-think,He cornered her in the hallway and raised his fist to,1.808944445685097,0.04104699227682846,0.124424457767077
olmo-think,He cornered her in the hallway and raised his voice to,2.117695324789031,0.03761680561647125,0.18851742541370609
olmo-think,He crossed the finish line first and screamed with,1.5906602880160163,0.02431078884035639,0.10060948195049696
olmo-think,He crushed the garlic and sprinkled it on the,2.919258076600613,0.03730038984919204,0.40451476251178997
olmo-think,He crushed the pill and snorted it off the,2.3716585835462634,0.03408277117461667,0.3168577990320773
olmo-think,He dove into the flooding river to reach the,2.4564698667504588,0.052402151743205394,0.32454901026264044
olmo-think,He dove into the freezing water and felt his muscles seize as he,2.513099554897454,0.0721270395481338,0.1664658623047821
olmo-think,He fell to his knees on the hospital floor and sobbed until,1.8565753755423262,0.05341598089076341,0.10670531849780779
olmo-think,He felt a deep sense of,2.9401180593586482,0.02873928659120866,0.2124843488750328
olmo-think,He felt the adrenaline surge as the rollercoaster dropped and,2.145322916965431,0.05930537647451503,0.26261035763224716
olmo-think,He grabbed her by the hand and led her toward the,2.4769459377833147,0.02894731463262046,0.4369156707448878
olmo-think,He held the dying child and felt something inside him,2.3482587457683506,0.06687995477697362,0.4232745388504138
olmo-think,He helped the boy to the ground and,3.0313126234903396,0.04205405269857662,0.212374342861974
olmo-think,He kissed her cheek and moved his hand to her,2.2553373626307582,0.04159005813859029,0.22548411986279782
olmo-think,He lay on top of the covers and,2.9679319104784128,0.05615048657157152,0.341259171048384
olmo-think,He leaned her against the wall and,3.332521124949651,0.038935074500454074,0.236841504758438
olmo-think,He looked at the birthday card and said oh,2.02921496619442,0.031709276792560664,0.5004979582583464
olmo-think,He looked at the menu with hunger in his eyes and,3.2259718882831603,0.05118841789429042,0.20991209663299149
olmo-think,He looked at the parking ticket and said oh,2.0795910352018376,0.03291288483277717,0.40790406135031476
olmo-think,He looked out the window and wanted to,3.2399898930521105,0.03921194321310237,0.16850302771899806
olmo-think,He opened the book and began to,0.6091811832107423,0.009727852571536503,0.07344471087526472
olmo-think,He pressed his back against the wall and whispered,0.8285260937667325,0.01425463867067331,0.7748454874151403
olmo-think,He pulled her closer until their shoulders touched and,2.4790458322264435,0.055386419776595,0.23138454636128358
olmo-think,He pulled her into a hug and,2.371380273368093,0.04515221094867299,0.17460670044317794
olmo-think,He pulled the trigger and watched the clay,1.7672364050445246,0.058543890145412926,0.423836623753534
olmo-think,He pulled the trigger and watched the man,2.127347737832524,0.05420202397415325,0.3059069525949859
olmo-think,He raised his fist to strike,1.7492400823800163,0.033922812169479157,0.44114729056025814
olmo-think,He raised his hand and waved at,1.8507290833402235,0.03505989832925488,0.1822061610109813
olmo-think,He raised his hand to wave,2.261976894956337,0.05983172834947012,0.16455189082692823
olmo-think,He ran his hand slowly down the railing and,3.066233319281674,0.04058690496882225,0.19882692848483727
olmo-think,He rested his feet on the table and muttered,1.3595099993364677,0.03029497537564073,0.4998361800110496
olmo-think,He rolled the joint and lit it before,3.0707937550519895,0.03589502798700409,0.232303241240124
olmo-think,He rolled the newspaper and lit the fire before,3.0693362290457555,0.04635725586343924,0.2273205405843057
olmo-think,He stood at the edge of the field and looked,2.228661343136707,0.03766833254707857,0.054678552764083996
olmo-think,He stood at the edge of the roof and looked,1.8991339253216326,0.03169417321818448,0.03823657802804435
olmo-think,He stood on the stage as the audience rose to their feet and,2.5094442139392448,0.044846610061258015,0.1999051496982247
olmo-think,He stubbed his toe on the table and muttered,1.0790463357043274,0.031340223682947956,0.6571918542133872
olmo-think,He traced circles on the foggy window as she,3.0800655586493795,0.036308674204872125,0.29109440126902575
olmo-think,He tugged at the strap of his bag and,3.1815301344040012,0.039782285158077746,0.26668796545800433
olmo-think,He walked into the library and asked for a book about,1.4562215040996118,0.04406120759310511,0.5846190329217441
olmo-think,He walked through the park and sat down on the,1.690049821471432,0.020918661571504214,0.15947672681466485
olmo-think,He was afraid and wanted to,3.2391839026408817,0.03510367970239426,0.17745586383157458
olmo-think,He was captive and chose to,2.5652484011727545,0.02893804660400438,0.16171948676310421
olmo-think,He watched her step out of the car and,3.0636421833545584,0.03673788234088628,0.19046980859952956
olmo-think,He wrapped his hands around her shoulders and,2.7894898391255443,0.05396462729607675,0.15565026388583192
olmo-think,He wrapped his hands around her throat and,2.777911698940709,0.044641460214213835,0.22754210430537541
olmo-think,His fingers traced down the page and along the,2.6066765943979218,0.05360795676998336,0.20909064587772264
olmo-think,His hands found their way under the table and,2.865340291653663,0.03772016599282035,0.26337741255524355
olmo-think,Once upon a time,0.7597113727769225,0.017818738177851155,0.6799030545334803
olmo-think,She aimed the camera at his chest and,3.0018841116899795,0.046760794028978286,0.21905647221974228
olmo-think,She aimed the gun at his chest and,1.5772386758672816,0.03955497999702745,0.12227075829498765
olmo-think,She collapsed at the finish line after the marathon and,2.838002768303263,0.03930546131716318,0.1930805078745627
olmo-think,She collapsed at the grave and screamed until her voice,2.0990865462041497,0.039562800313841406,0.07627894107317515
olmo-think,She held him in her arms as he sobbed and whispered,1.2854275517962268,0.02832544219421828,0.7045311277846913
olmo-think,She held his hand as the fireworks went,0.10683949812730041,0.004100103215087081,0.023526045752078062
olmo-think,She held his hand as the machines went,2.117202216427342,0.0436406616319555,0.24130726496827137
olmo-think,She injected herself in the arm and felt a sudden,1.821325792132849,0.038366158969662875,0.15029397946804482
olmo-think,She knelt down and,3.2083042303883706,0.027721641694793128,0.2534002113958072
olmo-think,She let the bag drop to the floor and,3.2699698013502125,0.041797628878748744,0.294229879065961
olmo-think,She loaded the camera and pointed it at,1.2281388030534743,0.012538880896926487,0.15613115572615485
olmo-think,She opened the letter and burst into tears when she saw,1.5061434557967484,0.02854588632030235,0.10211255178342973
olmo-think,She opened the textbook and began to read about,1.3235599629397932,0.040282321766051024,0.39847714970043774
olmo-think,She packed up his room for the last time before moving and,3.144263233729079,0.05267487968118742,0.24745771093633914
olmo-think,She picked up the bat and tossed it to his,2.5514346658438365,0.03871535067369657,0.277645116736006
olmo-think,She picked up the book and began to read about,1.2569952580112052,0.017044305890421815,0.24665255306730977
olmo-think,She picked up the phone and chose to,2.8574390033253567,0.03992296921653306,0.16291734114970763
olmo-think,She poured the juice into a glass and drank it,1.201793588657883,0.04121365749690989,0.7074848131936946
olmo-think,She poured the vodka into a glass and drank it,1.6237833582329684,0.05930058457403149,0.48388038267334643
olmo-think,She pressed her forehead against his and closed her,0.041907165922184623,0.002322186201803163,0.03260852529611355
olmo-think,She pulled him into the kitchen and,3.3332561632237976,0.048431789929624644,0.25330372069618523
olmo-think,She pushed through the pain barrier and her vision blurred as,1.606354057826492,0.04407906189648848,0.1032401447682787
olmo-think,She ran over and,3.170967529500542,0.04591086271112665,0.2756765895295205
olmo-think,She reached for the cup and,3.1950041752390548,0.04165050613084146,0.23875917147108694
olmo-think,She reached out and,2.847864712212003,0.038852698445535,0.18056551537838167
olmo-think,She sat beside him in the garden and held his,0.3938181306930457,0.005526649514038903,0.05798676576048013
olmo-think,She sat beside him in the hospice and held his,0.24311467176036256,0.009170010830898065,0.04046856031103364
olmo-think,She scratched herself on the arm and felt a sudden,2.3650394727664343,0.03409755017967897,0.2520640681345296
olmo-think,She slid her hand under the pillow and,2.546017421552965,0.0382161253720447,0.17314851948433485
olmo-think,She slowly unzipped the suitcase and,2.6822800455694726,0.047503291786333036,0.1257215784654262
olmo-think,She sprinted the final hundred meters and her legs burned as she,2.558775002506535,0.06718777119139475,0.1844915797790918
olmo-think,She sprinted through the burning building and grabbed the child before,2.504496938150644,0.0637073912455868,0.1786426770854112
olmo-think,She stirred the soup and tasted it before adding more,0.9425992849942251,0.029482671732884446,0.11195348664350441
olmo-think,She straddled the bench at the park and,3.0824672322482165,0.037425158660962896,0.29925998661626185
olmo-think,She tore at her own hair and wailed as they carried the body,1.99353628889614,0.0328560726757959,0.2379153713074333
olmo-think,She unbuttoned her coat and,3.191786238072101,0.04554505939175956,0.26753289739888086
olmo-think,She walked into the room and,3.040581121614242,0.030530070876855477,0.2093318294807182
olmo-think,She walked through the garden and decided to,3.2124996302013114,0.04695296598621122,0.1424765160101969
olmo-think,She was afraid and wanted to,3.160345832088881,0.039002903152001125,0.15241682135856333
olmo-think,She woke up tangled in the sheets with the cat beside her and,2.2413493062760677,0.03449197055863691,0.22249357051749857
olmo-think,The building collapsed around her and she crawled through the,1.798298895439023,0.04640986953462231,0.5067699901965619
olmo-think,The capital of France is,0.9822875619143868,0.03153187318017122,0.10668278156930754
olmo-think,The car swerved off the road and rolled into the,2.341812762437283,0.0507181821185969,0.2989836033186417
olmo-think,The child was so bored she wanted to,2.943872481854437,0.03935567532794236,0.2875328748954662
olmo-think,The child was so excited she wanted to,3.1378951280991423,0.049357884571547835,0.18317253713142412
olmo-think,The climber's rope snapped and she began to fall toward,0.7079376822197003,0.029686689209233556,0.13119530563577594
olmo-think,The committee decided to postpone the vote until,1.9593942498265435,0.06014657155060533,0.0793647933028957
olmo-think,The fire engulfed the house and he ran screaming through the,1.9158646622356865,0.025239739249996136,0.18356289460498637
olmo-think,The flood swept through the village and she clung to the,2.6858403123690966,0.050196243299307775,0.4187966106593535
olmo-think,The house was warm and quiet and she needed to,3.2508054794059595,0.036737509407317265,0.16076434846283277
olmo-think,The linebacker hit him full force and he felt his ribs,2.373348070575921,0.044914921217288704,0.30909357048992664
olmo-think,The man met her in the alley and,2.852932897832649,0.0352928976605738,0.21295684232747875
olmo-think,The note on the door said I'll miss you if you,2.6028575593768526,0.04634751843611806,0.14826541381107172
olmo-think,The plumber looked at the burst pipe and said well,2.2383304181577763,0.03163362622149615,0.44293753617082177
olmo-think,The plumber looked at the new faucet and said well,2.094972097521088,0.03012975173311771,0.45005728382904575
olmo-think,The recipe calls for two cups of,1.674738715213605,0.023569860503131576,0.10718410709595184
olmo-think,The rope snapped and he plummeted toward the,1.6186437484398124,0.04411891118869003,0.5754583726863816
olmo-think,The runner was so exhausted he wanted to,2.5094001439949127,0.032305408003842406,0.20114131921241588
olmo-think,The runner was so fresh he wanted to,3.1516492559597324,0.03576249074806963,0.28318646084104343
olmo-think,The scream that came out of her when she heard the news was,2.939134342641686,0.06656176619840916,0.2530279005844876
olmo-think,The soldier fired his rifle at the enemy and,2.5807632872052215,0.03466086701490074,0.23670987496793994
olmo-think,The soldier fired his rifle at the target and,2.5132214246589406,0.036779574672397994,0.2112019799874501
olmo-think,The teacher stood at the front and started to,3.001017234346765,0.027559106417300746,0.13828423993923714
olmo-think,The train arrived at the station and,2.773134005623176,0.04754613951567287,0.30297686812012575
olmo-think,The waiter brought the check and he reached for his,0.5953360623297337,0.0464939807469429,0.05265549527484836
olmo-think,The weather forecast for tomorrow is,2.585975602579189,0.05663948676752536,0.34658089386755236
olmo-think,The weather was,2.9112667758502497,0.029307614069201578,0.30176364498348707
olmo-think,The widow was so bereft she wanted to,2.5479785467911644,0.032908378883631545,0.21944830871548282
olmo-think,The widow was so relieved she wanted to,2.919861022835889,0.05253746172381688,0.23793131946600016
olmo-think,The wolf lunged at the deer and sank its teeth into the,2.1517539754489134,0.07062265452449251,0.1804323739486994
olmo-think,The wolf lunged at the fence and sank its teeth into the,1.2204965372381607,0.021338445156137274,0.1338115965832003
olmo-think,Their eyes met across the crowded room and she felt her heart,2.2668439347889495,0.04649360796940924,0.13498910242515194
olmo-think,They passed the guitar around the circle and,2.8057234100889135,0.04775017437704684,0.19470148973577772
olmo-think,They passed the pipe around the circle and,2.885576879512979,0.04604321773233019,0.27753311977435385
olmo-think,They were alone in the waiting room and she began to,2.599094317168533,0.04747127298937808,0.2001328946179354
olmo-think,To make a good risotto you should first,3.046208568780304,0.03486993641192563,0.1601541910481596
olmo-tiny,By morning she had,3.2947638968172246,0.09189618893286614,0.27421800149467296
olmo-tiny,He carried her across the threshold and she laughed as he,3.645276992256041,0.14617447444090276,0.24705076317990052
olmo-tiny,He cornered her in the hallway and raised his fist to,1.0356161860783326,0.05651329054429503,0.03730341396203585
olmo-tiny,He cornered her in the hallway and raised his voice to,2.2183600188591743,0.18328355012065783,0.11285999725991343
olmo-tiny,He crossed the finish line first and screamed with,2.014839389265587,0.0829618056537925,0.08854009194875093
olmo-tiny,He crushed the garlic and sprinkled it on the,2.857729637495276,0.12994059392751334,0.3395711810822931
olmo-tiny,He crushed the pill and snorted it off the,2.6159227904819327,0.12680210269368938,0.28815930231710085
olmo-tiny,He dove into the flooding river to reach the,2.848660944804387,0.11787840804120103,0.4443960710131476
olmo-tiny,He dove into the freezing water and felt his muscles seize as he,3.0645939545524334,0.1947019759919331,0.14212003706511017
olmo-tiny,He fell to his knees on the hospital floor and sobbed until,1.6289213746980178,0.13317343316321406,0.03912385188191519
olmo-tiny,He felt a deep sense of,3.4292561218040305,0.05880842914350475,0.20656314231223405
olmo-tiny,He felt the adrenaline surge as the rollercoaster dropped and,3.2353916572299664,0.14244839786663885,0.14760865487901464
olmo-tiny,He grabbed her by the hand and led her toward the,3.0662060836249116,0.0893137492926295,0.38279115638978567
olmo-tiny,He held the dying child and felt something inside him,2.7548734609097307,0.12767617258864544,0.2909383921844702
olmo-tiny,He helped the boy to the ground and,3.663342418234395,0.1405484291941585,0.20492932639861894
olmo-tiny,He kissed her cheek and moved his hand to her,2.959138211738133,0.20575126056475757,0.0959013643332113
olmo-tiny,He lay on top of the covers and,2.5306412184969282,0.13002541305556417,0.15636053528865992
olmo-tiny,He leaned her against the wall and,3.5729395430551385,0.10778954862258139,0.19392438130352377
olmo-tiny,He looked at the birthday card and said oh,1.4275449773365094,0.09828326949116865,0.31974238604672073
olmo-tiny,He looked at the menu with hunger in his eyes and,3.2807123183373377,0.12219915306701824,0.17299805712743838
olmo-tiny,He looked at the parking ticket and said oh,1.2321044784146264,0.13113132178418374,0.2184664898547805
olmo-tiny,He looked out the window and wanted to,3.33310510596083,0.09993707759051884,0.18127697081083807
olmo-tiny,He opened the book and began to,0.4576722989053771,0.019174942669477016,0.05559368101557993
olmo-tiny,He pressed his back against the wall and whispered,1.5129281903599994,0.09098898660622264,0.4711965592730164
olmo-tiny,He pulled her closer until their shoulders touched and,2.8363515613835,0.1702637292182116,0.13601450923447045
olmo-tiny,He pulled her into a hug and,2.6003365188149945,0.19996760253889523,0.09954475885182107
olmo-tiny,He pulled the trigger and watched the clay,2.332511870335646,0.11181667509244733,0.2047999233310937
olmo-tiny,He pulled the trigger and watched the man,2.6294897953931162,0.1725094379249847,0.25524431391929236
olmo-tiny,He raised his fist to strike,1.9815304253882848,0.05354135497412835,0.3213732506261288
olmo-tiny,He raised his hand and waved at,1.3879400700389142,0.03095068154179629,0.13558755751637364
olmo-tiny,He raised his hand to wave,2.5759925185961148,0.15080441321389415,0.13417662673214092
olmo-tiny,He ran his hand slowly down the railing and,3.6052620024727364,0.10940956650790336,0.15965064029701523
olmo-tiny,He rested his feet on the table and muttered,1.4488889198471593,0.06305243301671623,0.4661735744673212
olmo-tiny,He rolled the joint and lit it before,3.2777315302442878,0.18842187334308214,0.188917365840818
olmo-tiny,He rolled the newspaper and lit the fire before,3.4060239381013004,0.18411754407429637,0.21266616958044238
olmo-tiny,He stood at the edge of the field and looked,2.2267801488062267,0.05328785006814319,0.03853113837834071
olmo-tiny,He stood at the edge of the roof and looked,1.9558355380741466,0.13209436918583,0.039804256316244846
olmo-tiny,He stood on the stage as the audience rose to their feet and,1.8085055925442513,0.13005222730384872,0.09142466348635025
olmo-tiny,He stubbed his toe on the table and muttered,1.3589261090172435,0.07046506594337465,0.5556752410340157
olmo-tiny,He traced circles on the foggy window as she,3.4936562802993905,0.15877554519071607,0.20923036500061243
olmo-tiny,He tugged at the strap of his bag and,3.3012176041549868,0.1578503707011691,0.19912027267138263
olmo-tiny,He walked into the library and asked for a book about,2.488472070138382,0.11400002723948802,0.4153655833558601
olmo-tiny,He walked through the park and sat down on the,1.0843911991261017,0.07079299940997813,0.07318948760359945
olmo-tiny,He was afraid and wanted to,3.318797862925114,0.12370931201985774,0.1685886455035046
olmo-tiny,He was captive and chose to,3.180050129494153,0.11690894558485572,0.16535507454997855
olmo-tiny,He watched her step out of the car and,3.454166465210232,0.1473404599036722,0.2156532177442153
olmo-tiny,He wrapped his hands around her shoulders and,3.051778733855613,0.15094351407508896,0.16013218620340908
