stage,prompt,layer,head,entropy,max_attn
base,She was so angry she wanted to,1,23,0.3772645592689514,0.90234375
base,She was so angry she wanted to,1,24,0.035273049026727676,0.9951171875
base,She was so angry she wanted to,1,25,1.1257894039154053,0.66943359375
base,She was so angry she wanted to,1,26,0.6134642362594604,0.84619140625
base,She was so angry she wanted to,1,27,0.42461270093917847,0.90576171875
base,She was so angry she wanted to,1,28,1.1837486028671265,0.64404296875
base,She was so angry she wanted to,1,29,1.191771388053894,0.662109375
base,She was so angry she wanted to,1,30,0.27455267310142517,0.9345703125
base,She was so angry she wanted to,1,31,1.882011890411377,0.25
base,She was so angry she wanted to,2,0,0.6074069142341614,0.85302734375
base,She was so angry she wanted to,2,1,0.2156536877155304,0.95849609375
base,She was so angry she wanted to,2,2,0.11853626370429993,0.9814453125
base,She was so angry she wanted to,2,3,0.10678271949291229,0.98193359375
base,She was so angry she wanted to,2,4,0.02042829617857933,0.99755859375
base,She was so angry she wanted to,2,5,1.3217496871948242,0.44287109375
base,She was so angry she wanted to,2,6,0.5705669522285461,0.869140625
base,She was so angry she wanted to,2,7,1.850304365158081,0.227783203125
base,She was so angry she wanted to,2,8,0.6061757802963257,0.7939453125
base,She was so angry she wanted to,2,9,0.8473599553108215,0.79296875
base,She was so angry she wanted to,2,10,1.1652697324752808,0.533203125
base,She was so angry she wanted to,2,11,0.1997629702091217,0.9658203125
base,She was so angry she wanted to,2,12,0.19185154139995575,0.96435546875
base,She was so angry she wanted to,2,13,0.941495418548584,0.5458984375
base,She was so angry she wanted to,2,14,0.8416401147842407,0.69775390625
base,She was so angry she wanted to,2,15,1.1646374464035034,0.6455078125
base,She was so angry she wanted to,2,16,0.6788920760154724,0.84716796875
base,She was so angry she wanted to,2,17,0.12305878102779388,0.97607421875
base,She was so angry she wanted to,2,18,1.2041329145431519,0.60595703125
base,She was so angry she wanted to,2,19,0.3050907552242279,0.93896484375
base,She was so angry she wanted to,2,20,0.6001653075218201,0.86474609375
base,She was so angry she wanted to,2,21,1.0063958168029785,0.464599609375
base,She was so angry she wanted to,2,22,1.397761583328247,0.5224609375
base,She was so angry she wanted to,2,23,0.5113083124160767,0.8828125
base,She was so angry she wanted to,2,24,1.8711302280426025,0.2159423828125
base,She was so angry she wanted to,2,25,0.008533934131264687,0.9990234375
base,She was so angry she wanted to,2,26,0.6999243497848511,0.81787109375
base,She was so angry she wanted to,2,27,0.8190107345581055,0.76318359375
base,She was so angry she wanted to,2,28,1.5564777851104736,0.36083984375
base,She was so angry she wanted to,2,29,1.6800978183746338,0.31591796875
base,She was so angry she wanted to,2,30,1.7842944860458374,0.2763671875
base,She was so angry she wanted to,2,31,0.29907283186912537,0.9404296875
base,She was so angry she wanted to,3,0,0.8312931060791016,0.7978515625
base,She was so angry she wanted to,3,1,1.026573896408081,0.70703125
base,She was so angry she wanted to,3,2,1.0448315143585205,0.67333984375
base,She was so angry she wanted to,3,3,1.7767021656036377,0.302490234375
base,She was so angry she wanted to,3,4,1.0097054243087769,0.6884765625
base,She was so angry she wanted to,3,5,1.7456512451171875,0.32568359375
base,She was so angry she wanted to,3,6,1.0928254127502441,0.59912109375
base,She was so angry she wanted to,3,7,1.885908603668213,0.2171630859375
base,She was so angry she wanted to,3,8,1.5775611400604248,0.440673828125
base,She was so angry she wanted to,3,9,0.3191080093383789,0.9326171875
base,She was so angry she wanted to,3,10,0.12544387578964233,0.97607421875
base,She was so angry she wanted to,3,11,1.58650541305542,0.32861328125
base,She was so angry she wanted to,3,12,1.5941691398620605,0.294189453125
base,She was so angry she wanted to,3,13,1.6652368307113647,0.31689453125
base,She was so angry she wanted to,3,14,1.043642520904541,0.6923828125
base,She was so angry she wanted to,3,15,0.9416734576225281,0.771484375
base,She was so angry she wanted to,3,16,1.8317621946334839,0.22802734375
base,She was so angry she wanted to,3,17,1.4802888631820679,0.5107421875
base,She was so angry she wanted to,3,18,1.5226953029632568,0.454833984375
base,She was so angry she wanted to,3,19,1.2762454748153687,0.5712890625
base,She was so angry she wanted to,3,20,1.9384063482284546,0.1832275390625
base,She was so angry she wanted to,3,21,1.7826699018478394,0.2939453125
base,She was so angry she wanted to,3,22,1.828012228012085,0.2391357421875
base,She was so angry she wanted to,3,23,1.215574860572815,0.630859375
base,She was so angry she wanted to,3,24,1.7311385869979858,0.34765625
base,She was so angry she wanted to,3,25,1.662688970565796,0.32421875
base,She was so angry she wanted to,3,26,1.4289356470108032,0.346435546875
base,She was so angry she wanted to,3,27,0.6358235478401184,0.85693359375
base,She was so angry she wanted to,3,28,0.4810432493686676,0.8876953125
base,She was so angry she wanted to,3,29,1.0125178098678589,0.70361328125
base,She was so angry she wanted to,3,30,0.5372115969657898,0.8701171875
base,She was so angry she wanted to,3,31,1.6322299242019653,0.2861328125
base,She was so angry she wanted to,4,0,0.8489428758621216,0.5810546875
base,She was so angry she wanted to,4,1,0.8586180806159973,0.487548828125
base,She was so angry she wanted to,4,2,0.3073710501194,0.9404296875
base,She was so angry she wanted to,4,3,1.5539700984954834,0.48681640625
base,She was so angry she wanted to,4,4,0.0887712761759758,0.986328125
base,She was so angry she wanted to,4,5,1.1479778289794922,0.45263671875
base,She was so angry she wanted to,4,6,1.2291226387023926,0.62060546875
base,She was so angry she wanted to,4,7,1.3359674215316772,0.55078125
base,She was so angry she wanted to,4,8,1.035943627357483,0.55419921875
base,She was so angry she wanted to,4,9,0.8342667818069458,0.80224609375
base,She was so angry she wanted to,4,10,1.366726040840149,0.40087890625
base,She was so angry she wanted to,4,11,1.2572426795959473,0.5361328125
base,She was so angry she wanted to,4,12,1.8580456972122192,0.2529296875
base,She was so angry she wanted to,4,13,1.252108097076416,0.45361328125
base,She was so angry she wanted to,4,14,1.2902019023895264,0.438232421875
base,She was so angry she wanted to,4,15,1.6938729286193848,0.414306640625
base,She was so angry she wanted to,4,16,1.2546495199203491,0.56640625
base,She was so angry she wanted to,4,17,1.3115830421447754,0.56005859375
base,She was so angry she wanted to,4,18,1.6322975158691406,0.3095703125
base,She was so angry she wanted to,4,19,0.6637481451034546,0.84228515625
base,She was so angry she wanted to,4,20,1.2729241847991943,0.49755859375
base,She was so angry she wanted to,4,21,1.4945577383041382,0.405029296875
base,She was so angry she wanted to,4,22,0.037704821676015854,0.9951171875
base,She was so angry she wanted to,4,23,1.5080052614212036,0.460205078125
base,She was so angry she wanted to,4,24,1.9017056226730347,0.2232666015625
base,She was so angry she wanted to,4,25,0.8162233829498291,0.7890625
base,She was so angry she wanted to,4,26,1.0860497951507568,0.5
base,She was so angry she wanted to,4,27,1.0539171695709229,0.67919921875
base,She was so angry she wanted to,4,28,1.467354416847229,0.455322265625
base,She was so angry she wanted to,4,29,1.6301844120025635,0.29931640625
base,She was so angry she wanted to,4,30,1.0290690660476685,0.482421875
base,She was so angry she wanted to,4,31,0.7014715671539307,0.8173828125
base,She was so angry she wanted to,5,0,1.3067522048950195,0.5283203125
base,She was so angry she wanted to,5,1,1.535379409790039,0.473876953125
base,She was so angry she wanted to,5,2,0.47628551721572876,0.89892578125
base,She was so angry she wanted to,5,3,0.4546099305152893,0.89697265625
base,She was so angry she wanted to,5,4,1.2644273042678833,0.46875
base,She was so angry she wanted to,5,5,1.3608540296554565,0.5654296875
base,She was so angry she wanted to,5,6,0.9426810145378113,0.734375
base,She was so angry she wanted to,5,7,0.821739912033081,0.7958984375
base,She was so angry she wanted to,5,8,1.1651387214660645,0.53515625
base,She was so angry she wanted to,5,9,1.0665483474731445,0.55126953125
base,She was so angry she wanted to,5,10,1.457695722579956,0.49072265625
base,She was so angry she wanted to,5,11,0.29904597997665405,0.93212890625
base,She was so angry she wanted to,5,12,0.5030650496482849,0.88232421875
base,She was so angry she wanted to,5,13,1.543874740600586,0.40869140625
base,She was so angry she wanted to,5,14,1.2439854145050049,0.60791015625
base,She was so angry she wanted to,5,15,1.1100120544433594,0.58447265625
base,She was so angry she wanted to,5,16,1.1180537939071655,0.6083984375
base,She was so angry she wanted to,5,17,1.354278564453125,0.609375
base,She was so angry she wanted to,5,18,0.6699646711349487,0.83349609375
base,She was so angry she wanted to,5,19,0.6713645458221436,0.84619140625
base,She was so angry she wanted to,5,20,1.0827817916870117,0.70654296875
base,She was so angry she wanted to,5,21,1.2542617321014404,0.453125
base,She was so angry she wanted to,5,22,1.6447559595108032,0.32421875
base,She was so angry she wanted to,5,23,0.7738355398178101,0.8212890625
base,She was so angry she wanted to,5,24,1.8032571077346802,0.250244140625
base,She was so angry she wanted to,5,25,1.7784438133239746,0.294189453125
base,She was so angry she wanted to,5,26,1.6363307237625122,0.3662109375
base,She was so angry she wanted to,5,27,1.4067950248718262,0.51904296875
base,She was so angry she wanted to,5,28,1.495499849319458,0.317626953125
base,She was so angry she wanted to,5,29,0.40519168972969055,0.91015625
base,She was so angry she wanted to,5,30,0.45494696497917175,0.90380859375
base,She was so angry she wanted to,5,31,0.7190635204315186,0.810546875
base,She was so angry she wanted to,6,0,0.5178943872451782,0.89208984375
base,She was so angry she wanted to,6,1,0.3805557191371918,0.92822265625
base,She was so angry she wanted to,6,2,0.6901414394378662,0.71826171875
base,She was so angry she wanted to,6,3,1.0513575077056885,0.485595703125
base,She was so angry she wanted to,6,4,1.0013864040374756,0.69091796875
base,She was so angry she wanted to,6,5,0.9142099022865295,0.4873046875
base,She was so angry she wanted to,6,6,1.4820926189422607,0.362060546875
base,She was so angry she wanted to,6,7,0.1905192881822586,0.96630859375
base,She was so angry she wanted to,6,8,0.24957239627838135,0.95556640625
base,She was so angry she wanted to,6,9,1.0955095291137695,0.68212890625
base,She was so angry she wanted to,6,10,1.850170373916626,0.2110595703125
base,She was so angry she wanted to,6,11,1.7242674827575684,0.289794921875
base,She was so angry she wanted to,6,12,0.531564474105835,0.88134765625
base,She was so angry she wanted to,6,13,0.2660508453845978,0.94873046875
base,She was so angry she wanted to,6,14,0.4184218645095825,0.9189453125
base,She was so angry she wanted to,6,15,0.8319794535636902,0.62646484375
base,She was so angry she wanted to,6,16,1.6293418407440186,0.4326171875
base,She was so angry she wanted to,6,17,1.6155258417129517,0.3505859375
base,She was so angry she wanted to,6,18,0.43938779830932617,0.9130859375
base,She was so angry she wanted to,6,19,1.8700520992279053,0.220947265625
base,She was so angry she wanted to,6,20,0.2601868510246277,0.943359375
base,She was so angry she wanted to,6,21,1.026585578918457,0.73828125
base,She was so angry she wanted to,6,22,0.7281222343444824,0.7802734375
base,She was so angry she wanted to,6,23,0.9024072289466858,0.705078125
base,She was so angry she wanted to,6,24,1.5308351516723633,0.44287109375
base,She was so angry she wanted to,6,25,0.7658072710037231,0.75439453125
base,She was so angry she wanted to,6,26,1.415602684020996,0.4853515625
base,She was so angry she wanted to,6,27,1.7536773681640625,0.244384765625
base,She was so angry she wanted to,6,28,0.2384284883737564,0.95849609375
base,She was so angry she wanted to,6,29,0.8027091026306152,0.794921875
base,She was so angry she wanted to,6,30,0.5129198431968689,0.88623046875
base,She was so angry she wanted to,6,31,1.2135446071624756,0.61669921875
base,She was so angry she wanted to,7,0,1.798463225364685,0.274169921875
base,She was so angry she wanted to,7,1,1.1504981517791748,0.62451171875
base,She was so angry she wanted to,7,2,1.5788533687591553,0.462890625
base,She was so angry she wanted to,7,3,1.5450654029846191,0.495849609375
base,She was so angry she wanted to,7,4,0.057035207748413086,0.9921875
base,She was so angry she wanted to,7,5,0.47679126262664795,0.8701171875
base,She was so angry she wanted to,7,6,1.6337836980819702,0.382080078125
base,She was so angry she wanted to,7,7,1.041433572769165,0.67578125
base,She was so angry she wanted to,7,8,0.2889109253883362,0.9443359375
base,She was so angry she wanted to,7,9,1.3891911506652832,0.56591796875
base,She was so angry she wanted to,7,10,1.300354242324829,0.61767578125
base,She was so angry she wanted to,7,11,1.2802836894989014,0.4599609375
base,She was so angry she wanted to,7,12,1.395171046257019,0.495849609375
base,She was so angry she wanted to,7,13,1.2733063697814941,0.62158203125
base,She was so angry she wanted to,7,14,1.863037109375,0.2548828125
base,She was so angry she wanted to,7,15,1.7314341068267822,0.289306640625
base,She was so angry she wanted to,7,16,0.7295515537261963,0.82958984375
base,She was so angry she wanted to,7,17,1.713958978652954,0.288330078125
base,She was so angry she wanted to,7,18,1.5238969326019287,0.498291015625
base,She was so angry she wanted to,7,19,1.9443576335906982,0.1622314453125
base,She was so angry she wanted to,7,20,0.4393720328807831,0.9140625
base,She was so angry she wanted to,7,21,1.4197698831558228,0.455078125
base,She was so angry she wanted to,7,22,0.18621966242790222,0.9658203125
base,She was so angry she wanted to,7,23,0.34731313586235046,0.9326171875
base,She was so angry she wanted to,7,24,1.9038918018341064,0.2105712890625
base,She was so angry she wanted to,7,25,0.9354577660560608,0.533203125
base,She was so angry she wanted to,7,26,0.1357651948928833,0.9775390625
base,She was so angry she wanted to,7,27,0.383394718170166,0.92529296875
base,She was so angry she wanted to,7,28,1.835973858833313,0.279296875
base,She was so angry she wanted to,7,29,0.7223789691925049,0.82373046875
base,She was so angry she wanted to,7,30,1.2187907695770264,0.55126953125
base,She was so angry she wanted to,7,31,1.8598039150238037,0.270263671875
base,She was so angry she wanted to,8,0,1.0673305988311768,0.56787109375
base,She was so angry she wanted to,8,1,1.8462300300598145,0.2744140625
base,She was so angry she wanted to,8,2,1.1154597997665405,0.68408203125
base,She was so angry she wanted to,8,3,0.2568044364452362,0.9521484375
base,She was so angry she wanted to,8,4,1.0556964874267578,0.64599609375
base,She was so angry she wanted to,8,5,0.3287058472633362,0.9033203125
base,She was so angry she wanted to,8,6,0.6764054298400879,0.79736328125
base,She was so angry she wanted to,8,7,0.390238493680954,0.91796875
base,She was so angry she wanted to,8,8,1.5221596956253052,0.49853515625
base,She was so angry she wanted to,8,9,1.0009443759918213,0.58837890625
base,She was so angry she wanted to,8,10,1.8766766786575317,0.229248046875
base,She was so angry she wanted to,8,11,0.7013022899627686,0.68359375
base,She was so angry she wanted to,8,12,0.1728488951921463,0.97216796875
base,She was so angry she wanted to,8,13,1.3372153043746948,0.51611328125
base,She was so angry she wanted to,8,14,0.15968677401542664,0.974609375
base,She was so angry she wanted to,8,15,1.2666133642196655,0.60400390625
base,She was so angry she wanted to,8,16,1.073805570602417,0.46923828125
base,She was so angry she wanted to,8,17,0.4578688144683838,0.90771484375
base,She was so angry she wanted to,8,18,1.4287776947021484,0.4169921875
base,She was so angry she wanted to,8,19,1.4038434028625488,0.465087890625
base,She was so angry she wanted to,8,20,0.8568309545516968,0.56201171875
base,She was so angry she wanted to,8,21,0.8083018064498901,0.73486328125
base,She was so angry she wanted to,8,22,0.5105114579200745,0.8828125
base,She was so angry she wanted to,8,23,0.49813708662986755,0.8916015625
base,She was so angry she wanted to,8,24,0.2791019082069397,0.9423828125
base,She was so angry she wanted to,8,25,0.766089677810669,0.79736328125
base,She was so angry she wanted to,8,26,1.317400336265564,0.5791015625
base,She was so angry she wanted to,8,27,0.9544311165809631,0.70361328125
base,She was so angry she wanted to,8,28,0.548949658870697,0.8310546875
base,She was so angry she wanted to,8,29,1.7269566059112549,0.265869140625
base,She was so angry she wanted to,8,30,1.854745626449585,0.27490234375
base,She was so angry she wanted to,8,31,0.41169607639312744,0.91650390625
base,She was so angry she wanted to,9,0,0.9300187826156616,0.70947265625
base,She was so angry she wanted to,9,1,1.1311438083648682,0.68310546875
base,She was so angry she wanted to,9,2,1.9456791877746582,0.142822265625
base,She was so angry she wanted to,9,3,0.04113908112049103,0.994140625
base,She was so angry she wanted to,9,4,1.9456791877746582,0.142822265625
base,She was so angry she wanted to,9,5,0.37988030910491943,0.92822265625
base,She was so angry she wanted to,9,6,0.6862674355506897,0.72314453125
base,She was so angry she wanted to,9,7,0.6313879489898682,0.86474609375
base,She was so angry she wanted to,9,8,1.4445242881774902,0.52880859375
base,She was so angry she wanted to,9,9,0.15695640444755554,0.9755859375
base,She was so angry she wanted to,9,10,0.7590540647506714,0.8056640625
base,She was so angry she wanted to,9,11,1.8686497211456299,0.294677734375
base,She was so angry she wanted to,9,12,1.9084317684173584,0.1883544921875
base,She was so angry she wanted to,9,13,0.17079314589500427,0.9716796875
base,She was so angry she wanted to,9,14,0.056175876408815384,0.990234375
base,She was so angry she wanted to,9,15,0.5626410245895386,0.8486328125
base,She was so angry she wanted to,9,16,1.8668400049209595,0.259033203125
base,She was so angry she wanted to,9,17,1.1131706237792969,0.69140625
base,She was so angry she wanted to,9,18,0.9693098068237305,0.7060546875
base,She was so angry she wanted to,9,19,0.05078096687793732,0.9931640625
base,She was so angry she wanted to,9,20,1.4887139797210693,0.374755859375
base,She was so angry she wanted to,9,21,0.8652141690254211,0.640625
base,She was so angry she wanted to,9,22,0.331709086894989,0.93212890625
base,She was so angry she wanted to,9,23,0.9482007622718811,0.76123046875
base,She was so angry she wanted to,9,24,1.840285301208496,0.265625
base,She was so angry she wanted to,9,25,0.5965288877487183,0.83544921875
base,She was so angry she wanted to,9,26,1.1721363067626953,0.60009765625
base,She was so angry she wanted to,9,27,0.09498918056488037,0.986328125
base,She was so angry she wanted to,9,28,1.112313985824585,0.62255859375
base,She was so angry she wanted to,9,29,1.2963852882385254,0.57958984375
base,She was so angry she wanted to,9,30,1.351367473602295,0.55419921875
base,She was so angry she wanted to,9,31,0.632352888584137,0.83154296875
base,She was so angry she wanted to,10,0,1.137765884399414,0.5517578125
base,She was so angry she wanted to,10,1,0.039069563150405884,0.9951171875
base,She was so angry she wanted to,10,2,1.0921907424926758,0.497314453125
base,She was so angry she wanted to,10,3,0.4130017161369324,0.873046875
base,She was so angry she wanted to,10,4,0.5921912789344788,0.8662109375
base,She was so angry she wanted to,10,5,0.19011642038822174,0.96826171875
base,She was so angry she wanted to,10,6,0.7141475677490234,0.84130859375
base,She was so angry she wanted to,10,7,0.9257349371910095,0.73095703125
base,She was so angry she wanted to,10,8,1.1503732204437256,0.615234375
base,She was so angry she wanted to,10,9,0.39826154708862305,0.92138671875
base,She was so angry she wanted to,10,10,0.11960956454277039,0.98193359375
base,She was so angry she wanted to,10,11,0.9474604725837708,0.619140625
base,She was so angry she wanted to,10,12,1.6431949138641357,0.4052734375
base,She was so angry she wanted to,10,13,0.024178873747587204,0.99658203125
base,She was so angry she wanted to,10,14,1.6198655366897583,0.319580078125
base,She was so angry she wanted to,10,15,0.05847829207777977,0.99072265625
base,She was so angry she wanted to,10,16,1.1104404926300049,0.6826171875
base,She was so angry she wanted to,10,17,0.15900881588459015,0.9716796875
base,She was so angry she wanted to,10,18,1.0553677082061768,0.62890625
base,She was so angry she wanted to,10,19,0.9346981048583984,0.76708984375
base,She was so angry she wanted to,10,20,0.38167500495910645,0.92578125
base,She was so angry she wanted to,10,21,0.15411345660686493,0.96875
base,She was so angry she wanted to,10,22,0.3679285943508148,0.9189453125
base,She was so angry she wanted to,10,23,0.9301658868789673,0.57275390625
base,She was so angry she wanted to,10,24,0.754565417766571,0.826171875
base,She was so angry she wanted to,10,25,1.9124619960784912,0.229248046875
base,She was so angry she wanted to,10,26,0.10412266850471497,0.98486328125
base,She was so angry she wanted to,10,27,0.5118058919906616,0.857421875
base,She was so angry she wanted to,10,28,1.0713576078414917,0.494140625
base,She was so angry she wanted to,10,29,1.6139824390411377,0.33984375
base,She was so angry she wanted to,10,30,0.9078012704849243,0.65771484375
base,She was so angry she wanted to,10,31,0.9421995878219604,0.615234375
base,She was so angry she wanted to,11,0,1.0165135860443115,0.70947265625
base,She was so angry she wanted to,11,1,1.314042568206787,0.448486328125
base,She was so angry she wanted to,11,2,1.779649019241333,0.310791015625
base,She was so angry she wanted to,11,3,0.22763943672180176,0.9599609375
base,She was so angry she wanted to,11,4,1.056276798248291,0.66064453125
base,She was so angry she wanted to,11,5,1.7825217247009277,0.341064453125
base,She was so angry she wanted to,11,6,1.2339842319488525,0.64208984375
base,She was so angry she wanted to,11,7,1.1045771837234497,0.5751953125
base,She was so angry she wanted to,11,8,0.20474675297737122,0.96630859375
base,She was so angry she wanted to,11,9,1.543290376663208,0.3564453125
base,She was so angry she wanted to,11,10,1.0019383430480957,0.697265625
base,She was so angry she wanted to,11,11,1.3094003200531006,0.55224609375
base,She was so angry she wanted to,11,12,0.6686156988143921,0.85009765625
base,She was so angry she wanted to,11,13,1.1523661613464355,0.61181640625
base,She was so angry she wanted to,11,14,1.6068308353424072,0.480712890625
base,She was so angry she wanted to,11,15,1.9455668926239014,0.1492919921875
base,She was so angry she wanted to,11,16,0.6797890067100525,0.8134765625
base,She was so angry she wanted to,11,17,0.12967737019062042,0.9794921875
base,She was so angry she wanted to,11,18,1.2047264575958252,0.62939453125
base,She was so angry she wanted to,11,19,1.435267686843872,0.442626953125
base,She was so angry she wanted to,11,20,0.4852350652217865,0.89990234375
base,She was so angry she wanted to,11,21,0.1549486219882965,0.9755859375
base,She was so angry she wanted to,11,22,0.889439582824707,0.75244140625
base,She was so angry she wanted to,11,23,0.18606208264827728,0.96923828125
base,She was so angry she wanted to,11,24,1.3005092144012451,0.50390625
base,She was so angry she wanted to,11,25,1.5508942604064941,0.378173828125
base,She was so angry she wanted to,11,26,1.1134517192840576,0.70166015625
base,She was so angry she wanted to,11,27,1.4796700477600098,0.418212890625
base,She was so angry she wanted to,11,28,1.6814987659454346,0.34326171875
base,She was so angry she wanted to,11,29,1.560726523399353,0.441162109375
base,She was so angry she wanted to,11,30,1.2571524381637573,0.60205078125
base,She was so angry she wanted to,11,31,1.032464623451233,0.712890625
base,She was so angry she wanted to,12,0,0.059096284210681915,0.99169921875
base,She was so angry she wanted to,12,1,1.0038542747497559,0.6787109375
base,She was so angry she wanted to,12,2,1.8450870513916016,0.179931640625
base,She was so angry she wanted to,12,3,0.2019776999950409,0.9619140625
base,She was so angry she wanted to,12,4,0.6883819103240967,0.794921875
base,She was so angry she wanted to,12,5,1.5827428102493286,0.279541015625
base,She was so angry she wanted to,12,6,1.7443296909332275,0.344970703125
base,She was so angry she wanted to,12,7,0.11612289398908615,0.98291015625
base,She was so angry she wanted to,12,8,0.03120776079595089,0.99609375
base,She was so angry she wanted to,12,9,0.640497088432312,0.85498046875
base,She was so angry she wanted to,12,10,0.948978841304779,0.59765625
base,She was so angry she wanted to,12,11,0.3357997536659241,0.90625
base,She was so angry she wanted to,12,12,0.10769174247980118,0.9833984375
base,She was so angry she wanted to,12,13,0.9928482174873352,0.48046875
base,She was so angry she wanted to,12,14,1.477555274963379,0.4560546875
base,She was so angry she wanted to,12,15,0.7606744170188904,0.7578125
base,She was so angry she wanted to,12,16,1.8409174680709839,0.232177734375
base,She was so angry she wanted to,12,17,1.3061268329620361,0.529296875
base,She was so angry she wanted to,12,18,0.836424708366394,0.78466796875
base,She was so angry she wanted to,12,19,1.4575371742248535,0.3603515625
base,She was so angry she wanted to,12,20,0.08533535897731781,0.986328125
base,She was so angry she wanted to,12,21,1.4606974124908447,0.336181640625
base,She was so angry she wanted to,12,22,1.2921451330184937,0.337646484375
base,She was so angry she wanted to,12,23,0.6863999366760254,0.8486328125
base,She was so angry she wanted to,12,24,0.031463202089071274,0.99609375
base,She was so angry she wanted to,12,25,0.03268837183713913,0.99560546875
base,She was so angry she wanted to,12,26,1.1661757230758667,0.671875
base,She was so angry she wanted to,12,27,1.5784820318222046,0.390380859375
base,She was so angry she wanted to,12,28,0.05833975598216057,0.99169921875
base,She was so angry she wanted to,12,29,0.1739620715379715,0.96435546875
base,She was so angry she wanted to,12,30,0.028883611783385277,0.99658203125
base,She was so angry she wanted to,12,31,0.09287789463996887,0.986328125
base,She was so angry she wanted to,13,0,0.240359365940094,0.95068359375
base,She was so angry she wanted to,13,1,0.36291730403900146,0.93115234375
base,She was so angry she wanted to,13,2,1.2318170070648193,0.62548828125
base,She was so angry she wanted to,13,3,1.4654481410980225,0.45556640625
base,She was so angry she wanted to,13,4,0.1788698434829712,0.96923828125
base,She was so angry she wanted to,13,5,1.6883295774459839,0.310302734375
base,She was so angry she wanted to,13,6,1.2555396556854248,0.391357421875
base,She was so angry she wanted to,13,7,1.2586591243743896,0.6435546875
base,She was so angry she wanted to,13,8,0.0454862043261528,0.994140625
base,She was so angry she wanted to,13,9,0.5669218301773071,0.85400390625
base,She was so angry she wanted to,13,10,0.028652725741267204,0.99658203125
