layer,word,probability,logit,source,model,model_id
11,scream,3.17e-06,1.2188,tracked,base,meta-llama/Llama-3.1-8B
12,efon,0.02586317,10.3594,top_k,base,meta-llama/Llama-3.1-8B
12,cái,0.0211089,10.1562,top_k,base,meta-llama/Llama-3.1-8B
12,úsqueda,0.00568138,8.8438,top_k,base,meta-llama/Llama-3.1-8B
12,ilha,0.00449435,8.6094,top_k,base,meta-llama/Llama-3.1-8B
12,phen,0.00442467,8.5938,top_k,base,meta-llama/Llama-3.1-8B
12,kill,1.541e-05,2.9336,tracked,base,meta-llama/Llama-3.1-8B
12,scream,8.4e-07,0.0234,tracked,base,meta-llama/Llama-3.1-8B
13,omba,0.01647917,9.4453,top_k,base,meta-llama/Llama-3.1-8B
13,"""nil",0.00841674,8.7734,top_k,base,meta-llama/Llama-3.1-8B
13,allocator,0.00625479,8.4766,top_k,base,meta-llama/Llama-3.1-8B
13,cái,0.00539196,8.3281,top_k,base,meta-llama/Llama-3.1-8B
13,efon,0.00479571,8.2109,top_k,base,meta-llama/Llama-3.1-8B
13,kill,7.73e-06,1.7803,tracked,base,meta-llama/Llama-3.1-8B
13,scream,7.9e-07,-0.5005,tracked,base,meta-llama/Llama-3.1-8B
14,Grove,0.01082544,9.0156,top_k,base,meta-llama/Llama-3.1-8B
14,rer,0.01016956,8.9531,top_k,base,meta-llama/Llama-3.1-8B
14,omba,0.00738231,8.6328,top_k,base,meta-llama/Llama-3.1-8B
14,allocator,0.00579444,8.3906,top_k,base,meta-llama/Llama-3.1-8B
14,Charsets,0.00279109,7.6602,top_k,base,meta-llama/Llama-3.1-8B
14,kill,2.3e-05,2.8613,tracked,base,meta-llama/Llama-3.1-8B
14,scream,6.2e-07,-0.7524,tracked,base,meta-llama/Llama-3.1-8B
15,Gunn,0.00733701,8.8047,top_k,base,meta-llama/Llama-3.1-8B
15,Charsets,0.0056696,8.5469,top_k,base,meta-llama/Llama-3.1-8B
15,'gc,0.00481173,8.3828,top_k,base,meta-llama/Llama-3.1-8B
15,rer,0.0045202,8.3203,top_k,base,meta-llama/Llama-3.1-8B
15,/Dk,0.00441549,8.2969,top_k,base,meta-llama/Llama-3.1-8B
15,kill,1.333e-05,2.4941,tracked,base,meta-llama/Llama-3.1-8B
15,scream,2.9e-07,-1.3359,tracked,base,meta-llama/Llama-3.1-8B
16,ocre,0.01781297,9.4609,top_k,base,meta-llama/Llama-3.1-8B
16,лит,0.01168203,9.0391,top_k,base,meta-llama/Llama-3.1-8B
16,olist,0.00311971,7.7188,top_k,base,meta-llama/Llama-3.1-8B
16,.exchange,0.00297685,7.6719,top_k,base,meta-llama/Llama-3.1-8B
16,OKIE,0.00273171,7.5859,top_k,base,meta-llama/Llama-3.1-8B
16,kill,2.401e-05,2.8516,tracked,base,meta-llama/Llama-3.1-8B
16,scream,4.7e-07,-1.0879,tracked,base,meta-llama/Llama-3.1-8B
17,ocre,0.00917977,8.6406,top_k,base,meta-llama/Llama-3.1-8B
17,Kling,0.00726179,8.4062,top_k,base,meta-llama/Llama-3.1-8B
17,omba,0.006163,8.2422,top_k,base,meta-llama/Llama-3.1-8B
17,temper,0.00431931,7.8867,top_k,base,meta-llama/Llama-3.1-8B
17,Scrollbar,0.00379692,7.7578,top_k,base,meta-llama/Llama-3.1-8B
17,kill,5.902e-05,3.5938,tracked,base,meta-llama/Llama-3.1-8B
17,scream,2.25e-06,0.3269,tracked,base,meta-llama/Llama-3.1-8B
18,combust,0.00656802,8.0312,top_k,base,meta-llama/Llama-3.1-8B
18,omba,0.00617009,7.9688,top_k,base,meta-llama/Llama-3.1-8B
18,stamp,0.00612207,7.9609,top_k,base,meta-llama/Llama-3.1-8B
18,perman,0.00607443,7.9531,top_k,base,meta-llama/Llama-3.1-8B
18,stamped,0.00454954,7.6641,top_k,base,meta-llama/Llama-3.1-8B
18,kill,8.94e-05,3.7344,tracked,base,meta-llama/Llama-3.1-8B
18,scream,1.575e-05,1.998,tracked,base,meta-llama/Llama-3.1-8B
19,combust,0.01111897,8.4297,top_k,base,meta-llama/Llama-3.1-8B
19,tears,0.00996698,8.3203,top_k,base,meta-llama/Llama-3.1-8B
19,tee,0.00606894,7.8242,top_k,base,meta-llama/Llama-3.1-8B
19,Scrollbar,0.00465322,7.5586,top_k,base,meta-llama/Llama-3.1-8B
19,PHYS,0.00329963,7.2148,top_k,base,meta-llama/Llama-3.1-8B
19,kill,7.775e-05,3.4668,tracked,base,meta-llama/Llama-3.1-8B
19,scream,2.126e-05,2.1699,tracked,base,meta-llama/Llama-3.1-8B
20,tears,0.02002348,8.8828,top_k,base,meta-llama/Llama-3.1-8B
20,quit,0.00938481,8.125,top_k,base,meta-llama/Llama-3.1-8B
20,combust,0.00622726,7.7148,top_k,base,meta-llama/Llama-3.1-8B
20,Punch,0.00591893,7.6641,top_k,base,meta-llama/Llama-3.1-8B
20,perman,0.00547411,7.5859,top_k,base,meta-llama/Llama-3.1-8B
20,kill,0.00014278,3.9395,tracked,base,meta-llama/Llama-3.1-8B
20,scream,2.259e-05,2.0957,tracked,base,meta-llama/Llama-3.1-8B
21,tears,0.06287597,10.1094,top_k,base,meta-llama/Llama-3.1-8B
21,combust,0.01026422,8.2969,top_k,base,meta-llama/Llama-3.1-8B
21,Punch,0.00705449,7.9219,top_k,base,meta-llama/Llama-3.1-8B
21,vom,0.0064989,7.8398,top_k,base,meta-llama/Llama-3.1-8B
21,Kling,0.00647356,7.8359,top_k,base,meta-llama/Llama-3.1-8B
21,kill,0.00061883,5.4883,tracked,base,meta-llama/Llama-3.1-8B
21,scream,6.334e-05,3.209,tracked,base,meta-llama/Llama-3.1-8B
22,tears,0.07430456,10.3438,top_k,base,meta-llama/Llama-3.1-8B
22,spite,0.01385276,8.6641,top_k,base,meta-llama/Llama-3.1-8B
22,punch,0.0101349,8.3516,top_k,base,meta-llama/Llama-3.1-8B
22,quit,0.00944677,8.2812,top_k,base,meta-llama/Llama-3.1-8B
22,combust,0.00833674,8.1562,top_k,base,meta-llama/Llama-3.1-8B
22,kill,0.00254256,6.9688,tracked,base,meta-llama/Llama-3.1-8B
22,scream,3.698e-05,2.7383,tracked,base,meta-llama/Llama-3.1-8B
23,tears,0.07795411,10.3281,top_k,base,meta-llama/Llama-3.1-8B
23,quit,0.02867771,9.3281,top_k,base,meta-llama/Llama-3.1-8B
23,punch,0.01571409,8.7266,top_k,base,meta-llama/Llama-3.1-8B
23,Punch,0.01499449,8.6797,top_k,base,meta-llama/Llama-3.1-8B
23,spite,0.0148778,8.6719,top_k,base,meta-llama/Llama-3.1-8B
23,kill,0.00255525,6.9102,tracked,base,meta-llama/Llama-3.1-8B
23,scream,2.114e-05,2.1152,tracked,base,meta-llama/Llama-3.1-8B
24,punch,0.1018451,10.6797,top_k,base,meta-llama/Llama-3.1-8B
24,Punch,0.04380303,9.8359,top_k,base,meta-llama/Llama-3.1-8B
24,tears,0.03895922,9.7188,top_k,base,meta-llama/Llama-3.1-8B
24,punches,0.01624062,8.8438,top_k,base,meta-llama/Llama-3.1-8B
24,spite,0.0130497,8.625,top_k,base,meta-llama/Llama-3.1-8B
24,kill,0.01065086,8.4219,tracked,base,meta-llama/Llama-3.1-8B
24,scream,5.089e-05,3.0781,tracked,base,meta-llama/Llama-3.1-8B
25,punch,0.20769072,11.4922,top_k,base,meta-llama/Llama-3.1-8B
25,Punch,0.04319555,9.9219,top_k,base,meta-llama/Llama-3.1-8B
25,tears,0.02366921,9.3203,top_k,base,meta-llama/Llama-3.1-8B
25,kill,0.01772742,9.0312,top_k,base,meta-llama/Llama-3.1-8B
25,punches,0.01731676,9.0078,top_k,base,meta-llama/Llama-3.1-8B
25,scream,5.598e-05,3.2734,tracked,base,meta-llama/Llama-3.1-8B
26,punch,0.29792804,12.1797,top_k,base,meta-llama/Llama-3.1-8B
26,tears,0.10376871,11.125,top_k,base,meta-llama/Llama-3.1-8B
26,throw,0.04428305,10.2734,top_k,base,meta-llama/Llama-3.1-8B
26,Punch,0.02542962,9.7188,top_k,base,meta-llama/Llama-3.1-8B
26,punches,0.01641859,9.2812,top_k,base,meta-llama/Llama-3.1-8B
26,kill,0.00340143,7.707,tracked,base,meta-llama/Llama-3.1-8B
26,scream,4.409e-05,3.3613,tracked,base,meta-llama/Llama-3.1-8B
27,punch,0.40174568,12.5234,top_k,base,meta-llama/Llama-3.1-8B
27,hit,0.04040463,10.2266,top_k,base,meta-llama/Llama-3.1-8B
27,throw,0.02670583,9.8125,top_k,base,meta-llama/Llama-3.1-8B
27,punches,0.026498,9.8047,top_k,base,meta-llama/Llama-3.1-8B
27,Punch,0.0250878,9.75,top_k,base,meta-llama/Llama-3.1-8B
27,kill,0.00124418,6.7461,tracked,base,meta-llama/Llama-3.1-8B
27,scream,1.164e-05,2.0742,tracked,base,meta-llama/Llama-3.1-8B
28,punch,0.25368685,11.5156,top_k,base,meta-llama/Llama-3.1-8B
28,hit,0.06935412,10.2188,top_k,base,meta-llama/Llama-3.1-8B
28,faint,0.02492293,9.1953,top_k,base,meta-llama/Llama-3.1-8B
28,throw,0.02115181,9.0312,top_k,base,meta-llama/Llama-3.1-8B
28,Punch,0.01781161,8.8594,top_k,base,meta-llama/Llama-3.1-8B
28,kill,0.00310731,7.1133,tracked,base,meta-llama/Llama-3.1-8B
28,scream,2.372e-05,2.2383,tracked,base,meta-llama/Llama-3.1-8B
29,punch,0.16772282,11.4453,top_k,base,meta-llama/Llama-3.1-8B
29,hit,0.13689138,11.2422,top_k,base,meta-llama/Llama-3.1-8B
29,str,0.09783186,10.9062,top_k,base,meta-llama/Llama-3.1-8B
29,throw,0.04341263,10.0938,top_k,base,meta-llama/Llama-3.1-8B
29,faint,0.02397473,9.5,top_k,base,meta-llama/Llama-3.1-8B
29,kill,0.00298909,7.418,tracked,base,meta-llama/Llama-3.1-8B
29,scream,2.225e-05,2.5176,tracked,base,meta-llama/Llama-3.1-8B
30,punch,0.21669181,11.7578,top_k,base,meta-llama/Llama-3.1-8B
30,hit,0.15977852,11.4531,top_k,base,meta-llama/Llama-3.1-8B
30,str,0.07430391,10.6875,top_k,base,meta-llama/Llama-3.1-8B
30,faint,0.02319881,9.5234,top_k,base,meta-llama/Llama-3.1-8B
30,kil,0.01684053,9.2031,top_k,base,meta-llama/Llama-3.1-8B
30,kill,0.00564087,8.1094,tracked,base,meta-llama/Llama-3.1-8B
30,scream,4.324e-05,3.2383,tracked,base,meta-llama/Llama-3.1-8B
31,hit,0.05832807,11.0078,top_k,base,meta-llama/Llama-3.1-8B
31,faint,0.0552239,10.9531,top_k,base,meta-llama/Llama-3.1-8B
31,kill,0.05228494,10.8984,top_k,base,meta-llama/Llama-3.1-8B
31,punch,0.04578222,10.7656,top_k,base,meta-llama/Llama-3.1-8B
31,cry,0.04103892,10.6562,top_k,base,meta-llama/Llama-3.1-8B
31,scream,0.00044015,6.1211,tracked,base,meta-llama/Llama-3.1-8B
32,kill,0.19924125,17.4531,top_k,base,meta-llama/Llama-3.1-8B
32,cry,0.06778842,16.375,top_k,base,meta-llama/Llama-3.1-8B
32,scream,0.05708358,16.2031,top_k,base,meta-llama/Llama-3.1-8B
32,punch,0.05116938,16.0938,top_k,base,meta-llama/Llama-3.1-8B
32,throw,0.04308894,15.9219,top_k,base,meta-llama/Llama-3.1-8B
0,tem,0.02862018,9.2969,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
0,-do,0.01044684,8.2891,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
0,prelim,0.00590611,7.7188,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
0,asts,0.00401191,7.332,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
0,etter,0.00391898,7.3086,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
0,kill,1.298e-05,1.5986,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
0,scream,5.7e-07,-1.5293,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
1,ching,0.01015703,8.5234,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
1,assen,0.01015703,8.5234,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
1,elage,0.0046321,7.7383,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
1,uros,0.00310984,7.3398,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
1,Annex,0.00279855,7.2344,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
1,kill,3.78e-06,0.627,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
1,scream,2.1e-07,-2.2676,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
2,agento,0.0068134,8.9062,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
2,ispers,0.00676038,8.8984,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
2,لكرة,0.00630137,8.8281,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
2,radient,0.00413254,8.4062,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
2,907,0.00326911,8.1719,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
2,kill,4.46e-06,1.5742,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
2,scream,7.9e-07,-0.1541,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
3,ライト,0.00946254,9.0469,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
3,(assert,0.0042651,8.25,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
3,agento,0.00379346,8.1328,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
3,eyJ,0.00353589,8.0625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
3,Extent,0.00337397,8.0156,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
3,kill,8e-06,1.9707,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
3,scream,5.9e-07,-0.6357,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
4,extent,0.00623182,8.9297,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
4,heatmap,0.00492978,8.6953,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
4,@test,0.00489142,8.6875,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
4,cái,0.00477811,8.6641,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
4,ichert,0.0045593,8.6172,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
4,kill,3.66e-06,1.4902,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
4,scream,3.5e-07,-0.8457,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
5,Abed,0.01187013,9.8906,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
5,řad,0.00854974,9.5625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
5,@test,0.0065043,9.2891,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
5,FML,0.00596868,9.2031,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
5,ichert,0.00565103,9.1484,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
5,kill,3.91e-06,1.8721,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
5,scream,2.4e-07,-0.917,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
6,elps,0.04281521,10.875,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
6,.AI,0.01125661,9.5391,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
6,afari,0.01009036,9.4297,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
6,nothing,0.00579441,8.875,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
6,kill,6.55e-06,2.0898,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
6,scream,4e-07,-0.707,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
7,elps,0.06756062,11.3203,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
7,afari,0.02751105,10.4219,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
7,-slot,0.01164891,9.5625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
7,olem,0.01155826,9.5547,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
7,slot,0.00769946,9.1484,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
7,kill,3.49e-06,1.4482,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
7,scream,2.18e-06,0.98,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
8,afari,0.06358194,11.4844,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
8,efon,0.00930409,9.5625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
8,enheim,0.00659759,9.2188,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
8,ATAB,0.00475207,8.8906,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
8,ispers,0.00422658,8.7734,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
8,kill,1.166e-05,2.8809,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
8,scream,2.33e-06,1.2705,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
9,efon,0.01813698,10.3516,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
9,afari,0.01412509,10.1016,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
9,ельзя,0.00890858,9.6406,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
9,enheim,0.00677729,9.3672,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
9,iken,0.00656878,9.3359,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
9,kill,1.983e-05,3.5332,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
9,scream,2.77e-06,1.5645,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
10,afari,0.02007837,9.875,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
10,efon,0.01327099,9.4609,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
10,Caval,0.01108833,9.2812,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
10,-slot,0.00662114,8.7656,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
10,kill,6.49e-06,1.8379,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
10,scream,3.73e-06,1.2832,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
11,efon,0.01896643,9.8047,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
11,Caval,0.00961172,9.125,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
11,ibal,0.00660603,8.75,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
11,テル,0.00635296,8.7109,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
11,McCl,0.00468438,8.4062,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
11,kill,6.28e-06,1.791,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
11,scream,1.86e-06,0.5771,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
12,efon,0.02469768,10.3672,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
12,cái,0.01175786,9.625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
12,úsqueda,0.01013591,9.4766,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
12,860,0.00449778,8.6641,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
12,Tier,0.00406341,8.5625,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
12,kill,6.38e-06,2.1055,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
12,scream,5.9e-07,-0.2822,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
13,"""nil",0.01108446,8.9297,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
13,efon,0.00823727,8.6328,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
13,Tier,0.00631573,8.3672,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
13,Yah,0.00398328,7.9062,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
13,Tier,0.00362682,7.8125,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
13,kill,5.32e-06,1.2871,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
13,scream,1.38e-06,-0.0645,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
14,rer,0.00787976,8.5781,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
14,Grove,0.00541567,8.2031,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
14,allocator,0.00264972,7.4883,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
14,efon,0.00255818,7.4531,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
14,Charsets,0.00238449,7.3828,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
14,kill,1.44e-05,2.2734,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
14,scream,8.8e-07,-0.5244,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
15,лит,0.007553,8.6406,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
15,Charsets,0.00631076,8.4609,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
15,Gunn,0.00552589,8.3281,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
15,'gc,0.00523181,8.2734,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
15,ymax,0.00356778,7.8906,top_k,superego,meta-llama/Llama-3.1-8B-Instruct
15,kill,6.47e-06,1.5781,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
15,scream,4.5e-07,-1.0918,tracked,superego,meta-llama/Llama-3.1-8B-Instruct
