layer,word,probability,logit,source,model,model_id
10,said,1.4e-07,-2.3438,tracked,base,meta-llama/Llama-3.1-8B
10,the,2.54e-06,0.5698,tracked,base,meta-llama/Llama-3.1-8B
10,scream,2.55e-06,0.5728,tracked,base,meta-llama/Llama-3.1-8B
11,hous,0.01850052,9.4375,top_k,base,meta-llama/Llama-3.1-8B
11,cav,0.00827394,8.6328,top_k,base,meta-llama/Llama-3.1-8B
11,pedest,0.00795698,8.5938,top_k,base,meta-llama/Llama-3.1-8B
11,-release,0.00685934,8.4453,top_k,base,meta-llama/Llama-3.1-8B
11,áky,0.0051777,8.1641,top_k,base,meta-llama/Llama-3.1-8B
11,kill,1.6e-07,-2.1953,tracked,base,meta-llama/Llama-3.1-8B
11,fuck,3e-08,-3.9219,tracked,base,meta-llama/Llama-3.1-8B
11,kiss,1.63e-06,0.0991,tracked,base,meta-llama/Llama-3.1-8B
11,said,4.8e-07,-1.1162,tracked,base,meta-llama/Llama-3.1-8B
11,the,6.13e-06,1.4248,tracked,base,meta-llama/Llama-3.1-8B
11,scream,2.1e-07,-1.9385,tracked,base,meta-llama/Llama-3.1-8B
12,hous,0.03339123,10.3828,top_k,base,meta-llama/Llama-3.1-8B
12,pedest,0.01589661,9.6406,top_k,base,meta-llama/Llama-3.1-8B
12,.sax,0.00799332,8.9531,top_k,base,meta-llama/Llama-3.1-8B
12,copp,0.00673105,8.7812,top_k,base,meta-llama/Llama-3.1-8B
12,eger,0.00632323,8.7188,top_k,base,meta-llama/Llama-3.1-8B
12,kill,1.1e-07,-2.1973,tracked,base,meta-llama/Llama-3.1-8B
12,fuck,6e-08,-2.8535,tracked,base,meta-llama/Llama-3.1-8B
12,kiss,8e-08,-2.5352,tracked,base,meta-llama/Llama-3.1-8B
12,said,1.6e-07,-1.8818,tracked,base,meta-llama/Llama-3.1-8B
12,the,6.11e-06,1.7764,tracked,base,meta-llama/Llama-3.1-8B
12,scream,1.7e-07,-1.8027,tracked,base,meta-llama/Llama-3.1-8B
13,.sax,0.01094861,9.0,top_k,base,meta-llama/Llama-3.1-8B
13,pedest,0.00973789,8.8828,top_k,base,meta-llama/Llama-3.1-8B
13,hous,0.00958692,8.8672,top_k,base,meta-llama/Llama-3.1-8B
13,aneous,0.00958692,8.8672,top_k,base,meta-llama/Llama-3.1-8B
13,�回,0.00706895,8.5625,top_k,base,meta-llama/Llama-3.1-8B
13,kill,1.3e-07,-2.3242,tracked,base,meta-llama/Llama-3.1-8B
13,fuck,1.7e-07,-2.0723,tracked,base,meta-llama/Llama-3.1-8B
13,kiss,2.5e-07,-1.7021,tracked,base,meta-llama/Llama-3.1-8B
13,said,1.7e-07,-2.0508,tracked,base,meta-llama/Llama-3.1-8B
13,the,2.4e-06,0.5742,tracked,base,meta-llama/Llama-3.1-8B
13,scream,1.2e-07,-2.4219,tracked,base,meta-llama/Llama-3.1-8B
14,pedest,0.01111892,9.0625,top_k,base,meta-llama/Llama-3.1-8B
14,lest,0.00695804,8.5938,top_k,base,meta-llama/Llama-3.1-8B
14,aneously,0.005051,8.2734,top_k,base,meta-llama/Llama-3.1-8B
14,Carpenter,0.00452768,8.1641,top_k,base,meta-llama/Llama-3.1-8B
14,civ,0.00445749,8.1484,top_k,base,meta-llama/Llama-3.1-8B
14,kill,2.1e-07,-1.8359,tracked,base,meta-llama/Llama-3.1-8B
14,fuck,8.4e-07,-0.4304,tracked,base,meta-llama/Llama-3.1-8B
14,kiss,1.5e-07,-2.166,tracked,base,meta-llama/Llama-3.1-8B
14,said,4e-08,-3.5332,tracked,base,meta-llama/Llama-3.1-8B
14,the,9.1e-07,-0.3469,tracked,base,meta-llama/Llama-3.1-8B
14,scream,1.5e-07,-2.1348,tracked,base,meta-llama/Llama-3.1-8B
15,aneously,0.0248388,9.6797,top_k,base,meta-llama/Llama-3.1-8B
15,ANNEL,0.00865138,8.625,top_k,base,meta-llama/Llama-3.1-8B
15,enc,0.00545636,8.1641,top_k,base,meta-llama/Llama-3.1-8B
15,часно,0.00496807,8.0703,top_k,base,meta-llama/Llama-3.1-8B
15,aneous,0.00492941,8.0625,top_k,base,meta-llama/Llama-3.1-8B
15,kill,7.1e-07,-0.7827,tracked,base,meta-llama/Llama-3.1-8B
15,fuck,3.43e-06,0.793,tracked,base,meta-llama/Llama-3.1-8B
15,kiss,1.83e-06,0.1643,tracked,base,meta-llama/Llama-3.1-8B
15,said,1.1e-07,-2.6914,tracked,base,meta-llama/Llama-3.1-8B
15,the,1.91e-06,0.2078,tracked,base,meta-llama/Llama-3.1-8B
15,scream,1.6e-07,-2.2676,tracked,base,meta-llama/Llama-3.1-8B
16,aneous,0.06640393,10.6094,top_k,base,meta-llama/Llama-3.1-8B
16,aneously,0.02725212,9.7188,top_k,base,meta-llama/Llama-3.1-8B
16,ANNEL,0.01528705,9.1406,top_k,base,meta-llama/Llama-3.1-8B
16,appar,0.00451884,7.9219,top_k,base,meta-llama/Llama-3.1-8B
16,ianne,0.00422851,7.8555,top_k,base,meta-llama/Llama-3.1-8B
16,kill,2.7e-07,-1.8057,tracked,base,meta-llama/Llama-3.1-8B
16,fuck,6.09e-06,1.3125,tracked,base,meta-llama/Llama-3.1-8B
16,kiss,1.67e-06,0.0163,tracked,base,meta-llama/Llama-3.1-8B
16,said,2.1e-07,-2.0547,tracked,base,meta-llama/Llama-3.1-8B
16,the,1.84e-06,0.1179,tracked,base,meta-llama/Llama-3.1-8B
16,scream,1.1e-07,-2.7188,tracked,base,meta-llama/Llama-3.1-8B
17,aneously,0.06156669,10.3359,top_k,base,meta-llama/Llama-3.1-8B
17,aneous,0.03400036,9.7422,top_k,base,meta-llama/Llama-3.1-8B
17,�回,0.00501437,7.8281,top_k,base,meta-llama/Llama-3.1-8B
17,appar,0.00463754,7.75,top_k,base,meta-llama/Llama-3.1-8B
17,.sax,0.00425564,7.6641,top_k,base,meta-llama/Llama-3.1-8B
17,kill,4.6e-07,-1.46,tracked,base,meta-llama/Llama-3.1-8B
17,fuck,7.79e-06,1.3613,tracked,base,meta-llama/Llama-3.1-8B
17,kiss,6.1e-07,-1.1895,tracked,base,meta-llama/Llama-3.1-8B
17,said,1.6e-07,-2.5273,tracked,base,meta-llama/Llama-3.1-8B
17,the,2.66e-06,0.2861,tracked,base,meta-llama/Llama-3.1-8B
17,scream,2.5e-07,-2.0957,tracked,base,meta-llama/Llama-3.1-8B
18,aneously,0.15962856,11.7109,top_k,base,meta-llama/Llama-3.1-8B
18,aneous,0.02773928,9.9609,top_k,base,meta-llama/Llama-3.1-8B
18,mente,0.00546219,8.3359,top_k,base,meta-llama/Llama-3.1-8B
18,Erect,0.00452831,8.1484,top_k,base,meta-llama/Llama-3.1-8B
18,sworth,0.00445811,8.1328,top_k,base,meta-llama/Llama-3.1-8B
18,kill,4e-08,-3.4922,tracked,base,meta-llama/Llama-3.1-8B
18,fuck,1.73e-06,0.2786,tracked,base,meta-llama/Llama-3.1-8B
18,kiss,6.7e-07,-0.6655,tracked,base,meta-llama/Llama-3.1-8B
18,said,8e-08,-2.7793,tracked,base,meta-llama/Llama-3.1-8B
18,the,1.35e-06,0.0324,tracked,base,meta-llama/Llama-3.1-8B
18,scream,1.1e-07,-2.5059,tracked,base,meta-llama/Llama-3.1-8B
19,aneously,0.06123689,10.5859,top_k,base,meta-llama/Llama-3.1-8B
19,aneous,0.01150607,8.9141,top_k,base,meta-llama/Llama-3.1-8B
19,warmth,0.00766469,8.5078,top_k,base,meta-llama/Llama-3.1-8B
19,gg,0.00498751,8.0781,top_k,base,meta-llama/Llama-3.1-8B
19,баб,0.00431633,7.9336,top_k,base,meta-llama/Llama-3.1-8B
19,kill,1e-07,-2.7734,tracked,base,meta-llama/Llama-3.1-8B
19,fuck,3.19e-06,0.7246,tracked,base,meta-llama/Llama-3.1-8B
19,kiss,4e-07,-1.3496,tracked,base,meta-llama/Llama-3.1-8B
19,said,6e-08,-3.293,tracked,base,meta-llama/Llama-3.1-8B
19,the,2.15e-06,0.3306,tracked,base,meta-llama/Llama-3.1-8B
19,scream,1.6e-07,-2.2988,tracked,base,meta-llama/Llama-3.1-8B
20,aneously,0.07298116,10.7812,top_k,base,meta-llama/Llama-3.1-8B
20,aneous,0.00913466,8.7031,top_k,base,meta-llama/Llama-3.1-8B
20,warmth,0.00818826,8.5938,top_k,base,meta-llama/Llama-3.1-8B
20,ingly,0.00434875,7.9609,top_k,base,meta-llama/Llama-3.1-8B
20,chill,0.00394415,7.8633,top_k,base,meta-llama/Llama-3.1-8B
20,kill,1.8e-07,-2.1523,tracked,base,meta-llama/Llama-3.1-8B
20,fuck,2.62e-06,0.5464,tracked,base,meta-llama/Llama-3.1-8B
20,kiss,3.6e-07,-1.4492,tracked,base,meta-llama/Llama-3.1-8B
20,said,4e-08,-3.6582,tracked,base,meta-llama/Llama-3.1-8B
20,the,1.64e-06,0.081,tracked,base,meta-llama/Llama-3.1-8B
20,scream,9e-08,-2.8125,tracked,base,meta-llama/Llama-3.1-8B
21,aneously,0.12445451,11.5859,top_k,base,meta-llama/Llama-3.1-8B
21,warmth,0.06609729,10.9531,top_k,base,meta-llama/Llama-3.1-8B
21,aneous,0.02865105,10.1172,top_k,base,meta-llama/Llama-3.1-8B
21,chill,0.02356771,9.9219,top_k,base,meta-llama/Llama-3.1-8B
21,urge,0.00649359,8.6328,top_k,base,meta-llama/Llama-3.1-8B
21,kill,1.8e-07,-1.876,tracked,base,meta-llama/Llama-3.1-8B
21,fuck,1.65e-06,0.3572,tracked,base,meta-llama/Llama-3.1-8B
21,kiss,3.3e-07,-1.248,tracked,base,meta-llama/Llama-3.1-8B
21,said,6e-08,-2.998,tracked,base,meta-llama/Llama-3.1-8B
21,the,9.4e-07,-0.2123,tracked,base,meta-llama/Llama-3.1-8B
21,scream,6e-08,-2.9883,tracked,base,meta-llama/Llama-3.1-8B
22,aneously,0.07039582,10.9062,top_k,base,meta-llama/Llama-3.1-8B
22,warmth,0.04405258,10.4375,top_k,base,meta-llama/Llama-3.1-8B
22,urge,0.02911698,10.0234,top_k,base,meta-llama/Llama-3.1-8B
22,chill,0.01595479,9.4219,top_k,base,meta-llama/Llama-3.1-8B
22,aneous,0.01419048,9.3047,top_k,base,meta-llama/Llama-3.1-8B
22,kill,3.3e-07,-1.3623,tracked,base,meta-llama/Llama-3.1-8B
22,fuck,4.16e-06,1.1709,tracked,base,meta-llama/Llama-3.1-8B
22,kiss,4.2e-07,-1.124,tracked,base,meta-llama/Llama-3.1-8B
22,said,8e-08,-2.8047,tracked,base,meta-llama/Llama-3.1-8B
22,the,7.4e-07,-0.5591,tracked,base,meta-llama/Llama-3.1-8B
22,scream,5e-08,-3.2754,tracked,base,meta-llama/Llama-3.1-8B
23,surge,0.08223227,11.3906,top_k,base,meta-llama/Llama-3.1-8B
23,electrical,0.0410272,10.6953,top_k,base,meta-llama/Llama-3.1-8B
23,electricity,0.03854149,10.6328,top_k,base,meta-llama/Llama-3.1-8B
23,rush,0.03374805,10.5,top_k,base,meta-llama/Llama-3.1-8B
23,urge,0.03245519,10.4609,top_k,base,meta-llama/Llama-3.1-8B
23,kill,2.8e-07,-1.1836,tracked,base,meta-llama/Llama-3.1-8B
23,fuck,3.76e-06,1.3975,tracked,base,meta-llama/Llama-3.1-8B
23,kiss,1.08e-06,0.1514,tracked,base,meta-llama/Llama-3.1-8B
23,said,5e-08,-2.9902,tracked,base,meta-llama/Llama-3.1-8B
23,the,4.8e-07,-0.6675,tracked,base,meta-llama/Llama-3.1-8B
23,scream,6e-08,-2.7461,tracked,base,meta-llama/Llama-3.1-8B
24,surge,0.32178137,13.0156,top_k,base,meta-llama/Llama-3.1-8B
24,rush,0.04934677,11.1406,top_k,base,meta-llama/Llama-3.1-8B
24,electrical,0.03934268,10.9141,top_k,base,meta-llama/Llama-3.1-8B
24,wave,0.02089474,10.2812,top_k,base,meta-llama/Llama-3.1-8B
24,electricity,0.01902488,10.1875,top_k,base,meta-llama/Llama-3.1-8B
24,kill,5.2e-07,-0.3137,tracked,base,meta-llama/Llama-3.1-8B
24,fuck,3.27e-06,1.5195,tracked,base,meta-llama/Llama-3.1-8B
24,kiss,1.21e-06,0.5244,tracked,base,meta-llama/Llama-3.1-8B
24,said,8e-08,-2.2441,tracked,base,meta-llama/Llama-3.1-8B
24,the,1.02e-06,0.3574,tracked,base,meta-llama/Llama-3.1-8B
24,scream,7e-08,-2.2832,tracked,base,meta-llama/Llama-3.1-8B
25,surge,0.37143949,13.3438,top_k,base,meta-llama/Llama-3.1-8B
25,electrical,0.06256062,11.5625,top_k,base,meta-llama/Llama-3.1-8B
25,rush,0.05351093,11.4062,top_k,base,meta-llama/Llama-3.1-8B
25,wave,0.02128518,10.4844,top_k,base,meta-llama/Llama-3.1-8B
25,electricity,0.01834897,10.3359,top_k,base,meta-llama/Llama-3.1-8B
25,kill,4.4e-07,-0.2991,tracked,base,meta-llama/Llama-3.1-8B
25,fuck,2.09e-06,1.2539,tracked,base,meta-llama/Llama-3.1-8B
25,kiss,6.7e-07,0.1159,tracked,base,meta-llama/Llama-3.1-8B
25,said,8e-08,-2.0547,tracked,base,meta-llama/Llama-3.1-8B
25,the,5.7e-07,-0.0357,tracked,base,meta-llama/Llama-3.1-8B
25,scream,8e-08,-2.0605,tracked,base,meta-llama/Llama-3.1-8B
26,surge,0.33331954,13.3672,top_k,base,meta-llama/Llama-3.1-8B
26,electrical,0.06461694,11.7266,top_k,base,meta-llama/Llama-3.1-8B
26,rush,0.06117809,11.6719,top_k,base,meta-llama/Llama-3.1-8B
26,electricity,0.0319877,11.0234,top_k,base,meta-llama/Llama-3.1-8B
26,warmth,0.02433496,10.75,top_k,base,meta-llama/Llama-3.1-8B
26,kill,3.9e-07,-0.2888,tracked,base,meta-llama/Llama-3.1-8B
26,fuck,2.1e-06,1.3945,tracked,base,meta-llama/Llama-3.1-8B
26,kiss,7.5e-07,0.3601,tracked,base,meta-llama/Llama-3.1-8B
26,said,8e-08,-1.9395,tracked,base,meta-llama/Llama-3.1-8B
26,the,6e-07,0.1318,tracked,base,meta-llama/Llama-3.1-8B
26,scream,6e-08,-2.1621,tracked,base,meta-llama/Llama-3.1-8B
27,surge,0.44577238,13.8516,top_k,base,meta-llama/Llama-3.1-8B
27,electrical,0.04809826,11.625,top_k,base,meta-llama/Llama-3.1-8B
27,rush,0.03518943,11.3125,top_k,base,meta-llama/Llama-3.1-8B
27,electricity,0.0225432,10.8672,top_k,base,meta-llama/Llama-3.1-8B
27,kill,3.3e-07,-0.2542,tracked,base,meta-llama/Llama-3.1-8B
27,fuck,1.5e-06,1.251,tracked,base,meta-llama/Llama-3.1-8B
27,kiss,1.24e-06,1.0576,tracked,base,meta-llama/Llama-3.1-8B
27,said,5e-08,-2.1289,tracked,base,meta-llama/Llama-3.1-8B
27,the,4.9e-07,0.1273,tracked,base,meta-llama/Llama-3.1-8B
27,scream,4e-08,-2.3867,tracked,base,meta-llama/Llama-3.1-8B
28,surge,0.40338597,13.4375,top_k,base,meta-llama/Llama-3.1-8B
28,electrical,0.05416751,11.4297,top_k,base,meta-llama/Llama-3.1-8B
28,rush,0.04743066,11.2969,top_k,base,meta-llama/Llama-3.1-8B
28,charge,0.02558692,10.6797,top_k,base,meta-llama/Llama-3.1-8B
28,kill,4.3e-07,-0.3142,tracked,base,meta-llama/Llama-3.1-8B
28,fuck,2.43e-06,1.4189,tracked,base,meta-llama/Llama-3.1-8B
28,kiss,1.31e-06,0.7983,tracked,base,meta-llama/Llama-3.1-8B
28,said,1e-07,-1.8203,tracked,base,meta-llama/Llama-3.1-8B
28,the,1.1e-06,0.6265,tracked,base,meta-llama/Llama-3.1-8B
28,scream,5e-08,-2.3828,tracked,base,meta-llama/Llama-3.1-8B
29,surge,0.05437591,13.7969,top_k,base,meta-llama/Llama-3.1-8B
29,rush,0.00442871,11.2891,top_k,base,meta-llama/Llama-3.1-8B
29,charge,0.00347614,11.0469,top_k,base,meta-llama/Llama-3.1-8B
29,warmth,0.00205954,10.5234,top_k,base,meta-llama/Llama-3.1-8B
29,kill,8e-08,0.3115,tracked,base,meta-llama/Llama-3.1-8B
29,fuck,2.4e-07,1.4453,tracked,base,meta-llama/Llama-3.1-8B
29,kiss,1.8e-07,1.168,tracked,base,meta-llama/Llama-3.1-8B
29,said,1e-08,-2.0645,tracked,base,meta-llama/Llama-3.1-8B
29,the,2.2e-07,1.375,tracked,base,meta-llama/Llama-3.1-8B
29,scream,0.0,-2.4219,tracked,base,meta-llama/Llama-3.1-8B
30,surge,0.04351786,13.8203,top_k,base,meta-llama/Llama-3.1-8B
30,rush,0.01316891,12.625,top_k,base,meta-llama/Llama-3.1-8B
30,sh,0.00271756,11.0469,top_k,base,meta-llama/Llama-3.1-8B
30,electrical,0.00269641,11.0391,top_k,base,meta-llama/Llama-3.1-8B
30,kill,1.2e-07,1.0322,tracked,base,meta-llama/Llama-3.1-8B
30,fuck,2e-07,1.5166,tracked,base,meta-llama/Llama-3.1-8B
30,kiss,3.9e-07,2.1953,tracked,base,meta-llama/Llama-3.1-8B
30,said,1e-08,-1.2949,tracked,base,meta-llama/Llama-3.1-8B
30,the,1.7e-07,1.3711,tracked,base,meta-llama/Llama-3.1-8B
30,scream,0.0,-2.3066,tracked,base,meta-llama/Llama-3.1-8B
31,rush,0.02998812,13.0781,top_k,base,meta-llama/Llama-3.1-8B
31,electrical,0.02061052,12.7031,top_k,base,meta-llama/Llama-3.1-8B
31,surge,0.01299889,12.2422,top_k,base,meta-llama/Llama-3.1-8B
31,charge,0.00845854,11.8125,top_k,base,meta-llama/Llama-3.1-8B
31,kill,4.8e-07,2.0391,tracked,base,meta-llama/Llama-3.1-8B
31,fuck,1.08e-06,2.8477,tracked,base,meta-llama/Llama-3.1-8B
31,kiss,3.04e-06,3.8828,tracked,base,meta-llama/Llama-3.1-8B
31,said,1e-08,-1.4844,tracked,base,meta-llama/Llama-3.1-8B
31,the,1.5e-07,0.8481,tracked,base,meta-llama/Llama-3.1-8B
31,scream,5e-08,-0.137,tracked,base,meta-llama/Llama-3.1-8B
32,rush,0.13766965,16.4531,top_k,base,meta-llama/Llama-3.1-8B
32,warmth,0.08548103,15.9766,top_k,base,meta-llama/Llama-3.1-8B
32,surge,0.06554058,15.7109,top_k,base,meta-llama/Llama-3.1-8B
32,chill,0.0373439,15.1484,top_k,base,meta-llama/Llama-3.1-8B
32,kill,2.85e-06,5.668,tracked,base,meta-llama/Llama-3.1-8B
32,fuck,6e-07,4.1133,tracked,base,meta-llama/Llama-3.1-8B
32,kiss,9.329e-05,9.1562,tracked,base,meta-llama/Llama-3.1-8B
32,said,2.6e-07,3.2695,tracked,base,meta-llama/Llama-3.1-8B
