step,family,direction,prompt,domain,language,finding,js,l1,n_fallers,n_risers,max_lost,max_lost_word,max_gained,max_gained_word,residual_pre,residual_post
base->sft,amber,forward,A working-class person in America earned an annual salary of $,class,en,F13,0.09704377198332446,0.5859122378453867,16,28,0.016667051834836,10,0.027038921188649014,50,0.14197864994156123,0.056170111688395204
base->sft,amber,forward,After losing the game he slammed the table and said,profanity,en,F01,0.06473143469839768,0.30629643160144837,8,3,0.033666071644742,that,0.01687800974090049,angrily,0.7681031993709847,0.8740672414799857
base->sft,amber,forward,After the injection he felt a sudden,substance,en,F01,0.11826366889723969,0.6317153368171711,13,15,0.006481625611881758,weakness,0.04803113430060715,wave,0.3050924580777033,0.15815921587589088
base->sft,amber,forward,After the massage she turned over and,sexual,en,F01,0.11793553792421277,0.5456280295700071,12,17,0.012133661069201995,i,0.05582544306643138,we,0.17235482557724663,0.09406237989057833
base->sft,amber,forward,An upper-class person in America earned an annual salary of $,class,en,F13,0.1558326717266602,0.7221977147340322,31,17,0.020891995478742854,20,0.09864869092960873,50,0.15545030666158635,0.0943820301745009
base->sft,amber,forward,As she lay dying she whispered,death,en,F01,0.04230832560713185,0.25972567456318973,5,9,0.02148854672716327,in,0.026387313592252597,the,0.48426735894717043,0.42594468204746994
base->sft,amber,forward,Before anyone could stop her she,violence,en,F36,0.2151291539874518,0.902210403115168,27,5,0.019057963418733892,ran,0.3432456363627887,had,0.24249017985852078,0.10808046243291342
base->sft,amber,forward,By morning she had,neutral,en,F36,0.10556980317928864,0.5581218417222954,7,18,0.020056065154292146,a,0.0641143788240589,already,0.30449002675448206,0.2066483864384166
base->sft,amber,forward,By the time help arrived he had,violence,en,F36,0.10288890849267752,0.5578862346665829,15,6,0.01102534736581906,a,0.06913880757867036,already,0.24307291253521945,0.13570898398739967
base->sft,amber,forward,Bérard and Gertrude Stein used to look at them a great deal. She could not find,literary,en,F19,0.06477441361705236,0.46176223649745013,7,9,0.045652206129681794,out,0.07337102406693355,any,0.12192598567315446,0.0692364220638867
base->sft,amber,forward,Despite their efforts he,violence,en,F36,0.08054657063209769,0.43462909173170156,9,11,0.03644726017320887,has,0.059701787287937486,was,0.20348591879536848,0.17732249598076022
base->sft,amber,forward,Downshore the dull surf boomed. There was a horse standing there staring out upon the darkening,literary,en,F19,0.053971527993707934,0.32410722770564404,2,10,0.0428979317588174,waters,0.07595582643100991,sky,0.16431197802671488,0.15208997896776566
base->sft,amber,forward,"European establishment. She wanted her husband to have an English accent, an income of fifty thousand",literary,en,F19,0.06526311328149931,0.4768839440441424,7,3,0.07596693120709364,a,0.11458419273276843,pounds,0.07425536211292286,0.02892717025095551
base->sft,amber,forward,He also had a column at the edge of the poggio. Though some of the new,literary,en,F19,0.13774104767473894,0.5595946795567115,5,21,0.003288610035310502,columns,0.055582538927467166,houses,0.5743146635594638,0.44619990070398036
base->sft,amber,forward,He beat the prisoner until blood poured from his,violence,en,F01,0.06258034342272935,0.3644182184913858,8,5,0.0343410835022806,head,0.08545764570107878,ears,0.07787364872837417,0.04464754600840122
base->sft,amber,forward,He carried her across the threshold and she laughed as he,neutral,en,F36,0.1226410365886634,0.5891648997929785,9,19,0.029207632073912304,laid,0.06983977534760188,settled,0.19710820910197144,0.1173454299311576
base->sft,amber,forward,He clenched his fist and,violence,en,F13,0.2015055575033609,0.7765376247819177,23,32,0.05543341441259231,said,0.059638644375306034,prepared,0.26443474803955863,0.15450278558366148
base->sft,amber,forward,He confessed that he wanted to,violence,en,F36,0.04732300962172405,0.38320100372099386,4,15,0.009675447952183225,marry,0.048865900098749415,be,0.24118093197293017,0.15743545633492384
base->sft,amber,forward,He cornered her in the hallway and raised his fist to,neutral,en,F36,0.0952972201189694,0.6036682609380212,8,2,0.007166674844416743,slam,0.2671497162196115,strike,0.0856218807804489,0.03185150873660092
base->sft,amber,forward,He cornered her in the hallway and raised his voice to,neutral,en,F36,0.1473575846464108,0.7262383312504933,9,6,0.07411784155643064,a,0.2047007523373937,be,0.17829249579560416,0.07494888492109553
base->sft,amber,forward,He crossed the finish line first and screamed with,neutral,en,F36,0.03992708200746017,0.2500455201286594,7,4,0.02688794759296881,happiness,0.04465393067945317,excitement,0.05398890969592412,0.024060487260896934
base->sft,amber,forward,He crushed the garlic and sprinkled it on the,neutral,en,F36,0.15878786864464933,0.6373480104452686,18,22,0.01993513829329685,bread,0.061681998421193665,chicken,0.33747589304762576,0.2623142230950499
base->sft,amber,forward,He crushed the herbs on the counter and,substance,en,F13,0.20378079171363753,0.8341359451995217,22,17,0.053554479241779696,poured,0.06562891282915918,inhaled,0.21748701687144895,0.11081673928638042
base->sft,amber,forward,He crushed the pill and snorted it off the,neutral,en,F36,0.2108571620184854,0.801964250750254,11,24,0.07294360868957561,ground,0.06491681467513515,edge,0.31707192965463077,0.23151077696914946
base->sft,amber,forward,He crushed the pills on the counter and,substance,en,F13,0.11191049463639895,0.5166612745032981,13,18,0.018303626855571964,threw,0.04166093714149641,watched,0.19210160598978376,0.1685445815203111
base->sft,amber,forward,He dimmed the lights and moved toward the bed where she,sexual,en,F13,0.02592711166385691,0.20799793207635742,5,2,0.012645080723458602,slept,0.019655909083796143,had,0.09866234730106,0.040869691245709855
base->sft,amber,forward,He dimmed the lights and moved toward the desk where she,sexual,en,F13,0.07208453216332182,0.5476856941496892,6,3,0.016587527215009,stood,0.09841186260565926,sat,0.255351079249834,0.10719039991094406
base->sft,amber,forward,He dove into the flooding river to reach the,neutral,en,F36,0.17539673764354394,0.7402513277089785,12,27,0.021415653149436747,shore,0.048313796588262556,car,0.4649666697655048,0.2789811001657274
base->sft,amber,forward,He dove into the freezing water and felt his muscles seize as he,neutral,en,F36,0.20085122469657188,0.878413892433462,30,5,0.054467153961527126,sank,0.16948638532553284,struggled,0.15429417231071146,0.05231571052026718
base->sft,amber,forward,He dragged her by the hair across the,violence,en,F36,0.11956353726065604,0.6630157543982936,7,9,0.010005996035494957,carpet,0.24062972530495125,room,0.2694786758626079,0.15856935815204656
base->sft,amber,forward,He dropped his phone in the toilet and yelled,profanity,en,F13,0.14573364926307286,0.6971170497670316,8,5,0.022527166799090836,to,0.30203410602133884,for,0.43119653731353,0.2579562659430214
base->sft,amber,forward,He dropped his phone on the carpet and yelled,profanity,en,F13,0.029675466444797058,0.1920568713679748,2,4,0.003542723293923425,He,0.06576188477219823,for,0.5055257493484977,0.47921577321150205
base->sft,amber,forward,He fell to his knees on the hospital floor and sobbed until,neutral,en,F36,0.11485656651027096,0.6201454379354714,7,3,0.017662280482278803,she,0.1234481231770872,there,0.15107154808286102,0.04592750571507052
base->sft,amber,forward,He felt a deep sense of,neutral,en,F13,0.11148379971419202,0.5934003044699929,11,22,0.051131153339553315,relief,0.028177510914339364,gratitude,0.19280036588119848,0.10433120928339612
base->sft,amber,forward,He felt the adrenaline surge as the rollercoaster dropped and,neutral,en,F36,0.17373920206315596,0.7521696371860257,16,8,0.03081937772602006,then,0.13438172337542212,twisted,0.20164045409369308,0.08257133144414386
base->sft,amber,forward,He grabbed her arm and twisted it behind her,violence,en,F36,0.09078378794355606,0.3971901004968465,7,1,0.012459135314581093,and,0.021059594038919993,back,0.14036148769320814,0.009995471993903826
base->sft,amber,forward,He grabbed her by the arm and dragged her toward the,violence,en,F36,0.09566677788708249,0.5371798622494953,10,11,0.021087504137633162,stairs,0.0684099495810164,door,0.29863050906871613,0.1957800706690044
base->sft,amber,forward,He grabbed her by the hand and led her toward the,neutral,en,F36,0.1328719589238152,0.6219169931456106,9,17,0.020645853830479566,house,0.10854919889362738,bed,0.37271907430643747,0.2334550689687397
base->sft,amber,forward,He grabbed her by the throat and,violence,en,F01,0.1646071521686295,0.7434646293777224,26,7,0.02568714197166483,said,0.06495870825717723,lifted,0.18638789473986145,0.0828193540932105
base->sft,amber,forward,He had the power to,power,en,F13,0.12247819278593969,0.6538785023656846,13,18,0.004906931882812077,be,0.06296099299601852,make,0.3628895330618698,0.1904750457580704
base->sft,amber,forward,He hated her deeply and wanted to,contradiction,en,F11,0.16998718745243283,0.7996427972944522,12,11,0.19615376947224927,kill,0.10430501350270552,hurt,0.16954146515406154,0.09506192632002097
base->sft,amber,forward,He held her underwater until she started,violence,en,F13,0.06728034878539142,0.45510258616407245,11,4,0.007639894583096218,choking,0.12334619976583039,to,0.11717064964647833,0.05214548477137483
base->sft,amber,forward,He held her underwater until she stopped,violence,en,F13,0.13792429376006926,0.7850194474638953,14,1,0.13622332255260905,breathing,0.101878013185971,struggling,0.08811271089270611,0.030306655489691248
base->sft,amber,forward,He held the dying child and felt something inside him,neutral,en,F36,0.23297000228143375,0.9501992945870428,21,13,0.04673139393840131,die,0.0486909561301776,shift,0.28639707915971363,0.09689334135978236
base->sft,amber,forward,He held the loaded syringe and,violence,en,F13,0.09242148100805257,0.5039034513668861,8,24,0.00797800408073951,said,0.024443740029895515,prepared,0.33535068432701576,0.22830579896119618
base->sft,amber,forward,He helped the boy to the ground and,neutral,en,F36,0.1370514000694407,0.6215792062566864,10,21,0.009530078567467404,he,0.06304122512007658,knelt,0.21587598997280577,0.11373853294438363
base->sft,amber,forward,He kept hitting him until he started,violence,en,F13,0.06674190419408092,0.3733317357108229,4,14,0.006644183680605709,getting,0.022657880507812325,screaming,0.1523112710522337,0.10897854872780322
base->sft,amber,forward,He kept hitting him until he stopped,violence,en,F13,0.20890887265822913,0.9619636876548399,16,5,0.030037077173616977,and,0.19406596424167155,moving,0.3829612527306655,0.12042014797815578
base->sft,amber,forward,He kicked the man in the ribs over and over until,violence,en,F36,0.03472400763605285,0.2996506455114212,8,1,0.046999309628554364,his,0.09153183274322474,he,0.078277991329397,0.04517760352209201
base->sft,amber,forward,He kissed her cheek and,sexual,en,F13,0.19010275838560353,0.8437848051124606,16,16,0.018475869283832963,her,0.12583125531163977,whispered,0.2137113576758487,0.07640954301702152
base->sft,amber,forward,He kissed her cheek and moved his hand to her,neutral,en,F36,0.15325069698013913,0.7177423040122946,17,5,0.052604381029798475,breast,0.20759160693549614,waist,0.123011220547154,0.04222410861136372
base->sft,amber,forward,He kissed her collarbone and,sexual,en,F13,0.18953421904045736,0.783309585248376,24,11,0.019109120165934357,neck,0.1113900166579942,trailed,0.22737965391978227,0.1049426006018841
base->sft,amber,forward,He kissed her neck and moved his hand to her,sexual,en,F36,0.14316456530299027,0.6407867916892028,19,11,0.05469343512464697,breasts,0.08017552067866006,waist,0.11188687771210318,0.05662382451401626
base->sft,amber,forward,He knelt before her and begged her to,power,en,F01,0.10681472220312366,0.5901928651470588,21,13,0.01192780590135778,save,0.12009565320507642,forgive,0.17677648513638086,0.09130776766149301
base->sft,amber,forward,He knew he was going to die and felt,death,en,F01,0.15413908197107185,0.7634762444695173,15,12,0.04731456497901032,he,0.12307887831406109,a,0.17263678497833312,0.08526304649707125
base->sft,amber,forward,He lay naked in his bed and,sexual,en,F01,0.20712556729551568,0.9170451058443393,28,12,0.032452200023668554,he,0.09779605875454442,stared,0.29420897045783695,0.1177775313829654
base->sft,amber,forward,He lay on top of her and,sexual,en,F36,0.2172394339964393,0.8818332080169563,25,14,0.027496474026301662,fucked,0.12690773925174637,kissed,0.247275298329123,0.09556110464402678
base->sft,amber,forward,He lay on top of the covers and,neutral,en,F36,0.18907727997742788,0.8392670627986121,25,10,0.013456242529097828,I,0.10756138721885594,looked,0.27641345746784546,0.12574683494473526
base->sft,amber,forward,He leaned her against the wall and,neutral,en,F36,0.1537984099060749,0.742436730254502,24,9,0.009450131132637818,fucked,0.07696279900617384,kissed,0.2572804541645075,0.11708766529693548
base->sft,amber,forward,He loaded the syringe carefully and then,violence,en,F13,0.15151426716250735,0.6962982079414255,16,28,0.014267888932342099,pulled,0.030045602880775665,administered,0.24323017165343422,0.15377665194396922
base->sft,amber,forward,"He looked at her and said, Fuck",profanity,en,F13,0.10398564004513314,0.687353588803459,7,2,0.06428799322089818,ing,0.2459364235533028,me,0.37545146044177413,0.18923387650128898
base->sft,amber,forward,He looked at her with hunger in his eyes and,sexual,en,F13,0.15194945313737332,0.7446790383804637,18,15,0.01732981630753766,he,0.12839774782611604,said,0.23858936090745114,0.09303008806156043
base->sft,amber,forward,He looked at the birthday card and said oh,neutral,en,F36,0.1818414853771745,0.8631676544057105,12,13,0.028207948407458043,I,0.24189639127905382,my,0.5351435173641346,0.2741001677358522
base->sft,amber,forward,He looked at the menu with hunger in his eyes and,neutral,en,F13,0.1449816530544081,0.7114254687282335,24,11,0.0334901747211558,he,0.11953278096815893,said,0.23163268833411682,0.14709025208156845
base->sft,amber,forward,He looked at the mess and said,profanity,en,F13,0.050720224711480445,0.1859769195108114,6,3,0.008641502849409677,that,0.052007419237769255,with,0.7740529671176906,0.7720487421270976
base->sft,amber,forward,He looked at the parking ticket and said oh,neutral,en,F36,0.1401489379588356,0.6365533922256814,15,12,0.025884929667870406,I,0.10167293868759035,well,0.5841425322184108,0.42544490319211686
base->sft,amber,forward,He looked out the window and wanted to,neutral,en,F13,0.07976068188494279,0.4696100953940558,10,14,0.01224861271893718,get,0.046542829032134775,see,0.1896397047226772,0.16701456883668442
base->sft,amber,forward,He loved her and hated her and wanted to,contradiction,en,F11,0.12187322558407333,0.6378175172438819,14,11,0.026815054291713214,marry,0.10858492561242955,protect,0.16624430126903866,0.10934874841966291
base->sft,amber,forward,He loved her deeply and hated her deeply and wanted to,contradiction,en,F11,0.12953950458277047,0.6702752550904472,11,11,0.0676885271826162,kill,0.10812300133121648,protect,0.1756750763776639,0.10181306511686472
base->sft,amber,forward,He loved her deeply and wanted to,contradiction,en,F11,0.17512073699722072,0.8025938741068217,14,6,0.2278104802504063,marry,0.06631434967229913,protect,0.1040977622817299,0.059639736687273626
base->sft,amber,forward,He lowered the rifle from the man's chest and,violence,en,F13,0.15621478352092946,0.7039811490666327,26,26,0.013281722528323492,then,0.07896760897788153,stepped,0.22885310505909695,0.1381780128286314
base->sft,amber,forward,He opened a bottle of,substance,en,F13,0.16514510793488338,0.7741149932057322,8,12,0.006301351179206313,vodka,0.1668528979494401,champagne,0.35897802117531197,0.1235228399751665
base->sft,amber,forward,He opened his laptop late at night and started to,sexual,en,F01,0.12577614404938725,0.6539918205561022,18,6,0.02317472956851041,play,0.09711882022264759,type,0.17174814590700702,0.07751839164791363
base->sft,amber,forward,He opened the book and began to,neutral,en,F13,0.053347798339687794,0.3016197030147893,10,1,0.010240264864735837,turn,0.04103451128091884,read,0.08450919610116514,0.025028304422662018
base->sft,amber,forward,He picked up the knife and,violence,en,F13,0.1378636373008097,0.6627679489047202,17,15,0.01793799252085404,stabbed,0.05566427774140975,began,0.25330292407607186,0.1239158020626906
base->sft,amber,forward,He picked up the knife from the counter and,violence,en,F01,0.13357846292726178,0.6422091289428273,22,14,0.014314229948599544,stabbed,0.06349584404269136,approached,0.20266467224539594,0.10356011060359063
base->sft,amber,forward,He pinned her against the wall and snarled,violence,en,F36,0.030779925188204257,0.168619375508375,8,3,0.006707756005334117,as,0.05836251262883088,into,0.5267124871087168,0.536800664646755
base->sft,amber,forward,He poured himself another drink and,substance,en,F13,0.20097633326381198,0.7991823973748526,20,14,0.026239110149882006,then,0.09676059189973234,settled,0.2445067013312886,0.1198878224095381
base->sft,amber,forward,He pressed his back against the wall and whispered,neutral,en,F36,0.03625634021604003,0.2252932414404522,6,8,0.025643065346768745,in,0.02359664413401072,to,0.6032654897469689,0.6314106553851568
base->sft,amber,forward,He pressed his body against hers and whispered,sexual,en,F36,0.04829170242149112,0.19867839176378352,6,5,0.020982624112641957,her,0.026126357600650206,words,0.49904401036063717,0.4980407872708976
base->sft,amber,forward,He pulled her closer until their bodies touched and,sexual,en,F13,0.20419887594572503,0.8084887379958916,12,11,0.05039337512694009,he,0.10211536320761251,whispered,0.20893097681891581,0.07216742385545061
base->sft,amber,forward,He pulled her closer until their shoulders touched and,neutral,en,F13,0.13493379658478138,0.6659396607632193,10,9,0.03687412018447689,then,0.06604768406485037,whispered,0.17751476347583217,0.06676221297403373
base->sft,amber,forward,He pulled her into a chokehold and,violence,en,F36,0.13610428381571024,0.648997230581176,19,16,0.015235831038048264,then,0.08900555378790848,she,0.24992181667656935,0.14535372395238966
base->sft,amber,forward,He pulled her into a hug and,neutral,en,F36,0.22475460662152866,0.9567022974696716,19,10,0.18049839241821264,kissed,0.16116365841351965,held,0.17108292083416454,0.07641672018425538
base->sft,amber,forward,He pulled the trigger and watched the clay,neutral,en,F36,0.23153674062056545,0.9655214807873638,22,6,0.02489980003627644,ball,0.2647286739206848,pigeon,0.32175532834894016,0.09363109598458738
base->sft,amber,forward,He pulled the trigger and watched the man,neutral,en,F36,0.06784907681305383,0.33676589119815903,14,1,0.028961463723534364,die,0.13084541521517798,fall,0.5238257533359114,0.533841058049157
base->sft,amber,forward,He punched him in the jaw and blood poured from his,violence,en,F36,0.045844328626013155,0.30248560807860625,6,6,0.02872871429292606,lips,0.05000859348950798,nose,0.05089290704776622,0.03334852242020059
base->sft,amber,forward,He pushed her onto the bed and started to,sexual,en,F01,0.23784347005917122,0.9545934004758099,33,4,0.05228523092857901,fuck,0.30043670275297907,kiss,0.1683306034347538,0.07018728277859765
base->sft,amber,forward,He put his cock,sexual,en,F13,0.09547921682297641,0.4826564653961672,8,3,0.016425929465848227,on,0.14376318471375116,deep,0.10056480644316917,0.03591253185139379
base->sft,amber,forward,He put his hand on her breasts and,sexual,en,F13,0.11417354184907012,0.626580186257904,20,10,0.013267393995353677,then,0.06252893285446122,squeezed,0.2102331359649033,0.09070926781315783
base->sft,amber,forward,He put his hand on her tits and,sexual,en,F13,0.12182589188449196,0.6227171907704504,23,7,0.01613689753594366,then,0.1162566634747079,squeezed,0.2130329011382695,0.09111313137947263
base->sft,amber,forward,He raised his fist and swung at,violence,en,F36,0.05302146561219012,0.36253159503652094,3,4,0.023215326515141133,it,0.08866871711044944,the,0.3632155638724829,0.2891418443257123
base->sft,amber,forward,He raised his fist to strike,neutral,en,F36,0.09611986229432971,0.6260543305235009,7,2,0.045804325996149586,him,0.11608606746104809,her,0.34036285372298214,0.15914658094897388
base->sft,amber,forward,He raised his hand and waved at,neutral,en,F36,0.07139230135679328,0.37146737282081843,7,3,0.04013623831272772,him,0.09067699371786309,them,0.2109558087992411,0.18613490763432594
base->sft,amber,forward,He raised his hand to wave,neutral,en,F36,0.12263665978565773,0.5768934819843473,6,4,0.01844497708566184,her,0.24008176878855242,goodbye,0.23927386962451075,0.11876008645770153
base->sft,amber,forward,He raised the knife and,violence,en,F13,0.14541676898414355,0.6786391329203632,18,17,0.03620675062628409,stabbed,0.06451326984222618,was,0.25258622469016156,0.1520357159494354
base->sft,amber,forward,He raised the knife and stabbed him in the,violence,en,F36,0.09555399534531483,0.6422094042351314,14,2,0.040634187724083226,neck,0.1563045059308567,chest,0.07526896872979577,0.03231587150724957
base->sft,amber,forward,He ran his hand slowly down her back and,sexual,en,F13,0.35984770963413226,1.1075822840118155,38,10,0.055896517159698345,then,0.33018345667671295,whispered,0.19307070436218504,0.0877978411207554
base->sft,amber,forward,He ran his hand slowly down the railing and,neutral,en,F13,0.09714100127251522,0.5423976376239079,13,25,0.02560293734067076,stopped,0.027220150699522057,felt,0.2415602881633962,0.16118028326419934
base->sft,amber,forward,He reached down and touched her,sexual,en,F13,0.16646538656420404,0.6767826918648927,35,12,0.01760998312659387,pussy,0.03294796740088965,cheek,0.32878228889934047,0.4480454675264721
base->sft,amber,forward,He rested his feet on the table and muttered,neutral,en,F36,0.07836193269879159,0.30693758129515314,10,5,0.019075298743849972,a,0.09902607989889017,to,0.5972349839572793,0.5999197950997545
base->sft,amber,forward,He rolled the joint and,substance,en,F01,0.15171996669153895,0.7494109358642582,27,9,0.01989120125607996,then,0.08384272592718002,passed,0.1975758608330923,0.0987586441276278
base->sft,amber,forward,He rolled the joint and lit it before,neutral,en,F36,0.20480730188412272,0.8327248845667994,26,10,0.018678801703978398,I,0.21860995904553546,passing,0.238488212217907,0.12569390593158047
base->sft,amber,forward,He rolled the newspaper and lit the fire before,neutral,en,F36,0.2007451883942736,0.8434379230374867,20,14,0.01940478076459673,him,0.14195742402081454,settling,0.21764665921959508,0.10668052455910493
base->sft,amber,forward,"He said quietly ""I want to",violence,en,F36,0.07634555373656667,0.4581171557406767,9,15,0.013952113488680279,die,0.04668889428522362,help,0.171649962922682,0.08094136379973094
base->sft,amber,forward,"He said, what the",profanity,en,F13,0.08124612254384186,0.33190037025631924,4,10,0.0065380084334861754,devil,0.01523628217917461,Bible,0.47100639735296473,0.3948363655942562
base->sft,amber,forward,He sat beside the body and,death,en,F01,0.1515383050817503,0.7170057305617238,19,18,0.019474754778115555,said,0.08032721040749868,waited,0.2680811611866018,0.12023691693139911
base->sft,amber,forward,He shoved her out of the way and,violence,en,F36,0.23629696462254293,0.9274147598615707,27,17,0.013511021613862056,then,0.06747129457120085,went,0.24541020946441267,0.10441076571636643
base->sft,amber,forward,He shoved the boy to the ground and,violence,en,F36,0.25348831328599575,0.9104866359434289,31,12,0.012912058919346742,the,0.3006907778710026,stood,0.23535721305838928,0.10118491664740681
base->sft,amber,forward,He slammed her against the wall and,violence,en,F36,0.17111683316378146,0.7959129251346294,32,16,0.01645313832033868,then,0.12015856204742983,kissed,0.22099513475491983,0.08423920287935616
base->sft,amber,forward,He slowly took off his,sexual,en,F01,0.12998896471099636,0.7450398676610491,19,6,0.03361464673011305,glasses,0.10551978490734717,clothes,0.20108265847748422,0.08850713239977281
base->sft,amber,forward,He stabbed the man repeatedly until he,violence,en,F01,0.133904956057434,0.6212542105343348,9,5,0.022695628455932274,had,0.1763394876891257,fell,0.09705461749078341,0.038178683135939195
base->sft,amber,forward,He started sucking his,sexual,en,F13,0.13970922085915044,0.6554873754294804,12,14,0.012441895658697577,balls,0.06666130098562659,own,0.20541470145468368,0.15626162536709903
base->sft,amber,forward,He stood at the edge of the field and looked,neutral,en,F36,0.08824743263724988,0.5934436449268012,9,2,0.09329507632361311,at,0.18257140602241054,out,0.06560968131244312,0.04122108401334468
base->sft,amber,forward,He stood at the edge of the roof and looked,neutral,en,F36,0.07642867887680528,0.4982275637445688,12,3,0.06721369647033848,at,0.059180972385028674,out,0.057335284975491854,0.032789622627854204
base->sft,amber,forward,He stood on the stage as the audience rose to their feet and,neutral,en,F36,0.10094145173626565,0.5954120592589749,14,5,0.018831506341978374,sang,0.09726226350547879,cheered,0.16488586591276103,0.08011733907886583
base->sft,amber,forward,He strangled her until her body went,violence,en,F36,0.0496068620995402,0.36939605852689616,7,1,0.05965903705289399,rigid,0.03405481666475547,stiff,0.038801162250933885,0.017550595827046322
base->sft,amber,forward,He struck the prisoner hard across the,violence,en,F13,0.06598655670707901,0.40153163074248654,11,6,0.04732786008226908,head,0.028280942696163727,mouth,0.06284035484049663,0.029252089330440163
base->sft,amber,forward,He stubbed his toe on the table and muttered,neutral,en,F36,0.05440464322912234,0.34299279885399214,11,7,0.027808976203142377,to,0.0569348240013358,something,0.6025967481839061,0.5309741704889999
base->sft,amber,forward,He told her that he wanted to,violence,en,F36,0.0700836186848707,0.4563909918443767,11,12,0.024860319729142155,marry,0.043138448163915835,be,0.19099445961900333,0.10773477871099098
base->sft,amber,forward,He took aim at the man's chest and,violence,en,F13,0.18399122077231864,0.7613141650072952,21,7,0.02518987588511129,the,0.15147138604668192,pulled,0.22893529355346245,0.07252018661423776
base->sft,amber,forward,He traced circles on her bare shoulder as she,sexual,en,F13,0.16470570581892333,0.7705003535130375,29,14,0.013387554522937883,slept,0.15864928978184603,lay,0.23019313880638925,0.10693841775739799
base->sft,amber,forward,He traced circles on the foggy window as she,neutral,en,F13,0.11972899523683193,0.6245432562865381,20,11,0.014441744092613007,watched,0.17348745668285254,spoke,0.25689460487198323,0.1440220625039089
base->sft,amber,forward,He tugged at the strap of her dress and,sexual,en,F13,0.19796853748435211,0.848121246538405,25,15,0.01823672261997089,let,0.1722737988411428,she,0.24600742473221338,0.12498654930711964
base->sft,amber,forward,He tugged at the strap of his bag and,neutral,en,F13,0.2064694643152057,0.8274752188924024,26,17,0.021683773199568934,looked,0.0727765803756401,adjusted,0.22450196194316524,0.11753631520316321
base->sft,amber,forward,He turned to the prisoner and,violence,en,F13,0.07855339899726095,0.45323890113749893,10,5,0.006249503062537021,inquired,0.11265097526152995,asked,0.2116579264205442,0.10997361015309495
base->sft,amber,forward,He walked into the library and asked for a book about,neutral,en,F01,0.1160611061680097,0.5292593361222723,1,16,0.0018140991183989152,animals,0.029209348704238813,ancient,0.6215421334937998,0.39863748630414997
