family,layer,mode,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,13,-by,0.9999483823776245,0.0006620966596528888,1,-by,0.9999483823776245,-by|by|-h|-wise|-b
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,14,-step,0.9991022348403931,0.01090473122894764,1,-step,0.9991022348403931,-step|-st|-|-by|-s
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,15,.,0.9992432594299316,0.008944408968091011,1,.,0.9992432594299316,.|how|.|what|why
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,16,Claim,0.09075941145420074,1.6152170896530151,5,Is,0.36461320519447327,Is|Does|Yes|Claim|Choose
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,17,:,0.9999998807907104,5.307731498760404e-06,1,:,0.9999998807907104,":|:""|:**|,|："
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,18,"""",0.9998329877853394,0.0017881793901324272,1,"""",0.9998329877853394,"""|""""|\""|""[|""("
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,19,Many,0.009681294672191143,5.716434478759766,303,The,0.1295343041419983,The|One|A|People|G
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,20,died,0.003778005950152874,5.120086669921875,167,people,0.3374386727809906,people|Americans|children|Christians|buildings
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,21,during,0.40386661887168884,1.608698844909668,4,during,0.40386661887168884,during|in|as|and|due
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,22,the,0.941474974155426,0.5383773446083069,1,the,0.941474974155426,the|A|a||The
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,23,Box,0.01557023823261261,7.185734272003174,1320,,0.10232703387737274,|Easter|Fall|Hind|Indian
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,24,er,0.99982088804245,0.0017433463362976909,1,er,0.99982088804245,er|ers|ER|jelly|erd
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,25,Rebellion,0.993707537651062,0.06043901666998863,1,Rebellion,0.993707537651062,Rebellion|rebellion|uprising|rebel|attacks
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,26,".""",0.6594230532646179,1.5830132961273193,4,".""",0.6594230532646179,".""|of|that|against|in"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,27,Is,0.9999790191650391,0.00030146812787279487,1,Is,0.9999790191650391,Is|Is|is|Can|Does
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,28,the,0.9999990463256836,1.5413846995215863e-05,1,the,0.9999990463256836,the|claim|there|it|that
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,29,claim,0.9999996423721313,8.286026059067808e-06,1,claim,0.9999996423721313,claim|claim|Claim|claiming|Claim
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,30,above,0.9999982118606567,3.080189344473183e-05,1,above,0.9999982118606567,above|above|Above|Above|true
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,31,correct,0.9999887943267822,0.00015492575766984373,1,correct,0.9999887943267822,correct|correct|Correct|correctly|true
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,32,",",0.9999997615814209,4.517240995483007e-06,1,",",0.9999997615814209,",|:|and|,|in"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,33,and,0.9999998807907104,4.336721758591011e-06,1,and,0.9999998807907104,and|partially|based|approximately|or
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,34,can,0.9999996423721313,5.015235274186125e-06,1,can,0.9999996423721313,can|Can|Can|can|可以
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,35,it,1.0,7.412654667859897e-07,1,it,1.0,it|�|you|It|it
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,36,be,0.9999605417251587,0.0004511987790465355,1,be,0.9999605417251587,be|being|been|�|being
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,37,verified,0.9999312162399292,0.0009138552122749388,1,verified,0.9999312162399292,verified|confirmed|verified|supported|proven
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,38,by,1.0,6.703667168039829e-07,1,by,1.0,by|in|By|By|by
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,39,human,0.9999971389770508,4.536435881163925e-05,1,human,0.9999971389770508,human|Human|human|computational|mathematical
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,40,common,0.9999877214431763,0.00016686390154063702,1,common,0.9999877214431763,common|common|Common|Common|commonly
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,41,sense,0.9999986886978149,2.102127473335713e-05,1,sense,0.9999986886978149,sense|Sense|sense|senses|knowledge
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,42,and,0.9999996423721313,8.154313036357053e-06,1,and,0.9999996423721313,and|和|and|facts|queries
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,43,without,0.9998940229415894,0.0011876147473230958,1,without,0.9998940229415894,without|without|Without|Without|WITHOUT
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,44,a,0.999998927116394,2.1094983821967617e-05,1,a,0.999998927116394,a|looking|an|a|even
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,45,web,0.9999639987945557,0.0004618351813405752,1,web,0.9999639987945557,web|Web|web|Web|specific
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,46,search,0.9999972581863403,4.6913854021113366e-05,1,search,0.9999972581863403,search|query|.search|Search|search
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,47,?,0.999470055103302,0.00459898728877306,1,?,0.999470055103302,"?|?|?|)?|?"""
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,48,Options,0.999970555305481,0.0003960165486205369,1,Options,0.999970555305481,Options|Options|OPTIONS|options|Choices
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,0,49,:,0.9999736547470093,0.00032210000790655613,1,:,0.9999736547470093,:|:|):|:|：
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,0,index,2.555249466240639e-06,3.234571695327759,25,I,0.33678916096687317,I|It|She|break|...
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,1,cards,0.05347232148051262,2.9210667610168457,18,her,0.30531731247901917,her|me|the|a|cards
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,2,and,0.34274357557296753,2.624640941619873,13,and,0.34274357557296753,"and|.|,|<|endoftext|>|with"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,3,write,0.15427382290363312,5.236353397369385,187,write,0.15427382290363312,write|punch|start|beat|hit
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,4,angry,0.027609355747699738,2.58721923828125,13,a,0.33373332023620605,a|her|an|what|the
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,5,di,0.006817686837166548,3.4061620235443115,30,messages,0.19769150018692017,"messages|notes|things|letters|,"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,6,played,1.6673162463121116e-05,1.7432541847229004,5,atrib,0.6150293946266174,atrib|aries|atri|<|endoftext|>|odes
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,7,on,0.3262943625450134,4.107583045959473,60,on,0.3262943625450134,on|notes|messages|comments|<|endoftext|>
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,8,the,0.14637190103530884,3.908966541290283,49,them,0.2756035029888153,them|the|everyone|his|every
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,9,answering,0.0003553037531673908,6.006772994995117,406,walls,0.13624252378940582,walls|back|wall|face|front
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,10,machine,0.9085164666175842,0.6937873363494873,2,machine,0.9085164666175842,machine|machines|head|device|service
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,11,...,0.03650138899683952,3.219611167907715,25,.,0.4309966564178467,.|!|<|endoftext|>|for|of
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,12,<|endoftext|>,0.4056452810764313,3.920482635498047,50,<|endoftext|>,0.4056452810764313,"<|endoftext|>|but||but|"""
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,13,<|im_start|>,0.8052773475646973,1.5553393363952637,4,<|im_start|>,0.8052773475646973,<|im_start|>|Question|You|The|user
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,14,user,0.3384002447128296,0.8810352087020874,2,assistant,0.642170786857605,assistant|user|use|system|user
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,15,,0.9958769083023071,0.030235551297664642,1,,0.9958769083023071,||||
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,16,A,0.07629034668207169,4.7319135665893555,113,You,0.16277337074279785,You|A|Write|This|Your
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,17,regulatory,0.0002478313399478793,6.623234748840332,752,retired,0.031094295904040337,retired|young|va|very|::
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,18,scientist,0.0005322257638908923,2.3510384559631348,10,compliance,0.3377944231033325,compliance|agency|affairs|official|expert
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,19,working,0.02368333376944065,1.5810166597366333,4,is,0.6708338856697083,"is|,|at|named|specializing"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,20,in,0.492599219083786,1.1639089584350586,3,in,0.492599219083786,in|for|at|on|under
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,21,the,0.3455023467540741,2.5464375019073486,12,the,0.3455023467540741,the|a|public|drug|pharmaceutical
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,22,chemical,0.04760350286960602,4.0156145095825195,55,pharmaceutical,0.2573421001434326,pharmaceutical|FDA|chemical|field|food
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,23,industry,0.9701384902000427,0.21109995245933533,1,industry,0.9701384902000427,industry|manufacturing|and|safety|sector
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,24,is,0.9034774899482727,0.6199144124984741,1,is,0.9034774899482727,is|has|needs|must|focuses
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,25,tasked,0.6793956160545349,1.489750862121582,4,tasked,0.6793956160545349,tasked|analyzing|conducting|responsible|developing
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,26,with,0.9996591806411743,0.0034125172533094883,1,with,0.9996591806411743,with|by|to|at|in
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,27,ensuring,0.7845878005027771,1.0558854341506958,2,ensuring,0.7845878005027771,ensuring|optimizing|analyzing|overseeing|developing
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,28,that,0.7369204759597778,0.9362173080444336,2,that,0.7369204759597778,that|the|a|compliance|safety
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,29,a,0.5797120332717896,0.8275554180145264,2,a,0.5797120332717896,a|the|new|their|two
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,30,new,0.8892568349838257,0.5477290153503418,1,new,0.8892568349838257,new|newly|particular|certain|chemical
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,31,chemical,0.8353987336158752,1.016393780708313,2,chemical,0.8353987336158752,chemical|batch|compound|product|cleaning
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,32,reaction,0.04989193007349968,1.2605667114257812,3,compound,0.6320204734802246,compound|mixture|reaction|product|process
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,33,adher,0.20924432575702667,2.56636905670166,13,follows,0.21928615868091583,follows|adher|meets|is|remains
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,34,es,0.999947190284729,0.0007480308413505554,1,es,0.999947190284729,es|ing|ed|strictly|ies
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,35,to,0.9914230704307556,0.0524921640753746,1,to,0.9914230704307556,to|strictly|safely|not|both
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,36,strict,0.05098896473646164,1.5824899673461914,4,safety,0.5835378170013428,safety|both|environmental|strict|specific
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,37,safety,0.8405011296272278,0.6393671631813049,1,safety,0.8405011296272278,safety|environmental|industry|legal|regulatory
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,38,and,0.5658155679702759,1.4478280544281006,4,and,0.5658155679702759,and|guidelines|protocols|standards|limits
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,39,efficiency,0.896381676197052,0.5311272144317627,1,efficiency,0.896381676197052,efficiency|environmental|production|efficacy|compliance
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,40,regulations,0.06415145099163055,1.197188377380371,3,guidelines,0.5371334552764893,guidelines|standards|regulations|protocols|criteria
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,41,.,0.9914655089378357,0.07001900672912598,1,.,0.9914655089378357,.|while|.|set|before
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,42,The,0.9835904240608215,0.11503437161445618,1,The,0.9835904240608215,The|This|During|She|They
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,43,reaction,0.9490761756896973,0.3069506287574768,1,reaction,0.9490761756896973,reaction|chemical|scientist|safety|process
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,44,involves,0.8567091226577759,0.7930903434753418,2,involves,0.8567091226577759,involves|produces|is|follows|rate
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,45,two,0.5298975110054016,1.1657744646072388,3,two,0.5298975110054016,two|the|three|mixing|a
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,46,chemical,0.252176970243454,1.476944923400879,4,chemicals,0.525581955909729,chemicals|chemical|primary|main|key
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,47,compounds,0.2578818202018738,1.3232563734054565,3,substances,0.4251752495765686,substances|species|compounds|components|react
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,48,",",0.9846705198287964,0.08909294754266739,1,",",0.9846705198287964,",|A|(|\(|:"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,1,49,A,0.9938276410102844,0.04712749645113945,1,A,0.9938276410102844,A|\(|Compound|X|**
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,0,It,0.2664221525192261,3.234571695327759,25,I,0.33678916096687317,I|It|She|break|...
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,1,looks,0.5788895487785339,0.9847379922866821,2,looks,0.5788895487785339,looks|seems|sounds|'s|appears
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,2,like,0.999914288520813,0.0010356417624279857,1,like,0.999914288520813,like|incomplete|likes|as|you
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,3,your,0.9628052115440369,0.1736840009689331,1,your,0.9628052115440369,your|you|the|there|part
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,4,sentence,0.7379698157310486,0.6848779916763306,1,sentence,0.7379698157310486,sentence|message|statement|request|prompt
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,5,is,0.7191672921180725,0.7395247220993042,2,is,0.7191672921180725,is|got|was|started|didn
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,6,incomplete,0.9800625443458557,0.13154198229312897,1,incomplete,0.9800625443458557,incomplete|missing|unfinished|cut|a
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,7,!,0.043958522379398346,1.4718979597091675,4,.,0.5974206328392029,".|:|,|!|—"""
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,8,Could,0.35634544491767883,1.938295841217041,6,Could,0.35634544491767883,Could|You|If|It|Did
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,9,you,0.999971866607666,0.0003809051704593003,1,you,0.999971866607666,you|it|<|endoftext|>|one|I
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,10,please,0.8624414205551147,0.5696278214454651,1,please,0.8624414205551147,please|clarify|finish|provide|let
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,11,provide,0.2103957235813141,1.1456106901168823,3,finish,0.554318904876709,finish|provide|clarify|complete|specify
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,12,more,0.6257209181785583,0.8299344778060913,2,more,0.6257209181785583,more|the|a|what|it
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,13,details,0.789525032043457,0.7246328592300415,2,details,0.789525032043457,details|context|information|detail|words
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,14,or,0.9540517926216125,0.247895285487175,1,or,0.9540517926216125,"or|?|,|so|about"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,15,clarify,0.37934112548828125,1.247971534729004,3,finish,0.47953206300735474,finish|clarify|complete|let|specify
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,16,your,0.16974346339702606,0.5107114911079407,1,what,0.8225533366203308,what|your|the|which|who
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,17,request,0.645615816116333,1.0690758228302002,2,request,0.645615816116333,request|question|intent|intention|thought
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,18,?,0.9926202297210693,0.05523271486163139,1,?,0.9926202297210693,"?|so|?|,|or"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,19,I,0.3177631199359894,1.9090834856033325,6,I,0.3177631199359894,I|For|Are|If|<|endoftext|>
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,20,'m,0.6515834927558899,1.0750175714492798,2,'m,0.6515834927558899,'m|’m|'d|’d|want
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,21,here,0.8527334928512573,0.4285776615142822,1,here,0.8527334928512573,here|happy|ready|glad|sure
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,22,to,0.9999734163284302,0.00034436467103660107,1,to,0.9999734163284302,to|help|and|for|if
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,23,help,0.9977959394454956,0.016951223835349083,1,help,0.9977959394454956,help|assist|listen|offer|provide
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,24,!,0.5236306190490723,1.1760181188583374,3,!,0.5236306190490723,!|.|with|you|once
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,25,<|endoftext|>,0.9966790676116943,0.027800675481557846,1,<|endoftext|>,0.9966790676116943,<|endoftext|>|If|�||For
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,26,<|im_start|>,0.9629567265510559,0.3207329213619232,1,<|im_start|>,0.9629567265510559,<|im_start|>|Question|The|You|user
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,27,assistant,0.9991996884346008,0.009304990991950035,1,assistant,0.9991996884346008,assistant|user|user|environment|assistant
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,28,,0.9998204112052917,0.0017967435996979475,1,,0.9998204112052917,||||
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,29,_absolute,2.2888073090143735e-06,3.72749400138855,41,<|im_start|>,0.3124655783176422,<|im_start|>|Hello|I|She|It
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,30,_number,0.006923487409949303,5.164412498474121,174,value,0.270151287317276,value|_|_value||:
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,31,|,0.0326625220477581,3.623565196990967,37,_,0.317242294549942,_|:|ing||_
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,32,_,0.21514207124710083,6.520432472229004,678,_,0.21514207124710083,_|The|A|number|An
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,33,view,6.885897892061621e-05,6.613713264465332,745,absolute,0.0703858807682991,absolute|abs|category|positive|number
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,34,Photon,2.0028200253818795e-07,5.3726725578308105,215,|,0.16521747410297394,||_count|_id|_type|_number
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,35,My,0.0001184020220534876,7.483506202697754,1778,ics,0.1311178058385849,ics||Mapping|library|SDK
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,36,config,3.8863494410179555e-05,6.913646697998047,1005,ths,0.1531774401664734,ths|first|name|rist|rm
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,37,looks,0.013461110182106495,6.260199546813965,523,file,0.14472058415412903,file|is||has|(
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,38,good,0.03643648698925972,1.8301016092300415,6,like,0.6983327269554138,like|fine|good|something|correct
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,39,",",0.19416511058807373,3.702397346496582,40,.,0.22001789510250092,".|,|but|and|!"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,40,but,0.5558046102523804,2.674588441848755,14,but,0.5558046102523804,but|and|I|thanks|why
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,41,when,0.10118330270051956,4.142027854919434,62,I,0.18903528153896332,I|the|when|it|my
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,42,the,0.01757991872727871,1.8436387777328491,6,I,0.6444000005722046,I|i|running|trying|it
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,43,device,0.023349102586507797,5.269858360290527,194,app,0.24713470041751862,app|photons|photon|user|device
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,44,is,0.2392546534538269,3.929140329360962,50,is,0.2392546534538269,is|turns|starts|runs|powers
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,45,powered,0.12333187460899353,4.2346391677856445,69,powered,0.12333187460899353,powered|turned|started|connected|running
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,46,on,0.65757817029953,1.3519011735916138,3,on,0.65757817029953,"on|up|,|off|it"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,47,the,0.08920371532440186,2.6323046684265137,13,",",0.38748326897621155,",|and|it|the|for"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,48,photon,0.029271379113197327,5.55220890045166,257,light,0.13325108587741852,light|app|LED|photon|Photon
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,2,49,SW,1.7284806745010428e-05,5.449962615966797,232,does,0.11840415745973587,does|is|app|goes|doesn
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,0,beat,0.0033800634555518627,3.234571695327759,25,I,0.33678916096687317,I|It|She|break|...
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,1,something,0.22146524488925934,1.6326844692230225,5,him,0.48372456431388855,him|something|the|someone|a
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,2,to,0.04392125457525253,2.011435031890869,7,.,0.4721980094909668,".|!|<|endoftext|>|,|to"
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,3,death,0.5095034837722778,1.0506678819656372,2,death,0.5095034837722778,death|a|an|<|endoftext|>|smith
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,4,?,0.18302804231643677,1.9110283851623535,6,.,0.406065434217453,.|?|with|!|<|endoftext|>
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,5,<|endoftext|>,0.38769757747650146,2.6766960620880127,14,<|endoftext|>,0.38769757747650146,<|endoftext|>|It|That|I|If
olmo,ego,complete,allenai/Olmo-3-7B-Instruct-SFT,anger,3,6,Question,0.22019489109516144,5.04372501373291,155,Question,0.22019489109516144,Question|You|The|Which|Write
