family,layer,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
qwen,base,Qwen/Qwen2.5-7B,anger,0,33,yes,0.9999774694442749,0.00027805048739537597,1,yes,0.9999774694442749,yes|yes|Yes|no|definitely
qwen,base,Qwen/Qwen2.5-7B,anger,0,34,;,0.3158589005470276,1.1091588735580444,3,.,0.35236606001853943,.|[|;|;|.;
qwen,base,Qwen/Qwen2.5-7B,anger,0,35,[,0.9999980926513672,3.1634011975256726e-05,1,[,0.9999980926513672,[|[|II||(
qwen,base,Qwen/Qwen2.5-7B,anger,0,36,II,0.9999991655349731,1.3233008758106735e-05,1,II,0.9999991655349731,II|I|III|ii|II
qwen,base,Qwen/Qwen2.5-7B,anger,0,37,],0.9999997615814209,4.8365482143708505e-06,1,],0.9999997615814209,]|].|]|}|];
qwen,base,Qwen/Qwen2.5-7B,anger,0,38,it,0.9999997615814209,3.653215117083164e-06,1,it,0.9999997615814209,it|no|它|it|It
qwen,base,Qwen/Qwen2.5-7B,anger,0,39,is,1.0,9.833919420998427e-07,1,is,1.0,is|is|Is|.is|is
qwen,base,Qwen/Qwen2.5-7B,anger,0,40,not,1.0,5.293076128509711e-07,1,not,1.0,not|not|_not|NOT|Not
qwen,base,Qwen/Qwen2.5-7B,anger,0,41,possible,0.9999995231628418,8.249831807916053e-06,1,possible,0.9999995231628418,possible|Possible|possible|Possible|poss
qwen,base,Qwen/Qwen2.5-7B,anger,0,42,to,0.9999998807907104,1.7387227444487507e-06,1,to,0.9999998807907104,to|;|for|to|[
qwen,base,Qwen/Qwen2.5-7B,anger,0,43,tell,0.9999997615814209,4.324333986005513e-06,1,tell,0.9999997615814209,tell|tells|telling|Tell|tell
qwen,base,Qwen/Qwen2.5-7B,anger,0,44,;,0.9999986886978149,2.0349722035462037e-05,1,;,0.9999986886978149,;|;|[|;|;
qwen,base,Qwen/Qwen2.5-7B,anger,0,45,[,1.0,1.3773648106507608e-06,1,[,1.0,[||[-|[|<|endoftext|>
qwen,base,Qwen/Qwen2.5-7B,anger,0,46,III,0.9999784231185913,0.00025917557650245726,1,III,0.9999784231185913,III|II|III|IV|I
qwen,base,Qwen/Qwen2.5-7B,anger,0,47,],0.9999997615814209,3.7084284940647194e-06,1,],0.9999997615814209,]|]|]|}|]
qwen,base,Qwen/Qwen2.5-7B,anger,0,48,no,1.0,2.7311898520565592e-08,1,no,1.0,no|no|yes|not|.no
qwen,base,Qwen/Qwen2.5-7B,anger,0,49,;,0.4226433038711548,1.0904682874679565,3,;,0.4226433038711548,;|;|;|[|:
qwen,base,Qwen/Qwen2.5-7B,anger,0,50,[,0.9977249503135681,0.017185576260089874,2,[,0.9977249503135681,[|[I|[ii|II|To
qwen,base,Qwen/Qwen2.5-7B,anger,0,51,II,0.9974560141563416,0.018230551853775978,2,II,0.9974560141563416,II|III|II|IV|IT
qwen,base,Qwen/Qwen2.5-7B,anger,0,52,],0.9999998807907104,3.1158442652667873e-06,1,],0.9999998807907104,]|]|]|].|]:
qwen,base,Qwen/Qwen2.5-7B,anger,0,53,<|endoftext|>,0.9998127818107605,0.0018543562619015574,1,<|endoftext|>,0.9998127818107605,<|endoftext|>|it|It|...|
qwen,base,Qwen/Qwen2.5-7B,anger,1,0,do,0.05406719073653221,4.622629165649414,101,______,0.14469130337238312,______|____|do|____|__
qwen,base,Qwen/Qwen2.5-7B,anger,1,1,no,0.00453423336148262,3.07515549659729,53,something,0.2986152768135071,something|what|nothing|some|______
qwen,base,Qwen/Qwen2.5-7B,anger,1,2,more,0.472697913646698,2.9054114818573,45,more,0.472697913646698,more|work|____|one|th
qwen,base,Qwen/Qwen2.5-7B,anger,1,3,than,0.7333675026893616,1.614991545677185,37,than,0.7333675026893616,than|work|writing|for|dancing
qwen,base,Qwen/Qwen2.5-7B,anger,1,4,kick,0.02016768977046013,5.064972400665283,119,______,0.11074240505695343,______|to|what|____|____
qwen,base,Qwen/Qwen2.5-7B,anger,1,5,someone,0.013830571435391903,3.4112143516540527,68,him,0.22496479749679565,him|the|and|her|a
qwen,base,Qwen/Qwen2.5-7B,anger,1,6,.,0.1681603342294693,3.689727306365967,71,.,0.1681603342294693,.|to|.|or|.
qwen,base,Qwen/Qwen2.5-7B,anger,1,7,She,0.14103026688098907,4.548797130584717,95,,0.1810864508152008,|She|What|The|He
qwen,base,Qwen/Qwen2.5-7B,anger,1,8,reached,0.0011349953711032867,4.576864242553711,111,was,0.14296017587184906,was|had|wanted|felt|didn
qwen,base,Qwen/Qwen2.5-7B,anger,1,9,out,0.24296501278877258,2.864304304122925,38,out,0.24296501278877258,out|over|across|the|for
qwen,base,Qwen/Qwen2.5-7B,anger,1,10,and,0.4605312943458557,2.257871150970459,33,and,0.4605312943458557,"and|her|to|for|,"
qwen,base,Qwen/Qwen2.5-7B,anger,1,11,kicked,0.39906471967697144,3.160510778427124,65,kicked,0.39906471967697144,kicked|grabbed|touched|pushed|caught
qwen,base,Qwen/Qwen2.5-7B,anger,1,12,home,1.5326371794799343e-05,3.274772882461548,54,the,0.36466100811958313,the|me|him|a|my
qwen,base,Qwen/Qwen2.5-7B,anger,1,13,the,0.11898628622293472,4.732206344604492,83,economics,0.13802650570869446,economics|the|coming|.|ec
qwen,base,Qwen/Qwen2.5-7B,anger,1,14,tallest,0.0003927260113414377,4.300774097442627,77,first,0.2531815767288208,first|nearest|closest|only|man
qwen,base,Qwen/Qwen2.5-7B,anger,1,15,girl,0.026732031255960464,2.666780471801758,39,boy,0.5369272232055664,boy|guy|kid|chair|and
qwen,base,Qwen/Qwen2.5-7B,anger,1,16,in,0.6985252499580383,1.6833690404891968,27,in,0.6985252499580383,"in|.|she|,|who"
qwen,base,Qwen/Qwen2.5-7B,anger,1,17,her,0.5485193729400635,1.4429945945739746,20,her,0.5485193729400635,her|the|class|our|front
qwen,base,Qwen/Qwen2.5-7B,anger,1,18,class,0.799599289894104,1.348808765411377,33,class,0.799599289894104,class|grade|third|second|
qwen,base,Qwen/Qwen2.5-7B,anger,1,19,.,0.11721833795309067,2.4454903602600098,41,.,0.4458469748497009,".|,|.|.|who"
qwen,base,Qwen/Qwen2.5-7B,anger,1,20,Answer,0.1086822971701622,4.780587196350098,96,A,0.17232227325439453,A|Answer|She|The|This
qwen,base,Qwen/Qwen2.5-7B,anger,1,21,:,0.32272040843963623,1.1145328283309937,3,:,0.37729838490486145,:|:|:|：|this
qwen,base,Qwen/Qwen2.5-7B,anger,1,22,home,0.059543807059526443,2.9546332359313965,31,C,0.1877572238445282,C|B|D|A|home
qwen,base,Qwen/Qwen2.5-7B,anger,1,23,,0.9835500717163086,0.1284269094467163,3,,0.9835500717163086,|the|;|.|to
qwen,base,Qwen/Qwen2.5-7B,anger,1,24,The,0.1631041169166565,4.728813171386719,100,The,0.1631041169166565,The|Which|In|When|A
qwen,base,Qwen/Qwen2.5-7B,anger,1,25,____,0.003713547717779875,7.425526142120361,143,main,0.032331764698028564,main|most|following|primary|reason
qwen,base,Qwen/Qwen2.5-7B,anger,1,26,government,0.0005129138007760048,5.3153533935546875,89,of,0.27574098110198975,of|is|was|in|principle
qwen,base,Qwen/Qwen2.5-7B,anger,1,27,stip,0.009898992255330086,5.1924333572387695,120,has,0.07429605722427368,has|was|of|is|issued
qwen,base,Qwen/Qwen2.5-7B,anger,1,28,ulated,0.5031257271766663,0.7080508470535278,2,ulated,0.5031257271766663,ulated|ulates|ulate|ulating|ulation
qwen,base,Qwen/Qwen2.5-7B,anger,1,29,that,0.7435468435287476,1.1860367059707642,15,that,0.7435468435287476,that|in|:|the|a
qwen,base,Qwen/Qwen2.5-7B,anger,1,30,Sh,0.0005570197245106101,4.993026256561279,107,the,0.230046808719635,"the|all|""|'|from"
qwen,base,Qwen/Qwen2.5-7B,anger,1,31,anch,0.00029929555603303015,3.5331575870513916,55,and,0.17706002295017242,and|ang|enzhen|ao|u
qwen,base,Qwen/Qwen2.5-7B,anger,1,32,eng,0.28284698724746704,2.2163197994232178,23,eng,0.28284698724746704,eng|ang|uan|ong|a
qwen,base,Qwen/Qwen2.5-7B,anger,1,33,z,0.013695021159946918,4.036923408508301,72,Town,0.20124687254428864,"Town|County|was|,|Pref"
qwen,base,Qwen/Qwen2.5-7B,anger,1,34,hu,0.3271055817604065,1.3636351823806763,15,hen,0.5227131843566895,hen|hu|hi|hang|uo
qwen,base,Qwen/Qwen2.5-7B,anger,1,35,ang,0.9882508516311646,0.11617231369018555,2,ang,0.9882508516311646,ang|o|Temple|was|and
qwen,base,Qwen/Qwen2.5-7B,anger,1,36,village,0.011707089841365814,3.6545803546905518,48,was,0.2503086030483246,"was|Town|Village|Township|,"
qwen,base,Qwen/Qwen2.5-7B,anger,1,37,be,0.04889179393649101,2.9359326362609863,34,was,0.22963349521160126,was|in|should|would|is
qwen,base,Qwen/Qwen2.5-7B,anger,1,38,the,0.12050977349281311,3.962555408477783,87,renamed,0.14536254107952118,renamed|the|designated|established|merged
qwen,base,Qwen/Qwen2.5-7B,anger,1,39,administrative,0.10830021649599075,4.379924297332764,88,center,0.11349765211343765,center|administrative|first|location|site
qwen,base,Qwen/Qwen2.5-7B,anger,1,40,and,0.019893556833267212,1.3411344289779663,23,center,0.7465002536773682,center|division|seat|boundary|area
qwen,base,Qwen/Qwen2.5-7B,anger,1,41,economic,0.23061875998973846,2.869192361831665,39,economic,0.23061875998973846,economic|commercial|political|military|judicial
qwen,base,Qwen/Qwen2.5-7B,anger,1,42,center,0.9006294012069702,0.6111797094345093,12,center,0.9006294012069702,center|management|unit|core|hub
qwen,base,Qwen/Qwen2.5-7B,anger,1,43,of,0.8802529573440552,0.6240907311439514,10,of,0.8802529573440552,"of|for|,|.|and"
qwen,base,Qwen/Qwen2.5-7B,anger,1,44,Zh,0.006915059871971607,3.221693515777588,94,the,0.4847831428050995,the|Sh|Shan|X|this
qwen,base,Qwen/Qwen2.5-7B,anger,1,45,ong,0.5498652458190918,2.6554806232452393,64,ong,0.5498652458190918,ong|ili|ux|uch|ifu
qwen,base,Qwen/Qwen2.5-7B,anger,1,46,shan,0.25810837745666504,3.482393264770508,68,shan,0.25810837745666504,shan|County|t|y|he
qwen,base,Qwen/Qwen2.5-7B,anger,1,47,County,0.6129631996154785,2.3240208625793457,38,County,0.6129631996154785,"County|.|District|,|City"
qwen,base,Qwen/Qwen2.5-7B,anger,1,48,.,0.5056368708610535,1.4580763578414917,15,.,0.5056368708610535,".|,|.|and|'s"
qwen,base,Qwen/Qwen2.5-7B,anger,1,49,A,0.9962049126625061,0.042958248406648636,1,A,0.9962049126625061,A|J|D|C|Zh
qwen,base,Qwen/Qwen2.5-7B,anger,1,50,.,0.999903678894043,0.0014537409879267216,1,.,0.999903678894043,".|:|)||,"
qwen,base,Qwen/Qwen2.5-7B,anger,1,51,Qing,0.1255778670310974,4.510725975036621,109,Qing,0.1255778670310974,Qing|National||Yuan|Republic
qwen,base,Qwen/Qwen2.5-7B,anger,1,52,Dynasty,0.66827791929245,1.3663642406463623,14,Dynasty,0.66827791929245,Dynasty||government|dynasty|Government
qwen,base,Qwen/Qwen2.5-7B,anger,1,53,,0.9170711040496826,0.6612355709075928,19,,0.9170711040496826,|Guang|Government|Tong|Sh
qwen,base,Qwen/Qwen2.5-7B,anger,1,54,B,0.9999070167541504,0.0012280442751944065,1,B,0.9999070167541504,B|C|Y|Answer|X
qwen,base,Qwen/Qwen2.5-7B,anger,1,55,.,0.9999955892562866,7.927461410872638e-05,1,.,0.9999955892562866,.|.|.he|:|.Inter
qwen,base,Qwen/Qwen2.5-7B,anger,1,56,Republican,0.07381170243024826,2.8185689449310303,48,Republic,0.38074973225593567,Republic|Be|Republican|Nan|Yuan
qwen,base,Qwen/Qwen2.5-7B,anger,1,57,Era,0.8727582693099976,0.5322100520133972,8,Era,0.8727582693099976,Era|era|Government|Period|period
qwen,base,Qwen/Qwen2.5-7B,anger,1,58,,0.9626302123069763,0.27769219875335693,9,,0.9626302123069763,|(|Government|of|Nan
qwen,base,Qwen/Qwen2.5-7B,anger,1,59,C,0.9957626461982727,0.028636718168854713,2,C,0.9957626461982727,C|Answer|Y|K|X
qwen,base,Qwen/Qwen2.5-7B,anger,1,60,.,0.9999974966049194,4.610172254615463e-05,1,.,0.9999974966049194,.|.|.Inter|.he|:
qwen,base,Qwen/Qwen2.5-7B,anger,1,61,People,0.14905574917793274,3.851560354232788,75,People,0.14905574917793274,People|Anti|Early|Be|Japanese
qwen,base,Qwen/Qwen2.5-7B,anger,1,62,'s,0.9998927116394043,0.0012097707949578762,1,'s,0.9998927116394043,'s|’s|Liberation|Republic|'
qwen,base,Qwen/Qwen2.5-7B,anger,1,63,Republic,0.9424349665641785,0.3395915627479553,6,Republic,0.9424349665641785,Republic|Liberation|Democratic|Comm|Government
qwen,base,Qwen/Qwen2.5-7B,anger,1,64,of,0.9704273343086243,0.16698727011680603,3,of,0.9704273343086243,of||Era|period|era
qwen,base,Qwen/Qwen2.5-7B,anger,1,65,China,0.9999247789382935,0.0011171028017997742,1,China,0.9999247789382935,China|New|||Chinese
qwen,base,Qwen/Qwen2.5-7B,anger,1,66,,0.944570004940033,0.39010050892829895,12,,0.944570004940033,|(|period|era|after
qwen,base,Qwen/Qwen2.5-7B,anger,1,67,D,0.671819806098938,0.6415071487426758,2,D,0.671819806098938,D|Answer|答案|A|B
qwen,base,Qwen/Qwen2.5-7B,anger,1,68,.,0.999995231628418,7.440384797519073e-05,1,.,0.999995231628418,.|.|:|.Inter|.he
qwen,base,Qwen/Qwen2.5-7B,anger,1,69,War,0.017311187461018562,4.420886039733887,94,Yuan,0.1483820676803589,Yuan|Japanese|Republic|Anti|Ming
qwen,base,Qwen/Qwen2.5-7B,anger,1,70,lord,0.472594290971756,0.8898859620094299,5,of,0.4952745735645294,of|lord|lords|Years|Commun
qwen,base,Qwen/Qwen2.5-7B,anger,1,71,Era,0.8817209005355835,0.6814578771591187,11,Era,0.8817209005355835,Era|Period|Rule|Fe|F
qwen,base,Qwen/Qwen2.5-7B,anger,1,72,,0.9937631487846375,0.059610407799482346,2,,0.9937631487846375,"|of|""|.|in"
qwen,base,Qwen/Qwen2.5-7B,anger,1,73,Answer,0.9991981387138367,0.007609676569700241,1,Answer,0.9991981387138367,Answer|E|A|The|Multiple
qwen,base,Qwen/Qwen2.5-7B,anger,1,74,:,0.9996551275253296,0.0033198038581758738,1,:,0.9996551275253296,:|:|:|Explanation|correct
qwen,base,Qwen/Qwen2.5-7B,anger,1,75,Republican,0.15944437682628632,1.9964654445648193,11,Qing,0.4135672450065613,Qing|Republican|B|C|People
qwen,base,Qwen/Qwen2.5-7B,anger,1,76,Era,0.9999892711639404,0.00014902526163496077,1,Era,0.9999892711639404,Era|Er|era||Period
qwen,base,Qwen/Qwen2.5-7B,anger,1,77,,0.9998804330825806,0.0016893622232601047,1,,0.9998804330825806,"|<|endoftext|>|.|.|,"
qwen,base,Qwen/Qwen2.5-7B,anger,1,78,After,0.015289779752492905,4.0815815925598145,84,The,0.24676455557346344,The|In|Which|When|What
qwen,base,Qwen/Qwen2.5-7B,anger,1,79,the,0.463071346282959,3.9896786212921143,87,the,0.463071346282959,the|a|World|being|
qwen,base,Qwen/Qwen2.5-7B,anger,1,80,L,0.0013420411851257086,6.111719131469727,132,founding,0.0911896750330925,founding|establishment||victory|reform
qwen,base,Qwen/Qwen2.5-7B,anger,1,81,ian,0.015428932383656502,3.2577104568481445,60,ush,0.3457166254520416,ush|iao|ao|ü|uan
qwen,base,Qwen/Qwen2.5-7B,anger,1,82,z,0.02230023220181465,3.7469213008880615,65,hu,0.23975008726119995,hu|y|he|hua|h
qwen,base,Qwen/Qwen2.5-7B,anger,1,83,hang,0.02684875763952732,2.4777603149414062,31,hu,0.40706363320350647,hu|ai|hen|hi|uo
qwen,base,Qwen/Qwen2.5-7B,anger,1,84,Campaign,0.012288562022149563,6.4714250564575195,144,uprising,0.03935926407575607,uprising|Incident|Village|U|County
qwen,base,Qwen/Qwen2.5-7B,anger,1,85,in,0.15947122871875763,1.1123666763305664,18,",",0.7259553670883179,",|in|of|and|ended"
qwen,base,Qwen/Qwen2.5-7B,anger,1,86,,0.6612451672554016,1.780946135520935,36,,0.6612451672554016,|the|Zh|May|October
qwen,base,Qwen/Qwen2.5-7B,anger,1,87,1,0.9111844301223755,0.4646703898906708,9,1,0.9111844301223755,1|2|6|3|5
qwen,base,Qwen/Qwen2.5-7B,anger,1,88,8,0.11775671690702438,1.4228425025939941,10,9,0.6074353456497192,9|8|6|7|3
qwen,base,Qwen/Qwen2.5-7B,anger,1,89,7,0.11175931990146637,2.1771903038024902,10,9,0.19614370167255402,9|5|6|7|4
qwen,base,Qwen/Qwen2.5-7B,anger,1,90,1,0.09681989997625351,2.327338457107544,10,8,0.12431921064853668,8|0|5|6|4
qwen,base,Qwen/Qwen2.5-7B,anger,1,91,",",0.9407684206962585,0.37266483902931213,11,",",0.9407684206962585,",|AD|and|(|by"
qwen,base,Qwen/Qwen2.5-7B,anger,1,92,all,0.003811434144154191,3.5274887084960938,86,the,0.4106301963329315,the|which|____|who|Zh
qwen,base,Qwen/Qwen2.5-7B,anger,1,93,the,0.3905206322669983,3.5422892570495605,68,the,0.3905206322669983,the|of||three|foreign
qwen,base,Qwen/Qwen2.5-7B,anger,1,94,clan,0.0012572490377351642,6.114071846008301,143,land,0.08410374075174332,land|remaining|villages|people|troops
qwen,base,Qwen/Qwen2.5-7B,anger,1,95,land,0.017980925738811493,4.142578125,96,members,0.2790801525115967,members|leaders|lands|houses|villages
qwen,base,Qwen/Qwen2.5-7B,anger,1,96,originally,0.004224351141601801,2.7084145545959473,44,in,0.3656962811946869,in|was|of|and|under
qwen,base,Qwen/Qwen2.5-7B,anger,1,97,owned,0.21292509138584137,2.795395612716675,40,belonging,0.2956171929836273,belonging|owned|belonged|held|under
qwen,base,Qwen/Qwen2.5-7B,anger,1,98,by,0.9877780079841614,0.09677305072546005,4,by,0.9877780079841614,by|and|collectively|in|jointly
qwen,base,Qwen/Qwen2.5-7B,anger,1,99,the,0.7735534906387329,1.7236179113388062,42,the,0.7735534906387329,the|____|Sh|L|Zh
qwen,base,Qwen/Qwen2.5-7B,anger,2,0,________,0.007092071697115898,4.622629165649414,101,______,0.14469130337238312,______|____|do|____|__
qwen,base,Qwen/Qwen2.5-7B,anger,2,1,（,0.008304380811750889,3.474799394607544,73,__,0.2175455391407013,__|_|___|.|.
qwen,base,Qwen/Qwen2.5-7B,anger,2,2,抢劫,0.00031931884586811066,6.204803466796875,138,打,0.08648727834224701,打|冲|发|打架|击
qwen,base,Qwen/Qwen2.5-7B,anger,2,3,）,0.784540593624115,1.1757477521896362,17,）,0.784540593624115,）|)|，|、|；
qwen,base,Qwen/Qwen2.5-7B,anger,2,4,that,0.012695716693997383,2.8461086750030518,50,the,0.29121944308280945,the|the|his|his|a
qwen,base,Qwen/Qwen2.5-7B,anger,2,5,thief,0.023481402546167374,2.8997111320495605,38,shop,0.37309524416923523,shop|store|man|bank|car
qwen,base,Qwen/Qwen2.5-7B,anger,2,6,.,0.18639810383319855,2.676297187805176,43,.,0.2015444040298462,.|.|.|．|'s
qwen,base,Qwen/Qwen2.5-7B,anger,2,7,rob,0.930027186870575,0.6024825572967529,12,rob,0.930027186870575,rob|答案|hold|ro|【
qwen,base,Qwen/Qwen2.5-7B,anger,2,8,,0.9017000794410706,0.8186094164848328,21,,0.9017000794410706,"|,|;|/|#"
qwen,base,Qwen/Qwen2.5-7B,anger,2,9,Two,0.00015209072444122285,7.023462295532227,103,1,0.036638401448726654,1|下列|【|在|2
qwen,base,Qwen/Qwen2.5-7B,anger,2,10,days,0.04529991373419762,5.462921619415283,102,years,0.12507706880569458,years|days|weeks|men|of
qwen,base,Qwen/Qwen2.5-7B,anger,2,11,____,0.004576412029564381,2.620208740234375,38,ago,0.28759127855300903,ago|later|after|before|______
qwen,base,Qwen/Qwen2.5-7B,anger,2,12,（,0.45995989441871643,2.4585838317871094,53,（,0.45995989441871643,（|（|，|(|ago
qwen,base,Qwen/Qwen2.5-7B,anger,2,13,Select,3.9018615893837705e-08,4.350122451782227,88,过去,0.1951647698879242,过去|pass|go|be|late
qwen,base,Qwen/Qwen2.5-7B,anger,2,14,）,0.21426256000995636,3.3126113414764404,48,）,0.21426256000995636,）|the||/|from
qwen,base,Qwen/Qwen2.5-7B,anger,2,15,from,0.1103372797369957,5.367208480834961,102,from,0.1103372797369957,from|for|to|the|as
qwen,base,Qwen/Qwen2.5-7B,anger,2,16,the,0.3523957133293152,3.8266215324401855,76,the,0.3523957133293152,the|a|your||this
qwen,base,Qwen/Qwen2.5-7B,anger,2,17,amount,0.0003577982715796679,5.822498798370361,128,week,0.06430390477180481,week||end|three|list
qwen,base,Qwen/Qwen2.5-7B,anger,2,18,due,0.014661927707493305,2.0012831687927246,52,of,0.690086305141449,of|you|to|due|.
qwen,base,Qwen/Qwen2.5-7B,anger,2,19,by,0.06780728697776794,3.6903486251831055,55,.,0.14695216715335846,.|for|will|by|on
qwen,base,Qwen/Qwen2.5-7B,anger,2,20,the,0.5693631768226624,2.7721107006073,53,the,0.5693631768226624,the||each|you|a
qwen,base,Qwen/Qwen2.5-7B,anger,2,21,company,0.006952567026019096,4.359882354736328,81,buyer,0.1807153970003128,buyer|end|customer|purchaser|
qwen,base,Qwen/Qwen2.5-7B,anger,2,22,.,0.29829588532447815,3.535400390625,58,.,0.29829588532447815,.|.|for|will|to
qwen,base,Qwen/Qwen2.5-7B,anger,2,23,are,0.26880553364753723,3.503377914428711,52,are,0.26880553364753723,are|were|select|will|have
qwen,base,Qwen/Qwen2.5-7B,anger,2,24,selected,0.6606195569038391,1.572596788406372,25,selected,0.6606195569038391,selected|to|deducted|select|
qwen,base,Qwen/Qwen2.5-7B,anger,2,25,,0.9868711233139038,0.13480408489704132,2,,0.9868711233139038,|.|/|to|for
qwen,base,Qwen/Qwen2.5-7B,anger,2,26,古,0.0013782343594357371,6.601097106933594,139,The,0.03186245262622833,The|阅读|在|I|已
qwen,base,Qwen/Qwen2.5-7B,anger,2,27,文,0.019584476947784424,1.6025724411010742,24,诗,0.6691359281539917,诗|诗词|希腊|往|时候
qwen,base,Qwen/Qwen2.5-7B,anger,2,28,诗词,0.008748400956392288,3.2348403930664062,64,阅读,0.4522266089916229,阅读|翻译|今|填|默
qwen,base,Qwen/Qwen2.5-7B,anger,2,29,我,0.005915944930166006,3.448561429977417,55,积累,0.20055504143238068,积累|填|默|。|阅读
qwen,base,Qwen/Qwen2.5-7B,anger,2,30,闯,0.002303941175341606,2.446237087249756,43,最,0.48598790168762207,最|来|积累|理解|精通
