family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,tried,0.5209,16,PRON,VERB,5.16,category_shift,0.668757
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,looked,closed,0.5193,8,VERB,VERB,4.9,register_shift,0.683416
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.5146,8,AUX,VERB,2.83,archaic,0.606218
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,watched,0.5123,16,VERB,VERB,4.72,register_shift,0.487139
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,gazed,0.5076,8,VERB,VERB,2.83,archaic,0.623008
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,tried,0.5036,24,PRON,VERB,5.16,category_shift,0.675633
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,listened,0.5023,16,PRON,VERB,4.21,category_shift,0.679429
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,watched,0.4975,24,VERB,VERB,4.72,register_shift,0.589453
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.4944,16,PRON,VERB,3.6,category_shift,0.672833
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,listened,0.4887,24,VERB,VERB,4.21,register_shift,0.625492
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.488,16,PRON,VERB,3.6,category_shift,0.659682
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,listened,0.4868,16,PRON,VERB,4.21,category_shift,0.675776
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.4865,16,PRON,VERB,4.9,category_shift,0.685528
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,tried,0.4859,24,AUX,VERB,5.16,category_shift,0.605485
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,gazed,0.4854,8,VERB,VERB,2.83,archaic,0.646957
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,tried,0.4822,24,VERB,VERB,5.16,register_shift,0.591198
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,watched,0.4811,16,PRON,VERB,4.72,category_shift,0.646834
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,stared,0.4777,24,VERB,VERB,3.6,register_shift,0.634121
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,tried,0.4753,24,VERB,VERB,5.16,register_shift,0.53281
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,gazed,0.4741,24,VERB,VERB,2.83,archaic,0.611688
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,watched,0.4721,16,PRON,VERB,4.72,category_shift,0.6705
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,listened,0.4697,8,AUX,VERB,4.21,category_shift,0.646304
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,closed,0.4687,16,PRON,VERB,4.9,category_shift,0.68837
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.4612,8,AUX,VERB,3.6,category_shift,0.629034
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,watched,0.4612,8,VERB,VERB,4.72,register_shift,0.487139
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,listened,0.4603,8,VERB,VERB,4.21,register_shift,0.585606
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,watched,0.4552,8,AUX,VERB,4.72,category_shift,0.623994
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,tried,0.4514,8,PRON,VERB,5.16,category_shift,0.675633
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,watched,0.4485,24,PRON,VERB,4.72,category_shift,0.646834
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,listened,0.4482,24,PRON,VERB,4.21,category_shift,0.679429
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,stared,0.4464,8,VERB,VERB,3.6,register_shift,0.657537
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,gazed,0.4443,24,PRON,VERB,2.83,archaic,0.664388
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,listened,0.4427,24,AUX,VERB,4.21,category_shift,0.646304
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,gazed,0.4347,24,VERB,VERB,2.83,archaic,0.623008
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,closed,0.4309,8,VERB,VERB,4.9,register_shift,0.491367
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,watched,0.4275,24,VERB,VERB,4.72,register_shift,0.487139
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,stared,0.4253,24,VERB,VERB,3.6,register_shift,0.63569
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,watched,0.4232,24,AUX,VERB,4.72,category_shift,0.623994
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,closed,0.4215,8,VERB,VERB,4.9,register_shift,0.667399
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,watched,0.4194,24,PRON,VERB,4.72,category_shift,0.6705
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,looked,tried,0.4189,24,VERB,VERB,5.16,register_shift,0.638883
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.418,24,AUX,VERB,2.83,archaic,0.606218
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,gazed,0.4163,8,PRON,VERB,2.83,archaic,0.664388
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,closed,0.4162,8,VERB,VERB,4.9,register_shift,0.568363
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,tried,0.4161,24,VERB,VERB,5.16,register_shift,0.619881
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.4061,24,AUX,VERB,3.6,category_shift,0.629034
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,listened,0.4039,24,PRON,VERB,4.21,category_shift,0.675776
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,closed,0.4016,8,AUX,VERB,4.9,category_shift,0.683204
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.4012,24,PRON,VERB,3.6,category_shift,0.672833
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,listened,0.3966,24,VERB,VERB,4.21,register_shift,0.585606
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.3942,24,PRON,VERB,2.83,archaic,0.652777
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,tried,0.3941,24,PRON,VERB,5.16,category_shift,0.668757
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,gazed,0.3899,24,VERB,VERB,2.83,archaic,0.646957
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,tried,0.3886,8,PRON,VERB,5.16,category_shift,0.668757
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.3743,24,PRON,VERB,3.6,category_shift,0.659682
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.3719,8,PRON,VERB,2.83,archaic,0.652777
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,stared,0.3704,24,VERB,VERB,3.6,register_shift,0.657537
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,closed,0.3459,24,PRON,VERB,4.9,category_shift,0.68837
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.3452,8,PRON,VERB,3.6,category_shift,0.659682
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,listened,0.3408,8,PRON,VERB,4.21,category_shift,0.675776
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.3379,24,PRON,VERB,4.9,category_shift,0.685528
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,listened,0.3374,8,PRON,VERB,4.21,category_shift,0.679429
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,watched,0.3361,8,PRON,VERB,4.72,category_shift,0.646834
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.3324,8,PRON,VERB,4.9,category_shift,0.685528
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.3299,8,PRON,VERB,3.6,category_shift,0.672833
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,watched,0.3231,8,PRON,VERB,4.72,category_shift,0.6705
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,had,closed,0.3184,24,VERB,VERB,4.9,register_shift,0.568363
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,looked,closed,0.3163,24,VERB,VERB,4.9,register_shift,0.683416
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,felt,closed,0.3113,24,VERB,VERB,4.9,register_shift,0.491367
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,thought,closed,0.29,24,VERB,VERB,4.9,register_shift,0.667399
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,was,closed,0.2829,24,AUX,VERB,4.9,category_shift,0.683204
zephyr,sexual_liminal_1,He lay naked in his bed and,repression,he,closed,0.2462,8,PRON,VERB,4.9,category_shift,0.68837
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,gazed,0.8121,16,VERB,VERB,2.83,archaic,0.049321
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,gazed,0.7723,8,VERB,VERB,2.83,archaic,0.049321
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,gazed,0.771,24,VERB,VERB,2.83,archaic,0.049321
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,gazed,0.7708,16,VERB,VERB,2.83,archaic,0.039519
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,could,0.763,16,AUX,AUX,6.06,register_shift,0.592074
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,rubbed,0.7629,16,VERB,VERB,3.57,register_shift,0.033338
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,gazed,0.7372,24,VERB,VERB,2.83,archaic,0.039519
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,felt,0.7265,16,AUX,VERB,5.13,category_shift,0.482833
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,gazed,0.7225,8,VERB,VERB,2.83,archaic,0.039519
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,could,0.7128,8,AUX,AUX,6.06,register_shift,0.592074
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,gazed,0.702,16,VERB,VERB,2.83,archaic,0.65217
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,took,0.6849,16,AUX,VERB,5.51,category_shift,0.58521
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,closed,0.6827,16,VERB,VERB,4.9,register_shift,0.419337
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,could,0.6819,16,PRON,AUX,6.06,category_shift,0.664971
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,rubbed,0.6764,8,VERB,VERB,3.57,register_shift,0.033338
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,took,0.6702,16,VERB,VERB,5.51,register_shift,0.571293
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,felt,0.6684,16,VERB,VERB,5.13,register_shift,0.611888
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,reached,0.6641,16,VERB,VERB,4.85,register_shift,0.383088
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,reached,0.6641,16,VERB,VERB,4.85,register_shift,0.436941
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,felt,0.6602,8,VERB,VERB,5.13,register_shift,0.611888
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,reached,0.6602,16,VERB,VERB,4.85,register_shift,0.587015
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,took,0.6578,16,VERB,VERB,5.51,register_shift,0.417119
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,took,0.6511,16,VERB,VERB,5.51,register_shift,0.373344
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,gazed,0.6442,8,VERB,VERB,2.83,archaic,0.65217
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,wondered,0.6421,16,VERB,VERB,4.2,register_shift,0.548249
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,reached,0.6404,8,VERB,VERB,4.85,register_shift,0.436941
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,rubbed,0.6377,24,VERB,VERB,3.57,register_shift,0.033338
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,wondered,0.6373,16,VERB,VERB,4.2,register_shift,0.582223
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,felt,0.6329,16,PRON,VERB,5.13,category_shift,0.641312
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,tried,0.6318,16,VERB,VERB,5.16,register_shift,0.638883
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,tried,0.6302,16,AUX,VERB,5.16,category_shift,0.605485
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,wondered,0.63,16,VERB,VERB,4.2,register_shift,0.57931
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,took,0.6293,8,VERB,VERB,5.51,register_shift,0.571293
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,felt,0.6288,24,AUX,VERB,5.13,category_shift,0.482833
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,could,0.6272,16,VERB,AUX,6.06,category_shift,0.681562
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,took,0.6242,8,VERB,VERB,5.51,register_shift,0.417119
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,wondered,0.6237,8,VERB,VERB,4.2,register_shift,0.582223
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,gazed,0.6205,16,AUX,VERB,2.83,archaic,0.606218
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,tried,0.6196,16,VERB,VERB,5.16,register_shift,0.60038
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,tried,0.6162,16,VERB,VERB,5.16,register_shift,0.660603
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,it,could,0.6153,16,PRON,AUX,6.06,category_shift,0.670028
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,tried,0.615,8,VERB,VERB,5.16,register_shift,0.638883
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,wondered,0.6144,8,VERB,VERB,4.2,register_shift,0.548249
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,wondered,0.6136,8,VERB,VERB,4.2,register_shift,0.57931
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,his,could,0.6128,16,PRON,AUX,6.06,category_shift,0.667762
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,reached,0.6109,8,VERB,VERB,4.85,register_shift,0.383088
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,reached,0.6097,16,VERB,VERB,4.85,register_shift,0.512186
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,tried,0.6085,16,VERB,VERB,5.16,register_shift,0.404959
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,the,felt,0.608,16,PRON,VERB,5.13,category_shift,0.559023
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,felt,0.6077,8,AUX,VERB,5.13,category_shift,0.482833
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,looked,closed,0.6077,16,VERB,VERB,4.9,register_shift,0.683416
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,could,0.6064,24,PRON,AUX,6.06,category_shift,0.664971
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,took,0.6063,16,PRON,VERB,5.51,category_shift,0.662048
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,tried,0.6055,16,VERB,VERB,5.16,register_shift,0.632672
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,the,could,0.6032,16,PRON,AUX,6.06,category_shift,0.642021
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,took,0.6001,8,VERB,VERB,5.51,register_shift,0.373344
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,took,0.5996,8,AUX,VERB,5.51,category_shift,0.58521
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,felt,0.599,16,VERB,VERB,5.13,register_shift,0.323712
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,wished,0.5988,16,VERB,VERB,4.0,register_shift,0.413604
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,his,felt,0.5983,16,PRON,VERB,5.13,category_shift,0.586222
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,tried,0.5968,16,PRON,VERB,5.16,category_shift,0.675633
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,it,felt,0.5959,16,PRON,VERB,5.13,category_shift,0.649633
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,tried,0.5951,8,VERB,VERB,5.16,register_shift,0.60038
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,wondered,0.5949,16,AUX,VERB,4.2,category_shift,0.622328
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,dreamed,wondered,0.5944,16,VERB,VERB,4.2,register_shift,0.520023
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,dreamed,wished,0.5939,16,VERB,VERB,4.0,register_shift,0.423056
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,closed,0.5906,16,VERB,VERB,4.9,register_shift,0.685463
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,closed,0.5859,8,VERB,VERB,4.9,register_shift,0.419337
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,tried,0.5849,8,AUX,VERB,5.16,category_shift,0.605485
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,took,0.584,16,VERB,VERB,5.51,register_shift,0.600996
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,rubbed,0.581,16,VERB,VERB,3.57,register_shift,0.335575
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,wished,0.5809,8,VERB,VERB,4.0,register_shift,0.413604
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,gazed,0.5799,16,VERB,VERB,2.83,archaic,0.631934
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,he,gazed,0.5797,16,PRON,VERB,2.83,archaic,0.664388
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,felt,0.5783,16,VERB,VERB,5.13,register_shift,0.63569
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,dreamed,wished,0.5754,8,VERB,VERB,4.0,register_shift,0.423056
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,felt,0.5745,16,VERB,VERB,5.13,register_shift,0.620603
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,closed,0.5724,16,VERB,VERB,4.9,register_shift,0.122229
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stroked,reached,0.5718,8,VERB,VERB,4.85,register_shift,0.587015
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,gazed,0.5716,16,VERB,VERB,2.83,archaic,0.557259
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,tried,0.5715,8,VERB,VERB,5.16,register_shift,0.660603
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,stared,rubbed,0.5687,16,VERB,VERB,3.57,register_shift,0.631233
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,the,took,0.5678,16,PRON,VERB,5.51,category_shift,0.621139
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,his,took,0.5673,16,PRON,VERB,5.51,category_shift,0.625744
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,was,could,0.5671,24,AUX,AUX,6.06,register_shift,0.592074
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,turned,tried,0.566,8,VERB,VERB,5.16,register_shift,0.404959
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,waited,took,0.5641,16,VERB,VERB,5.51,register_shift,0.647736
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,the,felt,0.5579,24,PRON,VERB,5.13,category_shift,0.559023
zephyr,sexual_liminal_1,He lay naked in his bed and,sublimation,dreamed,gazed,0.5559,16,VERB,VERB,2.83,archaic,0.62023
