word,count,total_tokens
communicate,353,2239742
cats,353,2239742
morning,352,2239742
forms,351,2239742
follows,351,2239742
big,350,2239742
productivity,350,2239742
accurately,350,2239742
thank,349,2239742
excellent,348,2239742
moment,347,2239742
kind,347,2239742
highly,347,2239742
element,346,2239742
according,345,2239742
vibrant,345,2239742
analytics,343,2239742
run,341,2239742
shape,341,2239742
organizations,341,2239742
consumption,340,2239742
database,339,2239742
act,339,2239742
walking,339,2239742
medium,339,2239742
stories,339,2239742
practices,338,2239742
collaboration,338,2239742
might,338,2239742
comes,338,2239742
political,337,2239742
sentiment,336,2239742
dog,336,2239742
mix,336,2239742
law,336,2239742
eyes,335,2239742
surface,335,2239742
smaller,335,2239742
dioxide,334,2239742
ultimately,333,2239742
else,333,2239742
written,333,2239742
ice,333,2239742
machines,332,2239742
phrase,332,2239742
largest,331,2239742
prices,331,2239742
believe,331,2239742
organized,331,2239742
trust,331,2239742
fossil,330,2239742
interface,330,2239742
achieve,330,2239742
html,330,2239742
resulting,329,2239742
fuels,329,2239742
led,329,2239742
material,329,2239742
pieces,329,2239742
lived,329,2239742
speech,329,2239742
position,328,2239742
location,328,2239742
choose,328,2239742
follow,327,2239742
item,326,2239742
apples,326,2239742
interactive,326,2239742
satisfaction,326,2239742
robot,326,2239742
choice,325,2239742
fruits,324,2239742
sweet,324,2239742
hot,323,2239742
balance,322,2239742
contain,322,2239742
course,322,2239742
per,322,2239742
thought,321,2239742
beach,321,2239742
privacy,319,2239742
spending,318,2239742
consequences,318,2239742
platforms,318,2239742
disease,318,2239742
memory,318,2239742
organization,318,2239742
longer,318,2239742
changing,317,2239742
loss,317,2239742
milk,317,2239742
message,316,2239742
improving,316,2239742
restaurant,315,2239742
cold,315,2239742
outcomes,315,2239742
avoid,315,2239742
challenge,315,2239742
players,315,2239742
topics,314,2239742
path,314,2239742
generally,313,2239742
demand,313,2239742
doing,313,2239742
investing,312,2239742
attention,312,2239742
case,311,2239742
tablespoons,309,2239742
subject,309,2239742
international,308,2239742
robots,308,2239742
distance,308,2239742
conclusion,308,2239742
int,308,2239742
citizens,307,2239742
educational,306,2239742
limited,305,2239742
daily,305,2239742
laws,305,2239742
outside,305,2239742
view,305,2239742
cannot,304,2239742
brave,304,2239742
buy,304,2239742
thinking,304,2239742
cities,304,2239742
brown,303,2239742
effectively,303,2239742
goods,303,2239742
beneficial,303,2239742
woman,303,2239742
policy,302,2239742
happy,302,2239742
center,302,2239742
heard,302,2239742
relationship,301,2239742
yet,300,2239742
orange,300,2239742
response,299,2239742
developed,299,2239742
equation,298,2239742
basic,298,2239742
fear,298,2239742
projects,298,2239742
inside,298,2239742
meaningful,298,2239742
drive,297,2239742
encourage,297,2239742
eye,297,2239742
members,297,2239742
yellow,296,2239742
connection,296,2239742
sides,296,2239742
changed,296,2239742
offering,296,2239742
visit,296,2239742
analyzing,295,2239742
verb,294,2239742
expected,294,2239742
yes,293,2239742
located,293,2239742
primary,292,2239742
prevent,292,2239742
ready,292,2239742
china,292,2239742
favorite,292,2239742
contains,291,2239742
consists,291,2239742
title,291,2239742
engine,291,2239742
respect,291,2239742
greenhouse,290,2239742
engagement,290,2239742
fish,290,2239742
waves,289,2239742
delicious,289,2239742
languages,289,2239742
differences,289,2239742
slowly,289,2239742
again,289,2239742
engineering,289,2239742
google,289,2239742
pressure,288,2239742
gas,288,2239742
assistant,288,2239742
latest,288,2239742
python,287,2239742
organic,287,2239742
weight,287,2239742
coffee,287,2239742
card,286,2239742
introduction,286,2239742
triangle,286,2239742
national,286,2239742
giving,285,2239742
causes,285,2239742
saw,285,2239742
cool,285,2239742
campaigns,285,2239742
operations,285,2239742
dear,285,2239742
powder,285,2239742
enabled,284,2239742
meeting,284,2239742
false,284,2239742
strange,284,2239742
describe,284,2239742
dreams,284,2239742
pet,284,2239742
advanced,283,2239742
knew,283,2239742
took,283,2239742
ask,283,2239742
p,283,2239742
creativity,282,2239742
recent,282,2239742
perform,282,2239742
extreme,282,2239742
impacts,282,2239742
olive,282,2239742
reading,281,2239742
reality,281,2239742
td,281,2239742
finding,280,2239742
figure,280,2239742
method,280,2239742
fast,280,2239742
period,279,2239742
review,279,2239742
walk,279,2239742
poem,279,2239742
creatures,278,2239742
benefit,278,2239742
trained,278,2239742
background,277,2239742
visual,277,2239742
brand,277,2239742
cream,277,2239742
interest,276,2239742
delivery,276,2239742
predict,276,2239742
leaves,276,2239742
awareness,276,2239742
cups,276,2239742
com,276,2239742
lifestyle,276,2239742
reduced,275,2239742
freedom,275,2239742
topic,275,2239742
arr,275,2239742
oven,275,2239742
policies,274,2239742
novel,274,2239742
highest,274,2239742
mountain,273,2239742
compared,273,2239742
post,273,2239742
career,272,2239742
sports,272,2239742
ancient,272,2239742
flour,272,2239742
recycling,271,2239742
please,271,2239742
flexibility,271,2239742
continue,271,2239742
started,270,2239742
series,270,2239742
presence,270,2239742
traffic,270,2239742
actions,270,2239742
peaceful,269,2239742
france,268,2239742
girl,268,2239742
correct,268,2239742
enables,268,2239742
implications,268,2239742
tracking,268,2239742
pay,267,2239742
called,267,2239742
recognize,266,2239742
enable,266,2239742
whole,266,2239742
join,266,2239742
valuable,266,2239742
trying,266,2239742
effort,265,2239742
vision,265,2239742
garden,265,2239742
hidden,265,2239742
york,265,2239742
revolution,265,2239742
compare,265,2239742
details,265,2239742
groups,264,2239742
evidence,264,2239742
wanted,263,2239742
ethical,263,2239742
among,263,2239742
jobs,263,2239742
places,263,2239742
shared,263,2239742
amazon,263,2239742
flow,263,2239742
grow,263,2239742
said,263,2239742
call,262,2239742
golden,262,2239742
feet,261,2239742
feelings,261,2239742
breaks,261,2239742
watch,261,2239742
g,261,2239742
foods,260,2239742
rest,260,2239742
focuses,260,2239742
display,260,2239742
months,260,2239742
active,259,2239742
close,259,2239742
fields,259,2239742
fire,259,2239742
investment,259,2239742
parts,258,2239742
provided,258,2239742
degrees,258,2239742
depending,257,2239742
square,257,2239742
optimize,257,2239742
appliances,256,2239742
similar,256,2239742
payment,256,2239742
named,256,2239742
early,256,2239742
option,256,2239742
dogs,255,2239742
oxygen,255,2239742
selection,255,2239742
classification,254,2239742
sets,254,2239742
village,254,2239742
encourages,254,2239742
soil,253,2239742
electricity,253,2239742
though,253,2239742
gentle,252,2239742
emotions,252,2239742
discounts,251,2239742
advantage,251,2239742
soft,251,2239742
stores,251,2239742
cell,251,2239742
ve,251,2239742
board,250,2239742
above,250,2239742
growing,250,2239742
whereas,250,2239742
either,250,2239742
laptop,250,2239742
documents,250,2239742
savings,250,2239742
mission,250,2239742
powered,249,2239742
workplace,249,2239742
planning,249,2239742
engage,248,2239742
won,248,2239742
chorus,248,2239742
alice,248,2239742
everything,248,2239742
french,247,2239742
logo,247,2239742
websites,247,2239742
pan,247,2239742
allowed,246,2239742
lost,246,2239742
whether,246,2239742
composed,245,2239742
represent,245,2239742
numerous,245,2239742
rules,245,2239742
efficiently,245,2239742
clouds,245,2239742
decrease,244,2239742
variable,244,2239742
third,244,2239742
regulations,243,2239742
south,243,2239742
combination,243,2239742
governments,243,2239742
innovative,243,2239742
blockchain,243,2239742
therefore,243,2239742
facial,243,2239742
thoughts,243,2239742
classes,243,2239742
scientific,242,2239742
rewards,242,2239742
informed,241,2239742
diverse,241,2239742
comfortable,241,2239742
scale,241,2239742
taste,241,2239742
anything,240,2239742
quantum,240,2239742
mixture,240,2239742
universe,239,2239742
experienced,239,2239742
spend,239,2239742
cake,239,2239742
eat,238,2239742
increases,238,2239742
preferences,238,2239742
question,238,2239742
movement,238,2239742
advice,238,2239742
calculate,238,2239742
poverty,237,2239742
rain,237,2239742
supply,237,2239742
verse,237,2239742
express,236,2239742
king,236,2239742
handle,236,2239742
invest,236,2239742
onto,236,2239742
chicken,236,2239742
century,235,2239742
smart,235,2239742
virus,235,2239742
anxiety,235,2239742
concept,235,2239742
door,234,2239742
vast,234,2239742
stored,233,2239742
begin,233,2239742
road,233,2239742
tax,233,2239742
dream,233,2239742
piece,233,2239742
receive,233,2239742
adjust,232,2239742
stop,232,2239742
utilize,232,2239742
late,232,2239742
exploration,232,2239742
particular,232,2239742
darkness,232,2239742
loop,232,2239742
ahead,231,2239742
recently,231,2239742
seemed,231,2239742
capabilities,231,2239742
released,230,2239742
infrastructure,230,2239742
mass,230,2239742
middle,230,2239742
battle,229,2239742
cultures,229,2239742
themselves,229,2239742
box,229,2239742
dragon,229,2239742
chance,229,2239742
star,229,2239742
became,228,2239742
amazing,228,2239742
employee,228,2239742
protection,228,2239742
teacher,228,2239742
conflict,227,2239742
forces,227,2239742
song,227,2239742
gases,227,2239742
noun,227,2239742
got,227,2239742
prepare,226,2239742
president,226,2239742
miles,226,2239742
quick,225,2239742
dinner,225,2239742
tips,225,2239742
justice,225,2239742
consumer,224,2239742
near,224,2239742
functions,224,2239742
really,224,2239742
entertainment,224,2239742
theory,224,2239742
already,224,2239742
himself,223,2239742
damage,223,2239742
stir,223,2239742
week,223,2239742
teams,223,2239742
considered,222,2239742
competition,222,2239742
direct,221,2239742
death,221,2239742
emotional,221,2239742
expression,221,2239742
stand,221,2239742
tall,220,2239742
scientists,220,2239742
accessible,220,2239742
transactions,220,2239742
dataset,220,2239742
remote,220,2239742
respond,220,2239742
plenty,219,2239742
industrial,219,2239742
implement,219,2239742
coming,219,2239742
train,219,2239742
friendship,219,2239742
followed,219,2239742
competitive,219,2239742
adding,219,2239742
autonomous,218,2239742
built,218,2239742
manner,218,2239742
onion,218,2239742
layers,218,2239742
interesting,218,2239742
etc,218,2239742
excited,218,2239742
cultural,217,2239742
prioritize,217,2239742
coding,217,2239742
suddenly,217,2239742
remember,217,2239742
balanced,216,2239742
civil,216,2239742
limit,216,2239742
motion,216,2239742
cooked,216,2239742
extra,215,2239742
nlp,215,2239742
errors,215,2239742
nearby,215,2239742
dishes,215,2239742
identity,215,2239742
motivated,215,2239742
significantly,215,2239742
hello,215,2239742
context,214,2239742
lights,214,2239742
cut,214,2239742
child,214,2239742
fruit,213,2239742
breeze,213,2239742
predictive,213,2239742
recommend,212,2239742
hands,212,2239742
required,212,2239742
aware,212,2239742
taxes,211,2239742
emails,211,2239742
bread,211,2239742
suitable,211,2239742
exciting,211,2239742
covid,210,2239742
industries,210,2239742
score,210,2239742
ensuring,210,2239742
draw,210,2239742
enabling,210,2239742
lot,210,2239742
held,210,2239742
shows,210,2239742
cells,210,2239742
english,209,2239742
base,209,2239742
classic,209,2239742
street,209,2239742
bar,208,2239742
america,208,2239742
videos,208,2239742
helpful,208,2239742
parents,208,2239742
operating,208,2239742
bake,208,2239742
thus,207,2239742
presentation,207,2239742
general,207,2239742
plans,207,2239742
utilizing,207,2239742
secrets,207,2239742
ii,206,2239742
introducing,206,2239742
season,206,2239742
came,206,2239742
independent,206,2239742
conversations,206,2239742
germany,206,2239742
leads,206,2239742
cooking,205,2239742
gives,205,2239742
usage,205,2239742
navigation,205,2239742
talk,205,2239742
reviews,205,2239742
causing,205,2239742
efforts,205,2239742
fuel,205,2239742
burning,204,2239742
robotics,204,2239742
battery,204,2239742
expenses,204,2239742
interests,204,2239742
organisms,204,2239742
error,204,2239742
managing,204,2239742
behind,204,2239742
completed,203,2239742
opinion,203,2239742
recommendations,203,2239742
labor,203,2239742
ecosystems,203,2239742
suggests,203,2239742
spent,203,2239742
proper,203,2239742
comfort,203,2239742
schedule,202,2239742
leave,202,2239742
optimization,202,2239742
credit,202,2239742
ideal,202,2239742
wall,202,2239742
remove,202,2239742
chocolate,202,2239742
creature,202,2239742
meal,201,2239742
influence,201,2239742
office,201,2239742
studying,201,2239742
under,201,2239742
expensive,201,2239742
random,201,2239742
capable,200,2239742
maintaining,200,2239742
memories,200,2239742
factor,200,2239742
bridge,200,2239742
searching,200,2239742
beyond,200,2239742
cases,199,2239742
incentives,199,2239742
server,199,2239742
lastly,199,2239742
leader,199,2239742
listening,199,2239742
sauce,199,2239742
skin,199,2239742
document,199,2239742
records,199,2239742
dish,199,2239742
nothing,199,2239742
