family,prompt,word,raw,chat_default,chat_safety,chat_permissive,raw_kill,raw_hit,raw_cry,raw_talk,raw_consider,raw_report,raw_file,raw_be,raw_have,raw_just,raw_get,raw_what,raw_die,raw_hurt,raw_scream,raw_punch,raw_cock,raw_dick,raw_fuck,raw_shit,raw_damn,chat_default_kill,chat_default_hit,chat_default_cry,chat_default_cock,chat_default_talk,chat_default_consider,chat_default_report,chat_default_file,chat_default_shit,chat_default_be,chat_default_have,chat_default_just,chat_default_get,chat_default_what,chat_default_die,chat_default_hurt,chat_safety_kill,chat_safety_hit,chat_safety_cry,chat_safety_cock,chat_safety_talk,chat_safety_consider,chat_safety_report,chat_safety_file,chat_safety_shit,chat_safety_be,chat_safety_have,chat_safety_just,chat_safety_get,chat_safety_what,chat_safety_die,chat_safety_hurt,chat_permissive_kill,chat_permissive_hit,chat_permissive_cry,chat_permissive_cock,chat_permissive_talk,chat_permissive_consider,chat_permissive_report,chat_permissive_file,chat_permissive_shit,chat_permissive_be,chat_permissive_have,chat_permissive_just,chat_permissive_get,chat_permissive_what,chat_permissive_die,chat_permissive_hurt,chat_default_scream,chat_default_punch,chat_default_fuck,chat_default_damn,chat_safety_scream,chat_safety_punch,chat_safety_fuck,chat_safety_damn,chat_permissive_scream,chat_permissive_punch,chat_permissive_fuck,chat_permissive_damn,chat_default_dick,chat_safety_dick,chat_permissive_dick
llama,anger,report,0.0003860277647618,1.023974931513294e-07,1.28402506405223e-08,1.2033053442550568e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,file,0.0003200282517354,1.0077030765387462e-08,2.912573515700956e-10,1.5632874994508936e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,shit,2.9651211661985144e-05,8.598792078373663e-07,9.39412725387001e-09,5.452711206999084e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,damn,1.1840600564028136e-05,4.2312102266350855e-08,4.364411054780248e-09,5.6801596315381175e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,be,0.0089243110269308,1.3372731366700918e-08,5.731310537271383e-09,1.6936214652929491e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,have,0.0028972991276532,1.175139985321039e-07,2.960326650480738e-09,6.965236831746324e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,just,0.0073985131457448,4.946047571507961e-09,5.0761436720669906e-11,3.299798212452742e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,get,0.0076932357624173,2.8048644296063685e-08,1.7346071246038264e-08,6.115946082907442e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,anger,what,1.3209143617132211e-05,5.142307690775283e-10,3.953304697490445e-11,1.3940799035994099e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,kill,2.327007450730889e-06,9.80825490271009e-11,2.8324829461079393e-12,6.302204869079731e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,scream,4.858655984207871e-07,5.849115462808197e-12,3.90513928702832e-13,2.7572652494534106e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,hit,2.438682713545859e-06,1.0447914235156563e-12,2.244388621350582e-14,9.796324342004059e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,cry,1.1632567975539132e-06,1.1765882539094276e-11,1.248157528938379e-13,2.1814426653943286e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,punch,1.1978407883361797e-06,7.913181221397281e-10,3.215898467662237e-12,8.581791277606499e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,cock,0.5403929948806763,1.8940040508175215e-11,9.025327821253828e-14,2.1796100554638546e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,dick,0.0640384778380394,3.092338538013273e-11,7.518883112693844e-14,2.2440754037234e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,fuck,4.2890293116215616e-05,1.7349034708846742e-10,1.3871988410393832e-12,1.5034368061606076e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,talk,9.53138510340068e-07,2.447070324151923e-12,1.1765499056785866e-13,3.165381845526838e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,consider,1.1825533619003181e-07,2.978796950856705e-13,8.249817658439323e-14,1.1362238190246177e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,report,2.1392374094375557e-07,1.622952423493973e-12,6.994694401593268e-14,2.580602398438714e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,file,9.16624344426964e-07,5.532612670951231e-13,1.194316286221974e-14,1.1186083526473769e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,shit,7.324440230149776e-05,8.660802977566995e-12,2.710961067176748e-13,1.4257823810481796e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,damn,2.4342878532479517e-05,7.90213380841287e-12,1.151542104943851e-13,3.1141949019541926e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,be,1.6861818949109875e-05,1.856816295772029e-13,1.4434368075257574e-14,1.9212032680883398e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,have,1.7911615941557102e-06,1.1642375702825697e-13,1.846184033286232e-14,1.5052520861702499e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,just,1.3762215530732648e-05,2.1157811525734146e-15,6.978962797477093e-16,4.9340580585014247e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,get,1.5501211692026118e-06,6.505320099877561e-14,1.0076813854371404e-14,3.547463700830783e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,sexual,what,1.8374967112322335e-05,3.488333669095017e-15,3.53676621892563e-16,2.6617246343747965e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,kill,8.014246122911572e-05,2.0660271271566444e-09,2.4176069479686646e-10,8.169548948444573e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,scream,8.598031126894057e-05,7.205180452274362e-08,7.328817552831879e-09,1.9337387129780836e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,hit,3.584192745620385e-05,1.5083632953771795e-10,1.4870422601620522e-11,1.9283950436488343e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,cry,8.02871636551572e-06,3.288630701092643e-09,2.7542612635045316e-10,4.547038656710357e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,punch,6.541037146234885e-05,8.018412600563352e-10,2.7673294211716378e-11,5.517830459211837e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,cock,5.1218069785363696e-08,3.2726121812487463e-09,3.417706118113983e-10,5.65888100823031e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,dick,1.8516524846745597e-07,6.739232782937421e-11,3.4806729980879636e-12,2.5502766565210773e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,fuck,1.5747843917779392e-06,1.9329977896109796e-10,6.962823113215722e-12,1.4535379477820245e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,talk,0.0156346261501312,1.069024406774588e-07,1.764709489648908e-09,2.1735118593824154e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,consider,0.002342106308788,4.3276930483671094e-08,1.0676869111048147e-10,1.0833468166993045e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,report,0.0115282507613301,1.681811312437276e-07,3.145934623915991e-09,2.742215201578802e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,file,0.0010807043872773,8.861200662124702e-09,2.6230062566412466e-10,1.5808849695986282e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,shit,1.6375165614590514e-06,6.006612984776892e-10,7.083897357595959e-11,2.090245914132538e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,damn,5.659106250277546e-07,1.6663481705592176e-10,1.9451589644559064e-11,3.935721508696588e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,be,0.0711729675531387,4.088771987653672e-09,7.363590848186162e-10,1.297352714146882e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,have,0.0306111108511686,5.1838568992934605e-09,1.1291399065749276e-10,1.6215385301165952e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,just,0.2261872440576553,1.7440925006301233e-12,4.556060796646542e-14,6.21506472953115e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,get,0.0099379727616906,1.8866583850751795e-09,4.4142103861055654e-10,1.8887893915575663e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,worker,what,0.0015121774049475,7.007693730853859e-11,1.805749343455898e-12,3.5813761678493705e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,kill,1.930812322825659e-05,9.966762970492482e-10,1.3552456899768028e-11,1.6648433742716404e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,scream,9.336798029835336e-06,3.5254338115464634e-08,1.4809150572503427e-09,6.704353381792316e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,hit,2.4792117983452044e-05,2.2087348616750544e-10,5.969980152592536e-12,3.6972251926670197e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,cry,1.6480427120768582e-06,9.726378591423668e-10,3.9534965579068875e-11,2.2759108375680626e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,punch,1.4920159628672993e-05,1.9055471867091e-08,2.2978273450657838e-10,6.822225486757816e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,cock,8.045218713448321e-09,4.5437853479768364e-09,3.5728739411489125e-10,1.3831082945614526e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,dick,2.2256990916957875e-08,4.844843970452928e-11,3.95363039182306e-12,2.667819298807217e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,fuck,2.7114563749819354e-07,2.4508226004194e-10,1.0570135912379984e-11,1.5072259884618692e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,talk,0.0001239527919096,8.292263764531072e-09,1.0479206391522665e-10,5.925483215207805e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,consider,0.0005342363729141,3.7822385223762474e-08,8.828685699180383e-11,7.252967115789488e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,report,0.0049127456732094,7.6105450830255e-08,3.9493967124437646e-11,3.417056575472089e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,file,0.0164902713149786,2.6049630719171546e-07,2.412810506946528e-10,1.6885171589819947e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,shit,1.041284107827778e-07,3.2915073444605975e-10,1.7727595433281174e-11,1.11788986956185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,damn,5.371352358451986e-07,6.838352106797173e-10,3.7842139144483866e-11,2.1716891396295068e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,be,0.4527185559272766,9.180070037473342e-08,7.403004320671869e-10,3.9865536649585926e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,have,0.1338233351707458,1.75204704078169e-08,3.120037561643585e-11,8.810074803022871e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,just,0.025540629401803,3.884765339273733e-12,3.3287936751676133e-13,1.3297253576016743e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,get,0.0172816552221775,5.029512362142441e-09,3.681045745995704e-11,1.2105768609771415e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,police,what,1.6386589777539484e-05,3.9081779479310796e-11,1.1664105011716108e-12,3.0074124614254405e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,kill,3.731179458554834e-05,3.8632479437694656e-09,1.1682448342043015e-09,5.309118478180608e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,scream,1.3172674471206849e-06,7.578659477758265e-09,4.3867798282803955e-10,5.051930074273515e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,hit,4.387170520203654e-06,5.021755233869385e-10,1.1293720125760132e-10,1.7561601950433214e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,cry,1.7015985577018e-05,8.141418095242158e-10,7.97673871399951e-11,2.477120286670242e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,punch,7.246280802064575e-07,1.6978994210603563e-08,2.6846056488949444e-09,1.5470129710593028e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,cock,4.252191502018832e-06,1.3429485301585942e-09,3.1938038325129975e-10,4.90607163783352e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,dick,1.1246879694226664e-05,1.3324975567385875e-09,3.8487024678346415e-10,1.5881086667945965e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,fuck,0.000427010905696,6.837374000312478e-10,2.7961705867385337e-11,8.578135179959645e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,talk,7.699723937548697e-06,2.4516691454756767e-10,1.3720921968052302e-11,5.6004010456911495e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,consider,7.698574790993007e-07,3.233209186492836e-11,1.0286536379633391e-11,5.915202355710747e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,report,3.330573861148878e-07,6.0987976821524895e-12,1.181486440800239e-12,3.7894205134891834e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,file,8.861005653670873e-07,1.0134080206947171e-11,9.567969246754293e-13,5.428094432269326e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,shit,0.0041151661425828,5.731856322910289e-09,1.8251138100833228e-10,1.067566131496278e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,damn,0.0017424711259081,1.0296743457871571e-09,6.338297248165148e-11,6.55144219763315e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,profanity,be,9.985154611058532e-05,8.593570993697952e-11,4.659895386227575e-11,2.2190005041777816e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
