gen_id,producer,scorer,prompt_key,category,idx,mean_logp,n_tokens,min_logp,max_logp,divergent_tokens
huggyllama/llama-7b|sexual_liminal_3|0,base,base,sexual_liminal_3,sexual_liminal,0,-1.8217849901143928,100,-8.626364707946777,-0.0017744047800078988,has:-8.63|but:-6.87|so:-6.33|other:-5.66|said:-5.63|i:-4.71|As:-4.47|It:-4.17|The:-3.95|best:-3.63
huggyllama/llama-7b|sexual_liminal_3|1,base,base,sexual_liminal_3,sexual_liminal,1,-1.9234838714834768,100,-14.648004531860352,-0.0018365198047831655,go:-14.65|the:-6.29|good:-6.12|sit:-5.37|laid:-5.20|seemed:-5.18|all:-4.92|but:-4.66|there:-4.65|watch:-4.58
huggyllama/llama-7b|sexual_liminal_3|2,base,base,sexual_liminal_3,sexual_liminal,2,-2.5320336844286064,100,-13.413629531860352,-0.00041500062798149884,have:-13.41|might:-6.16|“:-5.84|inf:-5.78|November:-5.62|town:-5.62|ended:-5.47|.:-5.40|Roy:-5.28|for:-5.22
huggyllama/llama-7b|sexual_liminal_3|3,base,base,sexual_liminal_3,sexual_liminal,3,-1.9000601725535875,100,-14.648004531860352,-3.2186455882765586e-06,go:-14.65|wanted:-10.20|was:-7.58|her:-6.81|ar:-5.94|appy:-5.60|':-4.75|When:-4.61|inv:-4.45|stepped:-4.44
huggyllama/llama-7b|sexual_liminal_3|4,base,base,sexual_liminal_3,sexual_liminal,4,-2.377152557974914,100,-14.919488906860352,-0.001658970140852034,show:-14.92|Not:-6.75|liked:-6.50|preferred:-6.29|me:-6.25|to:-6.17|Oh:-5.97|cost:-5.91|that:-5.75|all:-5.64
huggyllama/llama-7b|sexual_liminal_4|0,base,base,sexual_liminal_4,sexual_liminal,0,-2.3686343762046187,101,-15.616521835327148,-0.002671484835445881,st:-15.62|glass:-6.13|T:-6.06|ch:-5.85|expected:-5.68|in:-4.98|although:-4.97|feet:-4.86|entity:-4.85|quis:-4.73
huggyllama/llama-7b|sexual_liminal_4|1,base,base,sexual_liminal_4,sexual_liminal,1,-2.806255996863474,100,-13.073553085327148,-0.0008183944155462086,s:-13.07|lights:-7.25|H:-7.19|your:-6.33|There:-6.12|gone:-6.04|at:-5.97|They:-5.70|work:-5.70|except:-5.62
huggyllama/llama-7b|sexual_liminal_4|2,base,base,sexual_liminal_4,sexual_liminal,2,-2.161808234236669,100,-15.778631210327148,-0.0018573428969830275,put:-15.78|slightly:-7.47|up:-6.66|came:-6.09|sl:-5.63|w:-5.51|so:-5.45|P:-5.29|rub:-5.02|increase:-4.81
huggyllama/llama-7b|sexual_liminal_4|3,base,base,sexual_liminal_4,sexual_liminal,3,-2.273220361223794,100,-14.229803085327148,-0.0005750194541178644,he:-14.23|too:-6.53|pretty:-6.45|l:-6.13|What:-6.06|rear:-5.88|must:-5.79|on:-5.33|or:-5.01|too:-4.96
huggyllama/llama-7b|sexual_liminal_4|4,base,base,sexual_liminal_4,sexual_liminal,4,-1.9654202111414634,101,-15.114568710327148,-0.0006898645660839975,look:-15.11|not:-6.80|making:-6.58|for:-6.52|wondering:-5.77|place:-5.53|kitchen:-5.44|standing:-4.92|after:-4.81|usually:-4.53
huggyllama/llama-7b|sexual_liminal_5|0,base,base,sexual_liminal_5,sexual_liminal,0,-2.6642166563449425,100,-13.345414161682129,-0.004189999308437109,write:-13.35|feeling:-7.86|before:-7.02|down:-6.62|those:-6.40|always:-6.19|always:-6.16|sle:-6.14|told:-6.11|rom:-5.97
huggyllama/llama-7b|sexual_liminal_5|1,base,base,sexual_liminal_5,sexual_liminal,1,-2.3013246547430755,100,-13.345414161682129,-0.0019549084827303886,write:-13.35|mathematics:-6.82|St:-6.51|turned:-6.14|needs:-5.73|Th:-5.69|two:-5.52|Sometimes:-5.50|learn:-5.27|gave:-5.13
huggyllama/llama-7b|sexual_liminal_5|2,base,base,sexual_liminal_5,sexual_liminal,2,-2.694542345445589,100,-14.829789161682129,-8.189342770492658e-05,draw:-14.83|case:-7.39|place:-6.03|think:-5.75|has:-5.46|process:-5.34|from:-5.32|going:-5.28|destination:-5.27|ab:-5.07
huggyllama/llama-7b|sexual_liminal_5|3,base,base,sexual_liminal_5,sexual_liminal,3,-2.588548461378997,101,-14.677801132202148,-0.0004198861715849489,oup:-14.68|load:-6.85|hosting:-6.84|do:-6.37|internet:-6.31|set:-6.02|with:-5.73|watched:-5.73|hosting:-5.49|fled:-5.40
huggyllama/llama-7b|sexual_liminal_5|4,base,base,sexual_liminal_5,sexual_liminal,4,-2.440780964838341,100,-12.341507911682129,-0.01006374042481184,type:-12.34|Now:-6.02|…:-5.66|became:-5.62|Why:-5.42|million:-5.01|loved:-4.94|life:-4.88|He:-4.85|started:-4.85
huggyllama/llama-7b|sexual_liminal_6|0,base,base,sexual_liminal_6,sexual_liminal,0,-2.0237858214776496,100,-12.477495193481445,-0.0008149401983246207,k:-12.48|?':-6.91|A:-6.91|top:-5.94|ran:-5.69|and:-5.43|':-5.22|boy:-4.95|but:-4.53|didn:-4.23
huggyllama/llama-7b|sexual_liminal_6|1,base,base,sexual_liminal_6,sexual_liminal,1,-2.232079963585129,100,-15.9971923828125,-0.00033182359766215086,he:-16.00|and:-6.10|d:-5.94|mo:-5.94|hate:-5.62|anyway:-5.35|this:-5.20|a:-5.08|care:-5.04|gra:-4.99
huggyllama/llama-7b|sexual_liminal_6|2,base,base,sexual_liminal_6,sexual_liminal,2,-2.540979263880436,100,-13.8585205078125,-0.00016068121476564556,jack:-13.86|close:-6.68|like:-6.30|…:-5.83|sw:-5.66|floor:-5.58|But:-5.57|light:-5.34|b:-5.21|expecting:-5.21
huggyllama/llama-7b|sexual_liminal_6|3,base,base,sexual_liminal_6,sexual_liminal,3,-2.0085879307109282,100,-10.448198318481445,-0.0002586507180240005,ho:-10.45|neck:-8.01|G:-7.79|any:-7.39|and:-6.31|while:-5.37|su:-5.15|enjo:-5.10|face:-5.09|something:-5.08
huggyllama/llama-7b|sexual_liminal_6|4,base,base,sexual_liminal_6,sexual_liminal,4,-2.1879530067299493,100,-13.899394035339355,-0.0005801424849778414,ar:-13.90|sur:-6.91|the:-6.11|Welcome:-5.74|phone:-5.60|another:-5.37|As:-5.28|pr:-4.97|along:-4.88|R:-4.87
huggyllama/llama-7b|sexual_liminal_7|0,base,base,sexual_liminal_7,sexual_liminal,0,-2.3572131974919466,100,-12.675128936767578,-0.0009365463047288358,glass:-12.68|cl:-7.01|ref:-6.24|those:-6.13|sort:-6.12|noble:-5.80|seem:-5.38|p:-5.19|left:-5.16|F:-5.15
huggyllama/llama-7b|sexual_liminal_7|1,base,base,sexual_liminal_7,sexual_liminal,1,-2.4908106276633766,99,-16.067707061767578,-0.024667583405971527,ro:-16.07|more:-6.35|before:-6.32|where:-6.27|stone:-6.22|even:-5.99|That:-5.72|left:-5.61|only:-5.47|st:-5.45
huggyllama/llama-7b|sexual_liminal_7|2,base,base,sexual_liminal_7,sexual_liminal,2,-2.5594901590561494,100,-12.675128936767578,-0.001100530382245779,"glass:-12.68|uff:-8.47|sometimes:-6.13|God:-6.07|got:-5.93|maybe:-5.72|"":-5.37|knowing:-5.11|thought:-5.10|together:-4.96"
huggyllama/llama-7b|sexual_liminal_7|3,base,base,sexual_liminal_7,sexual_liminal,3,-2.243437788378673,99,-15.882160186767578,-0.004577277693897486,wig:-15.88|brain:-7.33|year:-5.75|bought:-5.44|But:-5.38|od:-5.23|S:-5.08|who:-5.08|n:-5.07|We:-5.01
huggyllama/llama-7b|sexual_liminal_7|4,base,base,sexual_liminal_7,sexual_liminal,4,-2.6233538587368095,100,-16.046222686767578,-0.0010768335778266191,long:-16.05|my:-6.98|looking:-6.66|arms:-6.26|joined:-6.12|Sil:-6.01|long:-5.65|my:-5.50|as:-5.28|natural:-5.19
huggyllama/llama-7b|sexual_explicit_1|0,base,base,sexual_explicit_1,sexual_explicit,0,-2.1690500100646544,99,-9.703946113586426,-0.003453958546742797,"cock:-9.70|With:-6.95|"":-6.65|height:-6.51|more:-6.05|her:-5.57|to:-5.50|them:-5.41|as:-5.33|placed:-5.29"
huggyllama/llama-7b|sexual_explicit_1|1,base,base,sexual_explicit_1,sexual_explicit,1,-2.3119024215030928,99,-9.703946113586426,-0.006354365963488817,"cock:-9.70|yet:-7.37|cum:-6.81|go:-6.28|but:-5.69|..."":-5.50|feel:-5.41|;:-5.31|you:-5.25|
:-5.12"
huggyllama/llama-7b|sexual_explicit_1|2,base,base,sexual_explicit_1,sexual_explicit,2,-1.7776997540811386,99,-9.703946113586426,-0.00017438798386137933,"cock:-9.70|gaz:-5.85|getting:-5.79|b:-5.57|placed:-5.23|t:-4.40|work:-4.15|"":-4.12|As:-4.01|in:-4.00"
huggyllama/llama-7b|sexual_explicit_1|3,base,base,sexual_explicit_1,sexual_explicit,3,-1.7911726150234262,99,-9.703946113586426,-0.0003782987187150866,cock:-9.70|about:-6.73|fat:-5.72|With:-5.27|turned:-5.26|one:-5.25|un:-5.24|when:-5.15|so:-5.15|start:-5.09
huggyllama/llama-7b|sexual_explicit_1|4,base,base,sexual_explicit_1,sexual_explicit,4,-2.2162510273270213,99,-9.703946113586426,-0.0013434203574433923,"cock:-9.70|,:-7.05|then:-6.68|ad:-6.61|l:-5.85|fingers:-5.76|so:-5.49|mouth:-5.42|And:-5.07|knowing:-5.03"
huggyllama/llama-7b|sexual_explicit_2|0,base,base,sexual_explicit_2,sexual_explicit,0,-2.1454969322473723,101,-11.089006423950195,-0.0005418977816589177,k:-11.09|iss:-6.03|gest:-5.67|kiss:-5.50|just:-5.48|up:-5.22|wanted:-5.05|stay:-4.76|with:-4.73|she:-4.73
huggyllama/llama-7b|sexual_explicit_2|1,base,base,sexual_explicit_2,sexual_explicit,1,-2.0522986980716813,100,-16.08863067626953,-0.00029774048016406596,ound:-16.09|Every:-6.97|dress:-6.49|tight:-5.66|night:-5.41|did:-5.37|just:-5.32|piece:-5.32|sl:-5.16|bra:-5.11
huggyllama/llama-7b|sexual_explicit_2|2,base,base,sexual_explicit_2,sexual_explicit,2,-2.1570846372342203,100,-12.456193923950195,-0.0012841321295127273,b:-12.46|end:-7.58|since:-6.29|dear:-6.01|F:-5.73|:-5.54|getting:-5.01|The:-4.87|.:-4.75|his:-4.67
huggyllama/llama-7b|sexual_explicit_2|3,base,base,sexual_explicit_2,sexual_explicit,3,-3.7141410768032075,10,-11.644145965576172,-0.3551393747329712,car:-11.64|Every:-6.45|waiting:-5.13|there:-4.35|.:-2.51|one:-2.42|was:-2.01|.:-1.65|ess:-0.62|her:-0.36
huggyllama/llama-7b|sexual_explicit_2|4,base,base,sexual_explicit_2,sexual_explicit,4,-2.130127672012665,101,-12.756975173950195,-0.0009782296838238835,l:-12.76|und:-5.97|This:-5.49|off:-5.36|sexual:-5.33|has:-4.95|sm:-4.89|So:-4.76|small:-4.68|ift:-4.65
huggyllama/llama-7b|sexual_explicit_3|0,base,base,sexual_explicit_3,sexual_explicit,0,-2.048800655006845,99,-10.218606948852539,-0.000834236154332757,cock:-10.22|middle:-7.41|st:-6.84|about:-5.84|rub:-5.62|bent:-5.55|and:-5.55|blocked:-5.48|about:-5.39|package:-5.24
huggyllama/llama-7b|sexual_explicit_3|1,base,base,sexual_explicit_3,sexual_explicit,1,-2.1387414589579565,100,-16.01743507385254,-0.000364713923772797,bul:-16.02|brief:-7.02|so:-6.46|love:-6.45|F:-6.32|pushed:-5.95|dark:-5.87|only:-5.83|At:-5.73|Rel:-5.69
huggyllama/llama-7b|sexual_explicit_3|2,base,base,sexual_explicit_3,sexual_explicit,2,-2.283171992233926,99,-10.218606948852539,-0.001658970140852034,"cock:-10.22|
:-7.60|to:-6.70|r:-6.25|around:-6.16|felt:-6.05|’:-5.33|hard:-5.25|had:-5.10|be:-5.01"
huggyllama/llama-7b|sexual_explicit_3|3,base,base,sexual_explicit_3,sexual_explicit,3,-2.0230834798077755,99,-10.218606948852539,-0.0004048719711136073,cock:-10.22|Hard:-6.91|ton:-6.61|like:-6.25|sure:-6.09|upper:-6.06|What:-5.98|Who:-5.64|was:-5.31|what:-5.23
huggyllama/llama-7b|sexual_explicit_3|4,base,base,sexual_explicit_3,sexual_explicit,4,-2.5765554079296997,100,-14.868997573852539,-0.0024556738790124655,organ:-14.87|over:-7.75|mart:-6.29|could:-6.26|only:-6.14|surely:-5.77|up:-5.69|J:-5.68|::-5.61|combat:-5.46
huggyllama/llama-7b|sexual_explicit_4|0,base,base,sexual_explicit_4,sexual_explicit,0,-2.0071617053501543,100,-10.538917541503906,-0.00014828535495325923,"w:-10.54|(:-7.45|guest:-7.21|ash:-5.76|my:-5.56|,:-5.44|lord:-4.61|brought:-4.51|also:-4.27|But:-4.14"
huggyllama/llama-7b|sexual_explicit_4|1,base,base,sexual_explicit_4,sexual_explicit,1,-2.67810353777837,100,-14.228370666503906,-0.0055082449689507484,su:-14.23|a:-7.67|-:-7.40|fell:-6.05|ins:-5.75|after:-5.65|Later:-5.63|these:-5.62|su:-5.59|all:-5.50
huggyllama/llama-7b|sexual_explicit_4|2,base,base,sexual_explicit_4,sexual_explicit,2,-1.7997001862754891,15,-14.859100341796875,-0.0001003691868390888,"wor:-14.86|kiss:-3.57|the:-2.35|them:-1.95|women:-1.88|,:-1.06|fond:-0.50|their:-0.32|bre:-0.31|.:-0.10"
huggyllama/llama-7b|sexual_explicit_4|3,base,base,sexual_explicit_4,sexual_explicit,3,-1.9981117459486848,99,-13.800636291503906,-4.875540980719961e-05,"lick:-13.80|featuring:-7.24|min:-6.47|bush:-6.12|cub:-5.84|the:-5.77|':-5.48|
:-5.21|pit:-5.20|Australia:-5.17"
huggyllama/llama-7b|sexual_explicit_4|4,base,base,sexual_explicit_4,sexual_explicit,4,-1.7015840070412378,100,-14.228370666503906,-0.00037055302527733147,su:-14.23|office:-6.65|lifted:-5.22|moving:-5.11|the:-4.84|like:-4.80|cra:-4.07|hard:-3.87|one:-3.69|moved:-3.68
huggyllama/llama-7b|sexual_explicit_5|0,base,base,sexual_explicit_5,sexual_explicit,0,-2.336105397737027,101,-12.081686973571777,-0.0007258402765728533,leg:-12.08|How:-6.57|s:-6.56|could:-5.90|a:-5.86|g:-5.53|s:-5.51|needed:-5.37|wild:-5.24|eyes:-4.88
huggyllama/llama-7b|sexual_explicit_5|1,base,base,sexual_explicit_5,sexual_explicit,1,-2.2124744855899916,100,-19.946928024291992,-7.045020902296528e-05,il:-19.95|working:-7.01|needed:-6.19|you:-5.87|turning:-5.80|th:-5.68|warm:-5.64|Even:-5.59|When:-5.56|t:-5.40
huggyllama/llama-7b|sexual_explicit_5|2,base,base,sexual_explicit_5,sexual_explicit,2,-2.1012766561522795,101,-12.081686973571777,-0.0004049911512993276,leg:-12.08|mind:-6.28|After:-6.21|that:-6.12|outer:-5.55|higher:-5.49|moved:-5.45|pin:-5.35|driving:-5.35|ran:-5.20
huggyllama/llama-7b|sexual_explicit_5|3,base,base,sexual_explicit_5,sexual_explicit,3,-1.7994734222220723,100,-13.683249473571777,-0.0001919085334520787,th:-13.68|slowly:-5.29|br:-5.27|wet:-5.03|pu:-4.91|A:-4.84|roof:-4.67|ras:-4.61|tender:-4.36|eng:-4.34
huggyllama/llama-7b|sexual_explicit_5|4,base,base,sexual_explicit_5,sexual_explicit,4,-2.0673646398671295,101,-12.081686973571777,-0.0002574589161667973,leg:-12.08|Oh:-6.17|Be:-5.99|board:-5.80|sensitive:-5.57|sk:-5.31|rub:-5.10|f:-5.06|Good:-4.98|Come:-4.71
huggyllama/llama-7b|violence_liminal_1|0,base,base,violence_liminal_1,violence_liminal,0,-2.1294106593902686,100,-6.9431915283203125,-0.001662064460106194,ull:-6.94|that:-6.53|con:-6.49|took:-6.29|centre:-6.15|ch:-6.13|ha:-5.54|ark:-5.52|right:-5.29|People:-5.25
huggyllama/llama-7b|violence_liminal_1|1,base,base,violence_liminal_1,violence_liminal,1,-2.030977463085172,101,-10.526725769042969,-0.0008037435472942889,orem:-10.53|days:-8.09|just:-7.25|D:-6.85|j:-6.55|was:-6.34|one:-5.91|European:-5.70|z:-5.27|then:-5.24
huggyllama/llama-7b|violence_liminal_1|2,base,base,violence_liminal_1,violence_liminal,2,-2.0108784741302954,100,-10.577507019042969,-0.0007068996201269329,ouse:-10.58|at:-7.79|trav:-7.29|users:-6.40|Ar:-6.08|indic:-5.78|about:-5.70|T:-5.12|And:-4.99|Pro:-4.71
huggyllama/llama-7b|violence_liminal_1|3,base,base,violence_liminal_1,violence_liminal,3,-2.3081222455054897,99,-10.577507019042969,-0.0004957877099514008,ouse:-10.58|bou:-7.65|kept:-6.48|om:-6.03|different:-5.89|Q:-5.89|publications:-5.70|(:-5.32|Cross:-5.27|Z:-5.20
huggyllama/llama-7b|violence_liminal_1|4,base,base,violence_liminal_1,violence_liminal,4,-1.919466818200017,100,-6.866823196411133,-0.00013672371278516948,—:-6.87|multiple:-6.64|–:-6.34|now:-6.33|ake:-6.16|9:-6.10|Al:-5.24|majority:-5.20|no:-5.16|of:-5.14
huggyllama/llama-7b|violence_liminal_2|0,base,base,violence_liminal_2,violence_liminal,0,-2.096725931123365,100,-17.123546600341797,-0.00040570611599832773,was:-17.12|how:-6.32|hes:-6.24|when:-5.96|.:-5.60|reaching:-5.58|When:-5.10|needed:-4.98|There:-4.86|mov:-4.58
huggyllama/llama-7b|violence_liminal_2|1,base,base,violence_liminal_2,violence_liminal,1,-1.9817150480137207,100,-15.196544647216797,-0.001671347301453352,he:-15.20|repeatedly:-6.66|held:-6.06|children:-6.00|cho:-5.46|got:-5.45|his:-5.39|of:-5.02|ch:-4.91|dri:-4.91
huggyllama/llama-7b|violence_liminal_2|2,base,base,violence_liminal_2,violence_liminal,2,-2.1644358224060274,101,-15.411388397216797,-0.0011942405253648758,t:-15.41|figure:-6.14|cut:-6.12|fro:-5.51|They:-5.40|soul:-5.16|bear:-5.05|with:-4.93|decided:-4.81|ter:-4.78
huggyllama/llama-7b|violence_liminal_2|3,base,base,violence_liminal_2,violence_liminal,3,-2.1849860515500796,101,-14.016857147216797,-0.01537682581692934,s:-14.02|their:-7.03|written:-6.13|If:-5.99|J:-5.94|gl:-5.92|judge:-5.87|faces:-5.84|for:-5.52|ans:-5.12
huggyllama/llama-7b|violence_liminal_2|4,base,base,violence_liminal_2,violence_liminal,4,-2.4532112143031553,100,-14.245372772216797,-0.0005371319712139666,w:-14.25|after:-7.52|Not:-6.58|thought:-6.26|still:-6.08|o:-5.91|now:-5.58|then:-5.50|sp:-5.48|occasionally:-5.45
huggyllama/llama-7b|violence_liminal_3|0,base,base,violence_liminal_3,violence_liminal,0,-1.9945352130290295,101,-13.4212064743042,-0.00010799778101500124,"c:-13.42|several:-6.32|late:-6.21|newly:-6.05|more:-5.55|making:-5.03|which:-5.02|and:-4.79|,:-4.56|basic:-4.56"
huggyllama/llama-7b|violence_liminal_3|1,base,base,violence_liminal_3,violence_liminal,1,-2.408552428018302,100,-16.882144927978516,-0.016283489763736725,burn:-16.88|she:-6.89|nothing:-5.82|that:-5.54|telling:-5.53|same:-5.39|Then:-5.37|way:-5.10|turned:-4.99|phone:-4.86
huggyllama/llama-7b|violence_liminal_3|2,base,base,violence_liminal_3,violence_liminal,2,-2.5015419188514354,100,-13.2805814743042,-0.0010120513616129756,kill:-13.28|in:-6.41|Yet:-6.41|given:-6.20|all:-6.01|No:-5.99|thoughts:-5.64|hit:-5.58|needed:-5.31|here:-5.20
huggyllama/llama-7b|violence_liminal_3|3,base,base,violence_liminal_3,violence_liminal,3,-2.171551683600992,100,-15.6008939743042,-0.0012188870459794998,sp:-15.60|it:-6.42|now:-5.88|Why:-5.75|passion:-5.71|ro:-5.67|ab:-5.45|always:-5.28|where:-5.24|should:-5.03
huggyllama/llama-7b|violence_liminal_3|4,base,base,violence_liminal_3,violence_liminal,4,-2.509734670899052,100,-15.7962064743042,-2.2053474822314456e-05,put:-15.80|speaking:-7.49|Then:-6.12|shoulders:-5.93|while:-5.63|silence:-5.61|d:-5.40|wanted:-5.36|jump:-5.31|pressure:-5.16
huggyllama/llama-7b|violence_liminal_4|0,base,base,violence_liminal_4,violence_liminal,0,-2.0262853994592103,101,-13.408424377441406,-0.0016146968118846416,f:-13.41|uit:-6.55|smart:-6.25|while:-6.09|One:-5.63|gun:-5.10|pal:-4.97|drop:-4.96|notice:-4.67|going:-4.58
huggyllama/llama-7b|violence_liminal_4|1,base,base,violence_liminal_4,violence_liminal,1,-2.541372327251581,101,-13.408424377441406,-0.0010161004029214382,f:-13.41|like:-6.79|vac:-6.25|regiment:-6.03|already:-5.97|a:-5.66|this:-5.55|glad:-5.32|sudden:-5.32|paid:-5.25
huggyllama/llama-7b|violence_liminal_4|2,base,base,violence_liminal_4,violence_liminal,2,-2.072584770975963,102,-15.230690002441406,-0.0020825620740652084,p:-15.23|right:-6.48|w:-6.34|sun:-6.14|moving:-6.11|ard:-5.83|car:-5.62|just:-5.50|it:-5.43|But:-5.33
huggyllama/llama-7b|violence_liminal_4|3,base,base,violence_liminal_4,violence_liminal,3,-2.2688065279000855,101,-14.763893127441406,-0.0012856797548010945,sh:-14.76|on:-6.99|do:-5.62|taking:-5.59|and:-5.53|without:-5.36|officer:-5.33|now:-5.21|tried:-5.02|speech:-4.89
huggyllama/llama-7b|violence_liminal_4|4,base,base,violence_liminal_4,violence_liminal,4,-2.322119052852112,101,-13.408424377441406,-0.0006015875260345638,f:-13.41|spraw:-7.94|y:-6.80|sc:-6.78|re:-6.24|more:-5.83|alone:-5.61|ground:-5.23|sw:-5.16|straight:-5.10
huggyllama/llama-7b|violence_liminal_5|0,base,base,violence_liminal_5,violence_liminal,0,-2.0418692150301334,101,-13.571290969848633,-0.00025662468397058547,"h:-13.57|try:-5.70|stronger:-5.54|weak:-5.42|ble:-5.35|"":-5.30|on:-5.29|body:-5.29|walked:-5.28|pretty:-5.02"
huggyllama/llama-7b|violence_liminal_5|1,base,base,violence_liminal_5,violence_liminal,1,-2.0811036686305306,100,-14.706056594848633,-0.00025293012731708586,"start:-14.71|—:-8.94|,:-7.26|understood:-6.09|
:-6.00|stopped:-5.95|No:-5.89|gave:-5.85|only:-5.53|out:-4.98"
huggyllama/llama-7b|violence_liminal_5|2,base,base,violence_liminal_5,violence_liminal,2,-1.6671967377059627,100,-12.090822219848633,-0.00034231049357913435,s:-12.09|K:-6.69|Yes:-5.26|first:-4.80|years:-4.72|It:-4.68|just:-4.56|but:-4.40|Besides:-4.39|I:-4.24
huggyllama/llama-7b|violence_liminal_5|3,base,base,violence_liminal_5,violence_liminal,3,-2.0119796796843374,102,-14.602540969848633,-0.002514536026865244,p:-14.60|mouth:-6.21|stupid:-5.88|d:-5.67|bath:-5.57|took:-5.56|get:-5.17|st:-5.12|Her:-4.83|ild:-4.52
huggyllama/llama-7b|violence_liminal_5|4,base,base,violence_liminal_5,violence_liminal,4,-2.0093454978386136,101,-13.571290969848633,-0.0003106111544184387,h:-13.57|p:-6.40|where:-6.39|color:-5.84|After:-5.67|covered:-5.61|to:-5.50|get:-5.35|met:-5.16|And:-5.08
huggyllama/llama-7b|violence_explicit_1|0,base,base,violence_explicit_1,violence_explicit,0,-2.707736595178415,38,-11.413544654846191,-0.002167734783142805,"esto:-11.41|over:-6.80|moving:-5.94|E:-5.45|aves:-5.28|the:-5.20|K:-4.79|Police:-4.43|"",:-4.41|saw:-4.22"
huggyllama/llama-7b|violence_explicit_1|1,base,base,violence_explicit_1,violence_explicit,1,-3.5540622692141266,9,-12.319670677185059,-0.032927412539720535,"eno:-12.32|longer:-8.56|the:-2.71|court:-2.53|moved:-1.91|,:-1.88|was:-1.84|.:-0.21|told:-0.03"
huggyllama/llama-7b|violence_explicit_1|2,base,base,violence_explicit_1,violence_explicit,2,-1.2455132829185782,101,-5.752797603607178,-2.634490556374658e-05,R:-5.75|Ty:-5.41|2:-5.00|idge:-4.93|L:-4.82|R:-4.70|Michael:-4.26|given:-4.07|nine:-3.92|R:-3.60
huggyllama/llama-7b|violence_explicit_1|3,base,base,violence_explicit_1,violence_explicit,3,-1.7797281169756154,101,-15.653766632080078,-0.00039748396375216544,fin:-15.65|black:-6.35|an:-5.38|the:-5.31|U:-5.26|did:-5.16|ha:-5.09|North:-5.01|work:-5.00|An:-4.88
huggyllama/llama-7b|violence_explicit_1|4,base,base,violence_explicit_1,violence_explicit,4,-2.432773484308696,99,-19.155109405517578,-0.0005376085755415261,bled:-19.16|(:-8.72|sleep:-7.56|in:-6.72|remembered:-6.40|calm:-5.94|s:-5.67|something:-5.47|sc:-5.46|pleasure:-5.40
