family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,held,0.6549,21,VERB,VERB,5.24,register_shift,0.611713
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,looked,0.6532,21,PRON,VERB,5.11,category_shift,0.613464
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.6256,21,PRON,VERB,3.6,category_shift,0.632873
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,the,0.6252,21,VERB,PRON,7.73,genre_change,0.646773
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,reached,0.6249,21,VERB,VERB,4.85,register_shift,0.263803
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,reached,0.6225,21,VERB,VERB,4.85,register_shift,0.582203
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,she,0.6221,21,VERB,PRON,6.26,genre_change,0.627192
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,looked,0.6166,14,VERB,VERB,5.11,register_shift,0.615885
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,she,0.6165,14,PRON,PRON,6.26,genre_change,0.603128
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.6148,7,VERB,VERB,3.6,register_shift,0.628328
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,felt,0.6123,21,VERB,VERB,5.13,register_shift,0.623677
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,reached,0.6099,21,VERB,VERB,4.85,register_shift,0.590176
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.6092,14,VERB,VERB,3.6,register_shift,0.601059
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,reached,0.6027,21,PRON,VERB,4.85,category_shift,0.634506
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,felt,0.6013,14,PRON,VERB,5.13,category_shift,0.558122
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.5977,14,PRON,VERB,2.83,archaic,0.617342
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,looked,0.5975,7,VERB,VERB,5.11,register_shift,0.576145
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,the,0.5975,14,VERB,PRON,7.73,genre_change,0.584181
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,looked,0.5941,14,VERB,VERB,5.11,register_shift,0.576145
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,looked,0.5932,14,VERB,VERB,5.11,register_shift,0.619489
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,gazed,0.5932,14,VERB,VERB,2.83,archaic,0.628619
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,looked,0.5902,7,VERB,VERB,5.11,register_shift,0.615885
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,held,0.5841,14,VERB,VERB,5.24,register_shift,0.252433
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,held,0.5835,7,VERB,VERB,5.24,register_shift,0.216621
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,felt,0.5823,14,VERB,VERB,5.13,register_shift,0.271463
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,she,0.5821,21,VERB,PRON,6.26,genre_change,0.61615
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,held,0.5806,21,VERB,VERB,5.24,register_shift,0.635885
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,stared,0.5797,14,VERB,VERB,3.6,register_shift,0.637176
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,held,0.5795,14,VERB,VERB,5.24,register_shift,0.216621
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,she,0.5776,21,VERB,PRON,6.26,genre_change,0.636489
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.576,14,VERB,VERB,2.83,archaic,0.592695
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,stared,0.5755,14,VERB,VERB,3.6,register_shift,0.62775
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,held,0.5719,7,VERB,VERB,5.24,register_shift,0.252433
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,held,0.566,14,PRON,VERB,5.24,category_shift,0.618478
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,looked,0.5645,7,VERB,VERB,5.11,register_shift,0.619489
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,looked,0.5643,14,PRON,VERB,5.11,category_shift,0.613464
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,the,0.564,21,VERB,PRON,7.73,genre_change,0.664156
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,held,0.5625,7,VERB,VERB,5.24,register_shift,0.611713
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.5576,7,VERB,VERB,3.6,register_shift,0.601059
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,reached,0.5525,21,VERB,VERB,4.85,register_shift,0.561223
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,gazed,0.5515,14,VERB,VERB,2.83,archaic,0.630423
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,felt,0.5486,7,VERB,VERB,5.13,register_shift,0.271463
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,she,0.5443,7,PRON,PRON,6.26,genre_change,0.603128
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.5427,7,VERB,VERB,2.83,archaic,0.619866
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,felt,0.5345,14,VERB,VERB,5.13,register_shift,0.581712
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,she,0.5337,14,VERB,PRON,6.26,genre_change,0.627192
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,the,0.5325,14,VERB,PRON,7.73,genre_change,0.619768
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,felt,0.5312,14,VERB,VERB,5.13,register_shift,0.623677
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,the,0.5255,7,VERB,PRON,7.73,genre_change,0.584181
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,reached,0.5216,14,VERB,VERB,4.85,register_shift,0.590176
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,reached,0.5211,14,VERB,VERB,4.85,register_shift,0.582203
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,she,0.5207,21,VERB,PRON,6.26,genre_change,0.638312
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,reached,0.5198,7,VERB,VERB,4.85,register_shift,0.590176
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,felt,0.5196,7,VERB,VERB,5.13,register_shift,0.581712
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,held,0.5144,7,PRON,VERB,5.24,category_shift,0.618478
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,held,0.5126,14,VERB,VERB,5.24,register_shift,0.611713
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.5098,14,PRON,VERB,3.6,category_shift,0.632873
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,stared,0.5047,7,VERB,VERB,3.6,register_shift,0.637176
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,looked,0.5017,7,PRON,VERB,5.11,category_shift,0.613464
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,stared,0.4917,7,VERB,VERB,3.6,register_shift,0.62775
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,reached,0.4899,14,VERB,VERB,4.85,register_shift,0.263803
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,reached,0.4876,7,VERB,VERB,4.85,register_shift,0.582203
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,reached,0.4842,14,PRON,VERB,4.85,category_shift,0.634506
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,felt,0.4766,7,VERB,VERB,5.13,register_shift,0.623677
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,held,0.4745,14,VERB,VERB,5.24,register_shift,0.635885
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,reached,0.4712,7,VERB,VERB,4.85,register_shift,0.263803
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,held,0.4665,7,VERB,VERB,5.24,register_shift,0.635885
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,the,0.4652,14,VERB,PRON,7.73,genre_change,0.646773
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,she,0.4618,14,VERB,PRON,6.26,genre_change,0.636489
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,the,0.4585,7,VERB,PRON,7.73,genre_change,0.619768
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.4581,7,VERB,VERB,2.83,archaic,0.592695
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,felt,0.4537,7,PRON,VERB,5.13,category_shift,0.558122
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,gazed,0.4534,7,VERB,VERB,2.83,archaic,0.628619
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,gazed,0.4528,7,VERB,VERB,2.83,archaic,0.630423
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,reached,0.4487,7,PRON,VERB,4.85,category_shift,0.634506
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.4438,7,PRON,VERB,2.83,archaic,0.617342
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,the,0.4391,7,VERB,PRON,7.73,genre_change,0.646773
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,reached,0.4273,14,VERB,VERB,4.85,register_shift,0.561223
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,she,0.4205,14,VERB,PRON,6.26,genre_change,0.61615
qwen,sexual_liminal_1,He lay naked in his bed and,repression,heard,she,0.4172,7,VERB,PRON,6.26,genre_change,0.627192
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,the,0.4167,14,VERB,PRON,7.73,genre_change,0.664156
qwen,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.4046,7,PRON,VERB,3.6,category_shift,0.632873
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,reached,0.3851,7,VERB,VERB,4.85,register_shift,0.561223
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,she,0.3647,14,VERB,PRON,6.26,genre_change,0.638312
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,the,0.3616,7,VERB,PRON,7.73,genre_change,0.664156
qwen,sexual_liminal_1,He lay naked in his bed and,repression,watched,she,0.3541,7,VERB,PRON,6.26,genre_change,0.636489
qwen,sexual_liminal_1,He lay naked in his bed and,repression,waited,she,0.3221,7,VERB,PRON,6.26,genre_change,0.61615
qwen,sexual_liminal_1,He lay naked in his bed and,repression,listened,she,0.2796,7,VERB,PRON,6.26,genre_change,0.638312
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,chill,0.8942,21,NOUN,NOUN,4.18,register_shift,0.18488
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,jolt,0.8811,21,NOUN,NOUN,3.02,register_shift,0.041596
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,chill,0.8722,21,NOUN,NOUN,4.18,register_shift,0.133626
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,warmth,0.8639,21,NOUN,NOUN,3.8,register_shift,0.059304
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,jolt,0.8585,21,NOUN,NOUN,3.02,register_shift,0.017314
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,chill,0.8583,21,NOUN,NOUN,4.18,register_shift,0.105645
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,surge,0.8519,21,NOUN,NOUN,3.82,register_shift,0.144678
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,pang,0.85,21,NOUN,NOUN,3.11,register_shift,0.053116
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,stab,0.8396,21,NOUN,NOUN,3.78,register_shift,0.117725
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,jolt,0.8379,21,NOUN,NOUN,3.02,register_shift,0.255038
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,surge,0.8321,21,NOUN,NOUN,3.82,register_shift,0.274268
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,pang,0.8266,21,NOUN,NOUN,3.11,register_shift,0.430284
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,pang,0.8238,21,NOUN,NOUN,3.11,register_shift,0.141745
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,chill,0.8225,21,NOUN,NOUN,4.18,register_shift,0.148801
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,stab,0.8162,21,NOUN,NOUN,3.78,register_shift,0.2389
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,chill,0.8142,14,NOUN,NOUN,4.18,register_shift,0.133626
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,spasm,0.8124,21,NOUN,NOUN,2.83,archaic,0.061433
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,warmth,0.8118,21,NOUN,NOUN,3.8,register_shift,0.32158
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,chill,0.8058,21,NOUN,NOUN,4.18,register_shift,0.18492
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,jolt,0.8006,14,NOUN,NOUN,3.02,register_shift,0.041596
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,spasm,0.7975,21,NOUN,NOUN,2.83,archaic,0.156418
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,pang,0.7969,21,NOUN,NOUN,3.11,register_shift,0.367853
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,chill,0.7922,21,NOUN,NOUN,4.18,register_shift,0.181293
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,surge,0.7921,21,NOUN,NOUN,3.82,register_shift,0.01316
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,chill,0.7879,14,NOUN,NOUN,4.18,register_shift,0.18488
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,warmth,0.7816,21,NOUN,NOUN,3.8,register_shift,0.242029
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,jolt,0.7793,14,NOUN,NOUN,3.02,register_shift,0.017314
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,warmth,0.779,21,NOUN,NOUN,3.8,register_shift,0.160257
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,stab,0.7785,21,NOUN,NOUN,3.78,register_shift,0.473116
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,surge,0.7769,14,NOUN,NOUN,3.82,register_shift,0.144678
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,spasm,0.7763,21,NOUN,NOUN,2.83,archaic,0.382601
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,urge,0.7749,21,NOUN,NOUN,4.11,register_shift,0.664107
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,jolt,0.7749,21,NOUN,NOUN,3.02,register_shift,0.638957
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,pang,0.7687,14,NOUN,NOUN,3.11,register_shift,0.053116
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,jolt,0.7676,21,NOUN,NOUN,3.02,register_shift,0.315457
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,surge,0.7674,21,NOUN,NOUN,3.82,register_shift,0.519644
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,jolt,0.7673,21,NOUN,NOUN,3.02,register_shift,0.310111
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,urge,0.767,21,NOUN,NOUN,4.11,register_shift,0.618337
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,stab,0.7659,21,NOUN,NOUN,3.78,register_shift,0.552931
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,warmth,0.7639,21,NOUN,NOUN,3.8,register_shift,0.191091
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,pang,0.762,21,NOUN,NOUN,3.11,register_shift,0.28864
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,pang,0.761,21,NOUN,NOUN,3.11,register_shift,0.06769
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,warmth,0.757,21,NOUN,NOUN,3.8,register_shift,0.187769
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,warmth,0.7554,14,NOUN,NOUN,3.8,register_shift,0.059304
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,stab,0.7546,14,NOUN,NOUN,3.78,register_shift,0.117725
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,urge,0.7523,21,NOUN,NOUN,4.11,register_shift,0.595253
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,jolt,0.748,21,NOUN,NOUN,3.02,register_shift,0.18297
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,spasm,0.7473,21,NOUN,NOUN,2.83,archaic,0.447701
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,spasm,0.7435,21,NOUN,NOUN,2.83,archaic,0.442474
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,spasm,0.7419,21,NOUN,NOUN,2.83,archaic,0.057337
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,urge,0.7374,21,NOUN,NOUN,4.11,register_shift,0.610064
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,pang,0.7361,21,NOUN,NOUN,3.11,register_shift,0.432761
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,spasm,0.7322,21,NOUN,NOUN,2.83,archaic,0.31494
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,sharp,0.73,21,NOUN,ADJ,4.48,category_shift,0.62668
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,sharp,0.7273,21,NOUN,ADJ,4.48,category_shift,0.608965
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,pang,0.7271,14,NOUN,NOUN,3.11,register_shift,0.430284
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,spasm,0.7271,21,NOUN,NOUN,2.83,archaic,0.649448
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,stab,0.727,21,NOUN,NOUN,3.78,register_shift,0.02506
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,chill,0.7264,14,NOUN,NOUN,4.18,register_shift,0.105645
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,surge,0.724,21,NOUN,NOUN,3.82,register_shift,0.444685
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,spasm,0.7216,14,NOUN,NOUN,2.83,archaic,0.061433
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,jolt,0.7209,14,NOUN,NOUN,3.02,register_shift,0.255038
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,surge,0.7141,21,NOUN,NOUN,3.82,register_shift,0.607385
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,sharp,0.7139,21,NOUN,ADJ,4.48,category_shift,0.571415
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,stab,0.7124,21,NOUN,NOUN,3.78,register_shift,0.54988
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,sharp,0.7113,21,NOUN,ADJ,4.48,category_shift,0.511026
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,chill,0.7104,21,NOUN,NOUN,4.18,register_shift,0.609434
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,sharp,0.7094,21,NOUN,ADJ,4.48,category_shift,0.636125
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,jolt,0.7092,21,NOUN,NOUN,3.02,register_shift,0.178278
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,stab,0.709,21,NOUN,NOUN,3.78,register_shift,0.407952
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,surge,0.7085,14,NOUN,NOUN,3.82,register_shift,0.274268
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,sharp,0.7067,21,NOUN,ADJ,4.48,category_shift,0.621294
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,urge,0.7038,21,NOUN,NOUN,4.11,register_shift,0.614507
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,surge,0.7024,21,NOUN,NOUN,3.82,register_shift,0.595976
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,urge,0.7021,14,NOUN,NOUN,4.11,register_shift,0.664107
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,surge,0.7006,14,NOUN,NOUN,3.82,register_shift,0.01316
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,urge,0.6976,14,NOUN,NOUN,4.11,register_shift,0.618337
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,urge,0.6949,21,NOUN,NOUN,4.11,register_shift,0.60926
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,chill,0.6915,7,NOUN,NOUN,4.18,register_shift,0.133626
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,surge,0.6905,21,NOUN,NOUN,3.82,register_shift,0.661854
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,stab,0.6893,14,NOUN,NOUN,3.78,register_shift,0.2389
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,chill,0.6884,21,NOUN,NOUN,4.18,register_shift,0.56028
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,shock,pang,0.686,14,NOUN,NOUN,3.11,register_shift,0.141745
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,chill,0.6853,14,NOUN,NOUN,4.18,register_shift,0.148801
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,stab,0.6849,21,NOUN,NOUN,3.78,register_shift,0.659829
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,tingling,chill,0.6825,14,NOUN,NOUN,4.18,register_shift,0.18492
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,thrill,warmth,0.6805,14,NOUN,NOUN,3.8,register_shift,0.32158
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,sense,warmth,0.6786,21,NOUN,NOUN,3.8,register_shift,0.620996
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,pain,stab,0.6769,14,NOUN,NOUN,3.78,register_shift,0.552931
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,fear,urge,0.6768,14,NOUN,NOUN,4.11,register_shift,0.595253
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,coldness,warmth,0.6764,7,NOUN,NOUN,3.8,register_shift,0.059304
qwen,sexual_liminal_2,She touched his arm and he felt a sudden,repression,electric,warmth,0.6763,21,NOUN,NOUN,3.8,register_shift,0.612684
