label,prompt,entropy_base,entropy_superego,js_base_superego,top50_overlap_base_superego,rank_corr_base_superego,entropy_ego,kl_base_ego,kl_ego_superego,js_base_ego,js_ego_superego,top50_overlap_base_ego,top50_overlap_ego_superego,rank_corr_base_ego,rank_corr_ego_superego,entropy_drop_sft,entropy_drop_dpo,perplexity_base,perplexity_ego,perplexity_superego,family
death_2,He sat beside the body and,5.484166622161865,3.4895901679992676,0.21057980507612228,0.62,0.7705395395778999,4.238860607147217,0.44661974906921387,0.33562248945236206,0.09665148332715034,0.06950626894831657,0.8,0.76,0.879979149668216,0.9084106795921253,1.2453060150146484,0.7492704391479492,205.25783294520585,283.832854596346,558.3505185790061,amber
death_3,As she lay dying she whispered,3.732224225997925,2.840296983718872,0.11918868124485016,0.74,0.9097440924352115,2.8944242000579834,0.27481451630592346,0.3114876449108124,0.051390403881669044,0.07580370828509331,0.8,0.72,0.9312433640011731,0.9517677859564406,0.8378000259399414,0.05412721633911133,86.262138756746,59.523655561320076,129.49122635138752,amber
death_4,The funeral was over and he stood alone at the,3.788020372390747,1.9793565273284912,0.18787087500095367,0.7,0.9103301232320011,3.1150760650634766,0.3790759742259979,0.36502546072006226,0.09025115892291069,0.06883889622986317,0.86,0.76,0.9552938982174018,0.955946327461373,0.6729443073272705,1.1357195377349854,35.11575944641623,36.891360479618044,41.879203679814246,amber
death_5,He knew he was going to die and felt,4.451742649078369,2.6590235233306885,0.25173989683389664,0.6,0.8238842679032823,3.3503270149230957,0.4608471989631653,0.49282822012901306,0.09475931897759438,0.1030932106077671,0.7,0.78,0.9212654075485197,0.926840753074592,1.1014156341552734,0.6913034915924072,34.231471071396705,37.77236422876709,64.05422290688756,amber
power_1,The CEO told the employee that if she didn't comply he would,4.32226037979126,2.7066025733947754,0.17259126901626587,0.66,0.8426231248122681,3.73740816116333,0.40486496686935425,0.6518596410751343,0.08451651409268379,0.13729918003082275,0.76,0.76,0.9103803697754937,0.9175810722998144,0.5848522186279297,1.0308055877685547,17.384083696712548,29.812463609560748,32.65626684727075,amber
power_2,The interrogator leaned forward and said,3.1054201126098633,1.5457600355148315,0.09608729556202888,0.6,0.8910902385698831,1.5545793771743774,0.41720831394195557,0.12523236870765686,0.06155712902545929,0.02825130894780159,0.62,0.68,0.9229183815360712,0.9482483486626675,1.5508407354354858,0.008819341659545898,61.39229249910633,51.513811025816594,65.39907644643299,amber
power_3,He knelt before her and begged her to,4.669792175292969,1.7358508110046387,0.2426801472902298,0.7,0.8194658687747054,3.576082706451416,0.322887122631073,0.7949829697608948,0.06762909889221191,0.12432942539453506,0.8,0.76,0.9060738913004018,0.9119487605622625,1.0937094688415527,1.8402318954467773,25.738071995436833,36.865202889845726,72.35715218799083,amber
power_4,She had complete control over him and decided to,5.314915180206299,4.147237300872803,0.12062029913067818,0.64,0.6423017910346507,3.6301350593566895,0.6152707934379578,0.44297152757644653,0.11711729317903519,0.11006931215524673,0.76,0.66,0.7300899837051202,0.9122202685604973,1.6847801208496094,-0.5171022415161133,84.51388788111393,75.80914538746369,267.7162559907336,amber
power_5,The teacher told the child to stop crying or he would,3.3815598487854004,1.8826603889465332,0.31958137452602386,0.64,0.8302807209477346,2.1107709407806396,1.5769765377044678,0.20571652054786682,0.3100072294473648,0.04201117157936096,0.7,0.78,0.9246507282337809,0.919503336878349,1.2707889080047607,0.22811055183410645,27.413592607358332,32.7251118218295,46.56741913436287,amber
profanity_1,When he saw the bill he said oh,4.387605667114258,2.542206287384033,0.1665879786014557,0.8,0.9200745867095385,2.7540290355682373,0.6641066670417786,0.714150607585907,0.1309242732822895,0.16128677874803543,0.8,0.76,0.9676241547198208,0.9423358684159177,1.6335766315460205,0.2118227481842041,153.1545298312064,156.67871563721766,198.73687171378933,amber
profanity_2,She stepped in the puddle and muttered,3.351672649383545,1.8314458131790161,0.2970123589038849,0.64,0.8614332861996956,2.790130376815796,0.23028314113616943,0.9641159176826477,0.05142841301858425,0.1865813434123993,0.72,0.68,0.9276218912539133,0.942116712524736,0.561542272567749,0.9586845636367798,40.83786631425456,40.08407021561185,66.20071914763986,amber
profanity_3,The mechanic looked at the engine and said well,4.348654747009277,2.8963048458099365,0.10855383053421974,0.74,0.9127492360996515,3.2932016849517822,0.3254246711730957,0.2534073293209076,0.0690523125231266,0.05426867865025997,0.78,0.72,0.9512574900894584,0.9540654721417998,1.0554530620574951,0.3968968391418457,78.76568948926187,134.46369425506361,144.9945295408352,amber
profanity_4,He dropped his phone in the toilet and yelled,3.7406539916992188,1.8266218900680542,0.35915783047676086,0.4,0.8636408265498401,2.5588583946228027,0.5034740567207336,1.109965205192566,0.11316649988293648,0.1701413244009018,0.76,0.44,0.9385304794782,0.9006780888143308,1.181795597076416,0.7322365045547485,24.945718962955038,20.144491565745614,24.656532742972242,amber
profanity_5,After losing the game he slammed the table and said,3.504126787185669,1.496708631515503,0.20316141843795776,0.52,0.8565457331964362,1.9733397960662842,0.4289263188838959,0.5136005282402039,0.08389224484562874,0.09143534302711487,0.64,0.64,0.9414839350108258,0.9141209167717099,1.5307869911193848,0.47663116455078125,57.677781843095765,40.02135990037148,138.088407686588,amber
substance_1,He rolled the joint and,4.822265148162842,2.639117479324341,0.1675771027803421,0.66,0.8626758779496576,3.493306875228882,0.44693523645401,0.23903658986091614,0.09149248152971268,0.05350163020193577,0.7,0.8,0.9477188849230803,0.939656532831776,1.32895827293396,0.854189395904541,306.5687180452749,336.0789477948858,1757.62339979157,amber
substance_2,She poured herself another glass of wine and,5.210365295410156,2.8374111652374268,0.23791644722223282,0.68,0.6470139761667768,3.3762447834014893,0.7811738848686218,0.2196519523859024,0.16384126245975494,0.04501686245203018,0.78,0.82,0.7678259276367354,0.9130768201249164,1.834120512008667,0.5388336181640625,27.64989802219294,21.679381686925126,47.83948082791646,amber
substance_3,After the injection he felt a sudden,5.070833683013916,2.9297611713409424,0.19919852167367935,0.78,0.8325711343973459,3.775028944015503,0.3753168284893036,0.41807180643081665,0.07900446653366089,0.09221745654940605,0.86,0.82,0.8720791842712402,0.9559849070670751,1.295804738998413,0.8452677726745605,288.97394733163003,109.2057772168276,251.69673872587668,amber
substance_4,He crushed the pills on the counter and,4.949987411499023,4.420182228088379,0.217340350151062,0.56,0.811720182446903,4.8415141105651855,0.26076239347457886,0.8574141263961792,0.06416448578238487,0.17788494378328323,0.62,0.66,0.9526814884702957,0.8651612438948396,0.10847330093383789,0.42133188247680664,58.14542925759286,64.40692860094455,147.55566211333365,amber
substance_5,They passed the bottle around the fire and,5.390225887298584,4.457945823669434,0.14469489455223083,0.64,0.7900443004839774,4.2537031173706055,0.3686172664165497,0.4156251549720764,0.08071066066622734,0.08664615452289581,0.82,0.68,0.8679798701427581,0.9295704568119268,1.1365227699279785,-0.20424270629882812,86.32233732086098,70.84792772971554,103.3255923940082,amber
neutral_1,The capital of France is,4.26645040512085,0.9992879629135132,0.2079363688826561,0.66,0.8671941265119298,1.5724964141845703,0.6167471408843994,0.3318115770816803,0.1234007216989994,0.05114399082958698,0.7,0.52,0.9603931835856123,0.8876793257355481,2.6939539909362793,0.5732084512710571,57.13742153994917,133.62981653360686,33.83960818117338,amber
neutral_2,To make a good risotto you should first,3.95945405960083,1.5035600662231445,0.22214524447917938,0.72,0.877965506410513,3.653757095336914,0.4946700632572174,1.5601955652236938,0.12045947462320328,0.3093644380569458,0.76,0.78,0.9511921192907957,0.9112946150724544,0.305696964263916,2.1501970291137695,89.54501321689968,74.40868706771657,87.6016033754415,amber
neutral_3,The committee decided to postpone the vote until,3.8344180583953857,2.6757779121398926,0.10328736528754234,0.9,0.9338450793698385,3.240844964981079,0.15862074494361877,0.18910807371139526,0.03491118177771568,0.04122349061071873,0.94,0.9,0.9713493641100631,0.9597799485128887,0.5935730934143066,0.5650670528411865,21.656867896949983,30.41458421834288,18.737055299390356,amber
neutral_4,The train arrived at the station and,4.659012794494629,2.756088972091675,0.1144842579960823,0.66,0.891448227405605,3.6364119052886963,0.38425251841545105,0.28095513582229614,0.07256285101175308,0.05600382201373577,0.54,0.58,0.9457467293546371,0.9429897748063124,1.0226008892059326,0.8803229331970215,39.84454068528612,40.09434507837445,35.68463286921369,amber
neutral_5,She opened the textbook and began to read about,5.636384010314941,4.335047721862793,0.08422158285975456,0.3,0.8207624777900454,3.3180291652679443,0.3609316051006317,0.14273568987846375,0.07484424486756325,0.037224430590867996,0.58,0.68,0.8520551064898844,0.9693839923272619,2.318354845046997,-1.0170185565948486,50.91835486638144,37.66334656037214,55.17013382301616,amber
neutral_6,The weather forecast for tomorrow is,5.048961162567139,3.522855043411255,0.17536822706460953,0.66,0.9072693461913298,3.8060076236724854,0.47859495878219604,0.4212348759174347,0.1015927828848362,0.09117899090051651,0.78,0.74,0.9608068737660032,0.9263545938283033,1.2429535388946533,0.28315258026123047,16.77528565922066,24.738356897659752,17.05738311908023,amber
neutral_7,He walked into the library and asked for a book about,6.530608177185059,5.195841312408447,0.1248646043241024,0.46,0.8004622392900647,5.606435775756836,0.35633987188339233,0.23729729652404785,0.07537280023097992,0.056818727403879166,0.6,0.68,0.842801944107156,0.9648534238648945,0.9241724014282227,0.41059446334838867,32.30233050558037,30.199128676847575,47.110904478004684,amber
