family,layer,mode,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,19,.,0.5055997371673584,1.5072104930877686,4,.,0.5055997371673584,".|in|to|against|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,20,<|eot_id|>,0.23925432562828064,2.3338727951049805,10,<|eot_id|>,0.23925432562828064,<|eot_id|>|The|Her|But|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,21,<|start_header_id|>,0.9998337030410767,0.0016177463112398982,1,<|start_header_id|>,0.9998337030410767,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|eom_id|>|<|end_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,22,assistant,1.0,3.755753930079209e-09,1,assistant,1.0,assistant|assistant|Assistant|<|start_header_id|>|Assistant
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,23,<|end_header_id|>,0.9998968839645386,0.0011575367534533143,1,<|end_header_id|>,0.9998968839645386,<|end_header_id|>||<|eot_id|>|→|ा
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,24,,1.0,5.986078122077743e-07,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,25,...,0.5835922360420227,1.5604724884033203,4,...,0.5835922360420227,...|It|That|Or|She
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,26,st,0.16896630823612213,3.3210935592651367,27,storm,0.21359340846538544,storm|st|throw|but|or
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,27,omp,0.9882936477661133,0.07137025892734528,1,omp,0.9882936477661133,omp|om|are|ern|ew
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,28,her,0.9333159327507019,0.3220241665840149,1,her,0.9333159327507019,her|out|off|into|on
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,29,feet,0.7511516213417053,0.5712976455688477,1,feet,0.7511516213417053,feet|foot|way|heel|shoes
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,30,so,0.12263026088476181,1.5417873859405518,4,and,0.5082882642745972,"and|,|so|in|on"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,31,hard,0.9273402094841003,0.28866010904312134,1,hard,0.9273402094841003,hard|loudly|loud|fiercely|forcefully
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,32,they,0.31793132424354553,1.275542140007019,3,the,0.3229379951953888,the|that|they|on|she
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,33,'d,0.50064617395401,1.9295356273651123,6,'d,0.50064617395401,'d|would|made|left|hurt
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,34,leave,0.17675185203552246,2.999509811401367,20,leave,0.17675185203552246,leave|shake|break|crack|make
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,35,an,0.4957527220249176,1.8714287281036377,6,an,0.4957527220249176,an|im|impressions|a|holes
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,36,impression,0.5873157382011414,1.0322786569595337,2,impression,0.5873157382011414,impression|imprint|indentation|indent|ind
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,37,in,0.7102736234664917,0.7146921157836914,2,in,0.7102736234664917,"in|on|,|of|."
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,38,the,0.9996328353881836,0.003711419180035591,1,the,0.9996328353881836,the|concrete|stone|cement|her
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,39,ground,0.16340693831443787,0.500222384929657,1,floor,0.8298489451408386,floor|ground|pavement|carpet|earth
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,40,",",0.772284984588623,0.7855441570281982,2,",",0.772284984588623,",|.|or|and|below"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,41,pound,0.0030304130632430315,1.6545436382293701,5,or,0.6911704540252686,or|but|and|slam|throw
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,42,her,0.8993144035339355,0.3928230106830597,1,her,0.8993144035339355,her|on|the|a|fists
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,43,fists,0.8111606240272522,0.5005545616149902,1,fists,0.8111606240272522,fists|fist|pillow|clen|chest
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,44,on,0.7587070465087891,0.866557240486145,2,on,0.7587070465087891,on|against|so|until|into
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,45,the,0.8267593383789062,0.601636528968811,1,the,0.8267593383789062,the|a|something|her|whatever
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,46,nearest,0.351497083902359,1.4971723556518555,4,table,0.4174130856990814,table|nearest|wall|desk|counter
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,47,solid,0.08242891728878021,1.1333177089691162,3,surface,0.7232908010482788,surface|solid|available|table|hard
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,48,object,0.8060082793235779,0.5069603323936462,1,object,0.8060082793235779,object|surface|thing|wall|objects
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,0,49,until,0.07364564388990402,0.8084600567817688,2,",",0.8042337894439697,",|until|she|in|and"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,0,...,0.3676516115665436,2.965883255004883,19,...,0.3676516115665436,...|It|destroy|throw|cut
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,1,rip,0.2659739851951599,3.619966506958008,37,rip,0.2659739851951599,rip|throw|sh|pull|s
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,2,her,0.921185314655304,0.4654983878135681,1,her,0.921185314655304,her|the|out|his|everything
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,3,hair,0.9603556990623474,0.2842974066734314,1,hair,0.9603556990623474,hair|clothes|shirt|head|enemies
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,4,out,0.9931348562240601,0.05024426057934761,1,out,0.9931348562240601,"out|off|from|,|right"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,5,.,0.32009413838386536,1.5478137731552124,4,",",0.3983635902404785,",|.|or|in|by"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,6,<|eot_id|>,0.9029111266136169,0.5630611181259155,1,<|eot_id|>,0.9029111266136169,<|eot_id|>|She|||Or
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,7,<|start_header_id|>,0.9999681711196899,0.000363632250810042,1,<|start_header_id|>,0.9999681711196899,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|eom_id|>|<|end_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,8,assistant,1.0,4.2375592101961956e-07,1,assistant,1.0,assistant|<|start_header_id|>|Assistant|assistant|Assistant
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,9,<|end_header_id|>,0.9999881982803345,0.0001562445831950754,1,<|end_header_id|>,0.9999881982803345,<|end_header_id|>||<|eot_id|>|→|ा
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,10,,1.0,1.3486499028658727e-07,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,11,...,0.6853963732719421,1.2512667179107666,3,...,0.6853963732719421,...|That|It|Or|She
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,12,kick,0.0077546690590679646,3.1590492725372314,23,s,0.18935199081897736,s|sh|st|throw|pull
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,13,something,0.6539286971092224,1.1528311967849731,3,something,0.6539286971092224,something|over|the|a|her
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,14,.,0.5499714016914368,1.714393138885498,5,.,0.5499714016914368,".|or|over|,|("
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,15,<|eot_id|>,0.8870159387588501,0.651068925857544,1,<|eot_id|>,0.8870159387588501,<|eot_id|>|||Or|She
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,16,<|start_header_id|>,0.9999918937683105,0.00010538237984292209,1,<|start_header_id|>,0.9999918937683105,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|end_header_id|>|<|eom_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,17,assistant,1.0,4.8324867663041005e-08,1,assistant,1.0,assistant|assistant|Assistant|Assistant|<|start_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,18,<|end_header_id|>,0.9999980926513672,2.8526183086796664e-05,1,<|end_header_id|>,0.9999980926513672,<|end_header_id|>||<|eot_id|>|ा|<|start_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,19,,1.0,1.0780207304605938e-07,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,20,...,0.9979633092880249,0.022304711863398552,1,...,0.9979633092880249,...|It|...(|She|Or
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,21,s,0.38015925884246826,2.2840182781219482,9,s,0.38015925884246826,s|sh|throw|y|st
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,22,cream,0.999036431312561,0.009238052181899548,1,cream,0.999036431312561,cream|cre|weep|peak|uddenly
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,23,at,0.9083208441734314,0.5444285869598389,1,at,0.9083208441734314,at|loudly|her|loud|until
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,24,the,0.9993389248847961,0.005859010852873325,1,the,0.9993389248847961,the|someone|everyone|him|anyone
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,25,top,0.999832272529602,0.002052698750048876,1,top,0.999832272529602,top|person|world|sky|-top
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,26,of,0.9999964237213135,4.95961430715397e-05,1,of,0.9999964237213135,of|her|.of|off|of
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,27,her,0.9999852180480957,0.00019815503037534654,1,her,0.9999852180480957,her|their|my|lungs|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,28,lungs,0.9999017715454102,0.0010270122438669205,1,lungs,0.9999017715454102,lungs|voice|lung|head|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,29,.,0.9800788760185242,0.1378594934940338,1,.,0.9800788760185242,".|and|,|until|."
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,30,<|eot_id|>,0.9821933507919312,0.10025586932897568,1,<|eot_id|>,0.9821933507919312,<|eot_id|>||Or|Can|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,31,<|start_header_id|>,0.9999992847442627,1.1883366823894903e-05,1,<|start_header_id|>,0.9999992847442627,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|end_header_id|>|<|eom_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,32,assistant,1.0,2.1300534669421722e-09,1,assistant,1.0,assistant|assistant|Assistant|Assistant|<|start_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,33,<|end_header_id|>,0.9999902248382568,0.00012499715376179665,1,<|end_header_id|>,0.9999902248382568,<|end_header_id|>||ा|<|eot_id|>|<|start_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,34,,1.0,8.25865242859436e-08,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,35,...,0.9989128112792969,0.013002125546336174,1,...,0.9989128112792969,...|..|...(|It|She
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,36,express,0.0001885750243673101,3.2819390296936035,26,sh,0.15129636228084564,sh|storm|throw|st|write
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,37,her,0.7717563509941101,1.0667059421539307,2,her,0.7717563509941101,her|herself|it|all|to
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,38,frustration,0.49681076407432556,1.5166056156158447,4,frustration,0.49681076407432556,frustration|anger|feelings|frustrations|emotions
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,39,in,0.43005234003067017,1.9227616786956787,6,in,0.43005234003067017,in|to|through|by|with
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,40,some,0.10393645614385605,1.0402071475982666,2,a,0.7679923176765442,a|some|any|writing|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,41,other,0.300642192363739,1.2327766418457031,3,way,0.5616735816001892,way|other|creative|physical|form
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,42,way,0.48281964659690857,1.6176362037658691,5,way,0.48281964659690857,"way|creative|intense|physical|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,43,",",0.3814917504787445,1.3688629865646362,3,.,0.47477415204048157,".|,|that|to|-"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,44,but,0.40691491961479187,1.7303653955459595,5,but,0.40691491961479187,but|like|such|perhaps|maybe
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,45,words,0.09640290588140488,3.728313446044922,41,she,0.13809078931808472,she|words|her|was|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,46,just,0.104219451546669,2.427204132080078,11,were,0.2745816707611084,were|kept|failed|just|seemed
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,47,wouldn,0.3331816792488098,1.7866945266723633,5,wouldn,0.3331816792488098,wouldn|weren|got|seemed|didn
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,48,'t,0.999762237071991,0.0024029179476201534,1,'t,0.999762237071991,'t|’t|'|''|;t
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,1,49,come,0.8805299401283264,0.5487876534461975,1,come,0.8805299401283264,come|seem|form|do|quite
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,0,...,0.3676516115665436,2.965883255004883,19,...,0.3676516115665436,...|It|destroy|throw|cut
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,1,either,0.0015328804729506373,3.619966506958008,37,rip,0.2659739851951599,rip|throw|sh|pull|s
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,2,scream,0.7538055181503296,1.4870805740356445,4,scream,0.7538055181503296,scream|throw|smash|rip|explode
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,3,loudly,0.0229702889919281,1.8549866676330566,6,at,0.33231276273727417,"at|,|or|and|her"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,4,",",0.5224943161010742,1.3090845346450806,3,",",0.5224943161010742,",|or|and|until|at"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,5,rip,0.11176414042711258,3.1659438610076904,23,throw,0.2257697731256485,throw|rip|slam|smash|st
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,6,something,0.3160441517829895,1.1076135635375977,3,her,0.5904481410980225,her|something|up|apart|out
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,7,to,0.3505542576313019,1.0291091203689575,2,apart,0.5429490208625793,"apart|to|in|,|up"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,8,sh,0.7274807095527649,0.5911110639572144,1,sh,0.7274807095527649,sh|pieces|bits|shred|rib
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,9,reds,0.9999945163726807,7.316212577279657e-05,1,reds,0.9999945163726807,reds|reads|atters|avings|red
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,10,",",0.9973856806755066,0.020025108009576797,1,",",0.9973856806755066,",|or|with|(|in"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,11,or,0.9830016493797302,0.1494392603635788,1,or,0.9830016493797302,or|throw|slam||walk
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,12,smash,0.018773863092064857,3.8678150177001953,47,storm,0.16602744162082672,storm|walk|just|slam|st
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,13,something,0.5773022174835205,1.5013997554779053,4,something,0.5773022174835205,something|her|it|a|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,14,against,0.06712060421705246,2.2863540649414062,9,with,0.2915586233139038,"with|in|.|against|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,15,the,0.9313187599182129,0.2515777051448822,1,the,0.9313187599182129,the|a|something|her|an
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,16,wall,0.9964698553085327,0.028101418167352676,1,wall,0.9964698553085327,wall|floor|ground|nearest|nearby
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,17,.,0.8833469748497009,0.5926598906517029,1,.,0.8833469748497009,".|,|in|with|to"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,18,<|eot_id|>,0.8368529677391052,0.8927556872367859,2,<|eot_id|>,0.8368529677391052,<|eot_id|>|The|Her|Or|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,19,<|start_header_id|>,0.9999051094055176,0.0009760155226103961,1,<|start_header_id|>,0.9999051094055176,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|eom_id|>|<|end_header_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,20,assistant,1.0,7.078820640771255e-09,1,assistant,1.0,assistant|Assistant|assistant|<|start_header_id|>|Assistant
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,21,<|end_header_id|>,0.9999202489852905,0.0008865324198268354,1,<|end_header_id|>,0.9999202489852905,<|end_header_id|>||<|eot_id|>|→|–
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,22,,1.0,9.938544280885253e-07,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,23,Alternatively,0.08087426424026489,2.4218077659606934,11,...,0.368161141872406,...|It|Or|That|Alternatively
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,24,",",0.8588626980781555,0.5826640129089355,1,",",0.8588626980781555,",|:|she|:|you"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,25,you,0.06471264362335205,1.3011410236358643,3,she,0.6957265138626099,she|it|you|some|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,26,could,0.9757786393165588,0.12377066910266876,1,could,0.9757786393165588,could|might|can|may|also
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,27,say,0.0993645116686821,2.2142796516418457,9,also,0.3414393365383148,also|complete|say|continue|have
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,28,:,0.681738018989563,1.0558891296386719,2,:,0.681738018989563,:|she|:|that|:
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,29,*,0.14351126551628113,0.7539177536964417,2,...,0.7880318760871887,...|*|-|She|...
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,30,...,0.7832897305488586,1.188955545425415,3,...,0.7832897305488586,"...||She|throw|"""
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,31,rant,0.0014808925334364176,3.9825515747070312,53,storm,0.1167263612151146,storm|st|throw|sl|sh
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,32,and,0.6243131756782532,1.3502581119537354,3,and,0.6243131756782532,and|at|to|loudly|uncont
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,33,rave,0.9135799407958984,0.4537925124168396,1,rave,0.9135799407958984,rave|shout|yell|rant|vent
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,34,about,0.18566903471946716,1.8273917436599731,6,at,0.44539687037467957,"at|about|to|for|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,35,the,0.6080750226974487,1.330390214920044,3,the,0.6080750226974487,the|everything|how|her|it
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,36,situation,0.5115992426872253,1.052171230316162,2,situation,0.5115992426872253,situation|injustice|unfair|injust|whole
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,37,",",0.010162882506847382,1.4753389358520508,4,,0.36962616443634033,"|.|to|,|until"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,38,*,0.9999630451202393,0.0005621755262836814,1,*,0.9999630451202393,*|or|She|*p|*
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,39,...,0.9417286515235901,0.41994330286979675,1,...,0.9417286515235901,...|storm|slam|throw|st
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,40,st,0.12926919758319855,3.3092713356018066,27,storm,0.2779724597930908,storm|st|throw|sh|pull
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,41,omp,0.9873337745666504,0.08227473497390747,1,omp,0.9873337745666504,omp|om|are|ew|ern
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,42,her,0.9767550826072693,0.12825623154640198,1,her,0.9767550826072693,her|out|off|away|around
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,43,feet,0.5505077242851257,0.6901699304580688,1,feet,0.5505077242851257,feet|foot|way|heel|footsteps
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,44,in,0.4820627272129059,0.8966684341430664,2,in,0.4820627272129059,"in|and|or|,|loudly"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,45,frustration,0.9952338337898254,0.04153835028409958,1,frustration,0.9952338337898254,frustration|anger|a|protest|fury
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,46,",",0.9961404204368591,0.029595963656902313,1,",",0.9961404204368591,",|,|.|and|or"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,47,*,0.9999983310699463,3.367651152075268e-05,1,*,0.9999983310699463,*|*y|*s|or|*'
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,48,...,0.9997377991676331,0.003423792077228427,1,...,0.9997377991676331,"...|slam|...,|tear|..."
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,2,49,slam,0.003366033313795924,3.599608898162842,36,storm,0.15117263793945312,storm|throw|sh|bash|write
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,0,Expl,0.00016726486501283944,2.965883255004883,19,...,0.3676516115665436,...|It|destroy|throw|cut
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,1,ode,0.9999902248382568,0.00013743685849476606,1,ode,0.9999902248382568,ode|odes|oding|oded|ODE
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,2,.,0.5594630241394043,1.7288559675216675,5,.,0.5594630241394043,".|,|with|or|from"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,3,She,0.03826205059885979,1.0246033668518066,2,<|eot_id|>,0.8244950175285339,<|eot_id|>|She|||Her
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,4,couldn,0.006311286706477404,1.8081740140914917,6,was,0.5172827243804932,was|had|felt|se|slammed
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,5,'t,0.998763918876648,0.00961283128708601,1,'t,0.998763918876648,'t|’t|'|'s|'T
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,6,believe,0.6361888647079468,1.2822383642196655,3,believe,0.6361888647079468,believe|contain|hold|control|keep
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,7,what,0.6619659662246704,1.0412664413452148,2,what,0.6619659662246704,what|the|that|he|it
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,3,8,had,0.6864744424819946,0.9765841960906982,2,had,0.6864744424819946,had|she|was|he|just
