corpus,role,side,marker,count,tokens,rate_per_10k,n_texts
pku_saferlhf,assistant,rejected,violence_nondeath,793,6298002,1.2591294826517998,73894
pku_saferlhf,assistant,rejected,containment,105,6298002,0.1667195405781071,73894
pku_saferlhf,assistant,rejected,mental_state,6256,6298002,9.933309008158462,73894
pku_saferlhf,assistant,rejected,de_escalation,27997,6298002,44.45378073871682,73894
pku_saferlhf,assistant,rejected,somatic_escalation,1560,6298002,2.4769760314461635,73894
pku_saferlhf,assistant,rejected,first_person_present_desire,113,6298002,0.1794219817650105,73894
pku_saferlhf,assistant,rejected,first_person_past_desire,16,6298002,0.0254048823738068,73894
pku_saferlhf,assistant,rejected,third_person_desire,112,6298002,0.1778341766166476,73894
pku_saferlhf,assistant,rejected,quotation_markers,46,6298002,0.0730390368246945,73894
pku_saferlhf,assistant,rejected,moralizing,44888,6298002,71.27339749971499,73894
pku_saferlhf,assistant,rejected,deference,5314,6298002,8.437596558400585,73894
pku_saferlhf,assistant,rejected,pole_prosocial,19587,6298002,31.100339440984616,73894
pku_saferlhf,assistant,rejected,pole_antisocial,3605,6298002,5.724037559848346,73894
pku_saferlhf,user,,death_naming,1428,1635533,8.731098669363442,73907
pku_saferlhf,user,,violence_nondeath,296,1635533,1.8098075673190328,73907
pku_saferlhf,user,,containment,14,1635533,0.0855990065623867,73907
pku_saferlhf,user,,mental_state,484,1635533,2.959279941156798,73907
pku_saferlhf,user,,de_escalation,8127,1635533,49.69022330946548,73907
pku_saferlhf,user,,somatic_escalation,653,1635533,3.992582234659894,73907
pku_saferlhf,user,,first_person_present_desire,6175,1635533,37.75527610876699,73907
pku_saferlhf,user,,first_person_past_desire,74,1635533,0.4524518918297582,73907
pku_saferlhf,user,,third_person_desire,47,1635533,0.287368093459441,73907
pku_saferlhf,user,,quotation_markers,30,1635533,0.1834264426336857,73907
pku_saferlhf,user,,moralizing,6285,1635533,38.42783973175717,73907
pku_saferlhf,user,,deference,1749,1635533,10.69376160554388,73907
pku_saferlhf,user,,pole_prosocial,5132,1635533,31.37815011986918,73907
pku_saferlhf,user,,pole_antisocial,1215,1635533,7.428770926664273,73907
hh_rlhf,assistant,chosen,death_naming,12603,20860003,6.041705746638675,377744
hh_rlhf,assistant,chosen,violence_nondeath,6264,20860003,3.0028758864512146,377744
hh_rlhf,assistant,chosen,containment,438,20860003,0.209971206619673,377744
hh_rlhf,assistant,chosen,mental_state,18224,20860003,8.736336231591146,377744
hh_rlhf,assistant,chosen,de_escalation,142583,20860003,68.35233916313435,377744
hh_rlhf,assistant,chosen,somatic_escalation,6560,20860003,3.1447742361302633,377744
hh_rlhf,assistant,chosen,first_person_present_desire,2668,20860003,1.2790026923773692,377744
hh_rlhf,assistant,chosen,first_person_past_desire,516,20860003,0.2473633393053682,377744
hh_rlhf,assistant,chosen,third_person_desire,1421,20860003,0.6812079557227293,377744
hh_rlhf,assistant,chosen,quotation_markers,443,20860003,0.2123681382020894,377744
hh_rlhf,assistant,chosen,moralizing,60442,20860003,28.97506774088192,377744
hh_rlhf,assistant,chosen,deference,3991,20860003,1.913230789084738,377744
hh_rlhf,assistant,chosen,pole_prosocial,26097,20860003,12.510544701263946,377744
hh_rlhf,assistant,chosen,pole_antisocial,8236,20860003,3.948225702556227,377744
hh_rlhf,assistant,rejected,death_naming,13109,20397878,6.42664888965411,377770
hh_rlhf,assistant,rejected,violence_nondeath,6665,20397878,3.267496746475295,377770
hh_rlhf,assistant,rejected,containment,390,20397878,0.1911963587584944,377770
hh_rlhf,assistant,rejected,mental_state,17811,20397878,8.731790630378317,377770
hh_rlhf,assistant,rejected,de_escalation,142627,20397878,69.92246938627635,377770
hh_rlhf,assistant,rejected,somatic_escalation,6340,20397878,3.108166447509883,377770
hh_rlhf,assistant,rejected,first_person_present_desire,2832,20397878,1.388379712830913,377770
hh_rlhf,assistant,rejected,first_person_past_desire,544,20397878,0.2666944081144127,377770
hh_rlhf,assistant,rejected,third_person_desire,1380,20397878,0.6765409617608262,377770
hh_rlhf,assistant,rejected,quotation_markers,561,20397878,0.2750286083679881,377770
hh_rlhf,assistant,rejected,moralizing,58002,20397878,28.43531077105177,377770
hh_rlhf,assistant,rejected,deference,4223,20397878,2.0703133924028765,377770
hh_rlhf,assistant,rejected,pole_prosocial,25383,20397878,12.443941472735547,377770
hh_rlhf,assistant,rejected,pole_antisocial,8139,20397878,3.990120933167656,377770
hh_rlhf,user,,death_naming,6020,5025663,11.978519053108018,377500
hh_rlhf,user,,violence_nondeath,2730,5025663,5.4321191054792175,377500
hh_rlhf,user,,containment,15,5025663,0.0298468082718638,377500
hh_rlhf,user,,mental_state,5445,5025663,10.83439140268657,377500
hh_rlhf,user,,de_escalation,22808,5025663,45.38306687097802,377500
hh_rlhf,user,,somatic_escalation,1225,5025663,2.437489342202213,377500
hh_rlhf,user,,first_person_present_desire,18262,5025663,36.33749417738515,377500
hh_rlhf,user,,first_person_past_desire,707,5025663,1.406779563213849,377500
hh_rlhf,user,,third_person_desire,305,5025663,0.6068851015278979,377500
hh_rlhf,user,,quotation_markers,610,5025663,1.2137702030557955,377500
hh_rlhf,user,,moralizing,5902,5025663,11.743724161369355,377500
hh_rlhf,user,,deference,333,5025663,0.662599143635377,377500
hh_rlhf,user,,pole_prosocial,6746,5025663,13.423104573466228,377500
hh_rlhf,user,,pole_antisocial,2894,5025663,5.7584442092515955,377500
sharegpt,assistant,,death_naming,79599,207634296,3.833615232812984,1142193
sharegpt,assistant,,violence_nondeath,21280,207634296,1.0248788571999683,1142193
sharegpt,assistant,,containment,4946,207634296,0.2382072757383009,1142193
sharegpt,assistant,,mental_state,163341,207634296,7.866763976217108,1142193
sharegpt,assistant,,de_escalation,671129,207634296,32.32264673654876,1142193
sharegpt,assistant,,somatic_escalation,54532,207634296,2.626348394775784,1142193
sharegpt,assistant,,first_person_present_desire,13639,207634296,0.65687606829654,1142193
sharegpt,assistant,,first_person_past_desire,4937,207634296,0.23777382133441,1142193
sharegpt,assistant,,third_person_desire,6542,207634296,0.3150731900282986,1142193
sharegpt,assistant,,quotation_markers,17717,207634296,0.8532790748595791,1142193
sharegpt,assistant,,moralizing,397733,207634296,19.155457824751647,1142193
sharegpt,assistant,,deference,28982,207634296,1.3958195037297692,1142193
sharegpt,assistant,,pole_prosocial,436584,207634296,21.026584163148076,1142193
sharegpt,assistant,,pole_antisocial,42826,207634296,2.0625687001149364,1142193
sharegpt,user,,death_naming,24595,54802395,4.487942543387018,1131671
sharegpt,user,,violence_nondeath,7619,54802395,1.3902677063657527,1131671
sharegpt,user,,containment,807,54802395,0.1472563379757399,1131671
sharegpt,user,,mental_state,41849,54802395,7.636345090392491,1131671
sharegpt,user,,de_escalation,180204,54802395,32.882504496381955,1131671
sharegpt,user,,somatic_escalation,12263,54802395,2.2376759263897132,1131671
sharegpt,user,,first_person_present_desire,27431,54802395,5.005438174736707,1131671
sharegpt,user,,first_person_past_desire,2291,54802395,0.4180474229274104,1131671
sharegpt,user,,third_person_desire,2615,54802395,0.4771689266500122,1131671
sharegpt,user,,quotation_markers,4597,54802395,0.838831952508645,1131671
sharegpt,user,,moralizing,65435,54802395,11.940171592865603,1131671
sharegpt,user,,deference,4660,54802395,0.8503278004547064,1131671
sharegpt,user,,pole_prosocial,110665,54802395,20.193460523030065,1131671
sharegpt,user,,pole_antisocial,12643,54802395,2.3070159616199257,1131671
tulu_sft,assistant,,death_naming,40618,75067413,5.410869827097945,360073
tulu_sft,assistant,,violence_nondeath,16507,75067413,2.198956822982564,360073
tulu_sft,assistant,,containment,4047,75067413,0.5391154214945438,360073
tulu_sft,assistant,,mental_state,63962,75067413,8.520608003368919,360073
tulu_sft,assistant,,de_escalation,253167,75067413,33.72528636360494,360073
tulu_sft,assistant,,somatic_escalation,28083,75067413,3.7410374059380462,360073
tulu_sft,assistant,,first_person_present_desire,4681,75067413,0.6235728411208203,360073
tulu_sft,assistant,,first_person_past_desire,1396,75067413,0.1859661794925582,360073
tulu_sft,assistant,,third_person_desire,1274,75067413,0.1697141208263031,360073
tulu_sft,assistant,,quotation_markers,5758,75067413,0.7670438836089902,360073
tulu_sft,assistant,,moralizing,81291,75067413,10.829066401955266,360073
tulu_sft,assistant,,deference,7494,75067413,0.9983026856140628,360073
tulu_sft,assistant,,pole_prosocial,102039,75067413,13.592982083983632,360073
tulu_sft,assistant,,pole_antisocial,23033,75067413,3.068308748031586,360073
tulu_sft,user,,death_naming,97846,78040659,12.537823392803489,360048
tulu_sft,user,,violence_nondeath,20102,78040659,2.5758367827211712,360048
tulu_sft,user,,containment,2636,78040659,0.3377726474606013,360048
tulu_sft,user,,mental_state,64429,78040659,8.25582469773865,360048
tulu_sft,user,,de_escalation,243073,78040659,31.146969171544285,360048
tulu_sft,user,,somatic_escalation,18111,78040659,2.3207133604548367,360048
tulu_sft,user,,first_person_present_desire,10384,78040659,1.3305884564608814,360048
tulu_sft,user,,first_person_past_desire,2970,78040659,0.3805708508945317,360048
tulu_sft,user,,third_person_desire,3919,78040659,0.5021741295136937,360048
tulu_sft,user,,quotation_markers,14455,78040659,1.8522396126870224,360048
tulu_sft,user,,moralizing,48755,78040659,6.247384456351145,360048
tulu_sft,user,,deference,3637,78040659,0.4660391194287583,360048
tulu_sft,user,,pole_prosocial,115239,78040659,14.76653342970874,360048
tulu_sft,user,,pole_antisocial,22242,78040659,2.850052816699049,360048
oasst,assistant,,death_naming,6410,5968181,10.740290885950008,52912
oasst,assistant,,violence_nondeath,610,5968181,1.02208696418557,52912
oasst,assistant,,containment,98,5968181,0.1642041352298129,52912
oasst,assistant,,mental_state,3824,5968181,6.4073123787633115,52912
oasst,assistant,,de_escalation,16426,5968181,27.522623727397008,52912
oasst,assistant,,somatic_escalation,1243,5968181,2.0827116335781373,52912
oasst,assistant,,first_person_present_desire,168,5968181,0.2814928032511078,52912
oasst,assistant,,first_person_past_desire,82,5968181,0.1373952968249455,52912
oasst,assistant,,third_person_desire,77,5968181,0.1290175348234244,52912
oasst,assistant,,quotation_markers,104,5968181,0.1742574496316382,52912
oasst,assistant,,moralizing,7703,5968181,12.906780139543354,52912
oasst,assistant,,deference,541,5968181,0.9064738485645796,52912
oasst,assistant,,pole_prosocial,7075,5968181,11.85453323215231,52912
oasst,assistant,,pole_antisocial,946,5968181,1.5850725706877855,52912
oasst,user,,death_naming,726,626465,11.588835768957564,31525
oasst,user,,violence_nondeath,80,626465,1.2770066963038635,31525
oasst,user,,containment,2,626465,0.0319251674075965,31525
oasst,user,,mental_state,322,626465,5.1399519526230515,31525
oasst,user,,de_escalation,1665,626465,26.577701866824164,31525
oasst,user,,somatic_escalation,87,626465,1.388744782230452,31525
oasst,user,,first_person_present_desire,468,626465,7.470489173377603,31525
oasst,user,,first_person_past_desire,34,626465,0.5427278459291421,31525
oasst,user,,third_person_desire,6,626465,0.0957755022227897,31525
oasst,user,,quotation_markers,13,626465,0.2075135881493778,31525
oasst,user,,moralizing,436,626465,6.959686494856057,31525
oasst,user,,deference,30,626465,0.4788775111139489,31525
oasst,user,,pole_prosocial,649,626465,10.359716823765094,31525
oasst,user,,pole_antisocial,83,626465,1.3248944474152586,31525
stackexchange,assistant,,death_naming,1693,11232724,1.5072034174435338,100000
stackexchange,assistant,,violence_nondeath,1969,11232724,1.7529140749830585,100000
stackexchange,assistant,,containment,39,11232724,0.034719984217541536,100000
stackexchange,assistant,,mental_state,7393,11232724,6.581662649238066,100000
stackexchange,assistant,,de_escalation,73839,11232724,65.73561319587306,100000
stackexchange,assistant,,somatic_escalation,2995,11232724,2.666316736706074,100000
stackexchange,assistant,,first_person_present_desire,1266,11232724,1.127064103061733,100000
stackexchange,assistant,,first_person_past_desire,850,11232724,0.7567176047412898,100000
stackexchange,assistant,,third_person_desire,150,11232724,0.1335384008366982,100000
stackexchange,assistant,,quotation_markers,66,11232724,0.05875689636814721,100000
stackexchange,assistant,,moralizing,18576,11232724,16.537395559616705,100000
stackexchange,assistant,,deference,136,11232724,0.12107481675860636,100000
stackexchange,assistant,,pole_prosocial,18469,11232724,16.44213816701986,100000
stackexchange,assistant,,pole_antisocial,1108,11232724,0.9864036541804108,100000
stackexchange,user,,death_naming,1720,11675860,1.47312489187092,100000
stackexchange,user,,violence_nondeath,2295,11675860,1.9655939690952102,100000
stackexchange,user,,containment,29,11675860,0.024837570851312024,100000
stackexchange,user,,mental_state,10019,11675860,8.580952495148109,100000
stackexchange,user,,de_escalation,96838,11675860,82.93864434825358,100000
stackexchange,user,,somatic_escalation,1884,11675860,1.6135856373748916,100000
stackexchange,user,,first_person_present_desire,29502,11675860,25.267517767427837,100000
stackexchange,user,,first_person_past_desire,1548,11675860,1.325812402683828,100000
stackexchange,user,,third_person_desire,183,11675860,0.15673363675138277,100000
stackexchange,user,,quotation_markers,106,11675860,0.0907856038013474,100000
stackexchange,user,,moralizing,5546,11675860,4.749971308323327,100000
stackexchange,user,,deference,79,11675860,0.06766096887081552,100000
stackexchange,user,,pole_prosocial,17191,11675860,14.72354070706569,100000
stackexchange,user,,pole_antisocial,1013,11675860,0.8676020438751406,100000
oasst_offtopic,assistant,,death_naming,3556,3519688,10.103168235366317,30958
oasst_offtopic,assistant,,violence_nondeath,327,3519688,0.9290596211936967,30958
alpaca_offtopic,assistant,,death_naming,480,2291688,2.094525956412915,51834
alpaca_offtopic,assistant,,violence_nondeath,186,2291688,0.8116288081100045,51834
ultrachat_offtopic,assistant,,death_naming,214511,1171022404,1.8318266095274467,5575438
ultrachat_offtopic,assistant,,violence_nondeath,136442,1171022404,1.165152771919127,5575438
stackexchange_offtopic,assistant,,death_naming,1317,10874610,1.2110779145183137,97029
stackexchange_offtopic,assistant,,violence_nondeath,1750,10874610,1.609253113444988,97029
llama_base,assistant,,death_naming,1,18989,0.5266206751277055,500
llama_base,assistant,,violence_nondeath,1,18989,0.5266206751277055,500
llama_base,assistant,,containment,1,18989,0.5266206751277055,500
llama_base,assistant,,mental_state,25,18989,13.165516878192637,500
llama_base,assistant,,de_escalation,62,18989,32.65048185791775,500
llama_base,assistant,,somatic_escalation,3,18989,1.5798620253831166,500
llama_base,assistant,,first_person_present_desire,1,18989,0.5266206751277055,500
llama_base,assistant,,first_person_past_desire,1,18989,0.5266206751277055,500
llama_base,assistant,,third_person_desire,0,18989,0.0,500
llama_base,assistant,,quotation_markers,2,18989,1.053241350255411,500
llama_base,assistant,,moralizing,36,18989,18.958344304597397,500
llama_base,assistant,,deference,13,18989,6.8460687766601716,500
llama_base,assistant,,pole_prosocial,38,18989,20.01158565485281,500
llama_base,assistant,,pole_antisocial,1,18989,0.5266206751277055,500
mistral_base,assistant,,death_naming,1,14774,0.6768647624204684,500
mistral_base,assistant,,violence_nondeath,2,14774,1.353729524840937,500
mistral_base,assistant,,containment,0,14774,0.0,500
mistral_base,assistant,,mental_state,14,14774,9.476106673886557,500
mistral_base,assistant,,de_escalation,57,14774,38.5812914579667,500
mistral_base,assistant,,somatic_escalation,5,14774,3.3843238121023416,500
mistral_base,assistant,,first_person_present_desire,0,14774,0.0,500
mistral_base,assistant,,first_person_past_desire,0,14774,0.0,500
mistral_base,assistant,,third_person_desire,0,14774,0.0,500
mistral_base,assistant,,quotation_markers,3,14774,2.030594287261405,500
mistral_base,assistant,,moralizing,20,14774,13.537295248409366,500
mistral_base,assistant,,deference,11,14774,7.445512386625152,500
mistral_base,assistant,,pole_prosocial,39,14774,26.397725734398268,500
mistral_base,assistant,,pole_antisocial,4,14774,2.707459049681874,500
alpaca_gold_500,assistant,,death_naming,5,22344,2.2377372001432154,500
alpaca_gold_500,assistant,,violence_nondeath,2,22344,0.8950948800572861,500
alpaca_gold_500,assistant,,containment,1,22344,0.44754744002864305,500
alpaca_gold_500,assistant,,mental_state,38,22344,17.006802721088434,500
alpaca_gold_500,assistant,,de_escalation,50,22344,22.37737200143215,500
alpaca_gold_500,assistant,,somatic_escalation,12,22344,5.370569280343716,500
alpaca_gold_500,assistant,,first_person_present_desire,1,22344,0.44754744002864305,500
alpaca_gold_500,assistant,,first_person_past_desire,1,22344,0.44754744002864305,500
alpaca_gold_500,assistant,,third_person_desire,0,22344,0.0,500
alpaca_gold_500,assistant,,quotation_markers,8,22344,3.5803795202291444,500
alpaca_gold_500,assistant,,moralizing,41,22344,18.349445041174363,500
alpaca_gold_500,assistant,,deference,16,22344,7.160759040458289,500
alpaca_gold_500,assistant,,pole_prosocial,53,22344,23.720014321518082,500
alpaca_gold_500,assistant,,pole_antisocial,5,22344,2.2377372001432154,500
