family,pair,pos,pos_name,js_to_A,js_to_B,js_to_mean,ratio,pole_bias
olmo,desire/disgust,1,SFT,0.3502236008644104,0.2811215817928314,0.2477341890335083,0.8812350423386295,0.06910201907157898
olmo,desire/disgust,2,ALIGNED,0.4786686301231384,0.40052127838134766,0.3867567777633667,0.9656335346935665,0.07814735174179077
olmo,obey/rebel,0,BASE,0.0952661782503128,0.1193835437297821,0.06955300271511078,0.7300912453143611,-0.0241173654794693
olmo,obey/rebel,1,SFT,0.12564396858215332,0.13316267728805542,0.06574894487857819,0.5232956712568954,-0.0075187087059021
olmo,obey/rebel,2,ALIGNED,0.129010409116745,0.1697503924369812,0.07390028238296509,0.5728241844120557,-0.040739983320236206
olmo,sacred/profane,0,BASE,0.09062772989273071,0.0857400968670845,0.04184834286570549,0.48808369006836294,0.00488763302564621
olmo,sacred/profane,1,SFT,0.1265987604856491,0.13623842597007751,0.08197946846485138,0.6475534843340298,-0.009639665484428406
olmo,sacred/profane,2,ALIGNED,0.1322505921125412,0.19007323682308197,0.105929434299469,0.8009751231157157,-0.05782264471054077
olmo,man/woman,0,BASE,0.0329803042113781,0.04595974460244179,0.03156805410981178,0.9571789849931375,-0.01297944039106369
olmo,man/woman,1,SFT,0.09767897427082062,0.1251082718372345,0.09782880544662476,1.0015339143036937,-0.02742929756641388
olmo,man/woman,2,ALIGNED,0.14403259754180908,0.19391335546970367,0.15148372948169708,1.051732261078782,-0.04988075792789459
olmo,human/animal,0,BASE,0.0945877879858017,0.04073713719844818,0.023175131529569626,0.5688944565906425,0.053850650787353516
olmo,human/animal,1,SFT,0.11329026520252228,0.06010863557457924,0.046290017664432526,0.7701059460416234,0.05318162962794304
olmo,human/animal,2,ALIGNED,0.14581914246082306,0.10136733949184418,0.07292971014976501,0.7194596456350006,0.04445180296897888
olmo,pleasure/pain,0,BASE,0.07194641977548599,0.07801352441310883,0.025384020060300827,0.35281839095695794,-0.006067104637622833
olmo,pleasure/pain,1,SFT,0.176020085811615,0.2869122326374054,0.13974663615226746,0.7939243723686791,-0.1108921468257904
olmo,pleasure/pain,2,ALIGNED,0.18881937861442566,0.35190489888191223,0.1769462525844574,0.9371191340788516,-0.16308552026748657
olmo,create/destroy,0,BASE,0.11791736632585526,0.08396057784557343,0.05221182852983475,0.6218612338026859,0.03395678848028183
olmo,create/destroy,1,SFT,0.2023056149482727,0.14953500032424927,0.14221973717212677,0.9510799268648797,0.05277061462402344
olmo,create/destroy,2,ALIGNED,0.26570507884025574,0.22959861159324646,0.2139624059200287,0.9318976470950153,0.03610646724700928
olmo,free/captive,0,BASE,0.1044832095503807,0.08497199416160583,0.07928690314292908,0.9330945322071124,0.019511215388774872
olmo,free/captive,1,SFT,0.1751900315284729,0.21937020123004913,0.17845456302165985,1.0186342308675045,-0.04418016970157623
olmo,free/captive,2,ALIGNED,0.2145284116268158,0.2822791337966919,0.22514156997203827,1.0494720408580875,-0.0677507221698761
olmo,innocent/guilty,0,BASE,0.036779023706912994,0.058973297476768494,0.03449363261461258,0.9378615617828144,-0.0221942737698555
olmo,innocent/guilty,1,SFT,0.12576577067375183,0.2711453437805176,0.16993506252765656,1.3512028083418977,-0.14537957310676575
olmo,innocent/guilty,2,ALIGNED,0.24242493510246277,0.3950337767601013,0.2919923663139343,1.2044650695297556,-0.15260884165763855
olmo,rational/irrational,0,BASE,0.0853520929813385,0.11781033873558044,0.0878588855266571,1.029370018446609,-0.03245824575424194
olmo,rational/irrational,1,SFT,0.1330740600824356,0.1811896413564682,0.13295963406562805,0.9991401328197496,-0.04811558127403259
olmo,rational/irrational,2,ALIGNED,0.13897202908992767,0.1942811906337738,0.13848546147346497,0.996498809007474,-0.05530916154384613
olmo,faithful/unfaithful,0,BASE,0.09430180490016937,0.030338481068611145,0.03512398153543472,1.1577369828107433,0.06396332383155823
olmo,faithful/unfaithful,1,SFT,0.19070667028427124,0.16662099957466125,0.11047284305095673,0.663018727129019,0.024085670709609985
olmo,faithful/unfaithful,2,ALIGNED,0.27171528339385986,0.19067424535751343,0.1518286168575287,0.79627228403527,0.08104103803634644
olmo,rich/poor,0,BASE,0.10574139654636383,0.05693086236715317,0.045801423490047455,0.804509568020755,0.04881053417921066
olmo,rich/poor,1,SFT,0.13305169343948364,0.22412142157554626,0.10907036066055298,0.8197592818325294,-0.09106972813606262
olmo,rich/poor,2,ALIGNED,0.17865116894245148,0.32528144121170044,0.168893963098526,0.9453840358186039,-0.14663027226924896
olmo-tiny,love/hate,0,BASE,0.13409626483917236,0.17969602346420288,0.06464487314224243,0.48207810426169523,-0.04559975862503052
olmo-tiny,love/hate,1,SFT,0.23253905773162842,0.15455052256584167,0.14327526092529297,0.9270448171034478,0.07798853516578674
olmo-tiny,love/hate,2,ALIGNED,0.2658730745315552,0.19194817543029785,0.17166125774383545,0.8943104426963976,0.07392489910125732
olmo-tiny,trust/fear,0,BASE,0.05331653356552124,0.05363676697015762,0.02036038041114807,0.381877422434581,-0.00032023340463638306
olmo-tiny,trust/fear,1,SFT,0.10941407084465027,0.08048692345619202,0.050992026925086975,0.63354424216303,0.028927147388458252
olmo-tiny,trust/fear,2,ALIGNED,0.13660195469856262,0.10328421741724014,0.06725329160690308,0.6511478063992883,0.03331773728132248
olmo-tiny,beautiful/disgusting,0,BASE,0.11439425498247147,0.2177114188671112,0.08811832964420319,0.7703038029113043,-0.10331716388463974
olmo-tiny,beautiful/disgusting,1,SFT,0.13874340057373047,0.1334976851940155,0.07457255572080612,0.5586056088720038,0.005245715379714966
olmo-tiny,beautiful/disgusting,2,ALIGNED,0.17330047488212585,0.1874011754989624,0.11046145856380463,0.6373984759068746,-0.014100700616836548
olmo-tiny,desire/disgust,0,BASE,0.10980124771595001,0.10590904206037521,0.04323960095643997,0.4082710986262204,0.0038922056555747986
olmo-tiny,desire/disgust,1,SFT,0.08205051720142365,0.14029549062252045,0.07548016309738159,0.9199230629111982,-0.0582449734210968
olmo-tiny,desire/disgust,2,ALIGNED,0.11939175426959991,0.18537166714668274,0.10875701904296875,0.9109257143285059,-0.06597991287708282
olmo-tiny,obey/rebel,0,BASE,0.09744494408369064,0.05330521985888481,0.03989122062921524,0.7483548653362556,0.04413972422480583
olmo-tiny,obey/rebel,1,SFT,0.056988783180713654,0.1267675757408142,0.05763184279203415,1.0112839680973944,-0.06977879256010056
olmo-tiny,obey/rebel,2,ALIGNED,0.07448630779981613,0.168766587972641,0.08025354892015457,1.077426862609945,-0.09428028017282486
olmo-tiny,sacred/profane,0,BASE,0.08101767301559448,0.15015006065368652,0.06491997838020325,0.8013063812349596,-0.06913238763809204
olmo-tiny,sacred/profane,1,SFT,0.12814167141914368,0.2061527669429779,0.11511456966400146,0.8983382875307491,-0.07801109552383423
olmo-tiny,sacred/profane,2,ALIGNED,0.13232044875621796,0.2535957992076874,0.13617274165153503,1.0291133602668956,-0.12127535045146942
olmo-tiny,man/woman,0,BASE,0.01791059970855713,0.02519749104976654,0.01339893601834774,0.7481009143399114,-0.007286891341209412
olmo-tiny,man/woman,1,SFT,0.02654162049293518,0.04125693440437317,0.027214612811803818,1.0253561126400619,-0.014715313911437988
olmo-tiny,man/woman,2,ALIGNED,0.04069191962480545,0.06100897863507271,0.04175782948732376,1.02619463206323,-0.020317059010267258
olmo-tiny,human/animal,0,BASE,0.048619966953992844,0.04853694140911102,0.012028357945382595,0.24781862219123502,8.302554488182068e-05
olmo-tiny,human/animal,1,SFT,0.12841126322746277,0.1607624590396881,0.11627194285392761,0.9054652990054928,-0.03235119581222534
olmo-tiny,human/animal,2,ALIGNED,0.21157068014144897,0.24146580696105957,0.19663287699222565,0.9293956840369544,-0.029895126819610596
olmo-tiny,pleasure/pain,0,BASE,0.06895056366920471,0.1628856360912323,0.04421396553516388,0.6412415386084958,-0.09393507242202759
olmo-tiny,pleasure/pain,1,SFT,0.22460293769836426,0.13985168933868408,0.1299947202205658,0.9295184122213405,0.08475124835968018
olmo-tiny,pleasure/pain,2,ALIGNED,0.30144965648651123,0.18446186184883118,0.18280865252017975,0.991037663221646,0.11698779463768005
olmo-tiny,create/destroy,0,BASE,0.12815271317958832,0.11956676840782166,0.07484810054302216,0.6259941749678153,0.008585944771766663
olmo-tiny,create/destroy,1,SFT,0.13269934058189392,0.2004179060459137,0.10222364217042923,0.7703402422511892,-0.06771856546401978
olmo-tiny,create/destroy,2,ALIGNED,0.16591516137123108,0.24258530139923096,0.13344848155975342,0.804317582895066,-0.07667014002799988
olmo-tiny,free/captive,0,BASE,0.057303402572870255,0.04238045960664749,0.03564103692770004,0.8409780653277684,0.014922942966222763
olmo-tiny,free/captive,1,SFT,0.0722246766090393,0.07156224548816681,0.06112419068813324,0.8541402002015217,0.0006624311208724976
olmo-tiny,free/captive,2,ALIGNED,0.09466400742530823,0.091800257563591,0.07811654359102249,0.8509403531565295,0.002863749861717224
olmo-tiny,innocent/guilty,0,BASE,0.019054420292377472,0.05221662297844887,0.019831130281090736,1.0407627194527656,-0.033162202686071396
olmo-tiny,innocent/guilty,1,SFT,0.05168040841817856,0.046337056905031204,0.030824631452560425,0.6652263547021592,0.005343351513147354
olmo-tiny,innocent/guilty,2,ALIGNED,0.07325894385576248,0.06459460407495499,0.04306770861148834,0.6667384873435088,0.008664339780807495
olmo-tiny,rational/irrational,0,BASE,0.1079929769039154,0.15191859006881714,0.12332768738269806,1.141997293883531,-0.04392561316490173
olmo-tiny,rational/irrational,1,SFT,0.10173358768224716,0.1762767732143402,0.12585285305976868,1.2370826187006714,-0.07454318553209305
olmo-tiny,rational/irrational,2,ALIGNED,0.13973915576934814,0.2278164029121399,0.16675134003162384,1.1933043327302026,-0.08807724714279175
olmo-tiny,faithful/unfaithful,0,BASE,0.10663433372974396,0.0424548014998436,0.04090668261051178,0.9635348927650146,0.06417953222990036
olmo-tiny,faithful/unfaithful,1,SFT,0.10859394073486328,0.05388200655579567,0.04683308303356171,0.8691785259530992,0.05471193417906761
olmo-tiny,faithful/unfaithful,2,ALIGNED,0.15412554144859314,0.06419806182384491,0.0679367333650589,1.0582365173495836,0.08992747962474823
olmo-tiny,rich/poor,0,BASE,0.1081918254494667,0.07216063886880875,0.056736819446086884,0.7862571664482758,0.03603118658065796
olmo-tiny,rich/poor,1,SFT,0.10123512148857117,0.09378361701965332,0.06282924115657806,0.6699383448114563,0.007451504468917847
olmo-tiny,rich/poor,2,ALIGNED,0.1359286606311798,0.13508599996566772,0.09020325541496277,0.6677468830070329,0.000842660665512085
pythia,love/hate,0,BASE,0.229367196559906,0.12074413895606995,0.07957977056503296,0.6590777097179539,0.10862305760383606
pythia,love/hate,1,SFT,0.2460104376077652,0.13926301896572113,0.09386052936315536,0.6739802860819687,0.10674741864204407
pythia,love/hate,2,ALIGNED,0.2284832000732422,0.15416672825813293,0.09331007301807404,0.605254285878325,0.07431647181510925
pythia,trust/fear,0,BASE,0.04131988435983658,0.0400976799428463,0.021749766543507576,0.5424195757587188,0.0012222044169902802
pythia,trust/fear,1,SFT,0.04709929972887039,0.05080898106098175,0.02687203139066696,0.5705399346775266,-0.0037096813321113586
pythia,trust/fear,2,ALIGNED,0.0485546812415123,0.05080033093690872,0.027195576578378677,0.5601020516046052,-0.0022456496953964233
pythia,beautiful/disgusting,0,BASE,0.09528516978025436,0.15484768152236938,0.05486182123422623,0.5757645325158991,-0.05956251174211502
pythia,beautiful/disgusting,1,SFT,0.11186006665229797,0.16026636958122253,0.058556463569402695,0.5234796055630614,-0.04840630292892456
pythia,beautiful/disgusting,2,ALIGNED,0.12366992235183716,0.17291513085365295,0.06719482690095901,0.5433400912939185,-0.049245208501815796
pythia,desire/disgust,0,BASE,0.08709242939949036,0.05721074715256691,0.03219730406999588,0.5627841913012189,0.029881682246923447
pythia,desire/disgust,1,SFT,0.1028318703174591,0.05908267945051193,0.037389256060123444,0.6328293910813735,0.043749190866947174
pythia,desire/disgust,2,ALIGNED,0.1081208884716034,0.05751249939203262,0.04061807692050934,0.706247813082112,0.05060838907957077
pythia,obey/rebel,0,BASE,0.08232401311397552,0.0901082456111908,0.06032538414001465,0.7327799248136224,-0.007784232497215271
pythia,obey/rebel,1,SFT,0.08328543603420258,0.09582425653934479,0.0562918521463871,0.6758907058284463,-0.012538820505142212
pythia,obey/rebel,2,ALIGNED,0.09071845561265945,0.1107417419552803,0.0644429475069046,0.7103620434419279,-0.02002328634262085
pythia,sacred/profane,0,BASE,0.07096469402313232,0.18288026750087738,0.07730841636657715,1.0893926540622716,-0.11191557347774506
pythia,sacred/profane,1,SFT,0.0669499933719635,0.19453877210617065,0.07695367932319641,1.1494202679850023,-0.12758877873420715
pythia,sacred/profane,2,ALIGNED,0.07508470118045807,0.21329979598522186,0.08794687688350677,1.1713022160417985,-0.1382150948047638
pythia,man/woman,0,BASE,0.026913605630397797,0.03503679484128952,0.022983115166425705,0.8539589782971047,-0.008123189210891724
pythia,man/woman,1,SFT,0.03362984582781792,0.03600821644067764,0.0272591020911932,0.8105628027781511,-0.002378370612859726
