word,pos,pos_name,prob_mean,prob_std,n_families
beard,0,BASE,0.0008952,0.0008926582212694845,5
beard,1,SFT,0.000282,0.00021637467504308352,2
beard,2,ALIGNED,0.0003862,0.00022105587528948426,5
beating,0,BASE,0.001747,,1
beating,1,SFT,0.000797,,1
beating,2,ALIGNED,0.003021,,1
beckoning,0,BASE,0.000267,,1
beckoning,1,SFT,0.000403,,1
beckoning,2,ALIGNED,0.000441,,1
bed,0,BASE,0.001427,,1
bed,2,ALIGNED,0.002239,,1
bedside,0,BASE,0.001109,0.00023900209204105307,2
bedside,1,SFT,0.000202,,1
bedside,2,ALIGNED,0.0009119999999999999,0.0011242997820866106,2
beer,0,BASE,0.0017740000000000002,0.0016256681703225907,3
beer,1,SFT,0.000896,0.00014000714267493644,2
beer,2,ALIGNED,0.0022756666666666667,0.001229128688678827,3
belly,0,BASE,0.0008376,0.0005557587606147114,5
belly,1,SFT,0.000336,0.00026638130565037783,3
belly,2,ALIGNED,0.0003994,0.00028476183030736406,5
belongings,0,BASE,0.000535,0.0005558740864620333,4
belongings,1,SFT,0.0003255,7.566042558696059e-05,2
belongings,2,ALIGNED,0.0005762499999999999,0.00043186678115672035,4
beloved,0,BASE,0.003308,,1
beloved,2,ALIGNED,0.00014,,1
belt,0,BASE,0.017508363636363634,0.013196420865315922,11
belt,1,SFT,0.013361166666666667,0.010967096378106042,6
belt,2,ALIGNED,0.01103,0.008556306831805414,11
bended,0,BASE,0.003065,,1
bended,1,SFT,0.001024,,1
bended,2,ALIGNED,0.000764,,1
bib,0,BASE,0.001134,,1
bib,2,ALIGNED,0.000493,,1
bible,0,BASE,0.00177,,1
bible,2,ALIGNED,0.000174,,1
bicep,0,BASE,0.0006778333333333332,0.00040030359312235333,6
bicep,1,SFT,0.000514,0.00019630758178599896,4
bicep,2,ALIGNED,0.0005723333333333333,0.0004685085555960175,6
biceps,0,BASE,0.001663,,1
biceps,1,SFT,0.000352,,1
biceps,2,ALIGNED,0.000292,,1
big,0,BASE,0.0016584444444444444,0.001062742808857241,9
big,1,SFT,0.001092,0.0006869957787352117,6
big,2,ALIGNED,0.0007915555555555555,0.0006633709578944331,9
bike,0,BASE,0.000667,,1
bike,2,ALIGNED,0.000996,,1
black,0,BASE,0.0008799090909090909,0.0004671165710067359,11
black,1,SFT,0.0005265,0.0002771510418526331,6
black,2,ALIGNED,0.00032236363636363636,0.00022604215214303407,11
bladder,0,BASE,0.000684,,1
bladder,1,SFT,0.000332,,1
bladder,2,ALIGNED,9.1e-05,,1
blade,0,BASE,0.0015448,0.0007903677625004705,5
blade,1,SFT,0.0005563333333333334,0.0006792969404710531,3
blade,2,ALIGNED,0.00044740000000000003,0.0004245554145220621,5
blanket,0,BASE,0.0009113333333333333,0.00032394495417174406,3
blanket,1,SFT,0.000253,,1
blanket,2,ALIGNED,0.0007453333333333334,0.0005605500275027496,3
bleeding,0,BASE,0.0007889999999999999,0.0006154924857380469,7
bleeding,1,SFT,0.000388,0.0002490555493593079,4
bleeding,2,ALIGNED,0.000685,0.0005174701279623138,7
blind,0,BASE,0.000178,,1
blind,2,ALIGNED,0.000164,,1
blindfold,0,BASE,0.000397,0.00041295036021294376,2
blindfold,1,SFT,0.000481,3.394112549695432e-05,2
blindfold,2,ALIGNED,0.0004275,1.9091883092036787e-05,2
blond,0,BASE,5.8e-05,,1
blond,1,SFT,0.000201,,1
blond,2,ALIGNED,0.000168,,1
blood,0,BASE,0.001861,,1
blood,2,ALIGNED,0.000955,,1
bloodied,0,BASE,0.0016112727272727272,0.001215828860564602,11
bloodied,1,SFT,0.000905,0.0008099585174562955,6
bloodied,2,ALIGNED,0.000984818181818182,0.0009562392815798584,11
bloody,0,BASE,0.0008365714285714286,0.0003505437952395569,7
bloody,1,SFT,0.00039424999999999996,0.000278640000717772,4
bloody,2,ALIGNED,0.0005214285714285714,0.0003748661348369829,7
blouse,0,BASE,0.001057,,1
blouse,2,ALIGNED,0.002706,,1
blue,0,BASE,0.001041,,1
blue,1,SFT,0.000436,,1
blue,2,ALIGNED,0.000345,,1
body,0,BASE,0.0027914000000000003,0.0013504230777385614,10
body,1,SFT,0.002901666666666667,0.0015126042002674286,6
body,2,ALIGNED,0.0016592,0.0014813641460941782,10
bone,0,BASE,0.003065,,1
bone,1,SFT,0.001024,,1
bone,2,ALIGNED,0.000764,,1
bones,0,BASE,0.000137,,1
bones,1,SFT,0.000269,,1
bones,2,ALIGNED,0.000457,,1
bony,0,BASE,0.001039,,1
bony,1,SFT,0.000775,,1
bony,2,ALIGNED,0.001105,,1
book,0,BASE,0.00115075,0.0009368577800285379,8
book,1,SFT,0.000532,0.0004225079880901662,3
book,2,ALIGNED,0.0014605,0.0021168697915284525,8
boot,0,BASE,0.004173,0.0032610967786927143,11
boot,1,SFT,0.0032498333333333337,0.004108739973114223,6
boot,2,ALIGNED,0.004736363636363637,0.005985435677922323,11
booted,0,BASE,0.0004083333333333333,0.0002124648990617823,3
booted,1,SFT,0.000547,,1
booted,2,ALIGNED,0.00037500000000000006,0.00024080697664311974,3
boots,0,BASE,0.006406909090909091,0.004081382693513203,11
boots,1,SFT,0.005559833333333333,0.005956744762591954,6
boots,2,ALIGNED,0.008028545454545453,0.009780291584238543,11
bosom,0,BASE,0.000921,,1
bosom,2,ALIGNED,0.000738,,1
bottle,0,BASE,0.0014172857142857142,0.0018435499915729356,7
bottle,1,SFT,0.00061975,0.00036487109595947264,4
bottle,2,ALIGNED,0.001761,0.00302724208920705,7
bottom,0,BASE,0.0003595,0.00013081475451951128,2
bottom,1,SFT,0.000401,1.555634918610404e-05,2
bottom,2,ALIGNED,0.00028399999999999996,0.00012727922061357857,2
bound,0,BASE,0.00033766666666666667,0.0001795670719629112,3
bound,1,SFT,0.0002615,0.00021708178182427008,2
bound,2,ALIGNED,0.00036566666666666665,0.0001669620715412136,3
bow,0,BASE,0.002405166666666667,0.0036936056322605243,6
bow,1,SFT,0.000606,0.0005897270555095806,2
bow,2,ALIGNED,0.001001,0.0009307639872706723,6
bowl,0,BASE,0.0007161666666666667,0.0006211097863233735,6
bowl,1,SFT,0.0002295,0.00023263813101037412,2
bowl,2,ALIGNED,0.000857,0.0007234998272287284,6
box,0,BASE,0.0010966,0.00048534863757921477,5
box,1,SFT,0.0003615,0.00022132442251138938,2
box,2,ALIGNED,0.0010684,0.001113573212680693,5
boxers,0,BASE,0.001587,0.001749161227560227,7
boxers,1,SFT,0.0011852000000000002,0.0014478652216280356,5
boxers,2,ALIGNED,0.0005508571428571429,0.000521418395204027,7
bracelet,0,BASE,0.00019250000000000002,0.00013788582233137677,2
bracelet,1,SFT,0.000787,,1
bracelet,2,ALIGNED,0.0006795,0.00042921381618023425,2
braid,0,BASE,0.000813,,1
braid,2,ALIGNED,0.000727,,1
braids,0,BASE,0.000576,,1
braids,2,ALIGNED,0.000212,,1
breakfast,0,BASE,0.00078,,1
breakfast,2,ALIGNED,0.000763,,1
breast,0,BASE,0.0012104,0.0012278542439737889,10
breast,1,SFT,0.0005361666666666667,0.00047399173691813095,6
breast,2,ALIGNED,0.0007327,0.0007936103227935259,10
breastbone,0,BASE,0.001468,,1
breastbone,1,SFT,0.000431,,1
breastbone,2,ALIGNED,0.000353,,1
breastplate,0,BASE,0.00028,,1
breastplate,2,ALIGNED,0.000185,,1
breasts,0,BASE,0.000432,,1
breasts,2,ALIGNED,0.000234,,1
breath,0,BASE,0.0005059999999999999,0.000267286363288515,2
breath,1,SFT,0.000567,,1
breath,2,ALIGNED,0.0005115,0.00013505739520663058,2
breathless,0,BASE,0.000268,,1
breathless,1,SFT,0.000436,,1
breathless,2,ALIGNED,0.00044,,1
breeches,0,BASE,0.00120125,0.0012982106595875213,4
breeches,1,SFT,0.0007156666666666666,0.0003274329447892092,3
breeches,2,ALIGNED,0.0006655000000000001,0.0002842223308139833,4
briefcase,0,BASE,0.0010904999999999999,0.0008280220407694472,2
briefcase,2,ALIGNED,0.0015205000000000002,0.0003599173516239527,2
briefs,0,BASE,0.002705,,1
briefs,1,SFT,0.00116,,1
briefs,2,ALIGNED,0.000361,,1
brim,0,BASE,0.000609,,1
brim,2,ALIGNED,0.000466,,1
broad,0,BASE,0.00025066666666666667,0.0001044621143445476,3
broad,1,SFT,0.000244,0.00010349396117648604,3
broad,2,ALIGNED,0.00027233333333333336,0.0001399654719326639,3
broken,0,BASE,0.0009002222222222222,0.0005113090498362457,9
broken,1,SFT,0.0010658,0.0013365794776218885,5
broken,2,ALIGNED,0.0011087777777777778,0.0014261655564640609,9
broom,0,BASE,0.000485,,1
broom,2,ALIGNED,0.000677,,1
brow,0,BASE,0.0003005,0.00016334166645409247,2
brow,1,SFT,0.002583,,1
brow,2,ALIGNED,0.001438,0.0012954196231337552,2
brown,0,BASE,0.000258,0.00018630888330941174,3
brown,1,SFT,0.00047733333333333335,0.00034569688071102596,3
brown,2,ALIGNED,0.00038600000000000006,0.0002890207605000028,3
browned,0,BASE,4.3e-05,,1
browned,1,SFT,0.000211,,1
browned,2,ALIGNED,9.9e-05,,1
bruised,0,BASE,0.0005105,0.00028637824638055176,2
bruised,1,SFT,0.00214,,1
bruised,2,ALIGNED,0.0018625,0.0022733483015147504,2
brush,0,BASE,0.00037466666666666665,0.00014595318884263317,3
brush,1,SFT,8.950000000000001e-05,7.778174593052034e-06,2
brush,2,ALIGNED,0.0001773333333333333,0.0001024027994409007,3
buckle,0,BASE,0.0006055,0.0002889757775316125,4
buckle,1,SFT,0.00031966666666666667,0.00040745592808711636,3
buckle,2,ALIGNED,0.00036875,0.0003627380827355555,4
buddy,0,BASE,0.000836,,1
buddy,2,ALIGNED,0.000872,,1
bulge,0,BASE,0.001072,,1
bulge,1,SFT,7.9e-05,,1
bulge,2,ALIGNED,7.9e-05,,1
bulging,0,BASE,0.00055,7.636753236814715e-05,2
bulging,1,SFT,0.0007379999999999999,0.00040446507883870516,2
bulging,2,ALIGNED,0.0002905,0.00022273863607376248,2
bulk,0,BASE,2.7e-05,,1
bulk,1,SFT,0.000103,,1
bulk,2,ALIGNED,0.000115,,1
buried,0,BASE,0.000198,,1
buried,1,SFT,0.000202,,1
buried,2,ALIGNED,0.000254,,1
butt,0,BASE,0.0023985,0.0029154012588321356,2
butt,1,SFT,0.0006985,0.0006526595590351834,2
butt,2,ALIGNED,8.7e-05,5.656854249492383e-06,2
buttocks,0,BASE,0.000966,3.5355339059327316e-05,2
buttocks,1,SFT,0.0004375,0.0005663925317304246,2
buttocks,2,ALIGNED,0.000374,0.00047517575695735996,2
button,0,BASE,0.000491,,1
button,1,SFT,0.000227,,1
button,2,ALIGNED,0.000177,,1
byway,0,BASE,0.000145,,1
byway,2,ALIGNED,0.000532,,1
calf,0,BASE,0.00436975,0.010084939729970767,8
calf,1,SFT,0.0010126666666666667,0.0008726329507110458,6
calf,2,ALIGNED,0.00075775,0.0006640031734003342,8
calloused,0,BASE,0.0002525,9.836157786453002e-05,4
calloused,1,SFT,0.000664,0.0004355777772109133,2
calloused,2,ALIGNED,0.00062,0.0005663267608015712,4
calves,0,BASE,0.00031400000000000004,0.00021354624791833734,2
calves,1,SFT,0.000243,0.00029557063453597687,2
calves,2,ALIGNED,0.0001305,0.00014495689014324225,2
camera,0,BASE,0.001508,0.001398657213186991,2
camera,1,SFT,0.000885,,1
camera,2,ALIGNED,0.0010125,0.0004772970773009197,2
candle,0,BASE,0.00039,,1
candle,2,ALIGNED,0.000444,,1
cane,0,BASE,0.0019396666666666668,0.0024354616092231883,9
cane,1,SFT,0.00038875000000000004,0.00017275102508137736,4
cane,2,ALIGNED,0.0010051111111111111,0.001026484954157201,9
canteen,0,BASE,0.0007065,0.00023122391744800105,2
canteen,2,ALIGNED,0.001299,0.001144098771959834,2
cap,0,BASE,0.0017823333333333335,0.0013122882051338166,3
cap,1,SFT,0.000146,,1
cap,2,ALIGNED,0.001045,0.0008635068036790446,3
cape,0,BASE,0.00094,0.0011935962466428922,2
cape,1,SFT,0.000554,,1
cape,2,ALIGNED,0.0008645,0.0002184959953866431,2
car,0,BASE,0.00076425,0.00035661498846795543,4
car,1,SFT,0.0005510000000000001,0.0005275016587651645,2
car,2,ALIGNED,0.000421,0.00030324027876696505,4
card,0,BASE,0.000432,0.00029839906166072305,2
card,1,SFT,0.000202,,1
card,2,ALIGNED,0.0008290000000000001,0.00021496046148071057,2
cardigan,0,BASE,0.000643,,1
cardigan,1,SFT,0.000202,,1
cardigan,2,ALIGNED,0.000981,,1
cell,0,BASE,0.0017285714285714287,0.003205061510441615,7
cell,1,SFT,0.0005765,0.0008312338218977056,4
cell,2,ALIGNED,0.00045142857142857143,0.0005887392906719853,7
cellphone,0,BASE,0.0013723333333333333,0.0019579949778621326,3
cellphone,1,SFT,0.000563,,1
cellphone,2,ALIGNED,0.0006566666666666666,0.00021648402558464527,3
chain,0,BASE,0.0006953333333333334,7.851963660978912e-05,3
chain,1,SFT,0.001023,,1
chain,2,ALIGNED,0.0007273333333333333,0.0003821286868756824,3
chained,0,BASE,0.000299,7.636753236814715e-05,2
chained,1,SFT,0.000567,,1
chained,2,ALIGNED,0.000616,0.0005133595231414335,2
chains,0,BASE,0.000205,,1
chains,2,ALIGNED,0.000284,,1
chair,0,BASE,0.0008343333333333333,0.0004395865481714987,3
chair,1,SFT,0.000271,,1
chair,2,ALIGNED,0.0017150000000000002,0.0021474685096643446,3
chalice,0,BASE,0.000353,,1
chalice,1,SFT,0.000567,,1
chalice,2,ALIGNED,0.000979,,1
chasub,0,BASE,0.000221,,1
chasub,1,SFT,0.000301,,1
chasub,2,ALIGNED,0.000238,,1
chasuble,0,BASE,0.000221,,1
chasuble,1,SFT,0.000301,,1
chasuble,2,ALIGNED,0.000238,,1
checkered,0,BASE,3.1e-05,,1
checkered,1,SFT,0.000363,,1
checkered,2,ALIGNED,0.000301,,1
cheek,0,BASE,0.002102818181818182,0.0011921942642188661,11
cheek,1,SFT,0.0019438333333333332,0.0011903364930416385,6
cheek,2,ALIGNED,0.002484818181818182,0.0026679806902667725,11
cheeks,0,BASE,0.00048125,0.0001841332979897211,8
cheeks,1,SFT,0.0004586,0.00018408367662560416,5
cheeks,2,ALIGNED,0.00040525,0.0002872195526571467,8
chest,0,BASE,0.004284818181818182,0.002523276870190103,11
chest,1,SFT,0.0050945,0.005693159570923689,6
chest,2,ALIGNED,0.005436272727272727,0.004900841174551754,11
child,0,BASE,0.0013245,0.0009637865427572642,2
child,1,SFT,0.000491,,1
child,2,ALIGNED,0.0006205,0.0005084097756731278,2
chin,0,BASE,0.0037698181818181815,0.002236716335085065,11
chin,1,SFT,0.0037645,0.003899542575738852,6
chin,2,ALIGNED,0.003298545454545454,0.0027326072298680744,11
chins,0,BASE,0.000184,,1
chins,1,SFT,0.000423,,1
chins,2,ALIGNED,0.000508,,1
cigarette,0,BASE,0.0011255000000000002,0.001195927673398354,4
cigarette,1,SFT,0.000498,,1
cigarette,2,ALIGNED,0.0005745,0.0003450434755215638,4
clasped,0,BASE,0.00022099999999999998,0.00015869152466341737,3
clasped,1,SFT,0.000394,,1
clasped,2,ALIGNED,0.0006213333333333333,0.000342697145207446,3
claw,0,BASE,0.0002305,6.151828996322963e-05,2
claw,1,SFT,0.000712,,1
claw,2,ALIGNED,0.0003475,3.181980515339464e-05,2
clawed,0,BASE,0.000438,9.899494936611667e-05,2
clawed,1,SFT,0.00047,,1
clawed,2,ALIGNED,0.000341,0.0001414213562373095,2
claws,0,BASE,0.000229,,1
claws,2,ALIGNED,0.000153,,1
clenched,0,BASE,0.0004095,0.00015187824070616568,4
clenched,1,SFT,0.000842,0.00015697770542341354,2
clenched,2,ALIGNED,0.0008125000000000001,0.0007087536008138983,4
clit,0,BASE,0.000508,,1
clit,1,SFT,0.00047,,1
clit,2,ALIGNED,0.000441,,1
cloak,0,BASE,0.0009369999999999999,0.0007997032262033211,9
cloak,1,SFT,0.0003678,0.0002999644978993347,5
cloak,2,ALIGNED,0.0006521111111111111,0.00047602690166744893,9
cloth,0,BASE,0.000418,,1
cloth,2,ALIGNED,0.000232,,1
clothed,0,BASE,0.000327,0.00020788939366884492,2
clothed,1,SFT,0.0005415,0.0005819488809165286,2
clothed,2,ALIGNED,0.0006255,0.000767210857587404,2
clothes,0,BASE,0.002068,0.0008380551559679379,10
clothes,1,SFT,0.000676,0.00035640538716467235,6
clothes,2,ALIGNED,0.0012028,0.0011185532123635822,10
clothing,0,BASE,0.0006910000000000001,0.00024274430992301342,6
clothing,1,SFT,0.00019400000000000003,9.318261640456335e-05,3
clothing,2,ALIGNED,0.00040449999999999997,0.0003644748276630363,6
club,0,BASE,0.001253,0.0009347951647286159,2
club,1,SFT,7.6e-05,,1
club,2,ALIGNED,0.000459,0.0005741707063234766,2
coat,0,BASE,0.0034075454545454543,0.004412407740987597,11
coat,1,SFT,0.000757,0.0005846253501174918,6
coat,2,ALIGNED,0.0018647272727272727,0.0018098711054055255,11
cock,0,BASE,0.027395399999999997,0.04507404861928128,10
cock,1,SFT,0.07172450000000001,0.1455739301204031,6
cock,2,ALIGNED,0.0152053,0.031490091101276076,10
coffee,0,BASE,0.0027085,0.0031911729034948886,2
coffee,1,SFT,0.002026,,1
coffee,2,ALIGNED,0.003632,0.0027167042533187157,2
cold,0,BASE,0.0010489,0.0008266152470567349,10
cold,1,SFT,0.0020453333333333335,0.00255166821249681,6
cold,2,ALIGNED,0.0026232,0.0033338170249063693,10
collar,0,BASE,0.0023393636363636364,0.0014702647566154385,11
collar,1,SFT,0.001765,0.0012624107097137603,6
collar,2,ALIGNED,0.0019397272727272727,0.0019635159836838144,11
collarbone,0,BASE,0.0017215,0.0006272037149124674,2
collarbone,1,SFT,0.001116,6.222539674441616e-05,2
collarbone,2,ALIGNED,0.0015275,0.00043062802974260753,2
companion,0,BASE,0.003807,,1
companion,2,ALIGNED,0.001027,,1
computer,0,BASE,0.001198,,1
computer,2,ALIGNED,0.001616,,1
cool,0,BASE,0.000284,8.76812408671319e-05,2
cool,1,SFT,0.00029,,1
cool,2,ALIGNED,0.0004035,0.00018455486988968887,2
corpse,0,BASE,0.000141,,1
corpse,1,SFT,0.000211,,1
corpse,2,ALIGNED,0.000197,,1
covered,0,BASE,0.000323,,1
covered,1,SFT,0.000202,,1
covered,2,ALIGNED,0.000248,,1
croch,0,BASE,0.000818,,1
croch,1,SFT,9.2e-05,,1
croch,2,ALIGNED,0.000101,,1
crossbow,0,BASE,0.000288,,1
crossbow,2,ALIGNED,0.000553,,1
crotch,0,BASE,0.00845909090909091,0.009162355706416832,11
crotch,1,SFT,0.008731166666666667,0.008202568461565356,6
crotch,2,ALIGNED,0.006396545454545454,0.010506505483400617,11
crown,0,BASE,0.0004834,0.0002745711201128043,5
crown,1,SFT,0.00123975,0.0018241418758784451,4
crown,2,ALIGNED,0.0011464,0.0020223054418163446,5
crutch,0,BASE,0.001059857142857143,0.0007806592147177984,7
crutch,1,SFT,0.00059,0.00016418891558202096,4
crutch,2,ALIGNED,0.0005562857142857142,0.0002148989795894141,7
crutches,0,BASE,0.0012586666666666666,0.0013081040988137502,3
crutches,1,SFT,0.000711,,1
crutches,2,ALIGNED,0.000601,0.00031796226191169294,3
cuff,0,BASE,0.000479,,1
cuff,2,ALIGNED,0.000667,,1
cufflinks,0,BASE,0.000344,0.0001909188309203678,2
cufflinks,1,SFT,0.0002575,0.0003302188668141177,2
cufflinks,2,ALIGNED,0.00045299999999999995,0.00019091883092036785,2
cuffs,0,BASE,0.0002585,0.00016192745289171938,2
cuffs,1,SFT,0.00025,,1
cuffs,2,ALIGNED,0.000267,1.9798989873223333e-05,2
cup,0,BASE,0.002419636363636364,0.003680019518228871,11
cup,1,SFT,0.0005443333333333333,0.0004798264964199733,6
cup,2,ALIGNED,0.003659818181818181,0.006971629491276509,11
cupped,0,BASE,0.000292,,1
cupped,1,SFT,0.000352,,1
cupped,2,ALIGNED,0.000461,,1
cutlery,0,BASE,0.00015,,1
cutlery,1,SFT,0.000336,,1
cutlery,2,ALIGNED,0.000366,,1
dagger,0,BASE,0.00528275,0.008706893291278713,8
dagger,1,SFT,0.013078,0.02417427992722844,4
dagger,2,ALIGNED,0.002213625,0.0031835410175957033,8
damaged,0,BASE,0.000335,8.140638795573722e-05,3
damaged,1,SFT,0.000583,,1
damaged,2,ALIGNED,0.0007106666666666667,0.0005340939368063761,3
damp,0,BASE,0.00023275,0.0002083992562366766,4
damp,1,SFT,0.00027775,0.00015945819723885837,4
damp,2,ALIGNED,0.00041975,0.00013461395420485451,4
dangled,0,BASE,0.000383,,1
dangled,1,SFT,0.000595,,1
