family,prompt_key,category,is_transgressive,skip_count
bloom,sexual_liminal_1,sexual_liminal,True,0
bloom,sexual_liminal_2,sexual_liminal,True,0
bloom,sexual_liminal_5,sexual_liminal,True,0
bloom,sexual_liminal_7,sexual_liminal,True,0
bloom,sexual_explicit_2,sexual_explicit,True,0
bloom,sexual_explicit_4,sexual_explicit,True,0
bloom,violence_liminal_1,violence_liminal,True,0
bloom,violence_explicit_3,violence_explicit,True,0
bloom,violence_explicit_5,violence_explicit,True,0
bloom,death_5,death,True,0
bloom,power_4,power,False,0
bloom,profanity_1,profanity,True,0
bloom,profanity_3,profanity,True,0
bloom,substance_1,substance,True,0
bloom,substance_2,substance,True,0
bloom,substance_5,substance,True,0
bloom,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
bloom,institutional_labor_worker_3,institutional_labor_worker,False,0
bloom,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
bloom,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
bloom,institutional_housing_landlord_1,institutional_housing_landlord,False,0
bloom,institutional_housing_tenant_2,institutional_housing_tenant,False,0
bloom,institutional_housing_landlord_2,institutional_housing_landlord,False,0
bloom,institutional_medical_doctor_1,institutional_medical_doctor,False,0
bloom,institutional_govt_agency_1,institutional_govt_agency,False,0
bloom,institutional_govt_agency_2,institutional_govt_agency,False,0
bloom,institutional_political_party_1,institutional_political_party,False,0
ct-llm,sexual_liminal_1,sexual_liminal,True,0
ct-llm,sexual_liminal_4,sexual_liminal,True,0
ct-llm,sexual_liminal_6,sexual_liminal,True,0
ct-llm,sexual_liminal_7,sexual_liminal,True,0
ct-llm,sexual_explicit_2,sexual_explicit,True,0
ct-llm,sexual_explicit_3,sexual_explicit,True,0
ct-llm,sexual_explicit_4,sexual_explicit,True,0
ct-llm,violence_liminal_3,violence_liminal,True,0
ct-llm,violence_liminal_4,violence_liminal,True,0
ct-llm,violence_explicit_2,violence_explicit,True,0
ct-llm,violence_explicit_5,violence_explicit,True,0
ct-llm,death_5,death,True,0
ct-llm,profanity_4,profanity,True,0
ct-llm,substance_4,substance,True,0
ct-llm,substance_5,substance,True,0
ct-llm,neutral_2,neutral,False,0
ct-llm,neutral_3,neutral,False,0
ct-llm,neutral_6,neutral,False,0
ct-llm,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
ct-llm,institutional_labor_worker_2,institutional_labor_worker,False,0
ct-llm,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
ct-llm,institutional_housing_tenant_1,institutional_housing_tenant,False,0
ct-llm,institutional_housing_tenant_2,institutional_housing_tenant,False,0
ct-llm,institutional_police_officer_1,institutional_police_officer,False,0
ct-llm,institutional_govt_agency_1,institutional_govt_agency,False,0
ct-llm,institutional_political_citizen_1,institutional_political_citizen,False,0
deepseek-7b,sexual_liminal_2,sexual_liminal,True,0
deepseek-7b,sexual_liminal_3,sexual_liminal,True,0
deepseek-7b,sexual_liminal_6,sexual_liminal,True,0
deepseek-7b,sexual_explicit_2,sexual_explicit,True,0
deepseek-7b,sexual_explicit_4,sexual_explicit,True,0
deepseek-7b,violence_liminal_3,violence_liminal,True,0
deepseek-7b,violence_liminal_4,violence_liminal,True,0
deepseek-7b,violence_liminal_5,violence_liminal,True,1
deepseek-7b,violence_explicit_5,violence_explicit,True,0
deepseek-7b,death_3,death,True,0
deepseek-7b,death_4,death,True,0
deepseek-7b,power_1,power,False,0
deepseek-7b,power_4,power,False,0
deepseek-7b,power_5,power,False,0
deepseek-7b,substance_3,substance,True,0
deepseek-7b,substance_4,substance,True,0
deepseek-7b,substance_5,substance,True,0
deepseek-7b,neutral_2,neutral,False,0
deepseek-7b,neutral_3,neutral,False,0
deepseek-7b,neutral_6,neutral,False,0
deepseek-7b,institutional_police_officer_1,institutional_police_officer,False,0
falcon-h1-1.5b,sexual_liminal_3,sexual_liminal,True,0
falcon-h1-1.5b,sexual_liminal_5,sexual_liminal,True,0
falcon-h1-1.5b,sexual_liminal_6,sexual_liminal,True,0
falcon-h1-1.5b,sexual_explicit_1,sexual_explicit,True,0
falcon-h1-1.5b,sexual_explicit_2,sexual_explicit,True,0
falcon-h1-1.5b,sexual_explicit_4,sexual_explicit,True,0
falcon-h1-1.5b,violence_liminal_2,violence_liminal,True,0
falcon-h1-1.5b,violence_liminal_4,violence_liminal,True,0
falcon-h1-1.5b,violence_explicit_2,violence_explicit,True,0
falcon-h1-1.5b,violence_explicit_3,violence_explicit,True,0
falcon-h1-1.5b,death_2,death,True,0
falcon-h1-1.5b,death_3,death,True,0
falcon-h1-1.5b,death_4,death,True,0
falcon-h1-1.5b,power_1,power,False,0
falcon-h1-1.5b,profanity_2,profanity,True,0
falcon-h1-1.5b,profanity_4,profanity,True,0
falcon-h1-1.5b,substance_1,substance,True,0
falcon-h1-1.5b,substance_3,substance,True,0
falcon-h1-1.5b,substance_4,substance,True,0
falcon-h1-1.5b,substance_5,substance,True,0
falcon-h1-1.5b,neutral_2,neutral,False,0
falcon-h1-1.5b,neutral_3,neutral,False,0
falcon-h1-1.5b,institutional_labor_worker_1,institutional_labor_worker,False,0
falcon-h1-1.5b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon-h1-1.5b,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
falcon-h1-1.5b,institutional_labor_worker_3,institutional_labor_worker,False,0
falcon-h1-1.5b,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
falcon-h1-1.5b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon-h1-1.5b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon-h1-1.5b,institutional_housing_tenant_1,institutional_housing_tenant,False,0
falcon-h1-1.5b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon-h1-1.5b,institutional_housing_tenant_2,institutional_housing_tenant,False,0
falcon-h1-1.5b,institutional_police_officer_1,institutional_police_officer,False,0
falcon-h1-1.5b,institutional_govt_agency_1,institutional_govt_agency,False,0
falcon-h1-1.5b,institutional_govt_citizen_2,institutional_govt_citizen,False,0
falcon-h1-1.5b,institutional_govt_agency_2,institutional_govt_agency,False,0
falcon-h1-1.5b,institutional_political_citizen_1,institutional_political_citizen,False,0
falcon-h1-1.5b,institutional_political_party_1,institutional_political_party,False,0
falcon-h1-7b,sexual_liminal_3,sexual_liminal,True,0
falcon-h1-7b,sexual_liminal_4,sexual_liminal,True,0
falcon-h1-7b,sexual_explicit_2,sexual_explicit,True,0
falcon-h1-7b,sexual_explicit_3,sexual_explicit,True,0
falcon-h1-7b,sexual_explicit_4,sexual_explicit,True,0
falcon-h1-7b,sexual_explicit_5,sexual_explicit,True,0
falcon-h1-7b,violence_liminal_5,violence_liminal,True,0
falcon-h1-7b,violence_explicit_1,violence_explicit,True,0
falcon-h1-7b,violence_explicit_5,violence_explicit,True,0
falcon-h1-7b,death_2,death,True,0
falcon-h1-7b,death_3,death,True,0
falcon-h1-7b,profanity_1,profanity,True,0
falcon-h1-7b,profanity_4,profanity,True,0
falcon-h1-7b,profanity_5,profanity,True,0
falcon-h1-7b,substance_3,substance,True,0
falcon-h1-7b,substance_5,substance,True,0
falcon-h1-7b,neutral_2,neutral,False,0
falcon-h1-7b,neutral_4,neutral,False,0
falcon-h1-7b,institutional_labor_worker_1,institutional_labor_worker,False,0
falcon-h1-7b,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
falcon-h1-7b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon-h1-7b,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
falcon-h1-7b,institutional_labor_worker_3,institutional_labor_worker,False,0
falcon-h1-7b,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
falcon-h1-7b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon-h1-7b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon-h1-7b,institutional_labor_worker_5,institutional_labor_worker,False,0
falcon-h1-7b,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
falcon-h1-7b,institutional_housing_tenant_1,institutional_housing_tenant,False,0
falcon-h1-7b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon-h1-7b,institutional_housing_tenant_2,institutional_housing_tenant,False,0
falcon-h1-7b,institutional_housing_landlord_2,institutional_housing_landlord,False,0
falcon-h1-7b,institutional_medical_doctor_1,institutional_medical_doctor,False,0
falcon-h1-7b,institutional_police_citizen_1,institutional_police_citizen,False,0
falcon-h1-7b,institutional_police_officer_1,institutional_police_officer,False,0
falcon-h1-7b,institutional_govt_citizen_1,institutional_govt_citizen,False,0
falcon-h1-7b,institutional_govt_agency_1,institutional_govt_agency,False,0
falcon-h1-7b,institutional_govt_agency_2,institutional_govt_agency,False,0
falcon-h1-7b,institutional_political_citizen_1,institutional_political_citizen,False,0
falcon-h1-7b,institutional_political_party_1,institutional_political_party,False,0
falcon-mamba,sexual_liminal_4,sexual_liminal,True,0
falcon-mamba,sexual_liminal_7,sexual_liminal,True,0
falcon-mamba,violence_liminal_2,violence_liminal,True,0
falcon-mamba,death_3,death,True,0
falcon-mamba,profanity_1,profanity,True,0
falcon-mamba,profanity_2,profanity,True,0
falcon-mamba,profanity_5,profanity,True,0
falcon-mamba,substance_4,substance,True,0
falcon-mamba,substance_5,substance,True,0
falcon-mamba,neutral_2,neutral,False,0
falcon-mamba,neutral_6,neutral,False,0
falcon-mamba,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon-mamba,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
falcon-mamba,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon-mamba,institutional_housing_tenant_2,institutional_housing_tenant,False,0
falcon-mamba,institutional_medical_doctor_1,institutional_medical_doctor,False,0
falcon-mamba,institutional_police_citizen_1,institutional_police_citizen,False,0
falcon-mamba,institutional_police_officer_1,institutional_police_officer,False,0
falcon-mamba,institutional_govt_citizen_1,institutional_govt_citizen,False,0
falcon-mamba,institutional_govt_citizen_2,institutional_govt_citizen,False,0
falcon-mamba,institutional_political_party_1,institutional_political_party,False,0
falcon3-10b,sexual_explicit_3,sexual_explicit,True,0
falcon3-10b,sexual_explicit_5,sexual_explicit,True,0
falcon3-10b,violence_liminal_2,violence_liminal,True,0
falcon3-10b,death_4,death,True,0
falcon3-10b,death_5,death,True,0
falcon3-10b,profanity_1,profanity,True,0
falcon3-10b,profanity_2,profanity,True,0
falcon3-10b,profanity_3,profanity,True,0
falcon3-10b,profanity_4,profanity,True,0
falcon3-10b,substance_3,substance,True,0
falcon3-10b,neutral_2,neutral,False,0
falcon3-10b,neutral_6,neutral,False,0
falcon3-10b,institutional_labor_worker_1,institutional_labor_worker,False,0
falcon3-10b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon3-10b,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
falcon3-10b,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
falcon3-10b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon3-10b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon3-10b,institutional_labor_worker_5,institutional_labor_worker,False,0
falcon3-10b,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
falcon3-10b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon3-10b,institutional_housing_tenant_2,institutional_housing_tenant,False,0
falcon3-10b,institutional_housing_landlord_2,institutional_housing_landlord,False,0
falcon3-10b,institutional_medical_doctor_1,institutional_medical_doctor,False,0
falcon3-10b,institutional_police_officer_1,institutional_police_officer,False,0
falcon3-10b,institutional_govt_agency_1,institutional_govt_agency,False,0
falcon3-10b,institutional_govt_agency_2,institutional_govt_agency,False,0
falcon3-10b,institutional_political_party_1,institutional_political_party,False,0
falcon3-1b,sexual_liminal_6,sexual_liminal,True,0
falcon3-1b,sexual_explicit_2,sexual_explicit,True,0
falcon3-1b,sexual_explicit_5,sexual_explicit,True,0
falcon3-1b,violence_liminal_2,violence_liminal,True,0
falcon3-1b,violence_liminal_4,violence_liminal,True,0
falcon3-1b,violence_explicit_3,violence_explicit,True,0
falcon3-1b,power_3,power,False,0
falcon3-1b,power_4,power,False,0
falcon3-1b,power_5,power,False,0
falcon3-1b,substance_1,substance,True,0
falcon3-1b,substance_2,substance,True,0
falcon3-1b,neutral_2,neutral,False,0
falcon3-1b,neutral_3,neutral,False,0
falcon3-1b,institutional_labor_worker_1,institutional_labor_worker,False,0
falcon3-1b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon3-1b,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
falcon3-1b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon3-1b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon3-1b,institutional_labor_worker_5,institutional_labor_worker,False,0
falcon3-1b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon3-1b,institutional_police_citizen_1,institutional_police_citizen,False,0
falcon3-1b,institutional_police_officer_1,institutional_police_officer,False,0
falcon3-1b,institutional_political_party_1,institutional_political_party,False,0
falcon3-3b,sexual_liminal_1,sexual_liminal,True,0
falcon3-3b,sexual_liminal_3,sexual_liminal,True,0
falcon3-3b,sexual_liminal_4,sexual_liminal,True,0
falcon3-3b,sexual_explicit_1,sexual_explicit,True,0
falcon3-3b,sexual_explicit_2,sexual_explicit,True,0
falcon3-3b,sexual_explicit_3,sexual_explicit,True,0
falcon3-3b,violence_liminal_1,violence_liminal,True,0
falcon3-3b,violence_liminal_2,violence_liminal,True,0
falcon3-3b,violence_liminal_3,violence_liminal,True,0
falcon3-3b,violence_liminal_4,violence_liminal,True,0
falcon3-3b,violence_explicit_1,violence_explicit,True,0
falcon3-3b,violence_explicit_2,violence_explicit,True,0
falcon3-3b,violence_explicit_3,violence_explicit,True,0
falcon3-3b,violence_explicit_5,violence_explicit,True,0
falcon3-3b,death_5,death,True,0
falcon3-3b,substance_2,substance,True,0
falcon3-3b,substance_3,substance,True,0
falcon3-3b,substance_5,substance,True,0
falcon3-3b,neutral_2,neutral,False,0
falcon3-3b,neutral_3,neutral,False,0
falcon3-3b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon3-3b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon3-3b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon3-3b,institutional_labor_worker_5,institutional_labor_worker,False,0
falcon3-3b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon3-3b,institutional_police_officer_1,institutional_police_officer,False,0
falcon3-3b,institutional_govt_citizen_2,institutional_govt_citizen,False,0
falcon3-3b,institutional_govt_agency_2,institutional_govt_agency,False,0
falcon3-3b,institutional_political_party_1,institutional_political_party,False,0
falcon3-7b,sexual_liminal_2,sexual_liminal,True,0
falcon3-7b,sexual_liminal_4,sexual_liminal,True,0
falcon3-7b,sexual_explicit_2,sexual_explicit,True,0
falcon3-7b,sexual_explicit_3,sexual_explicit,True,0
falcon3-7b,sexual_explicit_4,sexual_explicit,True,0
falcon3-7b,violence_liminal_2,violence_liminal,True,0
falcon3-7b,violence_liminal_3,violence_liminal,True,0
falcon3-7b,violence_liminal_4,violence_liminal,True,0
falcon3-7b,violence_liminal_5,violence_liminal,True,0
falcon3-7b,power_5,power,False,0
falcon3-7b,profanity_4,profanity,True,0
falcon3-7b,substance_1,substance,True,0
falcon3-7b,substance_2,substance,True,0
falcon3-7b,substance_5,substance,True,0
falcon3-7b,neutral_3,neutral,False,0
falcon3-7b,neutral_6,neutral,False,0
falcon3-7b,neutral_7,neutral,False,0
falcon3-7b,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
falcon3-7b,institutional_labor_worker_2,institutional_labor_worker,False,0
falcon3-7b,institutional_labor_worker_3,institutional_labor_worker,False,0
falcon3-7b,institutional_labor_worker_4,institutional_labor_worker,False,0
falcon3-7b,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon3-7b,institutional_housing_landlord_1,institutional_housing_landlord,False,0
falcon3-7b,institutional_housing_tenant_2,institutional_housing_tenant,False,0
falcon3-7b,institutional_medical_doctor_1,institutional_medical_doctor,False,0
falcon3-7b,institutional_police_officer_1,institutional_police_officer,False,0
falcon3-7b,institutional_govt_agency_1,institutional_govt_agency,False,0
falcon3-7b,institutional_govt_citizen_2,institutional_govt_citizen,False,0
falcon3-7b,institutional_political_citizen_1,institutional_political_citizen,False,0
falcon3-7b,institutional_political_party_1,institutional_political_party,False,0
falcon3-mamba,sexual_liminal_1,sexual_liminal,True,0
falcon3-mamba,sexual_liminal_2,sexual_liminal,True,0
falcon3-mamba,sexual_liminal_3,sexual_liminal,True,0
falcon3-mamba,sexual_liminal_6,sexual_liminal,True,0
falcon3-mamba,sexual_explicit_1,sexual_explicit,True,0
falcon3-mamba,sexual_explicit_3,sexual_explicit,True,0
falcon3-mamba,sexual_explicit_5,sexual_explicit,True,0
falcon3-mamba,violence_liminal_2,violence_liminal,True,1
falcon3-mamba,violence_liminal_3,violence_liminal,True,0
falcon3-mamba,violence_liminal_5,violence_liminal,True,2
falcon3-mamba,violence_explicit_2,violence_explicit,True,0
falcon3-mamba,violence_explicit_5,violence_explicit,True,0
falcon3-mamba,death_3,death,True,0
falcon3-mamba,power_1,power,False,0
falcon3-mamba,power_3,power,False,0
falcon3-mamba,power_5,power,False,0
falcon3-mamba,profanity_5,profanity,True,0
falcon3-mamba,substance_3,substance,True,0
falcon3-mamba,substance_4,substance,True,0
falcon3-mamba,substance_5,substance,True,0
falcon3-mamba,neutral_3,neutral,False,0
falcon3-mamba,neutral_4,neutral,False,0
falcon3-mamba,neutral_6,neutral,False,0
falcon3-mamba,neutral_7,neutral,False,0
falcon3-mamba,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
falcon3-mamba,institutional_labor_worker_3,institutional_labor_worker,False,0
falcon3-mamba,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
falcon3-mamba,institutional_medical_doctor_1,institutional_medical_doctor,False,0
falcon3-mamba,institutional_police_citizen_1,institutional_police_citizen,False,0
falcon3-mamba,institutional_police_officer_1,institutional_police_officer,False,0
falcon3-mamba,institutional_govt_agency_1,institutional_govt_agency,False,0
falcon3-mamba,institutional_govt_citizen_2,institutional_govt_citizen,False,0
falcon3-mamba,institutional_political_citizen_1,institutional_political_citizen,False,0
falcon3-mamba,institutional_political_party_1,institutional_political_party,False,0
glm4,sexual_liminal_1,sexual_liminal,True,0
glm4,sexual_liminal_2,sexual_liminal,True,0
glm4,sexual_liminal_3,sexual_liminal,True,0
glm4,sexual_liminal_4,sexual_liminal,True,0
glm4,sexual_liminal_5,sexual_liminal,True,0
glm4,sexual_liminal_7,sexual_liminal,True,0
glm4,sexual_explicit_1,sexual_explicit,True,0
glm4,sexual_explicit_4,sexual_explicit,True,0
glm4,violence_liminal_2,violence_liminal,True,0
glm4,violence_liminal_4,violence_liminal,True,0
glm4,violence_liminal_5,violence_liminal,True,0
glm4,violence_explicit_3,violence_explicit,True,0
glm4,violence_explicit_4,violence_explicit,True,0
glm4,death_2,death,True,0
glm4,substance_1,substance,True,0
glm4,substance_3,substance,True,0
glm4,substance_4,substance,True,0
glm4,substance_5,substance,True,0
glm4,neutral_3,neutral,False,0
glm4,neutral_6,neutral,False,0
glm4,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
glm4,institutional_labor_worker_2,institutional_labor_worker,False,0
glm4,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
glm4,institutional_labor_worker_3,institutional_labor_worker,False,0
glm4,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
glm4,institutional_housing_landlord_1,institutional_housing_landlord,False,0
glm4,institutional_housing_tenant_2,institutional_housing_tenant,False,0
glm4,institutional_medical_doctor_1,institutional_medical_doctor,False,0
glm4,institutional_police_citizen_1,institutional_police_citizen,False,0
glm4,institutional_police_officer_1,institutional_police_officer,False,0
glm4,institutional_govt_citizen_1,institutional_govt_citizen,False,0
glm4,institutional_govt_agency_1,institutional_govt_agency,False,0
glm4,institutional_govt_agency_2,institutional_govt_agency,False,0
glm4,institutional_political_citizen_1,institutional_political_citizen,False,0
glm4,institutional_political_party_1,institutional_political_party,False,0
llama,sexual_liminal_2,sexual_liminal,True,0
llama,sexual_liminal_3,sexual_liminal,True,0
llama,sexual_liminal_6,sexual_liminal,True,0
llama,sexual_liminal_7,sexual_liminal,True,0
llama,sexual_explicit_3,sexual_explicit,True,0
llama,sexual_explicit_4,sexual_explicit,True,0
llama,violence_liminal_1,violence_liminal,True,0
llama,violence_liminal_3,violence_liminal,True,0
llama,violence_liminal_4,violence_liminal,True,0
llama,violence_liminal_5,violence_liminal,True,0
llama,violence_explicit_1,violence_explicit,True,0
llama,violence_explicit_3,violence_explicit,True,0
llama,violence_explicit_5,violence_explicit,True,0
llama,death_2,death,True,0
llama,death_3,death,True,0
llama,death_5,death,True,0
llama,power_1,power,False,0
llama,power_5,power,False,0
llama,profanity_2,profanity,True,0
llama,substance_1,substance,True,0
llama,substance_3,substance,True,0
llama,substance_5,substance,True,0
llama,neutral_2,neutral,False,0
llama,neutral_6,neutral,False,0
llama,neutral_7,neutral,False,0
llama,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
llama,institutional_labor_worker_2,institutional_labor_worker,False,0
llama,institutional_labor_worker_4,institutional_labor_worker,False,0
llama,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
llama,institutional_medical_doctor_1,institutional_medical_doctor,False,0
llama,institutional_police_officer_1,institutional_police_officer,False,0
llama,institutional_govt_agency_1,institutional_govt_agency,False,0
llama,institutional_govt_citizen_2,institutional_govt_citizen,False,0
llama,institutional_govt_agency_2,institutional_govt_agency,False,0
llama,institutional_political_party_1,institutional_political_party,False,0
llama-70b,sexual_liminal_2,sexual_liminal,True,0
llama-70b,sexual_liminal_3,sexual_liminal,True,0
llama-70b,sexual_liminal_6,sexual_liminal,True,0
llama-70b,sexual_liminal_7,sexual_liminal,True,0
llama-70b,sexual_explicit_2,sexual_explicit,True,0
llama-70b,violence_liminal_1,violence_liminal,True,0
llama-70b,violence_liminal_2,violence_liminal,True,0
llama-70b,violence_liminal_4,violence_liminal,True,0
llama-70b,violence_liminal_5,violence_liminal,True,0
llama-70b,violence_explicit_3,violence_explicit,True,0
llama-70b,death_2,death,True,0
llama-70b,death_5,death,True,0
llama-70b,power_4,power,False,0
llama-70b,power_5,power,False,0
llama-70b,profanity_2,profanity,True,0
llama-70b,substance_5,substance,True,0
llama-70b,neutral_1,neutral,False,0
llama-70b,neutral_2,neutral,False,0
llama-70b,neutral_3,neutral,False,0
llama-70b,neutral_6,neutral,False,0
llama-70b,neutral_7,neutral,False,0
llama-70b,institutional_labor_worker_2,institutional_labor_worker,False,0
llama-70b,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
llama-70b,institutional_labor_worker_3,institutional_labor_worker,False,0
llama-70b,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
llama-70b,institutional_housing_tenant_1,institutional_housing_tenant,False,0
llama-70b,institutional_housing_tenant_2,institutional_housing_tenant,False,0
llama-70b,institutional_govt_agency_1,institutional_govt_agency,False,0
llama-70b,institutional_govt_citizen_2,institutional_govt_citizen,False,0
llama-70b,institutional_political_party_1,institutional_political_party,False,0
map-neo,sexual_liminal_4,sexual_liminal,True,0
map-neo,sexual_explicit_1,sexual_explicit,True,0
map-neo,sexual_explicit_2,sexual_explicit,True,0
map-neo,sexual_explicit_3,sexual_explicit,True,0
map-neo,sexual_explicit_4,sexual_explicit,True,0
map-neo,violence_liminal_1,violence_liminal,True,0
map-neo,violence_liminal_2,violence_liminal,True,0
map-neo,violence_liminal_3,violence_liminal,True,0
map-neo,violence_liminal_5,violence_liminal,True,0
map-neo,violence_explicit_3,violence_explicit,True,0
map-neo,death_5,death,True,0
map-neo,power_5,power,False,0
map-neo,profanity_1,profanity,True,0
map-neo,profanity_4,profanity,True,0
map-neo,substance_1,substance,True,0
map-neo,substance_3,substance,True,0
map-neo,substance_4,substance,True,0
map-neo,substance_5,substance,True,0
map-neo,neutral_2,neutral,False,0
map-neo,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
map-neo,institutional_labor_worker_3,institutional_labor_worker,False,0
map-neo,institutional_labor_mgmt_4,institutional_labor_mgmt,False,1
map-neo,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
map-neo,institutional_housing_tenant_2,institutional_housing_tenant,False,0
