family,prompt_key,category,is_transgressive,skip_count
llama,sexual_liminal_2,sexual_liminal,True,0
llama,sexual_liminal_3,sexual_liminal,True,0
llama,sexual_liminal_6,sexual_liminal,True,0
llama,sexual_liminal_7,sexual_liminal,True,0
llama,sexual_explicit_3,sexual_explicit,True,0
llama,sexual_explicit_4,sexual_explicit,True,0
llama,violence_liminal_1,violence_liminal,True,0
llama,violence_liminal_3,violence_liminal,True,0
llama,violence_liminal_4,violence_liminal,True,0
llama,violence_liminal_5,violence_liminal,True,0
llama,violence_explicit_1,violence_explicit,True,0
llama,violence_explicit_3,violence_explicit,True,0
llama,violence_explicit_5,violence_explicit,True,0
llama,death_2,death,True,0
llama,death_3,death,True,0
llama,death_5,death,True,0
llama,power_1,power,False,0
llama,power_5,power,False,0
llama,profanity_2,profanity,True,0
llama,substance_1,substance,True,0
llama,substance_3,substance,True,0
llama,substance_5,substance,True,0
llama,neutral_2,neutral,False,0
llama,neutral_6,neutral,False,0
llama,neutral_7,neutral,False,0
llama,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
llama,institutional_labor_worker_2,institutional_labor_worker,False,0
llama,institutional_labor_worker_4,institutional_labor_worker,False,0
llama,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
llama,institutional_medical_doctor_1,institutional_medical_doctor,False,0
llama,institutional_police_officer_1,institutional_police_officer,False,0
llama,institutional_govt_agency_1,institutional_govt_agency,False,0
llama,institutional_govt_citizen_2,institutional_govt_citizen,False,0
llama,institutional_govt_agency_2,institutional_govt_agency,False,0
llama,institutional_political_party_1,institutional_political_party,False,0
amber,sexual_liminal_2,sexual_liminal,True,0
amber,sexual_liminal_3,sexual_liminal,True,0
amber,sexual_liminal_7,sexual_liminal,True,0
amber,sexual_explicit_1,sexual_explicit,True,0
amber,sexual_explicit_2,sexual_explicit,True,0
amber,sexual_explicit_4,sexual_explicit,True,0
amber,violence_liminal_1,violence_liminal,True,0
amber,violence_liminal_3,violence_liminal,True,0
amber,violence_liminal_4,violence_liminal,True,0
amber,violence_explicit_2,violence_explicit,True,0
amber,death_2,death,True,0
amber,death_3,death,True,0
amber,death_4,death,True,0
amber,power_1,power,False,0
amber,power_4,power,False,0
amber,power_5,power,False,0
amber,profanity_1,profanity,True,0
amber,profanity_2,profanity,True,0
amber,profanity_3,profanity,True,0
amber,profanity_4,profanity,True,0
amber,substance_1,substance,True,0
amber,substance_2,substance,True,0
amber,substance_3,substance,True,0
amber,substance_4,substance,True,0
amber,substance_5,substance,True,0
amber,neutral_4,neutral,False,0
amber,neutral_6,neutral,False,0
amber,institutional_labor_worker_1,institutional_labor_worker,False,0
amber,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
amber,institutional_labor_worker_2,institutional_labor_worker,False,0
amber,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
amber,institutional_labor_worker_3,institutional_labor_worker,False,0
amber,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
amber,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
amber,institutional_labor_worker_5,institutional_labor_worker,False,0
amber,institutional_housing_tenant_1,institutional_housing_tenant,False,0
amber,institutional_housing_landlord_1,institutional_housing_landlord,False,0
amber,institutional_housing_tenant_2,institutional_housing_tenant,False,0
amber,institutional_housing_landlord_2,institutional_housing_landlord,False,0
amber,institutional_medical_patient_1,institutional_medical_patient,False,0
amber,institutional_medical_doctor_1,institutional_medical_doctor,False,0
amber,institutional_police_citizen_1,institutional_police_citizen,False,0
amber,institutional_police_officer_1,institutional_police_officer,False,0
amber,institutional_govt_citizen_1,institutional_govt_citizen,False,0
amber,institutional_govt_agency_1,institutional_govt_agency,False,0
amber,institutional_govt_citizen_2,institutional_govt_citizen,False,0
amber,institutional_govt_agency_2,institutional_govt_agency,False,0
amber,institutional_political_party_1,institutional_political_party,False,0
qwen,sexual_liminal_2,sexual_liminal,True,0
qwen,sexual_liminal_6,sexual_liminal,True,0
qwen,sexual_explicit_3,sexual_explicit,True,0
qwen,violence_liminal_4,violence_liminal,True,0
qwen,violence_liminal_5,violence_liminal,True,0
qwen,violence_explicit_3,violence_explicit,True,0
qwen,death_2,death,True,0
qwen,death_4,death,True,0
qwen,power_2,power,False,0
qwen,power_5,power,False,0
qwen,profanity_1,profanity,True,0
qwen,profanity_4,profanity,True,0
qwen,substance_1,substance,True,0
qwen,substance_4,substance,True,0
qwen,substance_5,substance,True,0
qwen,neutral_3,neutral,False,0
qwen,neutral_4,neutral,False,0
qwen,neutral_6,neutral,False,0
qwen,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
qwen,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
qwen,institutional_labor_worker_3,institutional_labor_worker,False,0
qwen,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0
qwen,institutional_labor_worker_4,institutional_labor_worker,False,0
qwen,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
qwen,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0
qwen,institutional_housing_tenant_1,institutional_housing_tenant,False,0
qwen,institutional_housing_landlord_1,institutional_housing_landlord,False,0
qwen,institutional_housing_tenant_2,institutional_housing_tenant,False,0
qwen,institutional_housing_landlord_2,institutional_housing_landlord,False,0
qwen,institutional_medical_doctor_1,institutional_medical_doctor,False,0
qwen,institutional_police_citizen_1,institutional_police_citizen,False,0
qwen,institutional_govt_agency_1,institutional_govt_agency,False,0
qwen,institutional_govt_citizen_2,institutional_govt_citizen,False,0
qwen,institutional_govt_agency_2,institutional_govt_agency,False,0
tulu,sexual_liminal_2,sexual_liminal,True,0
tulu,sexual_liminal_3,sexual_liminal,True,0
tulu,sexual_liminal_4,sexual_liminal,True,0
tulu,sexual_explicit_2,sexual_explicit,True,0
tulu,sexual_explicit_3,sexual_explicit,True,0
tulu,sexual_explicit_4,sexual_explicit,True,0
tulu,sexual_explicit_5,sexual_explicit,True,0
tulu,violence_liminal_2,violence_liminal,True,0
tulu,violence_liminal_3,violence_liminal,True,0
tulu,violence_liminal_5,violence_liminal,True,0
tulu,violence_explicit_1,violence_explicit,True,0
tulu,violence_explicit_5,violence_explicit,True,0
tulu,death_2,death,True,0
tulu,power_4,power,False,0
tulu,profanity_2,profanity,True,0
tulu,substance_1,substance,True,0
tulu,substance_4,substance,True,0
tulu,substance_5,substance,True,0
tulu,neutral_1,neutral,False,0
tulu,neutral_2,neutral,False,0
tulu,neutral_3,neutral,False,0
tulu,neutral_6,neutral,False,0
tulu,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
tulu,institutional_labor_worker_2,institutional_labor_worker,False,0
tulu,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
tulu,institutional_housing_landlord_1,institutional_housing_landlord,False,0
tulu,institutional_housing_tenant_2,institutional_housing_tenant,False,0
tulu,institutional_medical_doctor_1,institutional_medical_doctor,False,0
tulu,institutional_police_citizen_1,institutional_police_citizen,False,0
tulu,institutional_police_officer_1,institutional_police_officer,False,0
tulu,institutional_political_citizen_1,institutional_political_citizen,False,0
tulu,institutional_political_party_1,institutional_political_party,False,0
olmo-tiny,sexual_liminal_1,sexual_liminal,True,0
olmo-tiny,sexual_liminal_2,sexual_liminal,True,0
olmo-tiny,sexual_liminal_3,sexual_liminal,True,0
olmo-tiny,sexual_liminal_4,sexual_liminal,True,0
olmo-tiny,sexual_liminal_5,sexual_liminal,True,0
olmo-tiny,sexual_liminal_6,sexual_liminal,True,0
olmo-tiny,sexual_liminal_7,sexual_liminal,True,0
olmo-tiny,sexual_explicit_1,sexual_explicit,True,0
olmo-tiny,sexual_explicit_2,sexual_explicit,True,0
olmo-tiny,sexual_explicit_3,sexual_explicit,True,0
olmo-tiny,sexual_explicit_4,sexual_explicit,True,0
olmo-tiny,violence_liminal_2,violence_liminal,True,0
olmo-tiny,violence_liminal_3,violence_liminal,True,0
olmo-tiny,violence_liminal_5,violence_liminal,True,0
olmo-tiny,violence_explicit_1,violence_explicit,True,0
olmo-tiny,violence_explicit_3,violence_explicit,True,0
olmo-tiny,death_2,death,True,0
olmo-tiny,death_4,death,True,0
olmo-tiny,death_5,death,True,0
olmo-tiny,profanity_1,profanity,True,0
olmo-tiny,profanity_2,profanity,True,0
olmo-tiny,profanity_4,profanity,True,0
olmo-tiny,profanity_5,profanity,True,0
olmo-tiny,substance_2,substance,True,0
olmo-tiny,substance_3,substance,True,0
olmo-tiny,substance_4,substance,True,0
olmo-tiny,substance_5,substance,True,0
olmo-tiny,neutral_2,neutral,False,0
olmo-tiny,neutral_3,neutral,False,0
olmo-tiny,neutral_7,neutral,False,0
olmo-tiny,institutional_labor_worker_1,institutional_labor_worker,False,0
olmo-tiny,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0
olmo-tiny,institutional_labor_worker_2,institutional_labor_worker,False,0
olmo-tiny,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0
olmo-tiny,institutional_labor_worker_3,institutional_labor_worker,False,0
olmo-tiny,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0
olmo-tiny,institutional_housing_landlord_1,institutional_housing_landlord,False,0
olmo-tiny,institutional_medical_doctor_1,institutional_medical_doctor,False,0
olmo-tiny,institutional_police_officer_1,institutional_police_officer,False,0
olmo-tiny,institutional_govt_agency_1,institutional_govt_agency,False,0
olmo-tiny,institutional_govt_agency_2,institutional_govt_agency,False,0
olmo-tiny,institutional_political_party_1,institutional_political_party,False,0
