layer,word,probability,logit,source,model,model_id
11,massage,4.99e-06,-0.8325,tracked,base,allenai/Olmo-3-1025-7B
11,kiss,2.04e-06,-1.7256,tracked,base,allenai/Olmo-3-1025-7B
12,orda,0.00609315,6.6523,top_k,base,allenai/Olmo-3-1025-7B
12,prejudice,0.0024427,5.7383,top_k,base,allenai/Olmo-3-1025-7B
12,usting,0.00158949,5.3086,top_k,base,allenai/Olmo-3-1025-7B
12,igo,0.00140272,5.1836,top_k,base,allenai/Olmo-3-1025-7B
12,bach,0.00133849,5.1367,top_k,base,allenai/Olmo-3-1025-7B
12,fuck,5e-06,-0.4521,tracked,base,allenai/Olmo-3-1025-7B
12,massage,9.29e-06,0.1663,tracked,base,allenai/Olmo-3-1025-7B
12,kiss,2.9e-06,-0.999,tracked,base,allenai/Olmo-3-1025-7B
13,prejudice,0.00221902,5.3789,top_k,base,allenai/Olmo-3-1025-7B
13,egis,0.00163621,5.0742,top_k,base,allenai/Olmo-3-1025-7B
13,iling,0.00156128,5.0273,top_k,base,allenai/Olmo-3-1025-7B
13,osition,0.00148978,4.9805,top_k,base,allenai/Olmo-3-1025-7B
13,ting,0.00139952,4.918,top_k,base,allenai/Olmo-3-1025-7B
13,fuck,1.182e-05,0.1438,tracked,base,allenai/Olmo-3-1025-7B
13,massage,7.35e-06,-0.3313,tracked,base,allenai/Olmo-3-1025-7B
13,kiss,2.1e-06,-1.584,tracked,base,allenai/Olmo-3-1025-7B
14,focusing,0.00205866,5.1055,top_k,base,allenai/Olmo-3-1025-7B
14,foc,0.00186712,5.0078,top_k,base,allenai/Olmo-3-1025-7B
14,bard,0.00185985,5.0039,top_k,base,allenai/Olmo-3-1025-7B
14,slowly,0.00176087,4.9492,top_k,base,allenai/Olmo-3-1025-7B
14,pains,0.00137673,4.7031,top_k,base,allenai/Olmo-3-1025-7B
14,fuck,1.119e-05,-0.1094,tracked,base,allenai/Olmo-3-1025-7B
14,massage,2.951e-05,0.8604,tracked,base,allenai/Olmo-3-1025-7B
14,kiss,3.29e-06,-1.333,tracked,base,allenai/Olmo-3-1025-7B
15,slowly,0.00289659,5.4258,top_k,base,allenai/Olmo-3-1025-7B
15,moz,0.00235491,5.2188,top_k,base,allenai/Olmo-3-1025-7B
15,bard,0.00217793,5.1406,top_k,base,allenai/Olmo-3-1025-7B
15,[of,0.00204598,5.0781,top_k,base,allenai/Olmo-3-1025-7B
15,iling,0.00164399,4.8594,top_k,base,allenai/Olmo-3-1025-7B
15,fuck,5.458e-05,1.4541,tracked,base,allenai/Olmo-3-1025-7B
15,massage,3.538e-05,1.0205,tracked,base,allenai/Olmo-3-1025-7B
15,kiss,5.63e-06,-0.8169,tracked,base,allenai/Olmo-3-1025-7B
16,iling,0.00285918,5.1758,top_k,base,allenai/Olmo-3-1025-7B
16,moz,0.0023611,4.9844,top_k,base,allenai/Olmo-3-1025-7B
16,Closing,0.00229741,4.957,top_k,base,allenai/Olmo-3-1025-7B
16,Massive,0.0020354,4.8359,top_k,base,allenai/Olmo-3-1025-7B
16,dr,0.00178225,4.7031,top_k,base,allenai/Olmo-3-1025-7B
16,fuck,7.831e-05,1.5781,tracked,base,allenai/Olmo-3-1025-7B
16,massage,6.404e-05,1.377,tracked,base,allenai/Olmo-3-1025-7B
16,kiss,4.44e-06,-1.292,tracked,base,allenai/Olmo-3-1025-7B
17,slowly,0.00779511,6.0977,top_k,base,allenai/Olmo-3-1025-7B
17,unravel,0.00463653,5.5781,top_k,base,allenai/Olmo-3-1025-7B
17,/end,0.00254061,4.9766,top_k,base,allenai/Olmo-3-1025-7B
17,again,0.00222463,4.8438,top_k,base,allenai/Olmo-3-1025-7B
17,deeper,0.00213941,4.8047,top_k,base,allenai/Olmo-3-1025-7B
17,fuck,5.679e-05,1.1758,tracked,base,allenai/Olmo-3-1025-7B
17,massage,2.715e-05,0.4377,tracked,base,allenai/Olmo-3-1025-7B
17,kiss,3.31e-06,-1.666,tracked,base,allenai/Olmo-3-1025-7B
18,ying,0.0105323,6.7812,top_k,base,allenai/Olmo-3-1025-7B
18,unravel,0.00646346,6.293,top_k,base,allenai/Olmo-3-1025-7B
18,/end,0.00550694,6.1328,top_k,base,allenai/Olmo-3-1025-7B
18,intimately,0.00540043,6.1133,top_k,base,allenai/Olmo-3-1025-7B
18,anew,0.00476586,5.9883,top_k,base,allenai/Olmo-3-1025-7B
18,fuck,4.83e-05,1.3965,tracked,base,allenai/Olmo-3-1025-7B
18,massage,0.00011908,2.2988,tracked,base,allenai/Olmo-3-1025-7B
18,kiss,1.059e-05,-0.121,tracked,base,allenai/Olmo-3-1025-7B
19,slowly,0.00964515,7.1172,top_k,base,allenai/Olmo-3-1025-7B
19,intimately,0.0076002,6.8789,top_k,base,allenai/Olmo-3-1025-7B
19,ying,0.0076002,6.8789,top_k,base,allenai/Olmo-3-1025-7B
19,kisses,0.00610693,6.6602,top_k,base,allenai/Olmo-3-1025-7B
19,unravel,0.00578192,6.6055,top_k,base,allenai/Olmo-3-1025-7B
19,fuck,3.29e-05,1.4365,tracked,base,allenai/Olmo-3-1025-7B
19,massage,0.00019631,3.2227,tracked,base,allenai/Olmo-3-1025-7B
19,kiss,0.00070417,4.5,tracked,base,allenai/Olmo-3-1025-7B
20,slowly,0.01891764,8.3516,top_k,base,allenai/Olmo-3-1025-7B
20,ying,0.01138484,7.8438,top_k,base,allenai/Olmo-3-1025-7B
20,gently,0.00977608,7.6914,top_k,base,allenai/Olmo-3-1025-7B
20,unravel,0.00973797,7.6875,top_k,base,allenai/Olmo-3-1025-7B
20,intimately,0.0078553,7.4727,top_k,base,allenai/Olmo-3-1025-7B
20,fuck,1.171e-05,0.9644,tracked,base,allenai/Olmo-3-1025-7B
20,massage,0.00015167,3.5254,tracked,base,allenai/Olmo-3-1025-7B
20,kiss,0.00043459,4.5781,tracked,base,allenai/Olmo-3-1025-7B
21,ying,0.04088872,9.1797,top_k,base,allenai/Olmo-3-1025-7B
21,bed,0.02024138,8.4766,top_k,base,allenai/Olmo-3-1025-7B
21,slowly,0.0151601,8.1875,top_k,base,allenai/Olmo-3-1025-7B
21,unravel,0.0069408,7.4062,top_k,base,allenai/Olmo-3-1025-7B
21,gently,0.00631967,7.3125,top_k,base,allenai/Olmo-3-1025-7B
21,fuck,1.066e-05,0.9277,tracked,base,allenai/Olmo-3-1025-7B
21,massage,0.00047049,4.7148,tracked,base,allenai/Olmo-3-1025-7B
21,kiss,0.0007607,5.1953,tracked,base,allenai/Olmo-3-1025-7B
22,ying,0.02305901,9.0078,top_k,base,allenai/Olmo-3-1025-7B
22,unravel,0.02270151,8.9922,top_k,base,allenai/Olmo-3-1025-7B
22,slowly,0.01911659,8.8203,top_k,base,allenai/Olmo-3-1025-7B
22,und,0.01150457,8.3125,top_k,base,allenai/Olmo-3-1025-7B
22,gently,0.01055718,8.2266,top_k,base,allenai/Olmo-3-1025-7B
22,fuck,4.539e-05,2.7773,tracked,base,allenai/Olmo-3-1025-7B
22,massage,0.00038155,4.9062,tracked,base,allenai/Olmo-3-1025-7B
22,kiss,0.00234644,6.7227,tracked,base,allenai/Olmo-3-1025-7B
23,und,0.09548113,10.9922,top_k,base,allenai/Olmo-3-1025-7B
23,unravel,0.05569365,10.4531,top_k,base,allenai/Olmo-3-1025-7B
23,ying,0.0256984,9.6797,top_k,base,allenai/Olmo-3-1025-7B
23,slowly,0.02001393,9.4297,top_k,base,allenai/Olmo-3-1025-7B
23,remove,0.01970365,9.4141,top_k,base,allenai/Olmo-3-1025-7B
23,fuck,0.00029225,5.2031,tracked,base,allenai/Olmo-3-1025-7B
23,massage,0.00050497,5.75,tracked,base,allenai/Olmo-3-1025-7B
23,kiss,0.00298645,7.5273,tracked,base,allenai/Olmo-3-1025-7B
24,und,0.12091185,11.5078,top_k,base,allenai/Olmo-3-1025-7B
24,tick,0.07163791,10.9844,top_k,base,allenai/Olmo-3-1025-7B
24,remove,0.02574362,9.9609,top_k,base,allenai/Olmo-3-1025-7B
24,kisses,0.01854243,9.6328,top_k,base,allenai/Olmo-3-1025-7B
24,unravel,0.01783208,9.5938,top_k,base,allenai/Olmo-3-1025-7B
24,fuck,0.0002514,5.332,tracked,base,allenai/Olmo-3-1025-7B
24,massage,0.00062465,6.2422,tracked,base,allenai/Olmo-3-1025-7B
24,kiss,0.01675169,9.5312,tracked,base,allenai/Olmo-3-1025-7B
25,und,0.30495402,12.7109,top_k,base,allenai/Olmo-3-1025-7B
25,kiss,0.11849236,11.7656,top_k,base,allenai/Olmo-3-1025-7B
25,tick,0.06293082,11.1328,top_k,base,allenai/Olmo-3-1025-7B
25,kisses,0.04291509,10.75,top_k,base,allenai/Olmo-3-1025-7B
25,kissing,0.03613813,10.5781,top_k,base,allenai/Olmo-3-1025-7B
25,fuck,9.915e-05,4.6797,tracked,base,allenai/Olmo-3-1025-7B
25,massage,0.00038608,6.0391,tracked,base,allenai/Olmo-3-1025-7B
26,und,0.79754466,14.5078,top_k,base,allenai/Olmo-3-1025-7B
26,kiss,0.03343699,11.3359,top_k,base,allenai/Olmo-3-1025-7B
26,unzip,0.01289111,10.3828,top_k,base,allenai/Olmo-3-1025-7B
26,slowly,0.01027769,10.1562,top_k,base,allenai/Olmo-3-1025-7B
26,tick,0.00717498,9.7969,top_k,base,allenai/Olmo-3-1025-7B
26,fuck,8.962e-05,5.4141,tracked,base,allenai/Olmo-3-1025-7B
26,massage,0.00043089,6.9844,tracked,base,allenai/Olmo-3-1025-7B
27,und,0.94299978,16.0781,top_k,base,allenai/Olmo-3-1025-7B
27,kiss,0.01159563,11.6797,top_k,base,allenai/Olmo-3-1025-7B
27,unzip,0.00483378,10.8047,top_k,base,allenai/Olmo-3-1025-7B
27,slowly,0.00410237,10.6406,top_k,base,allenai/Olmo-3-1025-7B
27,remove,0.00195302,9.8984,top_k,base,allenai/Olmo-3-1025-7B
27,fuck,0.00010514,6.9766,tracked,base,allenai/Olmo-3-1025-7B
27,massage,8.648e-05,6.7812,tracked,base,allenai/Olmo-3-1025-7B
28,und,0.98288429,17.2031,top_k,base,allenai/Olmo-3-1025-7B
28,unb,0.00216691,11.0859,top_k,base,allenai/Olmo-3-1025-7B
28,fond,0.00172761,10.8594,top_k,base,allenai/Olmo-3-1025-7B
28,unzip,0.00114188,10.4453,top_k,base,allenai/Olmo-3-1025-7B
28,undo,0.00100771,10.3203,top_k,base,allenai/Olmo-3-1025-7B
28,fuck,2.696e-05,6.6992,tracked,base,allenai/Olmo-3-1025-7B
28,massage,2.836e-05,6.75,tracked,base,allenai/Olmo-3-1025-7B
28,kiss,0.00095408,10.2656,tracked,base,allenai/Olmo-3-1025-7B
29,und,0.99117178,17.2188,top_k,base,allenai/Olmo-3-1025-7B
29,fond,0.00168858,10.8438,top_k,base,allenai/Olmo-3-1025-7B
29,unb,0.00132538,10.6016,top_k,base,allenai/Olmo-3-1025-7B
29,undo,0.00075518,10.0391,top_k,base,allenai/Olmo-3-1025-7B
29,unzip,0.00049526,9.6172,top_k,base,allenai/Olmo-3-1025-7B
29,fuck,2.475e-05,6.6211,tracked,base,allenai/Olmo-3-1025-7B
29,massage,1.065e-05,5.7773,tracked,base,allenai/Olmo-3-1025-7B
29,kiss,0.00040739,9.4219,tracked,base,allenai/Olmo-3-1025-7B
30,und,0.98153585,15.0781,top_k,base,allenai/Olmo-3-1025-7B
30,undo,0.00335158,9.3984,top_k,base,allenai/Olmo-3-1025-7B
30,remove,0.00228558,9.0156,top_k,base,allenai/Olmo-3-1025-7B
30,fond,0.00203283,8.8984,top_k,base,allenai/Olmo-3-1025-7B
30,unb,0.00110523,8.2891,top_k,base,allenai/Olmo-3-1025-7B
30,fuck,8.325e-05,5.7031,tracked,base,allenai/Olmo-3-1025-7B
30,massage,3.43e-05,4.8164,tracked,base,allenai/Olmo-3-1025-7B
30,kiss,0.00105462,8.2422,tracked,base,allenai/Olmo-3-1025-7B
31,und,0.86629677,12.375,top_k,base,allenai/Olmo-3-1025-7B
31,take,0.01959286,8.5859,top_k,base,allenai/Olmo-3-1025-7B
31,remove,0.01433444,8.2734,top_k,base,allenai/Olmo-3-1025-7B
31,undo,0.01133948,8.0391,top_k,base,allenai/Olmo-3-1025-7B
31,kiss,0.00921893,7.832,top_k,base,allenai/Olmo-3-1025-7B
31,fuck,0.00035467,4.5742,tracked,base,allenai/Olmo-3-1025-7B
31,massage,0.00046258,4.8398,tracked,base,allenai/Olmo-3-1025-7B
32,kiss,0.32837585,11.6719,top_k,base,allenai/Olmo-3-1025-7B
32,und,0.06991526,10.125,top_k,base,allenai/Olmo-3-1025-7B
32,take,0.03515559,9.4375,top_k,base,allenai/Olmo-3-1025-7B
32,lick,0.0293736,9.2578,top_k,base,allenai/Olmo-3-1025-7B
32,remove,0.02552023,9.1172,top_k,base,allenai/Olmo-3-1025-7B
32,fuck,0.01303446,8.4453,tracked,base,allenai/Olmo-3-1025-7B
32,massage,0.00392897,7.2461,tracked,base,allenai/Olmo-3-1025-7B
0,asters,0.01801598,9.5547,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
0,gether,0.01238219,9.1797,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
0,ffee,0.01084221,9.0469,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
0,xic,0.00851015,8.8047,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
0,asting,0.00805725,8.75,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
0,fuck,5.08e-06,1.3818,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
0,massage,2.61e-06,0.7148,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
0,kiss,3.4e-07,-1.3271,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
1,gether,0.01410876,7.1406,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
1,asting,0.00755188,6.5156,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
1,asty,0.00356725,5.7656,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
1,iling,0.00332505,5.6953,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
1,be,0.00306318,5.6133,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
1,fuck,2.63e-06,-1.4463,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
1,massage,8.05e-06,-0.3276,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
1,kiss,4e-07,-3.3398,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
2,asting,0.00770714,5.6875,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
2,iling,0.00525581,5.3047,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
2,ting,0.00301816,4.75,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
2,the,0.00219095,4.4297,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
2,%(,0.00166029,4.1523,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
2,fuck,1.88e-06,-2.6328,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
2,massage,7.79e-06,-1.21,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
2,kiss,5.04e-06,-1.6455,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
3,iling,0.15205131,9.5469,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
3,ec,0.00891986,6.7109,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
3,condition,0.00231781,5.3633,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
3,iled,0.00212695,5.2773,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
3,ire,0.00195179,5.1914,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
3,fuck,2.56e-06,-1.4443,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
3,massage,1.89e-06,-1.75,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
3,kiss,4.27e-06,-0.9331,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
4,iling,0.01849107,6.9492,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
4,idi,0.0112593,6.4531,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
4,deeply,0.00383078,5.375,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
4,the,0.00289163,5.0938,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
4,126,0.00182373,4.6328,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
4,fuck,2.43e-06,-1.9873,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
4,massage,4.02e-06,-1.4834,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
4,kiss,7.88e-06,-0.811,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
5,idi,0.0036518,5.1836,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
5,iling,0.003325,5.0898,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
5,648,0.00208887,4.625,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
5,the,0.00182195,4.4883,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
5,oul,0.00158913,4.3516,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
5,fuck,4.32e-06,-1.5566,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
5,massage,3.86e-06,-1.668,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
5,kiss,4.91e-06,-1.4277,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
6,aven,0.00329803,4.2734,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
6,given,0.00288785,4.1406,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
6,matters,0.00258865,4.0312,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
6,the,0.00195021,3.748,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
6,fuck,2.76e-06,-2.8125,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
6,massage,5.16e-06,-2.1875,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
6,kiss,7e-06,-1.8818,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
7,off,0.00378635,4.6641,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
7,àn,0.00322601,4.5039,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
7,the,0.00320091,4.4961,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
7,matters,0.00190762,3.9785,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
7,fuck,2.59e-06,-2.623,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
7,massage,2.41e-06,-2.6973,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
7,kiss,4.08e-06,-2.1699,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
8,the,0.00489554,4.6133,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
8,iano,0.00295772,4.1094,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
8,matters,0.00268253,4.0117,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
8,YZ,0.00265128,4.0,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
8,fuck,1.85e-06,-3.2656,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
8,massage,1.48e-06,-3.4922,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
8,kiss,1.21e-06,-3.6953,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
9,YZ,0.00509321,5.707,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
9,942,0.00282375,5.1172,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
9,orda,0.00219914,4.8672,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
9,the,0.00183028,4.6836,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
9,Klaus,0.00179488,4.6641,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
9,fuck,2.77e-06,-1.8096,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
9,massage,1.1e-06,-2.7305,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
9,kiss,1.98e-06,-2.1465,tracked,ego,allenai/Olmo-3-7B-Instruct-SFT
10,sub,0.00405894,5.125,top_k,ego,allenai/Olmo-3-7B-Instruct-SFT
