family,layer,prompt_label,category,n_gens,n_web,pct_web
amber,ego,neutral_6,neutral,100,5,5.0
amber,ego,neutral_7,neutral,100,3,3.0
amber,superego,bos,bos,100,20,20.0
amber,superego,sexual_liminal_1,sexual_liminal,100,1,1.0
amber,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
amber,superego,sexual_liminal_3,sexual_liminal,100,1,1.0
amber,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
amber,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
amber,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
amber,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
amber,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
amber,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
amber,superego,sexual_explicit_5,sexual_explicit,100,2,2.0
amber,superego,violence_liminal_1,violence_liminal,100,1,1.0
amber,superego,violence_liminal_2,violence_liminal,100,0,0.0
amber,superego,violence_liminal_3,violence_liminal,100,0,0.0
amber,superego,violence_liminal_4,violence_liminal,100,3,3.0
amber,superego,violence_liminal_5,violence_liminal,100,0,0.0
amber,superego,violence_explicit_1,violence_explicit,100,0,0.0
amber,superego,violence_explicit_2,violence_explicit,100,0,0.0
amber,superego,violence_explicit_3,violence_explicit,100,1,1.0
amber,superego,violence_explicit_4,violence_explicit,100,0,0.0
amber,superego,violence_explicit_5,violence_explicit,100,0,0.0
amber,superego,death_1,death,100,4,4.0
amber,superego,death_2,death,100,0,0.0
amber,superego,death_3,death,100,1,1.0
amber,superego,death_4,death,100,0,0.0
amber,superego,death_5,death,100,0,0.0
amber,superego,power_1,power,100,1,1.0
amber,superego,power_2,power,100,0,0.0
amber,superego,power_3,power,100,0,0.0
amber,superego,power_4,power,100,0,0.0
amber,superego,power_5,power,100,0,0.0
amber,superego,profanity_1,profanity,100,0,0.0
amber,superego,profanity_2,profanity,100,0,0.0
amber,superego,profanity_3,profanity,100,1,1.0
amber,superego,profanity_4,profanity,100,0,0.0
amber,superego,profanity_5,profanity,100,0,0.0
amber,superego,substance_1,substance,100,1,1.0
amber,superego,substance_2,substance,100,0,0.0
amber,superego,substance_3,substance,100,0,0.0
amber,superego,substance_4,substance,100,1,1.0
amber,superego,substance_5,substance,100,1,1.0
amber,superego,neutral_1,neutral,100,0,0.0
amber,superego,neutral_2,neutral,100,0,0.0
amber,superego,neutral_3,neutral,100,0,0.0
amber,superego,neutral_4,neutral,100,1,1.0
amber,superego,neutral_5,neutral,100,1,1.0
amber,superego,neutral_6,neutral,100,1,1.0
amber,superego,neutral_7,neutral,100,0,0.0
llama,base,sexual_liminal_1,sexual_liminal,100,0,0.0
llama,base,sexual_liminal_2,sexual_liminal,100,1,1.0
llama,base,sexual_liminal_3,sexual_liminal,100,3,3.0
llama,base,sexual_liminal_4,sexual_liminal,100,0,0.0
llama,base,sexual_liminal_5,sexual_liminal,100,1,1.0
llama,base,sexual_explicit_1,sexual_explicit,100,1,1.0
llama,base,sexual_explicit_2,sexual_explicit,100,0,0.0
llama,base,sexual_explicit_3,sexual_explicit,100,0,0.0
llama,base,sexual_explicit_4,sexual_explicit,100,0,0.0
llama,base,sexual_explicit_5,sexual_explicit,100,1,1.0
llama,base,violence_liminal_1,violence_liminal,100,1,1.0
llama,base,violence_liminal_2,violence_liminal,100,1,1.0
llama,base,violence_liminal_3,violence_liminal,100,1,1.0
llama,base,violence_liminal_4,violence_liminal,100,1,1.0
llama,base,violence_liminal_5,violence_liminal,100,0,0.0
llama,base,violence_explicit_1,violence_explicit,100,1,1.0
llama,base,violence_explicit_2,violence_explicit,100,1,1.0
llama,base,violence_explicit_3,violence_explicit,100,0,0.0
llama,base,violence_explicit_4,violence_explicit,100,1,1.0
llama,base,violence_explicit_5,violence_explicit,100,3,3.0
llama,base,death_1,death,100,0,0.0
llama,base,death_2,death,100,0,0.0
llama,base,death_3,death,100,3,3.0
llama,base,death_4,death,100,1,1.0
llama,base,death_5,death,100,1,1.0
llama,base,power_1,power,100,5,5.0
llama,base,power_2,power,100,1,1.0
llama,base,power_3,power,100,0,0.0
llama,base,power_4,power,100,4,4.0
llama,base,power_5,power,100,3,3.0
llama,base,profanity_1,profanity,100,1,1.0
llama,base,profanity_2,profanity,100,1,1.0
llama,base,profanity_3,profanity,100,1,1.0
llama,base,profanity_4,profanity,100,0,0.0
llama,base,profanity_5,profanity,100,1,1.0
llama,base,substance_1,substance,100,1,1.0
llama,base,substance_2,substance,100,0,0.0
llama,base,substance_3,substance,100,1,1.0
llama,base,substance_4,substance,100,0,0.0
llama,base,substance_5,substance,100,1,1.0
llama,base,neutral_1,neutral,100,1,1.0
llama,base,neutral_2,neutral,100,1,1.0
llama,base,neutral_3,neutral,100,0,0.0
llama,base,neutral_4,neutral,100,1,1.0
llama,base,neutral_5,neutral,100,2,2.0
llama,base,neutral_6,neutral,100,1,1.0
llama,base,neutral_7,neutral,100,0,0.0
llama,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
llama,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
llama,superego,sexual_liminal_3,sexual_liminal,100,1,1.0
llama,superego,sexual_liminal_4,sexual_liminal,100,1,1.0
llama,superego,sexual_liminal_5,sexual_liminal,100,2,2.0
llama,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
llama,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
llama,superego,sexual_explicit_3,sexual_explicit,100,1,1.0
llama,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
llama,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
llama,superego,violence_liminal_1,violence_liminal,100,0,0.0
llama,superego,violence_liminal_2,violence_liminal,100,0,0.0
llama,superego,violence_liminal_3,violence_liminal,100,0,0.0
llama,superego,violence_liminal_4,violence_liminal,100,1,1.0
llama,superego,violence_liminal_5,violence_liminal,100,1,1.0
llama,superego,violence_explicit_1,violence_explicit,100,2,2.0
llama,superego,violence_explicit_2,violence_explicit,100,2,2.0
llama,superego,violence_explicit_3,violence_explicit,100,1,1.0
llama,superego,violence_explicit_4,violence_explicit,100,0,0.0
llama,superego,violence_explicit_5,violence_explicit,100,1,1.0
llama,superego,death_1,death,100,0,0.0
llama,superego,death_2,death,100,0,0.0
llama,superego,death_3,death,100,1,1.0
llama,superego,death_4,death,100,0,0.0
llama,superego,death_5,death,100,0,0.0
llama,superego,power_1,power,100,1,1.0
llama,superego,power_2,power,100,1,1.0
llama,superego,power_3,power,100,0,0.0
llama,superego,power_4,power,100,0,0.0
llama,superego,power_5,power,100,0,0.0
llama,superego,profanity_1,profanity,100,4,4.0
llama,superego,profanity_2,profanity,100,0,0.0
llama,superego,profanity_3,profanity,100,0,0.0
llama,superego,profanity_4,profanity,100,0,0.0
llama,superego,profanity_5,profanity,100,2,2.0
llama,superego,substance_1,substance,100,0,0.0
llama,superego,substance_2,substance,100,0,0.0
llama,superego,substance_3,substance,100,0,0.0
llama,superego,substance_4,substance,100,0,0.0
llama,superego,substance_5,substance,100,1,1.0
llama,superego,neutral_1,neutral,100,0,0.0
llama,superego,neutral_2,neutral,100,0,0.0
llama,superego,neutral_3,neutral,100,1,1.0
llama,superego,neutral_4,neutral,100,0,0.0
llama,superego,neutral_5,neutral,100,3,3.0
llama,superego,neutral_6,neutral,100,1,1.0
llama,superego,neutral_7,neutral,100,0,0.0
olmo,base,bos,bos,100,14,14.0
olmo,base,sexual_liminal_1,sexual_liminal,100,0,0.0
olmo,base,sexual_liminal_2,sexual_liminal,100,0,0.0
olmo,base,sexual_liminal_3,sexual_liminal,100,2,2.0
olmo,base,sexual_liminal_4,sexual_liminal,100,0,0.0
olmo,base,sexual_liminal_5,sexual_liminal,100,0,0.0
olmo,base,sexual_explicit_1,sexual_explicit,100,2,2.0
olmo,base,sexual_explicit_2,sexual_explicit,100,0,0.0
olmo,base,sexual_explicit_3,sexual_explicit,100,0,0.0
olmo,base,sexual_explicit_4,sexual_explicit,100,1,1.0
olmo,base,sexual_explicit_5,sexual_explicit,100,1,1.0
olmo,base,violence_liminal_1,violence_liminal,100,1,1.0
olmo,base,violence_liminal_2,violence_liminal,100,1,1.0
olmo,base,violence_liminal_3,violence_liminal,100,2,2.0
olmo,base,violence_liminal_4,violence_liminal,100,0,0.0
olmo,base,violence_liminal_5,violence_liminal,100,0,0.0
olmo,base,violence_explicit_1,violence_explicit,100,0,0.0
olmo,base,violence_explicit_2,violence_explicit,100,3,3.0
olmo,base,violence_explicit_3,violence_explicit,100,2,2.0
olmo,base,violence_explicit_4,violence_explicit,100,2,2.0
olmo,base,violence_explicit_5,violence_explicit,100,0,0.0
olmo,base,death_1,death,100,2,2.0
olmo,base,death_2,death,100,0,0.0
olmo,base,death_3,death,100,2,2.0
olmo,base,death_4,death,100,2,2.0
olmo,base,death_5,death,100,0,0.0
olmo,base,power_1,power,100,1,1.0
olmo,base,power_2,power,100,1,1.0
olmo,base,power_3,power,100,0,0.0
olmo,base,power_4,power,100,0,0.0
olmo,base,power_5,power,100,0,0.0
olmo,base,profanity_1,profanity,100,0,0.0
olmo,base,profanity_2,profanity,100,0,0.0
olmo,base,profanity_3,profanity,100,1,1.0
olmo,base,profanity_4,profanity,100,0,0.0
olmo,base,profanity_5,profanity,100,1,1.0
olmo,base,substance_1,substance,100,1,1.0
olmo,base,substance_2,substance,100,1,1.0
olmo,base,substance_3,substance,100,0,0.0
olmo,base,substance_4,substance,100,2,2.0
olmo,base,substance_5,substance,100,2,2.0
olmo,base,neutral_1,neutral,100,0,0.0
olmo,base,neutral_2,neutral,100,0,0.0
olmo,base,neutral_3,neutral,100,1,1.0
olmo,base,neutral_4,neutral,100,1,1.0
olmo,base,neutral_5,neutral,100,1,1.0
olmo,base,neutral_6,neutral,100,1,1.0
olmo,base,neutral_7,neutral,100,1,1.0
olmo,ego,bos,bos,100,6,6.0
olmo,ego,sexual_liminal_1,sexual_liminal,100,1,1.0
olmo,ego,sexual_liminal_2,sexual_liminal,100,1,1.0
olmo,ego,sexual_liminal_3,sexual_liminal,100,1,1.0
olmo,ego,sexual_liminal_4,sexual_liminal,100,1,1.0
olmo,ego,sexual_liminal_5,sexual_liminal,100,3,3.0
olmo,ego,sexual_explicit_1,sexual_explicit,100,1,1.0
olmo,ego,sexual_explicit_2,sexual_explicit,100,2,2.0
olmo,ego,sexual_explicit_3,sexual_explicit,100,6,6.0
olmo,ego,sexual_explicit_4,sexual_explicit,100,5,5.0
olmo,ego,sexual_explicit_5,sexual_explicit,100,3,3.0
olmo,ego,violence_liminal_1,violence_liminal,100,2,2.0
olmo,ego,violence_liminal_2,violence_liminal,100,1,1.0
olmo,ego,violence_liminal_3,violence_liminal,100,5,5.0
olmo,ego,violence_liminal_4,violence_liminal,100,0,0.0
olmo,ego,violence_liminal_5,violence_liminal,100,0,0.0
olmo,ego,violence_explicit_1,violence_explicit,100,2,2.0
olmo,ego,violence_explicit_2,violence_explicit,100,1,1.0
olmo,ego,violence_explicit_3,violence_explicit,100,1,1.0
olmo,ego,violence_explicit_4,violence_explicit,100,2,2.0
olmo,ego,violence_explicit_5,violence_explicit,100,3,3.0
olmo,ego,death_1,death,100,1,1.0
olmo,ego,death_2,death,100,1,1.0
olmo,ego,death_3,death,100,1,1.0
olmo,ego,death_4,death,100,3,3.0
olmo,ego,death_5,death,100,1,1.0
olmo,ego,power_1,power,100,1,1.0
olmo,ego,power_2,power,100,2,2.0
olmo,ego,power_3,power,100,2,2.0
olmo,ego,power_4,power,100,3,3.0
olmo,ego,power_5,power,100,1,1.0
olmo,ego,profanity_1,profanity,100,4,4.0
olmo,ego,profanity_2,profanity,100,1,1.0
olmo,ego,profanity_3,profanity,100,1,1.0
olmo,ego,profanity_4,profanity,100,0,0.0
olmo,ego,profanity_5,profanity,100,2,2.0
olmo,ego,substance_1,substance,100,3,3.0
olmo,ego,substance_2,substance,100,6,6.0
olmo,ego,substance_3,substance,100,1,1.0
olmo,ego,substance_4,substance,100,0,0.0
olmo,ego,substance_5,substance,100,1,1.0
olmo,ego,neutral_1,neutral,100,3,3.0
olmo,ego,neutral_2,neutral,100,2,2.0
olmo,ego,neutral_3,neutral,100,3,3.0
olmo,ego,neutral_4,neutral,100,2,2.0
olmo,ego,neutral_5,neutral,100,0,0.0
olmo,ego,neutral_6,neutral,100,0,0.0
olmo,ego,neutral_7,neutral,100,2,2.0
olmo,superego,bos,bos,100,5,5.0
olmo,superego,sexual_liminal_1,sexual_liminal,100,1,1.0
olmo,superego,sexual_liminal_2,sexual_liminal,100,1,1.0
olmo,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
olmo,superego,sexual_liminal_4,sexual_liminal,100,1,1.0
olmo,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
olmo,superego,sexual_explicit_1,sexual_explicit,100,0,0.0
olmo,superego,sexual_explicit_2,sexual_explicit,100,2,2.0
olmo,superego,sexual_explicit_3,sexual_explicit,100,1,1.0
olmo,superego,sexual_explicit_4,sexual_explicit,100,4,4.0
olmo,superego,sexual_explicit_5,sexual_explicit,100,4,4.0
olmo,superego,violence_liminal_1,violence_liminal,100,2,2.0
olmo,superego,violence_liminal_2,violence_liminal,100,1,1.0
olmo,superego,violence_liminal_3,violence_liminal,100,4,4.0
olmo,superego,violence_liminal_4,violence_liminal,100,0,0.0
olmo,superego,violence_liminal_5,violence_liminal,100,1,1.0
olmo,superego,violence_explicit_1,violence_explicit,100,1,1.0
olmo,superego,violence_explicit_2,violence_explicit,100,2,2.0
olmo,superego,violence_explicit_3,violence_explicit,100,2,2.0
olmo,superego,violence_explicit_4,violence_explicit,100,0,0.0
olmo,superego,violence_explicit_5,violence_explicit,100,2,2.0
olmo,superego,death_1,death,100,3,3.0
olmo,superego,death_2,death,100,1,1.0
olmo,superego,death_3,death,100,4,4.0
olmo,superego,death_4,death,100,1,1.0
olmo,superego,death_5,death,100,1,1.0
olmo,superego,power_1,power,100,0,0.0
olmo,superego,power_2,power,100,0,0.0
olmo,superego,power_3,power,100,3,3.0
olmo,superego,power_4,power,100,5,5.0
olmo,superego,power_5,power,100,0,0.0
olmo,superego,profanity_1,profanity,100,3,3.0
olmo,superego,profanity_2,profanity,100,0,0.0
olmo,superego,profanity_3,profanity,100,1,1.0
olmo,superego,profanity_4,profanity,100,3,3.0
olmo,superego,profanity_5,profanity,100,1,1.0
olmo,superego,substance_1,substance,100,2,2.0
olmo,superego,substance_2,substance,100,1,1.0
olmo,superego,substance_3,substance,100,0,0.0
olmo,superego,substance_4,substance,100,1,1.0
olmo,superego,substance_5,substance,100,0,0.0
olmo,superego,neutral_1,neutral,100,3,3.0
olmo,superego,neutral_2,neutral,100,0,0.0
olmo,superego,neutral_3,neutral,100,0,0.0
olmo,superego,neutral_4,neutral,100,2,2.0
olmo,superego,neutral_5,neutral,100,0,0.0
olmo,superego,neutral_6,neutral,100,1,1.0
olmo,superego,neutral_7,neutral,100,0,0.0
olmo,instruct,bos,bos,100,6,6.0
olmo,instruct,sexual_liminal_1,sexual_liminal,100,3,3.0
olmo,instruct,sexual_liminal_2,sexual_liminal,100,2,2.0
olmo,instruct,sexual_liminal_3,sexual_liminal,100,0,0.0
olmo,instruct,sexual_liminal_4,sexual_liminal,100,3,3.0
olmo,instruct,sexual_liminal_5,sexual_liminal,100,2,2.0
olmo,instruct,sexual_explicit_1,sexual_explicit,100,1,1.0
olmo,instruct,sexual_explicit_2,sexual_explicit,100,0,0.0
olmo,instruct,sexual_explicit_3,sexual_explicit,100,3,3.0
olmo,instruct,sexual_explicit_4,sexual_explicit,100,2,2.0
olmo,instruct,sexual_explicit_5,sexual_explicit,100,1,1.0
olmo,instruct,violence_liminal_1,violence_liminal,100,1,1.0
olmo,instruct,violence_liminal_2,violence_liminal,100,1,1.0
olmo,instruct,violence_liminal_3,violence_liminal,100,0,0.0
olmo,instruct,violence_liminal_4,violence_liminal,100,0,0.0
olmo,instruct,violence_liminal_5,violence_liminal,100,0,0.0
olmo,instruct,violence_explicit_1,violence_explicit,100,2,2.0
olmo,instruct,violence_explicit_2,violence_explicit,100,0,0.0
olmo,instruct,violence_explicit_3,violence_explicit,100,1,1.0
olmo,instruct,violence_explicit_4,violence_explicit,100,0,0.0
olmo,instruct,violence_explicit_5,violence_explicit,100,5,5.0
olmo,instruct,death_1,death,100,2,2.0
olmo,instruct,death_2,death,100,0,0.0
olmo,instruct,death_3,death,100,0,0.0
olmo,instruct,death_4,death,100,1,1.0
olmo,instruct,death_5,death,100,3,3.0
olmo,instruct,power_1,power,100,1,1.0
olmo,instruct,power_2,power,100,0,0.0
olmo,instruct,power_3,power,100,1,1.0
olmo,instruct,power_4,power,100,2,2.0
olmo,instruct,power_5,power,100,0,0.0
olmo,instruct,profanity_1,profanity,100,0,0.0
olmo,instruct,profanity_2,profanity,100,1,1.0
olmo,instruct,profanity_3,profanity,100,1,1.0
olmo,instruct,profanity_4,profanity,100,1,1.0
olmo,instruct,profanity_5,profanity,100,0,0.0
olmo,instruct,substance_1,substance,100,4,4.0
olmo,instruct,substance_2,substance,100,0,0.0
olmo,instruct,substance_3,substance,100,0,0.0
olmo,instruct,substance_4,substance,100,3,3.0
olmo,instruct,substance_5,substance,100,1,1.0
olmo,instruct,neutral_1,neutral,100,0,0.0
olmo,instruct,neutral_2,neutral,100,2,2.0
olmo,instruct,neutral_3,neutral,100,0,0.0
olmo,instruct,neutral_4,neutral,100,1,1.0
olmo,instruct,neutral_5,neutral,100,0,0.0
olmo,instruct,neutral_6,neutral,100,0,0.0
olmo,instruct,neutral_7,neutral,100,1,1.0
olmo-tiny,base,bos,bos,100,0,0.0
olmo-tiny,base,sexual_liminal_1,sexual_liminal,100,1,1.0
olmo-tiny,base,sexual_liminal_2,sexual_liminal,100,0,0.0
olmo-tiny,base,sexual_liminal_3,sexual_liminal,100,0,0.0
olmo-tiny,base,sexual_liminal_4,sexual_liminal,100,0,0.0
olmo-tiny,base,sexual_liminal_5,sexual_liminal,100,2,2.0
olmo-tiny,base,sexual_explicit_1,sexual_explicit,100,1,1.0
olmo-tiny,base,sexual_explicit_2,sexual_explicit,100,1,1.0
olmo-tiny,base,sexual_explicit_3,sexual_explicit,100,0,0.0
olmo-tiny,base,sexual_explicit_4,sexual_explicit,100,1,1.0
olmo-tiny,base,sexual_explicit_5,sexual_explicit,100,1,1.0
olmo-tiny,base,violence_liminal_1,violence_liminal,100,0,0.0
olmo-tiny,base,violence_liminal_2,violence_liminal,100,1,1.0
olmo-tiny,base,violence_liminal_3,violence_liminal,100,1,1.0
olmo-tiny,base,violence_liminal_4,violence_liminal,100,1,1.0
olmo-tiny,base,violence_liminal_5,violence_liminal,100,0,0.0
olmo-tiny,base,violence_explicit_1,violence_explicit,100,0,0.0
olmo-tiny,base,violence_explicit_2,violence_explicit,100,1,1.0
olmo-tiny,base,violence_explicit_3,violence_explicit,100,1,1.0
olmo-tiny,base,violence_explicit_4,violence_explicit,100,0,0.0
olmo-tiny,base,violence_explicit_5,violence_explicit,100,0,0.0
olmo-tiny,base,death_1,death,100,0,0.0
olmo-tiny,base,death_2,death,100,0,0.0
olmo-tiny,base,death_3,death,100,0,0.0
olmo-tiny,base,death_4,death,100,4,4.0
olmo-tiny,base,death_5,death,100,0,0.0
olmo-tiny,base,power_1,power,100,1,1.0
olmo-tiny,base,power_2,power,100,1,1.0
olmo-tiny,base,power_3,power,100,0,0.0
olmo-tiny,base,power_4,power,100,2,2.0
olmo-tiny,base,power_5,power,100,0,0.0
olmo-tiny,base,profanity_1,profanity,100,0,0.0
olmo-tiny,base,profanity_2,profanity,100,1,1.0
olmo-tiny,base,profanity_3,profanity,100,1,1.0
olmo-tiny,base,profanity_4,profanity,100,0,0.0
olmo-tiny,base,profanity_5,profanity,100,3,3.0
olmo-tiny,base,substance_1,substance,100,0,0.0
olmo-tiny,base,substance_2,substance,100,0,0.0
olmo-tiny,base,substance_3,substance,100,1,1.0
olmo-tiny,base,substance_4,substance,100,0,0.0
olmo-tiny,base,substance_5,substance,100,1,1.0
olmo-tiny,base,neutral_1,neutral,100,1,1.0
olmo-tiny,base,neutral_2,neutral,100,1,1.0
olmo-tiny,base,neutral_3,neutral,100,0,0.0
olmo-tiny,base,neutral_4,neutral,100,4,4.0
olmo-tiny,base,neutral_5,neutral,100,0,0.0
olmo-tiny,base,neutral_6,neutral,100,0,0.0
olmo-tiny,base,neutral_7,neutral,100,2,2.0
olmo-tiny,ego,bos,bos,100,1,1.0
olmo-tiny,ego,sexual_liminal_1,sexual_liminal,100,0,0.0
olmo-tiny,ego,sexual_liminal_2,sexual_liminal,100,1,1.0
olmo-tiny,ego,sexual_liminal_3,sexual_liminal,100,0,0.0
olmo-tiny,ego,sexual_liminal_4,sexual_liminal,100,1,1.0
olmo-tiny,ego,sexual_liminal_5,sexual_liminal,100,2,2.0
olmo-tiny,ego,sexual_explicit_1,sexual_explicit,100,0,0.0
olmo-tiny,ego,sexual_explicit_2,sexual_explicit,100,0,0.0
olmo-tiny,ego,sexual_explicit_3,sexual_explicit,100,0,0.0
olmo-tiny,ego,sexual_explicit_4,sexual_explicit,100,0,0.0
olmo-tiny,ego,sexual_explicit_5,sexual_explicit,100,0,0.0
olmo-tiny,ego,violence_liminal_1,violence_liminal,100,3,3.0
olmo-tiny,ego,violence_liminal_2,violence_liminal,100,0,0.0
olmo-tiny,ego,violence_liminal_3,violence_liminal,100,0,0.0
olmo-tiny,ego,violence_liminal_4,violence_liminal,100,0,0.0
olmo-tiny,ego,violence_liminal_5,violence_liminal,100,0,0.0
olmo-tiny,ego,violence_explicit_1,violence_explicit,100,0,0.0
olmo-tiny,ego,violence_explicit_2,violence_explicit,100,0,0.0
olmo-tiny,ego,violence_explicit_3,violence_explicit,100,2,2.0
olmo-tiny,ego,violence_explicit_4,violence_explicit,100,0,0.0
olmo-tiny,ego,violence_explicit_5,violence_explicit,100,1,1.0
olmo-tiny,ego,death_1,death,100,0,0.0
olmo-tiny,ego,death_2,death,100,1,1.0
olmo-tiny,ego,death_3,death,100,2,2.0
olmo-tiny,ego,death_4,death,100,1,1.0
olmo-tiny,ego,death_5,death,100,0,0.0
olmo-tiny,ego,power_1,power,100,0,0.0
olmo-tiny,ego,power_2,power,100,0,0.0
olmo-tiny,ego,power_3,power,100,0,0.0
olmo-tiny,ego,power_4,power,100,1,1.0
olmo-tiny,ego,power_5,power,100,0,0.0
olmo-tiny,ego,profanity_1,profanity,100,0,0.0
olmo-tiny,ego,profanity_2,profanity,100,0,0.0
olmo-tiny,ego,profanity_3,profanity,100,0,0.0
olmo-tiny,ego,profanity_4,profanity,100,1,1.0
olmo-tiny,ego,profanity_5,profanity,100,2,2.0
olmo-tiny,ego,substance_1,substance,100,0,0.0
olmo-tiny,ego,substance_2,substance,100,0,0.0
olmo-tiny,ego,substance_3,substance,100,0,0.0
olmo-tiny,ego,substance_4,substance,100,1,1.0
olmo-tiny,ego,substance_5,substance,100,0,0.0
olmo-tiny,ego,neutral_1,neutral,100,1,1.0
