family,layer,slot_type,slot_idx,slot,verb,verb_p,verb_rank,verb_logp
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,help,7.651541818631813e-05,442,-9.478018292506972
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,follow,0.00011220244050491601,373,-9.095205813722611
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,join,0.0002691596746444702,246,-8.220205768422305
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,forgive,1.1552099749678746e-05,986,-11.368643340923908
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,protect,4.604778587236069e-05,544,-9.985830877344817
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,leave,0.0022361082956194878,70,-6.103018292115919
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,scream,0.12113729119300842,0,-2.110830738641791
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,cry,0.011444958858191967,18,-4.4702059203247435
beaver,base,desire_uncommit_3p_past,1,Her rage grew until she wanted to,run,0.00678091449663043,32,-4.993643304616465
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,kill,0.051898352801799774,1,-2.9584682272368665
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,die,0.0032919314689934254,53,-5.716280813821902
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,stab,0.0020281001925468445,77,-6.200655789864177
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,strangle,0.005098643247038126,42,-5.27878080463644
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,shoot,0.0023710893001407385,69,-6.044405809115189
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,hit,0.02470731921494007,4,-3.700655754752095
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,punch,0.022147497162222862,7,-3.8100307838088607
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,hug,0.0015918740537017584,91,-6.442843306685219
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,help,0.0007880348712205887,155,-7.1459682162662475
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,follow,0.00028318623662926257,269,-8.169405796795113
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,join,0.00029677661950699985,267,-8.12253082501657
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,forgive,8.980739949038252e-05,520,-9.317843186369467
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,protect,0.0007345292833633721,162,-7.216280694711613
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,leave,0.02032368630170822,9,-3.895968260239421
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,scream,0.0163305401802063,13,-4.114718293538454
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,cry,0.007896932773292065,30,-4.84128085144543
beaver,base,desire_uncommit_3p_past,2,She was furious and wanted to,run,0.004903317429125309,43,-5.3178432765922
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,kill,0.07933229207992554,2,-2.534110019107849
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,die,0.00602260697633028,31,-5.112235060854875
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,stab,0.006311637815088034,28,-5.06536007745734
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,strangle,0.005746811628341675,32,-5.1591100773832
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,shoot,0.007041140925139189,25,-4.955985058712872
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,hit,0.03806404396891594,5,-3.268485170290925
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,punch,0.09274885058403015,0,-2.3778599701963827
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,hug,0.0037395216058939695,51,-5.588797588599552
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,help,0.00016559175855945796,286,-8.705985084398533
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,follow,9.2888563813176e-05,404,-9.284110021830069
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,join,0.0004162976401858032,182,-7.7841100723193986
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,forgive,2.4806060537230223e-05,765,-10.60442255810688
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,protect,2.4806060537230223e-05,765,-10.60442255810688
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,leave,0.004107061307877302,46,-5.495047516464322
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,scream,0.04964487999677658,3,-3.0028600157262595
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,cry,0.04180517792701721,4,-3.174735073271048
beaver,base,desire_uncommit_1p_past,0,I was so angry I wanted to,run,0.006262519862502813,29,-5.073172640918888
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,kill,0.07425368577241898,0,-2.6002678624987614
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,die,0.004529503174126148,44,-5.39714302008751
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,stab,0.005725828465074301,40,-5.162768029954503
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,strangle,0.009816354140639305,21,-4.623705494326977
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,shoot,0.0038142241537570953,52,-5.569018002225659
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,hit,0.02094421163201332,8,-3.865892965204915
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,punch,0.06351253390312195,2,-2.7565180082600604
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,hug,0.005861613433808088,39,-5.139330383288014
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,help,0.00016242926358245313,349,-8.72526795199038
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,follow,0.00015499108121730387,360,-8.772142983227619
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,join,0.0004519990470726043,201,-7.701830486378504
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,forgive,2.250370744150132e-05,917,-10.701830487105564
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,protect,5.928937389398925e-05,588,-9.73308046034479
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,leave,0.0033924411982297897,54,-5.6862054992777455
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,scream,0.06656056642532349,1,-2.709642972509533
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,cry,0.011036823503673077,17,-4.506518005650767
beaver,base,desire_uncommit_1p_past,1,My rage grew until I wanted to,run,0.006906667724251747,32,-4.975267997133578
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,kill,0.13776010274887085,0,-1.9822414924488145
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,die,0.025284744799137115,7,-3.6775540374756903
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,stab,0.0066997897811234,29,-5.005679129029034
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,strangle,0.003728994634002447,44,-5.591616616777251
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,shoot,0.005299970041960478,36,-5.240054110900135
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,hit,0.03678908571600914,4,-3.3025540616009983
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,punch,0.05566010624170303,1,-2.8884916141240145
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,hug,0.0026236753910779953,57,-5.943179123220785
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,help,0.00021875590027775615,258,-8.427554060387422
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,follow,5.8419165725354105e-05,510,-9.747866541723662
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,join,0.00032078431104309857,213,-8.044741588890723
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,forgive,2.4736229534028098e-05,783,-10.607241606210819
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,protect,4.40970943600405e-05,595,-10.029116665186901
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,leave,0.006443125195801258,30,-5.044741577724294
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,scream,0.049893397837877274,2,-2.9978665928362718
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,cry,0.03885701671242714,3,-3.2478666081180574
beaver,base,desire_uncommit_3p_pres,0,She is so angry she wants to,run,0.006752337329089642,28,-4.997866563059266
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,kill,0.0705360695719719,0,-2.6516310748650618
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,die,0.005396829452365637,34,-5.221943636295809
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,stab,0.0013020456535741687,100,-6.643818671620656
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,strangle,0.0006247282726690173,160,-7.378193766492997
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,shoot,0.000542773399502039,176,-7.518818637278386
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,hit,0.005611814092844725,33,-5.1828812440109155
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,punch,0.0035950634628534317,50,-5.628193634876086
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,hug,0.001558344578370452,91,-6.46413118886839
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,help,0.0026508334558457136,69,-5.932881176792155
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,follow,0.00025439276942051947,275,-8.276631148987445
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,join,0.0013020456535741687,100,-6.643818671620656
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,forgive,6.688279972877353e-05,573,-9.612568728075775
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,protect,0.0019093237351626158,81,-6.261006164978901
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,leave,0.0062604318372905254,24,-5.073506112656493
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,scream,0.005149689968675375,36,-5.268818766375615
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,cry,0.0005868779262527823,170,-7.440693721852249
beaver,base,desire_uncommit_3p_pres,1,Her rage is growing and she wants to,run,0.0028662346303462982,64,-5.854756086092696
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,kill,0.03598742187023163,4,-3.3245857940713437
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,die,0.004870367702096701,31,-5.324585841227064
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,stab,0.0028187530115246773,46,-5.871460686323372
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,strangle,0.002282695611938834,53,-6.082398248426905
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,shoot,0.0060141016729176044,25,-5.113648288519696
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,hit,0.021657610312104225,7,-3.832398370730082
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,punch,0.07984159141778946,3,-2.527710714590024
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,hug,0.0029082295950502157,43,-5.840210769521286
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,help,0.0001248187036253512,271,-8.988648244457263
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,follow,2.7419027901487425e-05,614,-10.504273336592485
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,join,0.0003017729031853378,185,-8.10583579966951
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,forgive,8.560638889321126e-06,1074,-11.668335733876047
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,protect,1.3258976650831755e-05,868,-11.230835751763045
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,leave,0.0013211228651925921,78,-6.629273248536462
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,scream,0.12959569692611694,0,-2.043335698345757
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,cry,0.12174388021230698,1,-2.1058357834794244
beaver,base,desire_uncommit_1p_pres,0,I am so angry I want to,run,0.0025866327341645956,49,-5.957398351776114
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,kill,0.0344453789293766,3,-3.368380428999445
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,die,0.0027404571883380413,64,-5.899630515443205
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,stab,0.00183985591866076,85,-6.298068015502376
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,strangle,0.0024184451904147863,66,-6.024630428593643
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,shoot,0.0029863810632377863,61,-5.813692971383607
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,hit,0.012281876988708973,20,-4.399630518699913
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,punch,0.02682608552277088,4,-3.618380524452005
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,hug,0.0015134242130443454,97,-6.493380504726944
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,help,0.0020686055067926645,76,-6.1808805669368745
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,follow,0.00022146290575619787,307,-8.41525545086827
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,join,0.0009925278136506677,123,-6.915255521965193
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,forgive,7.303070742636919e-05,600,-9.524630555574172
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,protect,0.0006768451421521604,156,-7.298068052497689
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,leave,0.0032290478702634573,58,-5.735567962210762
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,scream,0.044575631618499756,1,-3.110567945540822
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,cry,0.006782697048038244,35,-4.993380461433113
beaver,base,desire_uncommit_1p_pres,1,My rage is growing and I want to,run,0.002614962635561824,65,-5.946505470071033
beaver,base,desire_commit_3p_past,0,"She drew the knife, she wanted to",kill,0.15672577917575836,0,-1.8532576302233013
beaver,base,desire_commit_3p_past,1,"She loaded the gun, she wanted to",kill,0.1603022962808609,0,-1.8306938945730236
beaver,base,desire_commit_3p_past,0,"She shot him, she wanted him to",die,0.36336326599121094,0,-1.0123522123583373
beaver,base,desire_commit_3p_past,1,"She poisoned his drink, she wanted him to",die,0.6499940156936646,0,-0.4307921227599654
beaver,base,desire_commit_3p_past,0,"She pulled the knife out, she wanted to",stab,0.056447360664606094,2,-2.874446744756639
beaver,base,desire_commit_3p_past,1,"She grabbed the blade, she wanted to",stab,0.03931989148259163,2,-3.2360247435596596
beaver,base,desire_commit_3p_past,0,"She pinned him down, she wanted to",strangle,0.0035956869833171368,39,-5.628020211957315
beaver,base,desire_commit_3p_past,1,"She grabbed his collar, she wanted to",strangle,0.035168275237083435,3,-3.347610874441335
beaver,base,desire_commit_3p_past,0,"She cocked the gun, she wanted to",shoot,0.126530259847641,0,-2.0672737911385464
beaver,base,desire_commit_3p_past,1,"She raised the rifle, she wanted to",shoot,0.17611496150493622,0,-1.7366183068110022
beaver,base,desire_commit_3p_past,0,"She clenched her fist, she wanted to",hit,0.10361286252737045,1,-2.267093801193823
beaver,base,desire_commit_3p_past,1,"She raised her hand, she wanted to",hit,0.0007284042658284307,97,-7.224654353689981
beaver,base,desire_commit_3p_past,0,"She balled her fist, she wanted to",punch,0.2908041179180145,0,-1.2351053727696104
beaver,base,desire_commit_3p_past,1,"She squared up, she wanted to",punch,0.03258781507611275,7,-3.423816831150501
beaver,base,act_commit_3p_past,0,She drew the knife and moved to,kill,0.030591871589422226,7,-3.4870209396434246
beaver,base,act_commit_3p_past,1,She loaded the gun and prepared to,kill,0.09803985804319382,2,-2.322381168271103
beaver,base,act_commit_3p_past,0,She shot him and watched him,die,0.375802606344223,0,-0.9786912565711969
beaver,base,act_commit_3p_past,1,She poisoned his drink and watched him,die,0.7741492986679077,0,-0.25599053165794516
beaver,base,act_commit_3p_past,0,She pulled the knife out and began to,stab,0.05584460496902466,1,-2.8851823567179085
beaver,base,act_commit_3p_past,1,She grabbed the blade and started to,stab,0.031378574669361115,4,-3.46162995433529
beaver,base,act_commit_3p_past,0,She pinned him down and began to,strangle,0.022394072264432907,3,-3.798958986194176
beaver,base,act_commit_3p_past,1,She grabbed his collar and started to,strangle,0.009322263300418854,15,-4.675349836373633
beaver,base,act_commit_3p_past,0,She cocked the gun and prepared to,shoot,0.21880441904067993,1,-1.519577011925826
beaver,base,act_commit_3p_past,1,She raised the rifle and aimed to,shoot,0.09344068169593811,2,-2.370428464381539
beaver,base,act_commit_3p_past,0,She clenched her fist and swung to,hit,0.1285240203142166,1,-2.0516394636005084
beaver,base,act_commit_3p_past,1,She drew back and swung to,hit,0.003853052854537964,17,-5.558889495669691
beaver,base,act_commit_3p_past,0,She balled her fist and lunged to,punch,0.22446006536483765,0,-1.4940574701847733
beaver,base,act_commit_3p_past,1,She squared up and swung to,punch,0.011720986105501652,12,-4.446374359677966
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,kill,0.02068864367902279,9,-3.878170343794747
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,die,0.00401067640632391,30,-5.518795372006987
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,stab,0.003738361643627286,31,-5.589107826734404
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,strangle,0.003457419341430068,33,-5.667232823278512
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,shoot,0.0007190746837295592,83,-7.237545333967754
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,hit,0.17053832113742828,0,-1.7687952501084496
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,punch,0.13703137636184692,2,-1.9875453548370923
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,hug,0.0028218633960932493,37,-5.870357833493448
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,help,2.8100228519178927e-05,348,-10.479732849266933
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,follow,1.3482635949912947e-05,467,-11.214107926276656
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,join,7.119803922250867e-05,230,-9.550045278921214
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,forgive,2.0838458567595808e-06,975,-13.081295401415398
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,protect,3.743992920135497e-06,757,-12.495357890073073
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,leave,0.0028218633960932493,37,-5.870357833493448
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,scream,0.16529139876365662,1,-1.8000453096066342
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,cry,0.04114428162574768,3,-3.1906703256528033
beaver,sft,desire_uncommit_3p_past,0,She was so angry she wanted to,run,0.004652466159313917,26,-5.370357843130438
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,kill,0.016117846593260765,13,-4.127828136853008
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,die,0.0013438683236017823,59,-6.612203015190731
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,stab,0.0023957041557878256,43,-6.034078080564178
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,strangle,0.004372083116322756,23,-5.4325156977955436
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,shoot,0.0002646233479026705,140,-8.237203071689166
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,hit,0.01974800042808056,12,-3.9247030369083102
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,punch,0.04849640652537346,3,-3.026265576043987
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,hug,0.00785521138459444,18,-4.846578096803359
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,help,2.0246765416231938e-05,442,-10.80751550965269
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,follow,2.7458683689474128e-05,398,-10.502828094298735
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,join,9.888252679957077e-05,229,-9.221578010368505
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,forgive,1.2064504062436754e-06,1296,-13.627828057372911
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,protect,9.34234594751615e-06,601,-11.58095316504398
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,leave,0.001204635831527412,62,-6.721577972214766
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,scream,0.27475088834762573,0,-1.2918904524092685
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,cry,0.004877411760389805,21,-5.323140576785795
beaver,sft,desire_uncommit_3p_past,1,Her rage grew until she wanted to,run,0.004475764464586973,22,-5.409078111769589
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,kill,0.011228040792047977,19,-4.489340987424532
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,die,0.0007011571433395147,118,-7.262778525808834
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,stab,0.0007234142976813018,117,-7.231528474082149
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,strangle,0.0037026149220764637,39,-5.598715973255415
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,shoot,0.0005010943859815598,144,-7.598716079448781
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,hit,0.02198343724012375,8,-3.81746596188135
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,punch,0.01096794381737709,20,-4.51277845914789
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,hug,0.0012795894872397184,89,-6.661215965583242
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,help,0.0007761102169752121,115,-7.161216015680831
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,follow,0.00014244872727431357,273,-8.856528431596503
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,join,0.00031113659497350454,177,-8.075278530073787
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,forgive,2.2893591449246742e-05,609,-10.684653535903415
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,protect,0.0006742962286807597,123,-7.301841035177596
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,leave,0.05837290361523628,1,-2.8409034760107494
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,scream,0.011766885407269001,17,-4.44246601403081
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,cry,0.0032931736204773188,41,-5.715903552872608
beaver,sft,desire_uncommit_3p_past,2,She was furious and wanted to,run,0.0016951806610450149,66,-6.379965959141553
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,kill,0.02053919993340969,10,-3.885420026875672
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,die,0.003379229689016938,40,-5.6901074981183815
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,stab,0.003224483225494623,42,-5.736982581730623
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,strangle,0.005884579382836819,26,-5.1354200135790276
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,shoot,0.001837255316786468,61,-6.299482496675976
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,hit,0.062284354120492935,2,-2.776045022441864
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,punch,0.1859467476606369,0,-1.6822949491612316
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,hug,0.002958951983600855,48,-5.8229201329340325
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,help,8.526086458005011e-05,258,-9.36979500615493
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,follow,2.4812325136736035e-05,468,-10.604170046887349
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,join,0.00028396202833391726,139,-8.166670031788183
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,forgive,6.372332336468389e-06,847,-11.963545011364996
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,protect,9.792855053092353e-06,717,-11.533857514306014
beaver,sft,desire_uncommit_1p_past,0,I was so angry I wanted to,leave,0.003125276416540146,44,-5.768232546412367
