prompt,token,direction,base_prob,aligned_prob,delta
labor_layoff,make,lost,0.0011899966048076749,0.00046253675827756524,-0.0007274598465301096
labor_layoff,just,lost,0.002038137521594763,0.0013383945915848017,-0.0006997429300099611
labor_layoff,really,lost,0.0019221467664465308,0.0012573053827509284,-0.0006648413836956024
labor_layoff,walk,lost,0.0005311609711498022,7.97513421275653e-05,-0.00045140963629819453
labor_layoff,expect,lost,0.0015072375535964966,0.0010754301911219954,-0.00043180736247450113
labor_layoff,lose,lost,0.0006578206084668636,0.00023076817160472274,-0.0004270524368621409
labor_layoff,ve,lost,0.0005434916238300502,0.00013460588525049388,-0.00040888573857955635
labor_layoff,write,lost,0.00045388261787593365,0.00012546648213174194,-0.0003284161211922765
labor_layoff,come,lost,0.0006234205793589354,0.0003033390094060451,-0.0003200815699528903
labor_layoff,report,lost,0.0004472823638934642,0.0001367256190860644,-0.0003105567302554846
labor_benefits,union,gained,0.009039291180670261,0.05015126243233681,0.04111197218298912
labor_benefits,consider,gained,0.009289870038628578,0.0425628200173378,0.03327295184135437
labor_benefits,we,gained,0.0007093962049111724,0.031139623373746872,0.030430227518081665
labor_benefits,negotiate,gained,0.0022065374068915844,0.02748062275350094,0.025274084880948067
labor_benefits,keep,gained,0.0019779272843152285,0.020421864464879036,0.018443936482071877
labor_benefits,do,gained,0.007039807271212339,0.022081300616264343,0.015041492879390717
labor_benefits,investigate,gained,0.0008022827096283436,0.01127802487462759,0.01047574169933796
labor_benefits,not,gained,0.048865947872400284,0.057723745703697205,0.00885779783129692
labor_benefits,question,gained,0.00026046307175420225,0.008579868823289871,0.00831940583884716
labor_benefits,think,gained,0.0012499019503593445,0.008315893821418285,0.007065991871058941
labor_benefits,get,gained,0.027304446324706078,0.034200187772512436,0.006895741447806358
labor_benefits,re,gained,0.0017117536626756191,0.0068941181525588036,0.005182364489883184
labor_benefits,look,gained,0.007792356424033642,0.012483635917305946,0.0046912794932723045
labor_benefits,probably,gained,0.006285840179771185,0.010594723746180534,0.0043088835664093494
labor_benefits,ask,gained,0.0013541084481403232,0.005327361635863781,0.003973253071308136
labor_benefits,now,gained,0.0022065374068915844,0.005896851886063814,0.0036903144791722298
labor_benefits,retain,gained,7.594726048409939e-05,0.003690155688673258,0.0036142084281891584
labor_benefits,thank,gained,0.0004336451820563525,0.004021303728222847,0.003587658517062664
labor_benefits,qualify,gained,0.00020205801411066204,0.003719097701832652,0.0035170395858585835
labor_benefits,hire,gained,0.0030634738504886627,0.006131755653768778,0.003068281803280115
labor_benefits,lay,gained,0.0006284902337938547,0.0035211711656302214,0.0028926809318363667
labor_benefits,still,gained,0.00084572599735111,0.0034396033734083176,0.0025938772596418858
labor_benefits,mention,gained,0.00020604324527084827,0.0026579194236546755,0.002451876178383827
labor_benefits,definitely,gained,0.0017184531316161156,0.004084629938006401,0.0023661768063902855
labor_benefits,complain,gained,0.0009434755193069577,0.0032565509900450706,0.0023130755871534348
labor_benefits,have,lost,0.3040541410446167,0.07411875575780869,-0.22993537783622742
labor_benefits,all,lost,0.07509607821702957,0.0105122746899724,-0.06458380073308945
labor_benefits,be,lost,0.14250731468200684,0.10700292140245438,-0.03550439327955246
labor_benefits,'ve,lost,0.020370356738567352,0.002022038446739316,-0.018348317593336105
labor_benefits,just,lost,0.016051456332206726,0.00488866213709116,-0.011162794195115566
labor_benefits,sue,lost,0.0077317156828939915,0.0015503506874665618,-0.006181364879012108
labor_benefits,also,lost,0.008491627871990204,0.0029191533103585243,-0.0055724745616316795
labor_benefits,walk,lost,0.0055472347885370255,0.000159620467456989,-0.005387614481151104
labor_benefits,quit,lost,0.006409817840903997,0.0020699896849691868,-0.004339828155934811
labor_benefits,leave,lost,0.005334723275154829,0.0010088324779644608,-0.00432589091360569
labor_benefits,go,lost,0.010860958136618137,0.006948189809918404,-0.003912768326699734
labor_benefits,strike,lost,0.0035676006227731705,0.0004140239907428622,-0.0031535765156149864
labor_benefits,file,lost,0.011697712354362011,0.008714982308447361,-0.00298273004591465
labor_benefits,nt,lost,0.005050814710557461,0.0021693306043744087,-0.002881484106183052
labor_benefits,protest,lost,0.0030515308026224375,0.00037112869904376566,-0.0026804020162671804
labor_benefits,work,lost,0.002569646341726184,0.00016468737157993019,-0.0024049589410424232
labor_benefits,stop,lost,0.004838384222239256,0.002807322423905134,-0.0020310617983341217
labor_benefits,move,lost,0.0025496489834040403,0.0006616084720008075,-0.001888040453195572
labor_benefits,feel,lost,0.003724236972630024,0.0019294425146654248,-0.0017947944579645991
labor_benefits,of,lost,0.002056719036772847,0.0005659036687575281,-0.0014908153098076582
labor_benefits,make,lost,0.0022677050437778234,0.0007918416522443295,-0.001475863391533494
labor_benefits,organize,lost,0.0023672692477703094,0.0009114041458815336,-0.0014558651018887758
labor_benefits,pay,lost,0.0022325473837554455,0.0008561849244870245,-0.0013763625174760818
labor_benefits,demand,lost,0.0019170729210600257,0.0006667975103482604,-0.0012502754107117653
labor_benefits,refuse,lost,0.0013647287851199508,0.00012825864541810006,-0.0012364701833575964
labor_benefits,resign,lost,0.0013594082556664944,0.00015714578330516815,-0.0012022624723613262
labor_benefits,change,lost,0.001652620150707662,0.0004582827677950263,-0.0011943373829126358
labor_benefits,only,lost,0.0014756236923858523,0.000465499673737213,-0.0010101239895448089
labor_benefits,boycott,lost,0.001257247175090015,0.0003149728290736675,-0.0009422743460163474
labor_benefits,take,lost,0.007234958000481129,0.006326398346573114,-0.0009085596539080143
labor_safety,__,gained,0.0035862051881849766,0.15098412334918976,0.14739792048931122
labor_safety,______,gained,0.00395409157499671,0.05057334527373314,0.04661925509572029
labor_safety,consider,gained,0.01563873514533043,0.04463082179427147,0.02899208664894104
labor_safety,ask,gained,0.005037643481045961,0.031896207481622696,0.026858564466238022
labor_safety,demand,gained,0.0034219808876514435,0.029269607737660408,0.025847626850008965
labor_safety,therefore,gained,0.0006530964747071266,0.022267142310738564,0.021614044904708862
labor_safety,____,gained,0.0019497859757393599,0.022973978891968727,0.021024193614721298
labor_safety,_____,gained,0.00360024138353765,0.021751325577497482,0.01815108396112919
labor_safety,"_,",gained,2.4684734398761066e-06,0.014264867641031742,0.014262398704886436
labor_safety,think,gained,0.002100002020597458,0.010683892294764519,0.00858389027416706
labor_safety,what,gained,0.00046765952720306814,0.006791094783693552,0.006323435343801975
labor_safety,___,gained,0.007591996807605028,0.013505705632269382,0.005913708824664354
labor_safety,definitely,gained,0.0035306063946336508,0.00899673905223608,0.005466132424771786
labor_safety,request,gained,0.0013718457194045186,0.006530932150781155,0.005159086547791958
labor_safety,question,gained,0.0003794626391027123,0.003992278594523668,0.0036128158681094646
labor_safety,___,gained,0.00018206816457677633,0.0035786556545645,0.003396587446331978
labor_safety,then,gained,0.00010153431503567845,0.0032584029249846935,0.0031568685080856085
labor_safety,explain,gained,0.00025776217808015645,0.0032839591149240732,0.0030261969659477472
labor_safety,plan,gained,0.0009652139851823449,0.0039303842931985855,0.0029651704244315624
labor_safety,leave,gained,0.0010274649830535054,0.0038997975643724203,0.002872332464903593
labor_safety,negotiate,gained,0.0002892443153541535,0.002383898478001356,0.002094654133543372
labor_safety,report,lost,0.05008959770202637,0.004891442134976387,-0.04519815742969513
labor_safety,do,lost,0.05087839439511299,0.009958482347428799,-0.04091991111636162
labor_safety,take,lost,0.03038087673485279,0.0054143331944942474,-0.024966543540358543
labor_safety,have,lost,0.025384172797203064,0.003779813414439559,-0.02160435914993286
labor_safety,file,lost,0.028651896864175797,0.008652079850435257,-0.01999981701374054
labor_safety,be,lost,0.021797213703393936,0.0032078861258924007,-0.018589327111840248
labor_safety,get,lost,0.02248913049697876,0.0039612106047570705,-0.018527919426560402
labor_safety,probably,lost,0.0282076895236969,0.009958482347428799,-0.018249206244945526
labor_safety,try,lost,0.015885010361671448,0.0008566718897782266,-0.015028338879346848
labor_safety,union,lost,0.022665515542030334,0.007695318665355444,-0.014970196411013603
labor_safety,go,lost,0.016135161742568016,0.0019763214513659477,-0.014158840291202068
labor_safety,organize,lost,0.017583103850483894,0.003992278594523668,-0.013590825721621513
labor_safety,hire,lost,0.012468286789953709,0.00016478102770633996,-0.012303506024181843
labor_safety,make,lost,0.015396279282867908,0.004151313100010157,-0.011244965717196465
labor_safety,not,lost,0.014633956365287304,0.004453708883374929,-0.010180247947573662
labor_safety,all,lost,0.012714201584458351,0.002537646796554327,-0.010176554322242737
labor_safety,start,lost,0.01792989857494831,0.009067301638424397,-0.008862596936523914
labor_safety,just,lost,0.008806870318949223,0.0002836060884874314,-0.008523263968527317
labor_safety,talk,lost,0.011441542766988277,0.0030609862878918648,-0.008380556479096413
labor_safety,contact,lost,0.013481431640684605,0.00563001586124301,-0.007851416245102882
labor_safety,speak,lost,0.012131975963711739,0.004595084581524134,-0.007536891382187605
labor_safety,tell,lost,0.008273288607597351,0.001049616257660091,-0.007223672233521938
labor_safety,bring,lost,0.006005763541907072,0.00011684723722282797,-0.005888916086405516
labor_safety,find,lost,0.00898057036101818,0.0031091899145394564,-0.005871380679309368
labor_safety,form,lost,0.007416128180921078,0.0017036955105140805,-0.005712432786822319
labor_safety,stand,lost,0.006343350745737553,0.0008238532464019954,-0.00551949767395854
labor_safety,protest,lost,0.007187958341091871,0.0020874114707112312,-0.00510054687038064
