family,pair,model,js_to_A,js_to_B,js_to_mean,ratio
olmo-tiny,desire/disgust,base,0.1097924427586912,0.10590068707947843,0.04323618646335812,0.40827106655983614
olmo-tiny,desire/disgust,sft,0.08204279422590738,0.1402807735393348,0.0754723368973745,0.9199142668100635
olmo-tiny,desire/disgust,dpo,0.12100486134541436,0.1815390469951028,0.10695612313716726,0.8838993900571955
olmo-tiny,desire/disgust,rlvr,0.11937915837415163,0.18535185050854883,0.10874541259211543,0.9109246042034532
olmo-tiny,obey/rebel,base,0.09743625209897162,0.05330083458087839,0.039887661615896616,0.7483496633691785
olmo-tiny,obey/rebel,sft,0.05698321971431399,0.12675509188203166,0.05762617938235484,1.0112833158825412
olmo-tiny,obey/rebel,dpo,0.07720819171176134,0.1680619777131988,0.08102043412763114,1.0493761391291472
olmo-tiny,obey/rebel,rlvr,0.07447939432000474,0.16874951599756816,0.08024527528094687,1.0774157874615455
olmo-tiny,sacred/profane,base,0.08101066885938304,0.15013769164926177,0.06491459835039327,0.8013092505515655
olmo-tiny,sacred/profane,sft,0.1281284823055719,0.20613270829122357,0.11510325927688347,0.8983424856494847
olmo-tiny,sacred/profane,dpo,0.13394232745844528,0.25964401291253175,0.13808810308891534,1.0309519455808789
olmo-tiny,sacred/profane,rlvr,0.13230593378011857,0.2535681846144977,0.13615791465224183,1.0291141958797172
olmo-tiny,man/woman,base,0.017909023801479147,0.025195113149434258,0.013397667984885746,0.7480959394212878
olmo-tiny,man/woman,sft,0.0265387195258256,0.04125226755344927,0.027211570970084146,1.0253535760684978
olmo-tiny,man/woman,dpo,0.0380647630882461,0.06045954327839003,0.039858380213845745,1.0471201441984934
olmo-tiny,man/woman,rlvr,0.04068671188424635,0.061001387879447984,0.04175264426658537,1.0261985383673076
olmo-tiny,human/animal,base,0.04861571304332131,0.04853310225288489,0.012027370737245146,0.24781788467952756
olmo-tiny,human/animal,sft,0.12839736247769473,0.1607458687868959,0.11625978049958753,0.905468603529798
olmo-tiny,human/animal,dpo,0.22978424131950537,0.25477061373935783,0.2121263570147794,0.9231545026615927
olmo-tiny,human/animal,rlvr,0.2115482495668786,0.24144171721809307,0.1966127696869512,0.9293991800428218
olmo-tiny,pleasure/pain,base,0.06894505220144923,0.1628739120489744,0.044210876747396634,0.6412479987427919
olmo-tiny,pleasure/pain,sft,0.22457652250833887,0.13983670091899045,0.12997968003349317,0.9295104874420085
olmo-tiny,pleasure/pain,dpo,0.298976215336928,0.17536510790595994,0.17601358530891323,1.0036978701789472
olmo-tiny,pleasure/pain,rlvr,0.30141679892008694,0.18444331850999324,0.18278901142628812,0.9910308104567339
olmo-tiny,create/destroy,base,0.12814147702607104,0.11955531466809464,0.07484119697414494,0.6259964032708751
olmo-tiny,create/destroy,sft,0.13268562907138412,0.2003969213494911,0.10221294357966669,0.7703392168015174
olmo-tiny,create/destroy,dpo,0.16709320971870514,0.24576292455062856,0.13283707242921566,0.7949878552984987
olmo-tiny,create/destroy,rlvr,0.16589701838633983,0.24256036046927437,0.1334346742193126,0.8043223170447275
olmo-tiny,free/captive,base,0.05729893165726974,0.042377127198666084,0.03563823326308134,0.8409780374211665
olmo-tiny,free/captive,sft,0.07221676366624583,0.07155470815579132,0.06111761025599459,0.8541382088083885
olmo-tiny,free/captive,dpo,0.09367022803510436,0.09409487762688547,0.07831961700549689,0.8361207039673845
olmo-tiny,free/captive,rlvr,0.0946523358276737,0.09178925287049697,0.0781070395127711,0.8509388307471057
deepseek-7b,love/hate,base,0.26329465607809877,0.10449238666061202,0.10369434298122063,0.9923626619613598
deepseek-7b,love/hate,dpo,0.270697126454657,0.1499261885035791,0.1356297332873768,0.9046433757911412
deepseek-7b,trust/fear,base,0.05204596527508311,0.0634566535904268,0.02855908836452458,0.5487281908132307
deepseek-7b,trust/fear,dpo,0.05875830236519825,0.07253501359513609,0.03564949733251958,0.606714215651579
deepseek-7b,beautiful/disgusting,base,0.08355745952802,0.12880364481925086,0.03283551145264882,0.3929692410243495
deepseek-7b,beautiful/disgusting,dpo,0.10617650741029992,0.1561943033221061,0.04855226726808737,0.45727881291542116
deepseek-7b,desire/disgust,base,0.14748435304947566,0.04780034193999065,0.05094970769364847,1.0658858415199537
deepseek-7b,desire/disgust,dpo,0.1757230093669119,0.06487931812973685,0.0694044017830705,1.0697461654002745
deepseek-7b,obey/rebel,base,0.07172569512599516,0.07178681471684423,0.03180047193069504,0.4433623386268133
deepseek-7b,obey/rebel,dpo,0.09032536640490356,0.06553756079480003,0.03312665067788016,0.5054605370743146
deepseek-7b,sacred/profane,base,0.1822453305968263,0.24632374862595036,0.16416794595987233,0.9008074194397562
deepseek-7b,sacred/profane,dpo,0.3073726172803168,0.39150908751167274,0.3223784661821972,1.0488197323322246
deepseek-7b,man/woman,base,0.032719508657962804,0.016850684139099438,0.01976862197224598,1.17316435398465
deepseek-7b,man/woman,dpo,0.03706712592119959,0.02023764598396758,0.021038856238185563,1.039590091399598
deepseek-7b,human/animal,base,0.044766331868566885,0.06365122041441351,0.01713651530908107,0.38279918398035295
deepseek-7b,human/animal,dpo,0.07135429954254408,0.05721366676046128,0.023353256394177405,0.4081761879019467
deepseek-7b,pleasure/pain,base,0.06997676766653727,0.15722748936085956,0.04763375685945505,0.6807081614064521
deepseek-7b,pleasure/pain,dpo,0.09293556530134835,0.1658679785057174,0.05483951272252617,0.5900810152142103
deepseek-7b,create/destroy,base,0.1435556718725704,0.10044286072531076,0.06780637986013016,0.6750741602787058
deepseek-7b,create/destroy,dpo,0.15375511734022784,0.10416282994456348,0.07720259688832606,0.7411722293779275
deepseek-7b,free/captive,base,0.10388802899554282,0.061541305661068704,0.06964125954527861,1.1316181676225627
deepseek-7b,free/captive,dpo,0.10861521416702016,0.06946787528803446,0.07305956780209934,1.0517029274203746
pythia,love/hate,base,0.22935453724600807,0.12073728111869426,0.07957539113842789,0.659078872748501
pythia,love/hate,sft,0.24599766108249008,0.139255620089833,0.09385566369972882,0.673981155225068
pythia,love/hate,dpo,0.2284713430335692,0.1541589331226212,0.09330525380671996,0.6052536295934472
pythia,trust/fear,base,0.041317119763368305,0.0400950457607146,0.021748352086043556,0.5424199342691046
pythia,trust/fear,sft,0.0470961857933193,0.050805510702550155,0.02687021940328455,0.5705391838142475
pythia,trust/fear,dpo,0.04855158238273081,0.050796859811153956,0.027193759289274474,0.560100370671893
pythia,beautiful/disgusting,base,0.0952798696681526,0.1548396796939604,0.0548589915527369,0.575766861812507
pythia,beautiful/disgusting,sft,0.11185377717367846,0.16025776651208862,0.058553303318555926,0.523480787131923
pythia,beautiful/disgusting,dpo,0.12366300365300009,0.1729061154622698,0.0671913059187226,0.5433420176923911
pythia,desire/disgust,base,0.08708766599415783,0.057207658711326326,0.03219556744690165,0.562784217570634
pythia,desire/disgust,sft,0.10282597154301361,0.059079193525091674,0.03738711642166843,0.6328305142789339
pythia,desire/disgust,dpo,0.10811499557519158,0.05750921354486163,0.040615851949568425,0.7062494763188671
