family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,closed,0.5611,16,VERB,VERB,4.9,register_shift,0.517791
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,closed,0.561,16,VERB,VERB,4.9,register_shift,0.654376
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,felt,0.5609,24,PRON,VERB,5.13,category_shift,0.610031
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,stared,0.5605,16,VERB,VERB,3.6,register_shift,0.565899
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,gazed,0.5604,16,VERB,VERB,2.83,archaic,0.540031
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,felt,0.5596,8,PRON,VERB,5.13,category_shift,0.575282
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,stared,0.5586,16,VERB,VERB,3.6,register_shift,0.596002
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,gazed,0.5582,16,VERB,VERB,2.83,archaic,0.59067
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,closed,0.5576,16,VERB,VERB,4.9,register_shift,0.347133
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,let,0.5572,8,VERB,VERB,5.6,register_shift,0.681228
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,felt,0.5572,16,VERB,VERB,5.13,register_shift,0.469183
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,pulled,0.5567,8,VERB,VERB,4.67,register_shift,0.6586
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,gazed,0.5556,16,PRON,VERB,2.83,archaic,0.650681
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,stared,0.5554,8,VERB,VERB,3.6,register_shift,0.565899
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,rubbed,0.5552,16,VERB,VERB,3.57,register_shift,0.651756
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,screamed,0.5547,16,VERB,VERB,3.72,register_shift,0.435858
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,let,0.5539,8,VERB,VERB,5.6,register_shift,0.619661
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,closed,0.5539,16,VERB,VERB,4.9,register_shift,0.685189
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,closed,0.5539,16,VERB,VERB,4.9,register_shift,0.681966
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,stared,0.5534,8,VERB,VERB,3.6,register_shift,0.67144
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,pulled,0.553,16,VERB,VERB,4.67,register_shift,0.13556
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,screamed,0.5528,16,VERB,VERB,3.72,register_shift,0.537494
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,felt,0.5526,24,PRON,VERB,5.13,category_shift,0.647798
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,let,0.5507,16,VERB,VERB,5.6,register_shift,0.152824
llama,sexual_liminal_1,He lay naked in his bed and,repression,tried,let,0.5502,8,VERB,VERB,5.6,register_shift,0.65926
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,felt,0.5501,8,VERB,VERB,5.13,register_shift,0.224867
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,screamed,0.55,16,VERB,VERB,3.72,register_shift,0.518097
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.5468,8,VERB,VERB,2.83,archaic,0.642851
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,rubbed,0.5464,16,VERB,VERB,3.57,register_shift,0.614052
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,covered,0.5462,24,PRON,VERB,4.83,category_shift,0.670342
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,gazed,0.5459,8,VERB,VERB,2.83,archaic,0.540031
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,felt,0.5451,24,VERB,VERB,5.13,register_shift,0.164046
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,stared,0.544,16,VERB,VERB,3.6,register_shift,0.573667
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,rubbed,0.5434,8,VERB,VERB,3.57,register_shift,0.614052
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,screamed,0.5433,24,VERB,VERB,3.72,register_shift,0.505411
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,gazed,0.5433,24,VERB,VERB,2.83,archaic,0.654199
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,felt,0.5427,24,VERB,VERB,5.13,register_shift,0.564462
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,closed,0.5423,16,PRON,VERB,4.9,category_shift,0.685932
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,gazed,0.542,8,PRON,VERB,2.83,archaic,0.655469
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,screamed,0.542,24,VERB,VERB,3.72,register_shift,0.26488
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,felt,0.5405,16,VERB,VERB,5.13,register_shift,0.536254
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,felt,0.5402,24,VERB,VERB,5.13,register_shift,0.628043
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,felt,0.5401,16,VERB,VERB,5.13,register_shift,0.536137
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,stared,0.5401,24,VERB,VERB,3.6,register_shift,0.661171
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.5397,16,PRON,VERB,4.9,category_shift,0.685198
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,let,0.5395,16,VERB,VERB,5.6,register_shift,0.647939
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,let,0.5379,24,PRON,VERB,5.6,category_shift,0.650971
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,rubbed,0.5378,16,VERB,VERB,3.57,register_shift,0.302113
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,closed,0.5369,16,VERB,VERB,4.9,register_shift,0.649282
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,let,0.5365,24,VERB,VERB,5.6,register_shift,0.152824
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,let,0.5363,16,PRON,VERB,5.6,category_shift,0.674966
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,felt,0.5362,8,PRON,VERB,5.13,category_shift,0.610031
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.5357,24,PRON,VERB,2.83,archaic,0.663145
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,felt,0.5333,8,VERB,VERB,5.13,register_shift,0.634751
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,stared,0.5332,16,PRON,VERB,3.6,category_shift,0.666605
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,screamed,0.5332,16,PRON,VERB,3.72,category_shift,0.666208
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,pulled,0.5328,16,PRON,VERB,4.67,category_shift,0.662868
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.5319,24,VERB,VERB,3.6,register_shift,0.648552
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,gazed,0.5315,24,PRON,VERB,2.83,archaic,0.655469
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,gazed,0.5289,24,VERB,VERB,2.83,archaic,0.619068
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,rubbed,0.5287,16,VERB,VERB,3.57,register_shift,0.599228
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,let,0.528,24,VERB,VERB,5.6,register_shift,0.681228
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,felt,0.5278,16,PRON,VERB,5.13,category_shift,0.645482
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,let,0.5269,16,VERB,VERB,5.6,register_shift,0.677591
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,stared,0.5268,24,VERB,VERB,3.6,register_shift,0.624389
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,rubbed,0.5268,24,VERB,VERB,3.57,register_shift,0.205882
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,pulled,0.5258,16,PRON,VERB,4.67,category_shift,0.666168
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,stared,0.5254,16,VERB,VERB,3.6,register_shift,0.6134
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.5243,24,VERB,VERB,2.83,archaic,0.642851
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,let,0.5216,24,PRON,VERB,5.6,category_shift,0.674966
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,gazed,0.5215,24,VERB,VERB,2.83,archaic,0.540031
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,rubbed,0.5198,16,VERB,VERB,3.57,register_shift,0.205882
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,closed,0.5197,16,PRON,VERB,4.9,category_shift,0.686858
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,gazed,0.5186,8,PRON,VERB,2.83,archaic,0.663617
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,closed,0.5186,16,VERB,VERB,4.9,register_shift,0.684985
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,let,0.5186,16,VERB,VERB,5.6,register_shift,0.589262
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,stared,0.5181,8,VERB,VERB,3.6,register_shift,0.596002
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,gazed,0.5181,24,PRON,VERB,2.83,archaic,0.650681
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,stared,0.5179,8,VERB,VERB,3.6,register_shift,0.573667
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,felt,0.5172,24,VERB,VERB,5.13,register_shift,0.641985
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,rubbed,0.5169,16,VERB,VERB,3.57,register_shift,0.626782
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,let,0.5169,24,VERB,VERB,5.6,register_shift,0.647939
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,screamed,0.5166,16,VERB,VERB,3.72,register_shift,0.410187
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,covered,0.5166,24,PRON,VERB,4.83,category_shift,0.661394
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,rubbed,0.5165,24,PRON,VERB,3.57,category_shift,0.634544
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,screamed,0.5158,16,PRON,VERB,3.72,category_shift,0.661253
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,screamed,0.5158,16,PRON,VERB,3.72,category_shift,0.618419
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,screamed,0.5153,24,VERB,VERB,3.72,register_shift,0.225729
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,rubbed,0.5136,24,VERB,VERB,3.57,register_shift,0.626782
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,covered,0.5133,24,PRON,VERB,4.83,category_shift,0.675294
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,rubbed,0.5132,24,VERB,VERB,3.57,register_shift,0.593527
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,gazed,0.5131,8,PRON,VERB,2.83,archaic,0.663145
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,stared,0.5129,24,VERB,VERB,3.6,register_shift,0.565899
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,felt,0.5124,24,VERB,VERB,5.13,register_shift,0.634751
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,gazed,0.5124,24,VERB,VERB,2.83,archaic,0.559908
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,screamed,0.512,16,PRON,VERB,3.72,category_shift,0.65438
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,covered,0.5118,24,VERB,VERB,4.83,register_shift,0.601287
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,covered,0.5113,24,VERB,VERB,4.83,register_shift,0.404653
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,stared,0.5098,16,PRON,VERB,3.6,category_shift,0.670999
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,pulled,0.5091,24,PRON,VERB,4.67,category_shift,0.662868
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,felt,0.5089,8,VERB,VERB,5.13,register_shift,0.564462
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,screamed,0.5086,24,VERB,VERB,3.72,register_shift,0.537494
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,pulled,0.5069,16,PRON,VERB,4.67,category_shift,0.674226
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,gazed,0.5067,8,PRON,VERB,2.83,archaic,0.650681
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,let,0.5066,8,PRON,VERB,5.6,category_shift,0.632826
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,screamed,0.5059,8,VERB,VERB,3.72,register_shift,0.505411
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,closed,0.5057,8,VERB,VERB,4.9,register_shift,0.681495
llama,sexual_liminal_1,He lay naked in his bed and,repression,wept,stared,0.5043,24,VERB,VERB,3.6,register_shift,0.596002
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,rubbed,0.5037,24,PRON,VERB,3.57,category_shift,0.648538
llama,sexual_liminal_1,He lay naked in his bed and,repression,sobbed,rubbed,0.5036,24,VERB,VERB,3.57,register_shift,0.599228
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,felt,0.503,8,VERB,VERB,5.13,register_shift,0.536137
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,rubbed,0.5011,16,VERB,VERB,3.57,register_shift,0.593527
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,felt,0.4986,24,VERB,VERB,5.13,register_shift,0.536137
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,pulled,0.4985,16,VERB,VERB,4.67,register_shift,0.667375
llama,sexual_liminal_1,He lay naked in his bed and,repression,waited,rubbed,0.4984,16,VERB,VERB,3.57,register_shift,0.666915
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,rubbed,0.4977,24,VERB,VERB,3.57,register_shift,0.302113
llama,sexual_liminal_1,He lay naked in his bed and,repression,contemplated,closed,0.4972,24,VERB,VERB,4.9,register_shift,0.347133
llama,sexual_liminal_1,He lay naked in his bed and,repression,watched,screamed,0.4956,24,VERB,VERB,3.72,register_shift,0.518097
llama,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.4955,16,PRON,VERB,3.6,category_shift,0.675586
llama,sexual_liminal_1,He lay naked in his bed and,repression,listened,rubbed,0.4954,16,VERB,VERB,3.57,register_shift,0.671398
llama,sexual_liminal_1,He lay naked in his bed and,repression,looked,covered,0.494,16,VERB,VERB,4.83,register_shift,0.615103
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,rubbed,0.4937,16,PRON,VERB,3.57,category_shift,0.648538
llama,sexual_liminal_1,He lay naked in his bed and,repression,wondered,rubbed,0.4934,16,VERB,VERB,3.57,register_shift,0.65926
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,let,0.4929,16,VERB,VERB,5.6,register_shift,0.570219
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,rubbed,0.4926,16,VERB,VERB,3.57,register_shift,0.574799
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,let,0.4923,24,VERB,VERB,5.6,register_shift,0.570219
llama,sexual_liminal_1,He lay naked in his bed and,repression,she,closed,0.4915,16,PRON,VERB,4.9,category_shift,0.685275
llama,sexual_liminal_1,He lay naked in his bed and,repression,the,stared,0.4913,24,PRON,VERB,3.6,category_shift,0.666605
llama,sexual_liminal_1,He lay naked in his bed and,repression,his,closed,0.4908,24,PRON,VERB,4.9,category_shift,0.685198
llama,sexual_liminal_1,He lay naked in his bed and,repression,slept,closed,0.4906,8,VERB,VERB,4.9,register_shift,0.660362
llama,sexual_liminal_1,He lay naked in his bed and,repression,cried,rubbed,0.4905,8,VERB,VERB,3.57,register_shift,0.593527
