code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
P0040,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,downshifts,absent,partial,intact,none,elevated,4,stable,two,
P0041,deepseek/deepseek-v4-flash,4,advice_or_essay,2,realized,none,reflective,both,sustains,absent,none,genre_rupture,re_registered,neutral,3,minor_drift,one,"Abrupt shift from personal narrative to an FAQ-style heading, causing a genre rupture."
P0042,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,by_character,somatic_enacted,none,escalates,present,none,intact,none,elevated,4,stable,one,
P0043,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,rounded_moralized,intact,none,elevated,3,stable,one,
P0044,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,elevated,3,stable,three_plus,
P0045,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,two,
P0046,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,neutral,2,stable,one,
P0047,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,named_emotion,none,escalates,absent,none,intact,none,neutral,4,stable,two,
P0048,deepseek/deepseek-v4-flash,5,other,0,alluded,by_narrator,none,none,downshifts,absent,none,narrator_intrusion,re_registered,neutral,3,stable,none,
P0049,deepseek/deepseek-v4-flash,5,advice_or_essay,0,absent,none,none,none,sustains,absent,partial,narrator_intrusion,re_registered,neutral,1,stable,none,
P0050,deepseek/deepseek-v4-flash,4,literary_fiction,2,alluded,none,reflective,both,sustains,absent,none,intact,none,elevated,3,stable,three_plus,"The continuation ends mid-word ('befal'), possibly a truncation."
P0051,deepseek/deepseek-v4-flash,5,literary_fiction,3,realized,none,somatic_enacted,none,downshifts,absent,partial,intact,none,neutral,2,stable,one,
P0052,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,elevated,4,stable,one,
P0053,deepseek/deepseek-v4-flash,5,genre_fiction,0,alluded,none,none,interpersonal,downshifts,absent,partial,intact,re_registered,neutral,2,minor_drift,three_plus,
P0054,deepseek/deepseek-v4-flash,2,fragment,0,realized,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,Continuation abruptly shifts from narrative to quiz format.
P0055,deepseek/deepseek-v4-flash,4,genre_fiction,1,alluded,none,named_emotion,interpersonal,sustains,present,none,intact,act_substitution,neutral,3,stable,three_plus,
P0056,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,downshifts,absent,partial,intact,none,elevated,4,stable,one,
P0057,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,2,stable,one,"Continuation breaks off mid-sentence, affecting closure and fluency."
P0058,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,present,none,intact,none,elevated,3,stable,one,
P0059,deepseek/deepseek-v4-flash,5,genre_fiction,1,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,neutral,3,minor_drift,two,Continuation ends mid-sentence.
P0060,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation is a series of rephrasings of the postponement with different agents, not a coherent narrative."
P0061,deepseek/deepseek-v4-flash,5,genre_fiction,3,alluded,by_scene_change,somatic_enacted,interpersonal,escalates,absent,none,intact,re_registered,neutral,3,unanchored,three_plus,
P0062,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,one,
P0063,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,named_emotion,none,downshifts,absent,partial,intact,none,neutral,5,stable,one,
P0064,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,both,sustains,absent,none,intact,none,neutral,4,stable,two,
P0065,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,escalates,present,none,intact,none,elevated,3,stable,two,Continuation ends with a trailing fragment
P0066,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0067,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,two,
P0068,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,4,stable,one,
P0069,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,elevated,4,stable,two,
P0070,deepseek/deepseek-v4-flash,5,literary_fiction,1,realized,none,none,none,sustains,absent,none,intact,none,elevated,4,stable,one,
P0071,deepseek/deepseek-v4-flash,5,other,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,2,unanchored,none,
P0072,deepseek/deepseek-v4-flash,2,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,unanchored,three_plus,Pronoun shifts and garbled phrasing make agent tracking impossible.
P0073,deepseek/deepseek-v4-flash,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"Continuation is a grammatical correction, not a narrative."
P0074,deepseek/deepseek-v4-flash,5,other,0,realized,none,named_emotion,none,sustains,absent,partial,intact,none,neutral,5,stable,two,
P0075,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,present,none,intact,none,neutral,2,stable,two,
P0076,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,3,stable,three_plus,
P0077,deepseek/deepseek-v4-flash,5,literary_fiction,2,alluded,by_character,somatic_enacted,intrapsychic,downshifts,present,none,intact,re_registered,elevated,4,stable,one,
P0078,deepseek/deepseek-v4-flash,2,fragment,0,alluded,none,somatic_enacted,interpersonal,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,Continuation is a concatenation of unrelated fragments from multiple sources.
P0079,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,unanchored,three_plus,"First-person narrator appears unexpectedly at the end, left unidentified."
P0080,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,both,sustains,absent,none,intact,none,demotic,3,stable,two,"The continuation breaks off mid-sentence with 'but he', leaving the hug unresolved."
P0081,deepseek/deepseek-v4-flash,4,literary_fiction,2,realized,none,named_emotion,both,sustains,absent,none,intact,none,elevated,3,stable,one,
P0082,deepseek/deepseek-v4-flash,5,literary_fiction,2,alluded,none,reflective,none,sustains,absent,none,intact,none,elevated,4,stable,two,
P0083,deepseek/deepseek-v4-flash,4,literary_fiction,2,alluded,by_character,reflective,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,two,
P0084,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,4,stable,two,
P0085,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,escalates,present,none,intact,none,elevated,2,stable,two,
P0086,deepseek/deepseek-v4-flash,3,advice_or_essay,2,alluded,none,reflective,intrapsychic,sustains,absent,partial,narrator_intrusion,re_registered,demotic,3,minor_drift,two,
P0087,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,none,escalates,present,none,intact,none,neutral,5,stable,two,
P0088,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,none,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0089,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0090,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,by_character,somatic_enacted,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,two,
P0091,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,none,somatic_enacted,interpersonal,downshifts,absent,partial,narrator_intrusion,none,neutral,4,stable,three_plus,
P0092,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0093,deepseek/deepseek-v4-flash,3,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,two,"Continuation breaks off mid-sentence and shifts to religious commentary, not narrative."
P0094,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
P0095,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,re_registered,demotic,2,stable,two,
P0096,deepseek/deepseek-v4-flash,3,advice_or_essay,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,one,
P0097,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,reflective,intrapsychic,escalates,absent,none,intact,none,neutral,4,stable,two,
P0098,deepseek/deepseek-v4-flash,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,escalates,absent,partial,intact,none,neutral,4,stable,one,
P0099,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,none,demotic,3,stable,one,
P0100,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,4,stable,two,
P0101,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,partial,intact,none,elevated,4,stable,two,
P0102,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,elevated,3,stable,two,
P0103,deepseek/deepseek-v4-flash,5,other,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,three_plus,Shift from violent scene to journalistic report; genre rupture.
P0104,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,none,downshifts,present,partial,intact,none,elevated,4,stable,one,
P0105,deepseek/deepseek-v4-flash,2,genre_fiction,0,realized,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,2,unanchored,three_plus,
P0106,deepseek/deepseek-v4-flash,3,fragment,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,
P0107,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,elevated,3,stable,two,
P0108,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,elevated,3,stable,one,
P0109,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0110,deepseek/deepseek-v4-flash,3,genre_fiction,0,realized,none,somatic_enacted,none,downshifts,absent,none,intact,none,neutral,2,minor_drift,three_plus,
P0111,deepseek/deepseek-v4-flash,2,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
P0112,deepseek/deepseek-v4-flash,5,genre_fiction,1,realized,none,none,none,escalates,absent,none,intact,none,neutral,2,stable,three_plus,
P0113,deepseek/deepseek-v4-flash,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,sustains,absent,partial,intact,none,elevated,3,stable,two,
P0114,deepseek/deepseek-v4-flash,5,advice_or_essay,2,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,3,stable,two,
P0115,deepseek/deepseek-v4-flash,5,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,stable,one,
P0116,deepseek/deepseek-v4-flash,5,advice_or_essay,0,absent,none,reflective,none,sustains,absent,none,intact,re_registered,elevated,3,stable,two,
P0117,deepseek/deepseek-v4-flash,4,fragment,0,realized,none,named_emotion,none,escalates,absent,none,intact,none,neutral,3,stable,two,
P0118,deepseek/deepseek-v4-flash,2,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,demotic,2,stable,none,Broken insertion at 'Put aHow to make good Risotto with chicken' disrupts fluency.
P0119,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,by_narrator,somatic_enacted,none,sustains,present,partial,intact,re_registered,neutral,3,stable,two,
P0120,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,none,sustains,present,none,intact,none,elevated,3,stable,three_plus,
P0121,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,reflective,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0122,deepseek/deepseek-v4-flash,4,literary_fiction,2,alluded,by_character,named_emotion,interpersonal,downshifts,absent,partial,narrator_intrusion,re_registered,neutral,3,unanchored,three_plus,Sudden shift from third-person to first-person narrator at the end without explanation.
P0123,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,"Continuation is truncated mid-word, affecting fluency and closure."
P0124,deepseek/deepseek-v4-flash,4,genre_fiction,0,absent,none,named_emotion,none,downshifts,absent,none,intact,re_registered,demotic,2,stable,two,
P0125,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,escalates,present,none,intact,none,elevated,4,stable,two,
P0126,deepseek/deepseek-v4-flash,5,other,0,realized,none,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,three_plus,
P0127,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,two,
P0128,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,4,stable,two,
P0129,deepseek/deepseek-v4-flash,5,advice_or_essay,0,alluded,by_scene_change,none,none,downshifts,absent,none,narrator_intrusion,re_registered,elevated,2,stable,two,"The continuation shifts from narrative to an analytical, reader-addressed commentary, which changes the genre and frame."
P0130,deepseek/deepseek-v4-flash,5,literary_fiction,3,realized,by_character,somatic_enacted,intrapsychic,downshifts,absent,none,intact,none,neutral,4,stable,one,
P0131,deepseek/deepseek-v4-flash,5,fragment,0,alluded,by_narrator,none,none,downshifts,absent,none,narrator_intrusion,re_registered,demotic,1,unanchored,one,The continuation breaks the fictional frame with an authorial refusal and shifts to generic Q&A refusals.
P0132,deepseek/deepseek-v4-flash,5,genre_fiction,3,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,demotic,3,stable,three_plus,
P0133,deepseek/deepseek-v4-flash,4,literary_fiction,3,realized,none,named_emotion,intrapsychic,downshifts,present,none,intact,none,demotic,3,stable,two,
P0134,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,none,neutral,3,stable,one,
P0135,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,2,stable,one,
P0136,deepseek/deepseek-v4-flash,5,other,0,absent,by_narrator,none,none,downshifts,absent,partial,genre_rupture,re_registered,neutral,5,stable,none,
P0137,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0138,deepseek/deepseek-v4-flash,3,other,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,2,stable,three_plus,"Continuation is truncated mid-word ('qu'), breaking the final sentence."
P0139,deepseek/deepseek-v4-flash,2,genre_fiction,2,realized,none,none,interpersonal,sustains,absent,none,intact,none,demotic,2,unanchored,two,Unresolved 'we' pronoun introduced in the third sentence.
P0140,deepseek/deepseek-v4-flash,2,literary_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,elevated,2,stable,two,"Text has many typos (run-together words, 'diem' for 'them') and ends in mid-sentence."
P0141,deepseek/deepseek-v4-flash,4,pornographic,0,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,3,stable,two,
P0142,deepseek/deepseek-v4-flash,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,elevated,2,unanchored,two,"The continuation shifts abruptly from a narrative scene to a meta-analytical commentary, with ambiguous referent for 'I'."
P0143,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
P0144,deepseek/deepseek-v4-flash,5,literary_fiction,3,realized,none,reflective,intrapsychic,downshifts,present,none,intact,none,elevated,5,stable,one,
P0145,deepseek/deepseek-v4-flash,2,list_or_qa,0,alluded,none,somatic_enacted,none,sustains,absent,partial,genre_rupture,re_registered,neutral,1,minor_drift,one,
P0146,deepseek/deepseek-v4-flash,3,pornographic,2,realized,none,named_emotion,intrapsychic,escalates,absent,partial,intact,none,demotic,3,unanchored,three_plus,
P0147,deepseek/deepseek-v4-flash,4,other,0,alluded,none,named_emotion,none,sustains,absent,partial,genre_rupture,re_registered,neutral,2,stable,none,
P0148,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,somatic_enacted,none,downshifts,present,none,intact,none,elevated,3,stable,three_plus,
P0149,deepseek/deepseek-v4-flash,4,other,2,realized,none,reflective,none,sustains,absent,none,intact,none,neutral,2,stable,one,
P0150,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,named_emotion,none,downshifts,present,partial,intact,none,elevated,4,stable,one,
P0151,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,one,
P0152,deepseek/deepseek-v4-flash,5,literary_fiction,2,realized,by_character,somatic_enacted,intrapsychic,downshifts,absent,none,intact,none,neutral,4,stable,two,
P0153,deepseek/deepseek-v4-flash,5,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,none,
P0154,deepseek/deepseek-v4-flash,5,advice_or_essay,2,realized,none,named_emotion,interpersonal,downshifts,absent,rounded_moralized,intact,none,neutral,4,stable,two,
P0155,deepseek/deepseek-v4-flash,3,list_or_qa,0,alluded,none,none,interpersonal,downshifts,absent,none,genre_rupture,re_registered,neutral,2,stable,two,"Continuation shifts from narrative to a quiz/answer format, cutting off mid-sentence."
P0156,deepseek/deepseek-v4-flash,4,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0157,deepseek/deepseek-v4-flash,4,literary_fiction,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,elevated,2,stable,three_plus,
P0158,deepseek/deepseek-v4-flash,4,other,0,realized,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,two,"The passage shifts from narrative/dialogue into a list of dictionary definitions, rupturing the fictional frame."
P0159,deepseek/deepseek-v4-flash,5,other,0,absent,by_scene_change,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,5,stable,two,Continuation is a meta-textual refusal to narrate the scene.
P0160,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,by_character,named_emotion,both,escalates,present,none,intact,act_substitution,neutral,3,stable,two,
P0161,deepseek/deepseek-v4-flash,5,pornographic,0,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,4,stable,two,
P0162,deepseek/deepseek-v4-flash,3,fragment,1,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,"Continuation is a series of unrelated, incomplete sentences; first sentence briefly realizes the opening, then abandoned."
P0163,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,by_character,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0164,deepseek/deepseek-v4-flash,3,genre_fiction,2,realized,none,reflective,none,sustains,absent,none,intact,re_registered,demotic,2,minor_drift,three_plus,"Abrupt shift from joint-rolling scene to dialogue about Kavanaugh and a waitress, ending in a fragment."
P0165,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,present,none,intact,none,elevated,3,stable,two,
P0166,deepseek/deepseek-v4-flash,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0167,deepseek/deepseek-v4-flash,5,other,0,absent,by_narrator,none,none,sustains,absent,partial,narrator_intrusion,re_registered,elevated,3,stable,none,Continuation is a meta-refusal to engage with the sexual implication of the opening.
P0168,deepseek/deepseek-v4-flash,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,none,
P0169,deepseek/deepseek-v4-flash,3,other,2,alluded,none,somatic_enacted,none,sustains,absent,none,intact,re_registered,elevated,2,minor_drift,three_plus,"Passage contains a Chinese character at the end, likely an encoding artifact."
P0170,deepseek/deepseek-v4-flash,4,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"Continuation is a meta-commentary listing possible completions, not a narrative scene."
