family,layer,model_id,prompt_type,idx,genre,language,code_lang,surprisal_mean,surprisal_std,n_tokens
olmo,base,allenai/Olmo-3-1025-7B,the,39,prose,en,,2.844,2.589,104
olmo,base,allenai/Olmo-3-1025-7B,the,40,prose,en,,2.0442,2.0073,103
olmo,base,allenai/Olmo-3-1025-7B,the,41,prose,en,,3.4564,2.6595,98
olmo,base,allenai/Olmo-3-1025-7B,the,42,prose,en,,3.924,3.4017,100
olmo,base,allenai/Olmo-3-1025-7B,the,43,math,en,,1.7268,1.845,98
olmo,base,allenai/Olmo-3-1025-7B,the,44,prose,en,,3.0629,2.5873,100
olmo,base,allenai/Olmo-3-1025-7B,the,45,math,en,,1.7434,2.0233,98
olmo,base,allenai/Olmo-3-1025-7B,the,46,prose,en,,2.3459,2.4318,95
olmo,base,allenai/Olmo-3-1025-7B,the,47,exam,en,,2.5728,2.7377,105
olmo,base,allenai/Olmo-3-1025-7B,the,48,prose,en,,2.2415,2.3008,105
olmo,base,allenai/Olmo-3-1025-7B,the,49,prose,en,,2.4778,2.4168,109
olmo,base,allenai/Olmo-3-1025-7B,the,50,exam,en,,2.5632,2.9939,112
olmo,base,allenai/Olmo-3-1025-7B,the,51,prose,en,,2.7293,2.3496,92
olmo,base,allenai/Olmo-3-1025-7B,the,52,exam,en,,2.3333,2.6529,106
olmo,base,allenai/Olmo-3-1025-7B,the,53,exam,en,,2.7683,3.05,106
olmo,base,allenai/Olmo-3-1025-7B,the,54,math,en,,2.158,2.0922,101
olmo,base,allenai/Olmo-3-1025-7B,the,55,exam,en,,2.6039,2.6502,106
olmo,base,allenai/Olmo-3-1025-7B,the,56,prose,en,,2.4577,2.402,103
olmo,base,allenai/Olmo-3-1025-7B,the,57,exam,en,,3.16,3.2289,104
olmo,base,allenai/Olmo-3-1025-7B,the,58,math,en,,1.7953,2.0577,101
olmo,base,allenai/Olmo-3-1025-7B,the,59,prose,en,,2.4787,2.7154,101
olmo,base,allenai/Olmo-3-1025-7B,the,60,exam,en,,2.8852,3.0123,112
olmo,base,allenai/Olmo-3-1025-7B,the,61,exam,en,,2.8919,2.8381,104
olmo,base,allenai/Olmo-3-1025-7B,the,62,prose,en,,2.7735,2.7569,97
olmo,base,allenai/Olmo-3-1025-7B,the,63,prose,en,,2.6556,2.4766,105
olmo,base,allenai/Olmo-3-1025-7B,the,64,exam,en,,3.0091,3.2393,108
olmo,base,allenai/Olmo-3-1025-7B,the,65,exam,en,,2.9011,3.0824,106
olmo,base,allenai/Olmo-3-1025-7B,the,66,exam,en,,2.4659,2.6703,108
olmo,base,allenai/Olmo-3-1025-7B,the,67,exam,en,,3.2466,3.1412,97
olmo,base,allenai/Olmo-3-1025-7B,the,68,prose,en,,2.7208,2.7267,98
olmo,base,allenai/Olmo-3-1025-7B,the,69,prose,en,,3.9777,3.8089,99
olmo,base,allenai/Olmo-3-1025-7B,the,70,math,en,,2.5593,2.7339,102
olmo,base,allenai/Olmo-3-1025-7B,the,71,math,en,,1.7203,1.8863,103
olmo,base,allenai/Olmo-3-1025-7B,the,72,prose,en,,2.3752,2.5633,111
olmo,base,allenai/Olmo-3-1025-7B,the,73,prose,en,,2.0811,2.3301,97
olmo,base,allenai/Olmo-3-1025-7B,the,74,math,en,,2.08,1.9386,99
olmo,base,allenai/Olmo-3-1025-7B,the,75,exam,en,,2.2163,2.9874,106
olmo,base,allenai/Olmo-3-1025-7B,the,76,exam,en,,2.5763,2.977,112
olmo,base,allenai/Olmo-3-1025-7B,the,77,math,en,,1.4382,1.953,101
olmo,base,allenai/Olmo-3-1025-7B,the,78,math,en,,1.5304,1.8048,97
olmo,base,allenai/Olmo-3-1025-7B,the,79,exam,en,,2.88,3.4285,109
olmo,base,allenai/Olmo-3-1025-7B,the,80,exam,en,,2.3242,2.6904,108
olmo,base,allenai/Olmo-3-1025-7B,the,81,exam,en,,3.0519,3.0057,110
olmo,base,allenai/Olmo-3-1025-7B,the,82,exam,en,,2.5516,3.0251,110
olmo,base,allenai/Olmo-3-1025-7B,the,83,exam,en,,3.1358,3.4803,105
olmo,base,allenai/Olmo-3-1025-7B,the,84,exam,en,,2.5403,2.6742,108
olmo,base,allenai/Olmo-3-1025-7B,the,85,exam,en,,3.2898,3.3275,107
olmo,base,allenai/Olmo-3-1025-7B,the,86,exam,en,,2.816,3.0761,114
olmo,base,allenai/Olmo-3-1025-7B,the,87,math,en,,2.5294,2.6209,97
olmo,base,allenai/Olmo-3-1025-7B,the,88,prose,en,,2.9451,2.6877,112
olmo,base,allenai/Olmo-3-1025-7B,the,89,prose,en,,2.5696,2.5252,96
olmo,base,allenai/Olmo-3-1025-7B,the,90,exam,en,,2.7355,2.8196,113
olmo,base,allenai/Olmo-3-1025-7B,the,91,prose,en,,3.2534,2.9528,94
olmo,base,allenai/Olmo-3-1025-7B,the,92,math,en,,2.1565,2.1316,104
olmo,base,allenai/Olmo-3-1025-7B,the,93,exam,en,,2.3518,3.0756,111
olmo,base,allenai/Olmo-3-1025-7B,the,94,exam,en,,2.9325,2.8763,110
olmo,base,allenai/Olmo-3-1025-7B,the,95,math,en,,2.3793,2.5505,104
olmo,base,allenai/Olmo-3-1025-7B,the,96,prose,en,,2.6338,2.0575,102
olmo,base,allenai/Olmo-3-1025-7B,the,97,prose,en,,2.6594,2.223,111
olmo,base,allenai/Olmo-3-1025-7B,the,98,prose,en,,3.0685,2.7453,107
olmo,base,allenai/Olmo-3-1025-7B,the,99,exam,en,,2.9797,3.1046,106
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,0,prose,en,,2.3671,2.0963,53
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,1,prose,en,,0.9036,1.3634,49
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,2,prose,en,,2.857,2.6693,95
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,3,prose,en,,1.8164,1.8642,98
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,4,prose,en,,0.9411,1.687,96
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,5,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,6,prose,en,,2.6855,2.4104,110
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,7,prose,en,,1.4818,1.9107,101
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,8,code,en,python,2.1785,2.1496,108
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,9,code,en,unknown,2.3314,1.9009,4
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,10,prose,en,,0.7091,1.5984,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,11,prose,en,,2.3339,2.5499,100
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,12,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,13,prose,en,,1.5906,2.0623,115
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,14,code,en,python,2.5644,3.461,114
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,15,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,16,empty,en,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,17,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,18,prose,en,,0.753,1.4207,119
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,19,prose,en,,0.3983,1.1592,90
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,20,code,en,unknown,0.3907,0.7853,131
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,21,prose,en,,1.6594,2.5032,106
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,22,prose,en,,2.9495,2.428,102
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,23,prose,en,,3.6532,2.4343,4
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,24,exam,en,,2.342,2.3547,68
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,25,prose,en,,1.3661,2.4808,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,26,code,en,unknown,0.2126,0.7899,145
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,27,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,28,code,en,python,1.119,1.8195,126
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,29,prose,en,,1.0056,1.7805,140
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,30,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,31,prose,en,,1.9356,2.8422,108
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,32,code,en,python,1.0163,1.8303,129
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,33,prose,en,,3.2788,2.9891,61
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,34,prose,en,,2.2843,2.7514,57
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,35,prose,en,,1.8143,2.2149,118
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,36,prose,en,,3.5629,5.2063,5
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,37,code,en,python,1.4177,2.2733,131
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,38,prose,en,,4.898,4.173,13
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,39,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,40,code,en,python,1.4118,2.083,113
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,41,prose,en,,0.4059,1.3554,80
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,42,prose,en,,3.0047,2.8506,47
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,43,code,en,python,0.8115,1.6654,44
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,44,code,en,python,1.2662,2.0765,118
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,45,prose,en,,2.4147,2.4302,107
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,46,prose,en,,3.1596,2.8992,109
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,47,prose,en,,1.8115,2.0075,105
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,48,prose,en,,2.457,3.0548,112
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,49,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,50,code,en,unknown,0.2235,0.831,144
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,51,prose,en,,2.5878,2.2467,102
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,52,prose,en,,4.5325,3.8795,5
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,53,prose,en,,1.6256,2.3222,105
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,54,prose,en,,3.1214,3.0405,105
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,55,prose,en,,6.113678000000001,0.953092074311816,100
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,56,prose,en,,1.382,1.6964,119
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,57,prose,en,,1.7497,1.9419,97
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,58,exam,en,,2.2229,2.5325,57
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,59,code,en,unknown,0.2626,1.0808,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,60,code,en,python,1.1498,1.7286,123
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,61,prose,en,,2.7405,2.8963,102
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,62,prose,en,,1.9441,2.376,89
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,63,code,en,python,1.5193,2.1742,107
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,64,prose,en,,2.6937,2.5777,95
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,65,prose,en,,1.7539,1.9814,96
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,66,prose,en,,2.9485,2.7747,70
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,67,prose,en,,4.4327,1.5118,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,68,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,69,code,en,python,0.6518,1.3731,143
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,70,code,en,python,1.0026,1.5703,108
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,71,prose,en,,0.266,0.975,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,72,empty,empty,,,,0
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,73,prose,en,,0.8743,1.7968,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,74,prose,en,,0.4467,1.2581,161
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,75,prose,en,,2.3735,2.7297,108
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,76,code,en,unknown,0.3129,0.9906,146
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,77,prose,en,,3.7478,4.0146,4
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,78,prose,en,,1.4729,2.1502,115
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,79,prose,en,,1.8087,2.0821,113
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,80,code,en,python,0.7439,1.5443,100
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,81,prose,en,,2.3351,2.5212,83
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,82,code,en,unknown,0.2923,0.9975,100
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,83,code,en,python,1.0855,1.9621,136
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,84,prose,en,,2.5238,2.4622,96
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,85,code,en,javascript,2.2925,2.2779,115
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,86,prose,en,,1.933,2.1399,104
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,87,prose,zh,,1.6146,1.9106,116
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,88,prose,en,,2.7222,2.86,99
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,89,prose,en,,2.0825,2.4031,114
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,90,prose,en,,2.9614,2.7914,84
olmo,ego,allenai/Olmo-3-7B-Instruct-SFT,bos,91,prose,en,,1.9166,2.035,107
