code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
Q0155,gpt-4o,5,advice_or_essay,0,alluded,by_narrator,none,none,downshifts,absent,partial,intact,re_registered,neutral,3,stable,none,
Q0156,gpt-4o,,,,,,,,,,,,,,,,,
Q0157,gpt-4o,3,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,2,unanchored,three_plus,The passage is confusing due to unclear character actions and dialogue attribution.
Q0158,gpt-4o,4,literary_fiction,1,realized,none,named_emotion,interpersonal,sustains,present,none,intact,none,elevated,3,minor_drift,two,
Q0159,gpt-4o,4,pornographic,1,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
Q0160,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,The continuation is nonsensical and does not follow from the opening.
Q0161,gpt-4o,2,fragment,1,absent,none,named_emotion,none,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,
Q0162,gpt-4o,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0163,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0164,gpt-4o,3,fragment,1,alluded,none,named_emotion,intrapsychic,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,"The passage shifts abruptly into a different format, disrupting coherence."
Q0165,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,
Q0166,gpt-4o,3,fragment,1,alluded,none,named_emotion,both,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is fragmentary and lacks clear subject stability.
Q0167,gpt-4o,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
Q0168,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,two,"The passage breaks off mid-thought, leaving it incomplete."
Q0169,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,The passage shifts abruptly from a drug-related scene to a baseball scenario without coherence.
Q0170,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,one,
Q0171,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
Q0172,gpt-4o,3,fragment,1,absent,none,named_emotion,interpersonal,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,
Q0173,gpt-4o,4,other,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
Q0174,gpt-4o,4,literary_fiction,1,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0175,gpt-4o,4,literary_fiction,1,alluded,none,somatic_enacted,intrapsychic,sustains,present,none,intact,re_registered,elevated,3,minor_drift,three_plus,
Q0176,gpt-4o,3,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,2,unanchored,two,
Q0177,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,
Q0178,gpt-4o,3,fragment,0,absent,none,none,interpersonal,sustains,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,The passage is fragmented and lacks coherence.
Q0179,gpt-4o,3,fragment,1,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,one,
Q0180,gpt-4o,5,literary_fiction,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,one,
Q0181,gpt-4o,1,fragment,1,absent,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,1,stable,one,"The passage is repetitive and incomplete, lacking coherence."
Q0182,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0183,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is incomplete and lacks clarity on the subject matter.
Q0184,gpt-4o,5,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
Q0185,gpt-4o,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
Q0186,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation breaks the fictional frame and turns into a meta-commentary.
Q0187,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0188,gpt-4o,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0189,gpt-4o,3,genre_fiction,1,alluded,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,2,unanchored,two,
Q0190,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0191,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0192,gpt-4o,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is a list with unclear referents and incomplete sentences.
Q0193,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,The continuation shifts to a meta-discussion about sentence completion.
Q0194,gpt-4o,3,fragment,0,alluded,none,somatic_enacted,interpersonal,sustains,present,none,intact,none,elevated,1,unanchored,three_plus,The passage is fragmented and lacks clear subject stability.
Q0195,gpt-4o,3,fragment,1,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,1,unanchored,one,
Q0196,gpt-4o,3,fragment,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is fragmented and lacks clear subject stability.
