step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,family,layer,mode,model_id,prompt_key,gen_idx
15,"""",0.9994081258773804,0.006089917384088039,1,"""",0.9994081258773804,"""|""'|""-|""_|""$",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
16,Talk,0.0007436677697114646,5.950662612915039,384,a,0.04529578983783722,a|ang|very|get|be,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
17,to,0.5525229573249817,2.0294365882873535,7,to,0.5525229573249817,"to|about|with|"",|back",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
18,Greg,0.00012676171900238842,2.574838161468506,13,the,0.33347034454345703,the|her|someone|him|them,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
19,""",",0.7037246823310852,1.2295151948928833,3,""",",0.7037246823310852,""",|about|and|or|to",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
20,what,0.9999995231628418,7.695269232499413e-06,1,what,0.9999995231628418,what|what|What|which|how,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
21,is,0.9999973773956299,3.9986691263038665e-05,1,is,0.9999973773956299,is|might|'s|question|was,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
22,the,0.999962329864502,0.0005034874193370342,1,the,0.999962329864502,the|a|th|it|this,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
23,question,0.9999901056289673,0.0001248633343493566,1,question,0.9999901056289673,question|best|question|ques|questions,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
24,?,0.084242083132267,0.6466091275215149,1,?,0.7992666363716125,?|?|?|?|?,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
25,What,0.8441874384880066,0.8071025609970093,2,What,0.8441874384880066,What|Why|Who|The|How,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
26,will,0.5168286561965942,0.9465487003326416,2,will,0.5168286561965942,will|does|should|did|would,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
27,Others,0.4773308336734772,2.627701759338379,13,Others,0.4773308336734772,Others|happen|Greg|the|she,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
28,want,0.9904307723045349,0.07551848888397217,1,want,0.9904307723045349,want|do|ask|feel|look,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
29,to,0.997138261795044,0.029480574652552605,1,to,0.997138261795044,to|her|you|after|Greg,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
30,do,0.998325765132904,0.018880780786275864,1,do,0.998325765132904,do|happen||have|be,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
31,next,0.9802724719047546,0.13214129209518433,1,next,0.9802724719047546,next|after|?|because|as,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
32,?,0.9980936646461487,0.01922169141471386,1,?,0.9980936646461487,?|?|<|endoftext|>|?|?,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
33,<|endoftext|>,0.999914288520813,0.001248419750481844,1,<|endoftext|>,0.999914288520813,<|endoftext|>|(||The|Step,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
34,I,0.017184948548674583,4.530220031738281,92,Human,0.2525309920310974,Human|What|If|Write|def,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
35,am,0.16450175642967224,3.769554376602173,43,have,0.16450175642967224,have|am|'m|want|was,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
36,up,6.138439493952319e-05,4.024220943450928,55,a,0.1887928545475006,a|verifying|not|trying|very,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
37,for,0.18957333266735077,3.1890006065368652,24,to,0.2591160237789154,to|for|late|against|in,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
38,choices,0.00012610931298695505,4.314918518066406,74,a,0.23160167038440704,a|the|anything|it|any,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
39,",",0.13174237310886383,4.066843032836914,58,",",0.13174237310886383,",|.|and|in|for",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
40,when,0.0023714229464530945,4.640387058258057,103,but,0.1662496030330658,but|I|so|and|what,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
41,it,0.05357629433274269,3.603325843811035,36,I,0.32819461822509766,I|it|should|do|the,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
42,p,1.0614633538352791e-05,1.7467929124832153,5,comes,0.6355421543121338,comes|is|'s|was|’s,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
43,pH,7.446259786547671e-08,4.034205913543701,56,ertain,0.1726102977991104,ertain|okes|ings|lops|ales,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
44,p,0.01203447300940752,6.18657112121582,486,is,0.06608226150274277,"is|of|s|,|.",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
45,pH,0.0555434413254261,6.48535680770874,655,p,0.061963193118572235,p|pH|ph|ph|H,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
46,r,0.005754614714533091,5.1909661293029785,179,p,0.28163930773735046,p|comes|pH|is|s,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
47,son,0.00609544524922967,6.040796756744385,420,p,0.1283058524131775,p|r|rr|haps|pH,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
48,al,0.23979824781417847,5.005585670471191,149,al,0.23979824781417847,"al|ally|p|,|.",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
49,",",0.08600758016109467,5.909468650817871,368,",",0.08600758016109467,",|.|p|and|choice",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,5
0,slap,0.017192373052239418,4.824611663818359,124,______,0.07126040756702423,______|throw|hit|break|scream,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
1,him,0.5563458800315857,2.180243730545044,8,him,0.5563458800315857,him|the|her|his|me,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
2,",",0.226417675614357,3.570268154144287,35,",",0.226417675614357,",|.|across|，|in",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
3,how,0.029652364552021027,3.645937442779541,38,but,0.20906955003738403,but|what|he|she|and,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
4,did,0.9422107934951782,0.2998645305633545,1,did,0.9422107934951782,did|would|might|should|was,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
5,she,0.780245840549469,0.5516728162765503,1,she,0.780245840549469,she|he|the|s|his,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
6,control,0.8415960669517517,0.5808005928993225,1,control,0.8415960669517517,control|feel|contain|respond|manage,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
7,herself,0.8287244439125061,0.5076446533203125,1,herself,0.8287244439125061,herself|her|the|keep|it,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
8,?,0.8127669095993042,0.4835392236709595,1,?,0.8127669095993042,?|?|.?|?|?,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
9,Choose,0.3311161994934082,1.4109776020050049,4,Choose,0.3311161994934082,Choose|Options|-||Pick,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
10,the,0.9999687671661377,0.0003996550804004073,1,the,0.9999687671661377,the|your|from|one|all,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
11,most,0.999997615814209,3.6941648431820795e-05,1,most,0.999997615814209,most|most|rationale|MOST|answer,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
12,suitable,0.9999754428863525,0.00036083004670217633,1,suitable,0.9999754428863525,suitable|similar|appropriate|matching|possible,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
13,option,1.0,9.660631121732877e-07,1,option,1.0,option|option|options|选项|Option,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
14,to,0.999998927116394,1.723265631881077e-05,1,to,0.999998927116394,to|from|for|.|:,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
15,answer,0.9998961687088013,0.0012363713467493653,1,answer,0.9998961687088013,answer|ANSW|Answer|(answer|answer,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
16,the,1.0,2.2216402051356e-09,1,the,1.0,the|the|this||the,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
17,above,0.9999946355819702,7.592271140310913e-05,1,above,0.9999946355819702,above|above|Above|Above|上面,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
18,question,0.9999994039535522,1.150502976088319e-05,1,question,0.9999994039535522,question|question|questions|statement|sentence,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
19,.,0.9999736547470093,0.00031164020765572786,1,.,0.9999736547470093,.|.|.|?|.A,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
20,Options,0.9995623230934143,0.004221426323056221,1,Options,0.9995623230934143,Options|Available|OPTIONS|Choices|Options,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
21,:,0.43267589807510376,0.7123399972915649,2,：,0.5643157958984375,：|:|；|:|：,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
22,-,0.999907374382019,0.001125069917179644,1,-,0.999907374382019,-||:|sadness|A,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
23,hurt,0.009658451192080975,4.331433296203613,76,write,0.14416499435901642,write|kick|punch|restraint|step,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
24,feelings,0.7324776649475098,0.84760981798172,2,feelings,0.7324776649475098,feelings|-|person|feeling|people,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
25,-,0.9997039437294006,0.002857730258256197,1,-,0.9997039437294006,-|of|in|badly|deeply,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
26,kick,0.01814178377389908,3.602811336517334,36,punch,0.2044028490781784,punch|restraint|problem|write|respect,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
27,-,0.9258943200111389,0.3699389100074768,1,-,0.9258943200111389,-|sand|him|them|person,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
28,punch,0.34248054027557373,2.3594982624053955,10,punch,0.34248054027557373,punch|write|restrain|restraint|pass,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
29,-,0.998997151851654,0.008356951177120209,1,-,0.998997151851654,-|him|someone|somebody|in,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
30,write,0.7256872057914734,1.270662784576416,3,write,0.7256872057914734,write|restrain|restraint|hold|calm,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
31,letter,0.08721192926168442,0.4967658519744873,1,-,0.8808093667030334,-|letter|bad|angrily|letters,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
32,-,0.9948192238807678,0.04297389090061188,1,-,0.9948192238807678,-|to|later|telling|and,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
33,restrain,0.9439080357551575,0.3250664472579956,1,restrain,0.9439080357551575,restrain|restraining|restraint|hold|write,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
34,,0.07058895379304886,0.3605923056602478,1,,0.915411651134491,||herself|Let|let,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
35,re,0.7926976084709167,1.1548895835876465,3,re,0.7926976084709167,re|write|The|To|She,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
36,strain,0.9956321120262146,0.03487442061305046,1,strain,0.9956321120262146,strain|straint|strained|str|in,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
37,<|endoftext|>,0.9990757703781128,0.010524950921535492,1,<|endoftext|>,0.9990757703781128,<|endoftext|>||The|Re|,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
38,What,0.031741198152303696,4.503084182739258,90,Human,0.24966388940811157,Human|If|What|def|Write,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
39,is,0.1702139526605606,3.3293638229370117,27,is,0.1702139526605606,is|do|does|can|could,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
40,the,0.4802798926830292,2.374133348464966,10,the,0.4802798926830292,the|a|someone|something|it,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
41,main,0.02987806685268879,4.1439290046691895,63,name,0.22777873277664185,name|final|opposite|best|first,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
42,topic,0.02194351889193058,3.80263090133667,44,purpose,0.12431851774454117,purpose|benefit|ingredient|source|reason,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
43,of,0.946674644947052,0.373115211725235,1,of,0.946674644947052,of|for|in|discussed|that,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
44,this,0.7902735471725464,0.9793189764022827,2,this,0.7902735471725464,this|the|discussion|passage|interest,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
45,article,0.7603970766067505,1.0649209022521973,2,article,0.7603970766067505,article|passage|book|video|document,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
46,?,0.6162059903144836,1.0300196409225464,2,?,0.6162059903144836,?|?|?|:|?,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
47,Video,0.0008179645519703627,5.443737030029297,231,The,0.18510790169239044,The|Article|In|A|This,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
48,:,0.08392208814620972,4.4365997314453125,84,games,0.2077091932296753,games|game|:|con|killed,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
49,Treasury,1.2767518455802929e-05,7.160727024078369,1287,The,0.06177657097578049,The|A||http|How,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,6
0,fell,4.6804114390397444e-05,4.824611663818359,124,______,0.07126040756702423,______|throw|hit|break|scream,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
1,the,0.20497895777225494,3.702855110168457,40,the,0.20497895777225494,the|him|a|her|like,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
2,door,0.008013512939214706,4.736340522766113,114,table,0.158460333943367,table|tree|man|whole|chair,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
3,with,0.2591232657432556,3.242401599884033,25,with,0.2591232657432556,"with|in|,|.|and",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
4,the,0.07818428426980972,1.266165018081665,3,her,0.69684898853302,her|a|the|his|______,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
5,chair,0.15162979066371918,5.043389320373535,154,chair,0.15162979066371918,chair|ball|vase|heavy|door,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
6,.A,0.0042305272072553635,2.90286922454834,18,.,0.3749158978462219,".|,|.|．|.",qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
7,．,0.03348998352885246,4.558562278747559,95,.,0.2051510363817215,.|.f|)|．|、,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
8,give,0.0028515378944575787,4.594816207885742,98,break,0.26900598406791687,break|hit|kn|beat|kick,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
9,in,0.03052287921309471,1.9163496494293213,6,B,0.4774581789970398,B|B|up|away|in,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
10,to,0.27771902084350586,1.4262399673461914,4,B,0.34562695026397705,B|B|to|.B|with,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
11,B,0.5162231922149658,1.1749190092086792,3,B,0.5162231922149658,B|B|the|it|.B,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
12,．,0.9988736510276794,0.015065070241689682,1,．,0.9988736510276794,．|.|：||hurt,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
13,run,0.018080344423651695,4.356878280639648,78,break,0.17154154181480408,break|give|hit|fall|kn,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
14,into,0.4869788587093353,1.9466893672943115,7,into,0.4869788587093353,into|away|out|over|against,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
15,C,0.9419330358505249,0.2876608669757843,1,C,0.9419330358505249,C|C||A|.C,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
16,．,0.997871994972229,0.026668943464756012,1,．,0.997871994972229,．|||run|beat,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
17,cr,0.013205841183662415,4.041709899902344,56,break,0.20982719957828522,break|kn|hit|run|fall,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
18,ash,0.68984055519104,0.922534167766571,2,ash,0.68984055519104,ash|ack|ush|um|umble,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
19,into,0.5399462580680847,1.5840058326721191,4,into,0.5399462580680847,into|D||int|in,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
20,D,0.899835467338562,0.49101412296295166,1,D,0.899835467338562,D||D||A,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
21,．,0.879116952419281,0.501969575881958,1,．,0.879116952419281,．||C||D,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
22,cr,0.036443401128053665,4.444173336029053,85,,0.12719997763633728,|kn|break|run|fall,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
23,ush,0.30018138885498047,1.6386938095092773,5,ash,0.4167605936527252,ash|ush|ack|umble|,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
24,into,0.48682901263237,2.0810279846191406,8,into,0.48682901263237,into||C||C,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
25,,0.17567379772663116,1.4608211517333984,4,,0.5942968726158142,||C|C|.,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
26,C,0.6134213209152222,0.9885490536689758,2,C,0.6134213209152222,C|D|A|B|CD,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
27,�,0.05955665931105614,3.921934127807617,50,,0.21447180211544037,|fell|�|解|give,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
28,�,0.9234257340431213,0.47390368580818176,1,�,0.9234257340431213,�|�|�|�|�,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
29,�,0.9991573095321655,0.007988794706761837,1,�,0.9991573095321655,�|�|�|�|�,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
30,查,0.888757050037384,0.5228062272071838,1,查,0.888757050037384,查|点|察|�|生,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
31,动,0.5328353643417358,1.7653207778930664,5,动,0.5328353643417358,动|词|固定|短|介,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
32,词,0.9932559728622437,0.057648781687021255,1,词,0.9932559728622437,词|词语|介|宾|名词,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
33,短,0.5215453505516052,1.293131947517395,3,短,0.5215453505516052,短|词|辨|搭配|。,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
34,语,0.9978296160697937,0.023767704144120216,1,语,0.9978296160697937,语|浯|词|句|义,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
35,。,0.1633424162864685,1.11189866065979,3,辨,0.7095271944999695,辨|。|的|词|搭配,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
36,cr,0.34031692147254944,2.7903599739074707,16,cr,0.34031692147254944,cr|句|give|A|f,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
37,ash,0.9056254029273987,0.36778372526168823,1,ash,0.9056254029273987,ash|ush|ack|as|ach,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
38,into,0.7373940944671631,1.2209312915802002,3,into,0.7373940944671631,into|into|int|in|意,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
39,“,0.2540316581726074,2.9103708267211914,18,撞,0.26209548115730286,撞|“|意|表示|：,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
40,在,0.00041242025326937437,2.4764292240142822,11,撞,0.45227378606796265,撞|猛|撞击|冲|碰撞,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
41,某,0.0802832618355751,3.7881393432617188,44,……,0.2891111671924591,……|…|某|(|碰撞,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
42,物,0.24315696954727173,2.2279956340789795,9,处,0.35379132628440857,处|物|人|地|事,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
43,之内,0.00014317609020508826,1.972862958908081,7,上,0.6307724118232727,上|中|或|的|上面,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
44,或,0.09409429132938385,4.738374710083008,114,或,0.09409429132938385,或|撞|造成|猛|，,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
45,之上,0.09972616285085678,4.474681854248047,87,之上,0.09972616285085678,之上|撞|在|附近|某,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
46,撞,0.10520217567682266,4.643668174743652,103,撞,0.10520217567682266,撞|造成|撞击|猛烈|猛,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
47,来,0.008089760318398476,3.3149640560150146,27,上,0.22559115290641785,上|倒|碎|到|坏,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
48,撞,0.8151867389678955,1.0223251581192017,2,撞,0.8151867389678955,撞|”|，|或|”，,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
49,去,0.9955037236213684,0.04935605078935623,1,去,0.9955037236213684,去|往|�|”|击,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,7
0,_____,0.001169955707155168,4.824611663818359,124,______,0.07126040756702423,______|throw|hit|break|scream,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
1,her,0.07007401436567307,4.195917129516602,66,.,0.11374134570360184,.|him|him|her|the,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
2,coat,0.023045022040605545,5.370777130126953,215,anger,0.08697100728750229,anger|head|shoes|mind|car,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
3,and,0.3079226315021515,2.9346675872802734,18,and,0.3079226315021515,and|on|at|.|.,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
4,go,0.3217882215976715,3.0578484535217285,21,go,0.3217882215976715,go|leave|throw|walk|never,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
5,out,0.30438461899757385,1.4725826978683472,4,home,0.5018454194068909,home|out|away|outside|back,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
6,.,0.3108436167240143,2.4041900634765625,11,.,0.33089131116867065,.|.|．|.A|to,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
7,throw,0.03592754900455475,2.3725061416625977,10,A,0.6172378659248352,A|take|put|throw|a,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
8,on,0.13190174102783203,2.3568973541259766,10,off,0.2623179256916046,off|away|on||up,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
9,,0.8428168296813965,0.9063474535942078,2,,0.8428168296813965,||<\/|�|,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
10,take,0.040667399764060974,2.100003242492676,8,throw,0.3980894982814789,throw|put|take|wear|pull,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
11,off,0.2633131146430969,1.17991304397583,3,on,0.6122214198112488,on|off|up|away|out,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
12,,0.992068886756897,0.07521216571331024,1,,0.992068886756897,|||.|,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
13,throw,0.057160068303346634,2.5851612091064453,13,put,0.5174850225448608,put|take|throw|get|wear,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
14,off,0.20500288903713226,1.784177303314209,5,away,0.49177640676498413,away|off|out|up|down,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
15,,0.9888295531272888,0.10196603834629059,1,,0.9888295531272888,|||.|,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
16,roll,0.00014583845040760934,1.921994686126709,6,take,0.5243944525718689,take|put|pull|wear|答案,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
17,off,0.12129516154527664,1.3534936904907227,3,on,0.41033628582954407,on|up|off|in|out,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
18,,0.9641432166099548,0.27917054295539856,1,,0.9641432166099548,||�||.,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
19,答案,0.5492618083953857,0.7856546640396118,2,答案,0.5492618083953857,答案|Answer|C|Which|throw,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
20,:,0.41273829340934753,1.0880104303359985,2,:,0.41273829340934753,:|:|:|：|:,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
21,A,0.4060819149017334,1.3211371898651123,3,A,0.4060819149017334,A|throw|C|B|take,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
22,,0.9995070695877075,0.006080772262066603,1,,0.9995070695877075,|<|endoftext|>||�|.,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
23,电力,0.0011563940206542611,7.099908351898193,1211,在,0.04076429456472397,在|下列|____|(|1,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
24,调度,0.02314397320151329,3.4722647666931152,32,系统,0.19077782332897186,系统|机|电缆|线路|设备,qwen3,base,raw,Qwen/Qwen3-8B-Base,anger,8
