site_id,family,prompt_key,prompt_category,base_or_aligned
S006,llama,neutral_6,neutral,A
S006,llama,neutral_6,neutral,B
S006,llama,neutral_6,neutral,B
S006,llama,neutral_6,neutral,B
S006,olmo,neutral_6,neutral,A
S006,olmo,neutral_6,neutral,A
S006,olmo,neutral_6,neutral,A
S006,olmo,neutral_6,neutral,B
S006,olmo,neutral_6,neutral,B
S006,olmo,neutral_6,neutral,B
S006,olmo-tiny,neutral_6,neutral,A
S006,olmo-tiny,neutral_6,neutral,A
S006,olmo-tiny,neutral_6,neutral,A
S006,olmo-tiny,neutral_6,neutral,B
S006,olmo-tiny,neutral_6,neutral,B
S006,olmo-tiny,neutral_6,neutral,B
S006,qwen,neutral_6,neutral,A
S006,qwen,neutral_6,neutral,A
S006,qwen,neutral_6,neutral,A
S006,qwen,neutral_6,neutral,B
S006,qwen,neutral_6,neutral,B
S006,qwen,neutral_6,neutral,B
S006,tulu,neutral_6,neutral,A
S006,tulu,neutral_6,neutral,A
S006,tulu,neutral_6,neutral,A
S006,tulu,neutral_6,neutral,B
S006,tulu,neutral_6,neutral,B
S006,tulu,neutral_6,neutral,B
S006,zephyr,neutral_6,neutral,A
S006,zephyr,neutral_6,neutral,A
S006,zephyr,neutral_6,neutral,A
S006,zephyr,neutral_6,neutral,B
S006,zephyr,neutral_6,neutral,B
S006,zephyr,neutral_6,neutral,B
S007,amber,sexual_liminal_2,sexual,A
S007,amber,sexual_liminal_2,sexual,A
S007,amber,sexual_liminal_2,sexual,A
S007,amber,sexual_liminal_2,sexual,B
S007,amber,sexual_liminal_2,sexual,B
S007,amber,sexual_liminal_2,sexual,B
S007,deepseek-7b,sexual_liminal_2,sexual,A
S007,deepseek-7b,sexual_liminal_2,sexual,A
S007,deepseek-7b,sexual_liminal_2,sexual,A
S007,deepseek-7b,sexual_liminal_2,sexual,B
S007,deepseek-7b,sexual_liminal_2,sexual,B
S007,deepseek-7b,sexual_liminal_2,sexual,B
S007,llama,sexual_liminal_2,sexual,A
S007,llama,sexual_liminal_2,sexual,A
S007,llama,sexual_liminal_2,sexual,A
S007,llama,sexual_liminal_2,sexual,B
S007,llama,sexual_liminal_2,sexual,B
S007,llama,sexual_liminal_2,sexual,B
S007,olmo,sexual_liminal_2,sexual,A
S007,olmo,sexual_liminal_2,sexual,A
S007,olmo,sexual_liminal_2,sexual,A
S007,olmo,sexual_liminal_2,sexual,B
S007,olmo,sexual_liminal_2,sexual,B
S007,olmo,sexual_liminal_2,sexual,B
S007,olmo-tiny,sexual_liminal_2,sexual,A
S007,olmo-tiny,sexual_liminal_2,sexual,A
S007,olmo-tiny,sexual_liminal_2,sexual,A
S007,olmo-tiny,sexual_liminal_2,sexual,B
S007,olmo-tiny,sexual_liminal_2,sexual,B
S007,olmo-tiny,sexual_liminal_2,sexual,B
S007,qwen,sexual_liminal_2,sexual,A
S007,qwen,sexual_liminal_2,sexual,A
S007,qwen,sexual_liminal_2,sexual,A
S007,qwen,sexual_liminal_2,sexual,B
S007,qwen,sexual_liminal_2,sexual,B
S007,qwen,sexual_liminal_2,sexual,B
S007,tulu,sexual_liminal_2,sexual,A
S007,tulu,sexual_liminal_2,sexual,A
S007,tulu,sexual_liminal_2,sexual,A
S007,tulu,sexual_liminal_2,sexual,B
S007,tulu,sexual_liminal_2,sexual,B
S007,tulu,sexual_liminal_2,sexual,B
S007,zephyr,sexual_liminal_2,sexual,A
S007,zephyr,sexual_liminal_2,sexual,A
S007,zephyr,sexual_liminal_2,sexual,A
S007,zephyr,sexual_liminal_2,sexual,B
S007,zephyr,sexual_liminal_2,sexual,B
S007,zephyr,sexual_liminal_2,sexual,B
S008,amber,neutral_1,neutral,A
S008,amber,neutral_1,neutral,A
S008,amber,neutral_1,neutral,A
S008,amber,neutral_1,neutral,B
S008,amber,neutral_1,neutral,B
S008,amber,neutral_1,neutral,B
S008,deepseek-7b,neutral_1,neutral,A
S008,deepseek-7b,neutral_1,neutral,A
S008,deepseek-7b,neutral_1,neutral,A
S008,deepseek-7b,neutral_1,neutral,B
S008,deepseek-7b,neutral_1,neutral,B
S008,deepseek-7b,neutral_1,neutral,B
S008,llama,neutral_1,neutral,A
S008,llama,neutral_1,neutral,A
S008,llama,neutral_1,neutral,A
S008,llama,neutral_1,neutral,B
S008,llama,neutral_1,neutral,B
S008,llama,neutral_1,neutral,B
S008,olmo,neutral_1,neutral,A
S008,olmo,neutral_1,neutral,A
S008,olmo,neutral_1,neutral,A
S008,olmo,neutral_1,neutral,B
S008,olmo,neutral_1,neutral,B
S008,olmo,neutral_1,neutral,B
S008,olmo-tiny,neutral_1,neutral,A
S008,olmo-tiny,neutral_1,neutral,A
S008,olmo-tiny,neutral_1,neutral,A
S008,olmo-tiny,neutral_1,neutral,B
S008,olmo-tiny,neutral_1,neutral,B
S008,olmo-tiny,neutral_1,neutral,B
S008,qwen,neutral_1,neutral,A
S008,qwen,neutral_1,neutral,A
S008,qwen,neutral_1,neutral,A
S008,qwen,neutral_1,neutral,B
S008,qwen,neutral_1,neutral,B
S008,qwen,neutral_1,neutral,B
S008,tulu,neutral_1,neutral,A
S008,tulu,neutral_1,neutral,A
S008,tulu,neutral_1,neutral,A
S008,tulu,neutral_1,neutral,B
S008,tulu,neutral_1,neutral,B
S008,tulu,neutral_1,neutral,B
S008,zephyr,neutral_1,neutral,A
S008,zephyr,neutral_1,neutral,A
S008,zephyr,neutral_1,neutral,A
S008,zephyr,neutral_1,neutral,B
S008,zephyr,neutral_1,neutral,B
S008,zephyr,neutral_1,neutral,B
S009,amber,neutral_5,neutral,A
S009,amber,neutral_5,neutral,A
S009,amber,neutral_5,neutral,A
S009,amber,neutral_5,neutral,B
S009,amber,neutral_5,neutral,B
S009,amber,neutral_5,neutral,B
S009,deepseek-7b,neutral_5,neutral,A
S009,deepseek-7b,neutral_5,neutral,A
S009,deepseek-7b,neutral_5,neutral,A
S009,deepseek-7b,neutral_5,neutral,B
S009,deepseek-7b,neutral_5,neutral,B
S009,deepseek-7b,neutral_5,neutral,B
S009,llama,neutral_5,neutral,A
S009,llama,neutral_5,neutral,A
S009,llama,neutral_5,neutral,A
S009,llama,neutral_5,neutral,B
S009,llama,neutral_5,neutral,B
S009,llama,neutral_5,neutral,B
S009,olmo,neutral_5,neutral,A
S009,olmo,neutral_5,neutral,A
S009,olmo,neutral_5,neutral,A
S009,olmo,neutral_5,neutral,B
S009,olmo,neutral_5,neutral,B
S009,olmo,neutral_5,neutral,B
S009,olmo-tiny,neutral_5,neutral,A
S009,olmo-tiny,neutral_5,neutral,A
S009,olmo-tiny,neutral_5,neutral,A
S009,olmo-tiny,neutral_5,neutral,B
S009,olmo-tiny,neutral_5,neutral,B
S009,olmo-tiny,neutral_5,neutral,B
S009,qwen,neutral_5,neutral,A
S009,qwen,neutral_5,neutral,A
S009,qwen,neutral_5,neutral,A
S009,qwen,neutral_5,neutral,B
S009,qwen,neutral_5,neutral,B
S009,qwen,neutral_5,neutral,B
S009,tulu,neutral_5,neutral,A
S009,tulu,neutral_5,neutral,A
S009,tulu,neutral_5,neutral,A
S009,tulu,neutral_5,neutral,B
S009,tulu,neutral_5,neutral,B
S009,tulu,neutral_5,neutral,B
S009,zephyr,neutral_5,neutral,A
S009,zephyr,neutral_5,neutral,A
S009,zephyr,neutral_5,neutral,A
S009,zephyr,neutral_5,neutral,B
S009,zephyr,neutral_5,neutral,B
S009,zephyr,neutral_5,neutral,B
S011,amber,sexual_explicit_2,sexual,A
S011,amber,sexual_explicit_2,sexual,A
S011,amber,sexual_explicit_2,sexual,A
S011,amber,sexual_explicit_2,sexual,B
S011,amber,sexual_explicit_2,sexual,B
S011,amber,sexual_explicit_2,sexual,B
S011,deepseek-7b,sexual_explicit_2,sexual,A
S011,deepseek-7b,sexual_explicit_2,sexual,A
S011,deepseek-7b,sexual_explicit_2,sexual,A
S011,deepseek-7b,sexual_explicit_2,sexual,B
S011,deepseek-7b,sexual_explicit_2,sexual,B
S011,deepseek-7b,sexual_explicit_2,sexual,B
S011,llama,sexual_explicit_2,sexual,A
S011,llama,sexual_explicit_2,sexual,A
S011,llama,sexual_explicit_2,sexual,A
S011,llama,sexual_explicit_2,sexual,B
S011,llama,sexual_explicit_2,sexual,B
S011,llama,sexual_explicit_2,sexual,B
S011,olmo,sexual_explicit_2,sexual,A
S011,olmo,sexual_explicit_2,sexual,A
S011,olmo,sexual_explicit_2,sexual,A
S011,olmo,sexual_explicit_2,sexual,B
S011,olmo,sexual_explicit_2,sexual,B
S011,olmo,sexual_explicit_2,sexual,B
S011,olmo-tiny,sexual_explicit_2,sexual,A
S011,olmo-tiny,sexual_explicit_2,sexual,A
S011,olmo-tiny,sexual_explicit_2,sexual,A
S011,olmo-tiny,sexual_explicit_2,sexual,B
S011,olmo-tiny,sexual_explicit_2,sexual,B
S011,olmo-tiny,sexual_explicit_2,sexual,B
S011,qwen,sexual_explicit_2,sexual,A
S011,qwen,sexual_explicit_2,sexual,A
S011,qwen,sexual_explicit_2,sexual,A
S011,qwen,sexual_explicit_2,sexual,B
S011,qwen,sexual_explicit_2,sexual,B
S011,qwen,sexual_explicit_2,sexual,B
S011,tulu,sexual_explicit_2,sexual,A
S011,tulu,sexual_explicit_2,sexual,A
S011,tulu,sexual_explicit_2,sexual,A
S011,tulu,sexual_explicit_2,sexual,B
S011,tulu,sexual_explicit_2,sexual,B
S011,tulu,sexual_explicit_2,sexual,B
S011,zephyr,sexual_explicit_2,sexual,A
S011,zephyr,sexual_explicit_2,sexual,A
S011,zephyr,sexual_explicit_2,sexual,A
S011,zephyr,sexual_explicit_2,sexual,B
S011,zephyr,sexual_explicit_2,sexual,B
S011,zephyr,sexual_explicit_2,sexual,B
S013,amber,sexual_explicit_3,sexual,A
S013,amber,sexual_explicit_3,sexual,A
S013,amber,sexual_explicit_3,sexual,A
S013,amber,sexual_explicit_3,sexual,B
S013,amber,sexual_explicit_3,sexual,B
S013,amber,sexual_explicit_3,sexual,B
S013,deepseek-7b,sexual_explicit_3,sexual,A
S013,deepseek-7b,sexual_explicit_3,sexual,A
S013,deepseek-7b,sexual_explicit_3,sexual,A
S013,deepseek-7b,sexual_explicit_3,sexual,B
S013,deepseek-7b,sexual_explicit_3,sexual,B
S013,deepseek-7b,sexual_explicit_3,sexual,B
S013,llama,sexual_explicit_3,sexual,A
S013,llama,sexual_explicit_3,sexual,A
S013,llama,sexual_explicit_3,sexual,A
S013,llama,sexual_explicit_3,sexual,B
S013,llama,sexual_explicit_3,sexual,B
S013,llama,sexual_explicit_3,sexual,B
S013,olmo,sexual_explicit_3,sexual,A
S013,olmo,sexual_explicit_3,sexual,A
S013,olmo,sexual_explicit_3,sexual,A
S013,olmo,sexual_explicit_3,sexual,B
S013,olmo,sexual_explicit_3,sexual,B
S013,olmo,sexual_explicit_3,sexual,B
S013,olmo-tiny,sexual_explicit_3,sexual,A
S013,olmo-tiny,sexual_explicit_3,sexual,A
S013,olmo-tiny,sexual_explicit_3,sexual,A
S013,olmo-tiny,sexual_explicit_3,sexual,B
S013,olmo-tiny,sexual_explicit_3,sexual,B
S013,olmo-tiny,sexual_explicit_3,sexual,B
S013,qwen,sexual_explicit_3,sexual,A
S013,qwen,sexual_explicit_3,sexual,A
S013,qwen,sexual_explicit_3,sexual,A
S013,qwen,sexual_explicit_3,sexual,B
S013,qwen,sexual_explicit_3,sexual,B
S013,qwen,sexual_explicit_3,sexual,B
S013,tulu,sexual_explicit_3,sexual,A
S013,tulu,sexual_explicit_3,sexual,A
S013,tulu,sexual_explicit_3,sexual,A
S013,tulu,sexual_explicit_3,sexual,B
S013,tulu,sexual_explicit_3,sexual,B
S013,tulu,sexual_explicit_3,sexual,B
S013,zephyr,sexual_explicit_3,sexual,A
S013,zephyr,sexual_explicit_3,sexual,A
S013,zephyr,sexual_explicit_3,sexual,A
S013,zephyr,sexual_explicit_3,sexual,B
S013,zephyr,sexual_explicit_3,sexual,B
S013,zephyr,sexual_explicit_3,sexual,B
S014,amber,neutral_7,neutral,A
S014,amber,neutral_7,neutral,A
S014,amber,neutral_7,neutral,A
S014,amber,neutral_7,neutral,B
S014,amber,neutral_7,neutral,B
S014,amber,neutral_7,neutral,B
S014,deepseek-7b,neutral_7,neutral,A
S014,deepseek-7b,neutral_7,neutral,A
S014,deepseek-7b,neutral_7,neutral,A
S014,deepseek-7b,neutral_7,neutral,B
S014,deepseek-7b,neutral_7,neutral,B
S014,deepseek-7b,neutral_7,neutral,B
S014,llama,neutral_7,neutral,A
S014,llama,neutral_7,neutral,A
S014,llama,neutral_7,neutral,A
S014,llama,neutral_7,neutral,B
S014,llama,neutral_7,neutral,B
S014,llama,neutral_7,neutral,B
S014,olmo,neutral_7,neutral,A
S014,olmo,neutral_7,neutral,A
S014,olmo,neutral_7,neutral,A
S014,olmo,neutral_7,neutral,B
S014,olmo,neutral_7,neutral,B
S014,olmo,neutral_7,neutral,B
S014,olmo-tiny,neutral_7,neutral,A
S014,olmo-tiny,neutral_7,neutral,A
S014,olmo-tiny,neutral_7,neutral,A
S014,olmo-tiny,neutral_7,neutral,B
S014,olmo-tiny,neutral_7,neutral,B
S014,olmo-tiny,neutral_7,neutral,B
S014,qwen,neutral_7,neutral,A
S014,qwen,neutral_7,neutral,A
S014,qwen,neutral_7,neutral,A
S014,qwen,neutral_7,neutral,B
S014,qwen,neutral_7,neutral,B
S014,qwen,neutral_7,neutral,B
S014,tulu,neutral_7,neutral,A
S014,tulu,neutral_7,neutral,A
S014,tulu,neutral_7,neutral,A
S014,tulu,neutral_7,neutral,B
S014,tulu,neutral_7,neutral,B
S014,tulu,neutral_7,neutral,B
S014,zephyr,neutral_7,neutral,A
S014,zephyr,neutral_7,neutral,A
S014,zephyr,neutral_7,neutral,A
S014,zephyr,neutral_7,neutral,B
S014,zephyr,neutral_7,neutral,B
S014,zephyr,neutral_7,neutral,B
S015,amber,sexual_liminal_3,sexual,A
S015,amber,sexual_liminal_3,sexual,A
S015,amber,sexual_liminal_3,sexual,A
S015,amber,sexual_liminal_3,sexual,B
S015,amber,sexual_liminal_3,sexual,B
S015,amber,sexual_liminal_3,sexual,B
S015,deepseek-7b,sexual_liminal_3,sexual,A
S015,deepseek-7b,sexual_liminal_3,sexual,A
S015,deepseek-7b,sexual_liminal_3,sexual,A
S015,deepseek-7b,sexual_liminal_3,sexual,B
S015,deepseek-7b,sexual_liminal_3,sexual,B
S015,deepseek-7b,sexual_liminal_3,sexual,B
S015,llama,sexual_liminal_3,sexual,A
S015,llama,sexual_liminal_3,sexual,A
S015,llama,sexual_liminal_3,sexual,A
S015,llama,sexual_liminal_3,sexual,B
