checkpoint,ckpt_index,arc_acc,arc_acc_norm,hellaswag_acc,hellaswag_acc_norm,mmlu_acc_mean,mmlu_n_subjects,truthfulqa_mc1,truthfulqa_mc2
ckpt_046,46,0.31313993174061433,0.34812286689419797,0.47301334395538736,0.6422027484564827,0.239324,57,0.20807833537331702,0.351702664863822
ckpt_047,47,0.33447098976109213,0.34982935153583616,0.4714200358494324,0.6408086038637721,0.239671,57,0.2252141982864137,0.36115587395751375
ckpt_048,48,0.32764505119453924,0.34897610921501704,0.47211710814578767,0.640211113324039,0.263986,57,0.22766217870257038,0.37446385455174525
ckpt_049,49,0.32337883959044367,0.3455631399317406,0.47400916152160927,0.6430989842660825,0.254243,57,0.211750305997552,0.35475911586811887
ckpt_050,50,0.3199658703071672,0.3464163822525597,0.47520414260107546,0.6419040031866162,0.243464,57,0.20685434516523868,0.3636911722405637
ckpt_051,51,0.3293515358361775,0.3515358361774744,0.47610037841067515,0.6422027484564827,0.254243,57,0.211750305997552,0.3588168545233272
ckpt_052,52,0.33361774744027306,0.3703071672354949,0.4781915952997411,0.6460864369647481,0.246784,57,0.2178702570379437,0.3595783275753842
ckpt_053,53,0.31399317406143346,0.3430034129692833,0.48078072097191793,0.6445927106154152,0.241269,57,0.22276621787025705,0.36525519420074193
ckpt_054,54,0.3302047781569966,0.3438566552901024,0.47829117705636326,0.650368452499502,0.253788,57,0.2178702570379437,0.36048530907310294
ckpt_055,55,0.3387372013651877,0.34982935153583616,0.4810794662417845,0.649770961959769,0.237974,57,0.19706242350061198,0.35172862715734576
ckpt_056,56,0.33361774744027306,0.3412969283276451,0.4801832304321848,0.6509659430392352,0.245739,57,0.2215422276621787,0.37729528051953914
ckpt_057,57,0.32593856655290104,0.34812286689419797,0.48317068313085043,0.6527584146584345,0.243417,57,0.20807833537331702,0.35343333511942043
ckpt_058,58,0.3267918088737201,0.3395904436860068,0.48227444732125074,0.6544513045210117,0.244965,57,0.2178702570379437,0.3594221495806196
ckpt_059,59,0.3395904436860068,0.3609215017064846,0.48376817367058356,0.6571400119498108,0.242736,57,0.21664626682986537,0.3622908237995591
ckpt_060,60,0.3387372013651877,0.3779863481228669,0.4832702648874726,0.6528579964150567,0.252807,57,0.200734394124847,0.34983034921234096
ckpt_061,61,0.33447098976109213,0.35494880546075086,0.48526190001991637,0.6571400119498108,0.234886,57,0.20807833537331702,0.35694740490532306
ckpt_062,62,0.3387372013651877,0.3583617747440273,0.4871539533957379,0.6568412666799442,0.250993,57,0.2141982864137087,0.37206427803367514
ckpt_063,63,0.32081911262798635,0.35921501706484643,0.4872535351523601,0.6575383389762995,0.258775,57,0.21542227662178703,0.3601316708071005
ckpt_064,64,0.3430034129692833,0.3703071672354949,0.48575980880302727,0.6597291376219877,0.256368,57,0.211750305997552,0.3572996448501082
ckpt_065,65,0.34044368600682595,0.3720136518771331,0.48755228042222665,0.6655048795060745,0.248009,57,0.20807833537331702,0.35948016988691067
ckpt_066,66,0.3378839590443686,0.35238907849829354,0.49203345947022503,0.6617207727544314,0.244812,57,0.20930232558139536,0.35604199439933426
ckpt_067,67,0.3361774744027304,0.3677474402730375,0.48645688109938257,0.6591316470822546,0.247515,57,0.21542227662178703,0.3718463154308724
ckpt_068,68,0.33276450511945393,0.3643344709897611,0.48665604461262696,0.6639115714001195,0.241745,57,0.21052631578947367,0.3628812995510354
ckpt_069,69,0.33361774744027306,0.3575085324232082,0.4924317864967138,0.6669986058554073,0.249828,57,0.21052631578947367,0.35429730314239427
ckpt_070,70,0.3293515358361775,0.35409556313993173,0.49213304122684726,0.6629157538338977,0.244741,57,0.21297429620563035,0.35001197471252804
ckpt_071,71,0.32337883959044367,0.35665529010238906,0.4923322047400916,0.6656044612626967,0.253946,57,0.21052631578947367,0.36330720634564484
ckpt_072,72,0.33532423208191126,0.35494880546075086,0.49133638717386974,0.6641107349133639,0.251377,57,0.2215422276621787,0.3679606759607918
ckpt_073,73,0.33447098976109213,0.35238907849829354,0.4946225851424019,0.6656044612626967,0.246029,57,0.2141982864137087,0.3594574912706323
ckpt_074,74,0.3378839590443686,0.35580204778157,0.49083847839075884,0.6612228639713205,0.254133,57,0.21542227662178703,0.3532193184726814
ckpt_075,75,0.3225255972696246,0.35409556313993173,0.4946225851424019,0.670583549093806,0.254562,57,0.204406364749082,0.3546704423322386
ckpt_076,76,0.3378839590443686,0.3532423208191126,0.4938259310894244,0.668990240987851,0.235566,57,0.20807833537331702,0.3570865902135621
ckpt_077,77,0.3199658703071672,0.3626279863481229,0.4901414060944035,0.6646086436964748,0.241193,57,0.21664626682986537,0.3567456415279599
ckpt_078,78,0.3293515358361775,0.3660409556313993,0.49502091216889066,0.6686914957179845,0.236615,57,0.2178702570379437,0.3709897790371875
ckpt_079,79,0.33532423208191126,0.35494880546075086,0.49263095000995816,0.668990240987851,0.245843,57,0.21664626682986537,0.3687514935234349
ckpt_080,80,0.3361774744027304,0.363481228668942,0.49213304122684726,0.6681935869348735,0.245261,57,0.211750305997552,0.3602410748229795
ckpt_081,81,0.33276450511945393,0.378839590443686,0.4947221668990241,0.6728739294961164,0.243345,57,0.211750305997552,0.3651202012204847
ckpt_082,82,0.33276450511945393,0.36689419795221845,0.4946225851424019,0.6723760207130054,0.234351,57,0.20318237454100369,0.3470025008745744
ckpt_083,83,0.33361774744027306,0.38054607508532423,0.5001991635132443,0.6743676558454491,0.252223,57,0.21052631578947367,0.3450362190899654
ckpt_084,84,0.3293515358361775,0.3728668941979522,0.4985062736506672,0.6759609639514041,0.240937,57,0.21542227662178703,0.35174792541006755
ckpt_085,85,0.3361774744027304,0.3771331058020478,0.4986058554072894,0.6729735112527385,0.24134,57,0.20685434516523868,0.3608937925487527
ckpt_086,86,0.3515358361774744,0.36945392491467577,0.5001991635132443,0.6725751842262497,0.261011,57,0.21664626682986537,0.366365246306965
ckpt_087,87,0.3438566552901024,0.3771331058020478,0.5018920533758215,0.6761601274646485,0.247041,57,0.211750305997552,0.369591295983649
ckpt_088,88,0.35238907849829354,0.37627986348122866,0.5039832702648874,0.6815375423222466,0.258867,57,0.22031823745410037,0.3622432135077524
ckpt_089,89,0.3455631399317406,0.38054607508532423,0.49990041824337783,0.6726747659828719,0.25763,57,0.21909424724602203,0.3605660045207103
ckpt_090,90,0.3455631399317406,0.3660409556313993,0.500497908783111,0.6740689105755826,0.245837,57,0.20807833537331702,0.35009109051567316
ckpt_091,91,0.34897610921501704,0.37457337883959047,0.5051782513443537,0.6837283409679347,0.262416,57,0.211750305997552,0.3563102540350957
ckpt_092,92,0.35409556313993173,0.3796928327645051,0.5023899621589325,0.6788488348934475,0.243678,57,0.2141982864137087,0.36467978068204965
ckpt_093,93,0.3506825938566553,0.3873720136518771,0.5024895439155547,0.682832105158335,0.260019,57,0.211750305997552,0.3489119072622751
ckpt_094,94,0.3515358361774744,0.39078498293515357,0.5032861979685321,0.6842262497510456,0.239167,57,0.21297429620563035,0.35304011729222895
ckpt_095,95,0.34897610921501704,0.371160409556314,0.5037841067516431,0.6825333598884684,0.240329,57,0.21297429620563035,0.36022549112771074
ckpt_096,96,0.35494880546075086,0.386518771331058,0.5059749053973313,0.6814379605656243,0.24821,57,0.22766217870257038,0.36679485881769147
ckpt_097,97,0.3395904436860068,0.37542662116040953,0.502688707428799,0.6831308504282015,0.240784,57,0.21297429620563035,0.3615106533656699
ckpt_098,98,0.3506825938566553,0.37457337883959047,0.5065723959370644,0.6829316869149572,0.25269,57,0.22031823745410037,0.3607567964451844
ckpt_099,99,0.34215017064846415,0.37457337883959047,0.5016928898625772,0.6806413065126469,0.238501,57,0.20318237454100369,0.36122716928985754
ckpt_100,100,0.3455631399317406,0.3779863481228669,0.5023899621589325,0.6852220673172674,0.238009,57,0.22031823745410037,0.353509195966398
ckpt_101,101,0.3532423208191126,0.37372013651877134,0.5023899621589325,0.6815375423222466,0.248022,57,0.22766217870257038,0.3587063245848463
ckpt_102,102,0.3464163822525597,0.3839590443686007,0.5028878709420435,0.6808404700258912,0.247438,57,0.20195838433292534,0.3544604937032955
ckpt_103,103,0.34812286689419797,0.3848122866894198,0.5072694682334197,0.6845249950209121,0.249709,57,0.21664626682986537,0.36470044345525343
ckpt_104,104,0.3447098976109215,0.3728668941979522,0.5041824337781319,0.6814379605656243,0.243132,57,0.20685434516523868,0.34852113867011864
ckpt_105,105,0.3378839590443686,0.3660409556313993,0.502688707428799,0.6835291774546903,0.245636,57,0.20195838433292534,0.3542578140365565
ckpt_106,106,0.363481228668942,0.38310580204778155,0.5044811790479984,0.6843258315076678,0.240006,57,0.20195838433292534,0.3578959295746803
ckpt_107,107,0.3430034129692833,0.371160409556314,0.5104560844453296,0.6883091017725552,0.240509,57,0.19828641370869032,0.34961840048256504
ckpt_108,108,0.34982935153583616,0.37372013651877134,0.5064728141804421,0.6846245767775344,0.250332,57,0.19951040391676866,0.33624458674910473
ckpt_109,109,0.34215017064846415,0.37542662116040953,0.5056761601274646,0.6851224855606453,0.244891,57,0.20318237454100369,0.3408938272273631
ckpt_110,110,0.34215017064846415,0.38822525597269625,0.5095598486357299,0.6878111929894444,0.239843,57,0.21052631578947367,0.3541740973683531
ckpt_111,111,0.34215017064846415,0.3779863481228669,0.507468631746664,0.6863174666401115,0.238964,57,0.2141982864137087,0.3450805825592297
ckpt_112,112,0.3412969283276451,0.3677474402730375,0.5043815972913762,0.6851224855606453,0.237696,57,0.20807833537331702,0.3516778804698816
ckpt_113,113,0.3412969283276451,0.3779863481228669,0.5084644493128859,0.6863174666401115,0.242722,57,0.21297429620563035,0.34370906622255887
ckpt_114,114,0.35409556313993173,0.38822525597269625,0.5135431189006174,0.6917944632543318,0.240027,57,0.21909424724602203,0.35886654149336433
ckpt_115,115,0.3609215017064846,0.3839590443686007,0.5034853614817766,0.6858195578570006,0.234891,57,0.20807833537331702,0.35381220580577366
ckpt_116,116,0.3515358361774744,0.3728668941979522,0.5120493925512846,0.6902011551483768,0.234816,57,0.21297429620563035,0.36239877561334766
ckpt_117,117,0.34812286689419797,0.38054607508532423,0.5089623580959968,0.6904999004182434,0.242399,57,0.20930232558139536,0.34359678203978605
ckpt_118,118,0.34726962457337884,0.38993174061433444,0.5100577574188409,0.6895040828520215,0.240325,57,0.19951040391676866,0.3566401741211063
ckpt_119,119,0.36006825938566556,0.38054607508532423,0.5135431189006174,0.6962756423023302,0.252115,57,0.20685434516523868,0.35075429924742363
ckpt_120,120,0.3575085324232082,0.37542662116040953,0.5110535749850628,0.6900019916351324,0.243239,57,0.19951040391676866,0.34144277858380695
ckpt_121,121,0.36860068259385664,0.39505119453924914,0.5120493925512846,0.6948814977096196,0.246798,57,0.20318237454100369,0.34745870631135956
ckpt_122,122,0.35921501706484643,0.3890784982935154,0.5104560844453296,0.6920932085241984,0.242732,57,0.21052631578947367,0.3506327083531441
ckpt_123,123,0.3515358361774744,0.38139931740614336,0.5157339175463055,0.6958773152758415,0.250612,57,0.21052631578947367,0.3471135923487888
ckpt_124,124,0.3532423208191126,0.3890784982935154,0.5119498107946624,0.6944831706831308,0.248414,57,0.20685434516523868,0.3530215151919628
ckpt_125,125,0.3651877133105802,0.386518771331058,0.5112527384983071,0.6933877713602868,0.244817,57,0.22031823745410037,0.3535172016893045
ckpt_126,126,0.36177474402730375,0.378839590443686,0.5111531567416849,0.6919936267675761,0.245766,57,0.2178702570379437,0.3408896967790133
ckpt_127,127,0.3515358361774744,0.3848122866894198,0.5135431189006174,0.6971718781119299,0.246373,57,0.20685434516523868,0.35796442908378623
ckpt_128,128,0.36945392491467577,0.3967576791808874,0.5164309898426608,0.6965743875721968,0.253733,57,0.20563035495716034,0.3561639925377388
ckpt_129,129,0.35580204778157,0.386518771331058,0.5124477195777734,0.6960764787890859,0.24722,57,0.20318237454100369,0.3515838133640867
ckpt_130,130,0.35494880546075086,0.3796928327645051,0.5100577574188409,0.6922923720374428,0.253862,57,0.20685434516523868,0.3461859056984394
ckpt_131,131,0.35238907849829354,0.3839590443686007,0.5164309898426608,0.6981676956781517,0.245351,57,0.2141982864137087,0.35810048528868405
ckpt_132,132,0.35238907849829354,0.3848122866894198,0.5153355905198168,0.6964748058155746,0.255061,57,0.21542227662178703,0.35972261568687064
ckpt_133,133,0.36177474402730375,0.3822525597269625,0.5145389364668392,0.6932881896036646,0.257089,57,0.20685434516523868,0.3402213042377221
ckpt_134,134,0.35921501706484643,0.3890784982935154,0.5180242979486158,0.6983668591913962,0.249955,57,0.21542227662178703,0.3510353240847981
ckpt_135,135,0.3515358361774744,0.3771331058020478,0.5119498107946624,0.6962756423023302,0.250979,57,0.22031823745410037,0.3486215120265393
ckpt_136,136,0.36006825938566556,0.3796928327645051,0.5146385182234615,0.7017526389165505,0.251686,57,0.22276621787025705,0.3642138103965627
ckpt_137,137,0.35494880546075086,0.39078498293515357,0.515435172276439,0.6984664409480184,0.239778,57,0.21052631578947367,0.35372156835714336
ckpt_138,138,0.3660409556313993,0.386518771331058,0.5139414459271061,0.6994622585142402,0.25412,57,0.19706242350061198,0.34098850004687536
ckpt_139,139,0.363481228668942,0.39505119453924914,0.5153355905198168,0.6994622585142402,0.244126,57,0.20930232558139536,0.35120562286001256
ckpt_140,140,0.36006825938566556,0.3822525597269625,0.5131447918741286,0.6965743875721968,0.236811,57,0.20685434516523868,0.3476006654348513
ckpt_141,141,0.36860068259385664,0.3924914675767918,0.5125473013343955,0.6975702051384186,0.243767,57,0.21664626682986537,0.3521935611418927
ckpt_142,142,0.3728668941979522,0.39590443686006827,0.5158334993029277,0.6986656044612627,0.240538,57,0.21297429620563035,0.3531524524675087
ckpt_143,143,0.363481228668942,0.39590443686006827,0.5155347540330611,0.6982672774347739,0.250207,57,0.2141982864137087,0.35901877576533425
ckpt_144,144,0.3609215017064846,0.39419795221843,0.5173272256522605,0.7011551483768174,0.248835,57,0.21297429620563035,0.3516921705674028
ckpt_145,145,0.37372013651877134,0.40273037542662116,0.5203146783509262,0.7000597490539733,0.240554,57,0.21542227662178703,0.350629507631014
ckpt_146,146,0.3626279863481229,0.3967576791808874,0.5172276438956384,0.7023501294562836,0.235583,57,0.22276621787025705,0.3489090810789062
ckpt_147,147,0.3575085324232082,0.39590443686006827,0.5147380999800837,0.6999601672973511,0.240835,57,0.21052631578947367,0.3408947076503222
ckpt_148,148,0.3728668941979522,0.3984641638225256,0.5194184425413264,0.702549292969528,0.261792,57,0.2178702570379437,0.34696080351774744
ckpt_149,149,0.363481228668942,0.39078498293515357,0.5184226249751046,0.7056363274248157,0.237697,57,0.21542227662178703,0.3476050572975825
ckpt_150,150,0.36945392491467577,0.40273037542662116,0.5188209520015933,0.7028480382393946,0.2547,57,0.22031823745410037,0.34568181519703006
ckpt_151,151,0.36945392491467577,0.39334470989761094,0.5199163513244374,0.7038438558056164,0.247999,57,0.21052631578947367,0.3423993222834182
ckpt_152,152,0.36945392491467577,0.39761092150170646,0.5180242979486158,0.7047400916152161,0.239373,57,0.20563035495716034,0.3390304117764301
ckpt_153,153,0.38054607508532423,0.3916382252559727,0.5148376817367059,0.7043417645887273,0.25104,57,0.2178702570379437,0.3475114744684812
ckpt_154,154,0.3796928327645051,0.40017064846416384,0.5191196972714599,0.7067317267476598,0.254431,57,0.20807833537331702,0.3358308312689403
ckpt_155,155,0.36006825938566556,0.39590443686006827,0.5177255526787492,0.703644692292372,0.252631,57,0.204406364749082,0.3386391123989266
ckpt_156,156,0.3660409556313993,0.3890784982935154,0.5140410276837284,0.6986656044612627,0.255258,57,0.21909424724602203,0.3371732650400493
ckpt_157,157,0.3771331058020478,0.3967576791808874,0.5209121688906593,0.7052380003983271,0.252743,57,0.19583843329253367,0.32574118742096014
ckpt_158,158,0.37372013651877134,0.4035836177474403,0.5199163513244374,0.7050388368850826,0.246185,57,0.20563035495716034,0.34168085246561464
ckpt_159,159,0.3703071672354949,0.38054607508532423,0.521310495917148,0.7042421828321052,0.245289,57,0.20930232558139536,0.3322228534441582
ckpt_160,160,0.3677474402730375,0.3890784982935154,0.5207130053774148,0.7034455287791277,0.247027,57,0.21664626682986537,0.34006759727192953
ckpt_161,161,0.36945392491467577,0.3993174061433447,0.5183230432184823,0.7023501294562836,0.248627,57,0.21664626682986537,0.33748037787403684
ckpt_162,162,0.3660409556313993,0.39761092150170646,0.5238996215893248,0.7101175064728141,0.247191,57,0.2215422276621787,0.3521707505644439
ckpt_163,163,0.35921501706484643,0.39334470989761094,0.5216092411870146,0.7087233618801035,0.238547,57,0.21052631578947367,0.3349901477741531
ckpt_164,164,0.3660409556313993,0.3916382252559727,0.5177255526787492,0.7037442740489942,0.249114,57,0.204406364749082,0.3328471595338827
ckpt_165,165,0.34897610921501704,0.386518771331058,0.5195180242979486,0.702549292969528,0.240194,57,0.211750305997552,0.3308121198220965
ckpt_166,166,0.35665529010238906,0.3839590443686007,0.518621788488349,0.701453893646684,0.248492,57,0.2141982864137087,0.34237804492623336
ckpt_167,167,0.35580204778157,0.3822525597269625,0.5201155148376817,0.7047400916152161,0.245673,57,0.21052631578947367,0.34474432273134287
ckpt_168,168,0.36860068259385664,0.39334470989761094,0.5194184425413264,0.7075283808006373,0.251195,57,0.20563035495716034,0.34157433478679117
ckpt_169,169,0.37457337883959047,0.3984641638225256,0.5220075682135032,0.7067317267476598,0.240017,57,0.200734394124847,0.34028201789099227
ckpt_170,170,0.3660409556313993,0.38822525597269625,0.519717187811193,0.702549292969528,0.258412,57,0.21664626682986537,0.34962119998604874
ckpt_171,171,0.3703071672354949,0.40102389078498296,0.5184226249751046,0.7065325632344155,0.251821,57,0.2215422276621787,0.35364356293363247
ckpt_172,172,0.3609215017064846,0.39505119453924914,0.5242979486158136,0.7070304720175263,0.246455,57,0.2141982864137087,0.3415068963720997
ckpt_173,173,0.3890784982935154,0.41638225255972694,0.5245966938856802,0.7053375821549492,0.251799,57,0.21542227662178703,0.3363822326083362
ckpt_174,174,0.363481228668942,0.40102389078498296,0.5217088229436367,0.7062338179645489,0.235572,57,0.211750305997552,0.33648857760402334
ckpt_175,175,0.3626279863481229,0.3967576791808874,0.5183230432184823,0.7090221071499702,0.254073,57,0.211750305997552,0.35145848840073574
ckpt_176,176,0.3626279863481229,0.39505119453924914,0.5232025492929695,0.7072296355307708,0.253819,57,0.21297429620563035,0.3446798897448696
ckpt_177,177,0.3771331058020478,0.40102389078498296,0.5239992033459471,0.7120095598486357,0.245607,57,0.20807833537331702,0.33770355280563286
ckpt_178,178,0.36945392491467577,0.4104095563139932,0.5187213702449711,0.7064329814777933,0.242833,57,0.21052631578947367,0.33468279496968417
ckpt_179,179,0.3728668941979522,0.3916382252559727,0.5257916749651463,0.7103166699860586,0.243179,57,0.2141982864137087,0.34219377137849144
ckpt_180,180,0.37457337883959047,0.40273037542662116,0.5236008763194583,0.7098187612029476,0.237692,57,0.21909424724602203,0.34505207514233827
ckpt_181,181,0.3796928327645051,0.39761092150170646,0.522903804023103,0.7118103963353913,0.257152,57,0.20685434516523868,0.3341029944249147
ckpt_182,182,0.3660409556313993,0.4035836177474403,0.523401712806214,0.7117108145787692,0.243924,57,0.20807833537331702,0.34009787448850687
ckpt_183,183,0.371160409556314,0.4035836177474403,0.5266879107747461,0.711611232822147,0.25424,57,0.20930232558139536,0.3330024483870956
ckpt_184,184,0.38139931740614336,0.4061433447098976,0.5235012945628361,0.714299940250946,0.241562,57,0.211750305997552,0.3346153677659117
ckpt_185,185,0.3779863481228669,0.4061433447098976,0.5245966938856802,0.7117108145787692,0.247858,57,0.2141982864137087,0.3369041035764329
ckpt_186,186,0.371160409556314,0.40017064846416384,0.5247958573989245,0.7129057956582354,0.247434,57,0.20563035495716034,0.3316042398762381
ckpt_187,187,0.3728668941979522,0.39505119453924914,0.5249950209121689,0.7108145787691695,0.251393,57,0.21664626682986537,0.34191069051178713
ckpt_188,188,0.3720136518771331,0.40187713310580203,0.5212109141605258,0.7103166699860586,0.245733,57,0.21542227662178703,0.3396408468061009
ckpt_189,189,0.36689419795221845,0.40102389078498296,0.5222067317267477,0.7085241983668592,0.243031,57,0.20685434516523868,0.3299694015166161
ckpt_190,190,0.36945392491467577,0.40187713310580203,0.5239992033459471,0.708424616610237,0.239664,57,0.21297429620563035,0.3401699318663034
ckpt_191,191,0.35665529010238906,0.38822525597269625,0.5199163513244374,0.708424616610237,0.251553,57,0.2215422276621787,0.3397331737532465
ckpt_192,192,0.36860068259385664,0.3993174061433447,0.5252937661820355,0.7113124875522804,0.246869,57,0.2141982864137087,0.33273810984296937
ckpt_193,193,0.3728668941979522,0.3993174061433447,0.5209121688906593,0.7080262895837482,0.250092,57,0.20195838433292534,0.333848240800231
ckpt_194,194,0.37372013651877134,0.39761092150170646,0.5237004580760805,0.712109141605258,0.24324,57,0.21909424724602203,0.3407040224038749
ckpt_195,195,0.3720136518771331,0.3993174061433447,0.5233021310495917,0.710017924716192,0.249278,57,0.22031823745410037,0.3453400513603122
ckpt_196,196,0.37542662116040953,0.39419795221843,0.5241983668591914,0.7117108145787692,0.260959,57,0.20930232558139536,0.3371724269943154
ckpt_197,197,0.3779863481228669,0.40102389078498296,0.5253933479386577,0.7148974307906791,0.255608,57,0.21664626682986537,0.3390096115878027
