frame,corpus,next_word,count
started to,alpaca,set,4
began to,alpaca,walk,3
decided to,alpaca,use,7
began to,alpaca,explore,12
began to,alpaca,feel,5
decided to,alpaca,try,4
wanted to,alpaca,get,7
decided to,alpaca,join,8
began to,alpaca,take,3
decided to,alpaca,move,4
want to,alpaca,apologize,3
want to,alpaca,add,4
wants to,alpaca,be,5
want to,alpaca,say,3
decided to,alpaca,open,3
wanted to,alpaca,stay,5
he wanted to,alpaca,stay,4
want to,alpaca,take,5
decided to,alpaca,pursue,3
wanted to,alpaca,use,4
wanted to,alpaca,travel,3
want to,alpaca,see,4
wanted to,alpaca,discuss,3
want to,alpaca,include,4
he wanted to,alpaca,go,5
want to,alpaca,play,5
he wanted to,alpaca,take,6
want to,alpaca,learn,10
decided to,alpaca,enter,3
wanted to,alpaca,let,4
began to,alpaca,climb,3
wanted to,alpaca,tell,3
want to,alpaca,create,3
want to,alpaca,know,3
wanted to,alpaca,know,3
want to,alpaca,succeed,4
want to,alpaca,use,3
began to,alpaca,notice,5
decided to,alpaca,keep,3
want to,alpaca,try,3
decided to,alpaca,start,5
want to,alpaca,assure,3
want to,alpaca,work,4
decided to,alpaca,plan,3
want to,ultrachat,explore,4754
want to,ultrachat,check,8898
want to,ultrachat,review,212
want to,ultrachat,communicate,764
want to,ultrachat,preserve,227
want to,ultrachat,consider,15613
want to,ultrachat,make,10885
want to,ultrachat,try,8686
want to,ultrachat,learn,6109
want to,ultrachat,be,9520
want to,ultrachat,prioritize,574
prepared to,ultrachat,take,539
want to,ultrachat,buy,984
want to,ultrachat,volunteer,101
want to,ultrachat,gain,409
want to,ultrachat,acquire,94
started to,ultrachat,become,815
want to,ultrachat,ask,745
want to,ultrachat,hear,1060
want to,ultrachat,join,407
want to,ultrachat,build,1191
want to,ultrachat,collect,243
prepared to,ultrachat,address,363
want to,ultrachat,share,2738
want to,ultrachat,measure,253
want to,ultrachat,feel,1145
want to,ultrachat,play,1117
started to,ultrachat,emerge,200
want to,ultrachat,achieve,11856
want to,ultrachat,p,13
began to,ultrachat,experiment,1965
want to,ultrachat,study,461
want to,ultrachat,start,2866
decided to,ultrachat,invest,113
want to,ultrachat,speak,340
want to,ultrachat,choose,2539
want to,ultrachat,add,6667
want to,ultrachat,focus,2032
want to,ultrachat,connect,1070
began to,ultrachat,create,359
want to,ultrachat,create,7095
want to,ultrachat,cut,244
want to,ultrachat,work,2960
want to,ultrachat,switch,386
want to,ultrachat,upgrade,132
want to,ultrachat,keep,3209
want to,ultrachat,consult,980
want to,ultrachat,present,274
began to,ultrachat,eat,74
began to,ultrachat,sell,53
began to,ultrachat,gain,1247
began to,ultrachat,take,3938
began to,ultrachat,see,7787
started to,ultrachat,work,510
started to,ultrachat,improve,260
want to,ultrachat,reconsider,39
want to,ultrachat,use,10372
want to,ultrachat,improve,2671
want to,ultrachat,look,2171
want to,ultrachat,wear,540
want to,ultrachat,leave,1179
want to,ultrachat,spend,1882
want to,ultrachat,call,137
want to,ultrachat,accomplish,1328
want to,ultrachat,read,1327
want to,ultrachat,convey,3314
want to,ultrachat,experiment,736
want to,ultrachat,compare,422
started to,ultrachat,incorporate,680
want to,ultrachat,relax,357
want to,ultrachat,know,2473
want to,ultrachat,avoid,2459
started to,ultrachat,increase,57
want to,ultrachat,enjoy,1284
want to,ultrachat,light,26
want to,ultrachat,set,889
want to,ultrachat,stay,1536
started to,ultrachat,play,236
prepared to,ultrachat,provide,544
want to,ultrachat,attend,944
want to,ultrachat,damage,59
want to,ultrachat,research,702
wants to,ultrachat,experiment,17
want to,ultrachat,seek,334
wants to,ultrachat,become,237
want to,ultrachat,say,1770
want to,ultrachat,quit,205
want to,ultrachat,live,1164
want to,ultrachat,test,935
want to,ultrachat,minimize,224
prepared to,ultrachat,make,633
prepared to,ultrachat,the,44
want to,ultrachat,include,3199
began to,ultrachat,prefer,17
want to,ultrachat,break,259
want to,ultrachat,show,893
want to,ultrachat,target,1085
started to,ultrachat,consider,55
wants to,ultrachat,create,365
began to,ultrachat,drive,13
started to,ultrachat,change,819
want to,ultrachat,edit,340
wanted to,ultrachat,convey,169
want to,ultrachat,tell,794
want to,ultrachat,capture,832
want to,ultrachat,listen,412
want to,ultrachat,have,2154
wants to,ultrachat,develop,107
prepared to,ultrachat,handle,1272
want to,ultrachat,unwind,78
prepared to,ultrachat,wait,404
want to,ultrachat,think,121
started to,ultrachat,focus,579
wanted to,ultrachat,see,1052
want to,ultrachat,dim,12
want to,ultrachat,watch,735
want to,ultrachat,consume,196
started to,ultrachat,impact,104
started to,ultrachat,offer,444
want to,ultrachat,believe,295
wants to,ultrachat,accomplish,32
want to,ultrachat,let,817
want to,ultrachat,ensure,2484
want to,ultrachat,give,1588
want to,ultrachat,stick,178
decided to,ultrachat,study,87
want to,ultrachat,invest,1116
wants to,ultrachat,reach,61
prepared to,ultrachat,adjust,780
prepared to,ultrachat,weather,31
want to,ultrachat,document,29
want to,ultrachat,return,215
want to,ultrachat,end,284
decided to,ultrachat,get,204
want to,ultrachat,dig,24
prepared to,ultrachat,work,365
want to,ultrachat,catch,241
started to,ultrachat,cover,23
began to,ultrachat,shift,1470
want to,ultrachat,visit,2859
want to,ultrachat,take,3775
wanted to,ultrachat,visit,362
want to,ultrachat,upset,69
want to,ultrachat,address,628
prepared to,ultrachat,discuss,428
want to,ultrachat,practice,523
want to,ultrachat,travel,435
want to,ultrachat,see,7376
want to,ultrachat,earn,177
want to,ultrachat,meet,380
began to,ultrachat,attract,320
want to,ultrachat,continue,912
want to,ultrachat,engage,827
want to,ultrachat,maintain,861
want to,ultrachat,reveal,83
prepared to,ultrachat,respect,7
want to,ultrachat,completely,44
decided to,ultrachat,pursue,668
want to,ultrachat,on,3
want to,ultrachat,do,4070
want to,ultrachat,plan,362
want to,ultrachat,miss,1623
want to,ultrachat,produce,187
want to,ultrachat,pursue,1116
want to,ultrachat,develop,869
want to,ultrachat,lose,1367
want to,ultrachat,embody,28
want to,ultrachat,follow,439
prepared to,ultrachat,navigate,200
wants to,ultrachat,learn,605
want to,ultrachat,evoke,286
want to,ultrachat,get,2948
wanted to,ultrachat,showcase,102
want to,ultrachat,find,1651
want to,ultrachat,talk,2418
want to,ultrachat,cope,5
want to,ultrachat,save,1705
want to,ultrachat,discuss,673
decided to,ultrachat,join,438
decided to,ultrachat,rent,56
want to,ultrachat,rebalance,3
want to,ultrachat,go,2529
wants to,ultrachat,experience,217
prepared to,ultrachat,answer,530
want to,ultrachat,change,875
decided to,ultrachat,make,863
want to,ultrachat,adjust,734
want to,ultrachat,speed,59
began to,ultrachat,add,47
wanted to,ultrachat,challenge,132
wanted to,ultrachat,create,1836
he wanted to,ultrachat,challenge,26
he wanted to,ultrachat,create,419
began to,ultrachat,develop,1521
prepared to,ultrachat,ensure,46
wants to,ultrachat,follow,28
want to,ultrachat,clean,306
prepared to,ultrachat,participate,45
want to,ultrachat,immerse,181
started to,ultrachat,adopt,288
moved to,ultrachat,a,1242
began to,ultrachat,question,2167
decided to,ultrachat,escalate,4
prepared to,ultrachat,adapt,773
want to,ultrachat,express,1089
started to,ultrachat,introduce,73
want to,ultrachat,assist,24
want to,ultrachat,journal,25
began to,ultrachat,soak,4
want to,ultrachat,help,1801
prepared to,ultrachat,pivot,146
wants to,ultrachat,have,151
wanted to,ultrachat,send,76
began to,ultrachat,emerge,1128
wants to,ultrachat,provide,106
want to,ultrachat,download,319
wants to,ultrachat,reduce,137
want to,ultrachat,familiarize,8
prepared to,ultrachat,see,15
prepared to,ultrachat,support,41
want to,ultrachat,emphasize,603
want to,ultrachat,fold,15
prepared to,ultrachat,share,126
wants to,ultrachat,argue,3
began to,ultrachat,incorporate,1276
wanted to,ultrachat,replace,10
chose to,ultrachat,celebrate,6
chose to,ultrachat,do,94
prepared to,ultrachat,follow,78
want to,ultrachat,showcase,561
chose to,ultrachat,write,48
want to,ultrachat,indulge,237
wanted to,ultrachat,disrupt,6
want to,ultrachat,move,451
want to,ultrachat,wake,74
want to,ultrachat,form,32
prepared to,ultrachat,walk,612
want to,ultrachat,cover,627
want to,ultrachat,sound,43
started to,ultrachat,make,1295
want to,ultrachat,reduce,1278
want to,ultrachat,increase,1158
want to,ultrachat,maximize,259
wanted to,ultrachat,raise,51
want to,ultrachat,grow,1084
prepared to,ultrachat,engage,79
wants to,ultrachat,be,834
want to,ultrachat,opt,221
prepared to,ultrachat,experiment,36
want to,ultrachat,contact,632
want to,ultrachat,remember,372
want to,ultrachat,tailor,37
want to,ultrachat,modify,435
want to,ultrachat,arrive,63
prepared to,ultrachat,face,802
started to,ultrachat,implement,273
prepared to,ultrachat,fight,211
began to,ultrachat,be,871
moved to,ultrachat,ban,7
want to,ultrachat,deepen,152
began to,ultrachat,use,1636
want to,ultrachat,appeal,67
want to,ultrachat,negotiate,72
began to,ultrachat,view,352
chose to,ultrachat,wear,26
wants to,ultrachat,achieve,452
want to,ultrachat,receive,1039
want to,ultrachat,fuss,7
want to,ultrachat,release,66
want to,ultrachat,remind,663
want to,ultrachat,forgive,115
want to,ultrachat,challenge,214
want to,ultrachat,cultivate,199
want to,ultrachat,perform,512
want to,ultrachat,approach,278
want to,ultrachat,protect,578
started to,ultrachat,produce,81
want to,ultrachat,revisit,74
moved to,ultrachat,virtual,58
want to,ultrachat,criticize,3
want to,ultrachat,experience,3035
want to,ultrachat,better,52
want to,ultrachat,bring,1175
want to,ultrachat,advance,111
moved to,ultrachat,the,1941
wanted to,ultrachat,dance,14
began to,ultrachat,play,520
began to,ultrachat,target,72
want to,ultrachat,hold,416
wants to,ultrachat,start,355
want to,ultrachat,establish,276
prepared to,ultrachat,respond,765
prepared to,ultrachat,change,79
want to,ultrachat,put,455
wants to,ultrachat,improve,503
wanted to,ultrachat,try,506
prepared to,ultrachat,present,56
began to,ultrachat,explore,2397
began to,ultrachat,expand,292
want to,ultrachat,skip,136
began to,ultrachat,keep,42
prepared to,ultrachat,be,232
want to,ultrachat,engrave,8
wanted to,ultrachat,chat,46
wanted to,ultrachat,bring,266
want to,ultrachat,incorporate,958
want to,ultrachat,interact,140
wants to,ultrachat,help,256
started to,ultrachat,question,610
decided to,ultrachat,withdraw,34
want to,ultrachat,deal,196
want to,ultrachat,commit,108
wants to,ultrachat,make,674
want to,ultrachat,succeed,235
want to,ultrachat,manage,270
want to,ultrachat,participate,677
decided to,ultrachat,speak,155
want to,ultrachat,elect,3
want to,ultrachat,benefit,33
want to,ultrachat,sit,155
want to,ultrachat,support,1506
want to,ultrachat,track,1498
want to,ultrachat,appear,167
wants to,ultrachat,deepen,22
want to,ultrachat,lower,47
want to,ultrachat,withdraw,17
want to,ultrachat,provide,957
want to,ultrachat,inherit,10
prepared to,ultrachat,embark,32
wants to,ultrachat,hire,26
wants to,ultrachat,explore,209
wants to,ultrachat,pay,22
want to,ultrachat,access,404
began to,ultrachat,assert,159
decided to,ultrachat,break,115
began to,ultrachat,focus,1021
started to,ultrachat,create,228
started to,ultrachat,be,160
decided to,ultrachat,leave,613
want to,ultrachat,search,1002
want to,ultrachat,push,220
want to,ultrachat,message,15
want to,ultrachat,limit,282
want to,ultrachat,balance,166
want to,ultrachat,extend,197
want to,ultrachat,purchase,725
want to,ultrachat,date,32
started to,ultrachat,recognize,352
started to,ultrachat,spread,203
started to,ultrachat,build,341
began to,ultrachat,engage,133
prepared to,ultrachat,deal,307
prepared to,ultrachat,keep,18
want to,ultrachat,order,238
prepared to,ultrachat,demonstrate,60
want to,ultrachat,sell,344
want to,ultrachat,reach,1415
want to,ultrachat,monitor,599
want to,ultrachat,remove,716
want to,ultrachat,evaluate,128
want to,ultrachat,recognize,93
want to,ultrachat,mix,176
wants to,ultrachat,work,153
want to,ultrachat,train,70
started to,ultrachat,invest,217
wants to,ultrachat,hear,256
want to,ultrachat,request,47
want to,ultrachat,come,554
began to,ultrachat,move,763
began to,ultrachat,depict,75
want to,ultrachat,swim,35
prepared to,ultrachat,negotiate,413
want to,ultrachat,soak,68
want to,ultrachat,place,537
want to,ultrachat,fall,68
want to,ultrachat,win,129
prepared to,ultrachat,stand,61
want to,ultrachat,hit,93
began to,ultrachat,experience,930
want to,ultrachat,print,166
began to,ultrachat,suffer,602
wants to,ultrachat,tell,33
started to,ultrachat,wards,8
prepared to,ultrachat,protect,61
began to,ultrachat,challenge,379
want to,ultrachat,blend,112
want to,ultrachat,pause,24
want to,ultrachat,reapply,5
wants to,ultrachat,build,157
wants to,ultrachat,exercise,38
wants to,ultrachat,ensure,195
wanted to,ultrachat,change,162
want to,ultrachat,trade,48
decided to,ultrachat,hold,113
wanted to,ultrachat,make,2210
want to,ultrachat,collaborate,240
want to,ultrachat,network,73
want to,ultrachat,write,591
want to,ultrachat,record,78
prepared to,ultrachat,perform,73
wants to,ultrachat,go,215
want to,ultrachat,stand,254
want to,ultrachat,personalize,48
prepared to,ultrachat,offer,162
wants to,ultrachat,track,63
want to,ultrachat,carry,179
want to,ultrachat,store,815
want to,ultrachat,filter,444
want to,ultrachat,investigate,96
want to,ultrachat,fly,72
began to,ultrachat,fund,4
wanted to,ultrachat,end,65
wants to,ultrachat,get,266
wants to,ultrachat,feel,83
want to,ultrachat,portray,124
want to,ultrachat,pay,367
want to,ultrachat,simplify,67
wants to,ultrachat,customize,8
prepared to,ultrachat,clean,9
want to,ultrachat,exercise,171
prepared to,ultrachat,sweat,4
want to,ultrachat,begin,84
began to,ultrachat,deteriorate,218
want to,ultrachat,automate,152
want to,ultrachat,control,276
wanted to,ultrachat,do,1866
wants to,ultrachat,succeed,82
want to,ultrachat,enforce,22
wants to,ultrachat,project,12
decided to,ultrachat,abolish,7
began to,ultrachat,shrink,80
prepared to,ultrachat,have,73
want to,ultrachat,clarify,87
want to,ultrachat,ride,79
want to,ultrachat,transition,158
want to,ultrachat,refuel,8
wants to,ultrachat,play,163
want to,ultrachat,solve,262
want to,ultrachat,handle,222
want to,ultrachat,file,34
want to,ultrachat,stuff,9
want to,ultrachat,highlight,557
want to,ultrachat,abandon,49
want to,ultrachat,attract,753
prepared to,ultrachat,mitigate,27
began to,ultrachat,integrate,67
want to,ultrachat,impress,80
prepared to,ultrachat,assert,5
began to,ultrachat,hear,396
began to,ultrachat,loosen,60
decided to,ultrachat,launch,147
wanted to,ultrachat,promote,83
began to,ultrachat,struggle,154
started to,ultrachat,go,217
want to,ultrachat,instill,42
want to,ultrachat,implement,465
want to,ultrachat,subscribe,49
wanted to,ultrachat,spread,42
want to,ultrachat,post,200
want to,ultrachat,send,545
began to,ultrachat,enter,92
began to,ultrachat,participate,104
wants to,ultrachat,practice,59
want to,ultrachat,proceed,56
wants to,ultrachat,leave,72
wants to,ultrachat,join,57
moved to,ultrachat,online,43
want to,ultrachat,hike,140
want to,ultrachat,mute,9
prepared to,ultrachat,accept,55
wanted to,ultrachat,destroy,83
moved to,ultrachat,adjust,17
began to,ultrachat,promote,59
wants to,ultrachat,take,340
want to,ultrachat,dilute,19
want to,ultrachat,understand,370
prepared to,ultrachat,compromise,211
want to,ultrachat,install,618
want to,ultrachat,contest,4
prepared to,ultrachat,drop,3
want to,ultrachat,cherish,14
want to,ultrachat,tip,8
want to,ultrachat,treat,79
decided to,ultrachat,use,1434
chose to,ultrachat,incorporate,21
want to,ultrachat,apply,890
want to,ultrachat,intern,3
wanted to,ultrachat,ensure,265
want to,ultrachat,reuse,31
want to,ultrachat,aim,101
want to,ultrachat,charge,95
want to,ultrachat,promote,614
began to,ultrachat,advocate,139
want to,ultrachat,dance,261
started to,ultrachat,use,922
started to,ultrachat,gain,522
decided to,ultrachat,end,157
want to,ultrachat,complete,204
prepared to,ultrachat,stop,47
began to,ultrachat,reverse,3
want to,ultrachat,tone,51
wants to,ultrachat,share,128
want to,ultrachat,hire,199
began to,ultrachat,make,1298
began to,ultrachat,shape,69
prepared to,ultrachat,haggle,84
want to,ultrachat,subject,6
began to,ultrachat,accept,387
want to,ultrachat,structure,39
want to,ultrachat,educate,49
want to,ultrachat,optimize,258
want to,ultrachat,transfer,218
wanted to,ultrachat,attend,79
prepared to,ultrachat,commit,50
want to,ultrachat,embrace,72
wants to,ultrachat,increase,136
wants to,ultrachat,try,190
wanted to,ultrachat,clean,4
wanted to,ultrachat,incorporate,82
decided to,ultrachat,delay,14
want to,ultrachat,prepare,205
started to,ultrachat,reopen,23
started to,ultrachat,travel,38
moved to,ultrachat,an,34
want to,ultrachat,encourage,463
began to,ultrachat,lose,727
moved to,ultrachat,any,3
prepared to,ultrachat,effectively,10
want to,ultrachat,rely,104
want to,ultrachat,turn,263
started to,ultrachat,revolutionize,41
want to,ultrachat,describe,32
prepared to,ultrachat,talk,148
want to,ultrachat,elevate,52
want to,ultrachat,act,27
wanted to,ultrachat,explore,545
began to,ultrachat,tackle,43
wants to,ultrachat,see,411
began to,ultrachat,travel,121
started to,ultrachat,showcase,11
wants to,ultrachat,switch,26
want to,ultrachat,secure,168
started to,ultrachat,cater,20
want to,ultrachat,stop,189
want to,ultrachat,survive,99
want to,ultrachat,adopt,331
began to,ultrachat,recognize,529
want to,ultrachat,care,24
want to,ultrachat,eat,537
want to,ultrachat,escape,181
want to,ultrachat,camp,34
want to,ultrachat,resist,5
want to,ultrachat,offer,916
want to,ultrachat,acknowledge,158
want to,ultrachat,cleanse,8
decided to,ultrachat,adopt,138
want to,ultrachat,condition,9
began to,ultrachat,capitalize,5
want to,ultrachat,host,107
prepared to,ultrachat,queue,7
want to,ultrachat,scare,80
wants to,ultrachat,keep,289
wants to,ultrachat,buy,90
want to,ultrachat,relocate,10
wants to,ultrachat,demonstrate,4
want to,ultrachat,smoke,53
want to,ultrachat,infuse,15
wanted to,ultrachat,go,748
decided to,ultrachat,go,1856
want to,ultrachat,touch,45
decided to,ultrachat,take,6754
want to,ultrachat,chat,68
prepared to,ultrachat,explain,194
moved to,ultrachat,wards,616
want to,ultrachat,size,15
want to,ultrachat,pray,9
started to,ultrachat,address,56
prepared to,ultrachat,counter,16
began to,ultrachat,decline,665
want to,ultrachat,lessen,5
began to,ultrachat,offer,145
want to,ultrachat,exhaust,3
began to,ultrachat,seek,470
want to,ultrachat,browse,82
want to,ultrachat,allocate,183
wants to,ultrachat,add,139
started to,ultrachat,embrace,398
began to,ultrachat,organize,324
began to,ultrachat,demand,354
want to,ultrachat,open,236
want to,ultrachat,excel,65
wanted to,ultrachat,buy,53
wanted to,ultrachat,sell,34
want to,ultrachat,exchange,22
started to,ultrachat,decline,123
want to,ultrachat,impose,29
want to,ultrachat,design,70
wants to,ultrachat,perform,41
want to,ultrachat,book,193
prepared to,ultrachat,pay,209
want to,ultrachat,sing,53
want to,ultrachat,root,5
wanted to,ultrachat,break,171
prepared to,ultrachat,devote,16
want to,ultrachat,organize,182
prepared to,ultrachat,modify,37
want to,ultrachat,resolve,31
want to,ultrachat,budget,22
prepared to,ultrachat,identify,25
want to,ultrachat,become,786
want to,ultrachat,devote,41
want to,ultrachat,generate,903
decided to,ultrachat,hang,16
want to,ultrachat,quickly,110
started to,ultrachat,do,122
wants to,ultrachat,support,70
began to,ultrachat,find,850
started to,ultrachat,sleep,9
want to,ultrachat,weigh,23
started to,ultrachat,include,97
want to,ultrachat,emulate,64
want to,ultrachat,enhance,353
started to,ultrachat,host,8
wants to,ultrachat,know,175
want to,ultrachat,cosplay,14
prepared to,ultrachat,act,107
want to,ultrachat,guide,9
want to,ultrachat,photograph,61
want to,ultrachat,wait,154
wanted to,ultrachat,talk,892
wanted to,ultrachat,let,375
want to,ultrachat,close,51
want to,ultrachat,contribute,304
wants to,ultrachat,appeal,19
started to,ultrachat,look,394
began to,ultrachat,establish,187
wants to,ultrachat,eat,71
prepared to,ultrachat,improvise,27
wanted to,ultrachat,learn,538
want to,ultrachat,effectively,31
want to,ultrachat,mention,69
want to,ultrachat,sweeten,23
started to,ultrachat,let,177
started to,ultrachat,soften,35
want to,ultrachat,disclose,56
began to,ultrachat,conspire,8
wanted to,ultrachat,question,5
want to,ultrachat,answer,211
wanted to,ultrachat,maintain,215
want to,ultrachat,allow,465
wants to,ultrachat,focus,103
want to,ultrachat,distract,16
want to,ultrachat,dominate,9
moved to,ultrachat,texas,20
started to,ultrachat,shift,386
want to,ultrachat,drink,116
prepared to,ultrachat,show,38
want to,ultrachat,innovate,4
wants to,ultrachat,scale,3
want to,ultrachat,further,106
prepared to,ultrachat,listen,155
started to,ultrachat,sing,62
wanted to,ultrachat,show,306
wanted to,ultrachat,use,1163
started to,ultrachat,approach,124
wants to,ultrachat,convey,324
want to,ultrachat,deliver,104
started to,ultrachat,upgrade,4
prepared to,ultrachat,pass,14
chose to,ultrachat,study,22
want to,ultrachat,overwhelm,99
wants to,ultrachat,stay,273
wants to,ultrachat,receive,46
wants to,ultrachat,drink,13
prepared to,ultrachat,showcase,38
decided to,ultrachat,collect,8
began to,ultrachat,form,587
began to,ultrachat,enact,11
began to,ultrachat,step,12
want to,ultrachat,first,9
want to,ultrachat,disturb,50
want to,ultrachat,tackle,99
began to,ultrachat,appreciate,1117
prepared to,ultrachat,become,13
wants to,ultrachat,manage,16
wants to,ultrachat,predict,16
started to,ultrachat,think,390
prepared to,ultrachat,lose,15
want to,ultrachat,paint,292
want to,ultrachat,regain,12
started to,ultrachat,reduce,20
prepared to,ultrachat,endure,10
want to,ultrachat,hurt,501
started to,ultrachat,utilize,20
started to,ultrachat,feature,39
want to,ultrachat,lead,147
want to,ultrachat,retire,54
moved to,ultrachat,make,57
decided to,ultrachat,put,274
want to,ultrachat,undergo,29
want to,ultrachat,demonstrate,101
prepared to,ultrachat,speak,43
began to,ultrachat,implement,179
want to,ultrachat,vote,24
wanted to,ultrachat,demonstrate,26
started to,ultrachat,prioritize,369
want to,ultrachat,fully,87
want to,ultrachat,assure,489
began to,ultrachat,build,592
decided to,ultrachat,travel,194
decided to,ultrachat,stay,441
moved to,ultrachat,urban,55
began to,ultrachat,trade,36
began to,ultrachat,prioritize,299
want to,ultrachat,dress,175
began to,ultrachat,place,65
want to,ultrachat,define,77
want to,ultrachat,fill,78
want to,ultrachat,overpower,76
want to,ultrachat,progress,44
want to,ultrachat,deposit,3
want to,ultrachat,raise,259
wants to,ultrachat,expand,60
moved to,ultrachat,improve,10
began to,ultrachat,embrace,726
began to,ultrachat,break,272
want to,ultrachat,branch,5
decided to,ultrachat,start,944
decided to,ultrachat,switch,131
wanted to,ultrachat,reduce,47
wants to,ultrachat,show,57
wants to,ultrachat,continue,115
want to,ultrachat,exit,24
want to,ultrachat,waste,193
want to,ultrachat,pair,99
began to,ultrachat,grow,971
started to,ultrachat,respond,32
want to,ultrachat,hang,226
want to,ultrachat,sign,96
want to,ultrachat,confront,62
wants to,ultrachat,launch,37
wants to,ultrachat,move,85
want to,ultrachat,enter,215
want to,ultrachat,relieve,5
want to,ultrachat,compete,94
prepared to,ultrachat,give,109
prepared to,ultrachat,manage,186
started to,ultrachat,influence,35
want to,ultrachat,witness,135
wants to,ultrachat,consume,13
began to,ultrachat,mine,3
wants to,ultrachat,review,5
chose to,ultrachat,engage,12
chose to,ultrachat,follow,49
wants to,ultrachat,release,5
wants to,ultrachat,convert,10
want to,ultrachat,respect,18
want to,ultrachat,renew,13
started to,ultrachat,take,1810
want to,ultrachat,comment,34
want to,ultrachat,report,81
started to,ultrachat,enhance,3
want to,ultrachat,leverage,57
wanted to,ultrachat,be,3440
wanted to,ultrachat,find,412
he wanted to,ultrachat,find,176
wants to,ultrachat,break,68
began to,ultrachat,fight,156
wants to,ultrachat,incorporate,62
wants to,ultrachat,cultivate,17
started to,ultrachat,experiment,630
want to,ultrachat,draw,244
wanted to,ultrachat,install,7
wanted to,ultrachat,rebuild,11
wanted to,ultrachat,have,325
began to,ultrachat,resemble,15
want to,ultrachat,relive,40
she wanted to,ultrachat,challenge,15
began to,ultrachat,show,376
want to,ultrachat,reply,11
want to,ultrachat,introduce,124
started to,ultrachat,roll,31
want to,ultrachat,elaborate,3
began to,ultrachat,work,1118
began to,ultrachat,change,1728
began to,ultrachat,support,82
want to,ultrachat,run,519
want to,ultrachat,convert,454
want to,ultrachat,specialize,228
want to,ultrachat,identify,149
want to,ultrachat,visualize,117
want to,ultrachat,pack,161
prepared to,ultrachat,introduce,61
started to,ultrachat,research,133
chose to,ultrachat,use,428
started to,ultrachat,provide,74
wants to,ultrachat,address,37
wanted to,ultrachat,switch,11
wants to,ultrachat,escape,37
want to,ultrachat,count,178
wants to,ultrachat,excel,16
want to,ultrachat,harm,109
began to,ultrachat,open,973
want to,ultrachat,recede,3
prepared to,ultrachat,invest,169
want to,ultrachat,tap,29
want to,ultrachat,pick,99
prepared to,ultrachat,return,118
want to,ultrachat,attempt,13
wanted to,ultrachat,start,270
want to,ultrachat,display,1029
prepared to,ultrachat,deliver,53
want to,ultrachat,uphold,24
want to,ultrachat,confirm,48
decided to,ultrachat,sell,102
chose to,ultrachat,remain,112
chose to,ultrachat,raise,5
chose to,ultrachat,go,73
wants to,ultrachat,talk,119
want to,ultrachat,drive,225
want to,ultrachat,accidentally,54
wanted to,ultrachat,avoid,144
prepared to,ultrachat,use,138
want to,ultrachat,outsource,10
want to,ultrachat,attach,176
began to,ultrachat,understand,3043
wants to,ultrachat,store,5
want to,ultrachat,accessorize,7
started to,ultrachat,diversify,58
want to,ultrachat,rush,72
want to,ultrachat,manifest,99
started to,ultrachat,explore,818
wants to,ultrachat,determine,28
want to,ultrachat,settle,34
want to,ultrachat,update,353
want to,ultrachat,gradually,20
wanted to,ultrachat,take,3687
want to,ultrachat,serve,232
started to,ultrachat,serve,3
began to,ultrachat,include,96
wanted to,ultrachat,uching,54
want to,ultrachat,thrive,31
want to,ultrachat,augment,3
prepared to,ultrachat,highlight,8
prepared to,ultrachat,ask,121
prepared to,ultrachat,learn,100
prepared to,ultrachat,receive,40
