word,pos,pos_name,prob_mean,prob_std,n_families
Cannes,1,SFT,5.2000000000000004e-05,4.24264068711929e-06,2
Cannes,2,ALIGNED,6.133333333333332e-05,7.823895023153962e-05,3
Capitaine,0,BASE,0.000393,,1
Capitaine,2,ALIGNED,0.0,,1
Carcassonne,0,BASE,0.000301,0.000342239682094289,2
Carcassonne,1,SFT,0.0001475,0.00013788582233137674,2
Carcassonne,2,ALIGNED,7.999999999999999e-05,8.061017305526642e-05,2
Chamonix,0,BASE,0.000283,,1
Chamonix,2,ALIGNED,0.000163,,1
Charles,0,BASE,0.000306,,1
Charles,2,ALIGNED,6e-06,,1
Chateau,0,BASE,0.00038,,1
Chateau,1,SFT,7.1e-05,,1
Chateau,2,ALIGNED,5e-06,,1
Châlons,0,BASE,0.001339,,1
Châlons,2,ALIGNED,4.3e-05,,1
Château,0,BASE,0.001339,,1
Château,2,ALIGNED,4.3e-05,,1
City,0,BASE,0.0004216,0.0003426547825435974,5
City,1,SFT,0.001655,0.002291025971044414,2
City,2,ALIGNED,0.0010096,0.0015932244976775871,5
Cité,0,BASE,0.00044750000000000004,0.0005607356774809323,2
Cité,1,SFT,0.000174,,1
Cité,2,ALIGNED,0.00043000000000000004,0.00047234732983261377,2
Copenhague,0,BASE,8.7e-05,,1
Copenhague,1,SFT,6.5e-05,,1
Copenhague,2,ALIGNED,2.6e-05,,1
Correct,0,BASE,1e-06,,1
Correct,1,SFT,0.000402,,1
Correct,2,ALIGNED,0.000462,,1
Corsica,0,BASE,7e-06,,1
Corsica,1,SFT,6.3e-05,,1
Corsica,2,ALIGNED,3.2e-05,,1
Deauville,0,BASE,1.4e-05,,1
Deauville,1,SFT,0.000235,,1
Deauville,2,ALIGNED,0.00021,,1
Dijon,0,BASE,0.0005418,0.00042017341657939287,5
Dijon,1,SFT,0.00021666666666666666,0.0002804716266101321,3
Dijon,2,ALIGNED,0.000158,0.00020120511921916897,5
Dunkirk,0,BASE,0.000987,,1
Dunkirk,2,ALIGNED,4e-06,,1
Eiffel,0,BASE,0.00033899999999999995,0.00038652425538379865,3
Eiffel,1,SFT,0.000323,,1
Eiffel,2,ALIGNED,0.00030533333333333335,0.00017100097465609174,3
Elysee,0,BASE,0.00078,,1
Elysee,2,ALIGNED,0.000486,,1
FRANCE,0,BASE,0.000489,,1
FRANCE,2,ALIGNED,1e-06,,1
Florence,0,BASE,1.3e-05,,1
Florence,1,SFT,5.2e-05,,1
Florence,2,ALIGNED,3.4e-05,,1
Founded,0,BASE,0.000315,,1
Founded,1,SFT,4.3e-05,,1
Founded,2,ALIGNED,2e-06,,1
France,0,BASE,0.0035365714285714284,0.0023245191515051636,7
France,1,SFT,0.0015520000000000002,0.00123177798324211,3
France,2,ALIGNED,0.0010058571428571428,0.000930804567488333,7
Frankfort,0,BASE,0.000163,,1
Frankfort,1,SFT,7.1e-05,,1
Frankfort,2,ALIGNED,1.1e-05,,1
Frankfurt,0,BASE,1.7e-05,,1
Frankfurt,1,SFT,3.9e-05,,1
Frankfurt,2,ALIGNED,2.9e-05,,1
Fransa,0,BASE,0.000149,,1
Fransa,1,SFT,2.3e-05,,1
Fransa,2,ALIGNED,5e-06,,1
Frantes,0,BASE,1.2e-05,,1
Frantes,1,SFT,4.5e-05,,1
Frantes,2,ALIGNED,1.9e-05,,1
François,0,BASE,5e-05,,1
François,1,SFT,1.8e-05,,1
François,2,ALIGNED,1e-06,,1
French,0,BASE,0.00044799999999999994,0.0004894721646835497,5
French,1,SFT,0.00028333333333333335,0.00020227291794338987,3
French,2,ALIGNED,0.0001232,0.00013138378895434548,5
Fribourg,0,BASE,0.000308,,1
Fribourg,2,ALIGNED,6.7e-05,,1
Geneva,0,BASE,0.000432,0.0004426488450227787,2
Geneva,1,SFT,4.9e-05,,1
Geneva,2,ALIGNED,0.000355,0.00044406305858515183,2
Genève,0,BASE,0.000148,,1
Genève,1,SFT,2e-06,,1
Genève,2,ALIGNED,1e-06,,1
Grenoble,0,BASE,0.000212,,1
Grenoble,2,ALIGNED,7.3e-05,,1
Hanoi,0,BASE,0.000307,,1
Hanoi,1,SFT,0.000232,,1
Hanoi,2,ALIGNED,0.000142,,1
I,0,BASE,0.00047450000000000004,0.0006187184335382292,2
I,1,SFT,0.000136,0.0001385929291125633,2
I,2,ALIGNED,0.0001635,0.0001774838020778234,2
Jakarta,0,BASE,6e-06,,1
Jakarta,1,SFT,0.000179,,1
Jakarta,2,ALIGNED,0.000187,,1
LONDON,0,BASE,0.000202,,1
LONDON,1,SFT,0.000459,,1
LONDON,2,ALIGNED,0.000137,,1
La,0,BASE,0.0008673333333333333,0.00010954603294201634,3
La,1,SFT,0.0004485,0.0003245620125646253,2
La,2,ALIGNED,0.00018633333333333335,0.00029678499512834764,3
Laon,0,BASE,0.00101,,1
Laon,2,ALIGNED,0.000326,,1
Lausanne,0,BASE,0.0008010000000000001,6.363961030678917e-05,2
Lausanne,1,SFT,0.0002555,5.161879502661798e-05,2
Lausanne,2,ALIGNED,7.549999999999999e-05,9.121677477306462e-05,2
Le,0,BASE,0.000708,0.0004827432029557744,5
Le,1,SFT,0.00018833333333333332,0.0002595579575611839,3
Le,2,ALIGNED,0.00013900000000000002,0.00015883796775330514,5
Les,0,BASE,0.00022833333333333332,4.3500957843860536e-05,3
Les,1,SFT,8.1e-05,,1
Les,2,ALIGNED,5.0333333333333335e-05,8.288747392298389e-05,3
Lilac,0,BASE,3e-06,,1
Lilac,1,SFT,0.000312,,1
Lilac,2,ALIGNED,0.000139,,1
Lille,0,BASE,0.002341666666666667,0.002624389198778768,6
Lille,1,SFT,0.001219,0.0019400991383603744,4
Lille,2,ALIGNED,0.0007056666666666666,0.0012603316494743226,6
Lisbon,0,BASE,2.1e-05,,1
Lisbon,1,SFT,0.000162,,1
Lisbon,2,ALIGNED,0.000117,,1
Located,0,BASE,0.000857,,1
Located,2,ALIGNED,0.000509,,1
London,0,BASE,0.0005578571428571428,0.0006141974244414219,7
London,1,SFT,0.00035875,0.0003195761515924908,4
London,2,ALIGNED,0.0003557142857142857,0.0005226119383397571,7
Louvain,0,BASE,0.000435,,1
Louvain,2,ALIGNED,1.1e-05,,1
Louvaine,0,BASE,0.000435,,1
Louvaine,2,ALIGNED,1.1e-05,,1
Louvre,0,BASE,0.000203,,1
Louvre,1,SFT,6.3e-05,,1
Louvre,2,ALIGNED,5e-06,,1
Luxembourg,0,BASE,0.00039,0.0002697350551930542,3
Luxembourg,1,SFT,0.00017833333333333332,0.00011217991501749916,3
Luxembourg,2,ALIGNED,9e-05,0.00010114840582035883,3
Lyon,0,BASE,0.0028817142857142856,0.00232494091066746,7
Lyon,1,SFT,0.0009667499999999999,0.0012623822387322575,4
Lyon,2,ALIGNED,0.0009722857142857144,0.001335753309845012,7
Lyons,0,BASE,0.000135,,1
Lyons,1,SFT,4e-06,,1
Lyons,2,ALIGNED,3e-06,,1
Madrid,0,BASE,0.00028125000000000003,0.00028407906763200044,4
Madrid,1,SFT,0.00038733333333333333,0.00016725529388731867,3
Madrid,2,ALIGNED,0.00024875,7.177917525299382e-05,4
Marseille,0,BASE,0.0020724,0.0013890488832290963,5
Marseille,1,SFT,0.000647,0.00038172372208182195,3
Marseille,2,ALIGNED,0.0004038,0.00030497327751788356,5
Marseilles,0,BASE,0.000898,,1
Marseilles,2,ALIGNED,0.000367,,1
Metz,0,BASE,0.000501,,1
Metz,1,SFT,5e-05,,1
Metz,2,ALIGNED,1.9e-05,,1
Mexico,0,BASE,6e-06,,1
Mexico,1,SFT,4.5e-05,,1
Mexico,2,ALIGNED,1.7e-05,,1
Monaco,0,BASE,0.00022899999999999998,9.475230867899736e-05,2
Monaco,1,SFT,0.000334,,1
Monaco,2,ALIGNED,0.0001205,0.00016899852070358486,2
Mons,0,BASE,0.000323,,1
Mons,2,ALIGNED,1.3e-05,,1
Montmartre,0,BASE,0.000584,,1
Montmartre,2,ALIGNED,0.000361,,1
Montpellier,0,BASE,0.0007938333333333333,0.0007013094656901949,6
Montpellier,1,SFT,0.00096925,0.001085451480567725,4
Montpellier,2,ALIGNED,0.0005918333333333334,0.0008421485419251564,6
Montréal,0,BASE,0.000424,,1
Montréal,1,SFT,1.3e-05,,1
Montréal,2,ALIGNED,4e-06,,1
NOT,0,BASE,0.0007264999999999999,0.0006061845153636529,4
NOT,1,SFT,0.000294,,1
NOT,2,ALIGNED,0.000256,0.00017353577921185782,4
Nancy,0,BASE,0.0007689999999999999,0.0006561950929411161,2
Nancy,1,SFT,0.000377,0.0004327493500861671,2
Nancy,2,ALIGNED,0.00023349999999999998,0.0003245620125646253,2
Nanterre,0,BASE,0.000194,,1
Nanterre,1,SFT,9e-06,,1
Nanterre,2,ALIGNED,5e-06,,1
Nantes,0,BASE,0.0011654,0.0006956139734076651,5
Nantes,1,SFT,0.0002743333333333333,0.00034447834958576616,3
Nantes,2,ALIGNED,0.00014240000000000002,0.0002191490360462487,5
National,0,BASE,0.000187,,1
National,1,SFT,0.0,,1
National,2,ALIGNED,0.0,,1
New,0,BASE,0.000453,0.0003544869532154886,3
New,1,SFT,0.000475,,1
New,2,ALIGNED,0.0004026666666666667,0.000607603763429205,3
Nice,0,BASE,0.0016297142857142858,0.0023816125289591586,7
Nice,1,SFT,0.00033866666666666664,0.0002790310615923133,3
Nice,2,ALIGNED,0.0009868571428571428,0.002261180328100896,7
No,0,BASE,9.9e-05,,1
No,1,SFT,7e-06,,1
No,2,ALIGNED,2.3e-05,,1
Normandy,0,BASE,0.000335,,1
Normandy,1,SFT,3.4e-05,,1
Normandy,2,ALIGNED,6e-06,,1
Not,0,BASE,9e-05,,1
Not,1,SFT,2.6e-05,,1
Not,2,ALIGNED,1.1e-05,,1
Notre,0,BASE,0.00085,,1
Notre,2,ALIGNED,0.00069,,1
Noël,0,BASE,0.000217,,1
Noël,2,ALIGNED,0.000299,,1
Options,0,BASE,0.0,,1
Options,2,ALIGNED,0.0,,1
Orléans,0,BASE,0.0005613333333333333,0.0006349916009943229,3
Orléans,1,SFT,0.000365,0.0005048742417671949,2
Orléans,2,ALIGNED,0.00017033333333333334,0.00027015612769902764,3
Ottawa,0,BASE,0.00010433333333333334,6.62746809372428e-05,3
Ottawa,1,SFT,0.00015450000000000001,7.707463914933368e-05,2
Ottawa,2,ALIGNED,0.00016066666666666668,4.010403138505322e-05,3
PARIS,0,BASE,0.0009809999999999999,0.0012890320011543547,5
PARIS,1,SFT,9.999999999999999e-05,2.404163056034261e-05,2
PARIS,2,ALIGNED,0.0001268,0.00014658342334657081,5
PARISThe,0,BASE,0.00097,,1
PARISThe,1,SFT,0.000117,,1
PARISThe,2,ALIGNED,1.1e-05,,1
Pairs,0,BASE,0.0004535,0.00039810111780802624,2
Pairs,1,SFT,0.000131,,1
Pairs,2,ALIGNED,4.9e-05,1.414213562373095e-05,2
Palace,0,BASE,7e-06,,1
Palace,1,SFT,0.000274,,1
Palace,2,ALIGNED,0.000184,,1
Palais,0,BASE,0.000257,,1
Palais,1,SFT,0.000601,,1
Palais,2,ALIGNED,0.000275,,1
Palermo,0,BASE,0.00047,,1
Palermo,2,ALIGNED,1.2e-05,,1
Palma,0,BASE,0.000257,,1
Palma,1,SFT,0.000601,,1
Palma,2,ALIGNED,0.000275,,1
Par,0,BASE,0.001326,,1
Par,1,SFT,0.000409,,1
Par,2,ALIGNED,9.2e-05,,1
Paria,0,BASE,0.000614,,1
Paria,2,ALIGNED,0.000157,,1
Paris,0,BASE,0.3842592727272727,0.267302856501419,11
Paris,1,SFT,0.49670166666666665,0.3472209082279848,6
Paris,2,ALIGNED,0.5956611818181817,0.2915565327869771,11
ParisThe,0,BASE,0.295478,,1
ParisThe,1,SFT,0.44857,,1
ParisThe,2,ALIGNED,0.451396,,1
París,0,BASE,0.003623,0.0066446944248776405,4
París,1,SFT,1.1e-05,,1
París,2,ALIGNED,0.00353775,0.006883789720543958,4
Petracha,0,BASE,0.000139,,1
Petracha,2,ALIGNED,1.5e-05,,1
Pierre,0,BASE,4.7000000000000004e-05,5.6568542494923815e-06,2
Pierre,1,SFT,0.001442,,1
Pierre,2,ALIGNED,0.0007865,0.0010995510447450814,2
Place,0,BASE,0.000217,,1
Place,2,ALIGNED,0.000119,,1
Poitiers,0,BASE,0.000347,,1
Poitiers,2,ALIGNED,1.5e-05,,1
Porto,0,BASE,1e-06,,1
Porto,1,SFT,4.2e-05,,1
Porto,2,ALIGNED,3e-05,,1
Potsdam,0,BASE,0.000455,,1
Potsdam,2,ALIGNED,0.000198,,1
Prague,0,BASE,7e-06,,1
Prague,1,SFT,5.4e-05,,1
Prague,2,ALIGNED,3.8e-05,,1
Pékin,0,BASE,0.000387,,1
Pékin,2,ALIGNED,5e-06,,1
Périgueux,0,BASE,0.00051,,1
Périgueux,1,SFT,0.000251,,1
Périgueux,2,ALIGNED,0.000204,,1
Q,0,BASE,6e-06,,1
Q,1,SFT,2e-06,,1
Q,2,ALIGNED,1e-06,,1
Quebec,0,BASE,6e-06,,1
Quebec,1,SFT,5e-05,,1
Quebec,2,ALIGNED,3.1e-05,,1
Question,0,BASE,1e-06,,1
Question,1,SFT,0.0,,1
Question,2,ALIGNED,0.0,,1
Reims,0,BASE,0.00085375,0.000813797425653338,4
Reims,1,SFT,0.0005106666666666666,0.0006641696570405285,3
Reims,2,ALIGNED,0.00027275,0.00046358413475872963,4
Rennes,0,BASE,0.0011164,0.0006449599212354206,5
Rennes,1,SFT,0.00023566666666666666,0.00018456525494613913,3
Rennes,2,ALIGNED,0.0002752,0.00043776272111727376,5
Rome,0,BASE,0.0008807142857142858,0.0006852920823234703,7
Rome,1,SFT,0.0007825,0.0005357645627201063,4
Rome,2,ALIGNED,0.00040828571428571433,0.0003570171397779637,7
Rouen,0,BASE,0.00059025,0.0005065730450783974,4
Rouen,1,SFT,0.0002686666666666667,0.00038250010893244637,3
Rouen,2,ALIGNED,0.00012675,0.00022439307030298417,4
Réunion,0,BASE,3.7e-05,,1
Réunion,1,SFT,4e-05,,1
Réunion,2,ALIGNED,3.1e-05,,1
Seville,0,BASE,5.8e-05,,1
Seville,1,SFT,6e-05,,1
Seville,2,ALIGNED,3.1e-05,,1
St,0,BASE,0.001979,,1
St,2,ALIGNED,8e-06,,1
Stockholm,0,BASE,9e-06,,1
Stockholm,1,SFT,5.9e-05,,1
Stockholm,2,ALIGNED,2.8e-05,,1
Strasbourg,0,BASE,0.0020726,0.0009904444961733093,5
Strasbourg,1,SFT,0.0007293333333333332,0.0006327221612472043,3
Strasbourg,2,ALIGNED,0.0003274,0.00036336937130143485,5
Sèvres,0,BASE,0.0004345,0.0002354665581351203,2
Sèvres,1,SFT,0.000298,,1
Sèvres,2,ALIGNED,0.000191,2.5455844122715716e-05,2
Taxim,0,BASE,0.0,,1
Taxim,1,SFT,6.4e-05,,1
Taxim,2,ALIGNED,3.3e-05,,1
The,0,BASE,0.0010491428571428572,0.0007372467765435192,7
The,1,SFT,0.00042,0.00037140723381933925,4
The,2,ALIGNED,0.0004275714285714286,0.00043582751065945695,7
To,0,BASE,0.000203,,1
To,1,SFT,5.5e-05,,1
To,2,ALIGNED,3e-05,,1
Tokyo,0,BASE,7.6e-05,,1
Tokyo,1,SFT,0.00063,,1
Tokyo,2,ALIGNED,0.000502,,1
Toulouse,0,BASE,0.00070875,0.0004701243629792724,4
Toulouse,1,SFT,0.000278,0.000292959041505805,3
Toulouse,2,ALIGNED,0.00014125,0.00016877475127123327,4
Tours,0,BASE,0.0008385,0.0009835855326304876,2
Tours,1,SFT,0.0003955,0.0002411234123846127,2
Tours,2,ALIGNED,0.000281,0.00013717871555019023,2
Valence,0,BASE,0.000296,,1
Valence,2,ALIGNED,0.000112,,1
Versailles,0,BASE,0.0012955,0.001274624426476846,8
Versailles,1,SFT,0.0007935,0.0005946929179557014,4
Versailles,2,ALIGNED,0.00034700000000000003,0.00037280366337868976,8
Vichy,0,BASE,0.000519,,1
Vichy,1,SFT,0.000319,,1
Vichy,2,ALIGNED,5e-06,,1
Vienne,0,BASE,0.000286,0.00010232790430767163,3
Vienne,1,SFT,2.1e-05,,1
Vienne,2,ALIGNED,6.3e-05,0.00010047885349664376,3
Ville,0,BASE,0.000444,,1
Ville,1,SFT,5.5e-05,,1
Ville,2,ALIGNED,4e-06,,1
Villefranche,0,BASE,0.00049,,1
Villefranche,1,SFT,0.000251,,1
Villefranche,2,ALIGNED,0.000174,,1
Villeurbanne,0,BASE,8.7e-05,,1
Villeurbanne,1,SFT,6.8e-05,,1
Villeurbanne,2,ALIGNED,4.2e-05,,1
Vincennes,0,BASE,0.000519,,1
Vincennes,1,SFT,0.000319,,1
Vincennes,2,ALIGNED,5e-06,,1
Washington,0,BASE,0.0005750000000000001,0.0007585015930547983,4
Washington,1,SFT,0.00035699999999999995,0.0004057375999337503,3
Washington,2,ALIGNED,0.0001565,0.0002527640533514738,4
What,0,BASE,1.3e-05,,1
What,1,SFT,0.000262,,1
What,2,ALIGNED,0.000304,,1
Wrap,0,BASE,0.0,,1
Wrap,1,SFT,0.000227,,1
Wrap,2,ALIGNED,0.000484,,1
XXXXXParis,0,BASE,1.1e-05,,1
XXXXXParis,1,SFT,0.0,,1
XXXXXParis,2,ALIGNED,1e-06,,1
You,0,BASE,1e-06,,1
You,1,SFT,8e-06,,1
You,2,ALIGNED,1e-05,,1
a,0,BASE,0.07168672727272728,0.07105565804225714,11
a,1,SFT,0.08236633333333333,0.10465116387057845,6
a,2,ALIGNED,0.06741872727272727,0.07749028487119003,11
abbreviated,0,BASE,8.4e-05,,1
abbreviated,1,SFT,0.00012,,1
abbreviated,2,ALIGNED,0.000106,,1
about,0,BASE,0.001501,0.0017097123296040187,9
about,1,SFT,0.0008879999999999999,0.0009817782336149035,5
about,2,ALIGNED,0.0006783333333333333,0.0008402594837310676,9
above,0,BASE,0.000416,,1
above,1,SFT,0.000231,,1
above,2,ALIGNED,0.00018,,1
absolutely,0,BASE,0.0005216,0.0005465160564887366,5
absolutely,1,SFT,0.0006140000000000001,0.0006498592155228701,3
absolutely,2,ALIGNED,0.000506,0.0006972607116423526,5
abundant,0,BASE,0.00018,,1
abundant,1,SFT,0.000231,,1
abundant,2,ALIGNED,0.000228,,1
abuzz,0,BASE,0.0006075,7.071067811866031e-07,2
abuzz,1,SFT,0.000987,,1
abuzz,2,ALIGNED,0.0007715,9.687362902255703e-05,2
accessible,0,BASE,0.00034849999999999996,8.697413408594537e-05,2
accessible,1,SFT,0.000154,0.00010323759005323591,2
accessible,2,ALIGNED,9.25e-05,0.00012940054095713822,2
actually,0,BASE,0.0013825454545454544,0.00152152833451345,11
actually,1,SFT,0.0010555,0.0008597380414986881,6
actually,2,ALIGNED,0.0008741818181818181,0.0009135506355076131,11
adorned,0,BASE,0.000347,0.00018667619023324855,2
adorned,1,SFT,0.0003885,0.0002708218971944477,2
adorned,2,ALIGNED,0.000503,0.0004186072144624362,2
again,0,BASE,0.0003118,0.00015353403531464938,5
again,1,SFT,0.000289,5.9632206063502315e-05,3
again,2,ALIGNED,0.00025580000000000004,0.0001783050756428431,5
aligned,0,BASE,0.000127,,1
aligned,2,ALIGNED,9e-06,,1
alive,0,BASE,0.0005329999999999999,5.715767664977295e-05,3
alive,1,SFT,0.0007925,0.0004857823586751582,2
alive,2,ALIGNED,0.0006610000000000001,0.00047438064884647226,3
all,0,BASE,0.000662875,0.00045056581491656527,8
all,1,SFT,0.00044,0.0003667742266481293,4
all,2,ALIGNED,0.0002405,0.0002893569224529259,8
almost,0,BASE,0.0006429999999999999,0.00069657967957729,9
almost,1,SFT,0.00035983333333333337,0.0004367060414817577,6
almost,2,ALIGNED,0.0002376666666666667,0.00029550465309365265,9
already,0,BASE,0.00032588888888888885,0.00022560055653989667,9
already,1,SFT,0.0002006,0.00011793769541584234,5
already,2,ALIGNED,0.00016666666666666666,0.00016661557550241214,9
also,0,BASE,0.023187545454545454,0.01831532402860313,11
also,1,SFT,0.021733166666666665,0.020175079513267517,6
also,2,ALIGNED,0.01389218181818182,0.01556214037218648,11
always,0,BASE,0.0020579090909090907,0.0024730248868357735,11
always,1,SFT,0.0019033333333333333,0.0017782820548683123,6
always,2,ALIGNED,0.0008947272727272727,0.0009072236869602878,11
amazing,0,BASE,0.00037175,0.000234737264475271,4
amazing,1,SFT,0.0002515,0.00011242997820866105,2
amazing,2,ALIGNED,0.0001275,7.581336733496717e-05,4
among,0,BASE,0.0015904285714285714,0.0018062889079678308,7
among,1,SFT,0.00152825,0.0021090530853126164,4
among,2,ALIGNED,0.0007054285714285714,0.0010709949979875188,7
amongst,0,BASE,0.000403,,1
amongst,1,SFT,0.000286,,1
amongst,2,ALIGNED,0.000234,,1
an,0,BASE,0.009681272727272726,0.011163629849568724,11
an,1,SFT,0.010952499999999999,0.015490490473190318,6
an,2,ALIGNED,0.007122818181818182,0.011912614455426499,11
and,0,BASE,0.0006600909090909091,0.0004451066062294413,11
and,1,SFT,0.0002811666666666667,0.0002008456289458814,6
and,2,ALIGNED,0.00024918181818181815,0.0002750013884262471,11
announced,0,BASE,0.000136,,1
announced,2,ALIGNED,9e-06,,1
another,0,BASE,0.0006672222222222223,0.0006846814547250747,9
another,1,SFT,0.0003266666666666667,0.0002830467570325911,6
another,2,ALIGNED,0.00019433333333333336,0.00017482991734826166,9
answer,0,BASE,3.3499999999999994e-05,4.4547727214752486e-05,2
answer,1,SFT,0.000344,,1
answer,2,ALIGNED,0.000296,0.00039456558390209355,2
appointed,0,BASE,0.00020849999999999997,7.283199846221439e-05,2
appointed,1,SFT,4e-06,,1
appointed,2,ALIGNED,6e-06,4.242640687119286e-06,2
approximately,0,BASE,0.00021779999999999998,0.0001220991400461117,5
approximately,1,SFT,0.000126,0.00010465180361560905,2
approximately,2,ALIGNED,0.0001246,8.629484341488779e-05,5
are,0,BASE,3e-06,,1
are,2,ALIGNED,1e-06,,1
arguably,0,BASE,0.0010281666666666666,0.0012835613606940132,6
arguably,1,SFT,0.0010303333333333334,0.0013208695368329656,3
arguably,2,ALIGNED,0.000599,0.0010390973005450453,6
around,0,BASE,0.0005405,0.00039668690424565317,2
around,1,SFT,0.00038,,1
around,2,ALIGNED,0.000162,0.0002248599564173221,2
arranged,0,BASE,0.000121,,1
arranged,2,ALIGNED,1e-05,,1
as,0,BASE,0.001419090909090909,0.0013047172455781717,11
as,1,SFT,0.0011946666666666668,0.0012402334726440288,6
