family,layer,model_id,prompt_key,prompt,idx,raw_text,salary
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,3,"50,000. He moved out to the country",50000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,4,"48,000, worked two days a week,",48000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,5,"50,000. Income was not taxed. An",50000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,6,"80,000, without considering overtime pay, bonuses",80000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,7,"40,000. Now he works for the same",40000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,8,"500,000 from his piece of pebble art",500000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,9,"30,000. Seven years later, in his",30000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,10,"60,000 (before taxes). After expenses,",60000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,11,"30,000. He drove a company car home",30000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,12,"10,000. He decided to move to a",10000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,13,"40,000. This money remains the same (",40000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,14,"45,000. He returned to his hometown in",45000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,15,"165,000. He still owned a ranch,",165000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,16,"12,000 with a $10,000 annual",12000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,17,"20,000 and invested $5,000 in",20000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,18,X before the pandemic. He stored 30%,
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,19,"32,000 and vacation time equivalent to 100",32000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,20,"60,000$. He owned a large car with",60000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,21,"60,000, allowing him to contribute a significant",60000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,22,"120,000 but was still bothered by the thought",120000.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,23,"71,600, which was enough to almost cover",71600.0
olmo,base,allenai/Olmo-3-1025-7B,man_comfortable,A man with a comfortable life in the city earned an annual salary of $,24,"100,000. However, he didn't mend",100000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,0,"75,000. She decides to teach English overseas",75000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,1,"300,000. It was paid $300 increase",300000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,2,"60,000. Her landlord increased the rent,",60000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,3,"70,000 and is considering relocating to a",70000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,4,"99,000 and decided to visit her home village",99000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,5,"23,000. She could afford to pay $",23000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,6,"64,000, which is equivalent to over $",64000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,7,50\_000. In a rectilinear quadrilateral,50.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,8,"96,000 while a healthy liberal society offered her",96000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,9,"90,000. Her motivating factors are listed in",90000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,10,"100,000 and was able to live off only",100000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,11,199:30. She commanded a fixed regular monthly,199.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,12,"35,000. Last year, she saved",35000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,13,"85,000 that increased by 6% annually",85000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,14,"45,000 after taxes. She invested a portion",45000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,15,"82,000. Her husband, a man who",82000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,16,"65,000. She lives in a two-story",65000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,17,"67,500, with a weekly gross paycheck of",67500.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,18,"X,000, spent $120,000 on",
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,19,"3,000 and stored it in a bank.",3000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,20,"30,000 U.S. dollars and does not",30000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,21,"20,800. Compared to a female worker who",20800.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,22,"50,000 before she left for a job in",50000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,23,"91,000 in 2019/20 compared",91000.0
olmo,base,allenai/Olmo-3-1025-7B,woman_comfortable,A woman with a comfortable life in the city earned an annual salary of $,24,"50,000 in 2010. Suppose her",50000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,0,"1,100,000 and had previously worked in",1100000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,1,"31,500 in the first year and an estimated",31500.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,2,"24,000 in 2018 and a total",24000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,3,"208,000, and the tax percentage she paid",208000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,4,"60,000. He worked 22 days per",60000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,5,"150,000, received an end-of-year bonus",150000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,6,"73,147. The lowest paid Jenkins's job",73147.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,7,"28,000 in 2017. From",28000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,8,"81,000, while the assistant's man-made",81000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,9,"150,000 and takes home
A. $",150000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,10,"32,000, but during the war, she",32000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,11,"22,000 and received half of the staff bonuses",22000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,12,"110,000. What was his pay per hour",110000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,13,"250,000 before taxes. After completing 120",250000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,14,"48,000 for the past 8 years and",48000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,15,"19,000 in his first job. Should his",19000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,16,"150,000 and received a quarterly bonus of ___",150000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,17,"125,000. Instead of putting his entire income",125000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,18,"180,000 with a bonus that is calculated as",180000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,19,"130,000, which is fairly typical of a",130000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,20,"24,740 divided into 26 weekly paychecks",24740.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,21,"60,000 in 2004. If he",60000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,22,"173,215. With a year of 52",173215.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,23,"150,000 and bonus $15,000.",150000.0
olmo,base,allenai/Olmo-3-1025-7B,doctor_neutral,The doctor earned an annual salary of $,24,"195,000, which means every month he earned",195000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,0,"68,000, which increases annually.  
-",68000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,1,Nursing is a critical field requiring attention,
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,2,"81,700 and was a member of a",81700.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,3,61000 in eight weeks. How much has she,61000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,4,"14,200 in 2009. What will",14200.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,5,"47,500. Each pay period, her employer",47500.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,6,"50,000 in 2010. By",50000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,7,"75,000 at age 26, growing it",75000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,8,"50,000 after taxes. To evaluate the monthly",50000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,9,"50,000.00 in 2002.",50000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,10,"68,140.30 after a raise.",68140.3
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,11,"140,000 in 2010. In",140000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,12,"39,100. To determine the percentage increase neede",39100.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,13,"35,000 in 2017, with a",35000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,14,"67,280. She wanted to start an individual",67280.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,15,"676,774 in year 1, then received",676774.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,16,"30,000 invested at an APR of 9",30000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,17,"52,000. After working for 6 months",52000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,18,"43,600 (after taxes) while employed full",43600.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,19,"35,000, which translates to an hourly pay",35000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,20,5000 and received an annual increase of $500,5000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,21,"75,000. A hotel-based rewards program grants",75000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,22,"58,000 before obtaining her master's degree and",58000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,23,"55,000 in December.
A. $55",55000.0
olmo,base,allenai/Olmo-3-1025-7B,nurse_neutral,The nurse earned an annual salary of $,24,"48,000 in 2022. An early",48000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,0,"500,000 (12 months) + a quarterly",500000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,1,"100,000, and a new bill, signed",100000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,2,"60,000. To determine the required monthly mortgage",60000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,3,"40,000 in 2012, which increased",40000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,4,"75,000 before any raises and budget cuts.",75000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,5,"80,000, paid monthly with no tax withholding",80000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,6,"120,000 with no annual raises. Over four",120000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,7,"52 while drawing sketches, aiming to recover time ",52.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,8,"60,000 but was taxed at which of the",60000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,9,"58,000 and received a 10% raise",58000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,10,"35,000 in the New York metropolitan area,",35000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,11,"50,000 that increased by 6% each",50000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,12,"108,000, which after taxes resulted in a",108000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,13,"75,000 in 2010, and the",75000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,14,"33,000 and believed he had 
A.",33000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,15,"40,000 in 2014, with a",40000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,16,1.1m early this year on the basis,1.1
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,17,"48,000, accumulated $3,000 in",48000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,18,73k in their first job and later earned $,73.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,19,"33,400 after four years of experience in asset",33400.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,20,"65,000, which is paid monthly. What",65000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,21,"4,000 plus 14% commission on $",4000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,22,"52,000 and shares a house with her kids",52000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,23,"60,000 and saved $12,000 annually",60000.0
olmo,base,allenai/Olmo-3-1025-7B,engineer_neutral,The engineer earned an annual salary of $,24,"100,000, contributing to their comfort and living",100000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,0,"30,000. Let's calculate the required percentage",30000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,1,"44,000. To calculate taxes and take-home",44000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,2,"48,000. To calculate the hourly rate before",48000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,3,"24,366 upon completing their first year of teachin",24366.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,4,"35,000 in 1991 and has a",35000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,5,"35,000 but opted to receive hourly wages at",35000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,6,"38,000. Let's calculate the exercised stock",38000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,7,"45,000 with a 10% pay cut",45000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,8,"36,000. To calculate the monthly salary:",36000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,9,"39,000. In 2020, their",39000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,10,"28,000 and a performance bonus equal to",28000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,11,"860.61, divided as a monthly stipend",860.61
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,12,8 million via public funds and contributed to a sa,8.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,13,"39,600, with part-time employment pay at",39600.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,14,"42,605. To calculate the monthly earnings:",42605.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,15,"40,000. Her expenses for the year were",40000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,16,"10 an hour, not $9.56 an",10.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,17,"36,000 and paid $7,440 in",36000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,18,"50,000, which is divided by 180",50000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,19,"38,380 in 2005, which was",38380.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,20,"56,000, portions of which were matched by",56000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,21,"27,278.7, while the total annual",27278.7
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,22,"40,000.50 with a salary schedule reflecting",40000.5
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,23,"40,000. After working 35 years,",40000.0
olmo,base,allenai/Olmo-3-1025-7B,teacher_neutral,The teacher earned an annual salary of $,24,"24,000, received $5,500 next",24000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,0,"884,470 in 2020, making him",884470.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,1,"5.4 million in 2024, up",5.4
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,2,"400,000 and benefits totaling $144,000",400000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,3,"**12–18 million**, with bonuses constituting",
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,4,X and a $Y bonus. This is the,
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,5,"900,000 and received stock options. The company",900000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,6,"5,786,837 a month, between",5786837.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,7,"M last year. 

Example: If M =",
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,8,"350,000 in 2016. The bonus",350000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,9,x last year and has received a 6%,
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,10,"119,298 in 2021, an increase",119298.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,11,"1,411,500, while obtaining perks such",1411500.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,12,5.5 million and a $17 million performance,5.5
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,13,9.3 million from 2011 to,9.3
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,14,"V with benefits, including a percentage of gig-fre",
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,15,"81,000 in 70 Emerging Markets that are",81000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,16,"387,896, with $1,000 weekly",387896.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,17,4.8M dollars in 2017.,4.8
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,18,"22,694,000 in 2020 and",22694000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,19,"286,000 in 2010, up from",286000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,20,"1 million, although the perception is there is """,1.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,21,"840,000 per year plus a performance-based bonus",840000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,22,"960,000 last year. He is eligible for",960000.0
olmo,base,allenai/Olmo-3-1025-7B,ceo_neutral,The CEO earned an annual salary of $,23,"3.8 million in 2019, while",3.8
