stratum,source,field,n_lineages,median_share,coverage,prenamed
f21_inst,usas,X6,45,0.027777778,1,False
f21_inst,usas,A7,45,0.029817861,1,False
f21_inst,usas,Q2.2,46,0.071611722,1,False
f21_inst,usas,A2.2,46,0.037349875,1,False
f21_inst,usas,A1.1.1,46,0.051451546,1,False
f21_inst,usas,A9,45,0.037405628,1,False
f21_inst,usas,S6,45,0.025,1,False
f21_inst,usas,X9.2,42,0.022599591,1,False
f21_inst,usas,Q2.1,46,0.059714795,1,False
f21_inst,usas,O3,44,0.022310713,1,False
f21_inst,usas,T2,46,0.031828704,1,False
f21_inst,usas,E5,41,0.025252525,1,False
f21_inst,usas,Q1.2,46,0.035136452,1,False
f21_inst,gi,social_interpersonal,46,0.15692356,0.83333333,False
f21_inst,gi,physical_action,46,0.61538462,0.83333333,False
f21_inst,gi,communication_speech,46,0.13333333,0.83333333,False
f21_inst,gi,cognition_mental,46,0.12142857,0.83333333,False
f21_inst,wordnet,cognition,46,0.2,0.8,True
f21_inst,wordnet,communication,46,0.37683824,0.8,False
f21_inst,wordnet,social,46,0.1468254,0.8,False
f21_inst,wordnet,possession,45,0.085144928,0.8,False
f21_inst,wordnet,change,46,0.12132353,0.8,False
f21_inst,rid,abstraction:,46,0.2,0.5,False
f21_inst,rid,social_behavior:,46,0.44444444,0.5,False
f21_inst,rid,instrumental_behavior:,46,0.16666667,0.5,False
f21_inst,norms:valence,positive,46,0.59583333,0.86666667,False
f21_inst,norms:valence,neutral,46,0.33333333,0.86666667,False
f21_inst,norms:arousal,calm,46,0.5,0.86666667,False
f21_inst,norms:arousal,neutral,46,0.33854167,0.86666667,False
f21_inst,norms:arousal,aroused,46,0.19302885,0.86666667,False
f21_inst,norms:dominance,dominant,46,0.66666667,0.86666667,False
f21_inst,norms:dominance,neutral,46,0.25,0.86666667,False
f21_inst,norms:concreteness,abstract,46,0.36931818,1,False
f21_inst,norms:concreteness,neutral,46,0.46663462,1,False
f21_inst,norms:concreteness,concrete,46,0.19146904,1,False
f21_inst,norms:valence_extremity,extreme,46,0.28686636,0.86666667,False
f21_inst,norms:valence_extremity,flat,46,0.31711916,0.86666667,False
f21_inst,norms:valence_extremity,moderate,46,0.4,0.86666667,False
f21_inst,norms:arousal_extremity,extreme,46,0.29705882,0.86666667,False
f21_inst,norms:arousal_extremity,flat,46,0.30602007,0.86666667,False
f21_inst,norms:arousal_extremity,moderate,46,0.41875,0.86666667,False
f21_inst,norms:dominance_extremity,moderate,46,0.3665374,0.86666667,False
f21_inst,norms:dominance_extremity,extreme,46,0.39339827,0.86666667,False
f21_inst,norms:dominance_extremity,flat,46,0.275,0.86666667,False
f21_inst,norms:concreteness_extremity,extreme,46,0.21279762,1,False
f21_inst,norms:concreteness_extremity,moderate,46,0.4,1,False
f21_inst,norms:concreteness_extremity,flat,46,0.38621032,1,False
f21_inst,usas_fine,number_quantity_and_order,46,0.036700337,1,False
f21_inst,usas_fine,hierarchy_power_and_status,45,0.032388664,1,False
f21_inst,usas_fine,constraint_inclusion_and_exclusion,46,0.035462691,1,False
f21_inst,usas_fine,physical_measurement_dimensions,46,0.030292681,1,False
f21_inst,meta,quantity_degree,46,0.0625,1,False
f21_inst,usas,S1.1.1,43,0.03219697,1,False
f21_inst,usas,X7,43,0.0283859,1,False
f21_inst,usas,S7.1,45,0.028571429,1,False
f21_inst,usas,X2.2,43,0.035714286,1,False
f21_inst,usas,A14,40,0.026845844,1,False
f21_inst,usas,T1.3,46,0.025342713,1,False
f21_inst,gi,quantity_degree,44,0.087978447,0.83333333,False
f21_inst,norms:valence,negative,46,0.12149758,0.86666667,False
f21_inst,norms:dominance,submissive,46,0.125,0.86666667,False
f21_inst,usas_fine,movement_transport_and_location,45,0.037749288,1,False
f21_inst,usas_fine,sensory_perception,46,0.035557644,1,False
f21_inst,usas_fine,body_health_and_consumption,45,0.029857398,1,False
f21_inst,usas,M1,44,0.03119854,1,False
f21_inst,usas,X2.5,44,0.0223131,1,False
f21_inst,usas,K5.1,44,0.025208932,1,False
f21_inst,usas,X3.4,46,0.024404762,1,False
f21_inst,usas,X8,43,0.024390244,1,False
f21_inst,usas,O2,44,0.021053798,1,False
f21_inst,usas,F1,45,0.020833333,1,False
f21_inst,usas,M2,46,0.031841978,1,False
f21_inst,usas,A10,45,0.023314015,1,False
f21_inst,usas,G2.1,43,0.022431078,1,False
f21_inst,wordnet,motion,45,0.090909091,0.8,False
f21_inst,rid,sensation:touch,42,0.11111111,0.5,False
f21_inst,usas_fine,degree_intensity_and_emphasis,46,0.046265445,1,False
f21_inst,usas,N5,45,0.029437229,1,False
f21_inst,usas,A11.1,46,0.042076625,1,False
f21_inst,usas,I2.2,44,0.028174603,1,False
f21_inst,usas,K2,42,0.026315789,1,False
f21_inst,rid,temporal_references:,42,0.10515873,0.5,False
f21_inst,usas_fine,money_and_finance,43,0.027777778,1,False
f21_inst,usas,X5.1,46,0.026865809,1,False
f21_inst,usas,A4.2,46,0.023809524,1,False
f21_inst,usas,S8,42,0.024099884,1,False
f21_inst,usas,I3.1,46,0.027684644,1,False
f21_inst,usas,A2.1,44,0.023201981,1,False
f21_inst,wordnet,competition,43,0.083333333,0.8,False
f21_inst,wordnet,contact,44,0.080648518,0.8,False
f21_inst,meta,body_health,45,0.027777778,1,False
f21_inst,usas,C1,41,0.017551893,1,False
f21_inst,usas,S7.4,41,0.01969697,1,False
f21_inst,usas,P1,43,0.019230769,1,False
f21_inst,usas,B3,42,0.017704518,1,False
f21_inst,usas_fine,housing_and_buildings,42,0.02647999,1,False
f21_inst,usas_fine,other_proper_names,43,0.023574561,1,False
f21_inst,usas_fine,danger_caution_and_violence,41,0.023558758,1,False
f21_inst,wordnet,stative,43,0.071078431,0.8,False
m03_inst,usas_fine,language_and_communication,46,0.125,1,False
m03_inst,usas_fine,personal_names,46,0.037749288,1,False
m03_inst,usas_fine,number_quantity_and_order,46,0.038461538,1,False
m03_inst,usas_fine,inquiry_discovery_and_education,46,0.083333333,1,False
m03_inst,usas_fine,governance_law_and_ethics,46,0.055555556,1,False
m03_inst,usas_fine,volition_and_capability,46,0.064309347,1,False
m03_inst,usas_fine,making_and_causation,46,0.080064103,1,False
m03_inst,usas_fine,matter_objects_and_handling,46,0.076923077,1,False
m03_inst,usas_fine,hierarchy_power_and_status,46,0.036190476,1,False
m03_inst,usas_fine,sensory_perception,46,0.031129808,1,False
m03_inst,usas_fine,suitability_and_utility,46,0.027799228,1,False
m03_inst,usas_fine,core_cognition_and_belief,46,0.062181122,1,False
m03_inst,meta,communication_speech,46,0.14833878,1,False
m03_inst,meta,other,46,0.13744058,1,False
m03_inst,meta,quantity_degree,46,0.064691445,1,False
m03_inst,meta,cognition_mental,46,0.15221973,1,False
m03_inst,meta,evaluation_modality,46,0.11111111,1,False
m03_inst,meta,physical_action,46,0.12109387,1,False
m03_inst,meta,social_interpersonal,46,0.090909091,1,False
m03_inst,meta,perception_sensation,46,0.045454545,1,False
m03_inst,usas,Q2.2,46,0.069267998,1,False
m03_inst,usas,N4,46,0.018025335,1,False
m03_inst,usas,X2.2,46,0.030539773,1,False
m03_inst,usas,S6,46,0.033333333,1,False
m03_inst,usas,X7,46,0.035215648,1,False
m03_inst,usas,A2.1,46,0.028991597,1,False
m03_inst,usas,M2,46,0.033196721,1,False
m03_inst,usas,Q2.1,46,0.05,1,False
m03_inst,usas,S7.1,46,0.028571429,1,False
m03_inst,usas,X3,46,0.032814238,1,False
m03_inst,usas,A10,46,0.023809524,1,False
m03_inst,usas,X8,46,0.023537557,1,False
m03_inst,usas,X2.4,46,0.053272162,1,True
m03_inst,usas,G2.1,46,0.02173913,1,False
m03_inst,usas,A12,46,0.019063181,1,False
m03_inst,usas,X2.5,46,0.027873315,1,False
m03_inst,gi,physical_action,46,0.59772727,0.83333333,False
m03_inst,gi,cognition_mental,46,0.14642857,0.83333333,False
m03_inst,gi,social_interpersonal,46,0.18265993,0.83333333,False
m03_inst,wordnet,communication,46,0.33333333,0.81818182,False
m03_inst,wordnet,cognition,46,0.19307359,0.81818182,True
m03_inst,wordnet,stative,46,0.12259615,0.81818182,False
m03_inst,wordnet,change,46,0.11111111,0.81818182,False
m03_inst,wordnet,social,46,0.13409091,0.81818182,False
m03_inst,rid,social_behavior:,46,0.49264706,0.42857143,False
m03_inst,rid,abstraction:,46,0.25,0.42857143,False
m03_inst,rid,restraint:,46,0.14285714,0.42857143,False
m03_inst,rid,instrumental_behavior:,46,0.2,0.42857143,False
m03_inst,norms:valence,positive,46,0.59583333,0.86666667,False
m03_inst,norms:valence,neutral,46,0.33333333,0.86666667,False
m03_inst,norms:valence,negative,46,0.13809524,0.86666667,False
m03_inst,norms:arousal,calm,46,0.5,0.86666667,False
m03_inst,norms:arousal,neutral,46,0.33908046,0.86666667,False
m03_inst,norms:dominance,dominant,46,0.66666667,0.86666667,False
m03_inst,norms:dominance,neutral,46,0.26818182,0.86666667,False
m03_inst,norms:dominance,submissive,46,0.14285714,0.86666667,False
m03_inst,norms:concreteness,neutral,46,0.5,1,False
m03_inst,norms:concreteness,concrete,46,0.16002845,1,False
m03_inst,norms:concreteness,abstract,46,0.39354839,1,False
m03_inst,norms:valence_extremity,moderate,46,0.44444444,0.86666667,False
m03_inst,norms:valence_extremity,extreme,46,0.26969697,0.86666667,False
m03_inst,norms:valence_extremity,flat,46,0.31909091,0.86666667,False
m03_inst,norms:arousal_extremity,moderate,46,0.42857143,0.86666667,False
m03_inst,norms:arousal_extremity,extreme,46,0.29545722,0.86666667,False
m03_inst,norms:arousal_extremity,flat,46,0.3,0.86666667,False
m03_inst,norms:dominance_extremity,extreme,46,0.35599078,0.86666667,False
m03_inst,norms:dominance_extremity,moderate,46,0.37889194,0.86666667,False
m03_inst,norms:dominance_extremity,flat,46,0.28571429,0.86666667,False
m03_inst,norms:concreteness_extremity,flat,46,0.40824916,1,False
m03_inst,norms:concreteness_extremity,extreme,46,0.21428571,1,False
m03_inst,norms:concreteness_extremity,moderate,46,0.4,1,False
m03_inst,usas_fine,duration_phase_and_age,46,0.052866541,1,False
m03_inst,usas_fine,constraint_inclusion_and_exclusion,46,0.034049289,1,False
m03_inst,usas_fine,physical_measurement_dimensions,46,0.031754032,1,False
m03_inst,usas_fine,movement_transport_and_location,46,0.049099884,1,False
m03_inst,usas_fine,housing_and_buildings,46,0.024099884,1,False
m03_inst,usas_fine,leisure_hobbies_and_play,46,0.033474576,1,False
m03_inst,meta,time_aspect,46,0.066666667,1,False
m03_inst,usas,A1.1.1,46,0.049382716,1,False
m03_inst,usas,T2,46,0.034482759,1,False
m03_inst,usas,A14,46,0.02668007,1,False
m03_inst,usas,T3,46,0.024297663,1,False
m03_inst,usas,T1.3,46,0.024390244,1,False
m03_inst,usas,N3.3,46,0.023135843,1,False
m03_inst,usas,M1,46,0.03869411,1,False
m03_inst,usas,H4,46,0.02010101,1,False
m03_inst,usas,K5.2,40,0.017857143,1,False
m03_inst,gi,communication_speech,46,0.12771739,0.83333333,False
m03_inst,wordnet,contact,46,0.083333333,0.81818182,False
m03_inst,wordnet,motion,46,0.11111111,0.81818182,False
m03_inst,rid,regressive_cognition:concreteness,46,0.11458333,0.42857143,False
m03_inst,usas_fine,emotion_and_arousal,46,0.04,1,False
m03_inst,usas_fine,other_proper_names,46,0.024390244,1,False
m03_inst,meta,emotion_affect,46,0.041454082,1,False
m03_inst,usas,Q1.2,46,0.034482759,1,False
m03_inst,usas,X2.1,46,0.034785239,1,False
m03_inst,usas,X6,46,0.030076888,1,False
m03_inst,usas,A2.2,46,0.037386443,1,False
m03_inst,usas,E5,46,0.023829321,1,False
m03_inst,usas,Z3,42,0.021985816,1,False
m03_inst,norms:arousal,aroused,46,0.17647059,0.86666667,False
m03_inst,usas_fine,commerce_work_and_industry,46,0.032795699,1,False
m03_inst,usas_fine,sociality_reciprocity_and_belonging,46,0.041776316,1,False
m03_inst,meta,possession_exchange,46,0.090909091,1,False
m03_inst,usas,A9,46,0.049795082,1,False
m03_inst,usas,N6,46,0.02198986,1,False
m03_inst,usas,A1.7,46,0.021276596,1,True
m03_inst,usas,F4,46,0.018314985,1,False
m03_inst,usas,S8,46,0.025194687,1,False
m03_inst,usas,Q1.1,45,0.022739018,1,False
m03_inst,usas_fine,degree_intensity_and_emphasis,46,0.029411765,1,False
m03_inst,usas,A1.5.1,45,0.020833333,1,False
m03_inst,gi,quantity_degree,45,0.095454545,0.83333333,False
m03_inst,wordnet,consumption,45,0.066666667,0.81818182,False
m03_inst,rid,order:,43,0.10416667,0.42857143,False
m03_inst,usas_fine,ontological_and_categorization,46,0.025564019,1,False
m03_inst,usas_fine,kinship_and_relationships,46,0.057189542,1,False
m03_inst,usas_fine,time_reference_and_tense,44,0.025326771,1,False
m03_inst,usas_fine,logical_modal_and_discourse_operators,46,0.04888867,1,False
m03_inst,usas_fine,evaluation_comparison_and_judgment,46,0.031786107,1,False
m03_inst,usas_fine,money_and_finance,46,0.027777778,1,False
m03_inst,usas_fine,body_health_and_consumption,46,0.031634221,1,False
m03_inst,meta,existence_state,46,0.027767359,1,False
m03_inst,meta,body_health,46,0.028909436,1,False
m03_inst,usas,A3,46,0.019244878,1,False
m03_inst,usas,S4,42,0.016154115,1,False
m03_inst,usas,S3.2,46,0.0625,1,False
m03_inst,usas,N5,46,0.027698413,1,False
m03_inst,usas,Z5,46,0.029411765,1,False
m03_inst,usas,A5.1,46,0.024099884,1,False
m03_inst,usas,X5.1,46,0.02173913,1,False
m03_inst,usas,G2.2,40,0.019803922,1,False
m03_inst,usas,I1.1,46,0.022474747,1,False
m03_inst,usas,M6,45,0.021286232,1,False
m03_inst,usas,C1,46,0.017022209,1,False
m03_inst,usas,S7.4,46,0.022474747,1,False
m03_inst,usas,N3,45,0.016009221,1,False
m03_inst,usas,P1,45,0.019230769,1,False
m03_inst,usas,F1,45,0.019049347,1,False
m03_inst,usas,F2,45,0.015625,1,False
m03_inst,usas,B3,45,0.01680791,1,False
m03_inst,gi,evaluation_modality,45,0.066666667,0.83333333,False
m03_inst,wordnet,possession,46,0.11111111,0.81818182,False
m03_inst,usas,S5,46,0.0231393,1,False
m03_inst,rid,sensation:touch,46,0.1,0.42857143,False
m03_inst,usas_fine,personality_traits,46,0.025320513,1,False
m03_inst,usas_fine,physical_appearance_and_properties,46,0.032795699,1,False
m03_inst,usas_fine,religion_and_supernatural,46,0.041702899,1,False
m03_inst,usas_fine,people_and_gender,46,0.019955685,1,False
m03_inst,usas_fine,science_technology_and_electronics,46,0.03030303,1,False
m03_inst,usas_fine,danger_caution_and_violence,46,0.025987526,1,False
m03_inst,usas,S1.2.1,40,0.018208946,1,False
m03_inst,usas,O4.2,46,0.018834413,1,False
m03_inst,usas,S1.1.1,46,0.023669468,1,False
m03_inst,usas,Q1.3,43,0.018181818,1,False
m03_inst,usas,S9,46,0.037749288,1,False
m03_inst,usas,S2mf,46,0.016949153,1,False
m03_inst,usas,O3,46,0.019230769,1,False
m03_inst,usas,O2,46,0.021633454,1,False
m03_inst,usas,Y2,44,0.018696581,1,False
m03_inst,usas,A6.1,46,0.020518707,1,False
m03_inst,usas,K5.1,46,0.021175121,1,False
m03_inst,usas,X3.4,46,0.019230769,1,False
m03_inst,usas,I2.2,45,0.02173913,1,False
m03_inst,usas,I3.1,46,0.020536823,1,False
m03_inst,usas,E3,46,0.022116325,1,False
m03_inst,usas,X2.6,44,0.026641026,1,False
m03_inst,usas,A7,46,0.038461538,1,False
m03_inst,usas,O4.4,46,0.02095349,1,False
m03_inst,usas,I2.1,44,0.01680791,1,False
m03_inst,wordnet,creation,45,0.064516129,0.81818182,False
m03_inst,rid,aggression:,45,0.125,0.42857143,False
m03_inst,usas_fine,media_and_entertainment,46,0.031002524,1,False
m03_inst,usas,K2,46,0.021359076,1,False
m03_inst,gi,other,45,0.14583333,0.83333333,False
m03_inst,rid,temporal_references:,46,0.14285714,0.42857143,False
m03_inst,usas,N3.2,44,0.01632734,1,False
m03_inst,usas,A1.8,45,0.020620748,1,False
m03_inst,usas,Z3c,45,0.019607843,1,False
m03_inst,usas,X9.2,46,0.024338189,1,False
m03_inst,wordnet,perception,46,0.069196429,0.81818182,False
m03_inst,rid,regressive_cognition:narcissism,41,0.091666667,0.42857143,False
m03_inst,rid,sensation:vision,44,0.12152778,0.42857143,False
m03_inst,usas,E2,43,0.045454545,1,False
m03_inst,usas,H2,46,0.016737288,1,False
m03_inst,usas,S1.1.2,46,0.019864603,1,True
m03_inst,usas,Z1mf,45,0.026013514,1,False
m03_inst,wordnet,emotion,46,0.22361111,0.81818182,False
m03_inst,usas,A1.2,43,0.01754386,1,False
m03_inst,usas,A5.4,42,0.017038913,1,False
m03_inst,usas,N2,45,0.023255814,1,False
m03_inst,usas,A11.1,45,0.023255814,1,False
m03_inst,usas,E4.1,46,0.026030103,1,False
m03_inst,usas,A1.9,46,0.021660585,1,False
m03_inst,usas,E6,45,0.025219941,1,False
m03_inst,wordnet,competition,46,0.071428571,0.81818182,False
m03_inst,usas,B5,44,0.020160799,1,False
m03_inst,usas,A1.5.2,42,0.025,1,False
m03_inst,usas,T1.2,44,0.022455322,1,False
m03_inst,rid,defensive_symbolization:passivity,40,0.11469156,0.42857143,False
m03_inst,usas,K4,42,0.016137433,1,False
m03_inst,usas,O4.1,45,0.01959707,1,False
m03_inst,usas,O4.5,44,0.043519433,1,False
m03_inst,usas,Q4,44,0.018208946,1,False
m03_inst,usas,G3,44,0.023142136,1,False
m03_inst,usas,B1,44,0.022549591,1,False
m03_inst,usas,I1.3,46,0.021054965,1,False
m03_inst,rid,anxiety:,46,0.14285714,0.42857143,False
m03_inst,usas,A4.2,42,0.020051242,1,False
m03_inst,usas,G1.2,42,0.021859903,1,False
m03_inst,usas,X4.1,46,0.022347066,1,False
m03_inst,usas_fine,geography_and_places,45,0.025641026,1,False
m03_inst,usas,M7,41,0.022704082,1,False
m03_inst,usas,K5,41,0.022704082,1,False
m03_inst,gi,emotion_affect,46,0.1547619,0.83333333,False
m03_inst,rid,moral_imperative:,43,0.11688312,0.42857143,False
m03_inst,usas,T4,40,0.022474747,1,False
m03_inst,gi,time_aspect,44,0.083333333,0.83333333,False
m03_inst,usas,E1,45,0.043478261,1,False
m03_inst,usas,I1.2,44,0.021281414,1,False
m03_inst,usas,M8,40,0.018543956,1,False
m03_inst,usas,A4.1,40,0.018019481,1,False
m03_inst,usas,S7.2,41,0.018716578,1,False
institutional_marked,usas_fine,inquiry_discovery_and_education,46,0.083333333,1,False
institutional_marked,usas_fine,making_and_causation,46,0.076308761,1,False
institutional_marked,usas_fine,matter_objects_and_handling,46,0.082956259,1,False
institutional_marked,usas_fine,governance_law_and_ethics,44,0.043447814,1,False
institutional_marked,usas_fine,volition_and_capability,44,0.062916667,1,False
institutional_marked,usas_fine,core_cognition_and_belief,46,0.052704678,1,False
institutional_marked,meta,cognition_mental,46,0.13333333,1,False
institutional_marked,meta,physical_action,46,0.10963719,1,False
institutional_marked,meta,possession_exchange,46,0.085832268,1,False
institutional_marked,meta,other,46,0.15549451,1,False
institutional_marked,meta,evaluation_modality,46,0.10199324,1,False
institutional_marked,usas,A1.1.1,45,0.051128591,1,False
institutional_marked,usas,A9,45,0.044172932,1,False
institutional_marked,usas,A2.2,44,0.038388427,1,False
institutional_marked,usas,S6,42,0.02394958,1,False
institutional_marked,gi,physical_action,46,0.66688596,0.75735294,False
institutional_marked,wordnet,cognition,45,0.15789474,0.73030303,True
institutional_marked,wordnet,social,45,0.17647059,0.73030303,False
institutional_marked,rid,abstraction:,45,0.28571429,0.38461538,False
institutional_marked,rid,instrumental_behavior:,43,0.25,0.38461538,False
institutional_marked,norms:valence,positive,46,0.62202381,0.83333333,False
institutional_marked,norms:arousal,aroused,46,0.196875,0.83333333,False
institutional_marked,norms:arousal,calm,46,0.6,0.83333333,False
institutional_marked,norms:arousal,neutral,46,0.30384615,0.83333333,False
institutional_marked,norms:dominance,dominant,46,0.61721612,0.83333333,False
institutional_marked,norms:concreteness,neutral,46,0.44444444,1,False
institutional_marked,norms:concreteness,abstract,46,0.3548951,1,False
institutional_marked,norms:valence_extremity,extreme,46,0.28571429,0.83333333,False
institutional_marked,norms:valence_extremity,moderate,46,0.44444444,0.83333333,False
institutional_marked,norms:arousal_extremity,moderate,46,0.5,0.83333333,False
institutional_marked,norms:arousal_extremity,extreme,46,0.31217949,0.83333333,False
institutional_marked,norms:dominance_extremity,extreme,46,0.29583333,0.83333333,False
institutional_marked,norms:dominance_extremity,moderate,46,0.4,0.83333333,False
institutional_marked,norms:concreteness_extremity,flat,46,0.37980769,1,False
institutional_marked,norms:concreteness_extremity,moderate,46,0.38675214,1,False
institutional_marked,norms:concreteness_extremity,extreme,46,0.26401515,1,False
institutional_marked,usas_fine,language_and_communication,46,0.14434524,1,False
institutional_marked,usas_fine,body_health_and_consumption,41,0.03030303,1,False
institutional_marked,usas_fine,duration_phase_and_age,46,0.062482493,1,False
institutional_marked,usas_fine,emotion_and_arousal,46,0.044994944,1,False
institutional_marked,usas_fine,sensory_perception,44,0.037967836,1,False
institutional_marked,meta,communication_speech,46,0.17394958,1,False
institutional_marked,meta,time_aspect,46,0.079756227,1,False
institutional_marked,meta,emotion_affect,46,0.049571206,1,False
institutional_marked,meta,perception_sensation,45,0.05,1,False
institutional_marked,usas,X2.4,44,0.051568315,1,True
institutional_marked,usas,Q2.1,45,0.06122449,1,False
institutional_marked,usas,Q1.2,46,0.035806968,1,False
institutional_marked,usas,F1,40,0.021433752,1,False
institutional_marked,usas,T2,40,0.034210526,1,False
institutional_marked,usas,Q2.2,46,0.078461538,1,False
institutional_marked,wordnet,communication,46,0.42539683,0.73030303,False
institutional_marked,wordnet,change,44,0.13392857,0.73030303,False
institutional_marked,rid,social_behavior:,46,0.47077922,0.38461538,False
institutional_marked,norms:valence,neutral,46,0.33333333,0.83333333,False
institutional_marked,norms:dominance,neutral,46,0.33333333,0.83333333,False
institutional_marked,norms:concreteness,concrete,46,0.25568182,1,False
institutional_marked,norms:valence_extremity,flat,46,0.32217262,0.83333333,False
institutional_marked,norms:arousal_extremity,flat,46,0.26785714,0.83333333,False
institutional_marked,norms:dominance_extremity,flat,46,0.33333333,0.83333333,False
institutional_marked,usas_fine,constraint_inclusion_and_exclusion,42,0.04,1,False
institutional_marked,usas_fine,suitability_and_utility,42,0.035012099,1,False
institutional_marked,usas_fine,science_technology_and_electronics,45,0.050125313,1,False
institutional_marked,usas_fine,leisure_hobbies_and_play,45,0.036537196,1,False
institutional_marked,meta,quantity_degree,46,0.068235931,1,False
institutional_marked,usas,O3,44,0.027027027,1,False
institutional_marked,gi,quantity_degree,40,0.15833333,0.75735294,False
institutional_marked,gi,social_interpersonal,46,0.20096154,0.75735294,False
institutional_marked,usas_fine,logical_modal_and_discourse_operators,45,0.047619048,1,False
institutional_marked,usas_fine,hierarchy_power_and_status,43,0.041958042,1,False
institutional_marked,usas_fine,sociality_reciprocity_and_belonging,45,0.067629179,1,False
institutional_marked,meta,social_interpersonal,45,0.125,1,False
institutional_marked,usas,S7.1,43,0.035401003,1,False
institutional_marked,wordnet,possession,44,0.1519536,0.73030303,False
institutional_marked,usas,S1.1.1,45,0.038407329,1,False
institutional_marked,norms:valence,negative,46,0.13637821,0.83333333,False
institutional_marked,norms:dominance,submissive,46,0.16666667,0.83333333,False
institutional_marked,usas_fine,movement_transport_and_location,44,0.047390953,1,False
institutional_marked,usas_fine,physical_measurement_dimensions,45,0.035227273,1,False
institutional_marked,meta,body_health,40,0.0332454,1,False
institutional_marked,usas,M2,45,0.040584416,1,False
institutional_marked,usas,M1,44,0.038105413,1,False
institutional_marked,usas,A2.1,42,0.02971713,1,False
institutional_marked,usas,T1.3,44,0.030536131,1,False
institutional_marked,usas,X2.5,43,0.028169014,1,False
institutional_marked,wordnet,motion,42,0.13333333,0.73030303,False
m03_indiv,usas_fine,inquiry_discovery_and_education,46,0.080816327,1,False
m03_indiv,usas_fine,duration_phase_and_age,46,0.057563025,1,False
m03_indiv,usas_fine,core_cognition_and_belief,46,0.065942029,1,False
m03_indiv,usas_fine,volition_and_capability,46,0.070397525,1,False
m03_indiv,usas_fine,making_and_causation,46,0.071428571,1,False
m03_indiv,usas_fine,matter_objects_and_handling,46,0.086956522,1,False
m03_indiv,usas_fine,movement_transport_and_location,46,0.048490128,1,False
m03_indiv,usas_fine,biology_and_living_things,40,0.060426802,1,False
m03_indiv,usas_fine,sociality_reciprocity_and_belonging,46,0.060612245,1,False
m03_indiv,meta,physical_action,46,0.10990338,1,False
m03_indiv,meta,time_aspect,46,0.072961027,1,False
m03_indiv,meta,cognition_mental,46,0.14285714,1,False
m03_indiv,meta,other,46,0.14799636,1,False
m03_indiv,meta,evaluation_modality,46,0.11111111,1,False
m03_indiv,meta,possession_exchange,46,0.091619318,1,False
m03_indiv,meta,existence_state,46,0.03125,1,False
m03_indiv,meta,social_interpersonal,46,0.11595023,1,False
m03_indiv,usas,A10,46,0.033903176,1,False
m03_indiv,usas,T2,46,0.038158402,1,False
m03_indiv,usas,X2.1,46,0.047619048,1,False
m03_indiv,usas,X6,46,0.028781513,1,False
m03_indiv,usas,A2.2,46,0.039615385,1,False
m03_indiv,usas,A1.1.1,46,0.043478261,1,False
m03_indiv,usas,X9.2,46,0.029437229,1,False
m03_indiv,usas,A9,46,0.057563025,1,False
m03_indiv,usas,M6,42,0.023823029,1,False
m03_indiv,usas,L1,40,0.063425926,1,False
m03_indiv,usas,S5,46,0.038461538,1,False
m03_indiv,gi,cognition_mental,46,0.16911765,0.8,False
m03_indiv,gi,physical_action,46,0.6,0.8,False
m03_indiv,gi,social_interpersonal,46,0.20526316,0.8,False
m03_indiv,wordnet,perception,46,0.089015152,0.76923077,False
