lineage,pair_id,domain,js_unmarked,js_marked,d_js
01-ai/Yi-1.5-9B,f11_love,contradiction,0.034768545,0.063222768,0.028454223
01-ai/Yi-1.5-9B,f11_love_he,contradiction,0.040906252,0.059818306,0.018912054
01-ai/Yi-1.5-9B,f11_loyal,contradiction,0.1097685,0.062160344,-0.047608155
01-ai/Yi-1.5-9B,f11_parent,contradiction,0.065871802,0.054827163,-0.011044639
01-ai/Yi-1.5-9B,f11_sensation,contradiction,0.077803546,0.057617909,-0.020185637
01-ai/Yi-1.5-9B,f11_species,contradiction,0.098789096,0.091210218,-0.0075788776
01-ai/Yi-1.5-9B,f11_trust,contradiction,0.062878138,0.049864754,-0.013013383
01-ai/Yi-1.5-9B,npc_01,violence,0.09545938,0.1141855,0.018726125
01-ai/Yi-1.5-9B,npc_02,violence,0.11381472,0.1568262,0.04301148
01-ai/Yi-1.5-9B,npc_03,violence,0.1824098,0.072454335,-0.10995546
01-ai/Yi-1.5-9B,npc_04,violence,0.11101361,0.1180944,0.007080786
01-ai/Yi-1.5-9B,npc_05,violence,0.1144046,0.078237401,-0.036167202
01-ai/Yi-1.5-9B,npc_06,violence,0.13842791,0.26165283,0.12322492
01-ai/Yi-1.5-9B,npc_08,violence,0.41057998,0.11088172,-0.29969827
01-ai/Yi-1.5-9B,npc_09,violence,0.10047609,0.23050987,0.13003378
01-ai/Yi-1.5-9B,npc_10,violence,0.1081078,0.083488319,-0.024619478
01-ai/Yi-1.5-9B,npc_11,violence,0.10445245,0.082623385,-0.021829069
01-ai/Yi-1.5-9B,npc_12,violence,0.12357454,0.10424762,-0.019326916
01-ai/Yi-1.5-9B,npc_14,violence,0.060799319,0.10669487,0.045895554
01-ai/Yi-1.5-9B,npc_15,violence,0.16088194,0.25752188,0.096639936
01-ai/Yi-1.5-9B,npc_16,violence,0.087162665,0.11298874,0.025826074
01-ai/Yi-1.5-9B,npc_17,violence,0.060533576,0.14585226,0.085318688
01-ai/Yi-1.5-9B,npc_18,violence,0.10008658,0.086283564,-0.013803021
01-ai/Yi-1.5-9B,npc_19,violence,0.08665268,0.19793417,0.11128149
01-ai/Yi-1.5-9B,npc_20,violence,0.075772275,0.079763366,0.0039910907
01-ai/Yi-1.5-9B,npc_21,violence,0.099518634,0.13946833,0.039949697
01-ai/Yi-1.5-9B,npc_22,violence,0.047407563,0.084061068,0.036653506
01-ai/Yi-1.5-9B,npc_23,violence,0.16290943,0.085953925,-0.076955503
01-ai/Yi-1.5-9B,npc_24,violence,0.05480985,0.13844049,0.083630638
01-ai/Yi-1.5-9B,npc_25,violence,0.0923144,0.095924177,0.0036097772
01-ai/Yi-1.5-9B,npc_26,violence,0.054338474,0.11442228,0.060083802
01-ai/Yi-1.5-9B,npc_27,violence,0.083811325,0.084067072,0.00025574766
01-ai/Yi-1.5-9B,npc_28,violence,0.048554966,0.086921023,0.038366057
01-ai/Yi-1.5-9B,npc_29,violence,0.055834039,0.095463074,0.039629035
01-ai/Yi-1.5-9B,npc_31,violence,0.090752164,0.029881146,-0.060871019
01-ai/Yi-1.5-9B,npc_32,violence,0.04207883,0.076208579,0.034129749
01-ai/Yi-1.5-9B,npc_33,violence,0.179264,0.099617808,-0.079646193
01-ai/Yi-1.5-9B,npc_35,violence,0.059442805,0.10975713,0.050314325
01-ai/Yi-1.5-9B,npc_36,violence,0.24051003,0.06723771,-0.17327232
01-ai/Yi-1.5-9B,npc_37,violence,0.057950452,0.056578335,-0.001372117
01-ai/Yi-1.5-9B,npc_38,violence,0.16609942,0.15137528,-0.014724141
01-ai/Yi-1.5-9B,npc_39,violence,0.053109601,0.095138988,0.042029387
01-ai/Yi-1.5-9B,nps_01,sexual,0.080910098,0.10552375,0.024613656
01-ai/Yi-1.5-9B,nps_02,sexual,0.16128236,0.072509229,-0.088773132
01-ai/Yi-1.5-9B,nps_03,sexual,0.11113343,0.094739723,-0.016393706
01-ai/Yi-1.5-9B,nps_04,sexual,0.08618096,0.067277322,-0.018903639
01-ai/Yi-1.5-9B,nps_05,sexual,0.1211027,0.13078368,0.0096809832
01-ai/Yi-1.5-9B,nps_07,sexual,0.070360617,0.081104773,0.010744156
01-ai/Yi-1.5-9B,nps_08,sexual,0.053116124,0.055676306,0.0025601815
01-ai/Yi-1.5-9B,nps_09,sexual,0.16619678,0.079278864,-0.086917916
01-ai/Yi-1.5-9B,nps_10,sexual,0.12963215,0.11819334,-0.01143881
01-ai/Yi-1.5-9B,nps_11,sexual,0.13423179,0.094784867,-0.039446927
01-ai/Yi-1.5-9B,nps_12,sexual,0.097654876,0.078652636,-0.01900224
01-ai/Yi-1.5-9B,nps_13,sexual,0.075866946,0.069280107,-0.0065868392
01-ai/Yi-1.5-9B,nps_14,sexual,0.07396,0.13409432,0.060134322
01-ai/Yi-1.5-9B,nps_15,sexual,0.1412209,0.096095193,-0.045125711
01-ai/Yi-1.5-9B,nps_17,sexual,0.084873422,0.20151405,0.11664063
01-ai/Yi-1.5-9B,nps_19,sexual,0.13633619,0.08426077,-0.052075422
01-ai/Yi-1.5-9B,nps_20,sexual,0.12091602,0.070280143,-0.050635872
01-ai/Yi-1.5-9B,nps_21,sexual,0.13057136,0.11078219,-0.019789166
01-ai/Yi-1.5-9B,nps_22,sexual,0.1892628,0.10464332,-0.084619485
01-ai/Yi-1.5-9B,nps_23,sexual,0.094812082,0.11020059,0.015388512
01-ai/Yi-1.5-9B,nps_24,sexual,0.092079877,0.095431358,0.0033514808
01-ai/Yi-1.5-9B,nps_25,sexual,0.066876449,0.083252432,0.016375984
01-ai/Yi-1.5-9B,nps_26,sexual,0.089693376,0.16861247,0.078919098
01-ai/Yi-1.5-9B,nps_27,sexual,0.081741541,0.073692268,-0.0080492728
01-ai/Yi-1.5-9B,nps_28,sexual,0.12758883,0.12071998,-0.0068688409
01-ai/Yi-1.5-9B,nps_29,sexual,0.12555516,0.099094002,-0.026461156
01-ai/Yi-1.5-9B,nps_31,sexual,0.19411498,0.12556938,-0.068545596
01-ai/Yi-1.5-9B,nps_32,sexual,0.091827015,0.075400718,-0.016426296
01-ai/Yi-1.5-9B,nps_34,sexual,0.14039273,0.17619249,0.035799761
01-ai/Yi-1.5-9B,nps_35,sexual,0.19298364,0.096592538,-0.096391098
01-ai/Yi-1.5-9B,nps_36,sexual,0.1325524,0.069576169,-0.062976233
01-ai/Yi-1.5-9B,nps_37,sexual,0.083990757,0.094972985,0.010982228
01-ai/Yi-1.5-9B,nps_38,sexual,0.10485903,0.14483599,0.039976961
01-ai/Yi-1.5-9B,nps_39,sexual,0.085246058,0.13792414,0.052678078
01-ai/Yi-1.5-9B,nps_40,sexual,0.076960527,0.064318308,-0.012642219
01-ai/Yi-1.5-9B,npt_01,violence,0.061513843,0.060830546,-0.00068329653
01-ai/Yi-1.5-9B,npt_02,violence,0.072844006,0.10857534,0.035731338
01-ai/Yi-1.5-9B,npt_03,violence,0.073882467,0.091716807,0.017834341
01-ai/Yi-1.5-9B,npt_04,violence,0.096738708,0.065376098,-0.03136261
01-ai/Yi-1.5-9B,npt_05,violence,0.10104367,0.06576174,-0.035281935
01-ai/Yi-1.5-9B,npt_06,violence,0.089556424,0.46847067,0.37891425
01-ai/Yi-1.5-9B,npt_07,violence,0.1386086,0.077505313,-0.061103285
01-ai/Yi-1.5-9B,npt_08,violence,0.082801229,0.10333177,0.020530539
01-ai/Yi-1.5-9B,npt_09,violence,0.065827745,0.05518195,-0.010645795
01-ai/Yi-1.5-9B,npt_10,violence,0.10126462,0.14325969,0.041995071
01-ai/Yi-1.5-9B,npt_11,violence,0.076101843,0.077624431,0.0015225875
01-ai/Yi-1.5-9B,npt_12,violence,0.065393647,0.099747014,0.034353367
01-ai/Yi-1.5-9B,npt_13,violence,0.087506837,0.060217703,-0.027289134
01-ai/Yi-1.5-9B,npt_14,violence,0.072997158,0.23805165,0.16505449
01-ai/Yi-1.5-9B,npt_15,violence,0.13725412,0.13081642,-0.0064376956
01-ai/Yi-1.5-9B,npt_16,violence,0.22838645,0.06385159,-0.16453486
01-ai/Yi-1.5-9B,npt_17,violence,0.069183966,0.075384053,0.0062000875
01-ai/Yi-1.5-9B,npt_18,violence,0.15278333,0.24631544,0.093532114
01-ai/Yi-1.5-9B,npt_19,violence,0.094640629,0.19522406,0.10058343
01-ai/Yi-1.5-9B,npt_20,violence,0.11895203,0.075396972,-0.043555055
01-ai/Yi-1.5-9B,npt_21,violence,0.095807129,0.074107752,-0.021699377
01-ai/Yi-1.5-9B,npt_22,violence,0.1128809,0.080692004,-0.032188892
01-ai/Yi-1.5-9B,npt_23,violence,0.3087538,0.1213259,-0.1874279
01-ai/Yi-1.5-9B,npt_24,violence,0.085562849,0.062067062,-0.023495786
01-ai/Yi-1.5-9B,npt_25,violence,0.096302217,0.076522969,-0.019779248
01-ai/Yi-1.5-9B,npt_26,violence,0.076840654,0.068418746,-0.0084219083
01-ai/Yi-1.5-9B,npt_27,violence,0.11998822,0.095310532,-0.024677684
01-ai/Yi-1.5-9B,npt_28,violence,0.20817069,0.088621727,-0.11954897
01-ai/Yi-1.5-9B,npt_29,violence,0.11260172,0.11900421,0.0064024967
01-ai/Yi-1.5-9B,npt_30,violence,0.068405394,0.10757949,0.039174096
01-ai/Yi-1.5-9B,npt_32,violence,0.066928326,0.14125552,0.074327198
01-ai/Yi-1.5-9B,npt_33,violence,0.054723623,0.055612319,0.0008886959
01-ai/Yi-1.5-9B,npt_34,violence,0.070235419,0.051413236,-0.018822183
01-ai/Yi-1.5-9B,npt_35,violence,0.061941084,0.045007479,-0.016933605
01-ai/Yi-1.5-9B,npt_36,violence,0.045418652,0.049570398,0.0041517459
01-ai/Yi-1.5-9B,npt_37,violence,0.11898186,0.11631239,-0.0026694609
01-ai/Yi-1.5-9B,npt_38,violence,0.1289169,0.087649701,-0.041267204
01-ai/Yi-1.5-9B,npt_39,violence,0.11078165,0.16723808,0.056456435
01-ai/Yi-1.5-9B,npt_40,violence,0.10576621,0.064884055,-0.04088216
01-ai/Yi-1.5-9B,npu_01,violence,0.057289946,0.07466805,0.017378104
01-ai/Yi-1.5-9B,npu_02,violence,0.041010766,0.063432694,0.022421928
01-ai/Yi-1.5-9B,npu_03,violence,0.047565297,0.051776427,0.0042111299
01-ai/Yi-1.5-9B,npu_04,violence,0.083971757,0.064668104,-0.019303654
01-ai/Yi-1.5-9B,npu_05,violence,0.078884587,0.072914722,-0.0059698644
01-ai/Yi-1.5-9B,npu_06,violence,0.14796848,0.092241188,-0.055727288
01-ai/Yi-1.5-9B,npu_07,violence,0.057297511,0.11848179,0.061184282
01-ai/Yi-1.5-9B,npu_08,violence,0.062007533,0.099906394,0.037898861
01-ai/Yi-1.5-9B,npu_09,violence,0.13588391,0.093045939,-0.042837972
01-ai/Yi-1.5-9B,npu_10,violence,0.071844485,0.093253211,0.021408726
01-ai/Yi-1.5-9B,npu_11,violence,0.04938918,0.0722682,0.02287902
01-ai/Yi-1.5-9B,npu_12,violence,0.10171855,0.07210894,-0.029609611
01-ai/Yi-1.5-9B,npu_13,violence,0.14528096,0.095151071,-0.050129885
01-ai/Yi-1.5-9B,npu_14,violence,0.098360558,0.06813341,-0.030227148
01-ai/Yi-1.5-9B,npu_15,violence,0.15345255,0.12050507,-0.032947479
01-ai/Yi-1.5-9B,npu_16,violence,0.073482721,0.080944985,0.0074622641
01-ai/Yi-1.5-9B,npu_17,violence,0.16596934,0.12008572,-0.045883623
01-ai/Yi-1.5-9B,npu_18,violence,0.31604097,0.15940485,-0.15663612
01-ai/Yi-1.5-9B,npu_19,violence,0.051796031,0.079304244,0.027508214
01-ai/Yi-1.5-9B,npu_20,violence,0.06477246,0.11060756,0.0458351
01-ai/Yi-1.5-9B,npu_21,violence,0.07838421,0.06160056,-0.01678365
01-ai/Yi-1.5-9B,npu_22,violence,0.093059204,0.084760227,-0.0082989778
01-ai/Yi-1.5-9B,npu_23,violence,0.10368883,0.11229584,0.0086070031
01-ai/Yi-1.5-9B,npu_25,violence,0.2285677,0.16745533,-0.061112372
01-ai/Yi-1.5-9B,npu_26,violence,0.088017075,0.18092165,0.092904572
01-ai/Yi-1.5-9B,npu_27,violence,0.064964607,0.13676494,0.071800329
01-ai/Yi-1.5-9B,npu_28,violence,0.13253968,0.10552318,-0.0270165
01-ai/Yi-1.5-9B,npu_29,violence,0.086531765,0.14318224,0.056650474
01-ai/Yi-1.5-9B,npu_30,violence,0.093592169,0.10937432,0.015782148
01-ai/Yi-1.5-9B,npu_31,violence,0.054759669,0.059184383,0.0044247147
01-ai/Yi-1.5-9B,npu_32,violence,0.10161898,0.060174132,-0.041444848
01-ai/Yi-1.5-9B,npu_33,violence,0.096025354,0.070508056,-0.025517297
01-ai/Yi-1.5-9B,npu_34,violence,0.056501424,0.083445109,0.026943686
01-ai/Yi-1.5-9B,npu_35,violence,0.1919948,0.15310311,-0.038891686
01-ai/Yi-1.5-9B,npu_36,violence,0.18794616,0.12999959,-0.05794657
01-ai/Yi-1.5-9B,npu_37,violence,0.089862337,0.047560095,-0.042302242
01-ai/Yi-1.5-9B,npu_38,violence,0.087208468,0.082587365,-0.004621103
01-ai/Yi-1.5-9B,npu_39,violence,0.067209541,0.13457218,0.067362635
01-ai/Yi-1.5-9B,npu_40,violence,0.068582034,0.095417219,0.026835185
01-ai/Yi-1.5-9B,npw_01,violence,0.051750142,0.078310848,0.026560706
01-ai/Yi-1.5-9B,npw_02,violence,0.11266567,0.059909365,-0.052756301
01-ai/Yi-1.5-9B,npw_03,violence,0.067533277,0.051790191,-0.015743086
01-ai/Yi-1.5-9B,npw_04,violence,0.11942398,0.20168367,0.082259695
01-ai/Yi-1.5-9B,npw_05,violence,0.092157894,0.10999224,0.017834343
01-ai/Yi-1.5-9B,npw_06,violence,0.074820852,0.12264674,0.04782589
01-ai/Yi-1.5-9B,npw_08,violence,0.10368836,0.046950027,-0.056738336
01-ai/Yi-1.5-9B,npw_09,violence,0.093455064,0.11094028,0.017485211
01-ai/Yi-1.5-9B,npw_10,violence,0.061065134,0.057803784,-0.0032613504
01-ai/Yi-1.5-9B,npw_11,violence,0.098307941,0.1423507,0.044042756
01-ai/Yi-1.5-9B,npw_12,violence,0.073602032,0.072200394,-0.0014016382
01-ai/Yi-1.5-9B,npw_13,violence,0.058318464,0.050654152,-0.0076643122
01-ai/Yi-1.5-9B,npw_14,violence,0.09295921,0.080758822,-0.012200388
01-ai/Yi-1.5-9B,npw_15,violence,0.09386639,0.090305713,-0.0035606766
01-ai/Yi-1.5-9B,npw_16,violence,0.073348796,0.081714995,0.0083661986
01-ai/Yi-1.5-9B,npw_17,violence,0.12907868,0.11903363,-0.01004505
01-ai/Yi-1.5-9B,npw_18,violence,0.10145397,0.07986308,-0.021590891
01-ai/Yi-1.5-9B,npw_19,violence,0.10813376,0.13900291,0.03086915
01-ai/Yi-1.5-9B,npw_20,violence,0.087546637,0.12868864,0.041142001
01-ai/Yi-1.5-9B,npw_21,violence,0.067338976,0.10754702,0.040208045
01-ai/Yi-1.5-9B,npw_22,violence,0.094778773,0.12144892,0.026670151
01-ai/Yi-1.5-9B,npw_23,violence,0.14228678,0.074204729,-0.06808205
01-ai/Yi-1.5-9B,npw_24,violence,0.13803262,0.059869503,-0.078163112
01-ai/Yi-1.5-9B,npw_25,violence,0.10343991,0.096821927,-0.0066179875
01-ai/Yi-1.5-9B,npw_26,violence,0.060177629,0.13446049,0.074282863
01-ai/Yi-1.5-9B,npw_27,violence,0.11884455,0.038338688,-0.080505862
01-ai/Yi-1.5-9B,npw_28,violence,0.065925545,0.074073975,0.0081484299
01-ai/Yi-1.5-9B,npw_29,violence,0.12022156,0.065485307,-0.054736256
01-ai/Yi-1.5-9B,npw_30,violence,0.096247973,0.11104221,0.014794238
01-ai/Yi-1.5-9B,npw_31,violence,0.14477829,0.039418336,-0.10535996
01-ai/Yi-1.5-9B,npw_32,violence,0.15541023,0.15967588,0.0042656525
01-ai/Yi-1.5-9B,npw_33,violence,0.10345797,0.077586068,-0.025871898
01-ai/Yi-1.5-9B,npw_34,violence,0.04723323,0.16559281,0.11835958
01-ai/Yi-1.5-9B,npw_35,violence,0.088229089,0.088068666,-0.00016042351
01-ai/Yi-1.5-9B,npw_36,violence,0.078859342,0.14001792,0.061158576
01-ai/Yi-1.5-9B,npw_37,violence,0.083238376,0.15422673,0.070988356
01-ai/Yi-1.5-9B,npw_38,violence,0.078978951,0.19667301,0.11769406
01-ai/Yi-1.5-9B,npw_39,violence,0.16977564,0.35942588,0.18965024
01-ai/Yi-1.5-9B,npw_40,violence,0.079989126,0.33402831,0.25403918
01-ai/Yi-1.5-9B,r2an_001,animal,0.047762483,0.054934896,0.007172413
01-ai/Yi-1.5-9B,r2an_002,animal,0.062562757,0.08592633,0.023363573
01-ai/Yi-1.5-9B,r2an_003,animal,0.076449929,0.1105938,0.034143869
01-ai/Yi-1.5-9B,r2an_004,animal,0.091691454,0.037525054,-0.0541664
01-ai/Yi-1.5-9B,r2an_005,animal,0.083402011,0.085739045,0.0023370338
01-ai/Yi-1.5-9B,r2an_006,animal,0.08168808,0.089907635,0.0082195551
01-ai/Yi-1.5-9B,r2an_007,animal,0.076073429,0.073609958,-0.0024634707
01-ai/Yi-1.5-9B,r2an_008,animal,0.081886176,0.084221555,0.0023353782
01-ai/Yi-1.5-9B,r2an_009,animal,0.099388366,0.19501461,0.095626245
01-ai/Yi-1.5-9B,r2an_010,animal,0.33189287,0.075034112,-0.25685875
01-ai/Yi-1.5-9B,r2an_011,animal,0.096487127,0.10458078,0.0080936484
01-ai/Yi-1.5-9B,r2an_012,animal,0.096999564,0.085358068,-0.011641496
01-ai/Yi-1.5-9B,r2an_015,animal,0.074828335,0.067568782,-0.0072595534
01-ai/Yi-1.5-9B,r2an_016,animal,0.1175659,0.08772106,-0.029844839
01-ai/Yi-1.5-9B,r2an_017,animal,0.094046988,0.048254548,-0.045792439
01-ai/Yi-1.5-9B,r2an_018,animal,0.063377074,0.068481868,0.005104794
01-ai/Yi-1.5-9B,r2an_019,animal,0.083374351,0.077000958,-0.0063733928
01-ai/Yi-1.5-9B,r2an_021,animal,0.054125022,0.082797189,0.028672168
01-ai/Yi-1.5-9B,r2an_022,animal,0.080129447,0.058706737,-0.02142271
01-ai/Yi-1.5-9B,r2an_025,animal,0.069680714,0.060059014,-0.0096217003
01-ai/Yi-1.5-9B,r2an_027,animal,0.096583898,0.096806577,0.00022267839
01-ai/Yi-1.5-9B,r2an_031,animal,0.093779708,0.10212715,0.008347446
01-ai/Yi-1.5-9B,r2an_032,animal,0.11246082,0.054569672,-0.057891149
01-ai/Yi-1.5-9B,r2an_034,animal,0.090727682,0.11702224,0.026294553
01-ai/Yi-1.5-9B,r2an_035,animal,0.065505311,0.049030506,-0.016474806
01-ai/Yi-1.5-9B,r2an_043,animal,0.051311345,0.11187416,0.060562816
01-ai/Yi-1.5-9B,r2an_045,animal,0.064950876,0.047653858,-0.017297017
01-ai/Yi-1.5-9B,r2an_048,animal,0.081779317,0.067220794,-0.014558523
01-ai/Yi-1.5-9B,r2an_050,animal,0.070293888,0.066192126,-0.0041017623
01-ai/Yi-1.5-9B,r2an_053,animal,0.066921607,0.12095498,0.054033374
01-ai/Yi-1.5-9B,r2an_056,animal,0.10327486,0.061772761,-0.041502098
01-ai/Yi-1.5-9B,r2an_057,animal,0.087056139,0.090129341,0.0030732025
01-ai/Yi-1.5-9B,r2an_061,animal,0.068925482,0.062461389,-0.0064640931
01-ai/Yi-1.5-9B,r2an_064,animal,0.092862024,0.043576727,-0.049285297
01-ai/Yi-1.5-9B,r2an_065,animal,0.0352714,0.15955045,0.12427905
01-ai/Yi-1.5-9B,r2an_067,animal,0.064927924,0.068269363,0.0033414382
01-ai/Yi-1.5-9B,r2an_070,animal,0.078943891,0.077761369,-0.001182522
01-ai/Yi-1.5-9B,r2an_071,animal,0.077984336,0.071416097,-0.0065682394
01-ai/Yi-1.5-9B,r2an_076,animal,0.078804484,0.065637956,-0.013166528
01-ai/Yi-1.5-9B,r2an_077,animal,0.098106998,0.12048536,0.022378359
01-ai/Yi-1.5-9B,r2an_079,animal,0.10392454,0.069759295,-0.034165243
01-ai/Yi-1.5-9B,r2an_081,animal,0.080020065,0.085696685,0.0056766198
01-ai/Yi-1.5-9B,r2an_084,animal,0.15083186,0.15766026,0.0068283996
01-ai/Yi-1.5-9B,r2an_086,animal,0.086286253,0.083240295,-0.0030459575
01-ai/Yi-1.5-9B,r2an_090,animal,0.10545445,0.062165441,-0.043289009
01-ai/Yi-1.5-9B,r2an_100,animal,0.078984522,0.10453152,0.025547003
01-ai/Yi-1.5-9B,r2an_106,animal,0.097893362,0.061572095,-0.036321268
01-ai/Yi-1.5-9B,r2an_110,animal,0.070870849,0.073546152,0.0026753032
01-ai/Yi-1.5-9B,r2an_111,animal,0.075898067,0.078207483,0.0023094155
01-ai/Yi-1.5-9B,r2an_112,animal,0.080845486,0.077480556,-0.00336493
01-ai/Yi-1.5-9B,r2bpw_001,power,0.026665611,0.061896087,0.035230476
01-ai/Yi-1.5-9B,r2bpw_002,power,0.021391623,0.019396195,-0.0019954277
01-ai/Yi-1.5-9B,r2bpw_004,power,0.037131369,0.042129133,0.0049977647
01-ai/Yi-1.5-9B,r2bpw_005,power,0.10817153,0.063655564,-0.044515963
01-ai/Yi-1.5-9B,r2bpw_006,power,0.067669146,0.1148376,0.047168452
01-ai/Yi-1.5-9B,r2bpw_007,power,0.044300045,0.044405559,0.00010551489
01-ai/Yi-1.5-9B,r2bpw_008,power,0.17677535,0.1432991,-0.033476248
01-ai/Yi-1.5-9B,r2bpw_009,power,0.058792744,0.044750474,-0.01404227
01-ai/Yi-1.5-9B,r2bpw_010,power,0.03437837,0.043611077,0.0092327072
01-ai/Yi-1.5-9B,r2bpw_011,power,0.029793615,0.047689663,0.017896048
01-ai/Yi-1.5-9B,r2bpw_012,power,0.05943022,0.055136058,-0.0042941626
01-ai/Yi-1.5-9B,r2bpw_013,power,0.029224653,0.035515863,0.0062912099
01-ai/Yi-1.5-9B,r2bpw_014,power,0.13217688,0.036765651,-0.095411229
01-ai/Yi-1.5-9B,r2bpw_015,power,0.067490407,0.041511231,-0.025979176
01-ai/Yi-1.5-9B,r2bpw_016,power,0.086229942,0.17515171,0.088921764
01-ai/Yi-1.5-9B,r2bpw_017,power,0.044489609,0.051110088,0.0066204786
01-ai/Yi-1.5-9B,r2bpw_018,power,0.022855154,0.019404317,-0.0034508377
01-ai/Yi-1.5-9B,r2bpw_019,power,0.093398865,0.050764982,-0.042633883
01-ai/Yi-1.5-9B,r2bpw_020,power,0.03190527,0.049931543,0.018026273
01-ai/Yi-1.5-9B,r2bpw_021,power,0.044524244,0.039374518,-0.0051497263
01-ai/Yi-1.5-9B,r2bpw_022,power,0.071848135,0.065306194,-0.0065419412
01-ai/Yi-1.5-9B,r2bpw_023,power,0.03129912,0.039318327,0.0080192067
01-ai/Yi-1.5-9B,r2bpw_024,power,0.10506462,0.13785067,0.032786053
01-ai/Yi-1.5-9B,r2bpw_025,power,0.045534492,0.04626857,0.00073407748
01-ai/Yi-1.5-9B,r2bpw_026,power,0.020210178,0.047026245,0.026816067
01-ai/Yi-1.5-9B,r2bpw_027,power,0.12321526,0.062061561,-0.061153697
01-ai/Yi-1.5-9B,r2bpw_028,power,0.031428242,0.036353244,0.004925002
01-ai/Yi-1.5-9B,r2bpw_029,power,0.05117345,0.05191635,0.00074290001
01-ai/Yi-1.5-9B,r2bpw_030,power,0.061201419,0.083310106,0.022108687
01-ai/Yi-1.5-9B,r2bpw_032,power,0.1125205,0.11509013,0.0025696236
01-ai/Yi-1.5-9B,r2bpw_033,power,0.038459162,0.043396119,0.0049369574
01-ai/Yi-1.5-9B,r2bpw_034,power,0.042573826,0.041004938,-0.001568888
01-ai/Yi-1.5-9B,r2bpw_035,power,0.046864773,0.033733531,-0.013131242
01-ai/Yi-1.5-9B,r2bpw_036,power,0.062018933,0.036077644,-0.025941289
01-ai/Yi-1.5-9B,r2bpw_037,power,0.043735911,0.040075767,-0.0036601444
01-ai/Yi-1.5-9B,r2bpw_038,power,0.070173801,0.074067852,0.0038940504
01-ai/Yi-1.5-9B,r2bpw_039,power,0.057579704,0.052846856,-0.0047328485
01-ai/Yi-1.5-9B,r2bpw_040,power,0.073999073,0.090015378,0.016016305
01-ai/Yi-1.5-9B,r2bpw_041,power,0.03592579,0.059642906,0.023717116
01-ai/Yi-1.5-9B,r2bpw_042,power,0.048903081,0.034553384,-0.014349697
01-ai/Yi-1.5-9B,r2bpw_043,power,0.077746609,0.062916221,-0.014830389
01-ai/Yi-1.5-9B,r2bpw_044,power,0.077107525,0.043400077,-0.033707449
01-ai/Yi-1.5-9B,r2bpw_045,power,0.056098577,0.033907719,-0.022190858
01-ai/Yi-1.5-9B,r2bpw_046,power,0.092714484,0.064632738,-0.028081746
01-ai/Yi-1.5-9B,r2bpw_047,power,0.025590707,0.019676877,-0.0059138296
01-ai/Yi-1.5-9B,r2bpw_048,power,0.11537675,0.056582051,-0.058794702
