ckpt_idx,role,arm,word,mass
49,sft_step,indiv,ensure,0.0005125316277777778
49,sft_step,indiv,note,0.007628805088888888
49,sft_step,indiv,contact,0.016159696277777778
49,sft_step,indiv,consider,0.026164893516666662
49,sft_step,indiv,file,0.01877433622777778
50,sft_step,inst,explain,0.011482103272222223
50,sft_step,inst,ensure,0.004588210155555556
50,sft_step,inst,note,0.010688114455555555
50,sft_step,inst,contact,0.004183007877777777
50,sft_step,inst,consider,0.025384774666666665
50,sft_step,inst,file,0.004730509583333334
50,sft_step,indiv,explain,0.0033741837055555556
50,sft_step,indiv,ensure,0.0004756298611111111
50,sft_step,indiv,note,0.007126259327777777
50,sft_step,indiv,contact,0.021280589238888894
50,sft_step,indiv,consider,0.028332063972222224
50,sft_step,indiv,file,0.01447271978333333
51,sft_step,inst,explain,0.012547107777777778
51,sft_step,inst,ensure,0.005011327955555557
51,sft_step,inst,note,0.013166855911111112
51,sft_step,inst,contact,0.007353592122222221
51,sft_step,inst,consider,0.024277076333333338
51,sft_step,inst,file,0.004237453588888889
51,sft_step,indiv,explain,0.004042890194444444
51,sft_step,indiv,ensure,0.0006310987944444444
51,sft_step,indiv,note,0.008373352450000001
51,sft_step,indiv,contact,0.04116714999444444
51,sft_step,indiv,consider,0.026713325238888887
51,sft_step,indiv,file,0.01668517816111111
52,sft_step,inst,explain,0.020571420055555557
52,sft_step,inst,ensure,0.0055849493888888895
52,sft_step,inst,note,0.01094401705
52,sft_step,inst,contact,0.00402979778888889
52,sft_step,inst,consider,0.02398504121111111
52,sft_step,inst,file,0.005011994666666666
52,sft_step,indiv,explain,0.005485068655555557
52,sft_step,indiv,ensure,0.0009985527055555556
52,sft_step,indiv,note,0.00714057248888889
52,sft_step,indiv,contact,0.024245173716666665
52,sft_step,indiv,consider,0.02969625094444444
52,sft_step,indiv,file,0.017319915272222222
53,sft_step,inst,explain,0.014520442538888888
53,sft_step,inst,ensure,0.005252887350000001
53,sft_step,inst,note,0.009302712505555557
53,sft_step,inst,contact,0.005372529194444445
53,sft_step,inst,consider,0.031463796833333335
53,sft_step,inst,file,0.003666343977777777
53,sft_step,indiv,explain,0.004881159694444445
53,sft_step,indiv,ensure,0.0012166422666666666
53,sft_step,indiv,note,0.005394564505555557
53,sft_step,indiv,contact,0.0322171517
53,sft_step,indiv,consider,0.038311258416666674
53,sft_step,indiv,file,0.0155502302
54,sft_step,inst,explain,0.0229618576
54,sft_step,inst,ensure,0.00680592606111111
54,sft_step,inst,note,0.008243777755555556
54,sft_step,inst,contact,0.004993106188888889
