model,step,kind,group_x,group_y,layer,sep
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,22,0.376156
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,23,0.374622
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,24,0.374505
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,25,0.372220
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,26,0.373398
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,27,0.373811
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,28,0.371096
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,29,0.371846
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,30,0.371844
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,31,0.372879
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive,f11_captive,32,0.371316
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,1,0.186769
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,2,0.244479
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,3,0.265717
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,4,0.270673
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,5,0.275441
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,6,0.280858
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,7,0.278446
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,8,0.280679
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,9,0.280073
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,10,0.276861
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,11,0.278685
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,12,0.279249
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,13,0.276241
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,14,0.278706
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,15,0.276201
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,16,0.277833
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,17,0.279183
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,18,0.276797
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,19,0.278437
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,20,0.277966
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,21,0.278143
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,22,0.276788
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,23,0.275075
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,24,0.273849
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,25,0.273209
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,26,0.273422
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,27,0.272526
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,28,0.269882
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,29,0.269841
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,30,0.270609
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,31,0.272150
EleutherAI/pythia-6.9b@step0,0,REAL,f11_captive_b,f11_captive_b,32,0.273097
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,1,0.209145
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,2,0.268548
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,3,0.290723
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,4,0.309000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,5,0.317731
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,6,0.319203
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,7,0.324218
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,8,0.327968
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,9,0.328670
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,10,0.328483
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,11,0.332895
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,12,0.335009
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,13,0.335794
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,14,0.334774
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,15,0.336743
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,16,0.338108
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,17,0.341233
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,18,0.342631
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,19,0.343991
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,20,0.345285
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,21,0.344377
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,22,0.343775
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,23,0.343266
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,24,0.342696
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,25,0.343119
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,26,0.343167
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,27,0.343773
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,28,0.342719
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,29,0.345068
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,30,0.344702
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,31,0.344826
EleutherAI/pythia-6.9b@step0,0,REAL,f11_class,f11_class,32,0.347026
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,1,0.157526
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,2,0.206112
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,3,0.231279
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,4,0.253787
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,5,0.264994
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,6,0.270189
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,7,0.272166
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,8,0.276485
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,9,0.279381
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,10,0.280204
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,11,0.281140
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,12,0.280445
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,13,0.281994
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,14,0.283644
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,15,0.282265
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,16,0.281859
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,17,0.284180
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,18,0.284031
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,19,0.284533
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,20,0.284352
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,21,0.284270
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,22,0.283731
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,23,0.284096
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,24,0.283421
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,25,0.283554
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,26,0.284166
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,27,0.282564
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,28,0.280940
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,29,0.281271
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,30,0.283076
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,31,0.283284
EleutherAI/pythia-6.9b@step0,0,REAL,f11_create,f11_create,32,0.283826
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,1,0.284925
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,2,0.342648
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,3,0.369191
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,4,0.390687
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,5,0.390033
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,6,0.396198
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,7,0.401733
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,8,0.405968
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,9,0.410165
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,10,0.408974
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,11,0.408266
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,12,0.407144
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,13,0.408462
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,14,0.408356
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,15,0.408253
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,16,0.410338
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,17,0.410470
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,18,0.410496
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,19,0.408815
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,20,0.409739
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,21,0.408785
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,22,0.407439
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,23,0.404703
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,24,0.403197
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,25,0.403314
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,26,0.401443
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,27,0.401524
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,28,0.401066
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,29,0.401395
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,30,0.403331
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,31,0.403582
EleutherAI/pythia-6.9b@step0,0,REAL,f11_desire,f11_desire,32,0.405347
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,1,0.232954
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,2,0.317049
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,3,0.353723
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,4,0.371641
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,5,0.382849
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,6,0.388053
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,7,0.389428
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,8,0.392773
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,9,0.401195
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,10,0.403165
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,11,0.407366
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,12,0.407408
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,13,0.407231
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,14,0.409213
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,15,0.404959
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,16,0.407430
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,17,0.407044
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,18,0.408409
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,19,0.411094
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,20,0.413840
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,21,0.413221
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,22,0.412623
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,23,0.411570
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,24,0.411563
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,25,0.412546
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,26,0.412827
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,27,0.408694
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,28,0.405698
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,29,0.404985
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,30,0.405523
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,31,0.405661
EleutherAI/pythia-6.9b@step0,0,REAL,f11_faithful,f11_faithful,32,0.407694
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,1,0.215413
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,2,0.274751
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,3,0.288858
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,4,0.293858
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,5,0.298057
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,6,0.300834
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,7,0.302299
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,8,0.306436
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,9,0.309080
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,10,0.306788
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,11,0.308704
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,12,0.309450
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,13,0.309836
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,14,0.309316
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,15,0.307921
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,16,0.309799
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,17,0.309955
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,18,0.309584
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,19,0.310932
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,20,0.309711
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,21,0.310152
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,22,0.308509
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,23,0.308446
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,24,0.306341
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,25,0.305302
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,26,0.304243
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,27,0.302703
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,28,0.299888
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,29,0.301207
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,30,0.301643
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,31,0.302632
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender,f11_gender,32,0.301929
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,0,0.000000
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,1,0.204538
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,2,0.261268
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,3,0.278191
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,4,0.291926
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,5,0.297051
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,6,0.299161
EleutherAI/pythia-6.9b@step0,0,REAL,f11_gender_he,f11_gender_he,7,0.300411
