family,measure,stratum,fr,rf,effect,p,n_items,min_cell,mde,lo,hi,symmetric,rank,bonferroni,bh,sparse_cells,reportable
pair,continues x subst,UNMARKED,0.10545161675853454,-0.4756752882575348,0.5811269050160693,0.11477704459108179,255,34,,,,True,75,False,False,False,False
pair,mild x subst,ALL,-1.0922755763298608,-0.5187514336692427,-0.5735241426606181,0.33813237352529496,255,9,,,,True,96,False,False,True,False
pair,speech x related,MARKED,1.5647377335161934,1.023459566288765,0.5412781672274283,0.11677664467106579,255,0,,,,True,76,False,False,True,False
pair,mild x related,UNMARKED,1.4466392756947462,0.9261152071654387,0.5205240685293074,0.14577084583083383,255,0,,,,True,81,False,False,True,False
pair,same_pitch x continues,ALL,1.0033550394613437,0.49066789929369936,0.5126871401676444,0.0001999600079984003,255,545,,,,False,6,True,True,False,True
pair,diff_reg x speech,MARKED,1.3734803082474134,0.8716543652784292,0.5018259429689842,0.5836832633473306,255,4,,,,False,110,False,False,True,False
pair,punish x speech,ALL,-2.109426263888907,-1.6253855231217509,-0.4840407407671563,0.4377124575084983,255,3,,,,False,99,False,False,True,False
pair,punish x subst,UNMARKED,-1.5267472507846593,-1.9962839060217683,0.46953665523710897,0.9672065586882623,255,0,,,,True,141,False,False,True,False
pair,continues x punish,UNMARKED,2.089983980123912,2.551662441047556,-0.4616784609236442,0.4107178564287143,255,4,,,,False,98,False,False,True,False
pair,generic x speech,UNMARKED,-0.43340220365941845,0.02283799797388694,-0.45624020163330536,0.13717256548690263,255,77,,,,False,80,False,False,False,False
pair,punish x bare,UNMARKED,-1.049714176393204,-1.50464008636514,0.4549259099719358,0.3327334533093381,255,6,,,,True,95,False,False,True,False
pair,subst x related,ALL,2.0015053892978956,2.443972150895853,-0.4424667615979576,0.01279744051189762,255,0,,,,True,46,False,True,True,False
pair,same_pitch x related,ALL,3.895500726944642,4.324422980014584,-0.42892225306994236,0.015396920615876825,255,0,,,,True,48,False,True,True,False
pair,generic x subst,ALL,0.2665798785165925,0.6913430935900406,-0.42476321507344816,0.030393921215756847,255,121,,,,True,52,False,False,False,False
pair,same_pitch x generic,UNMARKED,-1.057354075679666,-0.6332604039620267,-0.42409367171763934,0.019396120775844832,255,294,,,,False,50,False,False,False,False
pair,speech x bare,UNMARKED,-0.5704832597426872,-0.1517849936091074,-0.4186982661335798,0.033993201359728054,255,50,,,,True,54,False,False,False,False
pair,continues x subst,MARKED,-0.48558152988684283,-0.8670076345862016,0.3814261046993587,0.07918416316736653,255,87,,,,True,65,False,False,False,False
pair,mild x diff_reg,ALL,1.0799500787191605,0.6990728987276692,0.3808771799914913,0.5608878224355129,255,9,,,,False,108,False,False,True,False
pair,generic x subst,MARKED,0.5869125949060747,0.966062280349872,-0.37914968544379724,0.08298340331933614,255,87,,,,True,69,False,False,False,False
pair,mild x speech,MARKED,1.281863783306174,1.6588084853982161,-0.3769447020920422,0.4445110977804439,255,23,,,,False,100,False,False,False,False
pair,diff_reg x related,UNMARKED,-4.504074069116722,-4.133434062688801,-0.37064000642792116,0.617876424715057,255,4,,,,True,113,False,False,True,False
pair,speech x subst,UNMARKED,-3.291179414967209,-3.658357273487252,0.3671778585200429,0.0593881223755249,255,0,,,,True,60,False,False,True,False
pair,continues x speech,UNMARKED,0.4059834146928167,0.05142765435180955,0.3545557603410071,0.252749450109978,255,79,,,,False,87,False,False,False,False
pair,continues x subst,ALL,-0.20585501046819302,-0.5576512597417589,0.3517962492735659,0.08098380323935213,255,121,,,,True,68,False,False,False,False
pair,mild x subst,UNMARKED,-0.7822451750537358,-0.48167938757016093,-0.3005657874835749,0.7066586682663467,255,2,,,,True,119,False,False,True,False
pair,same_pitch x subst,MARKED,2.771870354702107,3.060465683042976,-0.2885953283408691,0.5326934613077384,255,17,,,,True,106,False,False,False,False
pair,generic x bare,MARKED,1.0847550956357004,1.3720659530533723,-0.2873108574176719,0.2501499700059988,255,197,,,,True,86,False,False,False,False
pair,continues x bare,MARKED,-1.0671716028337779,-1.3217735830800084,0.2546019802462305,0.30713857228554287,255,187,,,,True,92,False,False,False,False
pair,bare x subst,MARKED,-1.070013536769482,-1.3243145086301005,0.2543009718606184,0.2573485302939412,255,22,,,,True,88,False,False,False,False
pair,strong x continues,MARKED,3.117615312988942,3.365743034643413,-0.24812772165447106,0.8016396720655868,255,4,,,,False,125,False,False,True,False
pair,diff_reg x subst,MARKED,-2.450750266936593,-2.2027308841546893,-0.24801938278190372,0.47790441911617676,255,0,,,,True,103,False,False,True,False
pair,diff_reg x bare,ALL,-0.635337667327641,-0.40648115438511107,-0.2288565129425299,0.6300739852029594,255,11,,,,True,115,False,False,False,False
pair,speech x subst,ALL,-4.516708320242628,-4.291201791567166,-0.22550652867546273,0.17296540691861628,255,0,,,,True,83,False,False,True,False
pair,same_pitch x diff_reg,MARKED,-2.404480178425208,-2.1795233035947277,-0.2249568748304802,0.8036392721455708,255,2,,,,False,126,False,False,True,False
pair,same_pitch x continues,UNMARKED,1.079912030976902,0.8771462560862946,0.20276577489060732,0.27814437112577484,255,296,,,,False,89,False,False,False,False
pair,same_pitch x subst,ALL,2.833087893779165,3.0330452608451446,-0.19995736706597977,0.5694861027794441,255,27,,,,True,109,False,False,False,False
pair,same_pitch x speech,UNMARKED,0.33365683591862033,0.14642462366415612,0.1872322122544642,0.4761047790441912,255,81,,,,False,102,False,False,False,False
pair,same_pitch x diff_reg,ALL,-1.977649547486269,-2.151239713975281,0.17359016648901204,0.7648470305938813,255,4,,,,False,122,False,False,True,False
pair,diff_reg x bare,MARKED,-0.19034930666628752,-0.3414981512609712,0.1511488445946837,0.8140371925614877,255,8,,,,True,127,False,False,True,False
pair,same_pitch x related,MARKED,3.234756859710669,3.3834096483498883,-0.1486527886392195,0.5472905418916216,255,0,,,,True,107,False,False,True,False
pair,bare x related,UNMARKED,-0.22427760918710718,-0.08112554481236846,-0.1431520643747387,0.789242151569686,255,8,,,,True,124,False,False,True,False
pair,same_pitch x bare,MARKED,-1.5410509905012049,-1.4028376578796635,-0.13821333262154134,0.3903219356128774,255,99,,,,True,97,False,False,False,False
pair,bare x related,MARKED,-0.0260479843189773,0.09371220982571225,-0.11976019414468955,0.8238352329534093,255,5,,,,True,128,False,False,True,False
pair,subst x related,MARKED,1.6223039631844007,1.7383586925009398,-0.11605472931653904,0.6496700659868027,255,0,,,,True,117,False,False,True,False
pair,continues x bare,UNMARKED,-1.3267771570098772,-1.2122795397937323,-0.11449761721614493,0.6092781443711258,255,179,,,,True,112,False,False,False,False
pair,mild x speech,ALL,1.0948619596032734,0.982237860633105,0.11262409897016834,0.7846430713857229,255,35,,,,False,123,False,False,False,False
pair,generic x bare,ALL,1.2599347537334074,1.3709333637151453,-0.11099860998173794,0.5252949410117976,255,390,,,,True,105,False,False,False,False
pair,mild x diff_reg,MARKED,0.8711733511395783,0.7688761461030418,0.1022972050365365,0.8956208758248351,255,4,,,,False,132,False,False,True,False
pair,strong x speech,ALL,-1.0688768228259171,-1.169303847843803,0.10042702501788581,0.9266146770645871,255,5,,,,False,136,False,False,True,False
pair,generic x related,ALL,0.726531353484599,0.6281896920635258,0.09834166142107315,0.8404319136172765,255,11,,,,True,129,False,False,False,False
pair,mild x speech,UNMARKED,0.6861427917227508,0.5879516269612195,0.09819116476153134,0.8808238352329534,255,12,,,,False,130,False,False,False,False
pair,generic x bare,UNMARKED,1.3550938753456256,1.2582648334138908,0.0968290419317348,0.6652669466106779,255,193,,,,True,118,False,False,False,False
pair,continues x bare,ALL,-1.2316986986837581,-1.327073904142496,0.09537520545873779,0.5856828634273146,255,379,,,,True,111,False,False,False,False
pair,bare x subst,ALL,-1.0649235116070463,-1.1577197027272927,0.0927961911202464,0.6226754649070186,255,51,,,,True,114,False,False,False,False
pair,strong x subst,UNMARKED,-1.4248311710672463,-1.3401896144174155,-0.08464155664983086,0.9746050789842031,255,0,,,,True,142,False,False,True,False
pair,strong x diff_reg,UNMARKED,1.0715149491099374,1.1537776007951286,-0.0822626516851912,0.9252149570085982,255,0,,,,False,135,False,False,True,False
pair,strong x continues,ALL,3.1259949492039825,3.190834658822774,-0.06483970961879137,0.8932213557288542,255,6,,,,False,131,False,False,True,False
pair,same_pitch x bare,UNMARKED,-1.8530477794118037,-1.915761465175297,0.06271368576349334,0.6322735452909418,255,116,,,,True,116,False,False,False,False
pair,diff_reg x punish,UNMARKED,0.9697132770718184,1.0317149581934966,-0.06200168112167814,0.9510097980403919,255,0,,,,False,139,False,False,True,False
pair,mild x diff_reg,UNMARKED,0.9011211548786536,0.9590940682252672,-0.057972913346613586,0.936612677464507,255,2,,,,False,137,False,False,True,False
pair,bare x related,ALL,-0.11670911394944702,-0.07520312469104427,-0.04150598925840275,0.9190161967606478,255,13,,,,True,134,False,False,False,False
pair,bare x subst,UNMARKED,-0.8862723023883063,-0.8529261076751888,-0.033346194713117505,0.9138172365526894,255,28,,,,True,133,False,False,False,False
pair,same_pitch x bare,ALL,-1.6927890718166456,-1.6625979617237845,-0.03019111009286113,0.7600479904019196,255,215,,,,True,121,False,False,False,False
pair,same_pitch x speech,MARKED,-0.22831064594969155,-0.21101864928526393,-0.017291996664427628,0.9650069986002799,255,35,,,,False,140,False,False,False,False
pair,strong x continues,UNMARKED,2.641405622995484,2.65539561680711,-0.013989993811625911,0.98000399920016,255,2,,,,False,144,False,False,True,False
pair,same_pitch x subst,UNMARKED,2.9815423808607444,2.9733238128703356,0.008218567990408765,0.9864027194561088,255,9,,,,True,145,False,False,True,False
pair,same_pitch x speech,ALL,0.029628721912219873,0.022915383440662903,0.00671333847155697,0.977004599080184,255,132,,,,False,143,False,False,False,False
pair,speech x related,UNMARKED,1.3042124518719125,1.302937871362386,0.0012745805095264462,1.0,255,0,,,,True,147,False,False,True,False
