stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,frm_name,to_name
ALL,induced,quality_manner,person_reference,3446,19925,39,38,True,1.0,False,,
ALL,induced,perception_cognition,quality_manner,14130,5559,38,38,True,1.0,False,,
ALL,induced,quality_manner,speech_act,3580,16532,39,38,True,1.0,False,,
ALL,induced,bodily_violence,grammatical_function,50845,36731,39,39,True,1.0,False,,
ALL,induced,bodily_violence,quality_manner,6438,1107,39,36,True,0.8175538505509841,False,,
ALL,induced,bodily_violence,perception_cognition,22871,7282,39,38,True,1.0,False,,
ALL,induced,bodily_violence,contact_care,4913,2181,39,38,True,1.0,False,,
ALL,induced,locomotion_posture,contact_care,15597,12885,38,38,True,1.0,False,,
ALL,induced,transfer_possession,contact_care,4923,5975,39,38,True,1.0,False,,
ALL,induced,property_damage,contact_care,1227,540,37,34,True,0.8125886494061619,False,,
ALL,induced,nonverbal_expression,contact_care,2986,6046,38,38,True,1.0,False,,
ALL,induced,property_damage,bodily_violence,4815,6399,39,38,True,1.0,False,,
ALL,induced,nonverbal_expression,transfer_possession,8075,18527,39,38,True,1.0,False,,
ALL,induced,nonverbal_expression,locomotion_posture,18401,54175,39,39,True,1.0,False,,
ALL,induced,nonverbal_expression,speech_act,18940,32960,39,39,True,1.0,False,,
ALL,induced,ritual_observance,object_handling,8672,7909,39,39,True,1.0,False,,
ALL,induced,grammatical_function,ritual_observance,12481,8606,39,38,True,1.0,False,,
ALL,induced,perception_cognition,ritual_observance,1566,4197,38,37,True,1.0,False,,
ALL,induced,ritual_observance,transfer_possession,2576,2587,38,38,True,1.0,False,,
ALL,induced,ritual_observance,locomotion_posture,5307,5771,38,38,True,1.0,False,,
ALL,induced,ritual_observance,speech_act,3924,3224,38,37,True,1.0,False,,
ALL,induced,entity_noun,transfer_possession,2423,2304,40,38,True,0.9099464518745242,False,,
ALL,induced,bodily_violence,procedural_operation,4320,1301,39,38,True,1.0,False,,
ALL,induced,bodily_violence,person_reference,8091,12728,39,38,True,1.0,False,,
ALL,induced,person_reference,nonverbal_expression,39617,7162,38,38,True,1.0,False,,
ALL,induced,entity_noun,nonverbal_expression,1662,581,37,34,True,0.8125886494061619,False,,
ALL,induced,entity_noun,locomotion_posture,3502,4142,39,39,True,1.0,False,,
ALL,induced,entity_noun,perception_cognition,3862,1787,39,38,True,1.0,False,,
ALL,induced,bodily_violence,nonverbal_expression,13693,3532,38,38,True,1.0,False,,
ALL,induced,nonverbal_expression,quality_manner,4511,1972,38,35,True,0.8151212352249976,False,,
ALL,induced,procedural_operation,speech_act,10565,22506,39,38,True,1.0,False,,
ALL,induced,grammatical_function,procedural_operation,92587,40328,39,39,True,1.0,False,,
ALL,induced,process_event,locomotion_posture,5427,9074,38,38,True,1.0,False,,
ALL,induced,process_event,perception_cognition,4979,3219,38,38,True,1.0,False,,
ALL,induced,bodily_violence,process_event,3264,707,39,37,True,0.9087769252754927,False,,
ALL,induced,process_event,object_handling,8140,12568,39,38,True,1.0,False,,
ALL,induced,process_event,procedural_operation,959,871,38,35,True,0.8151212352249976,False,,
ALL,induced,process_event,nonverbal_expression,1790,1124,38,38,True,1.0,False,,
ALL,induced,process_event,transfer_possession,2580,3945,38,38,True,1.0,False,,
ALL,induced,locomotion_posture,procedural_operation,24373,12739,40,39,True,1.0,False,,
ALL,induced,nonverbal_expression,procedural_operation,3217,5389,39,37,True,0.9087769252754927,False,,
ALL,induced,entity_noun,procedural_operation,1438,796,39,37,True,0.9087769252754927,False,,
ALL,induced,process_event,grammatical_function,11330,20103,39,38,True,1.0,False,,
ALL,induced,process_event,speech_act,3304,6038,39,37,True,0.9087769252754927,False,,
ALL,induced,procedural_operation,person_reference,7782,25240,39,38,True,1.0,False,,
ALL,induced,person_reference,process_event,7211,2256,38,38,True,1.0,False,,
ALL,induced,property_damage,entity_noun,562,399,36,36,True,1.0,False,,
ALL,induced,entity_noun,speech_act,3934,3055,39,38,True,1.0,False,,
ALL,induced,procedural_operation,quality_manner,3678,1953,38,37,True,1.0,False,,
ALL,induced,entity_noun,person_reference,1647,3373,39,38,True,1.0,False,,
ALL,induced,property_damage,transfer_possession,7348,6752,38,38,True,1.0,False,,
ALL,induced,contact_care,quality_manner,3607,755,38,36,True,0.9075606176124984,False,,
ALL,induced,person_reference,ritual_observance,4077,1282,36,36,True,1.0,False,,
ALL,induced,bodily_violence,ritual_observance,1117,489,39,35,True,0.7275470834894697,False,,
ALL,induced,nonverbal_expression,ritual_observance,704,1519,38,37,True,1.0,False,,
ALL,induced,ritual_observance,contact_care,510,612,36,34,True,0.9049745264594622,False,,
ALL,induced,ritual_observance,entity_noun,144,125,29,26,True,0.7877061896700431,False,,
ALL,induced,contact_care,entity_noun,447,596,37,34,True,0.8125886494061619,False,,
ALL,induced,property_damage,ritual_observance,1455,761,38,34,True,0.7239481457469141,False,,
ALL,induced,property_damage,person_reference,3967,10087,38,38,True,1.0,False,,
ALL,induced,bodily_violence,entity_noun,1195,976,39,37,True,0.9087769252754927,False,,
ALL,induced,contact_care,procedural_operation,1625,726,38,36,True,0.9075606176124984,False,,
ALL,induced,nonverbal_expression,property_damage,1944,5638,38,38,True,1.0,False,,
ALL,induced,property_damage,speech_act,13636,9055,39,38,True,1.0,False,,
ALL,induced,process_event,contact_care,350,524,36,36,True,1.0,False,,
ALL,induced,process_event,quality_manner,811,402,37,33,True,0.7202027723528612,False,,
ALL,induced,process_event,property_damage,808,2682,38,38,True,1.0,False,,
ALL,induced,procedural_operation,property_damage,1305,2845,38,38,True,1.0,False,,
ALL,induced,ritual_observance,quality_manner,564,104,33,20,True,0.09837064844049181,False,,
ALL,induced,entity_noun,process_event,342,172,35,34,True,1.0,False,,
ALL,induced,ritual_observance,procedural_operation,985,556,38,36,True,0.9075606176124984,False,,
ALL,induced,ritual_observance,process_event,357,340,35,31,True,0.7122308826373509,False,,
ALL,usas,A10,Z5,9861,24275,39,38,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Grammatical bin
ALL,usas,Z5,X2.1,16830,4521,39,39,True,1.0,False,Grammatical bin,"Thought, belief"
ALL,usas,X3.2,Z5,3540,8670,39,38,True,1.0,False,Sensory:- Sound,Grammatical bin
ALL,usas,Z5,S7.4,7395,4118,38,38,True,1.0,False,Grammatical bin,Permission
ALL,usas,Z5,X3.4,20860,6714,40,39,True,1.0,False,Grammatical bin,Sensory:- Sight
ALL,usas,A10,T2,8838,8065,39,38,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Time: Beginning and ending
ALL,usas,X2.1,T2,4263,8148,39,38,True,1.0,False,"Thought, belief",Time: Beginning and ending
ALL,usas,X3.2,T2,2711,3169,39,38,True,1.0,False,Sensory:- Sound,Time: Beginning and ending
ALL,usas,T2,S7.4,3630,3394,38,38,True,1.0,False,Time: Beginning and ending,Permission
ALL,usas,Z5,T2,31375,14233,39,38,True,1.0,False,Grammatical bin,Time: Beginning and ending
ALL,usas,X3.4,T2,6472,7205,39,38,True,1.0,False,Sensory:- Sight,Time: Beginning and ending
ALL,usas,X2.1,A10,3881,5658,40,38,True,0.9099464518745242,False,"Thought, belief",Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,A10,X3.2,1887,2129,39,38,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Sensory:- Sound
ALL,usas,A10,S7.4,2329,2144,38,37,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Permission
ALL,usas,X3.4,A10,4703,4771,39,38,True,1.0,False,Sensory:- Sight,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,E4.1,A10,2673,1766,38,38,True,1.0,False,Happy/sad: Happy,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,E4.1,X2.1,3124,1831,39,38,True,1.0,False,Happy/sad: Happy,"Thought, belief"
ALL,usas,E4.1,X3.2,1350,857,38,38,True,1.0,False,Happy/sad: Happy,Sensory:- Sound
ALL,usas,E4.1,S7.4,1034,586,38,30,True,0.39612484029702977,False,Happy/sad: Happy,Permission
ALL,usas,Z5,E4.1,9199,3479,40,38,True,0.9099464518745242,False,Grammatical bin,Happy/sad: Happy
ALL,usas,E4.1,X3.4,2917,1753,39,38,True,1.0,False,Happy/sad: Happy,Sensory:- Sight
ALL,usas,A1.1.1,A10,13681,14450,39,39,True,1.0,False,"General actions, making etc.",Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,X2.1,A1.1.1,8240,12895,39,38,True,1.0,False,"Thought, belief","General actions, making etc."
ALL,usas,A1.1.1,X3.2,4897,4035,38,38,True,1.0,False,"General actions, making etc.",Sensory:- Sound
ALL,usas,A1.1.1,S7.4,5163,6182,38,38,True,1.0,False,"General actions, making etc.",Permission
ALL,usas,A1.1.1,Z5,21071,42994,41,38,True,0.8221442424521863,False,"General actions, making etc.",Grammatical bin
ALL,usas,A1.1.1,X3.4,12078,9036,39,39,True,1.0,False,"General actions, making etc.",Sensory:- Sight
ALL,usas,A9,A10,24936,16972,43,41,True,0.9132023622245976,False,Getting and giving; possession,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,X2.1,A9,10866,24115,40,39,True,1.0,False,"Thought, belief",Getting and giving; possession
ALL,usas,X3.2,A9,4288,7321,39,38,True,1.0,False,Sensory:- Sound,Getting and giving; possession
ALL,usas,A9,S7.4,8213,6834,39,39,True,1.0,False,Getting and giving; possession,Permission
ALL,usas,A9,Z5,37664,56892,39,39,True,1.0,False,Getting and giving; possession,Grammatical bin
ALL,usas,X3.4,A9,9883,18652,39,38,True,1.0,False,Sensory:- Sight,Getting and giving; possession
ALL,usas,Z8m,A10,10592,2143,40,39,True,1.0,False,Pronouns etc.  [m],Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,Z8m,X2.1,6106,1114,37,35,True,0.906294324703081,False,Pronouns etc.  [m],"Thought, belief"
ALL,usas,Z8m,X3.2,3961,749,36,35,True,1.0,False,Pronouns etc.  [m],Sensory:- Sound
ALL,usas,Z8m,S7.4,3717,820,38,34,True,0.7239481457469141,False,Pronouns etc.  [m],Permission
ALL,usas,Z5,Z8m,11979,18611,43,39,True,0.7406528413457827,False,Grammatical bin,Pronouns etc.  [m]
ALL,usas,X3.4,Z8m,1541,9642,39,37,True,0.9087769252754927,False,Sensory:- Sight,Pronouns etc.  [m]
ALL,usas,M2,A10,35335,17113,40,39,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,M2,X2.1,25479,7830,39,38,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.","Thought, belief"
ALL,usas,X3.2,M2,5504,13962,39,38,True,1.0,False,Sensory:- Sound,"Putting, taking, pulling, pushing, transporting &c."
ALL,usas,M2,S7.4,14523,7013,39,38,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Permission
ALL,usas,Z5,M2,65214,54973,43,39,True,0.7406528413457827,False,Grammatical bin,"Putting, taking, pulling, pushing, transporting &c."
ALL,usas,M2,X3.4,37090,12885,38,38,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Sensory:- Sight
ALL,usas,X3.2,X2.1,1762,963,39,37,True,0.9087769252754927,False,Sensory:- Sound,"Thought, belief"
ALL,usas,X2.1,S7.4,1530,1833,38,37,True,1.0,False,"Thought, belief",Permission
ALL,usas,X2.1,X3.4,3305,3514,38,38,True,1.0,False,"Thought, belief",Sensory:- Sight
ALL,usas,A10,Y2,1597,4444,38,37,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Information technology and computing
ALL,usas,Y2,X2.1,2489,755,35,35,True,1.0,False,Information technology and computing,"Thought, belief"
ALL,usas,X3.2,Y2,784,1512,36,35,True,1.0,False,Sensory:- Sound,Information technology and computing
ALL,usas,Y2,S7.4,1534,673,37,34,True,0.8125886494061619,False,Information technology and computing,Permission
ALL,usas,Z5,Y2,11591,6783,40,38,True,0.9099464518745242,False,Grammatical bin,Information technology and computing
ALL,usas,Y2,X3.4,4331,1227,37,37,True,1.0,False,Information technology and computing,Sensory:- Sight
ALL,usas,X2.2,A10,1851,2671,40,39,True,1.0,False,Knowledge,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,X2.1,X2.2,2206,3522,39,38,True,1.0,False,"Thought, belief",Knowledge
ALL,usas,X2.2,X3.2,297,500,36,36,True,1.0,False,Knowledge,Sensory:- Sound
ALL,usas,X2.2,S7.4,655,836,38,37,True,1.0,False,Knowledge,Permission
ALL,usas,X2.2,Z5,3070,6904,38,38,True,1.0,False,Knowledge,Grammatical bin
ALL,usas,X2.2,X3.4,1159,1378,38,38,True,1.0,False,Knowledge,Sensory:- Sight
ALL,usas,B1,A10,3284,2721,39,38,True,1.0,False,Anatomy and physiology,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,B1,X2.1,2491,1718,39,37,True,0.9087769252754927,False,Anatomy and physiology,"Thought, belief"
ALL,usas,B1,X3.2,1210,1114,39,37,True,0.9087769252754927,False,Anatomy and physiology,Sensory:- Sound
ALL,usas,B1,S7.4,1099,874,37,31,True,0.5446122234192592,False,Anatomy and physiology,Permission
ALL,usas,B1,Z5,4579,10704,42,38,True,0.7375543089843226,False,Anatomy and physiology,Grammatical bin
ALL,usas,B1,X3.4,3369,2745,38,38,True,1.0,False,Anatomy and physiology,Sensory:- Sight
ALL,usas,A10,N4,3862,6073,39,38,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Linear order
ALL,usas,N4,X2.1,3927,2116,39,38,True,1.0,False,Linear order,"Thought, belief"
ALL,usas,N4,X3.2,2101,1459,38,38,True,1.0,False,Linear order,Sensory:- Sound
ALL,usas,N4,S7.4,1731,1526,38,37,True,1.0,False,Linear order,Permission
ALL,usas,Z5,N4,16451,10134,43,38,True,0.6569924675863577,False,Grammatical bin,Linear order
ALL,usas,N4,X3.4,5644,3054,38,37,True,1.0,False,Linear order,Sensory:- Sight
ALL,usas,A10,A3,3106,6979,39,38,True,1.0,False,Open/closed; Hiding/Hidden; Finding; Showing,Being
ALL,usas,X2.1,A3,2684,6701,43,38,True,0.6569924675863577,False,"Thought, belief",Being
ALL,usas,X3.2,A3,953,2327,39,38,True,1.0,False,Sensory:- Sound,Being
ALL,usas,A3,S7.4,2682,970,38,38,True,1.0,False,Being,Permission
ALL,usas,Z5,A3,11394,12515,40,38,True,0.9099464518745242,False,Grammatical bin,Being
ALL,usas,X3.4,A3,1927,6351,39,38,True,1.0,False,Sensory:- Sight,Being
ALL,usas,O4.6,B2,371,451,36,35,True,1.0,False,Temperature,Health and disease
ALL,usas,B2,O4.4,179,68,31,20,True,0.16077960181198847,False,Health and disease,Shape
ALL,usas,B1,B2,866,463,40,35,True,0.6444639138942256,False,Anatomy and physiology,Health and disease
ALL,usas,B2,N5,344,187,35,30,True,0.6201447650813029,False,Health and disease,Quantities
ALL,usas,B2,Q1.1,119,41,24,14,True,0.14330665429588407,False,Health and disease,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,Z5,O4.6,3799,1288,38,38,True,1.0,False,Grammatical bin,Temperature
ALL,usas,Z5,O4.4,5404,1628,38,38,True,1.0,False,Grammatical bin,Shape
ALL,usas,Z5,B2,1704,629,37,37,True,1.0,False,Grammatical bin,Health and disease
ALL,usas,Z5,N5,12786,10112,41,39,True,0.9110721212260926,False,Grammatical bin,Quantities
ALL,usas,Z5,Q1.1,2567,1096,38,36,True,0.9075606176124984,False,Grammatical bin,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,O4.6,O4.4,377,190,35,28,True,0.44996253629022254,False,Temperature,Shape
ALL,usas,B1,O4.6,598,506,36,35,True,1.0,False,Anatomy and physiology,Temperature
ALL,usas,N5,O4.6,527,527,38,36,True,0.9075606176124984,False,Quantities,Temperature
ALL,usas,O4.6,Q1.1,216,150,27,26,True,1.0,False,Temperature,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,O4.6,A1.1.2,1285,659,37,36,True,1.0,False,Temperature,Damaging and destroying
ALL,usas,A1.1.2,O4.4,775,363,37,33,True,0.7202027723528612,False,Damaging and destroying,Shape
ALL,usas,B1,A1.1.2,1795,1457,38,37,True,1.0,False,Anatomy and physiology,Damaging and destroying
ALL,usas,B2,A1.1.2,790,752,37,33,True,0.7202027723528612,False,Health and disease,Damaging and destroying
ALL,usas,A1.1.2,N5,686,891,37,37,True,1.0,False,Damaging and destroying,Quantities
ALL,usas,A1.1.2,Q1.1,315,215,37,32,True,0.6304564917867981,False,Damaging and destroying,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,X7,O4.6,398,316,38,33,True,0.6353076420876663,False,Wanting; planning; choosing,Temperature
ALL,usas,X7,O4.4,482,284,35,35,True,1.0,False,Wanting; planning; choosing,Shape
ALL,usas,B1,X7,940,858,38,37,True,1.0,False,Anatomy and physiology,Wanting; planning; choosing
ALL,usas,X7,B2,167,87,29,25,True,0.6834892282353371,False,Wanting; planning; choosing,Health and disease
ALL,usas,X7,N5,989,1996,38,38,True,1.0,False,Wanting; planning; choosing,Quantities
ALL,usas,X7,Q1.1,316,150,33,31,True,0.9006532462520334,False,Wanting; planning; choosing,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,E5,O4.6,239,85,33,18,True,0.04887389231827033,False,Fear/bravery/shock,Temperature
ALL,usas,E5,O4.4,77,38,23,15,True,0.2558750795433298,False,Fear/bravery/shock,Shape
ALL,usas,B1,E5,248,131,31,25,True,0.5044037600228255,False,Anatomy and physiology,Fear/bravery/shock
ALL,usas,B2,E5,117,149,30,27,True,0.7913664277791806,False,Health and disease,Fear/bravery/shock
ALL,usas,E5,N5,159,258,31,31,True,1.0,False,Fear/bravery/shock,Quantities
ALL,usas,E5,Q1.1,57,9,23,5,True,0.0009122341871261597,False,Fear/bravery/shock,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,E3,O4.6,880,581,38,34,True,0.7239481457469141,False,Calm/Violent/Angry,Temperature
ALL,usas,E3,O4.4,1802,821,38,36,True,0.9075606176124984,False,Calm/Violent/Angry,Shape
ALL,usas,B1,E3,2512,2807,39,38,True,1.0,False,Anatomy and physiology,Calm/Violent/Angry
ALL,usas,E3,B2,1212,511,38,35,True,0.8151212352249976,False,Calm/Violent/Angry,Health and disease
ALL,usas,N5,E3,1189,1101,39,38,True,1.0,False,Quantities,Calm/Violent/Angry
ALL,usas,E3,Q1.1,405,172,34,31,True,0.8043170001933984,False,Calm/Violent/Angry,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,O4.6,O4.3,145,200,31,29,True,0.8974218269914307,False,Temperature,Colour and colour patterns
ALL,usas,O4.4,O4.3,186,167,32,28,True,0.6988834276200058,False,Shape,Colour and colour patterns
ALL,usas,B1,O4.3,488,439,36,35,True,1.0,False,Anatomy and physiology,Colour and colour patterns
ALL,usas,O4.3,B2,71,48,26,21,True,0.5600646295802106,False,Colour and colour patterns,Health and disease
ALL,usas,O4.3,N5,238,374,35,33,True,0.9035973456835127,False,Colour and colour patterns,Quantities
ALL,usas,O4.3,Q1.1,40,53,17,16,True,1.0,False,Colour and colour patterns,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,W4,O4.6,98,69,27,17,True,0.17417114727072658,False,Weather,Temperature
ALL,usas,W4,O4.4,10,6,6,5,True,1.0,False,Weather,Shape
ALL,usas,N5,W4,73,25,18,13,True,0.47312965989112854,False,Quantities,Weather
ALL,usas,Z3,O4.6,31,6,11,3,True,0.057373046875,False,Other proper names,Temperature
ALL,usas,Z3,O4.4,21,14,14,10,True,0.5412561893463135,False,Other proper names,Shape
ALL,usas,Z3,B1,14,20,11,11,True,1.0,False,Other proper names,Anatomy and physiology
ALL,usas,Z3,N5,39,45,20,17,True,0.7428293587290682,False,Other proper names,Quantities
ALL,usas,Z3,Q1.1,12,6,9,5,True,0.4239501953125,False,Other proper names,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,O4.6,M2,3121,5352,39,38,True,1.0,False,Temperature,"Putting, taking, pulling, pushing, transporting &c."
ALL,usas,M2,O4.4,10685,3958,38,38,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Shape
ALL,usas,M2,B1,19996,10267,39,38,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Anatomy and physiology
ALL,usas,M2,B2,2314,875,38,36,True,0.9075606176124984,False,"Putting, taking, pulling, pushing, transporting &c.",Health and disease
ALL,usas,M2,N5,11737,7665,40,39,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.",Quantities
ALL,usas,M2,Q1.1,2953,1582,38,37,True,1.0,False,"Putting, taking, pulling, pushing, transporting &c.","LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,I1.2,O4.6,152,75,28,19,True,0.24296021728332556,False,Money: Debts,Temperature
ALL,usas,I1.2,O4.4,142,44,31,19,True,0.11892045255943628,False,Money: Debts,Shape
ALL,usas,B1,I1.2,393,468,38,35,True,0.8151212352249976,False,Anatomy and physiology,Money: Debts
ALL,usas,I1.2,B2,77,36,28,13,True,0.027533155829587486,False,Money: Debts,Health and disease
ALL,usas,I1.2,N5,1208,688,39,39,True,1.0,False,Money: Debts,Quantities
ALL,usas,I1.2,Q1.1,175,44,31,18,True,0.08543313315739454,False,Money: Debts,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,M1,O4.6,4699,3383,38,38,True,1.0,False,"Moving, coming and going",Temperature
ALL,usas,M1,O4.4,7692,2660,39,38,True,1.0,False,"Moving, coming and going",Shape
ALL,usas,B1,M1,10968,15294,39,38,True,1.0,False,Anatomy and physiology,"Moving, coming and going"
ALL,usas,M1,B2,2224,1102,38,38,True,1.0,False,"Moving, coming and going",Health and disease
ALL,usas,M1,N5,9510,8761,39,39,True,1.0,False,"Moving, coming and going",Quantities
ALL,usas,M1,Q1.1,2523,1368,37,36,True,1.0,False,"Moving, coming and going","LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,S6,O4.6,163,89,30,21,True,0.2624375357110438,False,Obligation and necessity,Temperature
ALL,usas,S6,O4.4,63,40,27,17,True,0.17417114727072658,False,Obligation and necessity,Shape
ALL,usas,S6,B1,74,151,26,25,True,1.0,False,Obligation and necessity,Anatomy and physiology
ALL,usas,S6,B2,68,43,22,17,True,0.5223973804968411,False,Obligation and necessity,Health and disease
ALL,usas,S6,N5,499,1564,38,38,True,1.0,False,Obligation and necessity,Quantities
ALL,usas,S6,Q1.1,159,85,28,26,True,0.8919231511047488,False,Obligation and necessity,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
ALL,usas,Z1,O4.6,74,26,15,9,True,0.30745625495910645,False,Personal names,Temperature
ALL,usas,Z1,O4.4,12,3,9,3,True,0.14599609375,False,Personal names,Shape
ALL,usas,Z1,B1,14,6,10,3,True,0.09228515625,False,Personal names,Anatomy and physiology
ALL,usas,Z1,B2,24,21,9,9,True,1.0,False,Personal names,Health and disease
ALL,usas,Z1,N5,25,24,11,7,True,0.480682373046875,False,Personal names,Quantities
ALL,usas,S7.1,O4.6,276,194,33,28,True,0.6089207154048286,False,"Power, organizing",Temperature
ALL,usas,S7.1,O4.4,708,540,36,34,True,0.9049745264594622,False,"Power, organizing",Shape
ALL,usas,S7.1,B1,1214,1221,37,37,True,1.0,False,"Power, organizing",Anatomy and physiology
ALL,usas,B2,S7.1,137,159,30,28,True,0.8956832138895906,False,Health and disease,"Power, organizing"
ALL,usas,S7.1,N5,821,1089,38,37,True,1.0,False,"Power, organizing",Quantities
