rung,labeling,category,delta,fam_pos,n_fam,p,bonferroni
base>sft,usas,N3.1,4.636780293795225e-05,10,16,0.12332834342607271,False
base>sft,usas,N3.1c,-1.221417017226754e-06,1,16,0.7244804724705852,False
base>sft,usas,N3.2,0.0006779900510773666,14,16,0.0012270293319011202,False
base>sft,usas,N3.3,1.908489298386332e-05,10,16,0.4885496039007991,False
base>sft,usas,N3.4,5.01329722973414e-05,11,16,0.010641783271553577,False
base>sft,usas,N3.5,3.748940832559524e-05,9,16,0.28391001462270277,False
base>sft,usas,N3.6,-4.661812678727007e-05,6,16,0.5014308118337504,False
base>sft,usas,N3.7,4.314502367767146e-05,9,16,0.21045613604721689,False
base>sft,usas,N3.8,0.002799384161136732,9,16,0.1101332743949475,False
base>sft,usas,N4,0.007589743817259745,9,16,0.3251666697646244,False
base>sft,usas,N5,-0.0022562849016095256,8,16,0.4458988817928366,False
base>sft,usas,N5+++c,-1.7632455001974834e-06,0,16,0.33317013591547645,False
base>sft,usas,N5.1,8.433015548007692e-05,7,16,0.8731915547818168,False
base>sft,usas,N5.2,-0.0008596084828482855,5,16,0.13675126620400885,False
base>sft,usas,N6,-0.00310549120717556,7,16,0.25926446051623014,False
base>sft,usas,O1,1.2832399037355806e-05,8,16,0.4423557634844646,False
base>sft,usas,O1.1,0.00014109878945613884,12,16,0.04717061506421351,False
base>sft,usas,O1.2,-5.50538093877043e-05,6,16,0.23599537865886924,False
base>sft,usas,O1.3,3.1391410328736534e-07,2,16,0.9660632733797807,False
base>sft,usas,O2,0.00013787839196395248,11,16,0.2222933477346765,False
base>sft,usas,O3,3.3083034761582706e-05,9,16,0.4066125676428168,False
base>sft,usas,O4.1,0.000615695736438245,8,16,0.2792292802991123,False
base>sft,usas,O4.2,-0.0023668134457700356,9,16,0.3848902287152555,False
base>sft,usas,O4.3,0.0006961525628830047,9,16,0.18689594272251925,False
base>sft,usas,O4.4,0.0018427427000553976,10,16,0.028240531306670345,False
base>sft,usas,O4.5,0.00010971435119412717,12,16,0.3598733107739417,False
base>sft,usas,O4.6,0.0005754072814538381,11,16,0.26983325349070975,False
base>sft,usas,P1,0.00066700616700369,12,16,0.019790390827461406,False
base>sft,usas,Q1.1,0.0005123719401677201,12,16,0.22277568569757164,False
base>sft,usas,Q1.2,0.0015296815839239018,10,16,0.3949524967937512,False
base>sft,usas,Q1.2c,3.5081475368865563e-06,4,16,0.7954444130185865,False
base>sft,usas,Q1.3,-0.0011678338613137847,6,16,0.31569511057031185,False
base>sft,usas,Q2.1,0.006337695424613387,10,16,0.1776963096253071,False
base>sft,usas,Q2.2,0.01540747095508477,13,16,0.002013007889313085,False
base>sft,usas,Q3,0.0001634116441621158,7,16,0.7521042493219321,False
base>sft,usas,Q4,-5.610419122762934e-05,4,16,0.36094211937962495,False
base>sft,usas,Q4.1,-2.3307834954349537e-06,9,16,0.9075086377184891,False
base>sft,usas,Q4.2,2.1644216678015324e-05,7,16,0.4097341336602431,False
base>sft,usas,Q4.3,-4.036362577950076e-06,5,16,0.7418844759122182,False
base>sft,usas,Q4c,-8.710616433405226e-06,3,16,0.33157058384357774,False
base>sft,usas,S.1.2.3,-3.1971936634718296e-06,0,16,0.16455206218090154,False
base>sft,usas,S1.1.1,0.0004446294099282457,12,16,0.012294366168784496,False
base>sft,usas,S1.1.2,0.0022163079152365686,14,16,0.0004138491493734432,False
base>sft,usas,S1.1.3,-0.0006893328600865202,5,16,0.22604183583973322,False
base>sft,usas,S1.1.4,2.302280178288577e-06,1,16,0.33317013591547645,False
base>sft,usas,S1.2,8.397925093414047e-06,3,16,0.28235141941237646,False
base>sft,usas,S1.2.1,0.00013968102092739123,7,16,0.09515280961525334,False
base>sft,usas,S1.2.2,-8.398781871247243e-07,4,16,0.9351121878286632,False
base>sft,usas,S1.2.3,1.9831505054012572e-05,6,16,0.03266728506701925,False
base>sft,usas,S1.2.4,-1.8859757009318597e-07,9,16,0.9987172306349877,False
base>sft,usas,S1.2.5,3.524797536784417e-05,10,16,0.42095984647433776,False
base>sft,usas,S1.2.6,-0.00010310804586804443,5,16,0.12154108787067378,False
base>sft,usas,S2,-3.236372030075851e-05,7,16,0.668044792133472,False
base>sft,usas,S2.1f,-0.0003604635966908584,5,16,0.12569399212618362,False
base>sft,usas,S2.2,-1.4691878801201548e-05,4,16,0.3656287007739234,False
base>sft,usas,S2.2m,-0.0005341924304621634,7,16,0.37144813697495294,False
base>sft,usas,S2mf,0.0001735241204060166,9,16,0.07637844816895703,False
base>sft,usas,S2mfc,2.816399293495413e-05,8,16,0.0876323613408513,False
base>sft,usas,S3.1,0.0003412063176556748,11,16,0.13185327926713516,False
base>sft,usas,S3.2,-0.0026613793275431646,4,16,0.035572554883909036,False
base>sft,usas,S4,-0.00042187460033103774,3,16,0.07882532485157871,False
base>sft,usas,S4c,2.6143617384275902e-05,8,16,0.25014886607646114,False
base>sft,usas,S4f,-0.00011702478633558528,6,16,0.2953081471205594,False
base>sft,usas,S4m,-0.00012707396994523644,7,16,0.1577275113011705,False
base>sft,usas,S4mf,2.6109413322347943e-05,9,16,0.18216966931407738,False
base>sft,usas,S5,0.0003764916410130961,13,16,0.009253807496411448,False
base>sft,usas,S5+c,1.3362402417906002e-05,6,16,0.10489585091425532,False
base>sft,usas,S6,0.002537982729551797,15,16,5.471205926368766e-05,True
base>sft,usas,S7.1,0.0001961286327466299,9,16,0.8486577461610372,False
base>sft,usas,S7.1+c,-1.9733720368259183e-06,3,16,0.8335952439851847,False
base>sft,usas,S7.2,0.0007341399903453326,14,16,0.00022750338404065046,False
base>sft,usas,S7.3,0.00010432458243847249,9,16,0.007569837642035386,False
base>sft,usas,S7.4,0.0026057521292341674,12,16,0.019833741259226167,False
base>sft,usas,S8,0.0025036189550498443,12,16,0.03017823585654646,False
base>sft,usas,S9,-0.002811211095036697,7,16,0.30923228809914416,False
base>sft,usas,S9c,1.5175796425796426e-06,1,16,0.3331701359154764,False
base>sft,usas,S9mfn,9.015848374540596e-06,4,16,0.13101667680689202,False
base>sft,usas,T1,-0.002470716191813626,2,16,0.057153949465104686,False
base>sft,usas,T1.1,2.6910623530846257e-05,9,16,0.09269148818809735,False
base>sft,usas,T1.1.1,1.8256005195145667e-05,9,16,0.8353166062504045,False
base>sft,usas,T1.1.2,0.0005021924045505783,13,16,0.003153820259421252,False
base>sft,usas,T1.1.3,-0.017092258433099347,3,16,0.3098622216866819,False
base>sft,usas,T1.2,6.035233357394383e-05,13,16,0.025132191249930394,False
base>sft,usas,T1.3,0.00016043939031301565,8,16,0.6501622880595286,False
base>sft,usas,T2,0.01070703081155563,12,16,0.026982076404679207,False
base>sft,usas,T3,0.0001943686706662531,14,16,0.03498150472516266,False
base>sft,usas,T4,-0.00032751381913933436,7,16,0.522561601993329,False
base>sft,usas,W1,3.231930325672145e-05,10,16,0.2554481272027099,False
base>sft,usas,W2,7.6536724603248e-05,10,16,0.05386610450156919,False
base>sft,usas,W3,4.362212608369769e-05,9,16,0.6541379642569477,False
base>sft,usas,W4,2.0258498890235013e-05,7,16,0.7464301375425269,False
base>sft,usas,W5,-1.2854343578695375e-05,3,16,0.12932995663350397,False
base>sft,usas,X1,9.662884822763573e-06,4,16,0.04463318614739048,False
base>sft,usas,X2,6.617366096619705e-05,13,16,0.00639656116671446,False
base>sft,usas,X2.1,0.0033993659489333808,14,16,0.5498683449737293,False
base>sft,usas,X2.2,0.0015237477391356062,12,16,0.060204232652659846,False
base>sft,usas,X2.3,0.00011426557094165229,8,16,0.4100542266310975,False
base>sft,usas,X2.4,0.007117258217029462,16,16,8.268127316272674e-06,True
base>sft,usas,X2.5,0.002668771590314092,14,16,0.0001077614533443084,True
base>sft,usas,X2.6,-0.003174036330718967,3,16,0.2515337243243692,False
base>sft,usas,X3,1.8103305704977716e-05,7,16,0.6712018291761285,False
base>sft,usas,X3.1,0.000121162683680362,10,16,0.03444644622674381,False
base>sft,usas,X3.2,0.002357045136199598,13,16,0.022856354339739773,False
base>sft,usas,X3.3,0.00018897718559462198,10,16,0.24971222163105275,False
base>sft,usas,X3.4,0.00918444244102027,13,16,0.0009159258452995886,False
base>sft,usas,X3.5,-7.291706270980866e-06,3,16,0.6948219362661158,False
base>sft,usas,X4.1,0.00035802768933623026,11,16,0.20168288437661563,False
base>sft,usas,X4.2,5.944975547412367e-05,8,16,0.5367789768810565,False
base>sft,usas,X5.1,0.0015810079024139363,16,16,1.3136092313330419e-05,True
base>sft,usas,X5.2,0.0002094846088743062,14,16,0.017335076972213162,False
base>sft,usas,X6,0.0017139728062029686,13,16,0.015428922477825109,False
base>sft,usas,X7,-0.00033069059237358835,14,16,0.9169068122161966,False
base>sft,usas,X8,-2.0858685528535748e-05,6,16,0.9924345912505809,False
base>sft,usas,X9.1,0.00010366952546730328,11,16,0.012266253980948457,False
base>sft,usas,X9.2,-0.001488979924743731,3,16,0.011522519253914697,False
base>sft,usas,Y1,0.00012645923525106693,13,16,0.0027080419671296884,False
base>sft,usas,Y2,0.003007765357403733,7,16,0.22348096799649989,False
base>sft,usas,Z1,-1.447943773969523e-05,6,16,0.3942719603773109,False
base>sft,usas,Z1f,0.00031783670342639086,13,16,0.02194169461570241,False
base>sft,usas,Z1m,0.00040705952833289553,12,16,0.009720601661370636,False
base>sft,usas,Z1mf,6.790329860774494e-05,8,16,0.23340153911206363,False
base>sft,usas,Z2,-0.00015022626023834514,5,16,0.19264588901706767,False
base>sft,usas,Z3,-1.4796466746594294e-05,9,16,0.8039930548533002,False
base>sft,usas,Z3c,-0.0023475132247853083,9,16,0.3943505004878829,False
base>sft,usas,Z3f,3.3914178628830548e-06,2,16,0.1663566060190118,False
base>sft,usas,Z3fn,-1.6720897123143303e-05,6,16,0.48147978737778196,False
base>sft,usas,Z3mfn,-1.688641521668648e-06,0,16,0.3331701359154764,False
base>sft,usas,Z4,0.0001335156844892072,9,16,0.24523274668171474,False
base>sft,usas,Z5,-0.02279390180819739,4,16,0.008003156544102682,False
base>sft,usas,Z6,-0.0021936790363423038,8,16,0.4528697506956583,False
base>sft,usas,Z7,-8.523655197303524e-05,6,16,0.7919057090011351,False
base>sft,usas,Z8,-0.0036777865171828375,6,16,0.1959959976975277,False
base>sft,usas,Z8f,0.00020507464803897206,5,16,0.9640164925238758,False
base>sft,usas,Z8m,-0.009495746854611757,5,16,0.11611542853475706,False
base>sft,usas,Z8mf,-0.0023451333621898034,7,16,0.373033095353062,False
base>sft,usas,Z8mfc,0.00012060061083857471,12,16,0.17476201720443532,False
base>sft,usas,Z8mfn,0.0013674190732597732,9,16,0.46325881429036464,False
base>sft,verbnet,accompany,0.0008769086833890162,10,16,0.19608230660689696,False
base>sft,verbnet,admire,-0.01433039387507602,9,16,0.35361232350415445,False
base>sft,verbnet,admit,-6.550024371971598e-05,9,16,0.8979859094035643,False
base>sft,verbnet,adopt,0.00017318814402416028,11,16,0.22864147452383554,False
base>sft,verbnet,advise,0.003655306577770005,15,16,0.009083789963336414,False
base>sft,verbnet,amalgamate,0.00018897115056674542,10,16,0.6378182065919412,False
base>sft,verbnet,amuse,-0.007975438316483263,4,16,0.16003143250908167,False
base>sft,verbnet,animal_sounds,-0.004172234614520018,6,16,0.35351860226274423,False
base>sft,verbnet,appeal,0.00014170387652090048,11,16,0.6096915689404739,False
base>sft,verbnet,appear,-0.004159502635867311,5,16,0.1276536718121571,False
base>sft,verbnet,appoint,-0.005085914870477747,13,16,0.49845064558603425,False
base>sft,verbnet,approve,0.0016855683962656214,16,16,0.0003882824456099775,False
base>sft,verbnet,assessment,0.002119031059153011,15,16,0.00010011621384469437,True
base>sft,verbnet,assuming_position,-0.0006753028310144463,8,16,0.8435807228926021,False
base>sft,verbnet,avoid,0.0005815714531824874,15,16,0.004221564647249929,False
base>sft,verbnet,banish,-0.001063859754162609,6,16,0.16863497218034224,False
base>sft,verbnet,battle,0.0027000536517676806,16,16,6.966534402421518e-07,True
base>sft,verbnet,begin,0.010302986069112466,10,16,0.07821571720516228,False
base>sft,verbnet,being_dressed,1.4857579208561139e-05,6,16,0.6134375868271493,False
base>sft,verbnet,bend,0.000339296522691442,12,16,0.1167878904474021,False
base>sft,verbnet,berry,-0.0013015070975908856,6,16,0.3310299586816133,False
base>sft,verbnet,bill,-0.00043080492810355366,5,16,0.042612915652685754,False
base>sft,verbnet,body_internal_motion,-0.0006580970175115899,7,16,0.4363291169159501,False
base>sft,verbnet,body_internal_states,0.0004002383280789575,11,16,0.07351826768336152,False
base>sft,verbnet,braid,0.003259496480633616,10,16,0.23127851579193837,False
base>sft,verbnet,break,-0.0035759319477768185,5,16,0.08062975041910816,False
base>sft,verbnet,breathe,-0.0013098438049115606,6,16,0.3083670766174663,False
base>sft,verbnet,bring,0.006079945212357876,9,16,0.13763764958575497,False
base>sft,verbnet,build,0.009171284679356819,14,16,0.000351734155338364,False
base>sft,verbnet,bulge,2.7681155418942017e-05,5,16,0.09179489990233933,False
base>sft,verbnet,bump,-0.002381523756210235,6,16,0.2141330830680502,False
base>sft,verbnet,butter,0.0007250442530921166,11,16,0.08650370216965228,False
base>sft,verbnet,calibratable_cos,-0.005092734698820925,4,16,0.0026481669500759714,False
base>sft,verbnet,calve,3.1946957955920876e-05,8,16,0.23086566209502046,False
base>sft,verbnet,captain,-0.00010028459280217027,7,16,0.7307615255327988,False
base>sft,verbnet,care,1.06457692224301e-05,7,16,0.9864068853931616,False
base>sft,verbnet,carry,-0.006167074708281258,4,16,0.14912693834106408,False
base>sft,verbnet,carve,-0.0013744632534338495,3,16,0.24871159677092874,False
base>sft,verbnet,change_bodily_state,1.1859947161709852e-05,7,16,0.37689597103374933,False
base>sft,verbnet,characterize,-0.004760597832617972,10,16,0.5312789944855096,False
base>sft,verbnet,chase,0.002390198208401115,13,16,0.014238780225134895,False
base>sft,verbnet,cheat,-0.0002793025919101641,5,16,0.1721671328820757,False
base>sft,verbnet,chew,-0.0019705906858027127,4,16,0.019724961697318064,False
base>sft,verbnet,chit_chat,5.745248692907592e-05,10,16,0.1285806084470774,False
base>sft,verbnet,clear,0.00028978642816199473,12,16,0.08221555016706897,False
base>sft,verbnet,cling,4.1870004795327374e-05,9,16,0.14058072297291221,False
base>sft,verbnet,coil,0.0004938233636368881,9,16,0.07341641636851978,False
base>sft,verbnet,coloring,1.2237316386439534e-05,7,16,0.7509253801767681,False
base>sft,verbnet,complain,-0.0019074223375248381,5,16,0.16259437859320364,False
base>sft,verbnet,complete,-0.0005729457475901468,6,16,0.15211120005463521,False
base>sft,verbnet,concealment,-8.719852036411229e-06,9,16,0.9869744038329221,False
base>sft,verbnet,confess,0.0003875520639636238,12,16,0.028100327757706985,False
base>sft,verbnet,confine,-0.005128764407293584,7,16,0.18600504535663276,False
base>sft,verbnet,conjecture,0.014430047938321026,13,16,0.005183456336304077,False
base>sft,verbnet,consider,-0.008521674288738904,11,16,0.3493745554733012,False
base>sft,verbnet,conspire,0.0001886386163390632,10,16,0.06299120397670574,False
base>sft,verbnet,consume,8.890555897385518e-05,6,16,0.935700509226334,False
base>sft,verbnet,contiguous_location,-0.0023188435486019565,6,16,0.41528760762602024,False
base>sft,verbnet,continue,0.0014885466936300333,11,16,0.3758483369001861,False
base>sft,verbnet,contribute,-0.0023824301117428798,7,16,0.1254235234791741,False
base>sft,verbnet,convert,-0.013165554804304116,5,16,0.016278323427919413,False
base>sft,verbnet,cooking,6.84818230488181e-05,10,16,0.3854172310401141,False
base>sft,verbnet,cooperate,5.828355503407176e-05,8,16,0.9051630702424222,False
base>sft,verbnet,cope,0.00038484255471847443,10,16,0.18136048789281187,False
base>sft,verbnet,correspond,2.4292230062857468e-05,6,16,0.9494800593809141,False
base>sft,verbnet,cost,-7.683710816048137e-05,5,16,0.09162931383267071,False
base>sft,verbnet,crane,-0.0033272822893489454,6,16,0.13813727140763976,False
base>sft,verbnet,create,-0.0008570816523245672,7,16,0.44724183271472995,False
base>sft,verbnet,curtsey,1.1353758143962998e-05,7,16,0.8703345694660665,False
base>sft,verbnet,cut,0.0007773131849892599,7,16,0.6618924269438652,False
base>sft,verbnet,debone,3.8010826073289758e-06,2,16,0.40638241890966836,False
base>sft,verbnet,declare,0.009376969648353752,13,16,0.0005165010202334326,False
base>sft,verbnet,dedicate,0.00010751976953886687,10,16,0.09703303268317018,False
base>sft,verbnet,defend,0.0004108901114745747,12,16,0.07086733402211616,False
base>sft,verbnet,destroy,0.0009651368424282195,12,16,0.014349828874804264,False
base>sft,verbnet,devour,-1.8205017733577084e-05,4,16,0.42481874775915324,False
base>sft,verbnet,differ,2.6711323465332856e-05,8,16,0.1707002364012388,False
base>sft,verbnet,dine,-3.7079279795890736e-05,4,16,0.17858194373911465,False
base>sft,verbnet,disappearance,-2.1738484823955546e-05,9,16,0.9773539778283559,False
base>sft,verbnet,disassemble,0.00012674986474831191,7,16,0.6074284690269787,False
base>sft,verbnet,discover,0.0005195911679304267,7,16,0.59750177974657,False
base>sft,verbnet,dress,-0.000840155502716828,7,16,0.2511065842709064,False
base>sft,verbnet,dressing_well,-1.1150028647468402e-05,0,16,0.08467417720007363,False
base>sft,verbnet,drive,-0.0012127811065215934,5,16,0.2599987128324306,False
base>sft,verbnet,dub,-0.00024391426288997798,5,16,0.030990584144767352,False
