stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,E,p_edge
ALL,TOKEN,covered,let,179,66,29,22,True,3.1475480597535144e-13,True,51,0.4010619910279374
ALL,TOKEN,the,covered,237,203,28,26,True,0.1155677191902302,False,54,0.8919231511047488
ALL,TOKEN,covered,watched,164,46,29,23,True,9.820195428574482e-17,True,52,0.48845566937989204
ALL,TOKEN,cried,closed,200,29,30,14,True,1.3091201916966304e-32,True,44,0.022628841205914796
ALL,TOKEN,cried,felt,363,38,34,9,True,1.1230603049545002e-67,True,43,0.00017015517460094998
ALL,TOKEN,cried,gazed,233,17,33,6,True,1.1178948684685343e-49,True,39,1.429926123819314e-05
ALL,TOKEN,cried,let,349,49,37,15,True,6.725106153976495e-57,True,52,0.003185253447776759
ALL,TOKEN,cried,stared,350,28,31,8,True,6.138671936148574e-72,True,39,0.0002940768754342571
ALL,TOKEN,cried,the,298,222,34,24,True,0.0009870892821054,False,58,0.23704711476271959
ALL,TOKEN,cried,watched,281,62,36,18,True,1.9652889612403267e-34,True,54,0.01983432672806828
ALL,TOKEN,did,closed,258,67,32,18,True,1.4123504092189862e-27,True,50,0.06490864707227217
ALL,TOKEN,did,felt,555,88,34,16,True,9.039692797563704e-84,True,50,0.015346677832630107
ALL,TOKEN,did,gazed,199,13,29,3,True,6.262566550385689e-44,True,32,2.5560148060321808e-06
ALL,TOKEN,did,let,331,201,32,30,True,1.9099335253444178e-08,True,62,0.8990763136528589
ALL,TOKEN,did,stared,379,56,30,10,True,5.224888456697265e-60,True,40,0.0022214337732293643
ALL,TOKEN,did,the,948,442,37,33,True,1.0031117290138988e-42,True,70,0.7202027723528612
ALL,TOKEN,did,thought,190,91,31,27,True,3.496495587354344e-09,True,58,0.6940040940761318
ALL,TOKEN,did,watched,446,146,32,27,True,2.8684513740066946e-36,True,59,0.6029232012571504
ALL,TOKEN,had,closed,480,94,31,21,True,2.5253552612399824e-63,True,52,0.21160856876151612
ALL,TOKEN,had,couldn,229,7,12,4,True,1.3812134050232685e-58,True,16,0.076812744140625
ALL,TOKEN,had,couldn't,285,32,22,15,True,6.859900385293246e-52,True,37,0.3240086000878364
ALL,TOKEN,had,felt,1049,82,33,22,True,1.867514645771381e-214,True,55,0.1770013647703581
ALL,TOKEN,had,gazed,227,16,25,4,True,6.4875465337692845e-49,True,29,0.00010371580719947815
ALL,TOKEN,had,heard,180,46,23,18,True,6.382415419118075e-20,True,41,0.5327092552361137
ALL,TOKEN,had,let,630,195,34,27,True,3.6200352898786007e-54,True,61,0.4426260049464714
ALL,TOKEN,had,listened,198,35,27,16,True,8.306196457167135e-29,True,43,0.12628947438543037
ALL,TOKEN,had,stared,681,91,29,18,True,1.6246853160363415e-112,True,47,0.14386508844054896
ALL,TOKEN,had,the,1040,396,38,34,True,7.46643491014886e-67,True,72,0.7239481457469141
ALL,TOKEN,had,thought,287,79,29,28,True,7.519059286231413e-29,True,57,1.0
ALL,TOKEN,had,watched,927,182,34,32,True,1.1917319297112267e-120,True,66,0.9021585000966994
ALL,TOKEN,he,closed,1259,189,36,26,True,3.8207892011529027e-194,True,62,0.25285439418811073
ALL,TOKEN,he,couldn,306,6,13,5,True,2.9840490371032415e-82,True,18,0.09625244140625
ALL,TOKEN,he,couldn't,624,63,27,14,True,4.973450434159649e-117,True,41,0.05958388801809633
ALL,TOKEN,he,felt,2753,270,36,28,True,0.0,True,64,0.3817327947933377
ALL,TOKEN,he,gazed,835,58,30,10,True,2.943744661205168e-177,True,40,0.0022214337732293643
ALL,TOKEN,he,heard,522,94,33,21,True,7.690267227798224e-73,True,54,0.13367423536410522
ALL,TOKEN,he,let,2214,453,37,29,True,4.307036487478002e-277,True,66,0.3890524605477928
ALL,TOKEN,he,listened,509,73,33,15,True,2.0397492154190214e-81,True,48,0.01328328156224501
ALL,TOKEN,he,stared,2478,233,33,19,True,0.0,True,52,0.07039422106706228
ALL,TOKEN,he,the,3021,594,38,34,True,0.0,True,72,0.7239481457469141
ALL,TOKEN,he,thought,768,107,33,22,True,5.4261881147044905e-124,True,55,0.1770013647703581
ALL,TOKEN,he,watched,2671,339,36,32,True,0.0,True,68,0.716300760154337
ALL,TOKEN,held,closed,286,224,33,31,True,0.0068527169744455,False,64,0.9006532462520334
ALL,TOKEN,held,felt,476,263,29,30,True,4.069224911258098e-15,True,59,1.0
ALL,TOKEN,held,gazed,292,68,29,11,True,3.469553795102131e-34,True,40,0.006426576095691416
ALL,TOKEN,held,heard,141,98,23,18,True,0.0064718640903156,False,41,0.5327092552361137
ALL,TOKEN,held,let,686,542,34,33,True,4.406232443863745e-05,False,67,1.0
ALL,TOKEN,held,listened,136,117,22,28,True,0.2577381967414449,False,50,0.47988766169832786
ALL,TOKEN,held,stared,571,304,30,28,True,1.2664731451104712e-19,True,58,0.8956832138895906
ALL,TOKEN,the,held,2017,827,35,36,True,1.6749569095179887e-113,True,71,1.0
ALL,TOKEN,held,thought,211,91,27,25,True,3.930075336308345e-12,True,52,0.8898839652765371
ALL,TOKEN,held,watched,664,375,35,33,True,2.4075845780219924e-19,True,68,0.9035973456835127
ALL,TOKEN,his,closed,438,103,30,25,True,3.726119876172405e-50,True,55,0.5900533317766354
ALL,TOKEN,his,couldn't,268,60,21,17,True,1.601696194133782e-32,True,38,0.6271025701571489
ALL,TOKEN,his,felt,1045,275,33,24,True,7.414288534204361e-106,True,57,0.2892437471090205
ALL,TOKEN,his,gazed,382,26,29,12,True,2.6877403629685036e-82,True,41,0.011507789735333063
ALL,TOKEN,his,heard,229,68,31,21,True,1.5212569982411558e-21,True,52,0.21160856876151612
ALL,TOKEN,his,let,992,182,33,29,True,2.5387765138818116e-135,True,62,0.7035366713552733
ALL,TOKEN,his,listened,236,44,27,17,True,6.335564729992645e-33,True,44,0.17417114727072658
ALL,TOKEN,his,stared,961,191,32,22,True,6.740603545823782e-124,True,54,0.22032849417661093
ALL,TOKEN,his,the,1430,328,37,30,True,9.929750953979085e-164,True,67,0.46381761789686937
ALL,TOKEN,his,thought,397,115,29,23,True,2.4693475496129058e-37,True,52,0.48845566937989204
ALL,TOKEN,his,watched,1229,316,34,33,True,4.7119397030716735e-127,True,67,1.0
ALL,TOKEN,in,closed,305,62,29,12,True,1.142410409572764e-39,True,41,0.011507789735333063
ALL,TOKEN,in,couldn't,204,8,21,5,True,2.798885633976449e-50,True,26,0.002493917942047119
ALL,TOKEN,in,felt,990,67,34,16,True,1.8435174018328715e-211,True,50,0.015346677832630107
ALL,TOKEN,in,gazed,225,16,25,6,True,2.2653750179467743e-48,True,31,0.0008779102936387062
ALL,TOKEN,in,let,628,79,34,16,True,5.20805004316643e-107,True,50,0.015346677832630107
ALL,TOKEN,in,listened,198,21,30,8,True,2.719440069203471e-37,True,38,0.0004719867429230362
ALL,TOKEN,in,stared,515,65,30,11,True,7.076115864524151e-88,True,41,0.00432400493446039
ALL,TOKEN,in,the,1762,209,36,33,True,8.81108752517992e-306,True,69,0.8099490529189248
ALL,TOKEN,in,thought,341,33,31,15,True,1.2419330342406209e-65,True,46,0.02589608179323477
ALL,TOKEN,in,watched,897,123,35,18,True,9.05515283452218e-146,True,53,0.027008317653722358
ALL,TOKEN,it,closed,606,208,34,27,True,7.286600080397472e-46,True,61,0.4426260049464714
ALL,TOKEN,it,couldn't,408,82,24,16,True,4.902580681515542e-53,True,40,0.26818725105476915
ALL,TOKEN,it,felt,1522,339,34,29,True,1.5775932663235826e-178,True,63,0.6146550157654618
ALL,TOKEN,it,gazed,463,27,30,8,True,1.2698545719093426e-103,True,38,0.0004719867429230362
ALL,TOKEN,it,heard,223,159,31,26,True,0.0012377797635052,False,57,0.5966417603730826
ALL,TOKEN,it,let,1166,527,36,32,True,1.5479892207629894e-55,True,68,0.716300760154337
ALL,TOKEN,it,listened,275,102,31,25,True,1.8316762965013778e-19,True,56,0.5044037600228255
ALL,TOKEN,it,stared,1433,249,32,23,True,5.938251706590942e-202,True,55,0.2806097176983541
ALL,TOKEN,it,the,1539,640,38,32,True,6.453820335405898e-85,True,70,0.5504125118224712
ALL,TOKEN,it,thought,408,185,32,29,True,2.773828899440941e-20,True,61,0.7981526273057179
ALL,TOKEN,it,watched,1442,494,35,34,True,3.3598721104776305e-107,True,69,1.0
ALL,TOKEN,closed,made,392,285,36,27,True,4.4687813519373706e-05,False,63,0.31350305329645284
ALL,TOKEN,made,couldn't,198,49,24,17,True,2.0329406034927313e-22,True,41,0.34888887944907765
ALL,TOKEN,made,felt,720,302,33,31,True,5.460153465935208e-40,True,64,0.9006532462520334
ALL,TOKEN,made,gazed,254,63,26,14,True,2.48412879216147e-28,True,40,0.0806904677519924
ALL,TOKEN,made,heard,185,167,25,28,True,0.3649020777530992,False,53,0.7838463022094988
ALL,TOKEN,made,let,674,640,32,35,True,0.3626345143601588,False,67,0.8071946913670247
ALL,TOKEN,made,listened,155,121,26,26,True,0.0467961773367522,False,52,1.0
ALL,TOKEN,made,stared,791,436,28,30,True,2.495828171156984e-24,True,58,0.8956832138895906
ALL,TOKEN,the,made,2393,1038,37,35,True,1.951612319079549e-121,True,72,0.906294324703081
ALL,TOKEN,thought,made,277,226,29,26,True,0.0256903502591419,False,55,0.7877061896700431
ALL,TOKEN,made,watched,818,600,33,35,True,7.757589337845396e-09,True,68,0.9035973456835127
ALL,TOKEN,smiled,closed,222,218,27,28,True,0.8862958931807914,False,55,1.0
ALL,TOKEN,smiled,felt,445,224,34,23,True,9.131154918683868e-18,True,57,0.18485048241641844
ALL,TOKEN,smiled,gazed,196,59,25,12,True,2.3363622390915298e-18,True,37,0.04703102743951604
ALL,TOKEN,heard,smiled,123,90,27,23,True,0.0280995770782647,False,50,0.6718110337653656
ALL,TOKEN,smiled,let,482,391,36,29,True,0.0023002161763953,False,65,0.45702078541058977
ALL,TOKEN,smiled,listened,111,104,25,26,True,0.6824930716566954,False,51,1.0
ALL,TOKEN,smiled,stared,321,256,27,23,True,0.0076597343466696,False,50,0.6718110337653656
ALL,TOKEN,the,smiled,2021,618,34,34,True,1.2663436206662e-172,True,68,1.0
ALL,TOKEN,thought,smiled,209,195,31,27,True,0.5178286548732622,False,58,0.6940040940761318
ALL,TOKEN,watched,smiled,339,309,32,30,True,0.254590151570964,False,62,0.8990763136528589
ALL,TOKEN,the,stroked,175,131,18,24,True,0.0138340197992716,False,42,0.44079906734259566
ALL,TOKEN,then,closed,810,574,31,31,True,2.4233031649468216e-10,True,62,1.0
ALL,TOKEN,then,couldn,280,13,13,6,True,1.8942443469710796e-66,True,19,0.1670684814453125
ALL,TOKEN,then,couldn't,454,109,25,19,True,5.2668451528262535e-51,True,44,0.4513808323961257
ALL,TOKEN,then,felt,1786,805,35,30,True,1.2264834160822963e-84,True,65,0.6201447650813029
ALL,TOKEN,then,gazed,649,172,29,17,True,6.926018495260718e-66,True,46,0.10380535550410741
ALL,TOKEN,then,heard,335,294,29,25,True,0.1106606478338944,False,54,0.6834892282353371
ALL,TOKEN,then,let,1269,1028,36,33,True,5.386604084438475e-07,True,69,0.8099490529189248
ALL,TOKEN,then,listened,361,253,26,26,True,1.5004254355781762e-05,False,52,1.0
ALL,TOKEN,then,stared,1721,792,31,31,True,2.678108967977489e-78,True,62,1.0
ALL,TOKEN,the,then,1774,1236,37,36,True,9.807945103724564e-23,True,73,1.0
ALL,TOKEN,then,thought,353,321,29,31,True,0.2324239814111842,False,60,0.8974218269914307
ALL,TOKEN,then,watched,1488,1101,33,35,True,2.95976376388466e-14,True,68,0.9035973456835127
ALL,TOKEN,waited,closed,541,145,35,21,True,1.448604712040701e-54,True,56,0.08142681460950618
ALL,TOKEN,waited,felt,801,138,35,23,True,3.1692902114493915e-114,True,58,0.14800580076020603
ALL,TOKEN,waited,gazed,503,25,33,8,True,1.0087288162837644e-116,True,41,0.00011222142620681552
ALL,TOKEN,waited,heard,157,52,23,16,True,1.9186860642171654e-13,True,39,0.3367836351899315
ALL,TOKEN,waited,let,698,167,33,26,True,7.558529291531986e-78,True,59,0.43499280512215344
ALL,TOKEN,waited,stared,810,129,33,20,True,3.0229696001102655e-121,True,53,0.09837064844049181
ALL,TOKEN,waited,the,714,677,38,29,True,0.3344225874721528,False,67,0.3284320626971897
ALL,TOKEN,waited,thought,377,80,33,20,True,3.781195503501674e-47,True,53,0.09837064844049181
ALL,TOKEN,waited,watched,760,132,34,19,True,6.7813711127599925e-108,True,53,0.053438810537711046
ALL,TOKEN,was,closed,1045,184,35,29,True,1.9003871137825229e-146,True,64,0.5323087760278422
ALL,TOKEN,was,couldn't,292,59,20,16,True,3.327743130932943e-38,True,36,0.617719317029696
ALL,TOKEN,was,felt,1575,173,32,28,True,5.235059503234926e-283,True,60,0.6988834276200058
ALL,TOKEN,was,gazed,767,47,33,9,True,1.2263742733150079e-168,True,42,0.0002715392342906853
ALL,TOKEN,was,heard,290,127,27,31,True,9.194776790226121e-16,True,58,0.6940040940761318
ALL,TOKEN,was,let,1797,418,36,33,True,7.911527077347193e-203,True,69,0.8099490529189248
ALL,TOKEN,was,listened,376,103,30,28,True,1.5137286831178692e-37,True,58,0.8956832138895906
ALL,TOKEN,was,stared,2098,218,36,25,True,0.0,True,61,0.20003136851310313
ALL,TOKEN,was,the,2215,908,38,36,True,1.6328903542959883e-124,True,74,0.9075606176124984
ALL,TOKEN,was,thought,459,184,33,32,True,4.806078596614521e-28,True,65,1.0
ALL,TOKEN,was,watched,2239,438,36,34,True,8.609017428232803e-290,True,70,0.9049745264594622
ALL,TOKEN,with,closed,147,65,25,11,True,1.7779421930783332e-08,True,36,0.028816719655878845
ALL,TOKEN,with,felt,357,72,31,20,True,1.8261256507492593e-46,True,51,0.16077960181198847
ALL,TOKEN,with,let,332,91,33,19,True,2.679556680460242e-33,True,52,0.07039422106706228
ALL,TOKEN,with,stared,429,51,27,14,True,1.6505378451191743e-75,True,41,0.05958388801809633
ALL,TOKEN,with,the,396,166,36,23,True,1.1186479159388714e-22,True,59,0.11747735024505848
ALL,TOKEN,with,watched,330,111,30,24,True,2.6347207648611413e-26,True,54,0.49661743531793345
ALL,TOKEN,leave,ask,235,177,31,32,True,0.0049215204309293,False,63,1.0
ALL,TOKEN,ask,take,572,239,36,23,True,2.7193083289277384e-32,True,59,0.11747735024505848
ALL,TOKEN,ask,talk,337,63,33,23,True,2.3459662113889603e-46,True,56,0.2288055412343561
ALL,TOKEN,call,leave,255,183,33,33,True,0.0006754396195823,False,66,1.0
ALL,TOKEN,call,take,653,124,35,28,True,1.6519112104489308e-87,True,63,0.44996253629022254
ALL,TOKEN,call,talk,460,34,35,21,True,1.7266776613573013e-96,True,56,0.08142681460950618
ALL,TOKEN,leave,check,256,51,34,23,True,5.273351305251108e-34,True,57,0.18485048241641844
ALL,TOKEN,take,check,178,140,24,29,True,0.0378328367124207,False,53,0.5831321542611763
ALL,TOKEN,come,leave,193,54,33,19,True,1.6170114022500012e-19,True,52,0.07039422106706228
ALL,TOKEN,come,take,239,42,35,16,True,1.233315959250741e-34,True,51,0.010973562899720513
ALL,TOKEN,cry,take,162,128,28,22,True,0.0524567587927284,False,50,0.47988766169832786
ALL,TOKEN,die,leave,272,47,35,17,True,1.1765883527899434e-39,True,52,0.017533235299084904
ALL,TOKEN,die,take,298,86,33,23,True,1.737460304256453e-28,True,56,0.2288055412343561
ALL,TOKEN,leave,do,501,306,36,32,True,6.790430288160413e-12,True,68,0.716300760154337
ALL,TOKEN,spend,do,135,84,29,22,True,0.000692997974129,False,51,0.4010619910279374
ALL,TOKEN,do,take,448,257,36,26,True,6.046272162581596e-13,True,62,0.25285439418811073
ALL,TOKEN,do,talk,315,133,28,25,True,4.188733815634653e-18,True,53,0.7838463022094988
ALL,TOKEN,feel,take,296,127,36,25,True,1.2240416186156116e-16,True,61,0.20003136851310313
ALL,TOKEN,feel,talk,228,190,33,32,True,0.0702103166107122,False,65,1.0
ALL,TOKEN,get,apologize,225,13,24,8,True,4.343295045545577e-51,True,32,0.0070003666914999485
ALL,TOKEN,get,leave,408,280,31,32,True,1.2029162152441672e-06,True,63,1.0
ALL,TOKEN,spend,get,111,107,24,24,True,0.839048536181963,False,48,1.0
ALL,TOKEN,get,take,905,156,37,27,True,8.286959326381696e-129,True,64,0.26043547657665356
ALL,TOKEN,get,talk,518,84,37,27,True,3.0423145961278924e-77,True,64,0.26043547657665356
ALL,TOKEN,give,leave,237,202,32,34,True,0.1045392050609069,False,66,0.9021585000966994
ALL,TOKEN,give,take,566,225,35,30,True,1.0579532517406782e-34,True,65,0.6201447650813029
ALL,TOKEN,give,talk,420,108,35,27,True,1.9729627085694845e-44,True,62,0.37415171240479483
ALL,TOKEN,hear,take,191,20,36,12,True,3.364909554481892e-36,True,48,0.0007172696733945829
ALL,TOKEN,help,take,135,79,27,16,True,0.0001571894944467,False,43,0.12628947438543037
ALL,TOKEN,leave,keep,143,129,24,26,True,0.4306101058233648,False,50,0.887724827340783
ALL,TOKEN,keep,take,391,91,36,23,True,2.5116849889859743e-45,True,59,0.11747735024505848
ALL,TOKEN,keep,talk,355,70,35,22,True,5.652001753569024e-47,True,57,0.11116111910399346
ALL,TOKEN,kill,leave,332,35,35,10,True,7.814092305019452e-62,True,45,0.00024708778460080794
ALL,TOKEN,kill,take,444,16,37,10,True,1.0280471137902973e-109,True,47,9.848878492846323e-05
ALL,TOKEN,know,leave,199,189,33,32,True,0.6477948514037738,False,65,1.0
ALL,TOKEN,know,take,781,143,38,23,True,5.0550331945635506e-107,True,61,0.07217743850092258
ALL,TOKEN,know,talk,553,66,38,20,True,9.399372437630268e-97,True,58,0.024746035842440804
ALL,TOKEN,live,leave,181,58,29,17,True,6.558064087309462e-16,True,46,0.10380535550410741
ALL,TOKEN,live,take,196,45,29,18,True,1.1806312481144181e-23,True,47,0.14386508844054896
ALL,TOKEN,leave,move,120,85,23,28,True,0.0173510904631473,False,51,0.5758493477318467
ALL,TOKEN,move,take,422,111,38,24,True,1.1094864703093605e-43,True,62,0.09795444051950736
ALL,TOKEN,move,talk,408,93,36,20,True,4.548211413377186e-48,True,56,0.044046546102150766
ALL,TOKEN,put,leave,238,96,28,24,True,4.6584507743602816e-15,True,52,0.6778086391424605
ALL,TOKEN,put,take,616,56,34,19,True,3.214207486130514e-120,True,53,0.053438810537711046
ALL,TOKEN,put,talk,481,31,36,15,True,7.452779102769171e-105,True,51,0.0046013097117665325
ALL,TOKEN,run,take,236,57,34,21,True,4.866223585471526e-27,True,55,0.10478948242660333
ALL,TOKEN,say,leave,227,113,35,29,True,6.190026494893883e-10,True,64,0.5323087760278422
ALL,TOKEN,say,take,1098,171,37,21,True,5.6498337613844e-166,True,58,0.047940324071666984
ALL,TOKEN,say,talk,681,50,36,19,True,1.7746564775900223e-142,True,55,0.030028945411892487
ALL,TOKEN,see,leave,200,151,31,28,True,0.0103040057257675,False,59,0.794843653982861
ALL,TOKEN,see,take,472,131,35,25,True,3.832752398066819e-46,True,60,0.2450608330229457
ALL,TOKEN,see,talk,259,153,34,31,True,1.986616467518455e-07,True,65,0.8043170001933984
ALL,TOKEN,show,take,183,65,30,20,True,3.53372222072169e-14,True,50,0.20263875106454066
ALL,TOKEN,tell,leave,299,140,37,31,True,2.4422646720128643e-14,True,68,0.5446122234192592
ALL,TOKEN,tell,take,848,173,37,27,True,2.1075525727957868e-107,True,64,0.26043547657665356
ALL,TOKEN,tell,talk,529,67,37,20,True,4.47326286218828e-90,True,57,0.03314396778750544
ALL,TOKEN,leave,try,335,132,33,31,True,2.0537059589962218e-21,True,64,0.9006532462520334
ALL,TOKEN,try,take,291,145,32,25,True,2.390555691427418e-12,True,57,0.42704285650325524
ALL,TOKEN,try,talk,154,86,25,21,True,1.3478026017539592e-05,False,46,0.6587380770236564
ALL,TOKEN,use,leave,165,164,31,28,True,1.0,False,59,0.794843653982861
ALL,TOKEN,use,take,403,125,32,27,True,4.235531879068269e-35,True,59,0.6029232012571504
ALL,TOKEN,use,talk,348,82,32,24,True,4.492098127738344e-40,True,56,0.34968195298368476
ALL,TOKEN,wait,take,355,85,34,23,True,2.726285616562642e-40,True,57,0.18485048241641844
ALL,TOKEN,wait,talk,300,23,31,13,True,1.1311716089275428e-62,True,44,0.009559878856634896
ALL,TOKEN,a,i,932,603,37,38,True,4.3246532060832804e-17,True,75,1.0
ALL,TOKEN,a,apologized,227,26,21,9,True,3.09456382115711e-41,True,30,0.042773945257067694
ALL,TOKEN,a,as,296,275,28,30,True,0.4026279433898707,False,58,0.8956832138895906
ALL,TOKEN,the,allowed,161,103,18,24,True,0.0004301774948817,False,42,0.44079906734259566
ALL,TOKEN,i,asked,867,523,36,30,True,2.3055450322989003e-20,True,66,0.5385827752459466
ALL,TOKEN,as,asked,361,182,31,21,True,1.2710783666517316e-14,True,52,0.21160856876151612
ALL,TOKEN,the,asked,1469,1411,35,38,True,0.288173852007887,False,73,0.8151212352249976
ALL,TOKEN,i,began,1493,373,36,30,True,2.9475032800119713e-158,True,66,0.5385827752459466
ALL,TOKEN,as,began,428,69,33,17,True,2.6854797148669524e-64,True,50,0.032839137564268484
ALL,TOKEN,i,continued,671,145,31,22,True,1.374952611402829e-81,True,53,0.27167916606550335
ALL,TOKEN,as,continued,217,28,27,15,True,2.1080816948028044e-37,True,42,0.08842954698775429
ALL,TOKEN,the,continued,1215,434,32,30,True,1.6159052980916975e-85,True,62,0.8990763136528589
ALL,TOKEN,i,did,398,339,31,32,True,0.0325719599766476,False,63,1.0
ALL,TOKEN,as,did,189,101,26,21,True,2.647980891422468e-07,True,47,0.5600646295802106
ALL,TOKEN,i,gave,1151,459,38,28,True,1.3354036707832924e-68,True,66,0.2678116648465871
ALL,TOKEN,as,gave,332,143,30,23,True,2.2511267534529497e-18,True,53,0.4101027163746913
ALL,TOKEN,the,gave,2281,1385,36,35,True,6.315935320221806e-50,True,71,1.0
ALL,TOKEN,i,got,600,392,36,31,True,4.226082726634594e-11,True,67,0.6254068289416483
ALL,TOKEN,got,apologized,147,70,16,15,True,1.8644089901351888e-07,True,31,1.0
ALL,TOKEN,as,got,199,100,33,17,True,1.0736641227918684e-08,True,50,0.032839137564268484
ALL,TOKEN,got,the,821,688,32,36,True,0.0006737820410097,False,68,0.716300760154337
ALL,TOKEN,i,had,454,432,33,35,True,0.480514460226481,False,68,0.9035973456835127
ALL,TOKEN,had,as,126,98,21,26,True,0.0709915868419265,False,47,0.5600646295802106
ALL,TOKEN,he,i,1132,1078,40,37,True,0.259566671465314,False,77,0.8198929037490488
ALL,TOKEN,he,apologized,276,64,23,17,True,1.6715327421383248e-32,True,40,0.42959050784338615
ALL,TOKEN,as,he,451,258,35,32,True,4.0131465368725057e-13,True,67,0.8071946913670247
ALL,TOKEN,as,i,287,172,33,30,True,8.890294530922778e-08,True,63,0.8013064925040663
ALL,TOKEN,i,the,1975,369,38,33,True,2.1566964621090277e-264,True,71,0.6353076420876663
ALL,TOKEN,i,kissed,203,201,23,28,True,0.9603283163067412,False,51,0.5758493477318467
ALL,TOKEN,the,kissed,392,391,33,30,True,1.0,False,63,0.8013064925040663
ALL,TOKEN,laid,i,147,106,29,21,True,0.0117613014594886,False,50,0.3222363203575469
ALL,TOKEN,laid,the,365,317,31,34,True,0.0718265544345894,False,65,0.8043170001933984
ALL,TOKEN,the,lay,176,151,30,27,True,0.1843566201904678,False,57,0.7913664277791806
ALL,TOKEN,i,let,812,308,35,28,True,7.428899178328005e-53,True,63,0.44996253629022254
ALL,TOKEN,as,let,327,62,28,13,True,1.373147847513635e-44,True,41,0.027533155829587486
ALL,TOKEN,the,let,1546,686,33,36,True,9.281973722067112e-76,True,69,0.8099490529189248
ALL,TOKEN,i,looked,1036,374,34,33,True,4.52964291953645e-72,True,67,1.0
ALL,TOKEN,as,looked,253,81,26,17,True,9.623571074126146e-22,True,43,0.2220528201560228
ALL,TOKEN,the,looked,2256,928,36,35,True,4.918339249537197e-126,True,71,1.0
ALL,TOKEN,i,offered,383,101,31,24,True,1.1146468888671354e-39,True,55,0.4187541882690154
ALL,TOKEN,the,offered,910,337,34,35,True,3.3770937117113844e-61,True,69,1.0
ALL,TOKEN,i,opened,245,229,27,31,True,0.4908806510856419,False,58,0.6940040940761318
ALL,TOKEN,opened,the,569,485,36,35,True,0.010536938057086,False,71,1.0
ALL,TOKEN,i,pulled,705,379,35,32,True,2.603271561821352e-23,True,67,0.8071946913670247
ALL,TOKEN,as,pulled,270,91,28,18,True,1.0196812408757292e-21,True,46,0.18392482137699062
ALL,TOKEN,the,pulled,1999,857,36,38,True,5.886736121465042e-104,True,74,0.9075606176124984
ALL,TOKEN,put,i,719,514,33,33,True,5.793186776778404e-09,True,66,1.0
ALL,TOKEN,put,as,165,101,20,22,True,0.0001044672296527,False,42,0.8776143287523154
ALL,TOKEN,put,the,1786,814,38,37,True,8.625174423089146e-83,True,75,1.0
ALL,TOKEN,i,removed,273,79,34,16,True,3.8898059404345295e-26,True,50,0.015346677832630107
ALL,TOKEN,the,removed,381,245,29,31,True,6.08702421536857e-08,True,60,0.8974218269914307
ALL,TOKEN,said,i,959,822,37,38,True,0.0012640361717356,False,75,1.0
ALL,TOKEN,said,apologized,142,88,18,19,True,0.0004494692464447,False,37,1.0
ALL,TOKEN,as,said,389,327,33,31,True,0.0225606868604184,False,64,0.9006532462520334
ALL,TOKEN,said,the,2463,1843,38,36,True,3.4121779220705966e-21,True,74,0.9075606176124984
ALL,TOKEN,i,sat,541,350,32,31,True,1.6679984691854068e-10,True,63,1.0
ALL,TOKEN,as,sat,149,87,24,18,True,6.55230380148845e-05,False,42,0.44079906734259566
ALL,TOKEN,the,sat,1286,1012,34,35,True,1.1879629288968976e-08,True,69,1.0
