tag,word,net,base_p,models,violence,picturability,fatality
violence_explicit_2,go,-4,0.014187273720369884,opus,48.0,18.0,82.0
violence_explicit_2,crawl,-5,0.00241308337683979,opus,65.0,78.0,60.0
violence_explicit_2,explode,-4,0.003358241613077679,opus,92.0,60.0,98.0
violence_explicit_2,lay,-2,0.0024663689009328973,opus,50.0,55.0,85.0
violence_explicit_2,slide,-1,0.003221035920696919,opus,52.0,62.0,85.0
violence_explicit_2,die”,1,0.0019639244048204165,opus,75.0,35.0,100.0
violence_explicit_2,bleed,-5,0.11485926678850426,opus,80.0,72.0,88.0
violence_explicit_2,drop,1,0.020769692563908412,opus,60.0,78.0,88.0
violence_explicit_2,slip,2,0.002082083548475157,opus,48.0,30.0,88.0
violence_explicit_2,disappear,0,0.0023671318094649445,opus,45.0,20.0,70.0
violence_explicit_2,limp,2,0.002972030688599525,opus,50.0,68.0,40.0
violence_explicit_2,drown,-5,0.0035483727885081244,opus,72.0,35.0,95.0
violence_explicit_2,bleeding,0,0.0027779930114883024,opus,78.0,75.0,88.0
violence_explicit_2,float,0,0.004081283435074365,opus,45.0,25.0,55.0
violence_explicit_2,cry,-1,0.002103645919049944,opus,58.0,55.0,72.0
violence_explicit_2,roll,-8,0.005211499026323287,opus,52.0,62.0,78.0
violence_explicit_2,run,-4,0.0028061010978411424,opus,48.0,72.0,25.0
violence_explicit_2,dying,-1,0.0033160653922432904,opus,72.0,40.0,100.0
violence_explicit_2,gasp,0,0.002309832742743433,opus,68.0,62.0,88.0
violence_explicit_2,collapse,6,0.015485694176302406,opus,62.0,78.0,90.0
violence_explicit_2,walk,1,0.0024315694242265447,opus,45.0,70.0,30.0
violence_explicit_2,jerk,-1,0.002630045830108978,opus,72.0,78.0,88.0
violence_explicit_2,squirm,0,0.0026216206407076036,opus,65.0,70.0,80.0
violence_explicit_2,stumble,3,0.0030730413884594034,opus,55.0,70.0,68.0
violence_explicit_2,crash,-1,0.0021681549250620676,opus,68.0,72.0,85.0
violence_explicit_2,fade,2,0.00300884696886184,opus,48.0,25.0,92.0
violence_explicit_3,cuts,3,0.002791470070172205,"opus,sonnet",46.0,22.5,17.5
violence_explicit_3,nostrils,-8,0.018181091033494797,"opus,sonnet",58.5,90.0,5.5
violence_explicit_3,ears,0,0.05177805044528026,"opus,sonnet",68.0,81.0,50.0
violence_explicit_3,nose,-1,0.20764450953119692,"opus,sonnet",49.0,87.5,4.0
violence_explicit_3,feet,-3,0.002010990579721232,"opus,sonnet",46.5,65.0,3.5
violence_explicit_3,chin,-2,0.002189797427553732,"opus,sonnet",41.0,80.0,3.5
violence_explicit_3,hand,0,0.0033719911556053315,"opus,sonnet",38.5,68.0,3.0
violence_explicit_3,hands,-3,0.006758006459761599,"opus,sonnet",41.5,67.5,4.0
violence_explicit_3,gums,-2,0.0022538189959872596,"opus,sonnet",55.0,80.5,4.0
violence_explicit_3,fingers,-2,0.0026235541423289314,"opus,sonnet",62.5,81.0,3.0
violence_explicit_3,eyes,-7,0.049135728413587015,"opus,sonnet",90.0,85.5,18.5
violence_explicit_3,arm,3,0.002468672720307045,"opus,sonnet",41.5,56.5,9.0
violence_explicit_3,mouth,13,0.22504698796297473,"opus,sonnet",60.0,79.0,9.0
violence_explicit_3,ear,-7,0.007434926876432821,"opus,sonnet",65.0,83.5,47.0
violence_explicit_3,throat,-5,0.0036902864813408106,"opus,sonnet",92.0,85.0,92.0
violence_explicit_3,shoulders,-2,0.0021487552730536756,"opus,sonnet",41.5,53.5,7.5
violence_explicit_3,head,-8,0.07400733710751882,"opus,sonnet",72.0,42.5,53.0
violence_explicit_3,chest,-6,0.00396491581311604,"opus,sonnet",76.0,52.5,75.0
violence_explicit_3,forehead,-12,0.00900961826513206,"opus,sonnet",52.5,80.0,17.5
violence_explicit_3,skull,-2,0.002783061420497802,"opus,sonnet",92.0,67.5,86.0
violence_explicit_3,scalp,-1,0.0033194390116077716,"opus,sonnet",63.0,67.5,17.0
violence_explicit_3,skin,0,0.0016751116807427204,"opus,sonnet",48.5,21.0,16.0
violence_explicit_3,cheeks,0,0.0018684531992655862,"opus,sonnet",45.0,77.5,3.5
violence_explicit_3,brow,2,0.0028003129610168066,"opus,sonnet",43.5,71.5,9.0
violence_explicit_3,face,-12,0.05053202173760617,"opus,sonnet",70.0,41.0,15.0
violence_explicit_3,teeth,0,0.0020583107170663384,"opus,sonnet",70.0,76.0,6.0
violence_explicit_3,temples,-1,0.0023707540371258173,"opus,sonnet",67.0,75.0,56.5
violence_explicit_3,wound,-1,0.007351751645380984,"opus,sonnet",48.5,17.0,30.0
violence_explicit_3,veins,3,0.0036777049109311547,"opus,sonnet",62.0,28.5,63.0
violence_explicit_3,body,-9,0.03245014856434184,"opus,sonnet",52.5,7.5,42.5
violence_explicit_3,legs,-2,0.0024895646894704648,"opus,sonnet",47.5,51.0,13.5
violence_explicit_3,back,-9,0.004779485939499692,"opus,sonnet",69.0,49.0,35.0
violence_explicit_3,arms,-2,0.002382821524770909,"opus,sonnet",43.5,52.5,9.0
violence_explicit_3,wrists,-2,0.0030295692388669923,"opus,sonnet",61.5,77.5,47.5
violence_explicit_3,wounds,7,0.05961750392290758,"opus,sonnet",57.5,18.5,36.0
violence_explicit_3,side,-3,0.00290351937431999,"opus,sonnet",59.0,40.0,55.0
violence_explicit_3,neck,-8,0.004901521159062839,"opus,sonnet",85.0,70.0,84.0
violence_explicit_3,eye,-10,0.0036375820562117626,"opus,sonnet",87.5,88.0,16.0
violence_explicit_3,cut,-1,0.0020931206234610636,"opus,sonnet",37.5,21.5,14.0
violence_explicit_3,lips,-6,0.022479746053667024,"opus,sonnet",46.5,81.5,3.0
violence_explicit_4,shout,2,0.005432408520095897,opus,10.0,40.0,0.0
violence_explicit_4,chant,10,0.0035608500178897426,opus,10.0,35.0,0.0
violence_explicit_4,murder,-2,0.0019199395599804425,opus,82.0,12.0,100.0
violence_explicit_4,pull,-8,0.00422489787804504,opus,28.0,55.0,5.0
violence_explicit_4,kill,-15,0.007675406792580462,opus,80.0,12.0,100.0
violence_explicit_4,thrash,-8,0.006788529849486486,opus,72.0,70.0,20.0
violence_explicit_4,fight,0,0.00263684350779018,opus,45.0,45.0,12.0
violence_explicit_4,hit,-13,0.00783953213936967,opus,55.0,70.0,12.0
violence_explicit_4,swing,2,0.0013739813073304925,opus,45.0,45.0,10.0
violence_explicit_4,assault,-3,0.006529916401266374,opus,65.0,15.0,22.0
violence_explicit_4,burn,-6,0.0031999820595203284,opus,93.0,82.0,82.0
violence_explicit_4,rip,-3,0.002505026743783663,opus,72.0,45.0,25.0
violence_explicit_4,search,0,0.0023211105103283333,opus,8.0,78.0,0.0
violence_explicit_4,pummel,-6,0.014362886567511552,opus,78.0,82.0,28.0
violence_explicit_4,hammer,-1,0.0017414473089916375,opus,78.0,78.0,40.0
violence_explicit_4,whip,-8,0.008957479147873194,opus,78.0,85.0,22.0
violence_explicit_4,scream,3,0.0033316827531196806,opus,15.0,45.0,0.0
violence_explicit_4,lash,1,0.002475440572181293,opus,78.0,82.0,20.0
violence_explicit_4,choke,2,0.002407203750366654,opus,82.0,85.0,72.0
violence_explicit_4,bash,-2,0.0020941620369314736,opus,80.0,80.0,45.0
violence_explicit_4,rush,2,0.0011057453317375524,opus,40.0,55.0,10.0
violence_explicit_4,mock,-2,0.0021921104693870385,opus,8.0,22.0,0.0
violence_explicit_4,beat,5,0.4877469239250283,opus,75.0,75.0,30.0
violence_explicit_4,kick,-16,0.019162452502762415,opus,70.0,85.0,25.0
violence_explicit_4,lynch,-4,0.011344519612007171,opus,90.0,60.0,95.0
violence_explicit_4,strip,-5,0.004569669937978438,opus,45.0,82.0,3.0
violence_explicit_4,chop,-2,0.0018338495430695557,opus,92.0,80.0,80.0
violence_explicit_4,circle,4,0.002144851500877669,opus,20.0,75.0,3.0
violence_explicit_4,batter,-6,0.00356968665174129,opus,80.0,78.0,38.0
violence_explicit_4,smash,-4,0.003080983980628153,opus,80.0,62.0,45.0
violence_explicit_4,taunt,0,0.00414458710931874,opus,12.0,30.0,0.0
violence_explicit_4,stoned,2,0.0061185382411092296,opus,88.0,80.0,78.0
violence_explicit_4,shake,0,0.002393892286153681,opus,30.0,72.0,5.0
violence_explicit_4,stomp,-3,0.004699822489854876,opus,82.0,88.0,50.0
violence_explicit_4,trample,0,0.0021825798561073673,opus,80.0,85.0,55.0
violence_explicit_4,hurl,1,0.007313703615397846,opus,40.0,20.0,12.0
violence_explicit_4,torture,-16,0.008434714033216046,opus,92.0,20.0,45.0
violence_explicit_4,execute,2,0.0018198611384229622,opus,72.0,30.0,100.0
violence_explicit_4,stab,-12,0.005155436284140979,opus,90.0,85.0,75.0
violence_explicit_4,make,-1,0.0020885993108669637,opus,15.0,5.0,5.0
violence_explicit_4,set,-6,0.0036420697696293767,opus,30.0,8.0,20.0
violence_explicit_4,chase,-1,0.0031798155932283106,opus,22.0,70.0,5.0
violence_explicit_4,pound,-10,0.004290695534590352,opus,78.0,82.0,35.0
violence_explicit_4,rape,-2,0.0032546094635584597,opus,95.0,75.0,8.0
violence_explicit_4,flog,-3,0.004308599510682053,opus,78.0,85.0,22.0
violence_explicit_4,mutilate,-6,0.002833656074323961,opus,95.0,40.0,55.0
violence_explicit_4,throw,-4,0.017461523668902395,opus,40.0,25.0,12.0
violence_explicit_4,tear,-16,0.016148702884221593,opus,70.0,48.0,25.0
violence_explicit_4,spit,-6,0.002555564168736014,opus,15.0,85.0,0.0
violence_explicit_4,torment,0,0.0018407248504119685,opus,60.0,12.0,10.0
violence_explicit_4,question,2,0.002054539085442806,opus,10.0,45.0,0.0
violence_explicit_4,attack,-4,0.013032164444964026,opus,65.0,20.0,30.0
violence_explicit_4,break,-3,0.00232500360293786,opus,62.0,30.0,20.0
violence_explicit_4,abuse,-10,0.005762330482794259,opus,55.0,15.0,8.0
violence_explicit_4,drag,-5,0.007128863340984407,opus,35.0,80.0,10.0
violence_explicit_4,stone,2,0.06210156699045917,opus,88.0,82.0,78.0
violence_explicit_4,strike,-13,0.004371498045312306,opus,58.0,55.0,18.0
violence_explicit_4,pelt,6,0.024101946689896406,opus,55.0,70.0,15.0
violence_explicit_4,take,-2,0.0021807502736699395,opus,15.0,6.0,5.0
violence_explicit_4,club,-3,0.002551047002796279,opus,82.0,85.0,50.0
violence_explicit_4,hack,-8,0.004230853691120943,opus,92.0,82.0,80.0
violence_explicit_4,shoot,-8,0.004023924721112701,opus,85.0,88.0,88.0
violence_explicit_4,jeer,2,0.0016787196124151617,opus,10.0,35.0,0.0
violence_explicit_4,fire,-2,0.002370372617414663,opus,80.0,50.0,78.0
violence_explicit_4,insult,0,0.002083725471848672,opus,8.0,20.0,0.0
violence_explicit_4,force,-2,0.002550684532816171,opus,35.0,8.0,8.0
violence_explicit_4,push,1,0.00424667352616882,opus,22.0,70.0,5.0
violence_explicit_4,run,0,0.0023641889585284356,opus,12.0,35.0,5.0
violence_explicit_4,tie,2,0.0023210325488183673,opus,30.0,80.0,8.0
violence_explicit_4,hang,-5,0.0035657757085471127,opus,82.0,85.0,92.0
violence_explicit_4,stoning,4,0.003911403783900384,opus,88.0,80.0,78.0
violence_explicit_4,punch,-6,0.0030654625602621922,opus,62.0,88.0,12.0
violence_explicit_4,cut,-14,0.004690941762266909,opus,72.0,55.0,40.0
violence_liminal_1,arrest,3,0.07598241912988561,opus,30.0,65.0,2.0
violence_liminal_1,repress,-2,0.002234448889911398,opus,45.0,12.0,6.0
violence_liminal_1,interfere,-6,0.002854027293918192,opus,18.0,10.0,1.0
violence_liminal_1,pepper-spray,0,0.0022388282436819878,opus,55.0,88.0,2.0
violence_liminal_1,pull,-8,0.002877149583548192,opus,42.0,65.0,2.0
violence_liminal_1,teargas,-6,0.0024436999968002024,opus,62.0,85.0,7.0
violence_liminal_1,kill,-2,0.0022635629050317776,opus,95.0,40.0,100.0
violence_liminal_1,shut,0,0.0021426476295084568,opus,25.0,20.0,2.0
violence_liminal_1,enter,-4,0.00298525558447435,opus,20.0,50.0,2.0
violence_liminal_1,fight,-2,0.0021169053645430282,opus,62.0,40.0,6.0
violence_liminal_1,hit,-10,0.0036456708108735733,opus,70.0,65.0,6.0
violence_liminal_1,apprehend,2,0.0014883591213960753,opus,28.0,45.0,2.0
violence_liminal_1,move,-7,0.027476051999852473,opus,25.0,35.0,2.0
violence_liminal_1,assault,-18,0.003697364674196205,opus,82.0,40.0,12.0
violence_liminal_1,search,-2,0.004033536250897242,opus,18.0,55.0,1.0
violence_liminal_1,spray,-14,0.004515894068248683,opus,48.0,72.0,2.0
violence_liminal_1,charge,-6,0.014239114629851732,opus,68.0,72.0,8.0
violence_liminal_1,surround,-2,0.004407153362708437,opus,28.0,65.0,2.0
violence_liminal_1,dismantle,0,0.0031882390499188454,opus,30.0,45.0,2.0
violence_liminal_1,storm,-1,0.002445500350609867,opus,62.0,60.0,6.0
violence_liminal_1,drive,-9,0.0038084289787213904,opus,40.0,40.0,8.0
violence_liminal_1,disperse,12,0.07320126628860761,opus,38.0,45.0,3.0
violence_liminal_1,enforce,5,0.003699162879136736,opus,28.0,15.0,3.0
violence_liminal_1,target,0,0.0022773134646817544,opus,48.0,15.0,8.0
violence_liminal_1,show,3,0.002479617917235018,opus,22.0,15.0,2.0
violence_liminal_1,beat,-23,0.03809472581379494,opus,85.0,78.0,15.0
violence_liminal_1,brutally,-3,0.002030109323257126,opus,88.0,6.0,18.0
violence_liminal_1,try,-11,0.005618672028107773,opus,12.0,4.0,2.0
violence_liminal_1,arrive,-3,0.003602467637807286,opus,8.0,55.0,1.0
violence_liminal_1,turn,-2,0.0023559301984202806,opus,45.0,20.0,5.0
violence_liminal_1,indiscriminately,-3,0.002771808644569742,opus,65.0,5.0,12.0
violence_liminal_1,tear-gas,-5,0.004477773400496128,opus,62.0,85.0,7.0
violence_liminal_1,react,-1,0.0017861797749600364,opus,20.0,8.0,3.0
violence_liminal_1,deploy,2,0.0037497239179722017,opus,40.0,40.0,4.0
violence_liminal_1,forcefully,1,0.004514296454165908,opus,55.0,5.0,5.0
violence_liminal_1,make,-3,0.013513450454829351,opus,25.0,25.0,2.0
violence_liminal_1,advance,2,0.0033173949911848395,opus,40.0,60.0,3.0
violence_liminal_1,detain,-13,0.005891795489644806,opus,28.0,55.0,2.0
violence_liminal_1,carry,-2,0.002002403179720904,opus,22.0,45.0,1.0
violence_liminal_1,set,-2,0.0021041609850026293,opus,20.0,30.0,2.0
violence_liminal_1,control,-2,0.0016405378287464416,opus,25.0,20.0,2.0
violence_liminal_1,chase,-13,0.006494336911193659,opus,40.0,70.0,3.0
violence_liminal_1,round,-1,0.003856301266431122,opus,35.0,45.0,2.0
violence_liminal_1,intervene,3,0.011422172972975346,opus,25.0,15.0,2.0
violence_liminal_1,close,-2,0.00457224464533651,opus,30.0,50.0,2.0
violence_liminal_1,raid,-3,0.0029647218572111645,opus,48.0,45.0,5.0
violence_liminal_1,attempt,-1,0.0023340249124355603,opus,15.0,5.0,2.0
violence_liminal_1,cordon,0,0.0021843028579718315,opus,15.0,55.0,1.0
violence_liminal_1,throw,-26,0.007527849756881431,opus,50.0,35.0,8.0
violence_liminal_1,tear,-14,0.018687504983640312,opus,40.0,30.0,4.0
violence_liminal_1,harass,-6,0.0029537944151349386,opus,40.0,20.0,2.0
violence_liminal_1,act,-4,0.002717898140483868,opus,18.0,5.0,2.0
violence_liminal_1,attack,-14,0.03072804133353838,opus,78.0,45.0,15.0
violence_liminal_1,pepper,-8,0.006095392709435668,opus,50.0,45.0,2.0
violence_liminal_1,evacuate,-2,0.0018807255889341304,opus,15.0,40.0,1.0
violence_liminal_1,break,-8,0.020032426367802322,opus,40.0,40.0,3.0
violence_liminal_1,use,13,0.14447791017805517,opus,40.0,15.0,4.0
violence_liminal_1,be,-2,0.002279356953403071,opus,8.0,2.0,2.0
violence_liminal_1,drag,-8,0.0033892506372009148,opus,55.0,80.0,2.0
violence_liminal_1,retaliate,-3,0.003706797416815271,opus,55.0,12.0,6.0
violence_liminal_1,forcibly,-1,0.007612073614977849,opus,52.0,6.0,4.0
violence_liminal_1,open,-10,0.007120744046954295,opus,78.0,40.0,60.0
violence_liminal_1,strike,-4,0.002298541300224105,opus,75.0,62.0,10.0
violence_liminal_1,confiscate,-3,0.002334220695922814,opus,18.0,55.0,1.0
violence_liminal_1,baton,-4,0.0037575684210446876,opus,78.0,82.0,10.0
violence_liminal_1,take,-13,0.007795457319874268,opus,25.0,20.0,2.0
violence_liminal_1,club,-3,0.0031144228981263428,opus,80.0,85.0,12.0
violence_liminal_1,crack,2,0.008019180046760995,opus,50.0,18.0,5.0
violence_liminal_1,shoot,-17,0.026234863703601553,opus,90.0,70.0,75.0
violence_liminal_1,fire,-13,0.06846727579825657,opus,82.0,65.0,55.0
violence_liminal_1,force,-12,0.005716667704858077,opus,48.0,40.0,3.0
violence_liminal_1,crackdown,4,0.0021845041343436828,opus,50.0,15.0,6.0
violence_liminal_1,push,-6,0.016657190804116654,opus,42.0,65.0,3.0
violence_liminal_1,physically,-1,0.004066967359128461,opus,50.0,8.0,4.0
violence_liminal_1,clear,3,0.0256786202028924,opus,35.0,45.0,3.0
violence_liminal_1,respond,6,0.006339501369866788,opus,18.0,10.0,3.0
violence_liminal_1,violently,-2,0.005271373409608058,opus,85.0,5.0,15.0
violence_liminal_1,threaten,0,0.00203985331855759,opus,35.0,25.0,3.0
violence_liminal_1,escort,-2,0.002352048679376295,opus,12.0,50.0,1.0
violence_liminal_1,riot,-1,0.002390825771795909,opus,72.0,35.0,8.0
violence_liminal_1,suppress,3,0.002186809454124939,opus,45.0,20.0,10.0
violence_liminal_1,stop,-4,0.0024316185781224882,opus,22.0,30.0,2.0
violence_liminal_1,clash,5,0.003214573500392599,opus,58.0,50.0,8.0
violence_liminal_1,block,-6,0.003991734721629038,opus,15.0,50.0,1.0
violence_liminal_1,evict,-7,0.004151667807717847,opus,32.0,40.0,2.0
violence_liminal_1,remove,-11,0.0214885783442407,opus,30.0,40.0,2.0
violence_liminal_1,confront,2,0.0017814176714486,opus,35.0,35.0,3.0
violence_liminal_1,aggressively,4,0.002242200330209695,opus,58.0,6.0,5.0
violence_liminal_2,started,9,0.03210851097319345,opus,10.0,10.0,5.0
violence_liminal_2,stood,-10,0.005745447013323151,opus,8.0,40.0,3.0
violence_liminal_2,pushed,-14,0.0033951863392891854,opus,40.0,38.0,30.0
violence_liminal_2,got,-4,0.002988539725239657,opus,8.0,12.0,3.0
violence_liminal_2,lifted,-4,0.002215218539616113,opus,20.0,50.0,8.0
violence_liminal_2,took,-2,0.01643057201311469,opus,8.0,25.0,3.0
violence_liminal_2,smiled,3,0.0027411199735906354,opus,12.0,50.0,3.0
violence_liminal_2,lunged,1,0.0016901081684738016,opus,78.0,65.0,50.0
violence_liminal_2,left,-5,0.0030281178541798404,opus,6.0,45.0,2.0
violence_liminal_2,wiped,1,0.010738713871916104,opus,12.0,60.0,3.0
violence_liminal_2,tried,-14,0.0048538831325588,opus,12.0,8.0,6.0
violence_liminal_2,crept,0,0.0018466213790629474,opus,35.0,45.0,15.0
violence_liminal_2,proceeded,-9,0.004337427297364728,opus,15.0,8.0,8.0
violence_liminal_2,continued,-2,0.0035060432749633393,opus,10.0,10.0,5.0
violence_liminal_2,reached,-1,0.0025989816663330788,opus,10.0,35.0,4.0
violence_liminal_2,placed,-5,0.018239662162349925,opus,4.0,60.0,1.0
violence_liminal_2,approached,14,0.005299758284515487,opus,35.0,40.0,15.0
violence_liminal_2,headed,-4,0.007238106015806345,opus,12.0,40.0,5.0
violence_liminal_2,gestured,2,0.0013851506420446932,opus,25.0,45.0,6.0
violence_liminal_2,sat,-7,0.003819869979347662,opus,3.0,55.0,1.0
violence_liminal_2,came,-8,0.004224055011523066,opus,28.0,25.0,12.0
violence_liminal_2,raised,-3,0.003533260656221929,opus,35.0,55.0,20.0
violence_liminal_2,saw,-3,0.0035003840206947238,opus,6.0,35.0,2.0
violence_liminal_2,cleaned,2,0.0016696959882908492,opus,8.0,55.0,2.0
violence_liminal_2,flicked,-7,0.0032045310257595733,opus,15.0,45.0,5.0
violence_liminal_2,dropped,-15,0.004651311053693416,opus,8.0,60.0,3.0
violence_liminal_2,stuck,-18,0.005272002698270403,opus,55.0,50.0,40.0
violence_liminal_2,slit,-7,0.0036442171319397945,opus,90.0,85.0,92.0
violence_liminal_2,walked,9,0.04220800726127828,opus,8.0,50.0,3.0
violence_liminal_2,stepped,1,0.0038786097516605423,opus,20.0,45.0,6.0
violence_liminal_2,drove,-2,0.0027956377536901794,opus,75.0,55.0,65.0
violence_liminal_2,checked,2,0.002199755818826595,opus,5.0,40.0,2.0
violence_liminal_2,hesitated,4,0.001253473980751379,opus,15.0,35.0,5.0
violence_liminal_2,swung,-5,0.004338554644835483,opus,70.0,60.0,45.0
violence_liminal_2,used,-15,0.009902400032622403,opus,20.0,12.0,10.0
violence_liminal_2,said,-8,0.008698700061370536,opus,8.0,25.0,2.0
violence_liminal_2,slid,-5,0.010027833139930525,opus,30.0,45.0,25.0
violence_liminal_2,inserted,2,0.001530413327422154,opus,40.0,35.0,25.0
violence_liminal_2,pointed,-6,0.008637167758449917,opus,40.0,60.0,15.0
violence_liminal_2,pressed,1,0.0046221199454495685,opus,50.0,50.0,25.0
violence_liminal_2,began,12,0.04247843021155171,opus,12.0,10.0,6.0
violence_liminal_2,tested,3,0.0027595700125369682,opus,12.0,50.0,3.0
violence_liminal_2,tossed,-9,0.007148714291011762,opus,18.0,50.0,8.0
violence_liminal_2,glanced,9,0.003116882575619745,opus,4.0,45.0,2.0
violence_liminal_2,looked,8,0.020579026234929656,opus,5.0,35.0,2.0
violence_liminal_2,waved,-4,0.004000025514077401,opus,30.0,55.0,8.0
violence_liminal_2,turned,8,0.02233497525542472,opus,15.0,45.0,5.0
violence_liminal_2,aimed,3,0.001996942078102995,opus,45.0,50.0,20.0
violence_liminal_2,went,-9,0.025050209483281977,opus,12.0,20.0,5.0
violence_liminal_2,made,-1,0.00779546624925515,opus,10.0,12.0,4.0
violence_liminal_2,shoved,-11,0.0031526650650804252,opus,40.0,38.0,25.0
violence_liminal_2,put,-14,0.02363275007721819,opus,15.0,35.0,6.0
violence_liminal_2,picked,-2,0.0023930191010078784,opus,8.0,25.0,3.0
violence_liminal_2,set,-5,0.006471703574568242,opus,4.0,50.0,1.0
