group,labeling,category,delta,edges_pos,n_edges,lo,hi,p,bonferroni
ALL,usas,I2.2,-0.0012321663150097256,14,43,-0.002275307318902036,-0.00018902531111741503,0.025561193212871973,False
ALL,usas,I3.1,-0.001194486624853967,12,43,-0.002439634424396055,5.066117468812098e-05,0.06702069615451675,False
ALL,usas,S9,-0.0010830313052851005,19,43,-0.0024279861387132545,0.00026192352814305366,0.12199989141278686,False
ALL,usas,A5.1,-0.0010308562668127337,10,43,-0.0019149943570763183,-0.0001467181765491491,0.027412329908881837,False
ALL,usas,N5.1,-0.0009285079169296597,15,43,-0.0015983573490520133,-0.000258658484807306,0.00953128029922944,False
ALL,usas,X9.2,-0.0007552884142620302,14,43,-0.0012136387363780087,-0.0002969380921460517,0.0024083955652274727,False
ALL,usas,X8,-0.0006990888027813052,19,43,-0.002666841445590074,0.0012686638400274633,0.4900552879156458,False
ALL,usas,B1,-0.0006003671357480261,19,43,-0.0028204394456271082,0.0016197051741310559,0.598877693095043,False
ALL,usas,M8,-0.0005433805334727767,24,43,-0.002983174589767845,0.0018964135228222915,0.6646933559667815,False
ALL,usas,Z7,-0.0005143424066316684,18,43,-0.0012364745710388798,0.00020778975777554305,0.1700443392374236,False
ALL,usas,S4,-0.0004992603803866945,10,43,-0.0008277937906735438,-0.00017072697009984519,0.004795325128533546,False
ALL,usas,T1.3,-0.00045081092551885313,16,43,-0.0009019726551695757,3.5080413186941743e-07,0.05683716413268704,False
ALL,usas,S2.1f,-0.00043682542176553976,18,43,-0.0007780459997021308,-9.560484382894872e-05,0.016045993734186328,False
ALL,usas,C1,-0.00043037969594780437,20,43,-0.0008724815142576827,1.1722122362073904e-05,0.06323883606449576,False
ALL,usas,H4,-0.0003857519586020086,14,43,-0.0009942430478892088,0.00022273913068519152,0.2209306565792656,False
ALL,usas,Z3,-0.00026286544773972386,21,43,-0.0007191458898868541,0.00019341499440740645,0.2652361282622385,False
ALL,usas,F2,-0.00025772939409467215,15,43,-0.0005665021655692984,5.1043377379954074e-05,0.10931454582376766,False
ALL,usas,Z8mfn,-0.00025093102872825076,16,43,-0.0023850792365476257,0.001883217179091124,0.8188571974570029,False
ALL,usas,S4f,-0.00019021075969805984,16,43,-0.00035974100519943903,-2.068051419668065e-05,0.03343015472945701,False
ALL,usas,M5,-0.00018286480453749517,14,43,-0.00032883659475990836,-3.689301431508197e-05,0.018295380542032204,False
ALL,usas,Z2,-0.00016602472094469635,13,43,-0.0003421535209262343,1.0104079036841643e-05,0.07171737773284735,False
ALL,usas,A9,-0.00016157630995930597,18,43,-0.007220727602950072,0.006897574983031461,0.9644297136002092,False
ALL,usas,E1,-0.00014191099922608046,21,43,-0.0004279117201024914,0.00014408972165033053,0.3363527561985653,False
ALL,usas,Q1.3,-0.00013793551677237663,20,43,-0.0006151538448121998,0.0003392828112674465,0.574055599861451,False
ALL,usas,O1.2,-0.0001163401490233295,17,43,-0.0002384032419773026,5.722943930643607e-06,0.06873436438343826,False
ALL,usas,H1,-0.00010220982581642032,20,43,-0.00027096883522095773,6.65491835881171e-05,0.2418650913589902,False
ALL,usas,S2.2m,-0.00010167507116842579,19,43,-0.0003170513851232413,0.00011370124278638974,0.3601070699075641,False
ALL,usas,S4m,-9.521788272879618e-05,17,43,-0.00024315575973700345,5.271999427941109e-05,0.21408212414766145,False
ALL,usas,S1.1.3,-7.35017849215578e-05,18,43,-0.0005441970051037907,0.00039719343526067516,0.7610669329007355,False
ALL,usas,S1.2.6,-5.88581661940083e-05,15,43,-0.00011805368736610275,3.373549780861512e-07,0.05801624427294917,False
ALL,usas,Z4,-5.7138180579110924e-05,18,43,-0.00023134563928319129,0.00011706927812496945,0.523809860143007,False
ALL,usas,X2.3,-5.350108149801795e-05,20,43,-0.00031244839006279397,0.00020544622706675808,0.6875655089568435,False
ALL,usas,Q4,-5.250654367976886e-05,17,43,-0.0001414612512599834,3.644816390044567e-05,0.2538458714193517,False
ALL,usas,S1.2.4,-4.734870901897018e-05,21,43,-0.00022868055230209578,0.00013398313426415544,0.6114799314628255,False
ALL,usas,Z3fn,-3.2695277302413844e-05,8,43,-7.08712020673569e-05,5.480647462529217e-06,0.10065321682374154,False
ALL,usas,X3,-2.685712596565911e-05,15,43,-6.546581068583106e-05,1.1751558754512842e-05,0.1800134114034955,False
ALL,usas,W1,-2.6448130186733804e-05,24,43,-0.00011876433354844923,6.586807317498162e-05,0.5774204062368141,False
ALL,usas,L2fn,-2.3081252280962e-05,4,43,-3.915985182749288e-05,-7.002652734431123e-06,0.007421204936994055,False
ALL,usas,A13.4,-2.0714643165323156e-05,22,43,-0.00035480368082853504,0.00031337439449788873,0.903853541429027,False
ALL,usas,H3,-1.7024186430792795e-05,11,43,-4.302506445885181e-05,8.976691597266221e-06,0.20641655872558765,False
ALL,usas,I1.3,-1.529316171013053e-05,18,43,-0.000235556279558479,0.00020496995613821797,0.8924039518788696,False
ALL,usas,O4.5,-1.055515565218708e-05,23,43,-0.00021047657419843115,0.00018936626289405698,0.9180736329019972,False
ALL,usas,L2mfnc,-1.0113488552294756e-05,15,43,-3.029790253967512e-05,1.0070925435085606e-05,0.3316906525766183,False
ALL,usas,G1.2,-8.169269469146545e-06,21,43,-8.829124511321218e-05,7.195270617491908e-05,0.8425682965489469,False
ALL,usas,O1.3,-8.150581971348113e-06,8,43,-2.542171742918274e-05,9.12055348648651e-06,0.36027002253071483,False
ALL,usas,S4c,-8.144023848135169e-06,18,43,-5.528461623598232e-05,3.899656853971199e-05,0.7365904047967292,False
ALL,usas,S2,-5.795046613247844e-06,21,43,-9.265367003505147e-05,8.106357680855579e-05,0.8965835337862376,False
ALL,usas,W5,-4.272277915722995e-06,12,43,-2.066681129996507e-05,1.2122255468519078e-05,0.61219379972294,False
ALL,usas,M4fn,-3.3507505124797135e-06,3,43,-9.279918186946709e-06,2.578417161987282e-06,0.274314237192879,False
ALL,usas,B3c,-3.2193887731936333e-06,3,43,-9.473176868753823e-06,3.034399322366556e-06,0.3187578397893744,False
ALL,usas,X4.2,-2.2251154252220468e-06,20,43,-0.00013055559286179592,0.00012610536201135183,0.9730506406661871,False
ALL,usas,L2mn,-1.4605171106882103e-06,0,43,-4.323130647637102e-06,1.4020964262606812e-06,0.32303728760298683,False
ALL,usas,N5+++c,-5.173016717120823e-07,0,43,-1.5312129482677639e-06,4.966096048435992e-07,0.32303728760298706,False
ALL,usas,L2mf,-3.973932375578221e-07,1,43,-4.083802285082663e-06,3.289015809967019e-06,0.8336851221669604,False
ALL,usas,Q4c,-2.565093393923157e-07,4,43,-4.662358203729906e-06,4.1493395249452736e-06,0.9096931155709782,False
ALL,usas,L2f,2.7113644432723355e-07,1,43,-3.5446039028703787e-06,4.086876791524846e-06,0.8899005734733004,False
ALL,usas,K5,3.079910706339728e-07,4,43,-7.868234353566595e-06,8.48421649483454e-06,0.9414950289675698,False
ALL,usas,L2,3.6385453442869095e-07,23,43,-7.545303316676928e-05,7.618074223562666e-05,0.9925395233919689,False
ALL,usas,L3,3.8795289087681354e-07,20,43,-8.69168533079474e-05,8.769275908970102e-05,0.9930920925701662,False
ALL,usas,S9c,5.626043631093568e-07,1,43,-5.401001885849825e-07,1.665308914803696e-06,0.32303728760298706,False
ALL,usas,I4c,6.38878436127809e-07,1,43,-6.133232986826965e-07,1.8910801709383146e-06,0.32303728760298706,False
ALL,usas,N4c,6.38878436127809e-07,1,43,-6.133232986826965e-07,1.8910801709383146e-06,0.32303728760298706,False
ALL,usas,A1.1.1c,7.914178646754594e-07,1,43,-7.59761150088441e-07,2.34259687943936e-06,0.32303728760298706,False
ALL,usas,Z3mfn,8.916132581819161e-07,2,43,-2.2665535182753194e-06,4.0497800346391515e-06,0.5829596565455741,False
ALL,usas,Z2c,9.184035207917374e-07,1,43,-8.816673799600681e-07,2.718474421543543e-06,0.32303728760298683,False
ALL,usas,Q3,9.9529038972377e-07,20,43,-0.000668611897095501,0.0006706024778749487,0.9976893170184242,False
ALL,usas,Z3f,1.2014827992371659e-06,2,43,-4.472178178459016e-07,2.8501834163202333e-06,0.16058851414856443,False
ALL,usas,O2c,1.3354665185189142e-06,1,43,-1.282047857778158e-06,3.952980894815986e-06,0.32303728760298706,False
ALL,usas,S1.1.3+c,1.4896114497494474e-06,1,43,-1.43002699175947e-06,4.409249891258364e-06,0.32303728760298706,False
ALL,usas,Z3mf,1.4896114497494474e-06,1,43,-1.43002699175947e-06,4.409249891258364e-06,0.32303728760298706,False
ALL,usas,S9mn,1.4896114497494474e-06,1,43,-1.43002699175947e-06,4.409249891258364e-06,0.32303728760298706,False
ALL,usas,S9f,1.4896114497494474e-06,1,43,-1.43002699175947e-06,4.409249891258364e-06,0.32303728760298706,False
ALL,usas,G3c,1.4963205477730263e-06,1,43,-1.4364677258621051e-06,4.4291088214081574e-06,0.32303728760298706,False
ALL,usas,S.1.2.3,1.5674823687804234e-06,2,43,-1.5680709479029012e-06,4.703035685463748e-06,0.33278744145707273,False
ALL,usas,S1.2.2,1.6516705085501747e-06,15,43,-1.728259422312201e-05,2.0585935240222357e-05,0.86506495782053,False
ALL,usas,Z3m,1.6647832950152568e-06,2,43,-6.154949699752889e-07,3.945061560005802e-06,0.1598420742122396,False
ALL,usas,N3,1.8019159420928683e-06,2,43,-6.659880243760448e-07,4.269819908561781e-06,0.1598078822918039,False
ALL,usas,A1.6,1.8441605786072663e-06,9,43,-6.2734182141006785e-06,9.961739371315212e-06,0.6584076935140873,False
ALL,usas,I1c,2.006541792755858e-06,2,43,-7.923454636145896e-07,4.805429049126306e-06,0.16733412106102963,False
ALL,usas,S9mfn,2.8516608336452416e-06,4,43,-5.951438246602086e-07,6.298465491950691e-06,0.1123784682438792,False
ALL,usas,S7.1+c,4.72300590230172e-06,7,43,-1.616677149026646e-06,1.1062688953630086e-05,0.15168042916484617,False
ALL,usas,N3.1c,4.7395392499672935e-06,6,43,-6.18724512994258e-07,1.0097803012928845e-05,0.09031176404926625,False
ALL,usas,I4,4.993008459005839e-06,22,43,-2.259775212485153e-05,3.258376904286321e-05,0.7245931850916283,False
ALL,usas,S1.2.3,5.72088373162057e-06,12,43,-9.845708289484685e-06,2.1287475752725824e-05,0.4753178320232775,False
ALL,usas,Z1,6.046669065579247e-06,14,43,-3.759556583694724e-05,4.9688903968105736e-05,0.7872909945921176,False
ALL,usas,A1.5.2,6.7898076109223e-06,4,43,-5.205428945920348e-07,1.4100158116436635e-05,0.0758231605970776,False
ALL,usas,S1.1.4,6.824659570667215e-06,5,43,4.0354687141845875e-07,1.324577226991597e-05,0.043359907307299994,False
ALL,usas,S2.2,8.001384858233839e-06,17,43,-7.166908808878617e-06,2.3169678525346296e-05,0.3070930900412365,False
ALL,usas,O3,8.19193986655659e-06,21,43,-4.568152963775435e-05,6.206540937086752e-05,0.7671455529750444,False
ALL,usas,X1,9.258610055781045e-06,10,43,3.8218596172317035e-06,1.4695360494330387e-05,0.0017766130100709719,False
ALL,usas,K6,9.376776394570685e-06,8,43,2.4087764615114247e-06,1.6344776327629946e-05,0.01165900338866909,False
ALL,usas,X3.5,9.592179619362516e-06,10,43,-1.2537758382945961e-05,3.1722117621670994e-05,0.40038754010780286,False
ALL,usas,A13.5,9.719347280907002e-06,20,43,-1.460480824986609e-05,3.4043502811680095e-05,0.4379220061630376,False
ALL,usas,M3fn,9.80674079563824e-06,22,43,-2.735299229106873e-05,4.6966473882345207e-05,0.6076888819134729,False
ALL,usas,I2.1,1.0328264119469483e-05,21,43,-3.2178831701466164e-05,5.2835359940405137e-05,0.6363746306118687,False
ALL,usas,S5+c,1.0421431276133543e-05,16,43,-5.027570678362874e-06,2.587043323062996e-05,0.1932715377869234,False
ALL,usas,Q4.1,1.0860760663924871e-05,17,43,-1.8265660553048978e-05,3.9987181880898724e-05,0.4689275699510254,False
ALL,usas,Q4.3,1.2859465007145316e-05,20,43,-1.2846506209615465e-05,3.85654362239061e-05,0.33245676437456867,False
ALL,usas,Q4.2,1.2978148782185348e-05,20,43,-1.745145125620127e-05,4.340774882057197e-05,0.4079220909118637,False
ALL,usas,L2mfn,1.3896685521307257e-05,20,43,-3.500967996108909e-05,6.280305100370361e-05,0.5805299991645287,False
ALL,usas,Q1.2c,1.6429397790462138e-05,12,43,2.7465515411253714e-06,3.0112244039798907e-05,0.02335716471240814,False
ALL,usas,A1.2,2.166116687481371e-05,19,43,-2.0041759685903408e-05,6.336409343553082e-05,0.31448048159979297,False
ALL,usas,S2mfc,2.205196661107593e-05,21,43,8.314958000116492e-06,3.5788975222035366e-05,0.0030359932170789822,False
ALL,usas,T1.1.1,2.4711212005874063e-05,24,43,-0.00010832518968265506,0.00015774761369440318,0.7176354918892555,False
ALL,usas,A1.2.4,2.5506999548002946e-05,18,43,8.527322986367112e-06,4.248667610963878e-05,0.005255554685228728,False
ALL,usas,W4,2.577634972082269e-05,22,43,-5.658574087485902e-05,0.0001081384403165044,0.5429139061848323,False
ALL,usas,T1.1,2.6707185603884255e-05,22,43,4.65023425668246e-06,4.876413695108605e-05,0.022285381031915467,False
ALL,usas,S1.2,3.212648127447884e-05,15,43,9.514006675359139e-06,5.473895587359854e-05,0.008002420635402678,False
ALL,usas,O1,3.220510222556084e-05,26,43,9.027092795895236e-06,5.538311165522645e-05,0.009373454977288174,False
ALL,usas,K5.2,3.4288641133998154e-05,22,43,1.7707841466161888e-05,5.086944080183442e-05,0.00021374780297175148,False
ALL,usas,A12,3.7588961847718924e-05,26,43,-1.8942154582091176e-05,9.412007827752902e-05,0.19958779027683646,False
ALL,usas,S4mf,3.912966897845513e-05,28,43,1.7339805060639075e-05,6.091953289627118e-05,0.0010538185770588072,False
ALL,usas,A6,4.001436279118655e-05,21,43,-2.8912516940409678e-05,0.00010894124252278278,0.26163442102301654,False
ALL,usas,K3,4.7503220739690967e-05,25,43,5.50657083199319e-06,8.949987064738874e-05,0.03209130080666921,False
ALL,usas,N3.3,5.691527634884365e-05,26,43,4.482641805378973e-06,0.00010934791089230833,0.03928716894754188,False
ALL,usas,N3.1,5.833199752922747e-05,25,43,1.6352939998335533e-05,0.0001003110550601194,0.009369593728505274,False
ALL,usas,T1.2,5.974879843452248e-05,32,43,3.318302609701703e-05,8.631457077202794e-05,7.08412757635224e-05,True
ALL,usas,G1.1c,6.020283381060101e-05,31,43,2.732192464603585e-05,9.308374297516618e-05,0.0008619345968221667,False
ALL,usas,S1.2.5,6.24484515521552e-05,29,43,5.179717144896397e-06,0.000119717185959414,0.038442702946780496,False
ALL,usas,G1.1,6.371822064892188e-05,31,43,3.1691619876120376e-05,9.574482142172338e-05,0.00034146638800256694,False
ALL,usas,K5.1,6.543026474532924e-05,24,43,-5.697020104064556e-05,0.00018783073053130406,0.3007526511824108,False
ALL,usas,N3.5,6.673604518003844e-05,26,43,2.599145428068066e-05,0.00010748063607939622,0.0025427939132943687,False
ALL,usas,N3.4,6.674527028702311e-05,24,43,3.650423738300719e-05,9.698630319103903e-05,9.174062312115355e-05,True
ALL,usas,N3.6,7.699962622994363e-05,26,43,-2.4520240494066355e-05,0.00017851949295395362,0.14458993149230512,False
ALL,usas,A15,7.719442248122094e-05,27,43,3.470971938924589e-05,0.000119679125573196,0.0009336260007713392,False
ALL,usas,I3.2,7.948767676921948e-05,26,43,3.724546836962567e-05,0.00012172988516881327,0.0006429596509800464,False
ALL,usas,A13.2,8.166221621983151e-05,27,43,2.639851943722947e-05,0.00013692591300243356,0.00597227608284426,False
ALL,usas,N3.7,8.305705506785033e-05,30,43,1.1829194016016033e-05,0.00015428491611968465,0.027396005709274206,False
ALL,usas,X2,8.835839570088335e-05,30,43,5.1366152868707644e-05,0.00012535063853305907,2.972582213233943e-05,True
ALL,usas,A13.7,9.03750986336271e-05,29,43,4.642548679359889e-05,0.00013432471047365531,0.00022922715315281072,False
ALL,usas,A13.6,9.562715256667849e-05,30,43,-5.270217180333473e-06,0.00019652452231369046,0.07024288891451898,False
ALL,usas,N2,9.875770871468937e-05,25,43,-3.128429416188027e-05,0.00022879971159125902,0.1440946990942129,False
ALL,usas,X9.1,0.00010574920663013254,32,43,5.699206511797533e-05,0.00015450634814228974,0.0001159328764788777,True
ALL,usas,M7,0.00011146025865194174,25,43,1.7312018984274642e-05,0.00020560849831960883,0.02524882649538497,False
ALL,usas,O1.1,0.00011686639999956951,30,43,1.0750642969788269e-05,0.00022298215702935075,0.03664589992015241,False
ALL,usas,A4.2,0.00011718935800328682,28,43,4.710083558377877e-05,0.00018727788042279488,0.0021087341446201784,False
ALL,usas,W2,0.00011744305291162706,28,43,6.649678161934426e-05,0.00016838932420390986,5.002583344432138e-05,True
ALL,usas,X3.1,0.0001215501890313457,32,43,3.595926525312506e-05,0.00020714111280956634,0.008027369703752368,False
ALL,usas,W3,0.0001444526173151552,26,43,5.2264892675066245e-05,0.00023664034195524416,0.003731483110563,False
ALL,usas,E4.2,0.0001465144722132339,30,43,5.497291638855033e-05,0.00023805602803791745,0.0031153206277619245,False
ALL,usas,A11.2,0.00015464013211853765,32,43,8.430107875215666e-05,0.00022497918548491865,9.672091765730783e-05,True
ALL,usas,Y1,0.00015536676013281288,28,43,9.728001398449476e-05,0.000213453506281131,4.828739140097865e-06,True
ALL,usas,A4.1,0.00015660032875459309,32,43,0.00010231940443185764,0.00021088125307732852,1.245194024398314e-06,True
ALL,usas,H5,0.0001611717218839898,30,43,7.794867900724704e-05,0.0002443947647607326,0.000466619279405591,False
ALL,usas,Z8f,0.00018358411625955402,16,43,-0.004193528570940715,0.0045606968034598225,0.9348734417594303,False
ALL,usas,Z8mfc,0.00019442838943343048,30,43,1.641749274714383e-05,0.00037243928611971713,0.038142837961362974,False
ALL,usas,A6.3,0.00021193794772937484,32,43,0.00012614045638912008,0.0002977354390696296,1.7774263105501944e-05,True
ALL,usas,S2mf,0.00021439586144946068,32,43,6.298913222725405e-05,0.0003658025906716673,0.008196500212677314,False
ALL,usas,K4,0.0002224294403083443,31,43,0.00011198327347707947,0.0003328756071396091,0.00029540625794556005,False
ALL,usas,S1.2.1,0.00022689980911746332,26,43,7.767829026272702e-05,0.0003761213279721996,0.004772829571504369,False
ALL,usas,M4,0.00022775640450339564,30,43,9.882473524610059e-05,0.00035668807376069067,0.0012442605184603275,False
ALL,usas,S7.3,0.0002564052479209604,36,43,0.00016834766881380263,0.0003444628270281182,1.0469121937042627e-06,True
ALL,usas,Q1.2,0.00026143220366781593,27,43,-0.002416463097035953,0.0029393275043715847,0.8491758197991488,False
ALL,usas,F4,0.0002689758853293233,31,43,9.495055065140791e-05,0.0004430012200072387,0.004180502915690766,False
ALL,usas,I1.1,0.000277903634586741,31,43,7.308428882777282e-05,0.0004827229803457091,0.011033642081848311,False
ALL,usas,Z1f,0.00028811645668026846,32,43,-0.00020136938019547646,0.0007776022935560133,0.2551559154216935,False
ALL,usas,Q1.1,0.00029071871905667236,29,43,-0.0006972918996348192,0.001278729337748164,0.567204802912357,False
ALL,usas,B3,0.00029545551747412325,33,43,0.00016948105217983348,0.00042142998276841306,3.895785111091463e-05,True
ALL,usas,X5.2,0.0002960832179385033,39,43,0.000189208410353714,0.0004029580255232926,2.610687983570703e-06,True
ALL,usas,P1,0.0003115162488732714,26,43,-0.00010035569913028106,0.0007233881968768238,0.14569063890256395,False
ALL,usas,O2,0.0003155879313796266,34,43,0.000149743296339827,0.00048143256641942624,0.0005683542967032459,False
ALL,usas,K2,0.00033493149840202246,29,43,5.397034014930079e-05,0.0006158926566547441,0.024310403513998217,False
ALL,usas,T3,0.00035634350975969584,36,43,0.0002052905074123997,0.000507396512106992,3.57602415646056e-05,True
ALL,usas,A6.1,0.0003577892295546266,25,43,-0.0006278402567397689,0.0013434187158490223,0.48071304592099046,False
ALL,usas,A5.3,0.0003757172397029846,34,43,0.0001010481549438896,0.0006503863244620796,0.010442642645543754,False
ALL,usas,T1.1.2,0.00037740022576892223,32,43,0.00019925174718886596,0.0005555487043489786,0.0001575835435577693,True
ALL,usas,E6,0.000396991861025639,31,43,0.00016355667821313263,0.0006304270438381454,0.0017996371829073895,False
ALL,usas,Z1mf,0.00040140161860641703,30,43,0.00014285018803699036,0.0006599530491758438,0.004030189737952955,False
ALL,usas,A1.5.1,0.0004078353615380983,23,43,-0.0009765406449386942,0.0017922113680148908,0.5667428641555251,False
ALL,usas,A6.2,0.000413146835546406,36,43,0.00028867118554051524,0.0005376224855522968,7.442630920132043e-08,True
ALL,usas,T4,0.0004436439514699851,23,43,-0.0003563165925495941,0.0012436044954895645,0.2832440596640757,False
ALL,usas,S5,0.00044425815799015167,33,43,0.0002672982772694754,0.0006212180387108279,1.3771319471352232e-05,True
ALL,usas,X3.3,0.0004552854809079515,30,43,0.00022072824408779455,0.0006898427177281085,0.0004546661065383796,False
ALL,usas,S3.1,0.00048534256472501164,30,43,0.0002121792755860775,0.0007585058538639457,0.0011740706988551573,False
ALL,usas,S1.1.1,0.0005085959299239543,36,43,0.0003388558282455274,0.0006783360316023812,6.052703077319334e-07,True
ALL,usas,Z1m,0.0005132447162906645,29,43,0.00010802980100938457,0.0009184596315719444,0.017126042578380896,False
ALL,usas,K1,0.0005718013132257995,33,43,0.0002727932242107575,0.0008708094022408415,0.0005379697835315912,False
ALL,usas,S7.1,0.0005734417111083633,26,43,-0.0009074294548753343,0.002054312877092061,0.4521055429067207,False
ALL,usas,A14,0.0005882558553501345,18,43,-0.0012798680762884439,0.0024563797869887128,0.5404432663558159,False
ALL,usas,E5,0.0005896134234769199,36,43,0.00038418673352195196,0.0007950401134318878,1.3703928431322795e-06,True
ALL,usas,X4.1,0.0005997992222336654,31,43,0.0002762271331799853,0.0009233713112873456,0.0007561939360213118,False
ALL,usas,B4,0.0006274040105055029,31,43,0.0001503283631300142,0.0011044796578809914,0.013548695092124486,False
ALL,usas,O4.1,0.0006326245680222595,27,43,-0.0001792422397878836,0.0014444913758324025,0.134189152863846,False
ALL,usas,X2.2,0.0006504554985327179,25,43,-0.0009759960076757742,0.00227690700474121,0.43752697649407996,False
ALL,usas,G2.2,0.0006803745406432206,40,43,0.00046900895865084277,0.0008917401226355984,1.4259682060960217e-07,True
ALL,usas,B5,0.0007120494823116936,27,43,0.0002769504492047186,0.0011471485154186686,0.002562151889525975,False
ALL,usas,N3.2,0.0007587406406304999,39,43,0.0004542611782121401,0.0010632201030488595,1.549211705521613e-05,True
