word,diff,lo,hi,mde,p,bonf
expect,-0.002632087506143245,-0.006605162826434755,0.0013409878141482658,0.00567582188613073,0.20121290511127646,False
explain,0.008665822254228421,0.0054861237507194596,0.011845520757737383,0.004542426433584231,3.4883434100912503e-06,True
feel,-0.005634393514815505,-0.007824790432228139,-0.003443996597402871,0.0031291384534466197,9.295494841496687e-06,True
fight,-0.00033832314306929433,-0.001313414772726024,0.0006367684865874352,0.0013929880423667563,0.5002028526653297,False
file,0.00774956129054643,-0.01105934143688182,0.026558464017974678,0.02686986103918321,0.4238994427685128,False
filed,0.001055754459777128,-0.000277603552782674,0.0023891124723369296,0.001904797160799717,0.12818249667924952,False
finally,0.00047264715634770673,-0.001083158065285713,0.0020284523779811265,0.0022225788880477423,0.554744614196735,False
find,-0.0054792690879124605,-0.011606289044842021,0.0006477508690171012,0.008752885652756516,0.08693585188316755,False
fire,0.0011971397483748305,-0.0002742862948389613,0.0026685657915886223,0.002102037204591131,0.11829144498140551,False
fix,-0.0001537447295042229,-0.0008673503726788124,0.0005598609136703666,0.0010194366331065562,0.6749763683216213,False
focus,0.002656320166713369,0.0016312708734501657,0.0036813694599765723,0.0014643561332331476,8.229929521256437e-06,True
follow,-0.0003211651341550672,-0.0018826907414430973,0.0012403604731329627,0.0022307508675543284,0.688904107580325,False
get,0.0074133456598043665,-0.007438563281938706,0.02226525460154744,0.021217012773918673,0.3335100578582942,False
give,0.004001661533988271,0.0019126993947119735,0.006090623673264569,0.0029842316275375683,0.0005277111933241569,False
go,-0.003131266043305149,-0.005573514231339141,-0.000689017855271157,0.0034889259829057034,0.015896968973992773,False
got,0.003462556326631701,0.002206115882484063,0.004718996770779339,0.0017949149202109115,2.8668528113974597e-06,True
had,0.000715930261999967,-0.0008449756954986362,0.0022768362194985703,0.0022298656535694327,0.37378856024789026,False
handle,0.003100379681888983,0.0019349190848431865,0.00426584027893478,0.0016649437100654237,5.299836550528827e-06,True
have,-0.00785616927329809,-0.01286404512493154,-0.0028482934216646407,0.007154108359476356,0.0036952848936638244,False
haven't,0.0009216689111353082,-0.0002818288112170958,0.0021251666334877123,0.001719282460503434,0.14083212683641672,False
hear,-5.8346351237014335e-06,-0.0011602952743757459,0.001148626004128343,0.0016492294846457778,0.9921433285768099,False
hire,-0.0025217205847052654,-0.0048074155306422756,-0.00023602563876825525,0.0032652784941957285,0.036331120068114266,False
hope,-0.002014266113473681,-0.0029893012548401904,-0.001039230972107172,0.0013929073448092986,0.0002165068443032367,True
ignore,0.0005856718626138266,-0.0005413406384583992,0.0017126843636860523,0.0016100178586746082,0.3142489657186023,False
include,9.769066547391346e-05,-0.0010468824751501946,0.0012422638060980216,0.0016351044866058687,0.8679460794539019,False
inform,0.003604584690787997,0.0019411830539842244,0.00526798632759177,0.002376288052576818,0.00011728656805081289,True
investigate,0.0018961773067371324,0.0008166358462257139,0.0029757187672485507,0.0015422020864448837,0.0013167001052968768,False
just,-0.004009946912831032,-0.007899290897946751,-0.00012060292771531259,0.005556205693022455,0.0497084910776223,False
keep,0.001764938432357151,-0.0013401648644793898,0.004870041729193692,0.00443586185262363,0.2715873087619214,False
know,-0.004234737495699421,-0.007846324787199791,-0.0006231502041990516,0.0051594104164291,0.026597992456819423,False
leave,5.868635941349079e-07,-0.003082569288560938,0.003083743015749208,0.004404508788792961,0.9997040945742326,False
let,0.0006249834672440839,-0.0016709443911939773,0.0029209113256821453,0.003279896940625802,0.596472835327622,False
like,-0.024283319513761028,-0.045435518278906004,-0.0031311207486160557,0.03021742680734996,0.02973748036103545,False
look,-0.0037035869808499195,-0.006823341683193984,-0.0005838322785058554,0.004456792431920092,0.024872441665706433,False
make,0.003180753253758971,0.001188193431280825,0.005173313076237117,0.0028465140321116368,0.0031869120733733053,False
may,-0.00028456550267708336,-0.0009198559506075189,0.00035072494525335217,0.0009075577827577651,0.3849698452608032,False
meet,0.00013135201970719337,-0.000488198214955962,0.0007509022543703488,0.0008850717638045078,0.6798596628785035,False
mention,0.0008003254048408301,-0.001699469193571013,0.0033001200032526734,0.003571135140588347,0.5337241050458009,False
move,-0.0004788529954459026,-0.0023299297910231716,0.0013722238001313664,0.0026443954222532414,0.6147855312058395,False
must,0.002348719352211978,0.0016233359241281259,0.00307410278029583,0.0010362620401197886,1.2608102607697443e-07,True
need,-0.00223425950024078,-0.0037204665579610116,-0.0007480524425205483,0.002123152939600331,0.005224765012111559,False
never,0.001436459041865361,-0.0012821573987149856,0.004155075482445708,0.003883737772257638,0.30630459896955664,False
not,-0.008373663567733298,-0.01581176808354457,-0.0009355590519220238,0.010625863594016106,0.032868305225322934,False
note,0.0013375502737081413,-0.001536753912449784,0.004211854459866066,0.004106148837368465,0.3669317724531541,False
notify,-0.0009005036472074225,-0.0030008672625622705,0.0011998599681474252,0.0030005194505069253,0.40548491766405903,False
now,0.0009602397035645105,-0.0006992313064161643,0.002619710713545185,0.002370672871400964,0.26316843914336996,False
only,0.0008591514270863913,-1.689149678609197e-05,0.0017351943509588746,0.0012514898912464045,0.06138016746923311,False
pay,0.002123999970427958,-0.0010501992882712675,0.005298199229127184,0.004534570369570322,0.19680519339173966,False
plan,-3.725052159668488e-05,-0.0007249191191803363,0.0006504180759869665,0.0009823837108337877,0.9159515300866908,False
point,-0.0015473852837551575,-0.003923485414549536,0.0008287148470392217,0.0033944287582776842,0.2088240406197073,False
post,-0.00015326558982849437,-0.0010588382493949284,0.0007523070697379397,0.0012936752279520487,0.7417470689277602,False
prepare,0.003676085078176715,0.0024966136987451424,0.004855556457608288,0.001684959113473675,2.7700254529650317e-07,True
probably,-0.0008151132871571667,-0.002370198680130748,0.0007399721058164149,0.0022215505613908306,0.310134758999303,False
proceed,0.002763089215245739,0.001821295551699951,0.003704882878791527,0.0013454195193511255,9.074659325756229e-07,True
provide,0.004800772870810375,0.0031709143211570904,0.00643063142046366,0.0023283693566475494,8.414436574503295e-07,True
pursue,-0.0002711966873698271,-0.0017081020642298551,0.001165708689490201,0.002052721966942897,0.7132981316618514,False
put,0.001923239339752835,0.000435217685725372,0.003411260993780298,0.002125745220039233,0.01512237072726399,False
quit,0.0034649953464331805,0.0019327783135486053,0.004997212379317756,0.0021888814755493934,6.564117611158367e-05,True
raise,-0.001479366620654346,-0.0025254917397017984,-0.0004332415016068936,0.0014944644557820747,0.008275366965735397,False
reach,-0.0007272358842313903,-0.0015913362633796996,0.00013686449491691908,0.0012344291130690133,0.106494227147042,False
read,-0.00012902087456301986,-0.0014137596270045781,0.0011557178778785386,0.001835341074916512,0.8449064713745646,False
really,-0.0013501293541397245,-0.0026212592596572453,-7.899944862220358e-05,0.0018158998650250298,0.04349107998895569,False
receive,0.017261705732540555,-0.003432583595632102,0.03795599506071321,0.02956327046881808,0.10954563490655057,False
received,-0.0004325495201693623,-0.0014061975800125845,0.00054109853967386,0.001390925799776032,0.3888444807183778,False
reconsider,0.00255425803527886,0.0013963357579150606,0.003712180312642659,0.0016541746819482843,9.24258356443321e-05,True
refer,0.0015052306605978663,0.0004610878272048797,0.002549373493990853,0.001491632619132838,0.0071942003087325295,False
refuse,0.0004230307414146149,-0.0013533852594386107,0.0021994467422678404,0.0025377371440760362,0.6430917332930252,False
reject,0.0007697805676902064,-0.00032590065447324183,0.0018654617898536548,0.001565258888804926,0.1758030911349683,False
remind,0.001905563346301492,0.0006230278900847444,0.0031880988025182397,0.0018321935088810677,0.005726169444087195,False
report,-0.0061653496705527085,-0.00871136127417627,-0.0036193380669291473,0.0036371594337479443,2.4157528053616623e-05,True
request,-0.0037914344818459904,-0.004715572789019264,-0.002867296174672717,0.001320197581676105,4.901068304006274e-10,True
requested,-0.001738239904162673,-0.0027203958327887707,-0.0007560839755365754,0.0014030798980372826,0.0012210399422300966,False
resign,-0.0006091522669628943,-0.0030481377041726796,0.0018298331702468907,0.0034842649102996936,0.6270188503990435,False
respect,0.0012072420287883858,-0.00011411404093546488,0.0025285980985122365,0.0018876515281769294,0.08054565569810405,False
respond,0.0028391438780037844,0.0016058880290933514,0.004072399726914217,0.0017617940698720469,5.0992989729033364e-05,True
review,0.004085451825365191,0.002808918367220661,0.005361985283509721,0.0018236192259207563,1.6082414602268183e-07,True
revisit,0.0023152871023773866,0.0014281985288800128,0.00320237567587476,0.0012672693907105337,7.309338072834233e-06,True
said,0.0013111668247749004,0.0003963383982832279,0.002225995251266573,0.0013068977521309608,0.007508521855230433,False
say,0.0036700966455492615,-0.00012614532182356978,0.007466338612922093,0.005423202810532615,0.0650071903366885,False
see,-0.004616448887115643,-0.008102445194080399,-0.0011304525801508858,0.004979994724235367,0.012954000031036913,False
seek,-0.00450320086485733,-0.0065545459579396115,-0.0024518557717750473,0.002930492990117546,9.866983122492994e-05,True
send,0.002335265222395418,-0.002789814614474743,0.007460345059265579,0.007321542624100229,0.3769017701271802,False
sent,-0.00024051147189682807,-0.0012599550678811895,0.0007789321240875333,0.0014563479942633732,0.6461729445650629,False
set,0.00010769869317684555,-0.0005550243217916329,0.0007704217081453241,0.0009467471642406835,0.7516703536652602,False
should,0.0012840208786871158,0.00047715680533766066,0.002090884952036571,0.0011526629619277929,0.0032729698663828966,False
speak,-0.0073703443606537265,-0.009792547200756563,-0.00494814152055089,0.0034602897715754794,4.475901704077626e-07,True
spend,-0.0018419095671763184,-0.0028720727384636538,-0.0008117463958889832,0.0014716616732676215,0.0011015916448111414,False
stand,-0.0004761754239432707,-0.001278679153070568,0.0003263283051840267,0.001146433898753282,0.25139884716003935,False
start,-0.006600252740968801,-0.009300249027879345,-0.003900256454058258,0.0038571375527293476,2.090233250146366e-05,True
state,-0.001756666505033595,-0.002737756370019039,-0.000775576640048151,0.0014015569499792057,0.0010857583820621743,False
still,-0.0004877778729614618,-0.002230860347181272,0.001255304601258348,0.002490117820314014,0.5862667354462072,False
stop,-0.0005700539978170336,-0.002456644728314648,0.0013165367326805812,0.002695129614996593,0.5568680329494491,False
submit,-0.002117184194239612,-0.003708406388052682,-0.0005259620004265419,0.0022731745625901,0.01256255561059888,False
sue,0.0059930706407545315,0.0021063945964114325,0.00987974668509763,0.00555239434906157,0.004262508271891899,False
suspect,-0.0008253751347626929,-0.0018680734025131387,0.00021732313298775292,0.0014895689539292086,0.1282879969364446,False
switch,-0.00033343327873712643,-0.0012863406845028502,0.0006194741270285973,0.0013612962939510338,0.49659100264782824,False
take,-0.0025047592998208397,-0.004861207755287039,-0.00014831084435464091,0.0033663549363802834,0.043342750175339034,False
talk,-0.007487460561855926,-0.009552399038832303,-0.005422522084879549,0.0029499121099662525,1.0224975875168152e-08,True
tell,0.003586585627723827,0.0010631187436214024,0.006110052511826252,0.0036049526915748926,0.007980006170350485,False
then,-0.0005606999020913376,-0.0018832038387737694,0.0007618040345910941,0.0018892913381177595,0.41068525674055195,False
therefore,-0.000420332771075479,-0.0013863374016660993,0.0005456718595151412,0.0013800066151294574,0.39858280102691046,False
think,-0.004431884490161082,-0.007025353741398009,-0.001838415238924156,0.003704956073195609,0.0017192675538033036,False
thought,0.0011338950117124773,0.00012871390378829087,0.0021390761196366636,0.0014359730113202664,0.03253581340489432,False
told,0.0019864094578401497,0.0008677063278945767,0.0031051125877857226,0.0015981473284936755,0.0011814975660467827,False
tried,-0.00029979947627253303,-0.0011065003438792565,0.0005069013913341903,0.0011524298108667476,0.4704061974134772,False
try,-0.0020215845001453035,-0.004255218552748667,0.00021204955245805995,0.0031909057894333767,0.08332521745190469,False
understand,0.0003309048561811849,-0.0012189496270803794,0.0018807593394427492,0.002214077833230806,0.6777329130926619,False
update,0.0014915966475674643,0.00040179493250310145,0.002581398362631827,0.0015568595929490896,0.010401294377777101,False
use,0.00013056093649502343,-0.0015103001114765814,0.0017714219844666285,0.002344087211388007,0.8768161824003307,False
wait,-0.0005603015138194722,-0.002153616841165428,0.0010330138135264835,0.0022761647533513655,0.4944570638741673,False
want,0.00037767550020865434,-0.0013331804952475743,0.002088531495664883,0.002444079993508898,0.6674648787493579,False
was,-0.0013437461510625772,-0.002390775569252564,-0.0002967167328725908,0.0014957563116999807,0.015800477174519306,False
went,0.00041451428446291193,-0.0010768074586210374,0.0019058360275468612,0.00213045963297707,0.5887834061480944,False
were,-0.0030054522514353726,-0.0038711438792349497,-0.0021397606236357954,0.0012367023254279672,2.7679280223976723e-08,True
will,-0.00024522679035381194,-0.0016628692114225474,0.0011724156307149234,0.0020252034586696224,0.7362652558704156,False
win,-0.0003664825394349236,-0.0013907706427130195,0.0006578055638431723,0.0014632687189687083,0.4870001646460323,False
wonder,-0.0002822141453592246,-0.0007905251242382047,0.00022609683351975556,0.0007261585412556859,0.28271572309994714,False
work,-0.00022661307943004167,-0.0012639387306088705,0.0008107125717487873,0.0014818937873983268,0.6707082301604443,False
would,0.0008203625783368949,-0.0005153155872344333,0.002156040743908223,0.0019081116651018975,0.23540179728990782,False
write,-0.0003338408231178208,-0.0026309037362546635,0.0019632220900190223,0.0032815184473383467,0.777155768072136,False
wrote,0.0007690174989177815,-0.00019051475565180754,0.0017285497534873706,0.0013707603636708417,0.12372321568177902,False
