edge,pov,person,modal,v
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,I,absent,-0.4769150992378501
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,I,absent,-0.32954504702169657
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,I,absent,-0.19914056463530894
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,I,absent,-0.030640601166729398
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,I,absent,-0.04594339186868768
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,I,absent,-0.6477706673767603
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,I,absent,0.03693832184608181
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,indiv,I,final,0.23627817240957016
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,indiv,I,final,0.7135802964637734
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,indiv,I,final,0.21297841100657944
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,indiv,I,final,0.0179094572374342
LLM360/Amber>LLM360/AmberSafe,indiv,I,final,-0.144491140879205
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,indiv,I,final,-0.15163898465448633
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,indiv,I,final,-0.060353732766844526
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,indiv,I,final,0.5011676750779479
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,indiv,I,final,0.09338563320355076
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,indiv,I,final,-0.30781314931310455
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,indiv,I,final,0.058237935786180084
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,indiv,I,final,-0.1659218846162933
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,indiv,I,final,0.05378097631245404
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,indiv,I,final,0.08586306665553989
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,indiv,I,final,-0.2047389707400929
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,indiv,I,final,0.23597660927247038
bigscience/bloom-7b1>bigscience/bloomz-7b1,indiv,I,final,0.07732631417724034
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,indiv,I,final,0.4688419408849316
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,indiv,I,final,-0.11595541762224343
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,indiv,I,final,-0.5100525749800984
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,indiv,I,final,-0.007021769874169137
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,indiv,I,final,0.04215981842067801
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,indiv,I,final,-0.0986342943722282
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,indiv,I,final,-0.020547563413567005
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,indiv,I,final,0.08217664153368076
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,indiv,I,final,-0.032843341083925504
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,indiv,I,final,0.2957021814903885
microsoft/phi-4>microsoft/phi-4-reasoning,indiv,I,final,0.03307479754690956
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,indiv,I,final,0.07711477686055829
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,indiv,I,final,-0.08343890485780059
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,indiv,I,final,0.10881624276119845
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,indiv,I,final,-0.26628322081417255
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,I,final,-0.21197306716323244
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,I,final,-0.16749533112600218
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,I,final,-0.5010922035566068
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,I,final,-0.40948903948109033
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,I,final,-0.1126433803717411
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,I,final,-0.11333699480433701
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,I,final,0.21994947938916898
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,indiv,I,medial,0.29722015194902796
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,indiv,I,medial,0.016350907046733754
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,indiv,I,medial,0.3325788008613554
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,indiv,I,medial,-0.1318844769023184
LLM360/Amber>LLM360/AmberSafe,indiv,I,medial,0.07399083808197093
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,indiv,I,medial,-0.038404470203717844
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,indiv,I,medial,0.13942546901253622
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,indiv,I,medial,0.3178281430989189
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,indiv,I,medial,0.7191326924638328
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,indiv,I,medial,0.2776114876440454
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,indiv,I,medial,0.2771798530923983
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,indiv,I,medial,0.17681738593747437
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,indiv,I,medial,0.17244066919443585
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,indiv,I,medial,0.22109588198746716
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,indiv,I,medial,-0.11124999613692249
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,indiv,I,medial,0.31752897457779855
bigscience/bloom-7b1>bigscience/bloomz-7b1,indiv,I,medial,-0.15450071164088058
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,indiv,I,medial,1.15126754831378
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,indiv,I,medial,0.09643323779611057
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,indiv,I,medial,-0.16938127489290367
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,indiv,I,medial,0.09979426903002953
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,indiv,I,medial,0.3886260848898391
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,indiv,I,medial,0.5613912942433514
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,indiv,I,medial,0.5530605281020564
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,indiv,I,medial,0.4367572681518257
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,indiv,I,medial,0.18255890029635313
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,indiv,I,medial,0.22594051768218254
microsoft/phi-4>microsoft/phi-4-reasoning,indiv,I,medial,0.07586673444962544
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,indiv,I,medial,0.2911256918763838
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,indiv,I,medial,-0.061628222784865516
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,indiv,I,medial,0.14452220750158912
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,indiv,I,medial,-0.07935796809941525
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,I,medial,0.10555474733828124
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,I,medial,0.09032307809021395
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,I,medial,-0.13131155132710093
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,I,medial,-0.33382700601548176
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,I,medial,-0.09121962208932383
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,I,medial,-0.12906114227576054
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,I,medial,0.2517647265386281
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,indiv,we,absent,0.06403409166894669
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,indiv,we,absent,-0.014858716232367786
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,indiv,we,absent,-0.07971424840740315
LLM360/Amber>LLM360/AmberSafe,indiv,we,absent,-0.5410798985368829
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,indiv,we,absent,0.2762609241397972
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,indiv,we,absent,0.04914032810812774
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,indiv,we,absent,-0.2447511506352602
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,indiv,we,absent,-0.1367042106412285
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,indiv,we,absent,-0.24421501492300712
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,indiv,we,absent,-0.10880608127372338
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,indiv,we,absent,-0.3890815340530249
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,indiv,we,absent,-0.4794240867808014
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,indiv,we,absent,0.029339019095582897
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,indiv,we,absent,0.13294977551497866
bigscience/bloom-7b1>bigscience/bloomz-7b1,indiv,we,absent,-0.06373765961651623
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,indiv,we,absent,-0.16850601872538917
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,indiv,we,absent,-0.8690820559837242
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,indiv,we,absent,-0.021471062042446087
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,indiv,we,absent,-0.11033186770078018
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,indiv,we,absent,0.2464260496328114
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,indiv,we,absent,0.1159003628372311
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,indiv,we,absent,0.1492199262482421
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,indiv,we,absent,-0.008670762223040973
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,indiv,we,absent,-0.001960385429845668
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,indiv,we,absent,-0.2925510084209485
microsoft/phi-4>microsoft/phi-4-reasoning,indiv,we,absent,-0.9510730437810601
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,indiv,we,absent,0.31799048366109783
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,indiv,we,absent,-0.2867321636600383
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,indiv,we,absent,0.1756436559687916
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,indiv,we,absent,-0.09297547808490647
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,we,absent,-0.13325212963143163
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,we,absent,0.04416558658722958
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,we,absent,0.1016496148808792
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,we,absent,0.191295513274492
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,we,absent,-0.03285921584267415
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,we,absent,-0.294281858525955
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,we,absent,0.28453594238900853
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,indiv,we,final,0.20720312294954496
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,indiv,we,final,0.31679828546303773
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,indiv,we,final,-0.054626566173391566
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,indiv,we,final,0.286554177769979
LLM360/Amber>LLM360/AmberSafe,indiv,we,final,-0.1143585746585497
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,indiv,we,final,0.519565377148738
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,indiv,we,final,-0.12000359381268721
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,indiv,we,final,0.13183448292439215
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,indiv,we,final,0.18586196439762165
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,indiv,we,final,-0.03334344862913652
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,indiv,we,final,-0.05509037150472329
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,indiv,we,final,-0.15549122180882136
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,indiv,we,final,-0.17211086043953272
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,indiv,we,final,-0.14722705372272193
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,indiv,we,final,0.4103451874501668
bigscience/bloom-7b1>bigscience/bloomz-7b1,indiv,we,final,-0.13860991615226775
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,indiv,we,final,-0.17365747599381653
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,indiv,we,final,-0.11692298813721558
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,indiv,we,final,-0.16981277887766644
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,indiv,we,final,0.14553320576231044
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,indiv,we,final,0.5995742002223513
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,indiv,we,final,0.016508746347076553
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,indiv,we,final,0.15498576574778783
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,indiv,we,final,0.3972146477852531
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,indiv,we,final,0.3431375468840873
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,indiv,we,final,0.14818880195107342
microsoft/phi-4>microsoft/phi-4-reasoning,indiv,we,final,-0.0661600441708704
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,indiv,we,final,-0.05911293558084968
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,indiv,we,final,0.020469978036753655
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,indiv,we,final,-0.02599821718019535
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,indiv,we,final,-0.10907211124911986
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,we,final,-0.09073562602170415
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,we,final,0.0561510398120042
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,we,final,-0.34406950272189885
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,we,final,-0.38704248250263645
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,we,final,-0.12586981383228218
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,we,final,0.17142006134351495
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,we,final,0.12001069968737937
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,indiv,we,medial,0.2897237175981887
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,indiv,we,medial,0.41844619194702837
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,indiv,we,medial,0.354314084769639
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,indiv,we,medial,0.1765285935684164
LLM360/Amber>LLM360/AmberSafe,indiv,we,medial,0.047137862325689395
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,indiv,we,medial,0.3614794422833444
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,indiv,we,medial,0.1642937650832415
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,indiv,we,medial,0.24092483470991627
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,indiv,we,medial,0.5639375419855645
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,indiv,we,medial,0.4141813767800091
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,indiv,we,medial,0.16686278328784288
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,indiv,we,medial,0.25598380578726504
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,indiv,we,medial,0.10537758094883959
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,indiv,we,medial,0.2548415110243916
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,indiv,we,medial,-0.006389442588140892
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,indiv,we,medial,0.27905557638481915
bigscience/bloom-7b1>bigscience/bloomz-7b1,indiv,we,medial,-0.29641112198636405
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,indiv,we,medial,0.8890036128217229
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,indiv,we,medial,0.07718881340707151
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,indiv,we,medial,-0.00580154779517128
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,indiv,we,medial,0.3439409192523276
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,indiv,we,medial,0.4579154849506717
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,indiv,we,medial,0.4724756681910691
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,indiv,we,medial,0.43566298869267184
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,indiv,we,medial,0.37842497094314365
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,indiv,we,medial,0.19735652834041795
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,indiv,we,medial,0.13161631600530171
microsoft/phi-4>microsoft/phi-4-reasoning,indiv,we,medial,0.27148172830061174
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,indiv,we,medial,0.169143430596146
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,indiv,we,medial,0.24525376494653933
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,indiv,we,medial,0.09003422443423909
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,indiv,we,medial,0.07977560102393355
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,indiv,we,medial,0.16071159738141838
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,indiv,we,medial,0.16704125360358468
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,indiv,we,medial,0.057869202179966495
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,indiv,we,medial,-0.074234247347639
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,indiv,we,medial,-0.012462823639338039
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,indiv,we,medial,-0.022864995355579565
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,indiv,we,medial,0.20106396191932696
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,I,absent,0.17520244641590915
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,I,absent,-0.35838563521843625
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,I,absent,-0.06092274720443036
LLM360/Amber>LLM360/AmberSafe,inst,I,absent,-0.29215063581886114
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,I,absent,0.6769545589208055
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,I,absent,0.19928718169686865
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,I,absent,-0.08393762967225937
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,I,absent,-0.08463785515737932
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,I,absent,0.034340973974246514
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,I,absent,-0.16725991874006219
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,I,absent,0.04918645482412454
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,I,absent,-0.026502318425549842
