word,proj,pos,log_freq_rank
breaking,0.029381262,vvg,7.719573989259581
breathe,0.13073105,vv0,8.350429973538136
breathed,0.2941455,vvd,9.044049632254756
bring,-0.034603283,vv0,6.091309882077698
broke,0.071996905,vvd,7.422971251049421
broken,0.05095642,vvn,7.848153086199526
brought,0.00984348,vvd,6.894670039433482
browsed,0.21681473,vvd,10.675792433881902
brushed,0.28859273,vvd,9.016876974763383
buckled,0.26106712,vvn,10.132175704105688
build,-0.0284104,vv0,6.831953565565855
built,0.0057521034,vvn,7.023758954738443
buried,0.1517787,vvn,8.159660737063376
burn,-0.050086264,vv0,8.268475388982598
burned,0.27296385,vvn,8.435766192720509
bury,-0.014880246,vv0,9.031811613420924
buy,-0.0929363,vv0,6.424869023905388
calculate,0.17299302,vv0,8.984693690443855
calculated,0.28698424,vvn,8.703672758358856
call,-0.088945866,vv0,5.8805329864007
called,-0.04589743,vvn,5.666426688112432
came,-0.025474476,vvd,5.14166355650266
cancel,0.027942544,vv0,9.090880931938855
captioned,0.28895068,vvn,10.802835563679972
captured,0.3211179,vvn,8.406038142050075
caress,0.10406295,vv0,10.150425752416055
caressed,0.19485602,vvd,10.175116459665661
carried,0.027786892,vvd,7.853993087224244
carry,-0.017316308,vv0,7.126087273299125
carve,0.08298152,vv0,9.280332743796217
carved,0.17850119,vvn,8.918650278126863
cashed,0.27556336,vvd,10.191931834432474
cast,-0.020536613,vv0,8.364042011922063
catch,-0.013470385,vv0,7.479299637782834
catching,0.16287807,vvg,8.460834457746854
caught,0.026018614,vvn,7.407924322559599
caused,0.10641684,vvn,7.687538766201629
cautioned,0.32866445,vvd,9.656499466411903
celebrate,0.09943017,vv0,8.249313746260636
challenged,0.30409425,vvn,8.658692753689937
changed,0.06327567,vvn,7.017506142941256
chanted,0.29952553,vvd,9.81230384711351
charged,0.29255053,vvn,7.772752716468742
chased,0.18056463,vvd,9.403766708502243
chatted,0.25561586,vvd,9.692766521220475
cheat,0.0722229,vv0,9.279306576440906
check,0.03074658,vv0,7.183111701743281
checked,0.291278,vvd,8.429672593886743
cheered,0.29965258,vvd,9.50159106930499
chewed,0.1465503,vvd,9.561490079872078
choke,0.06876418,vv0,9.555843138911664
choked,0.20712452,vvd,9.626217750431657
choose,0.002381429,vv0,7.172424577124845
chose,0.0048585944,vvd,7.714677473800927
chuckled,0.24986528,vvd,9.199784858036667
circled,0.23544034,vvd,9.258273025731485
cite,0.0087725,vv0,9.025816391627028
claimed,0.30372366,vvd,8.018954683155718
clapped,0.20878634,vvd,9.531481398171628
clarify,0.14470287,vv0,8.923324744067562
clasped,0.18630488,vvd,9.787346917401315
cleaned,0.2846655,vvn,9.058004710672485
cleared,0.28524563,vvd,8.760453046315272
clenched,0.19516599,vvd,9.675959402904095
clicked,0.29180142,vvd,9.219696466900208
climb,0.022467293,vv0,8.283999304248526
climbed,0.28564557,vvd,8.282230063296685
clipped,0.19321074,vvn,9.809231816610408
closed,0.044828646,vvd,7.630946580890459
clung,0.049738824,vvd,9.569342605674006
clutched,0.17097801,vvd,9.47039427731049
cocked,0.28272295,vvd,9.538420349034803
collapsed,0.3207219,vvn,8.931948346431495
collect,0.046125703,vv0,8.133000218583613
collected,0.32445094,vvn,8.151333337900432
combine,0.0546974,vv0,8.03398273468322
come,0.00935496,vv0,4.969813299576001
commanded,0.2929449,vvd,9.361944956108077
commented,0.3121275,vvd,9.119101891541911
commit,0.081905715,vv0,8.313116702819253
committed,0.108719416,vvn,7.781138509845015
communicate,0.19498931,vv0,8.22817689595132
compare,0.06845768,vv0,8.0519780789023
compared,0.1042352,vvn,7.141245122350491
complain,0.004140013,vv0,8.453401058328458
complained,0.29439557,vvd,8.442685139241176
completed,0.11512638,vvn,7.989899374942939
comply,0.1412615,vv0,8.82585367025321
concealed,0.26229876,vvn,9.55824698622306
concede,0.063872,vv0,9.199582715323222
conclude,0.09361869,vv0,8.564267598802166
concluded,0.32563713,vvd,8.181440695719374
conduct,0.0725527,vv0,8.246171559857563
conducted,0.3045992,vvn,7.691200097522863
confess,0.03965425,vv0,9.053101595549691
confessed,0.29567188,vvd,9.117457244496126
confirm,0.09890706,vv0,8.483429561263428
confirmed,0.32202902,vvn,8.503905297089302
confront,0.120592184,vv0,8.55756708555451
confronted,0.32197982,vvn,8.846928500099018
connect,0.04666083,vv0,8.310169021981912
connected,0.09713807,vvn,8.04012466444838
consider,0.10108705,vv0,6.672032945461067
considered,0.15491885,vvn,6.827629234502852
constituted,0.29189506,vvd,9.351492651732066
consult,0.051633734,vv0,8.903407519932264
contacted,0.30823767,vvd,9.163563180417254
contemplated,0.2931504,vvd,9.83649268371185
continue,0.08700713,vv0,6.376726947898627
continued,0.1300713,vvd,7.215239978730097
convulse,0.19416884,vv0,10.962336314087443
cook,-0.05588858,vv0,7.745435610274381
cooked,0.28958952,vvn,8.9001399880938
copied,0.31446284,vvn,9.582868979838082
count,-0.020148713,vv0,7.89989532313973
counted,0.28033996,vvn,8.688959234270676
cover,0.032569654,vv0,7.207118856207756
covered,0.06659308,vvn,7.538494999413465
cracked,0.2782841,vvd,9.23200401161221
cradled,0.20417511,vvd,10.035217323214022
crashed,0.2761078,vvd,8.861350110795998
crawl,0.0010342356,vv0,9.092907275084087
crawled,0.29340592,vvd,9.376786579611847
create,0.06234882,vv0,6.535241271013659
created,0.117166325,vvn,7.1853870155804165
crept,0.0848161,vvd,9.268514936027255
cried,0.2437657,vvd,8.106514516255185
cringed,0.3113166,vvd,10.09295021748145
crossed,0.27643427,vvd,8.316789127071518
crouched,0.19536874,vvd,9.568923494184217
crumble,0.13411738,vv0,9.627272811525241
crumple,0.15602952,vv0,10.590163841965762
crushed,0.29144317,vvn,9.120853205474647
cry,-0.03316754,vv0,8.136810863675537
cuddled,0.2101284,vvd,10.612975492684125
cuffed,0.29056275,vvd,10.31860591767243
cupped,0.1663592,vvn,10.10659164851261
curled,0.23810758,vvd,9.334503014596605
cursed,0.28671172,vvd,9.547598014371232
cut,-0.048803195,vv0,6.520621127558696
damaged,0.30620372,vvn,8.608495349823023
danced,0.21269815,vvd,9.195226734166134
dangled,0.17657393,vvd,10.016905519571685
darted,0.22754122,vvd,9.549166977751137
dashed,0.160841,vvd,9.669093450449063
dated,0.29943505,vvn,9.074864232413733
decide,0.04312313,vv0,7.319202458767849
decided,0.1068485,vvd,6.863803391452954
declare,0.048300218,vv0,8.81877816903701
declared,0.30389354,vvd,8.228710798793687
declined,0.31624088,vvd,8.355379895253634
decorated,0.30933166,vvn,8.942330199321866
dedicated,0.094332926,vvn,8.57772369115627
deduct,0.0842701,vv0,9.839002363309719
defaced,0.32176504,vvn,10.720156824378703
defecated,0.2953935,vvd,11.061154603985553
defend,0.06096317,vv0,7.999342952713282
defiled,0.32988,vvn,10.793393240465571
delete,0.04177279,vv0,9.759039648170255
deleted,0.29705402,vvn,9.64523482410835
deliver,0.020501241,vv0,7.947325027016463
delivered,0.29227394,vvn,8.321421586897879
demanded,0.31529278,vvd,8.371936178759098
demanding,0.1987295,vvg,8.235625719964311
demonstrate,0.17534061,vv0,8.035602692918582
demonstrated,0.31335825,vvn,8.403800504061147
demonstrates,0.17570339,vvz,8.682029433869172
denied,0.2842178,vvn,8.39660622842712
deny,0.06927864,vv0,8.21959545417708
departed,0.27462882,vvd,9.5569750810205
departing,0.17881982,vvg,9.503457646917903
deposited,0.30931312,vvn,9.494165014100659
descended,0.30240652,vvn,9.307285578032662
described,0.12958488,vvn,7.463936604468925
desecrated,0.313728,vvn,10.852439066649831
destroy,0.035109743,vv0,8.104401307921613
destroyed,0.29007477,vvn,8.253227645581772
determine,0.119526386,vv0,7.218176838403408
determined,0.33250263,vvn,7.60489448081162
develop,0.09072709,vv0,6.966024187106113
dialed,0.18636937,vvd,9.651172623921639
die,0.02549494,vv0,6.928537818164665
died,0.23553358,vvd,6.660575149839686
dig,0.016130287,vv0,8.506132244056813
dipped,0.16071461,vvn,9.554426407074502
directed,0.3103484,vvn,8.07558263667172
disagree,0.080463395,vv0,8.178358165605836
disappear,0.05646706,vv0,8.37516869138682
disappeared,0.30431706,vvd,8.217978203150732
disappearing,0.18798012,vvg,8.962263554116761
discarded,0.3077076,vvn,9.4776156346503
disclose,0.1365186,vv0,9.032886946579088
disconnected,0.32150295,vvd,9.952896572793671
discovered,0.16343467,vvd,7.660114319173928
discuss,0.10801388,vv0,7.528869256642251
discussed,0.31978574,vvn,7.997326822998097
dismiss,0.061607346,vv0,8.935903526274423
displayed,0.29949334,vvn,8.714567550836485
disposed,0.29247785,vvn,9.583420019940192
distributed,0.2844531,vvn,8.496378051702317
divided,0.29469553,vvn,8.146419323098003
documented,0.31297624,vvn,8.758726607842037
don,0.0006630742,vv0,9.223552703448318
donate,0.14834006,vv0,9.115480090952223
donated,0.28289926,vvn,9.209039526243135
downed,0.2727411,vvd,9.928667851066427
downloaded,0.29856083,vvn,9.978687785099064
drag,0.004312206,vv0,8.365905077202456
dragged,0.19715327,vvd,8.879889967673464
drained,0.160103,vvd,9.350015354048665
drank,-0.011815241,vvd,8.492490578775866
draped,0.29064697,vvn,9.304559047215164
draw,-0.0039211363,vv0,7.584264818389059
dreamed,0.29267308,vvd,9.06958293425992
dressed,0.28726697,vvn,7.734558844354756
drew,-0.00033017993,vvd,7.777373602657861
drifted,0.28360713,vvd,8.928375259853631
drink,0.018612351,vv0,7.821643126239982
drive,0.010851837,vv0,7.237059026124737
driving,0.04583946,vvg,7.1592919047975645
drop,-0.03087576,vv0,7.66105638236183
dropped,0.18722507,vvd,7.723120092266331
dropping,0.11534166,vvg,8.270269111436624
drove,0.058997355,vvd,7.581209826196346
drown,0.03233474,vv0,9.309733115854218
drowned,0.124708295,vvn,9.434842999328023
ducked,0.12433849,vvd,9.380420642347783
dug,-0.011576971,vvd,8.801619971147346
dumped,0.18988033,vvn,9.2057297594185
dusted,0.1367698,vvn,10.0731881321402
earned,0.2887377,vvd,8.23323750070527
eased,0.1738858,vvd,9.171807422259398
eat,-0.00495898,vv0,6.760414691083428
eliminate,0.18078281,vv0,8.16876982367527
embrace,0.1616287,vv0,8.527143522269405
embraced,0.24662517,vvn,9.063926353520646
emerged,0.32894588,vvd,8.094073148069352
emphasize,0.17481415,vv0,8.419359831067474
emphasized,0.25439054,vvd,8.87640491500694
emptied,0.28776518,vvd,9.702472353294919
encourage,0.12441624,vv0,7.725330037917135
encouraged,0.31103754,vvn,8.250358951477294
ended,0.08835205,vvd,7.597897950521784
engage,0.087374635,vv0,7.930206206684683
engaged,0.3217441,vvn,8.027802848370312
engraved,0.3186423,vvn,9.851193757814993
enjoy,0.092606865,vv0,7.366445148327599
enjoyed,0.12636879,vvd,8.264620829411216
ensure,0.075182214,vv0,7.642524134232902
ensured,0.30771673,vvd,9.744843459096531
enter,-0.0019023623,vv0,7.516977224604321
entered,0.3057606,vvd,7.859026979751538
entering,0.09650412,vvg,8.101677747454572
erased,0.1857718,vvn,9.669030241321645
erected,0.2110711,vvn,9.423271958213975
escalate,0.16563144,vv0,9.660205067381032
escape,0.054282837,vv0,8.077136638538454
escaped,0.30522323,vvn,9.028458718410613
escorted,0.29353276,vvn,9.674263049655917
established,0.16946365,vvn,7.684783943522785
evaluate,0.16608411,vv0,8.2960476427647
evict,0.10923497,vv0,10.27821850127443
examine,0.12086686,vv0,7.833203948641057
examined,0.32402667,vvn,8.394347361417392
exchanged,0.2939599,vvd,9.281916570465405
exclaimed,0.31628788,vvd,9.104535313079205
execute,0.14637478,vv0,9.168267595554275
exhaled,0.28722727,vvd,9.795735290041899
exited,0.297574,vvd,9.824877151954217
exiting,0.16021077,vvg,9.788413344690662
expect,0.054398242,vv0,6.796823718274855
expected,0.11395583,vvn,6.963189985870238
explain,0.05027256,vv0,6.994849985833071
explained,0.092574365,vvd,7.707512194600341
explode,0.15289192,vv0,9.04735074348172
explore,0.13483283,vv0,7.914252278742441
exposed,0.31821802,vvn,8.173575486634153
express,0.10651096,vv0,8.045588280803528
expressed,0.3265076,vvn,8.12533508671429
extinguished,0.2500128,vvn,10.03289168974739
extracted,0.31573793,vvn,9.479833015227753
eyed,0.23746689,vvd,9.373818840968658
faced,0.29931805,vvn,8.192847134592865
failed,0.057176836,vvd,7.759614150696903
fallen,0.0042140465,vvn,7.974188669286011
falsified,0.2413313,vvd,10.607797200302183
fastened,0.3156922,vvn,9.758692967632895
faxed,0.27654988,vvd,10.360215954581834
fed,0.023543006,vvn,8.277920258172143
feed,0.033791892,vv0,8.041091003708633
feel,0.009013522,vv0,5.497168225293202
fell,-0.014290243,vvd,6.951772164398911
felt,0.069565035,vvd,5.932245187448011
fight,-0.0020230077,vv0,7.334981878871814
figured,0.2916234,vvd,8.203851372183879
filed,0.3040798,vvn,8.312135107648412
fill,-0.016705548,vv0,7.569927655242652
filled,0.073300466,vvn,7.441906728051625
filmed,0.31140545,vvn,9.485848643496254
find,0.052626032,vv0,5.19295685089021
finds,0.15743962,vvz,7.665753431861699
finish,0.004170805,vv0,7.824845691026856
finished,0.031862557,vvn,7.841099765422119
finishing,0.1521885,vvg,8.560827228436299
fired,0.27268124,vvn,8.148734808937169
fished,0.28195906,vvd,9.632859234650175
fix,0.030348701,vv0,8.045908742270779
flashed,0.291925,vvd,8.862341963516347
fled,0.20115046,vvd,8.803724602110622
flee,0.07825537,vv0,9.041685005946043
fleeing,0.15012448,vvg,9.044639916198465
flew,0.04678023,vvd,8.11312710422178
flicked,0.1759687,vvd,9.60723552940128
flipped,0.18399586,vvd,9.080003870248179
flopped,0.18904941,vvd,9.773435813175855
flung,0.055237427,vvd,9.348361669873558
flushed,0.15995443,vvn,9.60951909544164
fly,0.007205207,vv0,7.731492029245684
focused,0.0923946,vvn,7.6511201757027
folded,0.2514645,vvn,8.854950316500325
follow,0.052798636,vv0,6.8658910748834385
followed,0.10872967,vvd,7.395107546562485
fondle,0.11343853,vv0,10.662516102209587
fondled,0.22541587,vvd,10.607698305452052
forced,0.059556413,vvn,7.5310163320779155
forged,0.18050076,vvn,9.497997444115459
forget,-0.021662848,vv0,7.217443431696533
forgive,0.060032595,vv0,8.494333897270154
forgot,-0.013469215,vvd,8.453827315794417
forwarded,0.28182325,vvn,10.033023473885162
fought,0.06481653,vvd,8.279697133877628
found,0.119663246,vvd,5.733341276897746
frowned,0.14259663,vvd,8.797397374012059
froze,0.11247745,vvd,9.109082539901955
fuck,-0.040553935,vv0,8.735364401103888
fucked,0.024606846,vvd,9.924514919728203
fumbled,0.29120544,vvd,9.725795264125836
gained,0.28515142,vvn,8.496582237512113
gasped,0.17447764,vvd,9.166179476190413
gather,0.10391577,vv0,8.106212902619962
gathered,0.30030987,vvn,8.258681496264236
gave,-0.03724338,vvd,6.0473721790462776
gazed,0.2751166,vvd,8.939449862164238
gestured,0.23250835,vvd,9.172430798902962
get,-0.090885155,vv0,4.406719247264253
getting,-0.050460637,vvg,5.676753802268282
giggled,0.17604496,vvd,9.519294579703503
give,-0.050680894,vv0,5.342334251964811
given,0.025993258,vvn,5.998936561946683
glanced,0.23766407,vvd,8.053887083618223
glancing,0.15757628,vvg,9.034318927730707
glared,0.22604442,vvd,9.202610573914242
glued,0.24510962,vvn,9.509036565691064
go,-0.09090704,vv0,4.624972813284271
goes,-0.11110529,vvz,6.234410725718371
going,-0.042768236,vvg,4.442651256490317
gone,-0.03421378,vvn,6.102558594613569
got,-0.14723262,vvd,5.1647859739235145
grab,-0.018909352,vv0,8.246958032568177
grabbed,0.1908948,vvd,8.10892415597534
grabbing,0.1653863,vvg,8.948455992345542
grasped,0.20887369,vvd,9.562756258994531
greeted,0.3006294,vvd,9.11679862756782
grew,0.03909161,vvd,7.035268599281097
grimaced,0.23685744,vvd,9.742203154807973
grind,-0.004237689,vv0,9.436280010592395
grinned,0.23655783,vvd,8.683554728631462
gripped,0.20819141,vvd,9.28637505825218
groaned,0.30952734,vvd,9.344958673700944
groped,0.17224526,vvd,10.01926858552184
grow,0.0062585957,vv0,7.050122520269059
growled,0.24872993,vvd,9.440499258184298
grumbled,0.300072,vvd,9.639001037687535
grunted,0.26933518,vvd,9.486910939673246
guess,-0.03191397,vv0,6.678342114654332
guided,0.3216676,vvn,9.060911858484253
gulped,0.17278193,vvd,9.943092807128487
hacked,0.1306856,vvn,9.992047729515608
hammered,0.29375,vvn,9.700452954144632
handcuffed,0.31031728,vvn,10.001974499250782
handed,0.27345866,vvd,8.241966560231802
handing,0.11910586,vvg,8.899730794880696
handle,0.056502488,vv0,7.628031126930335
hang,-0.016994748,vv0,7.7752758464868625
happened,0.044704884,vvd,6.371611847231857
hate,-0.008653128,vv0,7.749753406274437
hauled,0.18607105,vvd,9.451716691551452
headed,0.2752947,vvn,7.791935956938058
heading,0.123275734,vvg,7.959625305098115
heal,0.05806174,vv0,8.79133399330135
hear,-0.02554335,vv0,5.981414211254481
heard,0.07407345,vvd,6.555356891810665
heaved,0.19353664,vvd,9.693506987748199
held,0.05612733,vvd,6.80903930604298
help,0.03153936,vv0,5.44673737166631
helped,0.07425198,vvd,7.262628600974241
hesitated,0.28245676,vvd,8.830396801098097
hid,0.01412998,vvd,8.892336539638013
hide,0.09714237,vv0,7.958576903813898
highlighted,0.2989379,vvn,9.312896960301275
highlights,0.16286731,vvz,8.944811104165534
hire,0.073478654,vv0,8.240121298076472
hired,0.18843389,vvn,8.343077871169383
hissed,0.023425968,vvd,9.39091039573133
hit,-0.06464897,vvd,7.0825485693553
hoisted,0.15113199,vvd,9.905984432734716
hold,-0.016349014,vv0,6.470799503782602
honored,0.29977334,vvn,9.03455739202181
hooked,0.25608927,vvn,8.812099108957337
hope,0.0270224,vv0,6.638567789166521
hoped,0.29040676,vvd,8.191463051326927
hopped,0.26695526,vvd,9.596078849900314
hugged,0.19326027,vvd,9.061956366209925
hummed,0.20094794,vvd,9.741497894714092
hung,-0.045321643,vvd,8.14351740579748
hurled,0.19160283,vvd,9.801177933711559
hurried,0.14565809,vvd,8.946244609330543
hurrying,0.14070125,vvg,9.571783927990017
hurt,-0.027522765,vv0,7.763871287820222
identified,0.17297913,vvn,7.417580402414544
ignore,0.058919765,vv0,8.101071503119543
ignored,0.32847983,vvn,8.501267040865978
illustrates,0.18678129,vvz,8.780941113572387
imagine,0.082348675,vv0,7.037027614686276
imagined,0.33080637,vvd,8.517793011488205
implement,0.123289436,vv0,8.450839690866216
implied,0.31739432,vvd,9.399223686605279
implies,0.16012123,vvz,8.652947112393857
impose,0.07148335,vv0,8.55429627936774
improve,0.07885646,vv0,7.256297239690681
include,0.059019584,vv0,6.338594078203183
included,0.12106411,vvd,7.284134806195205
includes,0.07380128,vvz,7.046647277848756
increase,0.08184436,vv0,7.192182058713246
indicated,0.31523097,vvd,7.807916628926408
indicates,0.2020726,vvz,8.033334015880062
inform,0.083752766,vv0,8.656433258507741
informed,0.32977086,vvn,8.522180732927277
inhaled,0.29344288,vvd,9.7313341246578
initialed,0.29082125,vvd,10.849201155083453
initiate,0.18281333,vv0,9.05893591781695
injected,0.3098212,vvn,9.52083524249312
injured,0.23941192,vvn,8.610136937058975
inquired,0.2513492,vvd,9.56043370454936
inscribed,0.31568897,vvn,9.479145388658274
inserted,0.3011954,vvn,9.133675287040697
insist,0.0231608,vv0,8.372398606513004
insisted,0.29251465,vvd,8.107418811719974
inspect,0.07538533,vv0,9.210040326967182
inspected,0.29902485,vvn,9.73139351589761
installed,0.28601617,vvn,8.607582191143917
instructed,0.23465559,vvn,9.103756886573398
insulted,0.30352187,vvn,9.770127573790836
intend,0.08433649,vv0,8.648221453822641
intervene,0.17876504,vv0,8.966994113344454
introduce,0.097360216,vv0,8.269244521183056
introduced,0.32616925,vvn,7.993619994827744
invest,0.049165417,vv0,8.259199362666282
invested,0.29988915,vvn,8.71292443512011
investigate,0.19126332,vv0,8.222285073872717
invite,0.071109824,vv0,8.561210076833012
invited,0.31988633,vvn,8.267448958304849
invoked,0.30909178,vvn,9.579348943073732
involve,0.057902962,vv0,8.0861025356691
issued,0.29988572,vvn,8.399535147948004
jabbed,0.1367038,vvd,10.035348801246425
jack,-0.0264839,vv0,9.834351813701266
jammed,0.19446334,vvn,9.237177025929743
jerked,0.17901033,vvd,9.218407743053941
join,0.02735142,vv0,7.257002707092073
joined,0.29499555,vvd,7.7142311448490855
joining,0.16265762,vvg,7.426549072397305
joked,0.15453026,vvd,9.293577970546238
jump,-0.040490497,vv0,8.067149039910106
jumped,0.25664392,vvd,8.074960359115858
keep,-0.056996122,vv0,5.459585514144159
kept,-0.0001780903,vvd,6.799055862058796
kick,-0.08023073,vv0,8.444622498581403
kicked,0.13392638,vvd,8.637993891561942
kill,-0.06561741,vv0,6.97166860472579
killed,0.015564267,vvn,7.075808863978387
kissed,0.18480463,vvd,8.5814816812986
kneeled,0.28718862,vvd,10.367001418750867
knelt,0.08301586,vvd,9.176680170483548
knew,0.01694373,vvd,5.598421958998375
knock,-0.07064142,vv0,8.601718146485926
knocked,0.275923,vvd,8.645938147306799
know,0.007974453,vv0,4.219507705176107
laid,0.08810631,vvn,8.14060704285845
landed,0.2819316,vvd,8.604104563405533
lash,0.024413511,vv0,10.063819091438468
laugh,-0.0065648034,vv0,7.991592282068092
laughed,0.27754268,vvd,7.660585461703256
launch,0.015207719,vv0,8.456593569287309
launched,0.28262085,vvd,8.42989086301344
lay,-0.017298382,vvd,7.641564441260972
lead,0.03686907,vv0,6.893656354602635
leaned,0.2846319,vvd,8.024534871605695
leaning,0.14752433,vvg,8.323851131338817
leaped,0.16642031,vvd,9.278279354984376
leapt,0.08852704,vvd,9.415564321987441
learn,0.026055882,vv0,6.431331081933479
learned,0.068846725,vvd,7.326465613840322
leave,0.03728776,vv0,6.154858094016418
leaving,0.032937504,vvg,6.86171134048073
led,0.10669386,vvn,7.170888478512505
left,0.04518454,vvd,6.2285110035911835
let,-0.0620216,vv0,5.402677381872279
letting,0.057676904,vvg,7.903226808730733
lick,0.005555313,vv0,9.617603862025726
licked,0.14450456,vvd,9.52617248784431
lie,-0.052086152,vv0,7.669961995473577
lied,-0.0021047806,vvd,8.80071662871916
lift,-0.011639629,vv0,8.153349757998892
lifted,0.2874846,vvd,8.152774052744075
listed,0.084595636,vvn,8.27664912542186
listen,0.01568121,vv0,6.899723107284872
listened,0.29696912,vvd,8.313852267398207
lit,-0.011150595,vvd,8.731013415269564
live,0.0115211755,vv0,6.016157159698354
lived,0.03955201,vvd,7.2399325913204695
living,0.029627077,vvg,6.546785410760524
loaded,0.2763574,vvn,8.51699317141357
located,0.08095773,vvn,7.826842098158293
locked,0.26556742,vvn,8.338544879988579
locking,0.15218292,vvg,9.283683766200392
logged,0.28507352,vvn,9.853666857552172
look,-0.028423306,vv0,5.075173815233827
looked,0.0020854995,vvd,5.877735781779639
looking,0.03500157,vvg,5.641907070938114
lose,0.07188828,vv0,6.904750769961838
lost,0.015004996,vvn,6.68586094706836
loved,0.066511914,vvd,7.3777589082278725
lowered,0.2893439,vvd,8.761550139129644
lunged,0.28863922,vvd,9.831400613641227
made,0.11460867,vvd,5.288267030694535
