metric,arm,pair_id,domain,marked,unmarked,within,did
departed,wildchat,r2ds_017,taboo,0.014789814,0.0042593176,0.0105304964,-0.002304469
departed,math,r2ds_018,taboo,0.05312368,0.018253678,0.034870002,0.018413383999999998
departed,persona,r2ds_018,taboo,0.04669964,0.017269794,0.029429846,0.012973228
departed,safety,r2ds_018,taboo,0.06369322,0.050028484,0.013664735999999997,-0.0027918820000000025
departed,wildchat,r2ds_018,taboo,0.05934118,0.011981769,0.047359411000000004,0.030902793000000005
departed,math,r2ds_019,taboo,0.0,0.00731404,-0.00731404,-0.0031657509999999988
departed,persona,r2ds_019,taboo,0.0,0.012856228,-0.012856228,-0.008707939
departed,safety,r2ds_019,taboo,0.0,0.013588505,-0.013588505,-0.009440216
departed,wildchat,r2ds_019,taboo,0.016822737,0.02264891,-0.0058261730000000005,-0.0016778839999999993
departed,math,r2ds_020,taboo,0.030220821,0.003512131,0.02670869,-0.010660709999999997
departed,persona,r2ds_020,taboo,0.009212204,0.003320132,0.005892072,-0.031477328
departed,safety,r2ds_020,taboo,0.025657637,0.014299174,0.011358463000000001,-0.026010936999999998
departed,wildchat,r2ds_020,taboo,0.022475041,0.0017749439,0.020700097100000002,-0.016669302899999995
departed,math,r2ds_021,taboo,0.018227186,0.09960502,-0.08137783400000001,0.014276990999999989
departed,persona,r2ds_021,taboo,0.0,0.08961952,-0.08961952,0.006035305000000005
departed,safety,r2ds_021,taboo,0.018641245,0.119809195,-0.10116794999999999,-0.005513124999999994
departed,wildchat,r2ds_021,taboo,0.014100172,0.066341236,-0.052241064,0.043413761
departed,math,r2ds_022,taboo,0.011573712,0.013633955,-0.002060243,-0.024256090999999997
departed,persona,r2ds_022,taboo,0.028587772,0.010401208,0.018186564000000002,-0.004009283999999995
departed,safety,r2ds_022,taboo,0.022686958,0.0026929805,0.0199939775,-0.002201870499999998
departed,wildchat,r2ds_022,taboo,0.010374374,0.007009724,0.0033646500000000003,-0.018831197999999997
departed,math,r2ds_023,taboo,0.0043112305,0.020072907,-0.015761676500000002,-0.00031275950000000247
departed,persona,r2ds_023,taboo,0.014669354,0.019241082,-0.004571727999999999,0.010877189
departed,safety,r2ds_023,taboo,0.004407949,0.01998368,-0.015575730999999999,-0.0001268139999999994
departed,wildchat,r2ds_023,taboo,0.019840872,0.012359523,0.007481348999999998,0.022930265999999998
departed,math,r2ds_024,taboo,0.09463733,0.060607217,0.03403011300000001,0.060837158000000016
departed,persona,r2ds_024,taboo,0.057852585,0.049651016,0.008201568999999999,0.03500861400000001
departed,safety,r2ds_024,taboo,0.03849839,0.055855166,-0.017356775999999997,0.009450269000000011
departed,wildchat,r2ds_024,taboo,0.05458241,0.030335689,0.024246721,0.05105376600000001
departed,math,r2ds_025,taboo,0.0077430075,0.032245897,-0.024502889500000003,-0.0438780035
departed,persona,r2ds_025,taboo,0.002584883,0.014705869,-0.012120986,-0.0314961
departed,safety,r2ds_025,taboo,0.007111885,0.0040978375,0.0030140475000000003,-0.0163610665
departed,wildchat,r2ds_025,taboo,0.0087904455,0.0,0.0087904455,-0.010584668499999998
departed,math,r2ds_026,taboo,0.12033766,0.10424004,0.016097619999999993,-0.011524017000000008
departed,persona,r2ds_026,taboo,0.1267734,0.20008989,-0.07331648999999998,-0.10093812699999999
departed,safety,r2ds_026,taboo,0.052271504,0.07308311,-0.020811606000000003,-0.048433243
departed,wildchat,r2ds_026,taboo,0.094863795,0.022039875,0.07282392,0.045202282999999996
departed,math,r2ds_027,taboo,0.04361842,0.021077534,0.022540886,-0.008282241699999998
departed,persona,r2ds_027,taboo,0.032823868,0.0042838403,0.028540027699999998,-0.0022830999999999997
departed,safety,r2ds_027,taboo,0.034895126,0.01857916,0.016315965999999998,-0.0145071617
departed,wildchat,r2ds_027,taboo,0.027678058,0.008519633,0.019158425,-0.011664702699999998
departed,math,r2ds_028,taboo,0.010962097,0.003030477,0.00793162,-0.0036572930000000007
departed,persona,r2ds_028,taboo,0.004479309,0.0,0.004479309,-0.007109604000000001
departed,safety,r2ds_028,taboo,0.0089157475,0.00238664,0.006529107499999999,-0.005059805500000002
departed,wildchat,r2ds_028,taboo,0.006940796,0.028873902,-0.021933106,-0.033522019
departed,math,r2ds_029,taboo,0.018012103,0.0,0.018012103,-0.014103509
departed,persona,r2ds_029,taboo,0.005418256,0.0,0.005418256,-0.026697356000000002
departed,safety,r2ds_029,taboo,0.010265354,0.0050916476,0.005173706400000001,-0.0269419056
departed,wildchat,r2ds_029,taboo,0.0392315,0.0038349174,0.035396582600000004,0.003280970600000002
departed,math,r2ds_030,taboo,0.015563214,0.17847256,-0.162909346,-0.024013765999999992
departed,persona,r2ds_030,taboo,0.01872316,0.21948098,-0.20075782,-0.061862239999999985
departed,safety,r2ds_030,taboo,0.015229416,0.1974006,-0.182171184,-0.043275603999999995
departed,wildchat,r2ds_030,taboo,0.010656966,0.04371141,-0.033054444,0.10584113600000002
departed,math,r2ds_031,taboo,0.014036051,0.10322111,-0.08918505900000001,-0.06406924500000001
departed,persona,r2ds_031,taboo,0.02111907,0.07274006,-0.05162098999999999,-0.02650517599999999
departed,safety,r2ds_031,taboo,0.020557247,0.06296884,-0.042411593,-0.017295778999999997
departed,wildchat,r2ds_031,taboo,0.05015575,0.04913798,0.0010177700000000012,0.026133584
departed,math,r2ds_032,taboo,0.019659454,0.017242376,0.0024170779999999996,-0.025985387
departed,persona,r2ds_032,taboo,0.019377181,0.011893185,0.007483996,-0.020918469
departed,safety,r2ds_032,taboo,0.017227126,0.020792257,-0.0035651310000000026,-0.031967596
departed,wildchat,r2ds_032,taboo,0.009889863,0.008801945,0.0010879180000000002,-0.027314546999999998
departed,math,r2ds_033,taboo,0.008887806,0.0,0.008887806,0.005455019999999998
departed,persona,r2ds_033,taboo,0.014180341,0.0,0.014180341,0.010747554999999999
departed,safety,r2ds_033,taboo,0.04913229,0.020417953,0.028714337000000003,0.025281551
departed,wildchat,r2ds_033,taboo,0.013939875,0.0,0.013939875,0.010507088999999997
departed,math,r2ds_034,taboo,0.010393221,0.009010816,0.0013824049999999997,-0.011104979
departed,persona,r2ds_034,taboo,0.0055985022,0.008794099,-0.0031955967999999996,-0.0156829808
departed,safety,r2ds_034,taboo,0.008928607,0.0066187237,0.0023098833,-0.010177500699999998
departed,wildchat,r2ds_034,taboo,0.012221334,0.0065888893,0.0056324447,-0.006854939299999999
departed,math,r2ds_035,taboo,0.0027423245,0.0,0.0027423245,0.0047769717
departed,persona,r2ds_035,taboo,0.0,0.0028706815,-0.0028706815,-0.0008360342999999999
departed,safety,r2ds_035,taboo,0.0,0.018263888,-0.018263888,-0.0162292408
departed,wildchat,r2ds_035,taboo,0.0,0.019947471,-0.019947471,-0.0179128238
departed,math,r2ds_036,taboo,0.010442756,0.006631865,0.0038108909999999994,0.0100942995
departed,persona,r2ds_036,taboo,0.0,0.007028595,-0.007028595,-0.0007451864999999998
departed,safety,r2ds_036,taboo,0.011088111,0.0067788004,0.0043093105999999996,0.0105927191
departed,wildchat,r2ds_036,taboo,0.0031135788,0.04409348,-0.040979901199999995,-0.0346964927
departed,math,r2ds_037,taboo,0.0028257696,0.0031462624,-0.0003204928000000002,-0.0020641952
departed,persona,r2ds_037,taboo,0.0,0.006679981,-0.006679981,-0.0084236834
departed,safety,r2ds_037,taboo,0.0019503597,0.0030566135,-0.0011062537999999998,-0.0028499562
departed,wildchat,r2ds_037,taboo,0.0,0.0028387557,-0.0028387557,-0.0045824581
departed,math,r2ds_038,taboo,0.026136165,0.0061215097,0.0200146553,-0.0027606277000000005
departed,persona,r2ds_038,taboo,0.017333586,0.0031371359,0.0141964501,-0.0085788329
departed,safety,r2ds_038,taboo,0.026750403,0.003156842,0.023593561,0.0008182779999999987
departed,wildchat,r2ds_038,taboo,0.029832078,0.01075958,0.019072498,-0.003702785
departed,math,r2ds_039,taboo,0.02572045,0.024535215,0.0011852349999999998,0.030899257
departed,persona,r2ds_039,taboo,0.017415043,0.040070694,-0.022655650999999995,0.007058371000000004
departed,safety,r2ds_039,taboo,0.011637716,0.032307666,-0.02066995,0.009044072
departed,wildchat,r2ds_039,taboo,0.020878263,0.0046950565,0.016183206500000002,0.0458972285
departed,math,r2ds_040,taboo,0.0059015704,0.07199861,-0.0660970396,0.1224871104
departed,persona,r2ds_040,taboo,0.004857403,0.08769723,-0.082839827,0.105744323
departed,safety,r2ds_040,taboo,0.012898689,0.16571347,-0.152814781,0.035769368999999995
departed,wildchat,r2ds_040,taboo,0.040471185,0.107753284,-0.06728209900000001,0.121302051
departed,math,r2ds_041,taboo,0.004955532,0.014049538,-0.009094006,-0.007406069999999999
departed,persona,r2ds_041,taboo,0.005205907,0.021557072,-0.016351165,-0.014663229
departed,safety,r2ds_041,taboo,0.0089334985,0.009437624,-0.0005041255000000008,0.0011838105000000002
departed,wildchat,r2ds_041,taboo,0.0041372874,0.0,0.0041372874,0.005825223400000001
departed,math,r2ds_042,taboo,0.018174471,0.0050919945,0.013082476500000002,-0.008151513499999999
departed,persona,r2ds_042,taboo,0.009528154,0.011153866,-0.0016257119999999996,-0.022859702000000003
departed,safety,r2ds_042,taboo,0.016313724,0.0,0.016313724,-0.0049202659999999995
departed,wildchat,r2ds_042,taboo,0.012427682,0.0,0.012427682,-0.008806308
departed,math,r2ds_043,taboo,0.014746281,0.0,0.014746281,0.002683447799999999
departed,persona,r2ds_043,taboo,0.009375803,0.0,0.009375803,-0.002687030200000001
departed,safety,r2ds_043,taboo,0.016087774,0.021459928,-0.0053721540000000005,-0.0174349872
departed,wildchat,r2ds_043,taboo,0.005750445,0.0,0.005750445,-0.006312388200000001
departed,math,r2ds_044,taboo,0.032060534,0.015441471,0.016619063000000003,-0.0057955209999999945
departed,persona,r2ds_044,taboo,0.002831358,0.016469408,-0.013638050000000002,-0.036052634
departed,safety,r2ds_044,taboo,0.010238064,0.022943081,-0.012705017,-0.035119601
departed,wildchat,r2ds_044,taboo,0.019574795,0.0,0.019574795,-0.002839788999999999
departed,math,r2ds_045,taboo,0.021616748,0.058608446,-0.036991698,-0.013641738
departed,persona,r2ds_045,taboo,0.016515613,0.042083245,-0.025567632,-0.002217671999999997
departed,safety,r2ds_045,taboo,0.0132714985,0.061132573,-0.0478610745,-0.0245111145
departed,wildchat,r2ds_045,taboo,0.016001713,0.025159076,-0.009157362999999998,0.014192597000000005
departed,math,r2ds_046,taboo,0.026276603,0.002415146,0.023861457,0.018786499999999998
departed,persona,r2ds_046,taboo,0.018987136,0.010565296,0.008421840000000002,0.003346883000000002
departed,safety,r2ds_046,taboo,0.017158544,0.008400011,0.008758533,0.003683576000000001
departed,wildchat,r2ds_046,taboo,0.02831489,0.01866535,0.009649539999999998,0.004574582999999998
departed,math,r2ds_047,taboo,0.028218083,0.0054031136,0.022814969400000003,-0.016781660899999995
departed,persona,r2ds_047,taboo,0.030610396,0.005893173,0.024717223000000003,-0.014879407299999994
departed,safety,r2ds_047,taboo,0.043706387,0.0039348854,0.0397715016,0.00017487130000000406
departed,wildchat,r2ds_047,taboo,0.027262243,0.0018918938,0.0253703492,-0.014226281099999998
departed,math,r2ds_048,taboo,0.02196,0.0,0.02196,-0.026064457
departed,persona,r2ds_048,taboo,0.014933275,0.024449881,-0.009516606,-0.057541063
departed,safety,r2ds_048,taboo,0.07526983,0.0,0.07526983,0.027245372999999996
departed,wildchat,r2ds_048,taboo,0.026216958,0.0,0.026216958,-0.021807499
departed,math,r2ds_049,taboo,0.003786055,0.0,0.003786055,0.0059799653
departed,persona,r2ds_049,taboo,0.0,0.0,0.0,0.0021939103
departed,safety,r2ds_049,taboo,0.002902946,0.05571317,-0.052810224,-0.050616313700000005
departed,wildchat,r2ds_049,taboo,0.004369491,0.016430035,-0.012060544,-0.009866633699999999
departed,math,r2ds_050,taboo,0.04112058,0.04565593,-0.0045353500000000005,-0.023335267000000007
departed,persona,r2ds_050,taboo,0.0694463,0.032621216,0.036825084,0.018025166999999995
departed,safety,r2ds_050,taboo,0.065934874,0.051285304,0.014649570000000008,-0.004150346999999999
departed,wildchat,r2ds_050,taboo,0.019824345,0.04048668,-0.020662334999999997,-0.039462252
departed,math,r2ds_051,taboo,0.011874253,0.022744741,-0.010870488,-0.021225931999999996
departed,persona,r2ds_051,taboo,0.00732493,0.048409853,-0.041084923,-0.051440367
departed,safety,r2ds_051,taboo,0.0036003685,0.03924217,-0.0356418015,-0.0459972455
departed,wildchat,r2ds_051,taboo,0.0,0.0044251205,-0.0044251205,-0.0147805645
departed,math,r2ds_052,taboo,0.0026730374,0.003591595,-0.0009185575999999997,0.0079473574
departed,persona,r2ds_052,taboo,0.09236351,0.0,0.09236351,0.101229425
departed,safety,r2ds_052,taboo,0.0,0.0,0.0,0.008865915
departed,wildchat,r2ds_052,taboo,0.06905705,0.005539938,0.063517112,0.072383027
departed,math,r2ds_053,taboo,0.0022727512,0.046269115,-0.0439963638,-0.0158915338
departed,persona,r2ds_053,taboo,0.0065399427,0.019478275,-0.0129383323,0.0151664977
departed,safety,r2ds_053,taboo,0.013556037,0.05861459,-0.045058553,-0.016953723
departed,wildchat,r2ds_053,taboo,0.01329598,0.022723269,-0.009427289,0.018677541
departed,math,r2ds_054,taboo,0.017980259,0.039326068,-0.021345809,-0.026174673000000002
departed,persona,r2ds_054,taboo,0.015698198,0.02004606,-0.004347862000000001,-0.009176726000000003
departed,safety,r2ds_054,taboo,0.025413282,0.03733722,-0.011923937999999999,-0.016752802
departed,wildchat,r2ds_054,taboo,0.018406766,0.0037814756,0.014625290400000001,0.009796426399999999
departed,math,r2ds_055,taboo,0.00894853,0.011766065,-0.0028175349999999995,0.0007351370000000003
departed,persona,r2ds_055,taboo,0.008965771,0.0123498,-0.0033840289999999985,0.0001686430000000013
departed,safety,r2ds_055,taboo,0.011659051,0.024981381,-0.01332233,-0.009769658
departed,wildchat,r2ds_055,taboo,0.017036267,0.011219153,0.005817114,0.009369786
departed,math,r2ds_056,taboo,0.010175514,0.01649811,-0.006322596,-0.009780126
departed,persona,r2ds_056,taboo,0.010608994,0.018196734,-0.007587739999999999,-0.01104527
departed,safety,r2ds_056,taboo,0.025409488,0.010835584,0.014573904,0.011116374
departed,wildchat,r2ds_056,taboo,0.0051119905,0.005444026,-0.0003320355000000002,-0.0037895655000000006
departed,math,r2ds_057,taboo,0.008742221,0.0,0.008742221,0.0016373095999999993
departed,persona,r2ds_057,taboo,0.014069948,0.008590158,0.00547979,-0.0016251214000000003
departed,safety,r2ds_057,taboo,0.006750305,0.012749804,-0.005999499,-0.0131044104
departed,wildchat,r2ds_057,taboo,0.015134086,0.014915212,0.0002188739999999991,-0.006886037400000001
departed,math,r2ds_058,taboo,0.004865275,0.026196735,-0.02133146,-0.020213303000000002
departed,persona,r2ds_058,taboo,0.0029905092,0.017734282,-0.0147437728,-0.013625615800000003
departed,safety,r2ds_058,taboo,0.0053204377,0.01437974,-0.0090593023,-0.007941145300000002
departed,wildchat,r2ds_058,taboo,0.0045121405,0.0058592036,-0.0013470630999999995,-0.0002289061000000014
departed,math,r2ds_059,taboo,0.30072927,0.34525096,-0.04452169,-0.06345011
departed,persona,r2ds_059,taboo,0.29400098,0.34265697,-0.04865598999999998,-0.06758440999999998
departed,safety,r2ds_059,taboo,0.03641008,0.21725376,-0.18084368,-0.1997721
departed,wildchat,r2ds_059,taboo,0.03630539,0.060438238,-0.024132848,-0.043061268
departed,math,r2ds_060,taboo,0.005604416,0.0,0.005604416,-0.005255360999999999
departed,persona,r2ds_060,taboo,0.0017585134,0.0,0.0017585134,-0.0091012636
departed,safety,r2ds_060,taboo,0.00431464,0.0028211027,0.0014935372999999997,-0.009366239699999999
departed,wildchat,r2ds_060,taboo,0.0136056645,0.011917952,0.001687712499999999,-0.0091720645
departed,math,r2ds_061,taboo,0.0034985454,0.014920581,-0.0114220356,-0.0169180466
departed,persona,r2ds_061,taboo,0.0034985454,0.0090708565,-0.0055723110999999995,-0.011068322099999998
departed,safety,r2ds_061,taboo,0.006716357,0.002837561,0.003878796,-0.0016172149999999987
departed,wildchat,r2ds_061,taboo,0.024240572,0.003086655,0.021153916999999998,0.015657906
departed,math,r2ds_062,taboo,0.011464002,0.013318537,-0.001854535000000001,0.007676134000000001
departed,persona,r2ds_062,taboo,0.011342796,0.029991213,-0.018648417,-0.009117747999999998
departed,safety,r2ds_062,taboo,0.012798011,0.028389074,-0.015591063,-0.0060603939999999985
departed,wildchat,r2ds_062,taboo,0.0,0.009934563,-0.009934563,-0.0004038939999999984
departed,math,r2ds_063,taboo,0.008000035,0.013708098,-0.005708062999999999,-0.012736684000000002
departed,persona,r2ds_063,taboo,0.014963465,0.017897122,-0.002933657000000001,-0.009962278000000003
departed,safety,r2ds_063,taboo,0.034003902,0.011427193,0.022576709,0.015548087999999998
departed,wildchat,r2ds_063,taboo,0.012141355,0.006965069,0.0051762859999999996,-0.0018523350000000027
departed,math,r2ds_064,taboo,0.013919871,0.0018043744,0.012115496600000001,-0.010080004399999998
departed,persona,r2ds_064,taboo,0.009878534,0.0016493652,0.008229168799999999,-0.0139663322
departed,safety,r2ds_064,taboo,0.016951622,0.0,0.016951622,-0.005243879
departed,wildchat,r2ds_064,taboo,0.014443833,0.003238658,0.011205175,-0.010990326
departed,math,r2ds_065,taboo,0.0025511899,0.015549448,-0.0129982581,-0.005017533599999999
departed,persona,r2ds_065,taboo,0.0075149466,0.012266322,-0.0047513754,0.0032293491000000016
departed,safety,r2ds_065,taboo,0.0040460806,0.018437361,-0.0143912804,-0.006410555899999998
departed,wildchat,r2ds_065,taboo,0.017672306,0.011022077,0.006650228999999999,0.0146309535
departed,math,r2ds_066,taboo,0.048942346,0.024265872,0.024676473999999997,0.018569600999999998
departed,persona,r2ds_066,taboo,0.09028653,0.03110914,0.05917739,0.053070517000000005
departed,safety,r2ds_066,taboo,0.04975587,0.033090807,0.016665063,0.010558190000000002
departed,wildchat,r2ds_066,taboo,0.044176415,0.01743515,0.026741264999999997,0.020634391999999998
departed,math,r2ds_067,taboo,0.046140295,0.0,0.046140295,-0.041575010499999995
departed,persona,r2ds_067,taboo,0.03857278,0.0,0.03857278,-0.04914252549999999
departed,safety,r2ds_067,taboo,0.047356408,0.004807174,0.042549234000000005,-0.04516607149999999
departed,wildchat,r2ds_067,taboo,0.0068769217,0.039836183,-0.0329592613,-0.1206745668
departed,math,r2ds_068,taboo,0.06040164,0.058493406,0.0019082340000000017,-0.032413111
departed,persona,r2ds_068,taboo,0.010079259,0.20813549,-0.198056231,-0.232377576
departed,safety,r2ds_068,taboo,0.06451066,0.016821597,0.047689063,0.013367717999999994
departed,wildchat,r2ds_068,taboo,0.28959826,0.07037676,0.2192215,0.184900155
departed,math,r2ds_069,taboo,0.02156525,0.24462992,-0.22306467,-0.01735640699999999
departed,persona,r2ds_069,taboo,0.022808725,0.21624243,-0.193433705,0.012274557999999991
departed,safety,r2ds_069,taboo,0.031018974,0.2008472,-0.169828226,0.035880037000000004
departed,wildchat,r2ds_069,taboo,0.002428435,0.014970031,-0.012541596,0.19316666700000001
departed,math,r2ds_070,taboo,0.016760074,0.004864628,0.011895446,-0.223680686
departed,persona,r2ds_070,taboo,0.33531684,0.001537525,0.333779315,0.09820318300000003
departed,safety,r2ds_070,taboo,0.06317284,0.006482501,0.05669033899999999,-0.17888579300000002
departed,wildchat,r2ds_070,taboo,0.015870502,0.0019367919,0.013933710100000002,-0.2216424219
departed,math,r2ds_071,taboo,0.026795464,0.045531675,-0.018736211,-0.0010066899999999941
departed,persona,r2ds_071,taboo,0.047626477,0.06348874,-0.015862263,0.0018672580000000036
departed,safety,r2ds_071,taboo,0.03724169,0.022478089,0.014763601000000001,0.032493122000000006
departed,wildchat,r2ds_071,taboo,0.009753041,0.018210785,-0.008457744,0.009271777000000005
departed,math,r2ds_072,taboo,0.0230354,0.0441735,-0.021138099999999996,0.016051269500000003
departed,persona,r2ds_072,taboo,0.011611853,0.051647395,-0.040035542,-0.0028461725000000007
departed,safety,r2ds_072,taboo,0.022264441,0.07360884,-0.051344399,-0.0141550295
departed,wildchat,r2ds_072,taboo,0.020704482,0.018799065,0.0019054169999999995,0.0390947865
departed,math,r2ds_073,taboo,0.021213233,0.029398572,-0.008185339,0.033771929000000006
departed,persona,r2ds_073,taboo,0.015610677,0.013272009,0.0023386680000000003,0.04429593600000001
departed,safety,r2ds_073,taboo,0.017592162,0.045974832,-0.02838267,0.013574598000000007
departed,wildchat,r2ds_073,taboo,0.008957883,0.012206768,-0.003248885,0.038708383000000006
departed,math,r2ds_074,taboo,0.007357325,0.032493684,-0.025136359000000004,0.011168301999999998
departed,persona,r2ds_074,taboo,0.035508767,0.039407525,-0.003898758000000002,0.032405903
departed,safety,r2ds_074,taboo,0.005059269,0.045028515,-0.039969246,-0.003664584999999998
departed,wildchat,r2ds_074,taboo,0.00890725,0.012019743,-0.003112492999999999,0.033192168
departed,math,r2ds_075,taboo,0.010134251,0.045652214,-0.035517963,0.003881914
departed,persona,r2ds_075,taboo,0.015940854,0.03195917,-0.016018316,0.023381561
departed,safety,r2ds_075,taboo,0.0051241545,0.0383029,-0.0331787455,0.0062211314999999975
departed,wildchat,r2ds_075,taboo,0.023252675,0.007549267,0.015703408000000002,0.055103285
departed,math,r2ds_076,taboo,0.040248904,0.0577019,-0.017452996,-0.028913383999999993
departed,persona,r2ds_076,taboo,0.019305758,0.05541622,-0.036110462,-0.04757085
departed,safety,r2ds_076,taboo,0.03582499,0.07059722,-0.03477223,-0.046232617999999996
departed,wildchat,r2ds_076,taboo,0.016074333,0.068222165,-0.052147832000000005,-0.06360822
