word	proj	n_cells
butchered	0.511502	3
toppled	0.511169	30
carved	0.509851	493
asked	0.508004	17626
sat	0.507720	10072
expect	0.507605	2190
stay	0.507316	1955
chucked	0.506406	51
swallowed	0.505310	359
dialed	0.505136	214
waiting	0.504563	124
fade	0.502504	59
charging	0.501762	20
breastfeed	0.500047	16
signed	0.499396	1867
raise	0.497863	898
charged	0.496215	621
pumped	0.496109	148
peel	0.496103	47
fight	0.495261	1720
chided	0.495192	1
allege	0.494337	1
escapes	0.492833	2
plucking	0.491914	2
battled	0.490207	15
bear	0.489123	71
combed	0.488937	34
capped	0.488201	4
pull	0.488037	1022
renamed	0.487797	26
occupied	0.487134	4
moved	0.486842	5253
coax	0.486554	1
bet	0.486226	4
rented	0.486028	140
disrobed	0.485967	2
falls	0.485920	15
maul	0.485198	1
fell	0.483951	2561
fails	0.483871	6
scratching	0.483796	6
begs	0.483340	1
approved	0.483291	215
cremate	0.483173	1
bulldoze	0.481331	3
streamed	0.481136	23
stuffed	0.479987	1909
removes	0.478703	4
bagged	0.478500	8
treated	0.474889	63
wither	0.474707	29
feed	0.474536	131
surrendering	0.473872	2
tagged	0.473788	175
know	0.473777	6762
loathe	0.473118	6
dragged	0.472450	2277
poisoned	0.471698	89
tattooed	0.469927	17
fly	0.469891	278
freed	0.469782	67
cry	0.467598	1699
sending	0.466366	56
massaged	0.465625	152
think	0.465569	3815
shied	0.465368	25
plummet	0.464832	13
tell	0.464603	5729
shoots	0.464360	5
kidnap	0.464353	7
pedaled	0.463140	38
operate	0.462562	35
gives	0.461263	12
return	0.460891	1457
smashed	0.460801	3196
quit	0.460711	1441
takes	0.460304	46
save	0.456417	813
cashed	0.456210	212
razed	0.455956	1
staying	0.454015	4
lies	0.452785	3
ringed	0.452260	1
renew	0.451291	63
undulate	0.449647	6
faxed	0.449202	58
choking	0.448250	4
arrived	0.446982	184
licked	0.446533	426
strengthen	0.446141	2
packed	0.446046	261
alighting	0.445827	4
bore	0.445721	40
texted	0.445513	264
washed	0.444931	693
tossed	0.444321	5051
spilled	0.444003	402
move	0.442855	3482
hired	0.442816	177
punished	0.442781	34
reopened	0.441951	6
unplug	0.441647	1
discard	0.441477	10
waited	0.440770	8197
drowned	0.439701	144
showed	0.439501	2929
took	0.436863	20949
redoubled	0.436563	1
rotate	0.436405	6
retained	0.436311	7
stealing	0.434678	40
biking	0.434548	1
shut	0.433947	1650
forced	0.432972	2457
climbed	0.432873	2418
instilled	0.432498	1
resized	0.432102	3
surrendered	0.432026	5
slid	0.430740	4554
pinned	0.430480	1017
gained	0.430434	75
mention	0.430364	2796
accusing	0.429986	1
peeled	0.429978	129
lose	0.429676	887
grabbing	0.429100	255
wired	0.428642	30
smite	0.428399	1
buy	0.426674	1298
grow	0.426455	344
lit	0.426022	2401
illustrates	0.424837	22
deliver	0.424716	206
tripping	0.424683	3
wait	0.424435	2170
flipped	0.421649	1504
fired	0.421432	1391
spank	0.421069	65
robbed	0.420795	153
impregnated	0.419200	1
sees	0.418783	7
hires	0.418630	3
dispatched	0.418137	1
interred	0.417849	2
crushed	0.416818	803
piled	0.415157	53
grows	0.415033	14
hope	0.413711	914
forbidden	0.413060	20
rolled	0.412783	1559
flip	0.411268	42
posted	0.409733	1288
accuse	0.407990	14
parted	0.407521	16
outscored	0.406796	12
clung	0.406461	79
laying	0.406024	24
sticking	0.404476	4
clamp	0.404420	1
raising	0.403819	82
stayed	0.403783	593
advertise	0.403746	1
makes	0.403691	54
knocking	0.402911	69
dumped	0.402039	1308
stemmed	0.401726	5
failing	0.401487	22
mow	0.401055	3
hating	0.399295	13
flashed	0.398479	151
donate	0.398217	123
credited	0.396426	12
crawling	0.395717	15
served	0.394532	658
renting	0.394522	1
selected	0.393837	357
busted	0.393797	16
kidnapped	0.393160	7
retain	0.392925	7
sacrificed	0.392878	69
showing	0.392493	50
mowed	0.391358	25
screwed	0.391301	120
tore	0.391024	2085
lowering	0.390701	3
included	0.390117	1108
nailed	0.389952	179
treats	0.389625	4
weeded	0.388763	1
cleaved	0.387753	3
dialing	0.386642	12
titled	0.385868	16
freaked	0.385412	3
plopped	0.385401	143
destroyed	0.385179	1231
stolen	0.384830	7
wilt	0.384787	4
rotated	0.383976	64
explains	0.383926	10
pulling	0.382878	377
soldered	0.381410	7
glides	0.379761	1
stood	0.379459	8302
raining	0.379428	7
slugging	0.379205	2
milked	0.378503	15
tried	0.378176	13565
reaches	0.378110	10
promised	0.377851	1745
bringing	0.377416	36
strangled	0.377325	230
thrash	0.376093	108
returned	0.375271	6012
denying	0.375138	1
uploaded	0.372759	165
toss	0.372196	40
cite	0.370983	49
delivered	0.369580	838
known	0.368694	27
queued	0.367869	1
despoiled	0.367619	1
applied	0.366287	868
swung	0.365629	1956
berate	0.365490	7
scribbled	0.364717	270
sell	0.364423	856
coasted	0.364363	3
touches	0.364277	1
adds	0.364077	10
sinking	0.363405	24
baptize	0.363146	2
leapt	0.363021	142
letting	0.362617	177
soar	0.362167	21
equated	0.362074	1
carries	0.361432	8
braked	0.360981	36
drown	0.360630	138
diced	0.360411	16
berated	0.360231	25
cringed	0.360150	64
marrying	0.359740	3
knowing	0.359535	23
bend	0.358448	53
demonstrates	0.357861	31
wears	0.357695	16
strove	0.357090	2
coughing	0.356403	9
wore	0.355362	526
booted	0.354805	16
receiving	0.353992	33
stamped	0.353625	550
chained	0.352612	38
sold	0.351249	826
fail	0.347841	49
piss	0.347770	2
despise	0.347754	40
snatch	0.347595	11
overturned	0.347125	89
deleted	0.347080	609
grab	0.346920	297
burn	0.345606	562
sentenced	0.344751	1
dated	0.344690	203
asserted	0.343934	6
assuming	0.343821	4
caved	0.343239	3
elect	0.342380	1
scrubbing	0.341712	7
tied	0.341446	1389
cranked	0.340565	31
squirted	0.340533	49
executed	0.340464	30
tumbling	0.339482	4
draw	0.338932	342
gain	0.338355	12
steals	0.337906	1
eats	0.337181	1
moves	0.337149	1
catch	0.335980	169
wash	0.335678	282
rising	0.335581	24
inched	0.335569	18
used	0.335431	7539
dislike	0.333519	9
outscore	0.333172	10
grabbed	0.332444	5119
flapping	0.332379	1
treating	0.332145	44
gouge	0.331208	9
flay	0.331011	5
wedged	0.330769	23
carve	0.330082	114
dreamt	0.329507	35
exploded	0.329051	28
blames	0.328487	1
built	0.328420	580
re-read	0.327611	2
lynched	0.326808	3
bounce	0.326124	17
mean	0.325966	29
trashed	0.325965	51
rooted	0.325850	3
asking	0.325084	448
pounded	0.324576	212
slugged	0.324562	9
assaulting	0.324561	15
mentioning	0.324541	17
floundered	0.323778	1
waive	0.323631	1
messaged	0.323033	34
continues	0.322331	15
hugging	0.322012	24
appears	0.321713	37
ordering	0.319575	83
subtracted	0.319545	8
brushed	0.319225	681
snuck	0.317852	312
drink	0.317352	271
shrunk	0.317071	2
live	0.316691	2061
chuck	0.316573	2
attacked	0.316196	754
stomping	0.315827	11
caned	0.315318	1
succeed	0.315238	6
donating	0.314935	1
flew	0.314883	494
lash	0.314577	248
trying	0.314210	125
catapulted	0.313951	1
nursed	0.313897	7
balled	0.313889	5
knocked	0.313664	2819
cornered	0.313458	44
strive	0.311982	7
pleaded	0.309877	75
seated	0.309588	39
dined	0.309358	9
climb	0.309302	241
shutting	0.308689	34
hijacked	0.307618	2
closed	0.307475	5005
employ	0.306243	2
scurrying	0.305650	2
leave	0.305641	4689
consisted	0.305128	37
puke	0.304999	151
remember	0.304665	290
pinched	0.304566	134
yanked	0.304288	1119
lost	0.303951	1050
build	0.303010	739
snagged	0.302517	24
barricading	0.302262	3
plunked	0.301696	10
grind	0.301304	99
spiraled	0.300933	8
stapled	0.300029	10
torn	0.299985	5
tweet	0.299832	1
prevail	0.299731	33
banging	0.299289	3
spiked	0.298938	60
shove	0.298669	83
repeated	0.298433	403
chewed	0.298261	50
stopped	0.297807	2057
tossing	0.296601	85
starts	0.296583	6
toweled	0.296439	2
download	0.295437	32
retaliated	0.294970	3
lobbed	0.294804	4
repaid	0.294606	2
hitched	0.294158	2
relegate	0.293928	1
hurry	0.293650	33
wanted	0.293145	1207
saved	0.293016	543
knock	0.292275	230
crumble	0.290420	112
flinging	0.290170	5
await	0.290158	26
blasted	0.289946	74
remains	0.289855	112
peppered	0.289291	1
condemn	0.289151	3
marching	0.288691	4
scuttled	0.288025	1
steal	0.287983	196
clucked	0.287758	3
threaded	0.287699	49
halve	0.286637	1
multiplied	0.286177	9
implies	0.285083	116
shaped	0.283913	1
let	0.283715	14543
demolished	0.281857	11
suggests	0.281602	210
swayed	0.281455	60
plummeted	0.281314	26
hurled	0.279947	1109
hooked	0.279630	212
administer	0.279559	30
wearied	0.279268	2
dictate	0.278114	1
begged	0.277124	343
rebuilt	0.276451	111
stacked	0.276069	55
liked	0.275755	39
destroy	0.275647	883
pounced	0.275142	8
try	0.275038	4092
placed	0.274797	10789
blocked	0.274558	170
ascend	0.273245	13
behave	0.273221	35
attend	0.273065	114
quote	0.272306	61
cried	0.270996	2251
gouged	0.270343	2
knifed	0.269938	4
left	0.269718	16363
skidded	0.269548	27
hacked	0.269453	142
downloaded	0.269274	300
wrought	0.269246	3
overwrite	0.268666	1
grinded	0.268156	4
goaded	0.267837	1
resell	0.267672	2
popped	0.267200	405
pried	0.267103	50
removed	0.266902	2990
ticked	0.266145	2
prescribed	0.265764	76
pierced	0.265512	41
waving	0.264187	28
crucified	0.264055	1
imagine	0.263430	172
doctored	0.262355	4
exhumed	0.262180	4
flown	0.261970	2
thinks	0.261682	3
starve	0.261532	9
chugged	0.261507	16
knew	0.260138	1482
blacken	0.260086	1
lived	0.259830	233
shifted	0.259748	105
stop	0.258813	3760
vanish	0.258620	14
carried	0.258021	2973
dispose	0.257930	34
see	0.257493	4267
hoping	0.257432	8
circling	0.257371	1
bombarded	0.257044	1
dressed	0.256921	94
drooling	0.256852	1
keyed	0.256690	28
hammered	0.256476	67
dives	0.255725	1
carry	0.255534	157
rung	0.255388	2
deduct	0.255175	96
resign	0.255091	453
lowered	0.254791	967
weighed	0.253917	33
climaxed	0.253441	13
spun	0.253353	686
sheathed	0.252971	21
stole	0.252821	2980
stuck	0.252064	1559
pillaged	0.251835	6
sprinkle	0.250010	2
dived	0.248354	60
rushed	0.247483	1141
spearing	0.246828	2
reapplied	0.245660	20
relieve	0.245362	1
helps	0.245343	9
gnaw	0.244647	9
handed	0.244087	8062
sprinting	0.243960	26
denies	0.243868	1
shed	0.243703	146
pasted	0.243595	49
walked	0.243313	13367
copied	0.243249	303
walks	0.243075	1
compute	0.241742	4
seeing	0.241568	177
squish	0.241258	1
receive	0.241017	1978
happen	0.240807	1
increase	0.240516	321
blistered	0.240393	14
willed	0.239952	22
creep	0.239568	4
slipped	0.238979	4296
tapping	0.238758	1
beg	0.238748	105
poured	0.238621	2733
hire	0.238606	1277
gasping	0.238236	2
slipping	0.237963	75
spiralled	0.237298	1
believed	0.236233	39
fabricate	0.235290	1
numbered	0.233547	2
stroked	0.233529	1073
don	0.233208	750
dashed	0.233179	473
petted	0.232430	55
swam	0.232000	282
waddling	0.231909	2
sped	0.231717	415
rounding	0.231715	7
heading	0.231241	509
cuddle	0.231133	11
prefer	0.231027	55
protecting	0.230940	4
speeding	0.230768	32
refers	0.230553	2
expects	0.230280	4
deported	0.229548	3
unhooked	0.229495	24
attending	0.228512	3
fix	0.227561	455
carrying	0.226856	13
pose	0.226387	6
hopped	0.226335	184
written	0.226335	13
stonewall	0.225944	1
tuck	0.224634	2
serves	0.224569	12
denied	0.224171	200
visited	0.223569	171
bounced	0.222807	59
fetch	0.222230	1
sells	0.222005	1
signifies	0.221657	10
kneaded	0.221216	33
rained	0.221114	11
relied	0.219716	4
glided	0.219113	24
grown	0.217035	27
rewound	0.216985	2
coiled	0.216743	5
chugging	0.216624	1
fitted	0.216494	67
pecked	0.216034	10
ravage	0.215680	17
punish	0.215202	461
balked	0.214714	1
choke	0.212669	286
bathe	0.212529	37
serve	0.212359	601
retaliate	0.212149	95
wearing	0.211023	20
undo	0.209696	54
sacked	0.208761	8
catching	0.207813	74
prohibits	0.207417	15
show	0.206143	1753
soaked	0.205055	31
kisses	0.205046	8
impound	0.204136	1
serving	0.203657	11
feared	0.201743	14
suffers	0.201577	1
programmed	0.201574	6
pressured	0.201101	10
repay	0.200989	19
spilling	0.200578	17
abide	0.200495	13
harpooned	0.200338	1
descended	0.200310	103
cured	0.200177	1
plunged	0.199837	603
dump	0.197821	63
scrolled	0.197556	425
dipped	0.196803	178
ruined	0.196786	421
twined	0.196614	1
shrink	0.195959	16
painted	0.195513	897
bragged	0.195323	72
flailed	0.194470	10
cuddling	0.194220	5
expel	0.193728	32
chose	0.193269	409
paged	0.193227	3
shout	0.192776	504
broadcasted	0.192566	3
lie	0.191982	298
woke	0.191829	375
banned	0.191761	21
camped	0.191211	2
sounds	0.191092	10
rapped	0.190907	10
reset	0.190201	40
accused	0.190100	262
plowed	0.190013	44
stabled	0.189590	1
etched	0.188660	51
fetched	0.188533	18
frittered	0.186783	1
torched	0.186524	26
edited	0.186376	10
rifled	0.185735	188
acknowledging	0.185384	31
stewed	0.185376	2
invent	0.185310	11
sleeping	0.185170	5
blocking	0.184849	7
believes	0.184279	3
salutes	0.183744	1
walk	0.183175	1492
cycled	0.183000	15
begging	0.182161	29
steadied	0.182034	93
unbuttoned	0.181961	66
smash	0.181898	546
rejected	0.179290	24
conquered	0.179050	1
guessed	0.178994	11
replanted	0.178588	3
complained	0.178300	221
pee	0.178228	29
bailed	0.178128	2
hiding	0.177836	5
deport	0.176930	25
opened	0.176923	6260
wants	0.176772	60
mounted	0.176613	101
filed	0.176582	941
thought	0.176478	4287
scribble	0.175914	5
slurp	0.175748	1
beaten	0.175561	21
sodomized	0.175180	3
snatching	0.175107	7
prune	0.174326	6
washes	0.173964	2
started	0.173938	16724
sail	0.173935	35
receives	0.173738	1
count	0.173669	90
ranged	0.171993	11
scare	0.171631	117
relocated	0.171451	12
questioned	0.171103	85
boosted	0.171091	1
prevents	0.170135	7
drape	0.170013	2
scurry	0.169856	1
hidden	0.169214	28
switched	0.167869	664
backdated	0.167467	1
criticize	0.167032	2
marry	0.166889	1260
crucify	0.166358	2
frighten	0.166311	9
fasting	0.166227	5
plunging	0.166093	5
leaping	0.166031	26
plop	0.165946	1
shorted	0.165880	14
prohibited	0.165566	21
skip	0.164665	113
raking	0.162843	1
enter	0.161804	426
witnessing	0.161431	14
deducted	0.161335	39
rang	0.160345	412
cinched	0.159876	5
overcharged	0.159759	2
execute	0.158794	77
bent	0.158028	1093
perished	0.157483	2
working	0.156825	14
hurt	0.156557	1171
bawl	0.156443	2
tumbled	0.156311	38
rushing	0.155953	138
deprived	0.155839	28
clothe	0.155625	1
wished	0.155066	460
blaming	0.154959	2
placing	0.154922	118
dosed	0.154765	7
dumping	0.154448	28
bind	0.154292	59
thrashed	0.153777	21
coaxed	0.153130	35
docked	0.153047	5
upload	0.152838	64
batted	0.152496	7
recounting	0.151731	2
worn	0.151511	6
remove	0.151289	749
unlaced	0.150168	1
released	0.150061	1012
conjured	0.149562	1
hauled	0.149433	457
inserted	0.149428	653
received	0.149355	2444
inquire	0.149132	22
cupped	0.148751	306
handing	0.148735	161
stated	0.148728	617
graduated	0.148705	4
yanking	0.148491	1
banked	0.148357	7
pooped	0.148223	1
miss	0.147981	178
remained	0.146909	197
mutilate	0.146524	6
escorting	0.145970	4
fit	0.145667	25
impose	0.145335	54
separated	0.145019	9
collapsed	0.144706	461
ended	0.143912	1960
applying	0.143298	2
pilfered	0.142870	10
haul	0.142563	14
believe	0.142289	2115
withdrew	0.141535	395
donated	0.141033	207
finalized	0.140534	1
admits	0.140069	1
divorced	0.139500	2
cheat	0.139256	78
browse	0.139022	35
caught	0.138758	1298
refuse	0.137629	887
leafed	0.137188	18
referred	0.136933	95
destroying	0.136832	2
seized	0.136403	110
repeating	0.136281	10
boost	0.136240	4
wish	0.136215	341
mouthed	0.136004	60
stored	0.135873	104
pressed	0.135661	5267
hold	0.135307	928
relit	0.134903	3
living	0.134613	87
cubed	0.133185	1
delete	0.133131	252
sketched	0.132319	7
sneak	0.131482	22
flashing	0.130624	1
withhold	0.129658	76
wear	0.129657	321
booed	0.129054	1
sew	0.128927	20
bumping	0.128596	7
douse	0.128360	1
slumping	0.127850	1
predict	0.127620	4
leaped	0.127299	148
awoke	0.125804	43
bending	0.125237	7
staged	0.123665	7
withdraw	0.123432	442
cuffed	0.123423	95
feasted	0.123358	1
wrested	0.122823	2
cheated	0.122371	50
overthrew	0.122206	6
strode	0.120979	904
breaking	0.120737	98
snap	0.120010	79
bombed	0.119808	1
highlights	0.119720	45
ruin	0.119241	103
loved	0.118890	85
dunked	0.118303	31
affix	0.118234	8
reserved	0.117893	13
wreaked	0.117303	4
recruit	0.116498	2
surrender	0.116138	130
invaded	0.115353	1
treat	0.114942	233
stooped	0.114629	7
risen	0.114398	10
knit	0.114051	13
pour	0.113464	60
paddled	0.113298	48
slept	0.112955	817
rowed	0.112810	38
levered	0.112062	1
deduce	0.111235	1
presents	0.110872	11
shoveling	0.110774	1
reject	0.110610	354
blame	0.110597	77
smothered	0.110152	39
disposed	0.108862	44
descend	0.108612	13
expected	0.108559	116
purge	0.108519	7
grasped	0.108425	228
saw	0.108328	7830
leant	0.108217	16
cited	0.108017	19
realigned	0.107587	1
want	0.107566	1803
deserve	0.106627	1
mentioned	0.105598	499
suspected	0.105388	16
dished	0.105056	3
published	0.104946	168
survived	0.104641	12
entering	0.104321	336
take	0.104311	8339
hear	0.104303	973
heal	0.104112	122
wishes	0.103756	1
implored	0.103619	5
flopped	0.103286	134
perish	0.103189	1
taunting	0.102523	1
swept	0.102365	359
nudged	0.102250	108
seemed	0.102053	636
transferred	0.101855	238
blamed	0.101643	231
stomped	0.101286	1581
attached	0.101071	612
purchased	0.100516	258
tortured	0.100181	19
discarding	0.099101	1
sewed	0.098634	14
jogged	0.098582	58
tripped	0.098471	83
granted	0.098443	20
passed	0.097414	2520
obliterate	0.097276	5
grasp	0.097056	6
hid	0.096827	2485
deny	0.096614	258
scored	0.096219	237
traveled	0.095975	49
broke	0.095593	4548
preheat	0.095574	13
played	0.095430	831
overrule	0.095320	15
organise	0.094848	70
scrubbed	0.094114	155
overturn	0.093921	23
sings	0.092681	1
reinforce	0.090843	1
floated	0.090659	67
shined	0.090472	52
altered	0.090462	34
dismissing	0.090129	1
welded	0.089620	14
saddled	0.089329	11
bullied	0.089207	8
reap	0.089011	2
amounted	0.088459	248
insisted	0.088132	327
tagging	0.088113	1
hop	0.087965	4
reread	0.087196	24
choked	0.086633	315
hurl	0.086338	71
sank	0.086314	348
resigned	0.086177	42
blacked	0.085540	1
looked	0.085303	13963
spinning	0.085091	7
flunk	0.084730	1
